50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b15c0ce7-d829-473c-bca8-25c156b4b062,1,,,,3998851,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 31531, 'name': 'Lauren James'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 47521, 'name': 'Alessia Russo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",England Women's,865,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4510e5e0-77a9-447f-80b7-5d0372358757,2,,,,3998851,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 32339, 'name': 'Daphne van Domselaar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 221888, 'name': 'Kerstin Yasmijn Casparij'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 402098, 'name': 'Veerle Buurman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 62962, 'name': 'Esmee Brugts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 63788, 'name': 'Victoria Pelova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 63790, 'name': 'Chasity Grant'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 12}, {'player': {'id': 221887, 'name': 'Wieke Hendrikje Maria Kaptein'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 6}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Netherlands Women's,851,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,518f9532-f2ab-455e-a093-884ba7671d90,3,,,,3998851,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,['5074d282-9e13-40d2-b60e-0e752aac9e9c'],0,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5074d282-9e13-40d2-b60e-0e752aac9e9c,4,,,,3998851,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,['518f9532-f2ab-455e-a093-884ba7671d90'],0,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ad2c4bc6-6a39-4043-9361-cdfcb4e5884e,1619,,,,3998851,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Netherlands Women's,851,['c24d916c-ebd4-4f19-80b8-a1bdd4aae54e'],0,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c24d916c-ebd4-4f19-80b8-a1bdd4aae54e,1620,,,,3998851,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Netherlands Women's,851,['ad2c4bc6-6a39-4043-9361-cdfcb4e5884e'],0,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,2.18208,,,,,,,,,,,,,c0856313-5d66-4ac9-b9ec-d1de0cc80fa4,5,,,"[60.0, 40.0]",3998851,0,,,,-3.0497465,,Right Foot,,,"[29.6, 37.2]",,Ground Pass,,30.528675,,,,Hannah Hampton,22032.0,,,,,,Kick Off,1,From Kick Off,Ella Toone,31534.0,Center Attacking Midfield,2,England Women's,865,['5db74b60-ab0c-4f77-b419-590765cc4a83'],0,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.348,Pass,
,,,,,,,,,,,,,,,3.404015,,,,,,,,,,,,,fe013712-dbc5-4561-8de8-2c7c8f60d8dd,8,,,"[31.3, 41.0]",3998851,0,,,,0.25004488,,Right Foot,,,"[91.6, 56.4]",,High Pass,,62.23544,,Incomplete,,Lauren James,31531.0,,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,2,England Women's,865,"['76d6c870-32a0-4326-853c-f59e8a9f01a9', 'ac4f3656-9104-493c-8100-4c7e0b959578']",6,,,,,,,,,,,,,,,,,England Women's,865,00:00:06.947,Pass,
,,,,,,,,,,,,,,,1.348546,,,,,,,,,,,,,d0ad3f2c-d434-49ee-9bfa-27282417f91d,14,,,"[85.6, 39.3]",3998851,0,,,,-2.0591302,,Right Foot,,,"[78.8, 26.5]",,Ground Pass,,14.494137,,,,Alex Greenwood,10252.0,,,,,,,1,From Kick Off,Georgia Stanway,4643.0,Left Defensive Midfield,2,England Women's,865,['2868b59f-dc07-40f3-9275-c7675b08bab9'],12,,,,,,,,,,,,,,,,,England Women's,865,00:00:12.696,Pass,
,,,,,,,,,,,,,,,1.558871,,,,,,,,,,,,,bb45a363-bb5d-4449-8f41-52f01882e743,17,,,"[79.2, 27.7]",3998851,0,,,,1.1337696,,Left Foot,,,"[92.0, 55.1]",,High Pass,,30.242355,,Incomplete,,Lauren James,31531.0,,,,,,,1,From Kick Off,Alex Greenwood,10252.0,Left Back,2,England Women's,865,"['c9e9aca9-cb91-422c-955b-44eb84203b81', '35c905d9-1c5c-43fa-8384-7664e834e4e3']",14,,,,,,,,,,,,,,,,,England Women's,865,00:00:14.425,Pass,
