50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.84,,,,,,,,,,9a8fb797-50c5-403c-adf4-119c3cfa4a42,2895,,"[20.7, 29.0]",3998855,69,,,,1.1956894,,Left Foot,,,,"[27.0, 45.0]",,Ground Pass,,17.195639,,,,Irene Paredes Hernandez,10165.0,,,,,,2,Regular Play,Adriana Nanclares Romero,50371.0,Goalkeeper,112,Spain Women's,863,['e22a3dc1-ed9b-45db-8621-7f7f35eee7d7'],52,,,,,,,,,,,,,,,,,Spain Women's,863,00:24:52.751,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,02932af5-3801-4f21-bf45-95f846ce61ba,2898,,"[31.5, 49.1]",3998855,69,,,,1.3240223,,Left Foot,,,,"[34.8, 62.2]",,Ground Pass,,13.509256,,,,Jana Fernandez Velasco,45289.0,,,,,,2,Regular Play,Irene Paredes Hernandez,10165.0,Right Center Back,112,Spain Women's,863,['78cd712a-1aab-4081-bb50-5e5159f7b3f1'],55,,,,,,,,,,,,,,,,,Spain Women's,863,00:24:55.791,Pass,
,,,,,,,,,,,,,,,,,2.119999,,,,,,,,,,e054e13d-b1d3-402d-9de0-8df890578f3d,2901,,"[34.8, 62.2]",3998855,69,,,,-2.2783036,,Right Foot,,,,"[15.9, 40.1]",,Ground Pass,,29.079546,,,,Adriana Nanclares Romero,50371.0,,,,,,2,Regular Play,Jana Fernandez Velasco,45289.0,Right Back,112,Spain Women's,863,['caf0a553-d927-4744-b4db-dae43dba0a8f'],57,,,,,,,,,,,,,,,,,Spain Women's,863,00:24:57.591,Pass,
,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,29a3a958-c4a4-4e47-81fc-98225250347c,2904,,"[16.5, 39.5]",3998855,70,,,,1.3496664,,Left Foot,,,,"[19.4, 52.4]",,Ground Pass,,13.2219515,,,,Irene Paredes Hernandez,10165.0,,,,,,2,Regular Play,Adriana Nanclares Romero,50371.0,Goalkeeper,112,Spain Women's,863,['acb09664-13db-44dc-bc8c-106bc4cf6ab9'],1,,,,,,,,,,,,,,,,,Spain Women's,863,00:25:01.831,Pass,
,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,b93c6db7-6423-468b-af99-33f1c2bb7139,2907,,"[23.4, 55.3]",3998855,70,,,,1.0594321,,Left Foot,,,,"[31.2, 69.2]",,Ground Pass,,15.938946,,,,Jana Fernandez Velasco,45289.0,,,,,,2,Regular Play,Irene Paredes Hernandez,10165.0,Right Center Back,112,Spain Women's,863,['d6b1ed4e-de28-46a4-87d8-735e2fdabd91'],4,,,,,,,,,,,,,,,,,Spain Women's,863,00:25:04.391,Pass,
,,,,,,,,,,,,,,,,,1.319999,,,,,,,,,,22e0d2a9-c550-4953-bc45-dc5924ea76d4,2910,,"[35.0, 72.1]",3998855,70,,,,0.18164884,,Right Foot,,,,"[49.7, 74.8]",,Ground Pass,,14.945903,,,,Victoria López,135780.0,,,,,,2,Regular Play,Jana Fernandez Velasco,45289.0,Right Back,112,Spain Women's,863,['1df98d56-ffd9-4d0a-b9ef-fe6486ad6277'],7,,,,,,,,,,,,,,,,,Spain Women's,863,00:25:07.027,Pass,
,,,,,,,,,,,,,,,,,0.919999,,,,,,,,,,c13bd150-6b57-4a86-b6ea-21afa46f911b,2913,,"[49.7, 74.6]",3998855,70,,,,-1.0943289,,Right Foot,,,,"[56.1, 62.2]",,Ground Pass,,13.954211,,,,Alexia Putellas Segura,10143.0,,,,,,2,Regular Play,Victoria López,135780.0,Right Wing,112,Spain Women's,863,['c6b1466e-03da-4885-9105-33145718e940'],9,,,,,,,,,,,,,,,,,Spain Women's,863,00:25:09.325,Pass,
,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,8085f310-e132-4847-8266-6af9304f3d4c,2916,,"[68.7, 55.7]",3998855,70,,,,-0.8501539,,Left Foot,,,,"[96.1, 24.5]",,Ground Pass,,41.523487,,,,María Francesca Caldentey Oliver,10161.0,,,,,,2,Regular Play,Alexia Putellas Segura,10143.0,Left Center Midfield,112,Spain Women's,863,['89d8efb2-2917-4067-bf35-021d6024f8d3'],12,,,,,,,,,,,,,,,,,Spain Women's,863,00:25:12.925,Pass,
,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,aa6feeb4-5030-4d9e-b4e1-c7e4df7e4c18,2919,,"[98.0, 33.8]",3998855,70,,,,1.065348,021b4694-3646-433e-8dbe-bccf43f465d1,Right Foot,,,,"[103.7, 44.1]",,Ground Pass,,11.772,,,,Alexia Putellas Segura,10143.0,True,,,,,2,Regular Play,María Francesca Caldentey Oliver,10161.0,Left Wing,112,Spain Women's,863,['99de8d7f-60c7-4f7b-b054-ff297953ba7e'],19,,,,,,,,,,,,,,,,,Spain Women's,863,00:25:19.054,Pass,
,,,,,,,,,,,,,,,,,3.117204,,,,,,,,,,bd38217b-acf4-4184-8626-88727dbccf44,2924,,"[10.7, 41.6]",3998855,70,,,,-0.23057547,,Drop Kick,,,,"[64.8, 28.9]",,High Pass,,55.570675,,,,Cristiana Girelli,10203.0,,,,,,2,From Keeper,Laura Giuliani,10218.0,Goalkeeper,113,Italy Women's,855,['36381a08-cdd9-4cf4-b080-9039a9a1e637'],34,,,,,,,,,,,,,,,,,Italy Women's,855,00:25:34.830,Pass,
,,,,,,,,,,,,,,,,,1.066908,,,,,,,,,,04c1ec89-5987-4a28-b740-351a4d840d41,2935,,"[57.1, 27.5]",3998855,70,,,,-1.5962685,,Left Foot,,,,"[56.7, 11.8]",,Ground Pass,,15.705094,,,,Barbara Bonansea,10211.0,,,,,,2,From Keeper,Cristiana Girelli,10203.0,Center Forward,113,Italy Women's,855,['4a97b304-be9f-4997-8daf-7869089e78b7'],41,,,,,,,,,,,,,,,,,Italy Women's,855,00:25:41.131,Pass,
,,,,,,,,,,,,,,,,,1.511076,,,,,,,,,,a636a140-579c-4438-a371-9f75bdfdac0a,2938,,"[56.7, 11.7]",3998855,70,,,,-2.812543,,Right Foot,,,,"[40.3, 6.1]",,Ground Pass,,17.329742,,,,Lisa Boattin,25770.0,,,,,,2,From Keeper,Barbara Bonansea,10211.0,Left Wing,113,Italy Women's,855,['6db83c41-5bdb-4e8d-a275-0dab032eec45'],42,,,,,,,,,,,,,,,,,Italy Women's,855,00:25:42.955,Pass,
,,,,,,,,,,,,,,,,,0.940863,,,,,,,,,,2ea15a8c-36fb-4d51-b879-9084e8e17de7,2941,,"[40.3, 6.1]",3998855,70,,,,0.3954084,,Left Foot,,,,"[51.8, 10.9]",,Ground Pass,,12.461541,,,,Arianna Caruso,32162.0,,,,,,2,From Keeper,Lisa Boattin,25770.0,Left Wing Back,113,Italy Women's,855,['c17ecca9-bbc8-4859-9000-aa650d7aeba1'],45,,,,,,,,,,,,,,,,,Italy Women's,855,00:25:45.103,Pass,
,,,,,,,,,,,,,,,,,1.046845,,,,,,,,,,0e0a2292-5806-4f43-a3cf-b6b8ef05683f,2943,,"[51.8, 10.9]",3998855,70,,,,-0.7853982,,Left Foot,,,,"[56.2, 6.5]",,Ground Pass,,6.22254,,Incomplete,,,,,,,,,2,From Keeper,Arianna Caruso,32162.0,Left Defensive Midfield,113,Italy Women's,855,['391cd6dc-954f-4397-948c-e723d9e1dd3b'],46,,,,,,,,,,,,,,,,,Italy Women's,855,00:25:46.044,Pass,
,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,391cd6dc-954f-4397-948c-e723d9e1dd3b,2944,,"[63.9, 73.6]",3998855,70,,,,-0.035383455,,Left Foot,,,,"[75.2, 73.2]",,Ground Pass,,11.307077,,,,Victoria López,135780.0,,,,,Recovery,2,From Keeper,Jana Fernandez Velasco,45289.0,Right Back,113,Italy Women's,855,"['0e0a2292-5806-4f43-a3cf-b6b8ef05683f', '82537ab9-c749-4295-a61b-14110fe9e98c']",47,,,,,,,,,,,,,,,,,Spain Women's,863,00:25:47.091,Pass,
,,,,,,,,,,,,,,,,,1.384389,,,,,,,,,,25f6a8e5-d5b1-4282-81d9-0c5e8e7022e1,2946,,"[75.2, 73.2]",3998855,70,,,,-1.4843978,,Right Foot,,,,"[76.3, 60.5]",,Low Pass,,12.747549,,Incomplete,,,,,,,,,2,From Keeper,Victoria López,135780.0,Right Wing,113,Italy Women's,855,['21af460d-f6e8-4e7a-9866-61260c4a859d'],47,,,,,,,,,,,,,,,,,Spain Women's,863,00:25:47.851,Pass,
,,,,,,,,,,,,,,,,,0.078578,,,,,,,,,,fd50e870-8e2d-4516-b0dd-c5e0a099aa48,2949,,"[41.6, 18.4]",3998855,70,,,,-0.21608497,,Right Foot,,,,"[45.7, 17.5]",,Ground Pass,,4.1976185,,Incomplete,,,,,,,,,2,From Keeper,Manuela Giugliano,10228.0,Right Defensive Midfield,113,Italy Women's,855,['6bd9e4fe-5b38-4eed-be37-c3d9b367dac5'],50,,,,,,,,,,,,,,,,,Italy Women's,855,00:25:50.113,Pass,
,,,,,,,,,,,,,,,,,1.807316,,,,,,,,,,c1285949-a459-45b8-85a9-de1da35123af,2955,,"[78.4, 70.0]",3998855,70,,,,-0.5404195,,Left Foot,,,,"[83.9, 66.7]",,Ground Pass,,6.4140472,,,,Aitana Bonmati Conca,15284.0,,,,,,2,From Keeper,Victoria López,135780.0,Right Wing,113,Italy Women's,855,"['e3924a79-d982-4bda-ae6a-9d2fbb72dfba', '2d4e452f-c9b5-4206-a5be-b644045f1901']",52,,,,,,,,,,,,,,,,,Spain Women's,863,00:25:52.209,Pass,True
,,,,,,,,,,,,,,,,,0.764541,,,,,,,,,,16eabf57-8b0d-4ec2-a79c-2ce190bf75ec,2966,,"[35.2, 9.7]",3998855,70,,,,1.8192837,,Left Foot,,,,"[33.5, 16.4]",,Ground Pass,,6.9123077,,,,Manuela Giugliano,10228.0,,,,,,2,From Keeper,Lisa Boattin,25770.0,Left Wing Back,113,Italy Women's,855,"['313ab612-86ad-4b38-be70-c4b1691f190f', '18e49332-33d6-43fb-9a17-4a197901d278']",55,,,,,,,,,,,,,,,,,Italy Women's,855,00:25:55.947,Pass,True
,,,,,,,,,,,,,,,,,0.849237,,,,,,,,,,1adc78af-0cf4-4b9e-ae91-584882798324,2969,,"[32.0, 20.8]",3998855,70,,,,1.94513,,Right Foot,,,,"[27.6, 32.0]",,Ground Pass,,12.033287,,,,Cecilia Salvai,10370.0,,,,,,2,From Keeper,Manuela Giugliano,10228.0,Right Defensive Midfield,113,Italy Women's,855,['3b2cb412-1817-468e-bd24-f0e081feabc4'],58,,,,,,,,,,,,,,,,,Italy Women's,855,00:25:58.633,Pass,
,,,,,,,,,,,,,,,,,1.382503,,,,,,,,,,4f19b8eb-5013-42e3-8975-d2c3b77d69c0,2972,,"[29.7, 40.4]",3998855,71,,,,1.9689639,,Left Foot,,,,"[24.4, 53.0]",,Ground Pass,,13.669309,,,,Martina Lenzini,49972.0,,,,,,2,From Keeper,Cecilia Salvai,10370.0,Center Back,113,Italy Women's,855,['3567dd34-3f67-4cb1-9fb6-2f4689108127'],1,,,,,,,,,,,,,,,,,Italy Women's,855,00:26:01.215,Pass,
,,,,,,,,,,,,,,,,,1.905587,,,,,,,,,,cdd7fa47-1056-4be4-97a9-981036f060af,2976,,"[35.8, 52.0]",3998855,71,,,,-1.5538487,,Right Foot,,,,"[36.0, 40.2]",,Ground Pass,,11.801695,,,,Cecilia Salvai,10370.0,,,,,,2,From Keeper,Martina Lenzini,49972.0,Right Center Back,113,Italy Women's,855,"['1b95b23a-b206-4b42-8c58-1ffb6202b7fc', '732c1be6-6fa5-4346-bc2d-6c9ec45c6165']",7,,,,,,,,,,,,,,,,,Italy Women's,855,00:26:07.227,Pass,True
,,,,,,,,,,,,,,,,,1.656082,,,,,,,,,,da83b89f-80e6-44a8-aa70-8fa1950817ef,2979,,"[37.3, 37.7]",3998855,71,,,,-2.225241,,Right Foot,,,,"[28.4, 26.1]",,Ground Pass,,14.620875,,,,Elena Linari,10208.0,,,,,,2,From Keeper,Cecilia Salvai,10370.0,Center Back,113,Italy Women's,855,['6b1bf3b2-11b6-4738-a496-a4c847cb2ad5'],9,,,,,,,,,,,,,,,,,Italy Women's,855,00:26:09.549,Pass,
,,,,,,,,,,,,,,,,,2.001506,,,,,,,,,,8f49651e-19fb-4c29-b0bc-5b69309a9c3f,2982,,"[31.8, 23.5]",3998855,71,,,,-0.7960929,,Right Foot,,,,"[50.3, 4.6]",,Ground Pass,,26.447306,,,,Lisa Boattin,25770.0,,,,,,2,From Keeper,Elena Linari,10208.0,Left Center Back,113,Italy Women's,855,['f4d01dbc-3887-4c80-9392-2081357d8d19'],12,,,,,,,,,,,,,,,,,Italy Women's,855,00:26:12.261,Pass,
,,,,,,,,,,,,,,,,,2.257147,,,,,,,,,,8294c1cb-5be6-495c-a8a8-efbf077e009e,2985,,"[51.1, 3.4]",3998855,71,,,,0.5024752,,Left Foot,,,,"[82.4, 20.6]",,High Pass,,35.71456,,Incomplete,,,,,,,,,2,From Keeper,Lisa Boattin,25770.0,Left Wing Back,113,Italy Women's,855,['3ab10d46-2034-49f8-913d-6a3a5fe6c220'],14,,,,,,,,,,,,,,,,,Italy Women's,855,00:26:14.587,Pass,
,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,3ab10d46-2034-49f8-913d-6a3a5fe6c220,2986,,"[37.7, 59.5]",3998855,71,,,,0.7824308,,Head,,,,"[54.6, 76.3]",,High Pass,,23.829603,,,,Victoria López,135780.0,,,,,Recovery,2,Regular Play,Irene Paredes Hernandez,10165.0,Right Center Back,114,Spain Women's,863,"['8294c1cb-5be6-495c-a8a8-efbf077e009e', '8cf80174-a6c0-4159-b36c-3ceea422161e']",16,,,,,,,,,,,,,,,,,Spain Women's,863,00:26:16.844,Pass,
,,,,,,,,,,,,,,,,,0.806506,,,,,,,,,,50bc6969-8b8b-409e-9ee6-0b7356df3791,2993,,"[53.8, 72.1]",3998855,71,,,,-0.80667156,,Right Foot,,,,"[58.4, 67.3]",,Ground Pass,,6.6483083,,,,Aitana Bonmati Conca,15284.0,,,,,,2,Regular Play,Victoria López,135780.0,Right Wing,114,Spain Women's,863,['94456ddc-441b-4144-b9a0-82088aa93190'],25,,,,,,,,,,,,,,,,,Spain Women's,863,00:26:25.147,Pass,
,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,fd018eaf-5eb2-4978-bc7a-0263f4f864db,2996,,"[57.8, 66.7]",3998855,71,,,,-2.3561945,,Right Foot,,,,"[54.2, 63.1]",,Ground Pass,,5.091169,,,,Patricia Guijarro Gutiérrez,15287.0,,,,,,2,Regular Play,Aitana Bonmati Conca,15284.0,Right Center Midfield,114,Spain Women's,863,"['9a237a17-9f1a-4920-86dc-4875c1bbf2a6', '55d0a851-1bf7-469f-aa38-8b10c586c03d']",25,,,,,,,,,,,,,,,,,Spain Women's,863,00:26:25.954,Pass,True
,,,,,,,,,,,,,,,,,2.679998,,,,,,,,,,2986a3cc-aa14-4eb6-bd57-b14f620c7875,2999,,"[57.6, 53.0]",3998855,71,,,,-1.3897499,,Right Foot,,,,"[63.0, 23.5]",,Low Pass,,29.990166,,,,Leila Ouahabi El Ouahabi,10163.0,,,,,,2,Regular Play,Patricia Guijarro Gutiérrez,15287.0,Center Defensive Midfield,114,Spain Women's,863,['a3fe3a00-adb9-4d8f-a927-c1a0ac0283a8'],28,,,,,,,,,,,,,,,,,Spain Women's,863,00:26:28.784,Pass,
,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,eba3d445-46e4-4bda-a580-00a3ccb5d19d,3002,,"[70.4, 18.8]",3998855,71,,,,-0.5912921,,Left Foot,,,,"[91.4, 4.7]",,Ground Pass,,25.294466,,,,María Francesca Caldentey Oliver,10161.0,,,,,,2,Regular Play,Leila Ouahabi El Ouahabi,10163.0,Left Back,114,Spain Women's,863,['65616d5f-d6ed-4789-895b-2ab26467d15e'],33,,,,,,,,,,,,,,,,,Spain Women's,863,00:26:33.304,Pass,
,,,,,,,,,,,,,,,,,0.22229,,,,,,,,,,b29cf661-0e51-4f72-ad6e-ce9cafaef14e,3005,,"[109.8, 19.5]",3998855,71,,,,0.9707461,,Left Foot,,,,"[111.1, 21.4]",,Low Pass,,2.302173,,Incomplete,,,,,,,,,2,Regular Play,María Francesca Caldentey Oliver,10161.0,Left Wing,114,Spain Women's,863,['d53a90cd-cb19-479c-9b1a-4162bdd2d7c8'],38,,,,,,,,,,,,,,,,,Spain Women's,863,00:26:38.639,Pass,
,,,,,,,,,,,,,,,,,1.319999,,,,,,,,,,d8d27d43-e0ec-48dd-839f-8a6cc3a1d816,3009,,"[114.0, 20.7]",3998855,71,,,,-2.329174,,Right Foot,,,,"[103.2, 9.3]",,Ground Pass,,15.703503,,,,Alexia Putellas Segura,10143.0,,,,,,2,Regular Play,María Francesca Caldentey Oliver,10161.0,Left Wing,114,Spain Women's,863,['7b097f07-42a9-4e46-9210-b8b0b7b4fefa'],41,,,,,,,,,,,,,,,,,Spain Women's,863,00:26:41.399,Pass,
,,,,,,,,,,,,,,,,,1.154835,,,,,,,,,,1a9121f8-fde5-443d-9c41-0de28ccf6091,3012,,"[107.8, 14.6]",3998855,71,,,,-2.1981046,,Left Foot,,,,"[104.9, 10.6]",,Ground Pass,,4.9406476,,,,María Francesca Caldentey Oliver,10161.0,,,,,,2,Regular Play,Alexia Putellas Segura,10143.0,Left Center Midfield,114,Spain Women's,863,['2ca62ecd-fab4-4f67-8338-1496d43d58e6'],43,,,,,,,,,,,,,,,,,Spain Women's,863,00:26:43.991,Pass,
,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,96741fb1-8503-4687-82e1-2c94018b670c,3015,,"[100.5, 9.6]",3998855,71,,,,0.41822433,,Right Foot,,,,"[106.8, 12.4]",,Ground Pass,,6.8942003,,,,Alexia Putellas Segura,10143.0,,,,,,2,Regular Play,María Francesca Caldentey Oliver,10161.0,Left Wing,114,Spain Women's,863,['05c92085-35f0-4e38-8d17-21ac30a1a661'],46,,,,,,,,,,,,,,,,,Spain Women's,863,00:26:46.744,Pass,
,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,7891b013-ed08-44be-8d01-4f1ae219c544,3017,,"[106.8, 12.4]",3998855,71,,,,-2.7496452,,Left Foot,,,,"[99.3, 9.3]",,Ground Pass,,8.1154175,,,,María Francesca Caldentey Oliver,10161.0,,,,,,2,Regular Play,Alexia Putellas Segura,10143.0,Left Center Midfield,114,Spain Women's,863,['669cda1c-d69b-4fb9-af83-f618835d200b'],47,,,,,,,,,,,,,,,,,Spain Women's,863,00:26:47.224,Pass,
,,,,,,,,,,,,,,,,,0.879999,,,,,,,,,,eabf4e10-4e9f-4eb4-9c57-b5f413833107,3019,,"[99.3, 9.3]",3998855,71,,,,0.3686959,,Right Foot,,,,"[103.7, 11.0]",,Ground Pass,,4.7169905,,,,Alexia Putellas Segura,10143.0,,,,,,2,Regular Play,María Francesca Caldentey Oliver,10161.0,Left Wing,114,Spain Women's,863,['a874da03-3130-4220-9eb1-1383bc9d9252'],47,,,,,,,,,,,,,,,,,Spain Women's,863,00:26:47.904,Pass,
,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,5baf58d5-34d1-4c00-afd2-937c787bd0e2,3022,,"[103.7, 11.0]",3998855,71,,,,1.729933,,Right Foot,,,,"[102.4, 19.1]",,Ground Pass,,8.203658,,,,Leila Ouahabi El Ouahabi,10163.0,,,,,,2,Regular Play,Alexia Putellas Segura,10143.0,Left Center Midfield,114,Spain Women's,863,['eeefbaad-46c9-4fd8-b923-9bc5925c6c43'],49,,,,,,,,,,,,,,,,,Spain Women's,863,00:26:49.544,Pass,
,,,,,,,,,,,,,,,,,1.127712,,,,,,,,,,ecc266c9-0cb2-4ef1-bfe1-fc7d1ca5d435,3025,,"[102.4, 19.1]",3998855,71,,,,-0.39852244,,Left Foot,,,,"[110.0, 15.9]",,Ground Pass,,8.246211,,,,Alexia Putellas Segura,10143.0,,,,,,2,Regular Play,Leila Ouahabi El Ouahabi,10163.0,Left Back,114,Spain Women's,863,['d67e4260-dcc0-478c-89a9-15e97d6729a2'],50,,,,,,,,,,,,,,,,,Spain Women's,863,00:26:50.125,Pass,
,,,,,,,,,,,,,,,,,7.094366,,,,,,,,,,cc7808c4-1876-46a9-8233-b6280552906c,3028,,"[110.9, 14.7]",3998855,71,,,,1.5106086,,Left Foot,True,,,"[114.6, 76.1]",,Low Pass,,61.51138,,,,Victoria López,135780.0,,True,,,,2,Regular Play,Alexia Putellas Segura,10143.0,Left Center Midfield,114,Spain Women's,863,['d441d391-36f6-45fd-bf8f-b1cda21ab8cb'],51,,,,,,,,,,,,,,,,,Spain Women's,863,00:26:51.253,Pass,
,,,,,,,,,,,,,,,,,1.439999,,,,,,,,,,7d261f9e-2d48-47bc-ac95-2de628571536,3031,,"[107.9, 76.5]",3998855,71,,,,-2.6135182,,Right Foot,,,,"[94.7, 68.8]",,Ground Pass,,15.281689,,,,Jana Fernandez Velasco,45289.0,,,,,,2,Regular Play,Victoria López,135780.0,Right Wing,114,Spain Women's,863,['eaecea8e-e6bd-42f1-b579-d03cdc7d39f0'],59,,,,,,,,,,,,,,,,,Spain Women's,863,00:26:59.667,Pass,
,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,424c1535-8460-43b5-9e5c-3eb49ae57379,3034,,"[94.7, 68.8]",3998855,72,,,,-2.4098017,,Right Foot,,,,"[83.9, 59.1]",,Ground Pass,,14.516542,,,,Irene Paredes Hernandez,10165.0,,,,,,2,Regular Play,Jana Fernandez Velasco,45289.0,Right Back,114,Spain Women's,863,['926892fe-58e0-4173-abe2-f5886fa5ccc6'],2,,,,,,,,,,,,,,,,,Spain Women's,863,00:27:02.427,Pass,
,,,,,,,,,,,,,,,,,0.919997,,,,,,,,,,fa8ddff7-5212-4b8c-ae7d-a3cdc7457613,3037,,"[83.9, 59.1]",3998855,72,,,,-0.48052365,,Right Foot,,,,"[93.3, 54.2]",,Ground Pass,,10.6004715,,,,Patricia Guijarro Gutiérrez,15287.0,,,,,,2,Regular Play,Irene Paredes Hernandez,10165.0,Right Center Back,114,Spain Women's,863,['70aa3186-3f28-4ca1-8d6d-845736f7088a'],4,,,,,,,,,,,,,,,,,Spain Women's,863,00:27:04.147,Pass,
,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,e1363dd8-ac70-43d7-be95-62e49e236009,3040,,"[94.2, 56.5]",3998855,72,,,,-0.113150984,,Right Foot,,,,"[103.0, 55.5]",,Ground Pass,,8.856636,,,,Aitana Bonmati Conca,15284.0,,,,,,2,Regular Play,Patricia Guijarro Gutiérrez,15287.0,Center Defensive Midfield,114,Spain Women's,863,['832442e8-3f56-465e-92aa-7a22fa12faa7'],6,,,,,,,,,,,,,,,,,Spain Women's,863,00:27:06.267,Pass,
,,,,,,,,,,,,,,,,,1.28,,,,,,,,,,bbd765a7-d62a-4a05-ade4-00a2ae3f2314,3043,,"[104.3, 56.1]",3998855,72,,,,-1.8776226,8c44c626-ec1f-419a-b539-16b8a37a5492,Left Foot,,,,"[101.1, 46.0]",,Ground Pass,,10.5948105,,,,Patricia Guijarro Gutiérrez,15287.0,True,,,,,2,Regular Play,Aitana Bonmati Conca,15284.0,Right Center Midfield,114,Spain Women's,863,['f28641f3-f6d6-4795-8beb-36c4c34c6bab'],11,,,,,,,,,,,,,,,,,Spain Women's,863,00:27:11.557,Pass,
,,,,,,,,,,,,,,,,,6.301679,,,,,,,,,,a2181a53-60cf-4d36-9981-c72570c4f554,3048,,"[8.4, 38.7]",3998855,72,True,,,0.2619262,,Drop Kick,,,,"[55.4, 51.3]",,High Pass,,48.659634,,Incomplete,,,,,,,,,2,From Keeper,Laura Giuliani,10218.0,Goalkeeper,115,Italy Women's,855,['eef5c13b-955b-424a-9f3a-2b0b65c4a6fe'],30,,,,,,,,,,,,,,,,,Italy Women's,855,00:27:30.110,Pass,
,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,78f3e2e1-96ab-4c7d-830a-aaa68d01d88b,3050,,"[64.3, 25.4]",3998855,72,,,,-1.0595657,,Right Foot,,,,"[68.9, 17.2]",,Ground Pass,,9.402127,,,,Alexia Putellas Segura,10143.0,,,,,,2,Regular Play,Patricia Guijarro Gutiérrez,15287.0,Center Defensive Midfield,116,Spain Women's,863,['70688875-637b-4141-8dc2-3ba4d2161b4d'],36,,,,,,,,,,,,,,,,,Spain Women's,863,00:27:36.652,Pass,
,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,32dec137-8f4a-444b-bfce-6767498cbb6e,3052,,"[68.9, 17.2]",3998855,72,,,,2.161608,,Left Foot,,,,"[63.4, 25.4]",,Ground Pass,,9.873702,,,,Patricia Guijarro Gutiérrez,15287.0,,,,,,2,Regular Play,Alexia Putellas Segura,10143.0,Left Center Midfield,116,Spain Women's,863,['f2395614-9d43-4a12-8a26-e63a5d60e191'],37,,,,,,,,,,,,,,,,,Spain Women's,863,00:27:37.172,Pass,
,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,982b0004-4574-45fd-9eb7-f7ccd029a909,3055,,"[64.5, 25.4]",3998855,72,,,,1.790493,,Right Foot,,,,"[62.2, 35.7]",,Ground Pass,,10.553673,,,,Irene Paredes Hernandez,10165.0,,,,,,2,Regular Play,Patricia Guijarro Gutiérrez,15287.0,Center Defensive Midfield,116,Spain Women's,863,['59b3d5a0-615f-4a0a-816c-b44388d0baa4'],39,,,,,,,,,,,,,,,,,Spain Women's,863,00:27:39.892,Pass,
,,,,,,,,,,,,,,,,,0.559999,,,,,,,,,,58a84c15-d98e-4562-8ac4-c235342f37b6,3058,,"[63.6, 36.9]",3998855,72,,,,-1.3494819,,Right Foot,,,,"[64.5, 32.9]",,Ground Pass,,4.1,,,,Patricia Guijarro Gutiérrez,15287.0,,,,,,2,Regular Play,Irene Paredes Hernandez,10165.0,Right Center Back,116,Spain Women's,863,['a749e0cc-7f0a-40f7-a335-75f5a54aab11'],42,,,,,,,,,,,,,,,,,Spain Women's,863,00:27:42.492,Pass,
,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,8210a415-a314-4342-8095-305be411b71c,3061,,"[64.5, 32.9]",3998855,72,,,,1.8925469,,Right Foot,,,,"[61.8, 41.0]",,Ground Pass,,8.53815,,,,Irene Paredes Hernandez,10165.0,,,,,,2,Regular Play,Patricia Guijarro Gutiérrez,15287.0,Center Defensive Midfield,116,Spain Women's,863,['84a977c5-ad1b-497d-a6cc-5abd301be5d7'],43,,,,,,,,,,,,,,,,,Spain Women's,863,00:27:43.128,Pass,
