50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,bb76fe37-1b01-4aa4-88de-744af2103e9a,1,,,,4020846,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 31531, 'name': 'Lauren James'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 47521, 'name': 'Alessia Russo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",England Women's,865,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d3ef5d89-9f5c-4837-87ad-01a977cd45b5,2,,,,4020846,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 45295, 'name': 'Catalina Thomas Coll Lluch'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 32210, 'name': 'Laia Aleixandri López'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 49836, 'name': 'Olga  Carmona García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 15287, 'name': 'Patricia Guijarro Gutiérrez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 15284, 'name': 'Aitana Bonmati Conca'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 49913, 'name': 'Athenea del Castillo Belvide'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 50146, 'name': 'Esther Gonzalez Rodríguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Spain Women's,863,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f8a757f7-0c5b-49d5-9618-85ba52ce39a8,3,,,,4020846,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,['4d4c001c-b21d-4f24-9dee-4730dccd1b18'],0,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,4d4c001c-b21d-4f24-9dee-4730dccd1b18,4,,,,4020846,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,['f8a757f7-0c5b-49d5-9618-85ba52ce39a8'],0,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5b7668e6-eab7-4856-9098-cfcd8a3467a8,1927,,,,4020846,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Spain Women's,863,['565278ea-d505-49f2-b5ab-d5e17e7480b6'],0,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,565278ea-d505-49f2-b5ab-d5e17e7480b6,1928,,,,4020846,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Spain Women's,863,['5b7668e6-eab7-4856-9098-cfcd8a3467a8'],0,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,adba4d2f-21f2-4f7a-a4b3-8ae6f66e9c7c,3608,,,,4020846,90,,,,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,,,,170,Spain Women's,863,['0b0e8b70-2a15-4230-afe2-c94059c61d01'],0,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0b0e8b70-2a15-4230-afe2-c94059c61d01,3609,,,,4020846,90,,,,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,,,,170,Spain Women's,863,['adba4d2f-21f2-4f7a-a4b3-8ae6f66e9c7c'],0,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f127ef5c-1357-4dd9-85ed-45432aedc8da,4323,,,,4020846,105,,,,,,,,,,,,,,,,,,,,,,,,,,4,From Free Kick,,,,198,Spain Women's,863,['11998644-ee9c-4871-9059-9b1e52d51424'],0,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,11998644-ee9c-4871-9059-9b1e52d51424,4324,,,,4020846,105,,,,,,,,,,,,,,,,,,,,,,,,,,4,From Free Kick,,,,198,Spain Women's,863,['f127ef5c-1357-4dd9-85ed-45432aedc8da'],0,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
