50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7627ccbf-32cd-47e1-8b56-d83bb7f1c0be,1,,,,3998839,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 50371, 'name': 'Adriana Nanclares Romero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 50375, 'name': 'María Méndez Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 32210, 'name': 'Laia Aleixandri López'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 49836, 'name': 'Olga  Carmona García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 15287, 'name': 'Patricia Guijarro Gutiérrez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 135780, 'name': 'Victoria López'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 32838, 'name': 'Claudia Pina Medina'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 50146, 'name': 'Esther Gonzalez Rodríguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Spain Women's,863,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d779131c-9c69-4645-b7c3-002e54799da1,2,,,,3998839,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,,0,,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 34872, 'name': 'Inês Teixeira Pereira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 32143, 'name': 'Diana Catarina Ribeiro Gomes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 10162, 'name': 'Carole da Silva Costa'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 15}, {'player': {'id': 34873, 'name': 'Fátima Alexandra Figueira Pinto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 482093, 'name': 'Beatriz Pina Fonseca'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 20}, {'player': {'id': 62905, 'name': 'Catarina Amado'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 2}, {'player': {'id': 10167, 'name': 'Tatiana Vanessa Ferreira Pinto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 327442, 'name': 'Andreia de Jesus Jacinto'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 34875, 'name': 'Andreia Alexandra Norton'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10159, 'name': 'Diana Micaela Abreu de Sousa e Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 32054, 'name': 'Jéssica da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Portugal Women's,864,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3be35831-2a42-46c4-bf78-13805c763cc7,3,,,,3998839,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,['48bb42b0-fbfc-4284-8e3a-96e95686a17f'],0,,,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,48bb42b0-fbfc-4284-8e3a-96e95686a17f,4,,,,3998839,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,['3be35831-2a42-46c4-bf78-13805c763cc7'],0,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,09776300-6166-451b-9718-9a66d74d4ebe,1904,,,,3998839,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Spain Women's,863,['2cb52158-2131-4faa-a26b-0b7436237711'],0,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2cb52158-2131-4faa-a26b-0b7436237711,1905,,,,3998839,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Spain Women's,863,['09776300-6166-451b-9718-9a66d74d4ebe'],0,,,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.09194,,,,,,,,,,,,2aeee793-c648-4dba-bf7e-73a5f5b7af43,5,,,"[61.0, 40.1]",3998839,0,,,,-2.9702134,,Right Foot,,,,"[45.4, 37.4]",,Ground Pass,,15.83193,,,Tatiana Vanessa Ferreira Pinto,10167.0,,,,,,Kick Off,1,From Kick Off,Jéssica da Silva,32054.0,Center Forward,2,Portugal Women's,864,['6bf21519-45b3-41ae-89d4-1475dcef2dec'],0,,,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:00.603,Pass,
,,,,,,,,,,,,,,,,,1.644927,,,,,,,,,,,,7d7614f4-e2dd-40df-819c-025f5953e3d9,8,,,"[40.4, 42.1]",3998839,0,,,,2.199247,,Right Foot,,,,"[27.9, 59.3]",,Ground Pass,,21.262407,,,Diana Catarina Ribeiro Gomes,32143.0,,,,,,,1,From Kick Off,Tatiana Vanessa Ferreira Pinto,10167.0,Center Defensive Midfield,2,Portugal Women's,864,['169d8a7b-e8e4-47ad-be44-7586eceb80a7'],3,,,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:03.605,Pass,
,,,,,,,,,,,,,,,,,1.216507,,,,,,,,,,,,c7e2fcd9-c9d3-4231-a06e-3f9e1e9f5a1a,11,,,"[28.0, 59.2]",3998839,0,,,,0.357134,,Right Foot,,,,"[54.8, 69.2]",,High Pass,,28.604895,,,Diana Micaela Abreu de Sousa e Silva,10159.0,,,,,,,1,From Kick Off,Diana Catarina Ribeiro Gomes,32143.0,Right Center Back,2,Portugal Women's,864,['70833300-6500-4b0c-a32c-1cc000ab9171'],6,,,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:06.324,Pass,
,,,,,,,,,,,,,,,,,1.956275,,,,,,,,,,,,38c678df-72c9-412f-b4b9-fba742fdee47,14,,,"[54.5, 69.2]",3998839,0,,,,2.0924146,,Right Foot,,,,"[49.5, 77.9]",,Low Pass,,10.034441,,,Beatriz Pina Fonseca,482093.0,,,,,,,1,From Kick Off,Diana Micaela Abreu de Sousa e Silva,10159.0,Center Attacking Midfield,2,Portugal Women's,864,['06fa306f-96e1-42fe-b871-03a5823e853f'],7,,,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:07.633,Pass,
