50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.903148,,,,,,,,,,,,,,,bd16d1bc-e3e7-4bfb-8a71-e6ac630ee5d5,19,,,"[49.9, 37.3]",3998852,0,,,,,0.35748076,,Right Foot,,,,"[83.9, 50.0]",High Pass,,36.29449,Incomplete,,Linda Sällström,13713.0,,,,,,,1,From Kick Off,Eveliina Summanen,191850.0,Left Defensive Midfield,2,WNT Finland,920,"['9f3e6653-0d42-4be4-8a97-c24193d532c4', '9fc39b53-5ce0-4443-98ea-27974338d557', '3a168c91-b170-4272-8c02-aa167074e82a']",12,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:12.579,Pass,True
,,,,,,,,,,,,,,,,,,,2.672054,,,,,,,,,,,,,,,ac79093b-0e25-49e3-90ff-7d9912c47e03,23,,,"[36.9, 28.9]",3998852,0,,,,,-0.4856221,,Left Foot,,,,"[62.1, 15.6]",High Pass,,28.494385,,,Sydney Schertenleib,443269.0,,,,,,,1,From Kick Off,Julia Stierli,32101.0,Center Back,2,WNT Finland,920,['41482abb-f037-4968-b017-2abaa54f4cd2'],15,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:15.608,Pass,
,,,,,,,,,,,,,,,,,,,1.399896,,,,,,,,,,,,,,,5eebb2dc-d1ce-467f-bb17-38db1ff43c02,27,,,"[42.4, 80.0]",3998852,0,,True,,,-2.4486454,,,,,,"[25.9, 66.3]",Low Pass,,21.44621,,,Natalia Kuikka,13865.0,,,,,,Throw-in,1,From Throw In,Emma Wilhelmina Koivisto,32403.0,Right Back,3,WNT Finland,920,['e9a97e33-45cd-4017-9d9f-ef9c505e3380'],26,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:26.200,Pass,
,,,,,,,,,,,,,,,,,,,1.559749,,,,,,,,,,,,,,,63edeb5e-1153-463d-858b-e7b7b7cb656b,29,,,"[24.8, 62.9]",3998852,0,,,,,-1.6402496,,Right Foot,,,,"[23.2, 39.9]",Ground Pass,,23.055586,,,Eva Nyström,224144.0,,,,,,,1,From Throw In,Natalia Kuikka,13865.0,Right Center Back,3,WNT Finland,920,['76dca45a-62d4-409c-91f3-5929e26e2493'],29,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:29.640,Pass,
,,,,,,,,,,,,,,,,,,,1.769045,,,,,,,,,,,,,,,c14ff518-c641-4445-8a81-b69e7e07f5eb,32,,,"[26.3, 33.2]",3998852,0,,,,,-1.0733538,,Right Foot,,,,"[38.3, 11.1]",Ground Pass,,25.147764,,,Joanna Tynnilä,392291.0,,,,,,,1,From Throw In,Eva Nyström,224144.0,Left Center Back,3,WNT Finland,920,['0bc76679-19b4-4237-b341-2d1f52e47cff'],32,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:32.561,Pass,
,,,,,,,,,,,,,,,,,,,1.519274,,,,,,,,,,,,,,,e539c033-e55f-43e1-8c2e-3a31dd25db99,35,,,"[36.3, 12.9]",3998852,0,,,,,2.373434,,Left Foot,,,,"[24.5, 24.3]",Ground Pass,,16.407316,,,Eva Nyström,224144.0,,,,,,,1,From Throw In,Joanna Tynnilä,392291.0,Left Back,3,WNT Finland,920,['f99b414a-6ed1-4ebd-8937-89ec72f8f595'],36,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:36.170,Pass,
,,,,,,,,,,,,,,,,,,,0.865721,,,,,,,,,,,,,,,603c29c7-9919-43fb-8ad5-a685dc853233,38,,,"[23.8, 36.5]",3998852,0,,,,,-0.1013465,,Right Foot,,,,"[35.6, 35.3]",Ground Pass,,11.86086,,,Eveliina Summanen,191850.0,,,,,,,1,From Throw In,Eva Nyström,224144.0,Left Center Back,3,WNT Finland,920,['67a9463a-dbde-4be3-9120-d60743812740'],39,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:39.681,Pass,
,,,,,,,,,,,,,,,,,,,0.987157,,,,,,,,,,,,,,,db146652-3b15-491f-bcdc-c2ed73f73101,42,,,"[35.2, 35.1]",3998852,0,,,,,2.907052,,Left Foot,,,,"[23.9, 37.8]",Ground Pass,,11.61809,,,Eva Nyström,224144.0,,,,,,,1,From Throw In,Eveliina Summanen,191850.0,Left Defensive Midfield,3,WNT Finland,920,"['627007f2-b79b-4553-99b2-c9eb6ce12f60', 'f1a615d5-6294-4630-b81b-2542dc8e652e']",40,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:40.586,Pass,True
,,,,,,,,,,,,,,,,,,,1.924196,,,,,,,,,,,,,,,05453431-6ed4-40a1-8577-2bdd012194cf,45,,,"[26.6, 35.8]",3998852,0,,,,,-1.2217301,,Right Foot,,,,"[36.5, 8.6]",Ground Pass,,28.945639,,,Joanna Tynnilä,392291.0,,,,,,,1,From Throw In,Eva Nyström,224144.0,Left Center Back,3,WNT Finland,920,['494fa622-f2c7-4446-93a6-30faf8f1b3f0'],42,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:42.505,Pass,
,,,,,,,,,,,,,,,,,,,1.241415,,,,,,,,,,,,,,,9288b8cc-22df-4bd8-bfc3-93bdeafed507,48,,,"[41.7, 10.8]",3998852,0,,,,,-0.34464732,,Right Foot,,,,"[57.3, 5.2]",Ground Pass,,16.57468,,,Oona Sevenius,362827.0,,,,,,,1,From Throw In,Joanna Tynnilä,392291.0,Left Back,3,WNT Finland,920,['64ed7217-924b-4940-9c6a-9f7e5a1d8136'],45,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:45.994,Pass,
,,,,,,,,,,,,,,,,,,,0.397332,,,,,,,,,,,,,,,a7120b83-2f6c-431a-899c-0c43555ac502,52,,,"[68.5, 1.1]",3998852,0,,,,,0.13352905,,Right Foot,,,,"[75.2, 2.0]",Ground Pass,,6.7601776,,,Saara Katariina Kosola,224849.0,,,,,,,1,From Throw In,Oona Sevenius,362827.0,Center Attacking Midfield,3,WNT Finland,920,"['7c2a072a-92be-4516-b6a6-b1702e649ccb', 'ea4d3023-aaac-4589-8bb2-9570ba7f6026']",50,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:50.185,Pass,True
,,,,,,,,,,,,,,,,,,,1.834876,,,,,,,,,,,,,,,496459d6-3029-423b-8b88-ee063b8329fd,62,,,"[49.3, 69.0]",3998852,1,,True,,,2.646041,,Right Foot,,,,"[41.9, 73.0]",Ground Pass,,8.411897,,,Iman Beney,460753.0,,,,,,Free Kick,1,From Free Kick,Géraldine Reuteler,10419.0,Right Center Midfield,5,Switzerland Women's,860,['42100d33-d489-4f0d-8338-7145c5201f6e'],13,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:13.688,Pass,
,,,,,,,,,,,,,,,,,,,0.820246,,,,,,,,,,,,,,,7cdfc7d9-7697-48ff-b37b-45ee033c9c8b,64,,,"[40.1, 77.2]",3998852,1,,,,,0.28309578,,Right Foot,,,,"[45.6, 78.8]",Ground Pass,,5.7280016,,,Géraldine Reuteler,10419.0,,,,,,,1,From Free Kick,Iman Beney,460753.0,Right Wing Back,5,Switzerland Women's,860,['c5ddd7a6-f40d-4b10-84cc-e87a1730d0b2'],16,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:16.888,Pass,
,,,,,,,,,,,,,,,,,,,2.538124,,,,,,,,,,,,,,,edf6ce2f-b5af-410b-88c6-068398abcd91,70,,,"[79.7, 0.1]",3998852,1,,,,,0.11958176,,,,,,"[105.5, 3.2]",High Pass,,25.985573,,,Oona Sevenius,362827.0,,,,,,Throw-in,1,From Throw In,Joanna Tynnilä,392291.0,Left Back,6,WNT Finland,920,['d64baa1a-e3d1-45c1-b8ff-5c444ad23049'],32,,,,,,,,,,,,,,,,,WNT Finland,920,00:01:32.275,Pass,
,,,,,,,,,,,,,,,,,,,1.326066,,,,,,,,,,,,,,,53e7de2f-83e6-4af7-8dd9-d9f1f5ea0f18,75,,,"[9.5, 80.0]",3998852,1,,,,,-0.22036242,,,,,,"[22.0, 77.2]",Low Pass,,12.809762,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Viola Calligaris,10417.0,Right Center Back,7,Switzerland Women's,860,['27b9a93c-f063-460e-b6f8-0df6140d95fb'],46,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:46.333,Pass,
,,,,,,,,,,,,,,,,,,,0.930796,,,,,,,,,,,,,,,9c375331-15d7-4133-8cf4-4c09da9bfcb9,81,,,"[102.4, 2.3]",3998852,1,,True,,,0.5917762,,Left Foot,,,,"[108.5, 6.4]",Ground Pass,,7.34983,,,Saara Katariina Kosola,224849.0,,,,,,Recovery,1,Regular Play,Joanna Tynnilä,392291.0,Left Back,9,WNT Finland,920,['9f3812f6-3ef0-4d97-91c5-42a6f14a9c8d'],57,,,,,,,,,,,,,,,,,WNT Finland,920,00:01:57.192,Pass,
,,,,,,,,,,,,,,,,,,,1.055908,,,,,,,,,,,,,,,1954c9bc-08de-4ce1-80ec-73aac1c46918,86,,,"[104.7, 0.1]",3998852,2,,,,,1.3876855,,,,,,"[107.2, 13.6]",Low Pass,,13.72953,,,Oona Sevenius,362827.0,,,,,,Throw-in,1,From Throw In,Joanna Tynnilä,392291.0,Left Back,10,WNT Finland,920,['93116bb2-3782-4ac2-a290-5e7f4ec90ed6'],9,,,,,,,,,,,,,,,,,WNT Finland,920,00:02:09.950,Pass,
,,,,,,,,,,,,,,,,,,,1.256576,,,,,,,,,,,,,,,db6249c9-adec-432f-8861-8aa91b4c9efa,91,,,"[92.7, 21.5]",3998852,2,,,,,2.0959964,,Right Foot,,,,"[81.4, 41.0]",Ground Pass,,22.537525,,,Natalia Kuikka,13865.0,,,,,,,1,From Throw In,Oona Sevenius,362827.0,Center Attacking Midfield,10,WNT Finland,920,['5f9da138-dace-4db9-b31d-b0db9dec23bc'],13,,,,,,,,,,,,,,,,,WNT Finland,920,00:02:13.986,Pass,
,,,,,,,,,,,,,,,,,,,1.245302,,,,,,,,,,,,,,,e2452a93-0e78-4dd7-8a32-a1c6217988d5,95,,,"[82.0, 48.5]",3998852,2,,,,,1.4741595,,Right Foot,,,,"[83.9, 68.1]",Ground Pass,,19.691877,,,Emma Wilhelmina Koivisto,32403.0,,,,,,,1,From Throw In,Natalia Kuikka,13865.0,Right Center Back,10,WNT Finland,920,['4bdd8184-49d0-40ae-8f1a-e37aa86072ac'],19,,,,,,,,,,,,,,,,,WNT Finland,920,00:02:19.033,Pass,
,,,,,,,,,,,,,,,,,,,0.846825,,,,,,,,,,,,,,,e97d38ce-11c4-44e6-bbe8-60a4adc65b95,99,,,"[75.2, 58.6]",3998852,2,,,,,-1.5630445,,Left Foot,,,,"[75.3, 45.7]",Ground Pass,,12.900388,,,Eveliina Summanen,191850.0,,,,,,,1,From Throw In,Emma Wilhelmina Koivisto,32403.0,Right Back,10,WNT Finland,920,"['fe662b14-cb64-484c-a8fd-0d51ef424455', '0056c7ff-c38a-4934-8155-3b7b951d80aa']",22,,,,,,,,,,,,,,,,,WNT Finland,920,00:02:22.674,Pass,True
,,,,,,,,,,,,,,,,,,,1.072793,,,,,,,,,,,,,,,70b82f7a-8c7a-4438-b692-7b435bc938f4,103,,,"[75.2, 46.0]",3998852,2,,,,,1.5610878,,Right Foot,,,,"[75.3, 56.3]",Ground Pass,,10.300486,Incomplete,,Oona Siren,392355.0,,,,,,,1,From Throw In,Eveliina Summanen,191850.0,Left Defensive Midfield,10,WNT Finland,920,"['c828aeae-e69c-443b-a5d9-29bbb3205e9d', 'b5e403ba-f29b-4253-b84e-c0ffad8bcade']",23,,,,,,,,,,,,,,,,,WNT Finland,920,00:02:23.601,Pass,
,,,,,,,,,,,,,,,,,,,0.456545,,,,,,,,,,,,,,,b5e403ba-f29b-4253-b84e-c0ffad8bcade,105,,,"[44.8, 23.8]",3998852,2,,,,,1.9147655,,Right Foot,,,,"[42.4, 30.5]",Ground Pass,,7.1168814,,,Lia Wälti,10405.0,,,,,,Recovery,1,Regular Play,Nadine Riesen,276579.0,Left Wing Back,11,Switzerland Women's,860,"['f8aa02ef-23f5-44c5-9314-0134a27e6260', '70b82f7a-8c7a-4438-b692-7b435bc938f4']",24,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:24.674,Pass,
,,,,,,,,,,,,,,,,,,,0.659356,,,,,,,,,,,,,,,fc6b7ddc-27b0-4c82-b892-ea6f3c74a733,108,,,"[42.4, 30.5]",3998852,2,,,,,-0.42066336,,Left Foot,,,,"[50.0, 27.1]",Low Pass,,8.325863,,,Svenja Fölmli,135324.0,,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,11,Switzerland Women's,860,['08ff6e79-ce51-48ec-9bc7-405f732e3eb0'],25,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:25.286,Pass,
,,,,,,,,,,,,,,,,,,,1.131685,,,,,,,,,,,,,,,19dc4181-6d69-4e3d-be1e-8513d803d9b6,111,,,"[53.9, 26.2]",3998852,2,,,,,0.46813187,,Right Foot,,,,"[62.8, 30.7]",Ground Pass,,9.972963,,,Sydney Schertenleib,443269.0,,,,,,,1,Regular Play,Svenja Fölmli,135324.0,Right Center Forward,11,Switzerland Women's,860,['6939ff7d-afb0-4237-8600-99cb3276f194'],27,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:27.120,Pass,
,,,,,,,,,,,,,,,,,,,1.967611,,,,,,,,,,,,,,,b7db7f5c-6e41-423e-950b-edb918f84efc,122,,,"[89.7, 40.0]",3998852,2,,,,,0.9030343,,Right Foot,,,,"[99.4, 52.3]",Ground Pass,,15.66461,,,Géraldine Reuteler,10419.0,,,,,,,1,Regular Play,Svenja Fölmli,135324.0,Right Center Forward,11,Switzerland Women's,860,"['057280ed-9b04-492a-af0a-c96796fe13bb', 'e7349495-8d3a-41ba-9924-bf844ed2a057']",32,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:32.430,Pass,True
,,,,,,,,,,,,,,,,,,,1.088698,,,,,,,,,,,,,,,5044d165-3736-48c1-ae11-caa1b299e02f,144,,,"[9.8, 21.3]",3998852,2,,,,,-1.0781113,,Right Foot,,,,"[20.0, 2.3]",Ground Pass,,21.564787,,,Saara Katariina Kosola,224849.0,,,,,,,1,Regular Play,Joanna Tynnilä,392291.0,Left Back,11,Switzerland Women's,860,['e8232bd5-702f-4356-b6bd-7086a677879c'],44,,,,,,,,,,,,,,,,,WNT Finland,920,00:02:44.182,Pass,
,,,,,,,,,,,,,,,,,,,0.836707,,,,,,,,,,,,,,,1820a905-f746-41a2-a6fd-7cbbe3827519,152,,,"[117.9, 63.8]",3998852,2,,,,,-2.2678177,,Right Foot,,True,,"[110.7, 55.2]",Ground Pass,,11.21606,Incomplete,,,,,,,,,,1,Regular Play,Iman Beney,460753.0,Right Wing Back,11,Switzerland Women's,860,"['06ba8d29-cc4b-46f5-87c3-ffda1e2c81ee', 'bdc52a55-65e5-4298-925e-cb31d1d34d69']",51,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:51.251,Pass,True
,,,,,,,,,,,,,,,,,,,0.431882,,,,,,,,,,,,,,,9459bc07-6e5c-4654-af92-482c7818d04f,158,,,"[99.0, 61.6]",3998852,2,,,,,-0.81241864,,Right Foot,,,,"[104.4, 55.9]",Low Pass,,7.8517513,Incomplete,,,,,,,,,,1,Regular Play,Géraldine Reuteler,10419.0,Right Center Midfield,11,Switzerland Women's,860,['c3f10390-34df-491a-956f-7e307802fae3'],56,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:56.328,Pass,
,,,,,,,,,,,,,,,,,,,0.905393,,,,,,,,,,,,,,,2eb6dffb-79bc-4812-8d11-233068a89af6,162,,,"[107.5, 80.0]",3998852,3,,,,,-1.8109673,,,,,,"[105.1, 70.2]",Low Pass,,10.089599,,,Lia Wälti,10405.0,,,,,,Throw-in,1,From Throw In,Iman Beney,460753.0,Right Wing Back,12,Switzerland Women's,860,['0640328c-3548-44e7-a272-94cd2d992af0'],16,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:03:16.456,Pass,
,,,,,,,,,,,,,,,,,,,1.627155,,,,,,,,,,,,,,,4aeb0bd5-dff9-4f3a-a79e-0b2647097fb7,165,,,"[105.5, 70.4]",3998852,3,,,,,0.7853982,,Left Foot,,,,"[112.3, 77.2]",Low Pass,,9.6166525,Incomplete,,,,,,,,,,1,From Throw In,Lia Wälti,10405.0,Center Defensive Midfield,12,Switzerland Women's,860,['2cbc77b8-ac6e-450c-87d6-2f17818f0956'],17,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:03:17.426,Pass,
,,,,,,,,,,,,,,,,,,,0.82463,,,,,,,,,,,,,,,da332009-a778-4cd2-94d9-66b3085889e5,168,,,"[111.2, 80.0]",3998852,3,,,,,-1.1945543,,,,,,"[114.4, 71.9]",Low Pass,,8.70919,,,Sydney Schertenleib,443269.0,,,,,,Throw-in,1,From Throw In,Iman Beney,460753.0,Right Wing Back,13,Switzerland Women's,860,['2f842789-274f-42eb-860b-c87a2160e361'],29,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:03:29.079,Pass,
,,,,,,,,,,,,,,,,,,,0.980292,,,,,,,,,,,,,,,c89b313a-755d-4f07-8617-e7fd17a5bdb2,172,,,"[114.3, 74.9]",3998852,3,,,,,2.469114,,Left Foot,,,,"[108.9, 79.2]",Low Pass,,6.902898,,,Iman Beney,460753.0,,,,,,,1,From Throw In,Sydney Schertenleib,443269.0,Left Center Forward,13,Switzerland Women's,860,['cba35dc9-4d06-4fcd-bc77-28e0520b32d1'],30,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:03:30.025,Pass,
