50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.73725,,,,,,,,,,,,,d57b76f3-d383-47cc-a24b-14bac19a81ca,19,,,"[117.0, 23.2]",3998856,0,,,,1.7161063,,Left Foot,True,"[115.2, 35.5]",,Low Pass,,12.431009,Incomplete,Lea Schüller,25476.0,,,,,,,1,From Kick Off,Klara Bühl,25729.0,Left Wing,2,Germany Women's,857,"['b778b714-84ae-4bf7-9a2c-bae964ea1fc0', '476a438d-ed40-4bb2-8290-d683379846cb']",14,,,,,,,,,,,,,,,,Germany Women's,857,00:00:14.038,Pass,
,,,,,,,,,,,,,,,,,3.298139,,,,,,,,,,,,,fbc36da5-c919-4220-bef3-42cd255521d0,25,,,"[20.5, 37.7]",3998856,0,,,,-0.33982086,,Right Foot,,"[70.0, 20.2]",,High Pass,,52.50238,,Fridolina Rolfö,10215.0,,,,,,,1,From Keeper,Jennifer Miley Falk,62667.0,Goalkeeper,4,Sweden Women's,858,['dea115ea-4d94-4e52-8efa-f96f517b5cb6'],37,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:37.564,Pass,
,,,,,,,,,,,,,,,,,1.03929,,,,,,,,,,,,,be87a2b1-e7d1-4d35-ae7d-0227fc605fe0,28,,,"[70.0, 20.2]",3998856,0,,,True,-0.6043055,,,,"[78.4, 14.4]",,Low Pass,,10.20784,,Emma Stina Blackstenius,10229.0,,,,,,,1,From Keeper,Fridolina Rolfö,10215.0,Left Wing,4,Sweden Women's,858,"['ca34a8b1-eb77-416a-bdd1-22d4aa64d861', '441dca8e-8747-4e24-8f54-ba429eb392c6']",40,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:40.862,Pass,True
,,,,,,,,,,,,,,,,,0.974702,,,,,,,,,,,,,d609f8a6-895c-4e84-871f-fee2acd4efb1,32,,,"[77.8, 13.5]",3998856,0,,,,-1.6155425,,Right Foot,,"[77.5, 6.8]",,Ground Pass,,6.706713,,Fridolina Rolfö,10215.0,,,,,,,1,From Keeper,Emma Stina Blackstenius,10229.0,Center Forward,4,Sweden Women's,858,"['efa40c81-f8f0-4e1c-a8d0-1e727d07316a', 'd6e6a31c-c60a-4a04-b266-b942e6b7f71f']",43,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:43.353,Pass,True
,,,,,,,,,,,,,,,,,0.70002,,,,,,,,,,,,,50b8c33c-d893-4796-8f76-b7724ec0f8b2,40,,,"[29.8, 79.4]",3998856,0,,,,-0.030602688,,Right Foot,,"[39.6, 79.1]",,Ground Pass,,9.804591,,Jule Brand,46987.0,,,,,,,1,Regular Play,Carlotta Wamser,46545.0,Right Back,5,Germany Women's,857,"['90f3a859-f4b7-4ff0-b432-c89bca789840', '61e59f54-e60b-4d73-9faf-332dd8f786cf']",48,,,,,,,,,,,,,,,,Germany Women's,857,00:00:48.550,Pass,True
,,,,,,,,,,,,,,,,,0.894931,,,,,,,,,,,,,34251864-f2e3-44aa-8867-12594c4a0f82,44,,,"[43.2, 76.6]",3998856,0,,,,0.08130187,,Left Foot,,"[56.7, 77.7]",,Ground Pass,,13.544741,,Laura Freigang,47022.0,,,,,,,1,Regular Play,Jule Brand,46987.0,Right Wing,5,Germany Women's,857,"['ead29814-a131-4a01-9aca-b69e528bfbd0', '0035284c-89f2-46ad-8ce2-6802bc0811f6']",50,,,,,,,,,,,,,,,,Germany Women's,857,00:00:50.348,Pass,True
,,,,,,,,,,,,,,,,,0.930353,,,,,,,,,,,,,adcf2dbc-ae9a-4e20-97e0-caf8d749c223,47,,,"[62.6, 77.7]",3998856,0,,,,-1.310982,,Right Foot,,"[64.7, 69.8]",,Ground Pass,,8.17435,,Jule Brand,46987.0,,,,,,,1,Regular Play,Laura Freigang,47022.0,Center Attacking Midfield,5,Germany Women's,857,['0130602f-9bb5-452e-b70d-7e8d71f757ea'],52,,,,,,,,,,,,,,,,Germany Women's,857,00:00:52.915,Pass,
,,,,,,,,,,,,,,,,,3.198215,,,,,,,,,,,,,75518e54-2db1-49aa-8c12-28684f5de807,53,,,"[46.3, 23.5]",3998856,0,,,,-1.3222377,,Right Foot,,"[51.3, 3.8]",,Ground Pass,,20.324615,,Fridolina Rolfö,10215.0,,,,,,Recovery,1,Regular Play,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,6,Sweden Women's,858,['6f525b3b-529b-4014-804c-8f442ddd70f4'],55,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:55.700,Pass,
,,,,,,,,,,,,,,,,,0.784692,,,,,,,,,,,,,6561a09d-a8e9-4333-acdc-6f5f6617698f,57,,,"[57.6, 2.5]",3998856,1,,,,1.6745887,,Left Foot,,"[56.6, 12.1]",,Ground Pass,,9.651943,,Ingrid Filippa Angeldal,62666.0,,,,,,,1,Regular Play,Fridolina Rolfö,10215.0,Left Wing,6,Sweden Women's,858,"['7e7840ee-ab71-4937-aa51-bcd1d3b89ed0', 'f575743d-76f8-452a-848e-796238722232']",1,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:01.864,Pass,True
,,,,,,,,,,,,,,,,,1.030385,,,,,,,,,,,,,da97b51a-7083-4f33-a906-b04a77abe136,60,,,"[56.6, 12.1]",3998856,1,,,,0.43002114,,Left Foot,,"[69.9, 18.2]",,Ground Pass,,14.632156,,Kosovare Asllani,10220.0,,,,,,,1,Regular Play,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,6,Sweden Women's,858,['6fe247b5-9a6b-4d2e-a4fb-91e1cec6d015'],2,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:02.723,Pass,
,,,,,,,,,,,,,,,,,1.598244,,,,,,,,,,,,,8d588a8f-fb29-454c-9224-6055a95b0db5,63,,,"[69.9, 18.2]",3998856,1,,,,-1.1098735,,Right Foot,,"[77.2, 3.5]",,Ground Pass,,16.4128,Incomplete,,,,,,,,,1,Regular Play,Kosovare Asllani,10220.0,Center Attacking Midfield,6,Sweden Women's,858,['61e0b708-3d28-4f4a-88d6-01d41c100111'],3,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:03.822,Pass,
,,,,,,,,,,,,,,,,,0.940907,,,,,,,,,,,,,86e0b3ce-ec67-4271-bed2-8bb6ba42062e,66,,,"[54.9, 77.3]",3998856,1,,,,-0.89378005,,Right Foot,,"[63.5, 66.6]",,Ground Pass,,13.727709,,Laura Freigang,47022.0,,,,,,,1,Regular Play,Carlotta Wamser,46545.0,Right Back,7,Germany Women's,857,['1b55fd38-0938-4843-bdfb-ba159708ba7a'],7,,,,,,,,,,,,,,,,Germany Women's,857,00:01:07.283,Pass,
,,,,,,,,,,,,,,,,,1.409385,,,,,,,,,,,,,6881b4cf-627f-4fec-9336-6cf73bc24c7b,68,,,"[63.5, 66.6]",3998856,1,,,,2.0771227,,Right Foot,,"[57.4, 77.6]",,Ground Pass,,12.5781555,,Carlotta Wamser,46545.0,,,,,,,1,Regular Play,Laura Freigang,47022.0,Center Attacking Midfield,7,Germany Women's,857,['9d1fd0e8-e88f-4e97-8bcf-a2036970038c'],8,,,,,,,,,,,,,,,,Germany Women's,857,00:01:08.224,Pass,
,,,,,,,,,,,,,,,,,0.593688,,,,,,,,,,,,,ce6d7a12-e9a0-4fb2-a6a5-fb1643dbcabc,71,,,"[63.6, 78.1]",3998856,1,,,,-0.9192091,,Right Foot,,"[68.1, 72.2]",,Ground Pass,,7.420243,,Jule Brand,46987.0,,,,,,,1,Regular Play,Carlotta Wamser,46545.0,Right Back,7,Germany Women's,857,['92bd93b3-33a5-4dd5-ba03-e8172250bed6'],11,,,,,,,,,,,,,,,,Germany Women's,857,00:01:11.484,Pass,
,,,,,,,,,,,,,,,,,1.565969,,,,,,,,,,,,,79213a1f-8528-42e5-b702-a6d262e918e6,75,,,"[63.5, 71.9]",3998856,1,,,,-3.0833626,,Right Foot,,"[41.2, 70.6]",,Ground Pass,,22.33786,,Janina Minge,46881.0,,,,,,,1,Regular Play,Jule Brand,46987.0,Right Wing,7,Germany Women's,857,"['05560631-0ce3-40e5-82ad-41a43e984154', 'ff462745-1db6-45f9-bef0-ee0adaccbc77']",13,,,,,,,,,,,,,,,,Germany Women's,857,00:01:13.557,Pass,True
,,,,,,,,,,,,,,,,,1.9901,,,,,,,,,,,,,be0e704b-5c5e-47a7-b75d-5ef2768ea5ab,78,,,"[36.2, 65.6]",3998856,1,,,,-1.5411997,,Right Foot,,"[37.1, 35.2]",,Ground Pass,,30.413319,,Rebecca Knaak,46885.0,,,,,,,1,Regular Play,Janina Minge,46881.0,Right Center Back,7,Germany Women's,857,['61dc3ece-b38f-4d24-b282-d8cb72fb62d4'],16,,,,,,,,,,,,,,,,Germany Women's,857,00:01:16.596,Pass,
,,,,,,,,,,,,,,,,,1.88961,,,,,,,,,,,,,545dc1a9-86e1-4044-ab12-372032212284,81,,,"[42.3, 28.6]",3998856,1,,,,-0.83707625,,Left Foot,,"[64.3, 4.2]",,Ground Pass,,32.853615,,Sarai Linder,135326.0,,,,,,,1,Regular Play,Rebecca Knaak,46885.0,Left Center Back,7,Germany Women's,857,['83f76650-83c6-4191-a2dc-d93d4d391af1'],20,,,,,,,,,,,,,,,,Germany Women's,857,00:01:20.312,Pass,
,,,,,,,,,,,,,,,,,0.933018,,,,,,,,,,,,,6e4fe391-1e5e-4c12-820d-59de8f7b8e9f,84,,,"[73.8, 2.8]",3998856,1,,,,0.4246603,,Left Foot,,"[85.3, 8.0]",,Ground Pass,,12.621015,,Klara Bühl,25729.0,,,,,,,1,Regular Play,Sarai Linder,135326.0,Left Back,7,Germany Women's,857,['df43a54f-a809-4874-9eae-02f444053a7a'],24,,,,,,,,,,,,,,,,Germany Women's,857,00:01:24.544,Pass,
,,,,,,,,,,,,,,,,,1.734274,,,,,,,,,,,,,15437ce5-4c3f-4742-b4e2-4a67bfb3e313,87,,,"[92.0, 5.6]",3998856,1,,,,2.580099,,Left Foot,,"[79.6, 13.4]",,Ground Pass,,14.649232,,Elisa Senß,46546.0,,,,,,,1,Regular Play,Klara Bühl,25729.0,Left Wing,7,Germany Women's,857,['1c41bb2c-4678-4d6b-b6cf-f41a9da17383'],28,,,,,,,,,,,,,,,,Germany Women's,857,00:01:28.183,Pass,
,,,,,,,,,,,,,,,,,1.114002,,,,,,,,,,,,,e47cc62f-c288-478a-bb12-23068d6a988c,91,,,"[82.4, 14.9]",3998856,1,,,,0.8427371,a770a115-05c9-4873-9d4f-8dff28028f7a,Left Foot,,"[98.0, 32.4]",,Ground Pass,,23.443762,,Lea Schüller,25476.0,True,,,,,,1,Regular Play,Elisa Senß,46546.0,Left Defensive Midfield,7,Germany Women's,857,"['9e82f769-7715-4c0e-b775-60cf551e0823', 'cfa00114-08cf-4c88-ac57-465c0c2892f6']",30,,,,,,,,,,,,,,,,Germany Women's,857,00:01:30.691,Pass,True
,,,,,,,,,,,,,,,,,1.738531,,,,,,,,,,,,,5b8108f1-040e-4d83-8b5a-2a6762296922,96,,,"[6.0, 39.1]",3998856,1,True,,,0.6644954,,Right Foot,,"[18.0, 48.5]",,Ground Pass,,15.24336,,Gun Nathalie Björn,26093.0,,,,,,Goal Kick,1,From Goal Kick,Jennifer Miley Falk,62667.0,Goalkeeper,8,Sweden Women's,858,['c6cdee54-d668-4ff5-9ffd-b93e6df1c3e9'],58,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:58.546,Pass,
,,,,,,,,,,,,,,,,,1.312431,,,,,,,,,,,,,12c72235-5b44-4601-82b2-569010e41e3a,98,,,"[26.0, 49.5]",3998856,2,,,,-1.4576453,,Right Foot,,"[29.0, 23.1]",,Ground Pass,,26.569908,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Goal Kick,Gun Nathalie Björn,26093.0,Right Center Back,8,Sweden Women's,858,['8e8b5fac-3267-4a71-95f9-4eef8c6c965f'],1,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:01.764,Pass,
,,,,,,,,,,,,,,,,,1.952943,,,,,,,,,,,,,77726924-7869-433f-819d-22858b245b50,101,,,"[31.7, 23.8]",3998856,2,,,,1.6329871,,Left Foot,,"[30.0, 51.1]",,Ground Pass,,27.352879,,Gun Nathalie Björn,26093.0,,,,,,,1,From Goal Kick,Magdalena Lilly Eriksson,4633.0,Left Center Back,8,Sweden Women's,858,['924dad67-7eea-49fc-a63c-5c7653c78e71'],5,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:05.835,Pass,
,,,,,,,,,,,,,,,,,1.116356,,,,,,,,,,,,,7ade7d33-e2c2-46a9-9700-e6eb2a6fc849,104,,,"[38.0, 53.2]",3998856,2,,,,0.28736606,,Right Foot,,"[62.7, 60.5]",,Ground Pass,,25.756165,,Ingrid Filippa Angeldal,62666.0,,,,,,,1,From Goal Kick,Gun Nathalie Björn,26093.0,Right Center Back,8,Sweden Women's,858,['002ff36f-ab07-4349-8cf1-fc4c514679fb'],9,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:09.772,Pass,
,,,,,,,,,,,,,,,,,1.346962,,,,,,,,,,,,,9d98fa04-955f-4041-84e3-cca8308919fb,108,,,"[64.1, 60.8]",3998856,2,,,,1.3983333,,Left Foot,,"[66.8, 76.3]",,Ground Pass,,15.733404,,Smilla Holmberg,237526.0,,,,,,,1,From Goal Kick,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,8,Sweden Women's,858,"['dc2254c6-266e-4b37-9cc5-e626dd2cea22', '29fd22dc-82b5-46a4-845d-afc2d2c694c9']",11,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:11.001,Pass,True
,,,,,,,,,,,,,,,,,1.15778,,,,,,,,,,,,,b5a27f94-2a07-4d5b-9d22-3e199c1f0d9c,113,,,"[104.3, 68.6]",3998856,2,,,,-1.4594574,30f7ef43-ab8c-41b7-81f8-edd43f660ab6,Right Foot,,"[106.1, 52.5]",,Ground Pass,,16.200308,,Kosovare Asllani,10220.0,True,,,,,,1,From Goal Kick,Smilla Holmberg,237526.0,Right Back,8,Sweden Women's,858,"['9a2a681f-6265-4914-b52f-3a0d9684a5ad', 'f6e2dc43-77c5-4169-9f58-63f11c1077a7']",17,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:17.667,Pass,True
,,,,,,,,,,,,,,,,,1.074392,,,,,,,,,,,,,4b1efd04-dd1e-4ce8-8b90-10b808d62134,119,,,"[7.0, 41.7]",3998856,2,True,,,1.2545102,,Right Foot,,"[12.4, 58.2]",,Ground Pass,,17.361164,,Rebecca Knaak,46885.0,,,,,,Goal Kick,1,From Goal Kick,Ann-Katrin Berger,15560.0,Goalkeeper,9,Germany Women's,857,['65775780-39ec-430b-afda-cadca7615b2c'],38,,,,,,,,,,,,,,,,Germany Women's,857,00:02:38.161,Pass,
,,,,,,,,,,,,,,,,,1.811099,,,,,,,,,,,,,14bddd4a-a176-4824-a640-bc9e2b87ff39,121,,,"[10.7, 57.7]",3998856,2,True,,,-1.3804109,,Right Foot,,"[19.7, 11.0]",,Ground Pass,,47.55933,,Sarai Linder,135326.0,,,True,,,,1,From Goal Kick,Rebecca Knaak,46885.0,Left Center Back,9,Germany Women's,857,['669ad73f-efd3-45e7-b5fa-07221027eb2a'],40,,,,,,,,,,,,,,,,Germany Women's,857,00:02:40.782,Pass,
,,,,,,,,,,,,,,,,,1.538885,,,,,,,,,,,,,4b2fb10f-21c2-4b93-8953-aa06eaa67ec6,124,,,"[83.4, 80.0]",3998856,2,,,,-0.5269432,,,,"[99.9, 70.4]",,High Pass,,19.089525,,Kosovare Asllani,10220.0,,,,,,Throw-in,1,From Throw In,Smilla Holmberg,237526.0,Right Back,10,Sweden Women's,858,['9f3aa8cb-2661-4960-b5db-4004adc5389b'],55,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:55.271,Pass,
,,,,,,,,,,,,,,,,,1.69672,,,,,,,,,,,,,bb67dcdb-d5dd-4e36-8a1b-585b20309f35,127,,,"[99.9, 70.4]",3998856,2,,,True,0.68767124,,,,"[111.1, 79.6]",,Low Pass,,14.494137,Out,,,,,,,,,1,From Throw In,Kosovare Asllani,10220.0,Center Attacking Midfield,10,Sweden Women's,858,['3f38bae9-9c82-4d6d-9ee6-6a4d5b4eb831'],56,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:56.810,Pass,True
,,,,,,,,,,,,,,,,,1.302198,,,,,,,,,,,,,ef91596e-51c1-4829-8729-4fcbc69d79be,128,,,"[9.9, 0.1]",3998856,3,,,,0.4301673,,,,"[26.9, 7.9]",,High Pass,,18.70401,,Laura Freigang,47022.0,,,,,,Throw-in,1,From Throw In,Sarai Linder,135326.0,Left Back,11,Germany Women's,857,['6b03edda-5079-49f7-9726-729cfb49c204'],10,,,,,,,,,,,,,,,,Germany Women's,857,00:03:10.828,Pass,
,,,,,,,,,,,,,,,,,0.666762,,,,,,,,,,,,,5873136d-6a69-4b86-87d7-dc78a0722826,132,,,"[21.9, 3.6]",3998856,3,True,,,2.2281854,,Right Foot,,"[17.5, 9.3]",,Ground Pass,,7.2006946,Incomplete,,,,,,,,,1,From Throw In,Laura Freigang,47022.0,Center Attacking Midfield,11,Germany Women's,857,"['1b444f7b-9c90-4bc6-a9be-21d2835c767f', 'b71c3cfb-9297-4746-8d91-e07fc5fada92']",13,,,,,,,,,,,,,,,,Germany Women's,857,00:03:13.562,Pass,True
,,,,,,,,,,,,,,,,,0.982332,,,,,,,,,,,,,4859f77e-a197-42cd-816c-df1bf94f62b8,134,,,"[7.0, 39.2]",3998856,3,True,,,-0.8334381,,Right Foot,,"[16.9, 28.3]",,Ground Pass,,14.724809,,Rebecca Knaak,46885.0,,,,,,Goal Kick,1,From Goal Kick,Ann-Katrin Berger,15560.0,Goalkeeper,12,Germany Women's,857,['2cec6076-fbe5-4a79-b400-f706a30144e3'],25,,,,,,,,,,,,,,,,Germany Women's,857,00:03:25.564,Pass,
