50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.454928,,,,,,,,,,,,,de3ef9d0-cd3a-4b7d-94de-927c8278f9cc,23,,"[14.0, 8.8]",4018356,0,,,,,-0.025856305,,Head,,,"[25.6, 8.5]",,Low Pass,,11.603879,,,Alexia Putellas Segura,10143.0,,,,,,Recovery,1,From Kick Off,Irene Paredes Hernandez,10165.0,Right Center Back,2,Switzerland Women's,860,['a965bf1c-ce8b-41a5-9878-343cad1fe85f'],15,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:15.467,Pass,
,,,,,,,,,,,,,,,,,,,1.594134,,,,,,,,,,,,,68ce5cbf-4300-4a3f-ac60-0229f44bdfba,27,,"[28.1, 9.7]",4018356,0,,,,,0.6871242,,Left Foot,,,"[35.9, 16.1]",,High Pass,,10.089599,Incomplete,,,,,,,,,,1,From Kick Off,Alexia Putellas Segura,10143.0,Left Center Midfield,2,Switzerland Women's,860,"['4fa2f5e3-b55c-4f53-836c-6358453c3865', '98c31902-d9e0-4154-bf15-42a3ef896195']",18,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:18.105,Pass,True
,,,,,,,,,,,,,,,,,,,1.225978,,,,,,,,,,,,,f575c7de-b219-4ea7-9fe4-9422c1ced059,34,,"[6.0, 47.4]",4018356,0,,,,,-1.7140393,,Right Foot,,,"[4.5, 37.0]",,Ground Pass,,10.507616,,,Catalina Thomas Coll Lluch,45295.0,,,,,,Goal Kick,1,From Goal Kick,Irene Paredes Hernandez,10165.0,Right Center Back,3,Spain Women's,863,['8c4fbc8b-7edc-46b3-92b2-0fc7e36b0a3f'],36,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:36.676,Pass,
,,,,,,,,,,,,,,,,,,,1.617825,,,,,,,,,,,,,a7b05a1c-8da1-45cb-988b-ee092f11dd54,38,,"[7.3, 35.8]",4018356,0,,,,,-1.4352686,,Right Foot,,,"[10.6, 11.6]",,Ground Pass,,24.423964,,,Olga  Carmona García,49836.0,,,,,,,1,From Goal Kick,Catalina Thomas Coll Lluch,45295.0,Goalkeeper,3,Spain Women's,863,['26acee17-fff1-4e66-a934-328de8c21942'],40,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:40.924,Pass,
,,,,,,,,,,,,,,,,,,,1.842743,,,,,,,,,,,,,e2ec38b8-d7ff-43b0-b755-14d3651bb559,41,,"[15.9, 5.6]",4018356,0,,,,,0.19389662,,Left Foot,,,"[43.4, 11.0]",,High Pass,,28.025167,,,Alexia Putellas Segura,10143.0,,,,,,,1,From Goal Kick,Olga  Carmona García,49836.0,Left Back,3,Spain Women's,863,['e46abf36-63bd-41cd-9f13-61352eb62a46'],44,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:44.996,Pass,
,,,,,,,,,,,,,,,,,,,1.231353,,,,,,,,,,,,,812babc9-d62d-430d-a351-0719587ddc18,43,,"[43.4, 11.0]",4018356,0,,,,,0.28605145,,Head,,,"[57.0, 15.0]",,Low Pass,,14.176036,,,Esther Gonzalez Rodríguez,50146.0,,,,,,,1,From Goal Kick,Alexia Putellas Segura,10143.0,Left Center Midfield,3,Spain Women's,863,['df71e76f-9f7d-47c0-86ab-b44bacc353a5'],46,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:46.838,Pass,
,,,,,,,,,,,,,,,,,,,1.989548,,,,,,,,,,,,,de75fcfb-96be-4221-b158-1e7e64e1f5f7,56,,"[59.0, 73.8]",4018356,0,,,,,-2.4329665,,Left Foot,,,"[45.0, 61.8]",,Ground Pass,,18.439089,,,Viola Calligaris,10417.0,,,,,,,1,Regular Play,Géraldine Reuteler,10419.0,Right Midfield,4,Switzerland Women's,860,['a337bcea-0704-4b1e-bb00-f5d1290bf16d'],51,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:51.662,Pass,
,,,,,,,,,,,,,,,,,,,1.079061,,,,,,,,,,,,,626f2ccd-1481-4d14-a57d-9f7fc20d843f,59,,"[44.4, 64.8]",4018356,0,,,,,1.2801238,,Left Foot,,,"[47.9, 76.5]",,Ground Pass,,12.212289,,,Géraldine Reuteler,10419.0,,,,,,,1,Regular Play,Viola Calligaris,10417.0,Right Center Back,4,Switzerland Women's,860,['c79b92e1-0d87-470e-9bdf-bb89b7e0a305'],56,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:56.375,Pass,
,,,,,,,,,,,,,,,,,,,1.447912,,,,,,,,,,,,,a6ce52c2-e123-48d9-bde4-6c6f99247396,63,,"[47.3, 74.9]",4018356,0,,,,,-0.5121085,,Right Foot,,,"[64.2, 65.4]",,Ground Pass,,19.38711,Incomplete,,Iman Beney,460753.0,,,,,,,1,Regular Play,Géraldine Reuteler,10419.0,Right Midfield,4,Switzerland Women's,860,"['7ada50df-ca9a-40ca-badc-a2d3a786042f', '35ff6abb-1ab3-47c7-b9c5-d31358b70dbc', 'dac6e640-bfbf-4cd9-a621-b7c296de2882']",59,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:59.389,Pass,True
,,,,,,,,,,,,,,,,,,,0.729669,,,,,,,,,,,,,35ff6abb-1ab3-47c7-b9c5-d31358b70dbc,65,,"[55.9, 14.7]",4018356,1,,,,,-0.07677189,,Left Foot,,,"[63.7, 14.1]",,Ground Pass,,7.823043,,,Alexia Putellas Segura,10143.0,,,,,,Recovery,1,Regular Play,Laia Aleixandri López,32210.0,Left Center Back,5,Spain Women's,863,"['c59ec9ef-a367-481a-a3d6-d218aae73ef5', 'a6ce52c2-e123-48d9-bde4-6c6f99247396']",0,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:00.837,Pass,
,,,,,,,,,,,,,,,,,,,1.099701,,,,,,,,,,,,,f01aa610-40bd-4e6e-9dc5-b502ae4e0d36,68,,"[64.2, 14.1]",4018356,1,,,,,-2.4456983,,Left Foot,,,"[55.7, 7.0]",,Ground Pass,,11.075197,,,Olga  Carmona García,49836.0,,,,,,,1,Regular Play,Alexia Putellas Segura,10143.0,Left Center Midfield,5,Spain Women's,863,['aea692ed-aa1c-452f-9428-68b2c5cec60c'],1,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:01.607,Pass,
,,,,,,,,,,,,,,,,,,,0.844233,,,,,,,,,,,,,015962a2-79a7-4915-9f0c-ecbdc8e62762,71,,"[55.9, 6.6]",4018356,1,,,,,2.6938167,,Left Foot,,,"[43.2, 12.7]",,Ground Pass,,14.089003,,,Laia Aleixandri López,32210.0,,,,,,,1,Regular Play,Olga  Carmona García,49836.0,Left Back,5,Spain Women's,863,['c40b5025-dcc3-4ac9-9ead-7fd2af214ad4'],3,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:03.770,Pass,
,,,,,,,,,,,,,,,,,,,2.152512,,,,,,,,,,,,,4d08d273-3050-4aae-8d1b-eb165dd53aec,74,,"[34.0, 18.1]",4018356,1,,,,,1.2885731,,Right Foot,,,"[41.8, 45.0]",,Ground Pass,,28.008034,,,Irene Paredes Hernandez,10165.0,,,,,,,1,Regular Play,Laia Aleixandri López,32210.0,Left Center Back,5,Spain Women's,863,['7535cbb0-6a26-487c-ac63-d53513dad3af'],6,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:06.963,Pass,
,,,,,,,,,,,,,,,,,,,1.084208,,,,,,,,,,,,,df62623f-07db-4ed5-b957-37f77ea09154,77,,"[48.2, 48.0]",4018356,1,,,,,1.4867253,,Left Foot,,,"[49.7, 65.8]",,Ground Pass,,17.86309,,,Ona Batlle Pascual,46639.0,,,,,,,1,Regular Play,Irene Paredes Hernandez,10165.0,Right Center Back,5,Spain Women's,863,['f7251ba0-3ee7-4f0e-80e1-ebb5632580c0'],12,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:12.507,Pass,
,,,,,,,,,,,,,,,,,,,0.970613,,,,,,,,,,,,,0adb53d7-4d38-465d-882a-a75c19a0ccdd,80,,"[50.0, 67.8]",4018356,1,,,,,0.87605804,,Right Foot,,,"[56.5, 75.6]",,Ground Pass,,10.153324,,,Aitana Bonmati Conca,15284.0,,,,,,,1,Regular Play,Ona Batlle Pascual,46639.0,Right Back,5,Spain Women's,863,['9b19f47e-ed27-41f4-9b21-9cc7face4f50'],14,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:14.783,Pass,
,,,,,,,,,,,,,,,,,,,0.697958,,,,,,,,,,,,,bfd1d235-8b52-41b8-921a-3a492aed906c,83,,"[55.9, 73.6]",4018356,1,,,,,-2.580099,,Right Foot,,,"[49.7, 69.7]",,Ground Pass,,7.324616,,,Ona Batlle Pascual,46639.0,,,,,,,1,Regular Play,Aitana Bonmati Conca,15284.0,Right Center Midfield,5,Spain Women's,863,['44913967-1447-4e12-bda6-35d4ee7a2a22'],15,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:15.904,Pass,
,,,,,,,,,,,,,,,,,,,1.233554,,,,,,,,,,,,,7ebec461-15f7-4bef-9285-d1c68b451eea,87,,"[48.7, 67.8]",4018356,1,,,,,-2.0513914,,Right Foot,,,"[42.6, 56.1]",,Ground Pass,,13.194695,,,Irene Paredes Hernandez,10165.0,,,,,,,1,Regular Play,Ona Batlle Pascual,46639.0,Right Back,5,Spain Women's,863,"['00be412d-17fb-4cfc-a037-f9329d9d1697', '933d3bb6-693d-41c8-8b66-047fe94f3402']",17,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:17.288,Pass,True
,,,,,,,,,,,,,,,,,,,0.836096,,,,,,,,,,,,,c2476a99-7b8d-43f3-8f1a-a6f941f61280,90,,"[42.0, 56.0]",4018356,1,,,,,-0.43579105,,Left Foot,,,"[55.1, 49.9]",,Low Pass,,14.450605,,,Patricia Guijarro Gutiérrez,15287.0,,,,,,,1,Regular Play,Irene Paredes Hernandez,10165.0,Right Center Back,5,Spain Women's,863,['f9613065-b2cb-4576-a909-5b6ac36de99b'],18,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:18.615,Pass,
,,,,,,,,,,,,,,,,,,,1.242548,,,,,,,,,,,,,f8267dd8-92b5-4ca8-948d-dae30c91c874,93,,"[55.4, 49.9]",4018356,1,,,,,-2.2508457,,Right Foot,,,"[40.6, 31.6]",,Ground Pass,,23.535717,,,Laia Aleixandri López,32210.0,,,,,,,1,Regular Play,Patricia Guijarro Gutiérrez,15287.0,Center Defensive Midfield,5,Spain Women's,863,['1815c39e-a0fe-4da4-a74d-13010bbc12cc'],19,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:19.461,Pass,
,,,,,,,,,,,,,,,,,,,0.966663,,,,,,,,,,,,,d19455e2-4ac5-4da1-8df2-f0c8992c372d,96,,"[56.8, 24.5]",4018356,1,,,,,-0.8704637,,Right Foot,,,"[68.6, 10.5]",,Ground Pass,,18.30956,,,Olga  Carmona García,49836.0,,,,,,,1,Regular Play,Laia Aleixandri López,32210.0,Left Center Back,5,Spain Women's,863,['592058af-b948-4e76-a87f-0cb80b866fb4'],24,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:24.595,Pass,
,,,,,,,,,,,,,,,,,,,0.847306,,,,,,,,,,,,,f3824790-d485-4671-9c57-78a323c8c319,100,,"[73.7, 10.5]",4018356,1,,,,,-0.62182426,,Right Foot,,,"[85.7, 1.9]",,Low Pass,,14.763469,,,Claudia Pina Medina,32838.0,,,,,,,1,Regular Play,Olga  Carmona García,49836.0,Left Back,5,Spain Women's,863,"['3d273a66-2617-4938-9177-6b284a2023d3', '4a47a720-df3a-4f9d-813e-078622895811']",26,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:26.466,Pass,True
,,,,,,,,,,,,,,,,,,,0.326448,,,,,,,,,,,,,3ebedd6f-1772-4444-b9ea-9ff5044fa13d,103,,"[88.6, 2.4]",4018356,1,,,,,1.5260501,,Right Foot,,,"[88.9, 9.1]",,Ground Pass,,6.706713,,,Alexia Putellas Segura,10143.0,,,,,,,1,Regular Play,Claudia Pina Medina,32838.0,Left Wing,5,Spain Women's,863,['d29d17b6-bf09-4f3b-b505-6c539e11053c'],28,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:28.497,Pass,
,,,,,,,,,,,,,,,,,,,1.227212,,,,,,,,,,,,,d9e0a2b4-3dd3-4559-9e75-4c8301045270,107,,"[89.2, 8.9]",4018356,1,,,,,0.4677628,,Right Foot,,,"[98.9, 13.8]",,Ground Pass,,10.867382,Incomplete,,,,,,,,,,1,Regular Play,Alexia Putellas Segura,10143.0,Left Center Midfield,5,Spain Women's,863,"['f7944590-c10b-401c-acf0-a31ddc0047ff', '19b75353-8775-4cb2-8f42-91b5ee9d774b']",29,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:29.057,Pass,True
,,,,,,,,,,,,,,,,,,,1.565361,,,,,,,,,,,,,3bf00f2b-332b-4ed0-810d-e6db25d35cf6,111,,"[15.0, 62.6]",4018356,1,,,,,-1.9667903,,Right Foot,,,"[7.6, 44.9]",,Ground Pass,,19.18463,,,Livia Peng,32099.0,,,,,,,1,Regular Play,Smilla Vallotto,407639.0,Left Defensive Midfield,5,Spain Women's,863,['6bc63de5-4bc5-49ac-9caf-9c4fc0299851'],32,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:32.595,Pass,
,,,,,,,,,,,,,,,,,,,2.144069,,,,,,,,,,,,,e84cb24c-7de3-4ba1-84c2-cba24664c5ed,114,,"[7.8, 44.9]",4018356,1,,,,,0.09966865,,Right Foot,,,"[54.8, 49.6]",,High Pass,,47.234417,Incomplete,,,,,,,,,,1,Regular Play,Livia Peng,32099.0,Goalkeeper,5,Spain Women's,863,['ca79ebdb-fb67-4a0a-8f3b-f2938b4ce8bb'],34,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:34.217,Pass,
,,,,,,,,,,,,,,,,,,,1.087305,,,,,,,,,,,,,ca79ebdb-fb67-4a0a-8f3b-f2938b4ce8bb,115,,"[65.3, 30.5]",4018356,1,,,,,1.061406,,Head,,,"[71.5, 41.6]",,Low Pass,,12.714166,,,Ona Batlle Pascual,46639.0,,,,,,Recovery,1,Regular Play,Irene Paredes Hernandez,10165.0,Right Center Back,5,Spain Women's,863,"['b52c0a02-e9bb-4037-a05d-8f0f136498c2', 'e84cb24c-7de3-4ba1-84c2-cba24664c5ed']",36,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:36.361,Pass,
,,,,,,,,,,,,,,,,,,,0.972274,,,,,,,,,,,,,426b7456-95b4-41e9-89c0-783a37524b84,118,,"[73.4, 47.5]",4018356,1,,,,,1.2779909,,Right Foot,,,"[77.5, 61.1]",,Ground Pass,,14.2045765,,,María Francesca Caldentey Oliver,10161.0,,,,,,,1,Regular Play,Ona Batlle Pascual,46639.0,Right Back,5,Spain Women's,863,['ea5e7f08-071c-4ce8-a9d9-b6623dd8dd57'],39,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:39.234,Pass,
,,,,,,,,,,,,,,,,,,,0.703941,,,,,,,,,,,,,215332b2-315c-4eb9-b0ed-599890e4c992,121,,"[75.9, 58.0]",4018356,1,,,,,-1.4263548,,Right Foot,,,"[76.7, 52.5]",,Ground Pass,,5.557877,,,Aitana Bonmati Conca,15284.0,,,,,,,1,Regular Play,María Francesca Caldentey Oliver,10161.0,Right Wing,5,Spain Women's,863,['d75fd99d-ed48-4dd6-9bdd-1afbb448a482'],41,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:41.105,Pass,
,,,,,,,,,,,,,,,,,,,0.58077,,,,,,,,,,,,,3c72b9ed-d8c9-43b4-b216-54ad77b0d026,125,,"[74.5, 54.1]",4018356,1,,,,,2.6090887,,Left Foot,,,"[68.9, 57.4]",,Ground Pass,,6.5,,,María Francesca Caldentey Oliver,10161.0,,,,,,,1,Regular Play,Aitana Bonmati Conca,15284.0,Right Center Midfield,5,Spain Women's,863,"['3bc83c12-7787-413b-ae78-c763624d1f7b', 'e156cc34-e18b-4c69-ad4d-8fd52946de3d']",42,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:42.592,Pass,True
,,,,,,,,,,,,,,,,,,,2.107694,,,,,,,,,,,,,4a7a9f63-05ab-4e95-8fb1-aacb67b4490d,128,,"[68.9, 57.4]",4018356,1,,,,,-1.7345704,,Right Foot,,,"[65.0, 33.8]",,Ground Pass,,23.920074,,,Laia Aleixandri López,32210.0,,,,,,,1,Regular Play,María Francesca Caldentey Oliver,10161.0,Right Wing,5,Spain Women's,863,['9f715a58-454d-40d3-a67e-c09aa7f4dbf7'],43,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:43.753,Pass,
,,,,,,,,,,,,,,,,,,,0.978815,,,,,,,,,,,,,ded949f4-79c2-4628-b56a-b52494e871f2,132,,"[64.8, 33.8]",4018356,1,,,,,0.64651316,,Left Foot,,,"[70.1, 37.8]",,Ground Pass,,6.64003,,,Patricia Guijarro Gutiérrez,15287.0,,,,,,,1,Regular Play,Laia Aleixandri López,32210.0,Left Center Back,5,Spain Women's,863,"['0cee3d5e-adce-4a96-ab1a-becc772eb8f1', '84d3664f-f6f4-45c0-a372-4c56e3e6a171']",45,,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:45.986,Pass,True
