50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fbafe9e4-70ac-4659-b304-035c55d6dc36,1,,,,3998843,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 30969, 'name': 'Elisa De Almeida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 31784, 'name': 'Maëlle Lakrar'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 49583, 'name': 'Alice Sombath'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 15471, 'name': 'Selma Bacha'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 31633, 'name': 'Oriane Jean-François'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10117, 'name': 'Sakina Karchaoui'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 15470, 'name': 'Delphine Cascarino'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 24459, 'name': 'Sandy Baltimore'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 15419, 'name': 'Marie-Antoinette Katoto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",France Women's,861,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,48554adf-7899-4893-8f80-8e6c13912e3a,2,,,,3998843,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 31531, 'name': 'Lauren James'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 47521, 'name': 'Alessia Russo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",England Women's,865,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ac40b8e2-9ec3-4549-8659-2cda21d9e2f1,3,,,,3998843,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,['ff30ed63-6665-400b-a9c4-937a52080851'],0,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ff30ed63-6665-400b-a9c4-937a52080851,4,,,,3998843,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,['ac40b8e2-9ec3-4549-8659-2cda21d9e2f1'],0,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,51ad7b43-a752-4b9a-a2f0-300df98c68d8,1704,,,,3998843,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,France Women's,861,['3867c5be-70cf-4282-aa07-4ec45b78665b'],0,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3867c5be-70cf-4282-aa07-4ec45b78665b,1705,,,,3998843,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,France Women's,861,['51ad7b43-a752-4b9a-a2f0-300df98c68d8'],0,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.857755,,,,,,,,,,,,,edee1c53-52c0-439c-b675-30e396804199,5,,,"[61.0, 40.1]",3998843,0,,,,,-3.1186082,,Right Foot,,,"[26.2, 39.3]",,Ground Pass,,34.809193,,Hannah Hampton,22032.0,,,,,,Kick Off,1,From Kick Off,Lauren James,31531.0,Center Attacking Midfield,2,England Women's,865,['2faf3fd5-15bc-4598-b75b-874e82432606'],0,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.636,Pass,
,,,,,,,,,,,,,,,,,,2.842412,,,,,,,,,,,,,79a9418a-45c4-4eff-a0d5-d2c9ada623f8,8,,,"[28.2, 39.0]",3998843,0,,,,,0.26293364,,Right Foot,,,"[86.9, 54.8]",,High Pass,,60.789227,Incomplete,,,,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,2,England Women's,865,['1ed3b879-1681-44f9-8f37-0b3101837ad0'],4,,,,,,,,,,,,,,,,,England Women's,865,00:00:04.727,Pass,
,,,,,,,,,,,,,,,,,,1.625613,,,,,,,,,,,,,1ed3b879-1681-44f9-8f37-0b3101837ad0,9,,,"[33.2, 25.3]",3998843,0,,,,,-0.2196967,,Head,,,"[43.5, 23.0]",,High Pass,,10.553673,Incomplete,,,,,,,,Recovery,1,From Kick Off,Alice Sombath,49583.0,Left Center Back,2,England Women's,865,"['79a9418a-45c4-4eff-a0d5-d2c9ada623f8', '36ac983d-8e44-4270-a087-7a3dcbe79f01']",7,,,,,,,,,,,,,,,,,France Women's,861,00:00:07.569,Pass,
,,,,,,,,,,,,,,,,,,1.114278,,,,,,,,,,,,,36ac983d-8e44-4270-a087-7a3dcbe79f01,11,,,"[76.6, 57.1]",3998843,0,,,,True,-0.6202495,,,,,"[85.0, 51.1]",,Low Pass,,10.32279,Incomplete,,,,,,,,Interception,1,From Kick Off,Lucy Bronze,10178.0,Right Back,2,England Women's,865,"['2c4aa023-2be3-4f70-bcc5-c3393e346212', '969401d2-716a-4a7f-89a1-a71a54e1aeb8', '1ed3b879-1681-44f9-8f37-0b3101837ad0']",9,,,,,,,,,,,,,,,,,England Women's,865,00:00:09.195,Pass,True
