50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,014c58c5-e9d0-45ed-95b9-c9df6a996b6e,1,,,,4018354,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 276303, 'name': 'Thea Bjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 276288, 'name': 'Tuva Hansen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 386105, 'name': 'Lisa Fjeldstad Naalsund'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 416812, 'name': 'Signe Gaupset'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Norway Women's,852,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,797afe18-101e-4262-862e-7add799ef5ec,2,,,,4018354,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 46331, 'name': 'Elisabetta Oliviero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10370, 'name': 'Cecilia Salvai'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 46224, 'name': 'Lucia Di Guglielmo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 45638, 'name': 'Sofia Cantore'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 49695, 'name': 'Emma Severini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 10203, 'name': 'Cristiana Girelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Italy Women's,855,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cf293f9e-3dea-419d-9dcb-03e3f96d0a0e,3,,,,4018354,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,['2c371209-ab57-493d-bb18-3f06129e3535'],0,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2c371209-ab57-493d-bb18-3f06129e3535,4,,,,4018354,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,['cf293f9e-3dea-419d-9dcb-03e3f96d0a0e'],0,,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6afaf39f-a6eb-47ab-8285-075fb8034388,1682,,,,4018354,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,85,Norway Women's,852,['de1fd313-ba9a-42f2-a5a3-1423988554a2'],0,,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,de1fd313-ba9a-42f2-a5a3-1423988554a2,1683,,,,4018354,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,85,Norway Women's,852,['6afaf39f-a6eb-47ab-8285-075fb8034388'],0,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.376479,,,,,,,,,,,,,,e4abbce2-232f-427a-be0b-d72b977ae926,5,,,"[61.0, 40.1]",4018354,0,,,,,3.083406,,Right Foot,,,,"[40.4, 41.3]",,Ground Pass,,20.634922,,,,,Elena Linari,10208.0,,,,,,Kick Off,1,From Kick Off,Manuela Giugliano,10228.0,Center Defensive Midfield,2,Italy Women's,855,['1080b770-c694-4a01-8bbb-b6e2fea8a7d7'],1,,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:01.107,Pass,
,,,,,,,,,,,,,,,,0.979203,,,,,,,,,,,,,,8ac21a0f-8bfe-4b14-8777-c55e4725ff4e,8,,,"[41.5, 41.3]",4018354,0,,,,,0.02246813,,Right Foot,,,,"[59.3, 41.7]",,Ground Pass,,17.804493,,,,,Manuela Giugliano,10228.0,,,,,,,1,From Kick Off,Elena Linari,10208.0,Left Center Back,2,Italy Women's,855,['68d58076-376e-4671-b6e4-bdaf6f1474e3'],3,,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:03.279,Pass,
,,,,,,,,,,,,,,,,1.374671,,,,,,,,,,,,,,556ddd76-b44d-47c0-997c-a5d2927be361,11,,,"[61.4, 48.0]",4018354,0,,,,,0.7611605,,Right Foot,,,,"[78.3, 64.1]",,Ground Pass,,23.34138,,,,,Sofia Cantore,45638.0,,,,,,,1,From Kick Off,Manuela Giugliano,10228.0,Center Defensive Midfield,2,Italy Women's,855,['298e64d6-7903-4a14-b3ee-70ac8d328397'],6,,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:06.233,Pass,
,,,,,,,,,,,,,,,,2.382323,,,,,,,,,,,,,,c1a76133-1ab5-4cca-8530-25b9bd0fa85d,14,,,"[78.3, 64.1]",4018354,0,,,,,1.8868759,,Right Foot,,,,"[73.1, 80.0]",,Ground Pass,,16.728718,,,Out,,Arianna Caruso,32162.0,,,,,,,1,From Kick Off,Sofia Cantore,45638.0,Right Midfield,2,Italy Women's,855,['68b47090-ec6b-48ed-98d0-00b4688ec030'],7,,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:07.859,Pass,
,,,,,,,,,,,,,,,,3.382379,,,,,,,,,,,,,,729533f3-55f8-40cb-b101-5548ea260b4b,16,,,"[52.4, 0.1]",4018354,0,,True,,,0.6004846,,,,,,"[85.4, 22.7]",,High Pass,,39.997,,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Guro Reiten,10514.0,Left Back,3,Norway Women's,852,['ac89af60-bb62-408b-a550-cdd68c35ba01'],17,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:17.372,Pass,
,,,,,,,,,,,,,,,,1.388813,,,,,,,,,,,,,,f39c6cd3-c951-46a2-91e8-c84d3cfb27df,18,,,"[36.7, 56.6]",4018354,0,,,,,0.03250887,,Right Foot,,,,"[49.0, 57.0]",,High Pass,,12.306502,,,,,Arianna Caruso,32162.0,,,,,,,1,Regular Play,Cecilia Salvai,10370.0,Right Center Back,4,Italy Women's,855,['dcb5892d-54b0-4436-bcfd-a26dc37deb82'],22,,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:22.228,Pass,
,,,,,,,,,,,,,,,,1.399546,,,,,,,,,,,,,,26d62f96-e2e9-4b81-9148-368548e3ef84,21,,,"[49.0, 57.0]",4018354,0,,,,True,0.36787167,,,,,,"[58.6, 60.7]",,Low Pass,,10.288342,,,,,Cristiana Girelli,10203.0,,,,,,,1,Regular Play,Arianna Caruso,32162.0,Right Center Midfield,4,Italy Women's,855,"['21709e31-308e-4f1b-9507-d4027a0a5388', '50c6028c-0726-41bb-873b-b3274ff77a4a']",23,,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:23.654,Pass,True
,,,,,,,,,,,,,,,,1.673726,,,,,,,,,,,,,,88c9f89c-f09d-4b87-b8b6-2ee0b23b1b08,25,,,"[56.4, 64.7]",4018354,0,,,,,1.8285016,,Right Foot,,,,"[53.0, 77.6]",,Ground Pass,,13.34054,,,,,Elisabetta Oliviero,46331.0,,,,,,,1,Regular Play,Cristiana Girelli,10203.0,Center Forward,4,Italy Women's,855,"['29ec4901-a610-48c1-ab40-12ee1e72366d', '9c69fa56-04b1-4c0b-b4f0-d4124f915745']",25,,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:25.956,Pass,True
,,,,,,,,,,,,,,,,0.630325,,,,,,,,,,,,,,a3b1ad1c-6d86-4747-9609-36154c3df416,29,,,"[53.0, 77.9]",4018354,0,,,,,0.19342732,,Right Foot,,,,"[62.7, 79.8]",,Ground Pass,,9.884331,,,,,Sofia Cantore,45638.0,,,,,,,1,Regular Play,Elisabetta Oliviero,46331.0,Right Back,4,Italy Women's,855,"['42d63235-27c6-40ec-8ec1-3bef02006a20', 'c7f91a2d-5270-42dd-b6f7-0e975ba9fb7b']",27,,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:27.684,Pass,True
