50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2b16ca72-b677-49d6-9045-132df7ca2fb4,1,,,,3998838,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium Women's,854,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 135217, 'name': 'Lisa Lichtfus'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 276907, 'name': 'Amber Tysiak'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 276906, 'name': 'Sari Kees'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 10100, 'name': 'Janice Cayman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 11}, {'player': {'id': 408990, 'name': 'Jill Janssens'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 17}, {'player': {'id': 10388, 'name': 'Laura Deloose'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 22}, {'player': {'id': 63308, 'name': 'Justine Vanhaevermaet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 325002, 'name': 'Jarne Teulings'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 402914, 'name': 'Mariam Abdulai Toloba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 276905, 'name': 'Hannah Eurlings'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Belgium Women's,854,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7d4abb10-5035-48aa-b5ca-3ab8f81b4def,2,,,,3998838,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium Women's,854,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 49972, 'name': 'Martina Lenzini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 10370, 'name': 'Cecilia Salvai'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 23}, {'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 46224, 'name': 'Lucia Di Guglielmo'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 17}, {'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 49695, 'name': 'Emma Severini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 45638, 'name': 'Sofia Cantore'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 10203, 'name': 'Cristiana Girelli'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Italy Women's,855,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6cadd987-4652-462d-b7f4-4571b2500933,3,,,,3998838,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium Women's,854,['0e519540-0949-4a7d-95d4-d843d09dc7e0'],0,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0e519540-0949-4a7d-95d4-d843d09dc7e0,4,,,,3998838,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium Women's,854,['6cadd987-4652-462d-b7f4-4571b2500933'],0,,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8fb0e888-1af4-461f-a254-aea570e32deb,1454,,,,3998838,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,91,Italy Women's,855,['723111fc-163e-473a-ae56-29cbfcb075a5'],0,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,723111fc-163e-473a-ae56-29cbfcb075a5,1455,,,,3998838,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,91,Italy Women's,855,['8fb0e888-1af4-461f-a254-aea570e32deb'],0,,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.991174,,,,,,,,,,,,f7ee9a3c-8d4f-4055-9638-246546750ca5,5,,,"[61.0, 40.1]",3998838,0,,,,,-3.113822,,Right Foot,,,"[46.6, 39.7]",,Ground Pass,,14.405555,,,,Manuela Giugliano,10228.0,,,,,,Kick Off,1,From Kick Off,Cristiana Girelli,10203.0,Left Center Forward,2,Italy Women's,855,['6e11747f-fad0-4f13-9def-12c59bad0893'],1,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:01.642,Pass,
,,,,,,,,,,,,,,,,1.813375,,,,,,,,,,,,a16a4d7b-1d4b-4367-9148-aeaa215800b4,8,,,"[46.6, 43.7]",3998838,0,,,,,2.0236723,,Right Foot,,,"[35.7, 66.1]",,Ground Pass,,24.911242,,,,Martina Lenzini,49972.0,,,,,,,1,From Kick Off,Manuela Giugliano,10228.0,Center Defensive Midfield,2,Italy Women's,855,['a26c32b8-cc68-4e63-ae24-eba0340e1c90'],3,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:03.471,Pass,
,,,,,,,,,,,,,,,,1.250036,,,,,,,,,,,,94b36b34-0057-4048-944d-d2ce88ca5544,11,,,"[37.0, 66.1]",3998838,0,,,,,0.65457076,,Right Foot,,,"[49.9, 76.0]",,Ground Pass,,16.260996,,,,Lucia Di Guglielmo,46224.0,,,,,,,1,From Kick Off,Martina Lenzini,49972.0,Right Center Back,2,Italy Women's,855,['2b1a7153-5228-4d5f-9f38-a9843ab241f3'],6,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:06.185,Pass,
,,,,,,,,,,,,,,,,1.607336,,,,,,,,,,,,d820ed66-2aea-48a3-ae20-7207fa43c8d7,15,,,"[48.9, 77.3]",3998838,0,,,,,0.018516403,,Right Foot,,,"[75.9, 77.8]",,Ground Pass,,27.00463,,,,Arianna Caruso,32162.0,,,,,,,1,From Kick Off,Lucia Di Guglielmo,46224.0,Right Wing Back,2,Italy Women's,855,"['e901297a-ec3c-4ed8-83e1-33f944977e2b', 'df8323f4-179a-44c2-8184-f5bc09466165']",8,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:08.296,Pass,True
