50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,269220c2-cc04-4eea-9fa5-257925ae808c,1,,,3835338,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,WNT Finland,920,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 45018, 'name': 'Katriina Talaslahti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 13861, 'name': 'Nora Heroum'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 225161, 'name': 'Elli Pikkujämsä'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 13865, 'name': 'Natalia Kuikka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 191850, 'name': 'Eveliina Summanen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 13862, 'name': 'Emmi Alanen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 17273, 'name': 'Adelina Engman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 225163, 'name': 'Heidi Kollanen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 13713, 'name': 'Linda Sällström'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 18}, {'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",WNT Finland,920,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c7650865-dc96-41cb-b097-2f80ffe07848,2,,,3835338,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,WNT Finland,920,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15443, 'name': 'Merle Frohms'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 47006, 'name': 'Sophia Kleinherne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 46986, 'name': 'Lena Lattwein'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 10258, 'name': 'Linda Dallmann'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Germany Women's,857,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1747e4f8-70ce-4445-9f7a-3e9ecbaf0f7a,3,,,3835338,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,WNT Finland,920,['0d456e8a-f9fb-4daa-b5dc-d655be146a43'],0,,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0d456e8a-f9fb-4daa-b5dc-d655be146a43,4,,,3835338,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,WNT Finland,920,['1747e4f8-70ce-4445-9f7a-3e9ecbaf0f7a'],0,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d5489dfa-3e4f-46eb-b9c6-ddd7cafaee84,1698,,,3835338,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,81,WNT Finland,920,['d4021ae1-58b2-417a-8a69-656f2ed25b21'],0,,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d4021ae1-58b2-417a-8a69-656f2ed25b21,1699,,,3835338,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,81,WNT Finland,920,['d5489dfa-3e4f-46eb-b9c6-ddd7cafaee84'],0,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.399249,,,,,,,,,,,,,,9455a460-0569-4aab-8119-d61189c34979,5,,"[61.0, 40.1]",3835338,0,,,,-2.4740338,,Right Foot,,,,"[38.8, 22.6]",,Ground Pass,,28.26818,,,,,Marina Hegering,25491.0,,,,,,Kick Off,1,From Kick Off,Linda Dallmann,10258.0,Left Center Midfield,2,Germany Women's,857,['117f2fed-e020-4b6b-96c2-2658f7a7a9e6'],0,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.570,Pass,
,,,,,,,,,,,,,,,,,,2.295497,,,,,,,,,,,,,,3f44d672-b6fe-44c0-9e3d-20ff21fe25f0,8,,"[43.5, 30.2]",3835338,0,,,,-0.29040194,,Right Foot,,,,"[78.3, 19.8]",,High Pass,,36.320793,,,,,Alexandra Popp,15178.0,,,,,,,1,From Kick Off,Marina Hegering,25491.0,Left Center Back,2,Germany Women's,857,['1da91a6c-d006-4faa-b673-e64484287eab'],3,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:03.143,Pass,
,,,,,,,,,,,,,,,,,,1.213759,,,,,,,,,,,,,,72cf20c1-41ec-4058-9958-ac3c139ea121,11,,"[79.9, 20.0]",3835338,0,,,True,0.38904405,,,,,,"[96.0, 26.6]",,High Pass,,17.400288,,,Incomplete,,Klara Bühl,25729.0,,,,,,,1,From Kick Off,Alexandra Popp,15178.0,Center Forward,2,Germany Women's,857,"['48551964-93c4-49cc-a3c6-73b0c19d1f01', '8062464d-efa0-4a92-a5e2-830fa89c056e', 'e87dbf13-b36b-40de-8a96-4e2a768644e9']",5,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:05.479,Pass,True
,,,,,,,,,,,,,,,,,,0.167479,,,,,,,,,,,,,,a63a841c-56f6-4327-a1fd-c7ac47195953,16,,"[29.5, 45.1]",3835338,0,,,,0.0,,Left Foot,,,,"[31.0, 45.1]",,Ground Pass,,1.5,,,Incomplete,,Eveliina Summanen,191850.0,,,,,,,1,From Kick Off,Elli Pikkujämsä,225161.0,Right Center Back,2,Germany Women's,857,"['0a1a4d5a-9f37-43f6-9709-ec41ae5196e5', '274043e9-4ef9-4f68-a0d7-2d933ce9a489', '8d261d65-c56b-469a-9036-105673a5e3d6']",8,,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:08.420,Pass,True
