50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.313693,,,,,,,,,,,a72faa98-48f3-42ae-8234-8f88c67e4c3a,16,,"[33.8, 80.0]",3835335,0,,,,,-0.17275722,,,,,,"[48.7, 77.4]",,High Pass,,15.125145,,Incomplete,Rachel Furness,15706.0,,,,,,Throw-in,1,From Throw In,Rebecca Mckenna,276292.0,Right Wing Back,3,Northern Ireland,2457,"['15dfdf65-3aba-4980-bf61-a958845950ab', '85568d89-020b-4393-9d8e-a53d9855948d']",26,,,,,,,,,,,,,,,,,Northern Ireland,2457,00:00:26.486,Pass,
,,,,,,,,,,,,,,,,,,1.611573,,,,,,,,,,,ef8925e1-a84a-4769-baaf-e66690398b7c,19,,"[55.6, 80.0]",3835335,0,,,,,-0.12062367,,,,,,"[72.1, 78.0]",,High Pass,,16.62077,,Incomplete,Rachel Furness,15706.0,,,,,,Throw-in,1,From Throw In,Rebecca Mckenna,276292.0,Right Wing Back,4,Northern Ireland,2457,"['abac0434-6034-4f0c-8936-9a5cb2f2ecb8', 'e10983db-6dc2-4bfa-a35c-cd03a79c521c']",41,,,,,,,,,,,,,,,,,Northern Ireland,2457,00:00:41.729,Pass,
,,,,,,,,,,,,,,,,,,1.561245,,,,,,,,,,,e10983db-6dc2-4bfa-a35c-cd03a79c521c,22,,"[48.0, 2.1]",3835335,0,,,,True,-0.029188788,,,,,,"[61.7, 1.7]",,High Pass,,13.705838,,Incomplete,,,,,,,,Interception,1,From Throw In,Rachel Daly,5058.0,Left Back,4,Northern Ireland,2457,"['10ac319f-603a-4fba-8560-6e1915f36622', '7c3399cc-d531-471d-b2dc-ec76a8e5d514', 'ef8925e1-a84a-4769-baaf-e66690398b7c']",43,,,,,,,,,,,,,,,,,England Women's,865,00:00:43.341,Pass,True
,,,,,,,,,,,,,,,,,,1.022512,,,,,,,,,,,ba491c93-b855-4400-80f0-1a249233395d,29,,"[56.8, 77.3]",3835335,0,,,,,3.0949597,,Right Foot,,,,"[41.8, 78.0]",,Ground Pass,,15.016324,,,Julie Nelson,276298.0,,,,,,,1,From Throw In,Rebecca Mckenna,276292.0,Right Wing Back,4,Northern Ireland,2457,['cade630e-8e57-4755-95f8-1e18db60d487'],47,,,,,,,,,,,,,,,,,Northern Ireland,2457,00:00:47.516,Pass,
,,,,,,,,,,,,,,,,,,0.851048,,,,,,,,,,,54793142-924b-4074-9898-ac5238b69fd8,33,,"[43.2, 77.8]",3835335,0,,,,,-0.6857295,,Right Foot,,,,"[50.9, 71.5]",,Ground Pass,,9.94887,,,Laura Rafferty,16394.0,,,,,,,1,From Throw In,Julie Nelson,276298.0,Right Center Back,4,Northern Ireland,2457,"['2d73b2ef-f4f0-48f6-9435-5162606258c4', 'f7fad2e6-622b-4bd1-951a-ed7b4ea47559']",49,,,,,,,,,,,,,,,,,Northern Ireland,2457,00:00:49.347,Pass,True
,,,,,,,,,,,,,,,,,,4.016054,,,,,,,,,,,0c738d97-6253-4c4c-a191-32b8243a8352,36,,"[50.8, 74.3]",3835335,0,,,,,0.06448971,36113bb8-58c9-4cf7-bfa5-17fcd9cf01b9,Right Foot,,,,"[101.9, 77.6]",,High Pass,,51.206444,,,Lauren Wade,45371.0,True,,,,,,1,From Throw In,Laura Rafferty,16394.0,Right Defensive Midfield,4,Northern Ireland,2457,['1e2e0acf-4352-4e73-887f-4ef6239bff7b'],51,,,,,,,,,,,,,,,,,Northern Ireland,2457,00:00:51.838,Pass,
,,,,,,,,,,,,,,,,,,4.282731,,,,,,,,,,,3cd6dcce-6450-45e2-931b-0ddcb883dcb7,43,,"[7.7, 31.9]",3835335,1,,,,,-0.60685843,,Right Foot,,,,"[51.2, 1.7]",,High Pass,,52.955547,,Incomplete,Ellen White,10180.0,,,,,,,1,Regular Play,Rachel Daly,5058.0,Left Back,5,England Women's,865,"['688c05e5-f912-440f-b027-1c81d57ad2fb', '733c770e-dae0-4420-863a-d744295cd27f']",1,,,,,,,,,,,,,,,,,England Women's,865,00:01:01.943,Pass,
,,,,,,,,,,,,,,,,,,1.085286,,,,,,,,,,,688c05e5-f912-440f-b027-1c81d57ad2fb,46,,"[68.9, 78.4]",3835335,1,,,,,0.07604356,,Right Foot,,,,"[89.9, 80.0]",,High Pass,,21.060863,,Out,,,,,,,,Recovery,1,Regular Play,Julie Nelson,276298.0,Right Center Back,5,England Women's,865,"['29dd19b0-2375-4445-9a30-7d171e28a600', '3cd6dcce-6450-45e2-931b-0ddcb883dcb7']",6,,,,,,,,,,,,,,,,,Northern Ireland,2457,00:01:06.226,Pass,True
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,9874a042-f5e0-4369-87e7-68ae6dcfa820,47,,"[32.7, 0.1]",3835335,1,,True,,,2.0176387,,,,,,"[28.1, 9.7]",,Low Pass,,10.645186,,,Leah Williamson,18999.0,,,,,,Throw-in,1,From Throw In,Rachel Daly,5058.0,Left Back,6,England Women's,865,['cd4ab3ae-252a-460f-ab65-5c727139f05c'],25,,,,,,,,,,,,,,,,,England Women's,865,00:01:25.926,Pass,
,,,,,,,,,,,,,,,,,,2.307413,,,,,,,,,,,d73f5c25-f806-41f0-8637-12c98cad2cb2,49,,"[27.1, 14.3]",3835335,1,,,,,1.4294237,,Right Foot,,,,"[30.9, 41.0]",,Ground Pass,,26.969057,,,Millie Bright,4642.0,,,,,,,1,From Throw In,Leah Williamson,18999.0,Left Center Back,6,England Women's,865,['0fbdb699-07c6-4c25-bc42-922408e0f13e'],27,,,,,,,,,,,,,,,,,England Women's,865,00:01:27.566,Pass,
,,,,,,,,,,,,,,,,,,1.236289,,,,,,,,,,,24b5122c-f352-43cf-8d91-544e3232a26c,52,,"[35.9, 42.9]",3835335,1,,,,,0.4502256,,Right Foot,,,,"[53.9, 51.6]",,Ground Pass,,19.992249,,,Georgia Stanway,4643.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,6,England Women's,865,['dded54a9-54cb-43dd-aa41-99f5ee056348'],33,,,,,,,,,,,,,,,,,England Women's,865,00:01:33.103,Pass,
,,,,,,,,,,,,,,,,,,1.315654,,,,,,,,,,,64b229f3-4fdb-4986-ae35-d464221b480e,55,,"[53.9, 51.6]",3835335,1,,,,,2.1033883,,Right Foot,,,,"[45.0, 66.7]",,Ground Pass,,17.527693,,,Lucy Bronze,10178.0,,,,,,,1,From Throw In,Georgia Stanway,4643.0,Right Defensive Midfield,6,England Women's,865,['66e52d62-a346-48f9-a81d-587c05b56f3f'],34,,,,,,,,,,,,,,,,,England Women's,865,00:01:34.583,Pass,
,,,,,,,,,,,,,,,,,,1.403931,,,,,,,,,,,6d249db0-6c7b-49dc-829b-7d92800bbbaf,61,,"[47.0, 68.5]",3835335,2,,True,,,-2.226492,,Right Foot,,,,"[39.0, 58.1]",,Ground Pass,,13.1209755,,,Millie Bright,4642.0,,,,,,Free Kick,1,From Free Kick,Georgia Stanway,4643.0,Right Defensive Midfield,7,England Women's,865,['62de3a35-0258-4812-bc77-0de14f88a0f5'],10,,,,,,,,,,,,,,,,,England Women's,865,00:02:10.319,Pass,
,,,,,,,,,,,,,,,,,,1.728437,,,,,,,,,,,7993e80a-528a-41a1-a376-fae8765e6946,63,,"[46.0, 49.5]",3835335,2,,,,,-1.8619219,,Right Foot,,,,"[37.7, 21.8]",,Ground Pass,,28.916777,,,Leah Williamson,18999.0,,,,,,,1,From Free Kick,Millie Bright,4642.0,Right Center Back,7,England Women's,865,['f3c0e7e7-6234-45ae-8934-e7d3c32a3c73'],15,,,,,,,,,,,,,,,,,England Women's,865,00:02:15.026,Pass,
,,,,,,,,,,,,,,,,,,0.861831,,,,,,,,,,,8ec67061-9ddc-42fa-8081-a5ee64b0a68d,66,,"[42.0, 21.0]",3835335,2,,,,,-0.10931853,,Right Foot,,,,"[50.2, 20.1]",,Ground Pass,,8.249243,,,Francesca Kirby,4641.0,,,,,,,1,From Free Kick,Leah Williamson,18999.0,Left Center Back,7,England Women's,865,['861bc38c-a3e9-4c05-8c05-884ba7c0a815'],18,,,,,,,,,,,,,,,,,England Women's,865,00:02:18.692,Pass,
,,,,,,,,,,,,,,,,,,1.003902,,,,,,,,,,,65a6a024-4ef4-4404-9efc-04d15904040a,68,,"[50.2, 20.1]",3835335,2,,,,,2.7291822,,Left Foot,,,,"[42.2, 23.6]",,Ground Pass,,8.732124,,,Leah Williamson,18999.0,,,,,,,1,From Free Kick,Francesca Kirby,4641.0,Center Attacking Midfield,7,England Women's,865,['cc06fc5c-b42d-485f-a605-b3c7da5e4a61'],19,,,,,,,,,,,,,,,,,England Women's,865,00:02:19.554,Pass,
,,,,,,,,,,,,,,,,,,1.08926,,,,,,,,,,,3011d7ba-452a-45ee-a369-06b70ad50987,71,,"[63.7, 36.6]",3835335,2,,,,,1.0448986,,Right Foot,,,,"[72.0, 50.9]",,Ground Pass,,16.534206,,,Georgia Stanway,4643.0,,,,,,,1,From Free Kick,Leah Williamson,18999.0,Left Center Back,7,England Women's,865,['e2deb58f-16d0-4d68-8ddc-b6b7bf74223b'],27,,,,,,,,,,,,,,,,,England Women's,865,00:02:27.014,Pass,
,,,,,,,,,,,,,,,,,,2.188223,,,,,,,,,,,4f217d9b-5f48-4643-accc-5dbb795388a3,74,,"[73.4, 41.5]",3835335,2,,,,,-1.6831263,,Right Foot,,,,"[69.7, 8.7]",,Ground Pass,,33.00803,,,Rachel Daly,5058.0,,,,,,,1,From Free Kick,Georgia Stanway,4643.0,Right Defensive Midfield,7,England Women's,865,['78aafbfa-ce01-444c-a0d4-2a5c23b3dff0'],30,,,,,,,,,,,,,,,,,England Women's,865,00:02:30.696,Pass,
,,,,,,,,,,,,,,,,,,1.002631,,,,,,,,,,,3a08cdf2-9ff7-40a9-af95-fa2854d06dba,77,,"[75.3, 4.5]",3835335,2,,,,,-0.20539539,,Left Foot,,,,"[87.3, 2.0]",,Ground Pass,,12.25765,,,Lauren Hemp,15555.0,,,,,,,1,From Free Kick,Rachel Daly,5058.0,Left Back,7,England Women's,865,['82cf62ff-d1d4-416e-a6ca-15b8f94b94ea'],33,,,,,,,,,,,,,,,,,England Women's,865,00:02:33.776,Pass,
,,,,,,,,,,,,,,,,,,1.340007,,,,,,,,,,,f90e0309-ca5a-4baf-87c0-104e02e3f9be,81,,"[82.2, 2.5]",3835335,2,,,,,3.11904,,Left Foot,,,,"[68.9, 2.8]",,Ground Pass,,13.303383,,,Rachel Daly,5058.0,,,,,,,1,From Free Kick,Lauren Hemp,15555.0,Left Wing,7,England Women's,865,"['7777dba9-87c6-43ee-9f59-79c91d9c3a5f', 'e90d1ecb-3ef8-4027-a766-b68031cbc821']",35,,,,,,,,,,,,,,,,,England Women's,865,00:02:35.874,Pass,True
,,,,,,,,,,,,,,,,,,1.147824,,,,,,,,,,,af35fb80-ce52-4c9d-8b2e-a1fe4d59af44,85,,"[57.9, 5.1]",3835335,2,,,,,2.101012,,Right Foot,,,,"[51.1, 16.7]",,Ground Pass,,13.446189,,,Leah Williamson,18999.0,,,,,,,1,From Free Kick,Rachel Daly,5058.0,Left Back,7,England Women's,865,['e77bcc75-df11-4702-84fd-9a6319089063'],41,,,,,,,,,,,,,,,,,England Women's,865,00:02:41.731,Pass,
,,,,,,,,,,,,,,,,,,0.666161,,,,,,,,,,,d383e590-9a81-48eb-a5b4-6b2252d61e88,88,,"[53.3, 17.6]",3835335,2,,,,,-0.87090343,,Right Foot,,,,"[58.1, 11.9]",,Ground Pass,,7.4518456,,,Keira Walsh,4658.0,,,,,,,1,From Free Kick,Leah Williamson,18999.0,Left Center Back,7,England Women's,865,['94788cab-f3dd-411e-b5bb-8154697c753d'],43,,,,,,,,,,,,,,,,,England Women's,865,00:02:43.666,Pass,
,,,,,,,,,,,,,,,,,,0.911537,,,,,,,,,,,90e87aba-ab1a-4b98-960b-6a79638120dc,91,,"[58.1, 11.9]",3835335,2,,,,,2.4629302,,Right Foot,,,,"[48.8, 19.4]",,Ground Pass,,11.947385,,,Leah Williamson,18999.0,,,,,,,1,From Free Kick,Keira Walsh,4658.0,Left Defensive Midfield,7,England Women's,865,['6fdad676-b7cf-4001-8135-7c16c6b3533e'],44,,,,,,,,,,,,,,,,,England Women's,865,00:02:44.372,Pass,
,,,,,,,,,,,,,,,,,,0.993054,,,,,,,,,,,6103a6e3-a971-43a7-83bb-648b703f253f,94,,"[54.4, 37.1]",3835335,2,,,,,-0.16162136,,Right Foot,,,,"[72.8, 34.1]",,Ground Pass,,18.642962,,,Ellen White,10180.0,,,,,,,1,From Free Kick,Leah Williamson,18999.0,Left Center Back,7,England Women's,865,['d0abe399-b90e-46ac-add4-c7281cbfe2f0'],48,,,,,,,,,,,,,,,,,England Women's,865,00:02:48.495,Pass,
,,,,,,,,,,,,,,,,,,0.992231,,,,,,,,,,,211125f1-a7ac-44bc-9954-13eb14f7a86e,101,,"[71.0, 34.3]",3835335,2,,,,,-2.1562016,,Right Foot,,,,"[65.1, 25.4]",,Ground Pass,,10.678015,,,Keira Walsh,4658.0,,,,,,,1,From Free Kick,Ellen White,10180.0,Center Forward,7,England Women's,865,['0e120533-0ce0-4290-b3d1-cd3af623a484'],49,,,,,,,,,,,,,,,,,England Women's,865,00:02:49.646,Pass,
,,,,,,,,,,,,,,,,,,1.128039,,,,,,,,,,,5cf2c877-d7e4-4e8a-917f-fb7eb053ca5c,104,,"[76.9, 19.2]",3835335,2,,,,,-0.986272,,Right Foot,,,,"[85.7, 5.9]",,Ground Pass,,15.947727,,,Francesca Kirby,4641.0,,,,,,,1,From Free Kick,Keira Walsh,4658.0,Left Defensive Midfield,7,England Women's,865,['e3aea24d-7b41-4cc6-84a8-bc182fd3f59d'],52,,,,,,,,,,,,,,,,,England Women's,865,00:02:52.881,Pass,
,,,,,,,,,,,,,,,,,,2.615369,,,,,,,,,,,b5206f20-4088-4ccd-9d6d-726fac97f237,107,,"[90.5, 15.2]",3835335,2,,,,,1.2253171,,Right Foot,True,,,"[107.2, 61.6]",,High Pass,,49.31379,,,Lucy Bronze,10178.0,,,True,,,,1,From Free Kick,Francesca Kirby,4641.0,Center Attacking Midfield,7,England Women's,865,['e6408d55-3bf1-48dc-8a34-562de97c276f'],56,,,,,,,,,,,,,,,,,England Women's,865,00:02:56.794,Pass,
,,,,,,,,,,,,,,,,,,1.883799,,,,,,,,,,,d237e4bc-1615-416d-84b0-1dcbb3671284,111,,"[104.4, 58.4]",3835335,3,,,,,-3.059425,,Right Foot,,,,"[87.4, 57.0]",,Ground Pass,,17.05755,,,Millie Bright,4642.0,,,,,,,1,From Free Kick,Lucy Bronze,10178.0,Right Back,7,England Women's,865,['2e73ee18-ccdb-4005-a476-c8d88ec3f6c9'],3,,,,,,,,,,,,,,,,,England Women's,865,00:03:03.304,Pass,
,,,,,,,,,,,,,,,,,,2.315593,,,,,,,,,,,38c0c292-03ce-43e7-91d5-54b4f09d6e51,114,,"[87.4, 57.0]",3835335,3,,,,,-0.8126288,,Right Foot,,,,"[112.4, 30.6]",,High Pass,,36.35877,,Incomplete,,,,,,,,,1,From Free Kick,Millie Bright,4642.0,Right Center Back,7,England Women's,865,['4c35a89c-4580-4728-96e8-5041ed5a1b04'],5,,,,,,,,,,,,,,,,,England Women's,865,00:03:05.268,Pass,
,,,,,,,,,,,,,,,,,,1.031488,,,,,,,,,,,6b9ed221-2dcb-40e5-a12e-b00c892de5ed,119,,"[71.0, 30.3]",3835335,3,,,,,1.5120405,,Left Foot,,,,"[71.4, 37.1]",,Ground Pass,,6.8117547,,,Keira Walsh,4658.0,,,,,,,1,From Free Kick,Leah Williamson,18999.0,Left Center Back,7,England Women's,865,['7fd353f5-20dc-4134-acbc-a0ee00983a77'],15,,,,,,,,,,,,,,,,,England Women's,865,00:03:15.117,Pass,
,,,,,,,,,,,,,,,,,,2.874015,,,,,,,,,,,9e4b16fb-0735-4611-9cd0-4a796d801bfd,122,,"[71.1, 41.5]",3835335,3,,,,,0.80971384,,Right Foot,,,,"[105.2, 77.3]",,High Pass,,49.44138,,,Lucy Bronze,10178.0,,,,,,,1,From Free Kick,Keira Walsh,4658.0,Left Defensive Midfield,7,England Women's,865,['62378070-4c64-4444-af45-85d692a9bbf8'],18,,,,,,,,,,,,,,,,,England Women's,865,00:03:18.651,Pass,
,,,,,,,,,,,,,,,,,,1.18064,,,,,,,,,,,7121ac5e-b909-43bf-9b55-445f7829c4ea,126,,"[105.2, 73.9]",3835335,3,,,,,-2.9945142,,Right Foot,,,,"[97.1, 72.7]",,Ground Pass,,8.188406,,,Georgia Stanway,4643.0,,,,,,,1,From Free Kick,Lucy Bronze,10178.0,Right Back,7,England Women's,865,"['47ce22e7-1e12-464f-9696-3f47ef901200', 'dae3cff2-7d85-4118-98bd-8488e72fa429']",27,,,,,,,,,,,,,,,,,England Women's,865,00:03:27.586,Pass,True
,,,,,,,,,,,,,,,,,,1.115039,,,,,,,,,,,7c0b58cf-72f9-4eae-ac1b-f3f1a941e842,129,,"[97.1, 72.7]",3835335,3,,,,,-1.9594216,,Right Foot,,,,"[91.9, 60.0]",,Ground Pass,,13.723338,,,Bethany Mead,15619.0,,,,,,,1,From Free Kick,Georgia Stanway,4643.0,Right Defensive Midfield,7,England Women's,865,['378ed8a3-7b7d-4bf8-a0dd-10a9d714e39a'],28,,,,,,,,,,,,,,,,,England Women's,865,00:03:28.906,Pass,
,,,,,,,,,,,,,,,,,,1.710266,,,,,,,,,,,0a34e278-d8ea-4043-baba-3d6798f42dbf,133,,"[88.2, 64.8]",3835335,3,,,,,-2.3847582,,Right Foot,,,,"[77.4, 54.6]",,Ground Pass,,14.855302,,,Millie Bright,4642.0,,,,,,,1,From Free Kick,Bethany Mead,15619.0,Right Wing,7,England Women's,865,['2b78521e-61f9-4337-9479-a6a718b53dc0'],31,,,,,,,,,,,,,,,,,England Women's,865,00:03:31.846,Pass,
