50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2d90816a-874e-49e7-9abe-6597f11be6ca,1,,,3835326,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium Women's,854,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 276896, 'name': 'Nicky Evrard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 276908, 'name': 'Jody Vangheluwe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 276906, 'name': 'Sari Kees'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 276897, 'name': 'Laura De Neve'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 10105, 'name': 'Davina Philtjens'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 63308, 'name': 'Justine Vanhaevermaet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 257837, 'name': 'Elena Dhont'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 10103, 'name': 'Tinne De Caigny'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 10100, 'name': 'Janice Cayman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Belgium Women's,854,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7eefd64c-f746-4e53-b2e2-3d0e7583b108,2,,,3835326,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium Women's,854,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 276898, 'name': 'Sandra Sigurðardóttir'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10130, 'name': 'Sif Atladóttir'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10119, 'name': 'Glódís Perla Viggósdóttir'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 225394, 'name': 'Guðrún Arnardóttir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 10120, 'name': 'Hallbera Guðný Gísladóttir'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 10124, 'name': 'Dagný Brynjarsdóttir'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 4975, 'name': 'Gunnhildur Yrsa Jónsdóttir'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 10139, 'name': 'Sara Björk Gunnarsdóttir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 32460, 'name': 'Karólína Lea Vilhjálmsdóttir'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 190348, 'name': 'Sveindís Jane Jónsdóttir'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 10244, 'name': 'Berglind Björg Þorvaldsdóttir'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Iceland Women's,862,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ee73bb23-a101-4e8d-8be0-165a2d4011f2,3,,,3835326,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium Women's,854,['5e71d215-f96b-4864-a72d-41750777df6c'],0,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5e71d215-f96b-4864-a72d-41750777df6c,4,,,3835326,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Belgium Women's,854,['ee73bb23-a101-4e8d-8be0-165a2d4011f2'],0,,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bca26697-dd60-4cba-ba01-f0e012e2b1ff,1578,,,3835326,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,101,Belgium Women's,854,['a9c69947-7664-493f-8205-fd9f7978e69e'],0,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a9c69947-7664-493f-8205-fd9f7978e69e,1579,,,3835326,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,101,Belgium Women's,854,['bca26697-dd60-4cba-ba01-f0e012e2b1ff'],0,,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.964832,,,,,,,,,,,,,,b54a056b-7c51-4bcc-94a1-ea06dd2412ee,5,,"[61.0, 40.1]",3835326,0,,,,,3.0634909,,Right Foot,,,,"[49.5, 41.0]",,Ground Pass,,11.535164,,,Dagný Brynjarsdóttir,10124.0,,,,,Kick Off,1,From Kick Off,Berglind Björg Þorvaldsdóttir,10244.0,Center Forward,2,Iceland Women's,862,['af16f0c3-ebf6-48e5-ac2c-4efeabab5bbb'],0,,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:00.116,Pass,
,,,,,,,,,,,,,,,,2.575377,,,,,,,,,,,,,,d36e3703-9d41-4329-9600-a186c058d973,8,,"[48.4, 39.9]",3835326,0,,,,,-0.5424595,,Right Foot,,,,"[84.4, 18.2]",,High Pass,,42.03439,,,Sara Björk Gunnarsdóttir,10139.0,,,,,,1,From Kick Off,Dagný Brynjarsdóttir,10124.0,Center Defensive Midfield,2,Iceland Women's,862,['7c4cac29-5348-48b3-b551-f07524bf70e4'],2,,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:02.349,Pass,
,,,,,,,,,,,,,,,,2.267976,,,,,,,,,,,,,,f0a599ab-3ceb-4c47-9a0f-f5ad49fbcdc0,11,,"[84.4, 17.6]",3835326,0,,,,,-1.6588037,,Right Foot,,,,"[83.5, 7.4]",,Low Pass,,10.239629,,,Sveindís Jane Jónsdóttir,190348.0,,,,,,1,From Kick Off,Sara Björk Gunnarsdóttir,10139.0,Left Center Midfield,2,Iceland Women's,862,['3564fa28-79f5-414a-87e9-13619ba57036'],4,,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:04.938,Pass,
,,,,,,,,,,,,,,,,1.669272,,,,,,,,,,,,,,e0bb08f3-5bea-4c59-9f3b-32f20cb78056,19,,"[78.4, 19.0]",3835326,0,,,,,-2.0968628,,Left Foot,,,,"[71.2, 6.6]",,Ground Pass,,14.338758,,,Hallbera Guðný Gísladóttir,10120.0,,,,,,1,From Kick Off,Sveindís Jane Jónsdóttir,190348.0,Left Wing,2,Iceland Women's,862,['02a821fe-e3e4-4023-82d7-b8ad4a834655'],9,,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:09.623,Pass,
,,,,,,,,,,,,,,,,1.66509,,,,,,,,,,,,,,87864c67-beea-40b9-9195-25a82a4d98dd,21,,"[70.1, 6.0]",3835326,0,,,,,0.16279759,,Right Foot,,,,"[90.8, 9.4]",,High Pass,,20.97737,Incomplete,,Sara Björk Gunnarsdóttir,10139.0,,,,,,1,From Kick Off,Hallbera Guðný Gísladóttir,10120.0,Left Back,2,Iceland Women's,862,"['77173560-f6c4-4efb-9a87-57b17e866ba6', 'a3c77bd3-d0d9-4238-85f5-8c0411004f7a']",11,,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:11.292,Pass,
,,,,,,,,,,,,,,,,1.349459,,,,,,,,,,,,,,a3c77bd3-d0d9-4238-85f5-8c0411004f7a,23,,"[29.3, 70.7]",3835326,0,,,,,0.08847807,,Head,,,,"[41.7, 71.8]",,Low Pass,,12.448695,,,Elena Dhont,257837.0,,,,,Interception,1,From Kick Off,Justine Vanhaevermaet,63308.0,Right Defensive Midfield,2,Iceland Women's,862,"['87864c67-beea-40b9-9195-25a82a4d98dd', 'e9cd540b-5f13-403e-b291-60e98442f460']",12,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:12.957,Pass,
,,,,,,,,,,,,,,,,0.209279,,,,,,,,,,,,,,3f41f9ee-d57c-4163-acd5-2de5efbe2963,33,,"[17.3, 73.5]",3835326,0,,,,,-0.41987994,,Left Foot,,,,"[22.9, 71.0]",,Low Pass,,6.132699,Incomplete,,,,,,,,,1,Regular Play,Justine Vanhaevermaet,63308.0,Right Defensive Midfield,3,Belgium Women's,854,['ac800efa-a266-454d-96da-8f928ab1a860'],22,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:22.042,Pass,
,,,,,,,,,,,,,,,,0.971744,,,,,,,,,,,,,,86c27370-f131-49ee-8ff4-53d84023100b,37,,"[10.9, 80.0]",3835326,0,,,,,-0.40379408,,,,,,"[21.9, 75.3]",,Low Pass,,11.962023,,,Tinne De Caigny,10103.0,,,,,Throw-in,1,From Throw In,Jody Vangheluwe,276908.0,Right Back,4,Belgium Women's,854,['dd34d37b-c067-4344-a373-71109b0906c1'],45,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:45.880,Pass,
,,,,,,,,,,,,,,,,1.133905,,,,,,,,,,,,,,92b17457-67fc-4239-bc10-1ed0a443f941,40,,"[23.0, 75.5]",3835326,0,,,,,2.9652264,,Right Foot,,,,"[12.9, 77.3]",,Ground Pass,,10.259142,,,Jody Vangheluwe,276908.0,,,,,,1,From Throw In,Tinne De Caigny,10103.0,Center Attacking Midfield,4,Belgium Women's,854,['f8ba151c-fb4e-45b8-8246-0b8559be087c'],46,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:46.910,Pass,
,,,,,,,,,,,,,,,,0.870576,,,,,,,,,,,,,,88f273ba-c286-4ecf-a32f-44cb03bd911b,43,,"[24.9, 77.5]",3835326,0,,,,,0.14772546,,Right Foot,,,,"[41.7, 80.0]",,High Pass,,16.984993,Out,,,,,,,,,1,From Throw In,Jody Vangheluwe,276908.0,Right Back,4,Belgium Women's,854,,49,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:49.423,Pass,
,,,,,,,,,,,,,,,,2.519692,,,,,,,,,,,,,,2893e935-0cf2-4bd7-8118-35d1e3a4168c,44,,"[79.6, 0.1]",3835326,1,,,,,0.74895597,,,,,,"[99.5, 18.6]",,High Pass,,27.17094,Incomplete,,Berglind Björg Þorvaldsdóttir,10244.0,,,,,Throw-in,1,From Throw In,Hallbera Guðný Gísladóttir,10120.0,Left Back,5,Iceland Women's,862,"['3a45ba18-81e6-4e14-b3f5-a13ac052850c', '9ba9d0da-363c-41db-8cb2-4e0f1d2e56d2']",0,,,,,,,,,,,,,,,,,Iceland Women's,862,00:01:00.863,Pass,
,,,,,,,,,,,,,,,,0.905677,,,,,,,,,,,,,,9ba9d0da-363c-41db-8cb2-4e0f1d2e56d2,47,,"[20.6, 61.5]",3835326,1,,,,True,0.4636476,,,,,,"[22.8, 62.6]",,High Pass,,2.4596748,,,Justine Vanhaevermaet,63308.0,,,,,Recovery,1,Regular Play,Sari Kees,276906.0,Right Center Back,6,Belgium Women's,854,"['2893e935-0cf2-4bd7-8118-35d1e3a4168c', '8c000d99-ed53-462d-9610-f0ceda83c9a3', 'f2e57397-45b6-41ff-a819-d407b438624e']",3,,,,,,,,,,,,,,,,,Belgium Women's,854,00:01:03.383,Pass,True
,,,,,,,,,,,,,,,,1.28447,,,,,,,,,,,,,,ff18c542-bce9-4a69-a04c-881199ed578d,49,,"[22.8, 63.5]",3835326,1,,,,,1.6183795,,Right Foot,,,,"[22.5, 69.8]",,Low Pass,,6.307139,,,Elena Dhont,257837.0,,,,,,1,Regular Play,Justine Vanhaevermaet,63308.0,Right Defensive Midfield,6,Belgium Women's,854,['f64a0e8c-2be9-4aee-a09b-ffa3a4f5f478'],4,,,,,,,,,,,,,,,,,Belgium Women's,854,00:01:04.288,Pass,
,,,,,,,,,,,,,,,,5.515658,,,,,,,,,,,,,,6768b964-e2bd-4f4a-ba95-4aa8e61cf143,53,,"[26.0, 77.3]",3835326,1,,,,,-0.31753907,,Right Foot,,,,"[90.2, 56.2]",,High Pass,,67.578476,Incomplete,,Tessa Wullaert,10099.0,,,,,,1,Regular Play,Elena Dhont,257837.0,Right Wing,6,Belgium Women's,854,"['0cec0574-f930-4bc3-bb4b-7680a056009d', '136b92ed-a044-440e-b9e1-0a874d8deee1']",7,,,,,,,,,,,,,,,,,Belgium Women's,854,00:01:07.169,Pass,
,,,,,,,,,,,,,,,,1.605992,,,,,,,,,,,,,,0cec0574-f930-4bc3-bb4b-7680a056009d,55,,"[29.9, 23.9]",3835326,1,,,,,2.4722352,,Right Foot,,,,"[11.7, 38.3]",,Ground Pass,,23.207758,,,Sandra Sigurðardóttir,276898.0,,,,,Recovery,1,Regular Play,Glódís Perla Viggósdóttir,10119.0,Right Center Back,7,Iceland Women's,862,"['6768b964-e2bd-4f4a-ba95-4aa8e61cf143', 'abf199d2-3234-44b4-9dde-030860b760b9']",12,,,,,,,,,,,,,,,,,Iceland Women's,862,00:01:12.685,Pass,
,,,,,,,,,,,,,,,,2.92304,,,,,,,,,,,,,,1cf58fca-2ef3-4891-a427-afdf1aa97966,59,,"[12.4, 39.2]",3835326,1,,,,,0.46275234,,Right Foot,,,,"[57.1, 61.5]",,High Pass,,49.953777,Incomplete,,Karólína Lea Vilhjálmsdóttir,32460.0,,,,,,1,Regular Play,Sandra Sigurðardóttir,276898.0,Goalkeeper,7,Iceland Women's,862,"['b49d0718-f15d-490d-93d9-bb48ebcfcfdd', 'bb9e499f-30e6-4f73-b8ac-c8061c1dbf55']",16,,,,,,,,,,,,,,,,,Iceland Women's,862,00:01:16.311,Pass,
,,,,,,,,,,,,,,,,2.374959,,,,,,,,,,,,,,b49d0718-f15d-490d-93d9-bb48ebcfcfdd,62,,"[63.0, 18.6]",3835326,1,,,,True,-1.0035454,,,,,,"[70.9, 6.2]",,Low Pass,,14.702721,Incomplete,,,,,,,,Recovery,1,Regular Play,Julie Biesmans,10095.0,Left Defensive Midfield,7,Iceland Women's,862,"['1cf58fca-2ef3-4891-a427-afdf1aa97966', 'c4306a93-e766-4e38-b685-b50f2794f574', 'fdbb3827-3310-405c-a1d5-0684e49cfcad']",19,,,,,,,,,,,,,,,,,Belgium Women's,854,00:01:19.234,Pass,True
,,,,,,,,,,,,,,,,2.096668,,,,,,,,,,,,,,3dee9335-a426-4794-bf33-e03497b74fa0,65,,"[48.7, 76.7]",3835326,1,,,,,3.1415927,,Right Foot,,,,"[34.3, 76.7]",,Ground Pass,,14.4,,,Sif Atladóttir,10130.0,,,,,,1,Regular Play,Gunnhildur Yrsa Jónsdóttir,4975.0,Right Center Midfield,7,Iceland Women's,862,['0f9c94c5-bdaa-4ebe-a462-9b25d5d11160'],23,,,,,,,,,,,,,,,,,Iceland Women's,862,00:01:23.060,Pass,
,,,,,,,,,,,,,,,,0.776676,,,,,,,,,,,,,,041702ed-8114-4f85-92ba-a38c08412cb1,68,,"[28.5, 67.4]",3835326,1,,,,,-1.7021117,,Right Foot,,,,"[27.1, 56.8]",,Ground Pass,,10.692053,,,Glódís Perla Viggósdóttir,10119.0,,,,,,1,Regular Play,Sif Atladóttir,10130.0,Right Back,7,Iceland Women's,862,['d92d4a4d-c215-49c1-bec0-51901432fc0c'],26,,,,,,,,,,,,,,,,,Iceland Women's,862,00:01:26.838,Pass,
