ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,91b60e8b-3a41-4438-9dd0-c118a3c65e24,1,,,,3835328,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria Women's,859,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10247, 'name': 'Katharina Schiechtl'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 10241, 'name': 'Carina Wenninger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 7}, {'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 11}, {'player': {'id': 10248, 'name': 'Verena Hanshaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 10240, 'name': 'Sarah Puntigam'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 32341, 'name': 'Julia Hickelsberger Füller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 46974, 'name': 'Marie Therese Höbinger'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 10236, 'name': 'Sarah Zadrazil'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 9}, {'player': {'id': 43046, 'name': 'Barbara Dunst'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 10233, 'name': 'Nicole Billa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Austria Women's,859,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,48557a39-801b-4344-8fc1-a0b92b47478d,2,,,,3835328,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria Women's,859,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 276292, 'name': 'Rebecca Mckenna'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 276299, 'name': 'Demi Vance'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 45371, 'name': 'Lauren Wade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 276293, 'name': 'Kirsty McGuinness'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 276300, 'name': 'Marissa Callaghan'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Northern Ireland,2457,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6aa0abed-5baf-4973-babf-cdcea2dca64e,3,,,,3835328,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria Women's,859,['ca596bc7-7205-4677-af1b-7170947e14aa'],0,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ca596bc7-7205-4677-af1b-7170947e14aa,4,,,,3835328,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria Women's,859,['6aa0abed-5baf-4973-babf-cdcea2dca64e'],0,,,,,,,,,,,,,,,,,Northern Ireland,2457,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,923bbe32-a3f5-4614-b5ef-5a94a328d3d6,1366,,,,3835328,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,93,Austria Women's,859,['aa298ff5-0eb6-4a0d-b7c8-15121e90a616'],0,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,aa298ff5-0eb6-4a0d-b7c8-15121e90a616,1367,,,,3835328,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,93,Austria Women's,859,['923bbe32-a3f5-4614-b5ef-5a94a328d3d6'],0,,,,,,,,,,,,,,,,,Northern Ireland,2457,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.08576,,,,,,,,,,,,,46d79570-8577-4227-adcf-d30a9b1fa2b1,5,,,"[60.0, 40.0]",3835328,0,,,,,-2.7492526,,Right Foot,,,,"[51.3, 36.4]",,Ground Pass,,9.415413,,,Rachel Furness,15706.0,,,,,,Kick Off,1,From Kick Off,Marissa Callaghan,276300.0,Center Forward,2,Northern Ireland,2457,['9a458d78-8859-4605-bb20-7049649b5252'],1,,,,,,,,,,,,,,,,,Northern Ireland,2457,00:00:01.602,Pass,
,,,,,,,,,,,,,,,4.110012,,,,,,,,,,,,,543574eb-b7ea-4b80-8e4a-fdad4947abc8,7,,,"[51.3, 37.8]",3835328,0,,,,,0.7240228,,Left Foot,,,,"[98.8, 79.8]",,High Pass,,63.40544,Out,,Lauren Wade,45371.0,,,True,,,,1,From Kick Off,Rachel Furness,15706.0,Left Defensive Midfield,2,Northern Ireland,2457,['cdffc3a6-ad76-4c6a-aaa0-39e1ef7619e7'],2,,,,,,,,,,,,,,,,,Northern Ireland,2457,00:00:02.687,Pass,
,,,,,,,,,,,,,,,1.639739,,,,,,,,,,,,,dcf82c0b-e030-4b5c-86a2-97e23f84be99,9,,,"[30.8, 0.1]",3835328,0,,,,,0.10721066,,,,,,"[53.1, 2.5]",,High Pass,,22.428776,Incomplete,,Barbara Dunst,43046.0,,,,,,Throw-in,1,From Throw In,Verena Hanshaw,10248.0,Left Back,3,Austria Women's,859,"['6b1eb5d9-3d38-43e3-ba48-605f5c9bf251', '7bb63fa5-31ab-460d-9b12-b6e1e2cdae6c']",21,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:21.711,Pass,
,,,,,,,,,,,,,,,2.684092,,,,,,,,,,,,,cfa5f96e-7c25-40e6-8a71-3082bcb2c564,12,,,"[50.6, 0.1]",3835328,0,,True,,,0.8971031,,,,,,"[69.2, 23.4]",,High Pass,,29.813587,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Verena Hanshaw,10248.0,Left Back,4,Austria Women's,859,['7301f60b-f926-4c33-a938-8e0759a10ffe'],33,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:33.291,Pass,
