ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cc022157-4f69-497f-bbc6-55217330414f,1,,,,3835320,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 276302, 'name': 'Guro Pettersen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10390, 'name': 'Anja Sønstevold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Norway Women's,852,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7bf96a8f-cf00-4100-b4e6-e978b80f5b1d,2,,,,3835320,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 276291, 'name': 'Kelsie Burrows'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 22}, {'player': {'id': 276299, 'name': 'Demi Vance'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 276297, 'name': 'Nadine Caldwell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 45371, 'name': 'Lauren Wade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Northern Ireland,2457,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fa574f9e-5905-402c-9fa2-3215fb46d625,3,,,,3835320,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,['01afc821-9725-43c2-8db5-23446d273eff'],0,,,,,,,,,,,,,,,,Norway Women's,852,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,01afc821-9725-43c2-8db5-23446d273eff,4,,,,3835320,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norway Women's,852,['fa574f9e-5905-402c-9fa2-3215fb46d625'],0,,,,,,,,,,,,,,,,Northern Ireland,2457,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6c88b48f-172a-43f2-b940-6d94d0e6a573,1549,,,,3835320,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,89,Norway Women's,852,['bb6a433b-3615-4b26-aa9d-38c8c5b20b8e'],0,,,,,,,,,,,,,,,,Norway Women's,852,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bb6a433b-3615-4b26-aa9d-38c8c5b20b8e,1550,,,,3835320,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,89,Norway Women's,852,['6c88b48f-172a-43f2-b940-6d94d0e6a573'],0,,,,,,,,,,,,,,,,Northern Ireland,2457,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.13517,,,,,,,,,,,,,579330ff-5a14-4b6c-af4c-57b2d7117a48,5,,,"[61.0, 40.1]",3835320,0,,,,-3.1188693,,Left Foot,,,,"[39.0, 39.6]",,Ground Pass,,22.005682,,,,Maria Thorisdottir,4636.0,,,,,Kick Off,1,From Kick Off,Guro Reiten,10514.0,Left Wing,2,Norway Women's,852,['17340de3-5fc7-4bd7-8348-546c18882ce0'],1,,,,,,,,,,,,,,,,Norway Women's,852,00:00:01.118,Pass,
,,,,,,,,,,,,,,4.351419,,,,,,,,,,,,,1c17f4eb-dec1-4e65-88cd-79a4c72b5590,8,,,"[44.9, 42.7]",3835320,0,,,,0.091093354,,Right Foot,,,,"[107.3, 48.4]",,High Pass,,62.659794,,,Incomplete,,,,,,,,1,From Kick Off,Maria Thorisdottir,4636.0,Left Center Back,2,Norway Women's,852,['d46097f7-0575-4c67-8e82-ebdcedace347'],4,,,,,,,,,,,,,,,,Norway Women's,852,00:00:04.175,Pass,
,,,,,,,,,,,,,,2.922006,,,,,,,,,,,,,57f588a5-4753-49fe-9e2d-df65615eff36,11,,,"[10.4, 35.3]",3835320,0,,,,1.6247978,,Keeper Arm,,,,"[9.0, 61.2]",,Ground Pass,,25.93781,,,,Julie Nelson,276298.0,,,,,,1,Regular Play,Jacqueline Burns,224848.0,Goalkeeper,3,Northern Ireland,2457,['05a38362-0ac9-484d-a75b-e43dd79183a3'],14,,,,,,,,,,,,,,,,Northern Ireland,2457,00:00:14.172,Pass,
,,,,,,,,,,,,,,1.545284,,,,,,,,,,,,,925ddd5b-111d-4b25-81bf-15f100b776d2,14,,,"[14.7, 65.5]",3835320,0,,,,-2.1385438,,Right Foot,,,,"[6.6, 52.8]",,Ground Pass,,15.0632,,,,Jacqueline Burns,224848.0,,,,,,1,Regular Play,Julie Nelson,276298.0,Right Center Back,3,Northern Ireland,2457,['b0138a77-996a-4e58-9338-281c042d2db2'],18,,,,,,,,,,,,,,,,Northern Ireland,2457,00:00:18.980,Pass,
