50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f30c2c82-f2bc-4138-9bdb-c6be4850ba0a,1,,,3835321,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10142, 'name': 'Sandra Paños García-Villamil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10155, 'name': 'María Pilar León Cebrián'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10163, 'name': 'Leila Ouahabi El Ouahabi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 15287, 'name': 'Patricia Guijarro Gutiérrez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 15284, 'name': 'Aitana Bonmati Conca'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 50150, 'name': 'Irene Guerrero Sanmartín'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 25513, 'name': 'Lucía García Córdoba'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 50146, 'name': 'Esther Gonzalez Rodríguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Spain Women's,863,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f46d515e-b5ac-4d2e-ad38-479aed7072fc,2,,,3835321,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 13857, 'name': 'Tinja-Riikka Tellervo Korpela'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 13709, 'name': 'Tuija Annika Hyyrynen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 13860, 'name': 'Anna Åsa Olivia Westerlund'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 225161, 'name': 'Elli Pikkujämsä'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 191850, 'name': 'Eveliina Summanen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 13862, 'name': 'Emmi Alanen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 17273, 'name': 'Adelina Engman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 225383, 'name': 'Ria Öling'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 4}, {'player': {'id': 13713, 'name': 'Linda Sällström'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 18}, {'player': {'id': 32232, 'name': 'Sanni Maija Franssi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",WNT Finland,920,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b651b2ab-d061-468b-ab1a-4b4331217864,3,,,3835321,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,['5e064e09-cb33-4ee8-bdc5-af147aa2c14e'],0,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5e064e09-cb33-4ee8-bdc5-af147aa2c14e,4,,,3835321,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,['b651b2ab-d061-468b-ab1a-4b4331217864'],0,,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,cbee8711-2944-4de4-9dc4-4ced91de658d,1687,,,3835321,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,83,WNT Finland,920,['0de66910-c4c6-4b0a-974b-c5acaa5e06d5'],0,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0de66910-c4c6-4b0a-974b-c5acaa5e06d5,1688,,,3835321,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,83,WNT Finland,920,['cbee8711-2944-4de4-9dc4-4ced91de658d'],0,,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.227488,,,,,,,,,,,,,,,d1029ffc-db8d-437e-b46e-adda07832e23,5,,"[61.0, 40.1]",3835321,0,,,,-2.8706458,,Right Foot,,,,"[48.4, 36.6]",,Ground Pass,,13.077079,,Patricia Guijarro Gutiérrez,15287.0,,,,,,Kick Off,1,From Kick Off,Esther Gonzalez Rodríguez,50146.0,Center Forward,2,Spain Women's,863,['da120a7e-69b2-4782-be34-46c04643b14b'],0,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.259,Pass,
,,,,,,,,,,,,,,,2.047116,,,,,,,,,,,,,,,034c497a-d22b-4fab-b805-990d3311a676,8,,"[48.0, 36.1]",3835321,0,,,,-2.612465,,Right Foot,,,,"[36.2, 29.2]",,Ground Pass,,13.669309,,María Pilar León Cebrián,10155.0,,,,,,,1,From Kick Off,Patricia Guijarro Gutiérrez,15287.0,Center Defensive Midfield,2,Spain Women's,863,['07fa5aec-d6b9-4e8b-b122-fc2fb55a2c7f'],1,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:01.574,Pass,
,,,,,,,,,,,,,,,1.087472,,,,,,,,,,,,,,,acf39574-aec8-43aa-9254-ab999d5396fb,11,,"[36.1, 28.3]",3835321,0,,,,-1.284175,,Left Foot,,,,"[41.7, 9.3]",,Ground Pass,,19.808079,,Leila Ouahabi El Ouahabi,10163.0,,,,,,,1,From Kick Off,María Pilar León Cebrián,10155.0,Left Center Back,2,Spain Women's,863,['f1ce0819-089c-4307-b75b-b0853d5c8418'],3,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:03.824,Pass,
,,,,,,,,,,,,,,,1.60841,,,,,,,,,,,,,,,dddc11ba-0b72-4dee-95d3-51e5f8857bed,14,,"[45.0, 9.1]",3835321,0,,,,0.8561134,,Left Foot,,,,"[67.3, 34.8]",,High Pass,,34.026165,,Aitana Bonmati Conca,15284.0,,,,,,,1,From Kick Off,Leila Ouahabi El Ouahabi,10163.0,Left Back,2,Spain Women's,863,['5566d9bb-b15b-4bc7-9dd2-851fd7649c36'],5,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:05.847,Pass,
