50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.569279,,,,,,,,817c6909-5d2a-428b-aa52-035e0a8988d7,17,,,"[64.4, 5.3]",3835337,0,,,,2.566948,,Left Foot,,,"[52.2, 13.2]",,Ground Pass,,14.534442,,,María Pilar León Cebrián,10155.0,,,,,,1,From Kick Off,Leila Ouahabi El Ouahabi,10163.0,Left Back,2,Spain Women's,863,['cf5ab615-026d-4d89-b4d9-b9645b14a938'],10,,,,,,,,,,,,,,,,Spain Women's,863,00:00:10.192,Pass,
,,,,,,,,,,,,,,,,,,1.642998,,,,,,,,25c62429-b04d-42df-bbca-9852688dd53a,20,,,"[55.7, 24.3]",3835337,0,,,,1.7970932,,Left Foot,,,"[49.0, 53.4]",,Ground Pass,,29.861347,,,Irene Paredes Hernandez,10165.0,,,,,,1,From Kick Off,María Pilar León Cebrián,10155.0,Left Center Back,2,Spain Women's,863,['825148fa-0116-41e7-b3ef-9954f5a8b9cf'],15,,,,,,,,,,,,,,,,Spain Women's,863,00:00:15.319,Pass,
,,,,,,,,,,,,,,,,,,1.309901,,,,,,,,bb1ee1ff-7765-43b7-a453-0544f30bb2a8,23,,,"[55.2, 56.4]",3835337,0,,,,1.025271,,Right Foot,,,"[67.4, 76.5]",,Ground Pass,,23.512762,,,Ona Batlle Pascual,46639.0,,,,,,1,From Kick Off,Irene Paredes Hernandez,10165.0,Right Center Back,2,Spain Women's,863,['38816a37-caea-496f-bdab-d7e310ced438'],18,,,,,,,,,,,,,,,,Spain Women's,863,00:00:18.275,Pass,
,,,,,,,,,,,,,,,,,,0.451362,,,,,,,,c4252a50-c60b-4f50-b4e2-d162aa2a5382,26,,,"[71.1, 77.4]",3835337,0,,,,0.18432441,,Right Foot,,,"[77.0, 78.5]",,Ground Pass,,6.0016665,,,Sheila García Gómez,51062.0,,,,,,1,From Kick Off,Ona Batlle Pascual,46639.0,Right Back,2,Spain Women's,863,['e59d17ca-2768-4279-a046-02a19a43b3fe'],21,,,,,,,,,,,,,,,,Spain Women's,863,00:00:21.612,Pass,
,,,,,,,,,,,,,,,,,,1.444476,,,,,,,,67c99f17-426a-4cfb-88ec-be36f3486b66,29,,,"[79.0, 78.5]",3835337,0,,,,-1.7343702,,Left Foot,,,"[77.3, 68.2]",,Ground Pass,,10.439348,,Incomplete,,,,,,,,1,From Kick Off,Sheila García Gómez,51062.0,Right Midfield,2,Spain Women's,863,['ea63b19e-493c-4a07-9473-a21ae57ff962'],22,,,,,,,,,,,,,,,,Spain Women's,863,00:00:22.290,Pass,
,,,,,,,,,,,,,,,,,,0.851858,,,,,,,,ea63b19e-493c-4a07-9473-a21ae57ff962,30,,,"[42.8, 11.9]",3835337,0,,,,-0.04647813,,Right Foot,,,"[55.7, 11.3]",,Ground Pass,,12.913946,,,Pernille Mosegaard Harder,10108.0,,,,,Recovery,1,Regular Play,Sofie Junge Pedersen,10275.0,Left Center Midfield,3,Denmark Women's,853,"['67c99f17-426a-4cfb-88ec-be36f3486b66', '85a6c565-2e40-425b-a84e-6cb2a243c2cc']",23,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:23.735,Pass,
,,,,,,,,,,,,,,,,,,0.845135,,,,,,,,65917de8-1158-482a-9525-b5c3513cd3b5,35,,,"[65.1, 39.5]",3835337,0,,,,-2.4481332,,Right Foot,,,"[57.4, 33.1]",,Ground Pass,,10.012492,,,Karen Holmgaard,32230.0,,,,,,1,Regular Play,Pernille Mosegaard Harder,10108.0,Center Forward,3,Denmark Women's,853,['74e697f2-253d-494d-8feb-c7fcaba963d2'],29,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:29.197,Pass,
,,,,,,,,,,,,,,,,,,1.708659,,,,,,,,5b5b4ebe-c4f0-4677-9cc3-038640c117f6,39,,,"[59.5, 35.9]",3835337,0,,,,1.7371284,,Left Foot,,,"[57.2, 49.6]",,Ground Pass,,13.891725,,Incomplete,,,,,,,,1,Regular Play,Karen Holmgaard,32230.0,Right Center Midfield,3,Denmark Women's,853,"['2745a9e5-5ac3-402c-835c-622e0034ff87', '5e03523c-24d4-4cb7-9f12-a2b8942c81b2']",32,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:32.696,Pass,True
,,,,,,,,,,,,,,,,,,0.717283,,,,,,,,a15f262d-875a-4564-836c-0dad95bf994e,44,,,"[99.3, 23.5]",3835337,0,,,,-1.4251679,,Right Foot,,,"[100.4, 16.0]",,Ground Pass,,7.5802374,,,María Francesca Caldentey Oliver,10161.0,,,,,,1,Regular Play,Athenea del Castillo Belvide,49913.0,Left Midfield,4,Spain Women's,863,"['6fbf6d78-b516-4a94-a107-a577f7e716c3', 'b49d988b-20b2-4ce2-90a8-d0630f1d6f98']",40,,,,,,,,,,,,,,,,Spain Women's,863,00:00:40.325,Pass,True
,,,,,,,,,,,,,,,,,,3.759677,,,,,,,,e4afa276-f9db-4011-8f7c-e01c60d0bbc9,47,,,"[106.4, 15.6]",3835337,0,,,,1.4607557,,Left Foot,True,,"[112.3, 69.0]",,High Pass,,53.72495,,,Sheila García Gómez,51062.0,,,True,,,1,Regular Play,María Francesca Caldentey Oliver,10161.0,Left Center Midfield,4,Spain Women's,863,['49f003da-1071-4b3d-93e6-f438c8d0b214'],43,,,,,,,,,,,,,,,,Spain Women's,863,00:00:43.130,Pass,
,,,,,,,,,,,,,,,,,,2.754087,,,,,,,,8c311709-ff07-4012-9f16-15f484ceb4d3,50,,,"[111.9, 72.7]",3835337,0,,,,-2.8433816,,Right Foot,,,"[87.5, 65.2]",,Ground Pass,,25.526653,,,Ona Batlle Pascual,46639.0,,,,,,1,Regular Play,Sheila García Gómez,51062.0,Right Midfield,4,Spain Women's,863,['0b51973a-4862-4f4c-8d30-7e9a73c207c8'],48,,,,,,,,,,,,,,,,Spain Women's,863,00:00:48.630,Pass,
,,,,,,,,,,,,,,,,,,0.952615,,,,,,,,14a87f75-ab49-4729-a1bb-21d1a07f04e6,54,,,"[94.8, 69.0]",3835337,0,,,,0.4069708,,Right Foot,,,"[106.4, 74.0]",,Ground Pass,,12.631706,,,Sheila García Gómez,51062.0,,,,,,1,Regular Play,Ona Batlle Pascual,46639.0,Right Back,4,Spain Women's,863,"['040f37c4-1645-4d6d-b198-ace011b3ae61', '79aff1b4-e4ae-4097-be86-8fa1f66ad4ff']",53,,,,,,,,,,,,,,,,Spain Women's,863,00:00:53.667,Pass,True
,,,,,,,,,,,,,,,,,,1.302861,,,,,,,,f8e250ad-e5ef-4c2c-856a-472b1806c72d,58,,,"[105.3, 77.0]",3835337,0,,,,-2.5429332,,Right Foot,,,"[92.4, 68.2]",,Ground Pass,,15.615697,,,Aitana Bonmati Conca,15284.0,,,,,,1,Regular Play,Sheila García Gómez,51062.0,Right Midfield,4,Spain Women's,863,['2ab97fb7-da85-4ec9-93ef-b3a5189b51f5'],56,,,,,,,,,,,,,,,,Spain Women's,863,00:00:56.953,Pass,
,,,,,,,,,,,,,,,,,,0.592654,,,,,,,,f08ba6fd-6245-4e5a-bc46-ac96a051786d,61,,,"[89.9, 61.8]",3835337,1,,,,-1.4304214,,Left Foot,,,"[91.2, 52.6]",,Ground Pass,,9.291394,,,Patricia Guijarro Gutiérrez,15287.0,,,,,,1,Regular Play,Aitana Bonmati Conca,15284.0,Right Center Midfield,4,Spain Women's,863,['6c2be5da-90cc-49ea-9ea8-c3e51eee8945'],1,,,,,,,,,,,,,,,,Spain Women's,863,00:01:01.215,Pass,
,,,,,,,,,,,,,,,,,,1.016275,,,,,,,,afee0e92-090d-400a-8772-0bf307284718,64,,,"[90.7, 50.9]",3835337,1,,,,2.335364,,Right Foot,,,"[86.0, 55.8]",,Ground Pass,,6.789698,,Incomplete,Aitana Bonmati Conca,15284.0,,,,,,1,Regular Play,Patricia Guijarro Gutiérrez,15287.0,Center Defensive Midfield,4,Spain Women's,863,"['b360bebe-5d19-4a9e-b2a8-17d4f5bbdccd', 'b456dad3-b02e-4216-bed1-3ef32d6579de']",2,,,,,,,,,,,,,,,,Spain Women's,863,00:01:02.334,Pass,
,,,,,,,,,,,,,,,,,,1.190324,,,,,,,,65930f02-2f87-4733-8680-51a4522e79ab,68,,,"[39.6, 18.3]",3835337,1,,,,-2.0786328,,Right Foot,,,"[33.2, 6.8]",,Ground Pass,,13.160927,,,Kathrine Møller Kühl,276443.0,,,,,,1,Regular Play,Sofie Junge Pedersen,10275.0,Left Center Midfield,5,Denmark Women's,853,['3582d171-551e-44ed-974f-5abdaafad3bf'],5,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:05.117,Pass,
,,,,,,,,,,,,,,,,,,0.08,,,,,,,,a8607fc6-a56d-4c03-8e74-dec4e6f1c5f9,72,,,"[35.1, 9.1]",3835337,1,,,,-1.8313987,,Right Foot,,,"[33.9, 4.6]",,Ground Pass,,4.6572523,,Incomplete,,,,,,,,1,Regular Play,Kathrine Møller Kühl,276443.0,Left Wing,5,Denmark Women's,853,"['88007712-21d2-425b-9f03-2172d6eacbe9', 'f2c38c63-7823-41c9-a472-bb16fd79fb7c']",7,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:07.166,Pass,True
,,,,,,,,,,,,,,,,,,1.737145,,,,,,,,5ba7b684-6db8-4e4c-a26d-8ff40a174332,76,,,"[30.6, 3.6]",3835337,1,,,,1.3923858,,Left Foot,,,"[32.8, 15.8]",,Ground Pass,,12.396773,,,Sofie Junge Pedersen,10275.0,,,,,,1,Regular Play,Katrine Veje,10088.0,Left Wing Back,5,Denmark Women's,853,['1ae56c75-26d2-4d06-bd9c-dc22ec2b7b80'],10,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:10.109,Pass,
,,,,,,,,,,,,,,,,,,0.884662,,,,,,,,175d7ddc-2619-44e5-944d-9854f948a59f,80,,,"[29.8, 11.5]",3835337,1,,,,-1.3415644,,Left Foot,,,"[31.9, 2.5]",,Ground Pass,,9.241753,,,Katrine Veje,10088.0,,,,,,1,Regular Play,Sofie Junge Pedersen,10275.0,Left Center Midfield,5,Denmark Women's,853,"['6eab0702-f6dc-4294-9958-282d520f0dd2', '95150c01-dcdb-4eef-b829-07af9423b527']",13,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:13.145,Pass,True
,,,,,,,,,,,,,,,,,,0.106205,,,,,,,,89a08f08-e364-4a46-a17b-5d873653f92f,84,,,"[26.2, 4.0]",3835337,1,,,,1.2234104,,Left Foot,,,"[28.3, 9.8]",,Ground Pass,,6.168468,,Incomplete,,,,,,,,1,Regular Play,Katrine Veje,10088.0,Left Wing Back,5,Denmark Women's,853,['80492be9-de94-4cfe-905c-b972737c0502'],14,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:14.893,Pass,
,,,,,,,,,,,,,,,,,,0.836331,,,,,,,,27eebb90-f26f-4d9a-830a-0ee3c1b378bc,89,,,"[110.0, 76.7]",3835337,1,,,,-2.389739,,Right Foot,,,"[102.3, 69.5]",,Ground Pass,,10.5418215,,,Patricia Guijarro Gutiérrez,15287.0,,,,,,1,Regular Play,Sheila García Gómez,51062.0,Right Midfield,5,Denmark Women's,853,"['354a095f-0fa6-46c2-9e2f-5326d715ac77', '9bd3101f-32be-4364-8ac6-2a83e1e4d99e']",17,,,,,,,,,,,,,,,,Spain Women's,863,00:01:17.965,Pass,True
,,,,,,,,,,,,,,,,,,0.461927,,,,,,,,5d52d538-2c9d-480d-9e53-92a248aa0dd7,92,,,"[94.8, 64.1]",3835337,1,,,,-0.98279375,,Left Foot,,,"[101.2, 54.5]",,High Pass,,11.537765,,Incomplete,,,,,,,,1,Regular Play,Patricia Guijarro Gutiérrez,15287.0,Center Defensive Midfield,5,Denmark Women's,853,['5014ea9b-6bb9-46f6-8bff-d2565db265f8'],25,,,,,,,,,,,,,,,,Spain Women's,863,00:01:25.772,Pass,
,,,,,,,,,,,,,,,,,,1.881337,,,,,,,,dc945490-f37c-4ac7-875f-4dfc549f3790,94,,,"[11.6, 42.7]",3835337,1,,,,-0.6040784,,Head,,,"[18.7, 37.8]",,High Pass,,8.626702,,,Sofie Junge Pedersen,10275.0,,,,,Recovery,1,Regular Play,Simone Boye-Sørensen,10111.0,Center Back,5,Denmark Women's,853,['5a7bdd8f-7106-4fa0-9757-4e8c57af826e'],28,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:28.444,Pass,
,,,,,,,,,,,,,,,,,,1.669856,,,,,,,,1fc8f853-f346-41a5-98d7-d9030741049b,96,,,"[18.7, 37.8]",3835337,1,,,,0.14749251,,Head,,,"[36.2, 40.4]",,High Pass,,17.69209,,Unknown,,,,,,,,1,Regular Play,Sofie Junge Pedersen,10275.0,Left Center Midfield,5,Denmark Women's,853,,30,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:30.326,Pass,
,,,,,,,,,,,,,,,,,,2.15426,,,,,,,,fb49b99e-18e3-49dd-9587-7b8227bf47f6,99,,,"[40.7, 34.8]",3835337,1,,,,0.14537597,,Right Foot,,,"[76.9, 40.1]",,Low Pass,,36.585926,,Incomplete,,,,,,,Free Kick,1,From Free Kick,Simone Boye-Sørensen,10111.0,Center Back,6,Denmark Women's,853,['0e418c41-5f5b-4ddf-9526-05f614dcfdd4'],59,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:59.450,Pass,
,,,,,,,,,,,,,,,,,,0.914828,,,,,,,,0e418c41-5f5b-4ddf-9526-05f614dcfdd4,100,,,"[43.2, 40.0]",3835337,2,,,,-0.24497867,,Head,,,"[54.4, 37.2]",,Low Pass,,11.544696,,Incomplete,,,,,,,Recovery,1,From Free Kick,Irene Paredes Hernandez,10165.0,Right Center Back,6,Denmark Women's,853,"['05ecaaa8-33d0-4d45-bb00-0fee1ade1051', 'fb49b99e-18e3-49dd-9587-7b8227bf47f6']",1,,,,,,,,,,,,,,,,Spain Women's,863,00:02:01.605,Pass,
,,,,,,,,,,,,,,,,,,2.865679,,,,,,,,05ecaaa8-33d0-4d45-bb00-0fee1ade1051,101,,,"[65.7, 42.9]",3835337,2,,,,-0.39691517,,Left Foot,,,"[82.4, 35.9]",,Low Pass,,18.107733,,Incomplete,,,,,,,Recovery,1,From Free Kick,Karen Holmgaard,32230.0,Right Center Midfield,6,Denmark Women's,853,"['0e418c41-5f5b-4ddf-9526-05f614dcfdd4', '7a023c96-5e2e-48f6-8fd5-832cc6cc6934']",2,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:02.519,Pass,
,,,,,,,,,,,,,,,,,,2.285414,,,,,,,,6e192d28-e88a-4f36-a68e-452df6aabfda,105,,,"[28.1, 30.3]",3835337,2,,,,2.7159233,,Left Foot,,,"[4.5, 41.0]",,Ground Pass,,25.912352,,,Sandra Paños García-Villamil,10142.0,,,,,,1,From Free Kick,María Pilar León Cebrián,10155.0,Left Center Back,6,Denmark Women's,853,"['f431670a-8bdd-4ee1-971b-8a6ece1242c8', 'f8632c4d-25f9-4307-9879-e4059a395a17']",6,,,,,,,,,,,,,,,,Spain Women's,863,00:02:06.594,Pass,True
,,,,,,,,,,,,,,,,,,3.058401,,,,,,,,45ff473a-f297-467c-9f2b-392075dafe30,109,,,"[4.7, 39.1]",3835337,2,,,,-0.18407845,,Right Foot,,,"[71.3, 26.7]",,High Pass,,67.74452,,Incomplete,,,,,,,,1,From Free Kick,Sandra Paños García-Villamil,10142.0,Goalkeeper,6,Denmark Women's,853,['d29a9d80-f7ee-4e08-bd0f-5603adaf4042'],9,,,,,,,,,,,,,,,,Spain Women's,863,00:02:09.039,Pass,
,,,,,,,,,,,,,,,,,,1.351012,,,,,,,,d29a9d80-f7ee-4e08-bd0f-5603adaf4042,110,,,"[48.8, 53.4]",3835337,2,,,,-1.0543925,,Head,,,"[55.5, 41.6]",,High Pass,,13.569451,,,Sofie Junge Pedersen,10275.0,,,,,Recovery,1,From Free Kick,Stine Ballisager Pedersen,87185.0,Right Center Back,6,Denmark Women's,853,"['2f32d02d-219a-4335-b9ce-c24eeffe5f95', '45ff473a-f297-467c-9f2b-392075dafe30']",12,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:12.098,Pass,
,,,,,,,,,,,,,,,,,,2.035834,,,,,,,,56c9c7b8-5fbe-4213-80a7-1150d8398709,116,,,"[90.1, 44.9]",3835337,2,,,,-1.1847407,,Left Foot,,,"[102.7, 13.9]",,Ground Pass,,33.462814,,,Athenea del Castillo Belvide,49913.0,,,,,,1,Regular Play,Aitana Bonmati Conca,15284.0,Right Center Midfield,7,Spain Women's,863,['73cb6bcf-0510-46f9-a2a1-dd7d61092cdf'],20,,,,,,,,,,,,,,,,Spain Women's,863,00:02:20.721,Pass,
,,,,,,,,,,,,,,,,,,0.857841,,,,,,,,2be3da13-3064-4ff2-915d-9e43033d028f,137,,,"[7.1, 74.2]",3835337,2,,,,-1.8724154,,Left Foot,,,"[4.3, 65.2]",,Ground Pass,,9.425497,,,Janni Thomsen,87195.0,,,,,,1,Regular Play,Rikke Marie Madsen,87191.0,Right Wing,7,Spain Women's,863,"['31e05675-2f3c-4735-b144-eb3efd1cc8e9', '5305df4c-1480-48a0-a72c-14bca37a6e3c']",36,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:36.547,Pass,True
,,,,,,,,,,,,,,,,,,1.51843,,,,,,,,92ff51f9-fc7e-4ef1-89ed-1bdae50e0d99,141,,,"[4.1, 66.7]",3835337,2,,,,-0.051500812,,Right Foot,,,"[33.2, 65.2]",,High Pass,,29.138634,,Incomplete,,,,,,,,1,Regular Play,Janni Thomsen,87195.0,Right Wing Back,7,Spain Women's,863,['1765de8a-7a07-47ba-a481-6d082ff69419'],38,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:38.334,Pass,
