50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dc938b5b-d299-4764-8396-edd9e0d75c35,1,,,3835330,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15443, 'name': 'Merle Frohms'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 32355, 'name': 'Felicitas Rauch'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 25478, 'name': 'Lena Oberdorf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Germany Women's,857,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c397a4bf-3d27-4a7f-8794-9b9d4804e6a5,2,,,3835330,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 10142, 'name': 'Sandra Paños García-Villamil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10155, 'name': 'María Pilar León Cebrián'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10163, 'name': 'Leila Ouahabi El Ouahabi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 32210, 'name': 'Laia Aleixandri López'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 51062, 'name': 'Sheila García Gómez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 21}, {'player': {'id': 15284, 'name': 'Aitana Bonmati Conca'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 15287, 'name': 'Patricia Guijarro Gutiérrez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 25513, 'name': 'Lucía García Córdoba'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Spain Women's,863,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,738f1d33-8c2e-409f-b5e5-12e857b7fd6b,3,,,3835330,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['6408aacc-6678-484f-b569-840314cae7a4'],0,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6408aacc-6678-484f-b569-840314cae7a4,4,,,3835330,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['738f1d33-8c2e-409f-b5e5-12e857b7fd6b'],0,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8c2b93c3-b9e6-4ee8-b675-b53482f23130,1883,,,3835330,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,67,Spain Women's,863,['1eb4c495-efa8-4b55-9ec1-48501aba592f'],0,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1eb4c495-efa8-4b55-9ec1-48501aba592f,1884,,,3835330,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,67,Spain Women's,863,['8c2b93c3-b9e6-4ee8-b675-b53482f23130'],0,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.339265,,,,,,,,,,,,,,e2ced755-0498-4a3f-8143-ee3b85ebbf91,5,,"[61.0, 40.1]",3835330,0,,,,-2.8925378,,Right Foot,,,,"[43.7, 35.7]",,Ground Pass,,17.85077,,,,Laia Aleixandri López,32210.0,,,,,Kick Off,1,From Kick Off,Aitana Bonmati Conca,15284.0,Right Center Midfield,2,Spain Women's,863,['a4b102f9-6fba-4d0b-a7d7-3512d2a6ffbb'],0,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.249,Pass,
,,,,,,,,,,,,,,,,,1.932296,,,,,,,,,,,,,,6fbfb093-10a3-4789-a90a-aabeba26e445,8,,"[43.0, 36.6]",3835330,0,,,,0.57277197,,Right Foot,,,,"[78.2, 59.3]",,High Pass,,41.884724,,,,Lucía García Córdoba,25513.0,,,,,,1,From Kick Off,Laia Aleixandri López,32210.0,Center Defensive Midfield,2,Spain Women's,863,['6af72144-e25c-4490-bb1d-8a90eca30546'],3,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:03.105,Pass,
,,,,,,,,,,,,,,,,,1.44862,,,,,,,,,,,,,,9fa09e08-8f3c-456b-bca3-9d48c51df538,14,,"[75.3, 59.0]",3835330,0,,,,-1.8862178,,Right Foot,,,,"[69.1, 40.0]",,Ground Pass,,19.985994,,,,María Pilar León Cebrián,10155.0,,,,,Free Kick,1,From Free Kick,Irene Paredes Hernandez,10165.0,Right Center Back,3,Spain Women's,863,['937d40e4-7282-4127-937a-54688d72d5a4'],18,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:18.344,Pass,
,,,,,,,,,,,,,,,,,1.174062,,,,,,,,,,,,,,0dcd06b6-32fd-42c0-957d-ee2e7cbd7d43,17,,"[69.3, 40.0]",3835330,0,,,,1.2606282,,Left Foot,,,,"[74.3, 55.6]",,Ground Pass,,16.381697,,,,Irene Paredes Hernandez,10165.0,,,,,,1,From Free Kick,María Pilar León Cebrián,10155.0,Left Center Back,3,Spain Women's,863,['3b8f625f-d7ee-4be3-b524-104b1bc2393b'],19,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:19.832,Pass,
