50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,c7dc8818-a205-4bf1-bc08-fda499abebbd,1,,,3845507,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15443, 'name': 'Merle Frohms'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 32355, 'name': 'Felicitas Rauch'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 25478, 'name': 'Lena Oberdorf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 46987, 'name': 'Jule Brand'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Germany Women's,857,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,d549d55b-8839-4e1b-a5fd-39ddb0b50ec9,2,,,3845507,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 10418, 'name': 'Eve Perisset'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 10271, 'name': 'Griedge Mbock Bathy Nka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 10117, 'name': 'Sakina Karchaoui'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 30971, 'name': 'Sandie Toletti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 25727, 'name': 'Charlotte Bilbault'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 15470, 'name': 'Delphine Cascarino'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 31614, 'name': 'Melvine Malard'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",France Women's,861,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,773184e9-063e-4ea7-b1d0-89502b54abd0,3,,,3845507,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['590b78b2-dd2e-4d7f-a011-9d8c9e6c4d71'],0,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,590b78b2-dd2e-4d7f-a011-9d8c9e6c4d71,4,,,3845507,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['773184e9-063e-4ea7-b1d0-89502b54abd0'],0,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,aa75bb22-cb5d-4a38-8e42-49a71722e8e2,1724,,,3845507,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,92,Germany Women's,857,['508b8c06-1190-4b9d-a62a-693487c07986'],0,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,508b8c06-1190-4b9d-a62a-693487c07986,1725,,,3845507,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,92,Germany Women's,857,['aa75bb22-cb5d-4a38-8e42-49a71722e8e2'],0,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.384026,,,,,,,,,,e4f207c8-4e45-4d16-9e56-4577766cff55,5,,"[61.0, 40.1]",3845507,0,,,,,2.9511576,,Right Foot,,,"[52.7, 41.7]",,Ground Pass,,8.45281,,,,Charlotte Bilbault,25727.0,,,,,Kick Off,1,From Kick Off,Melvine Malard,31614.0,Center Forward,2,France Women's,861,['71d86c73-1e30-4ce3-be0c-75a838eda3cf'],0,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.663,Pass,
,,,,,,,,,,,,,,,,6.025229,,,,,,,,,,6d177c8b-e079-4fd6-acab-12c3db350503,8,,"[53.5, 42.1]",3845507,0,,,,,0.39340222,,Right Foot,,,"[120.0, 69.7]",,High Pass,,72.00007,,Out,,,,,,,,,1,From Kick Off,Charlotte Bilbault,25727.0,Left Defensive Midfield,2,France Women's,861,,2,,,,,,,,,,,,,,,,,France Women's,861,00:00:02.167,Pass,
,,,,,,,,,,,,,,,,1.494969,,,,,,,,,,0197c0b3-759c-4210-807e-27c6dc1e41af,9,,"[6.0, 36.0]",3845507,0,,,,,1.5886515,,Left Foot,,,"[5.7, 52.8]",,Ground Pass,,16.80268,,,,Kathrin Julia Hendrich,10399.0,,,,,Goal Kick,1,From Goal Kick,Merle Frohms,15443.0,Goalkeeper,3,Germany Women's,857,['e9a5fac9-65a7-4453-bf51-73a839a4cdc2'],24,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:24.249,Pass,
,,,,,,,,,,,,,,,,1.127595,,,,,,,,,,6eeaed19-b2c6-494b-8281-fc84fd0216c9,12,,"[19.7, 63.1]",3845507,0,,,,,0.9453113,,Right Foot,,,"[28.8, 75.7]",,Ground Pass,,15.542522,,,,Giulia Gwinn,25492.0,,,,,,1,From Goal Kick,Kathrin Julia Hendrich,10399.0,Right Center Back,3,Germany Women's,857,['5e73bdd0-6d27-44ff-8a1b-8775ff02f2d6'],29,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:29.169,Pass,
