50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9caccc55-986e-4b52-84f2-f9b54babf8dd,1,,,,3835334,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy Women's,855,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 46224, 'name': 'Lucia Di Guglielmo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 45742, 'name': 'Flaminia Simonetti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 10204, 'name': 'Martina Rosucci'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 2}, {'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 45737, 'name': 'Martina Piemonte'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Italy Women's,855,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8a363585-4627-451e-b2b3-74c275a12273,2,,,,3835334,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy Women's,855,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 276898, 'name': 'Sandra Sigurðardóttir'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 276899, 'name': 'Elísa Vidarsdóttir'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 10119, 'name': 'Glódís Perla Viggósdóttir'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 225394, 'name': 'Guðrún Arnardóttir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 10120, 'name': 'Hallbera Guðný Gísladóttir'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 10124, 'name': 'Dagný Brynjarsdóttir'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 4975, 'name': 'Gunnhildur Yrsa Jónsdóttir'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 10139, 'name': 'Sara Björk Gunnarsdóttir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 190348, 'name': 'Sveindís Jane Jónsdóttir'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 32460, 'name': 'Karólína Lea Vilhjálmsdóttir'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 10244, 'name': 'Berglind Björg Þorvaldsdóttir'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Iceland Women's,862,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3b2fccb5-6486-4667-a122-6297798a2021,3,,,,3835334,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy Women's,855,['10f6cca1-ebf6-4ac8-9e6f-53b497064fb9'],0,,,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,10f6cca1-ebf6-4ac8-9e6f-53b497064fb9,4,,,,3835334,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy Women's,855,['3b2fccb5-6486-4667-a122-6297798a2021'],0,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0dc8de65-1875-4e7f-946e-7d19fff212bc,1370,,,,3835334,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,111,Italy Women's,855,['0e066869-475a-4155-b435-2b9077273dcf'],0,,,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0e066869-475a-4155-b435-2b9077273dcf,1371,,,,3835334,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,111,Italy Women's,855,['0dc8de65-1875-4e7f-946e-7d19fff212bc'],0,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.157421,,,,,,,,,,,,,9a11b9ef-f28c-4538-8cce-e9cdd8729b65,5,,,"[61.0, 40.1]",3835334,0,,,,,-2.8549714,,Right Foot,,,,"[51.5, 37.3]",,Ground Pass,,9.904039,,Dagný Brynjarsdóttir,10124.0,,,,,,Kick Off,1,From Kick Off,Berglind Björg Þorvaldsdóttir,10244.0,Center Forward,2,Iceland Women's,862,['53ba315d-2fd9-41e0-a28b-847ccb95c9e3'],0,,,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:00.157,Pass,
,,,,,,,,,,,,,,,,,,2.370071,,,,,,,,,,,,,df89bd26-7557-4922-a573-473582a19565,8,,,"[48.2, 44.4]",3835334,0,,,,,0.8757663,,Right Foot,,,,"[76.3, 78.1]",,High Pass,,43.878242,,Sveindís Jane Jónsdóttir,190348.0,,,,,,,1,From Kick Off,Dagný Brynjarsdóttir,10124.0,Center Defensive Midfield,2,Iceland Women's,862,['d35ba0c8-4709-4214-b443-5b3e9c840987'],2,,,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:02.412,Pass,
,,,,,,,,,,,,,,,,,,0.840012,,,,,,,,,,,,,f3b33464-7298-488d-af00-0b2c3b36da7a,12,,,"[65.3, 76.6]",3835334,0,,,,,2.9139032,,Right Foot,,,,"[57.1, 78.5]",,Ground Pass,,8.417244,,Elísa Vidarsdóttir,276899.0,,,,,,,1,From Kick Off,Sveindís Jane Jónsdóttir,190348.0,Right Wing,2,Iceland Women's,862,"['18814ff4-a2cb-4bd9-b8a8-b223b4fc28e3', '59c70ff2-b563-450f-adb4-a6e1e90b4928']",6,,,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:06.902,Pass,True
,,,,,,,,,,,,,,,,,,2.405271,,,,,,,,,,,,,391f3c38-1767-43c2-b6d9-c189b4636bd4,15,,,"[57.1, 78.5]",3835334,0,,,,,-0.58182347,,Left Foot,,,,"[79.6, 63.7]",,High Pass,,26.93121,Incomplete,,,,,,,,,1,From Kick Off,Elísa Vidarsdóttir,276899.0,Right Back,2,Iceland Women's,862,['50d84b03-050b-473f-a7ac-696f36fe06ac'],7,,,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:07.822,Pass,
