50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.928981,,,,,,,,,,,,,,dd828080-e54a-4f48-84ac-9cbb95da60ed,18,,,"[25.0, 18.7]",3835327,0,,,,,-0.27556494,,Head,,,"[39.5, 14.6]",,High Pass,,15.06851,,,Keira Walsh,4658.0,,,,,Recovery,1,Regular Play,Leah Williamson,18999.0,Left Center Back,3,England Women's,865,"['b85a4ac5-6786-4c4e-aa80-19f50ca745c9', 'f180e46b-1868-4f1d-86b3-5e081c363172']",14,,,,,,,,,,,,,,,,,,,England Women's,865,00:00:14.967,Pass,
,,,,,,,,,,,,,,,,,,,1.54762,,,,,,,,,,,,,,6a6ab35c-27f5-4c97-884a-0f8f7a9edf3c,22,,,"[37.9, 16.7]",3835327,0,,,,,0.25761843,,Right Foot,,,"[54.6, 21.1]",,High Pass,,17.269917,,,Ellen White,10180.0,,,,,,1,Regular Play,Keira Walsh,4658.0,Left Defensive Midfield,3,England Women's,865,['0a682ab9-469a-4054-b861-2a0b2f6a65b0'],17,,,,,,,,,,,,,,,,,,,England Women's,865,00:00:17.240,Pass,
,,,,,,,,,,,,,,,,,,,1.256632,,,,,,,,,,,,,,1652e3c7-7009-45a9-99b6-9ef2eacf68b1,32,,,"[82.8, 19.9]",3835327,0,,,,,-2.021665,,Left Foot,,,"[76.7, 7.3]",,Ground Pass,,13.998928,,,Julie Blakstad,191851.0,,,,,,1,Regular Play,Guro Reiten,10514.0,Left Midfield,4,Norway Women's,852,['ef2b83d0-5784-4ab4-9c57-2c12a82adea4'],27,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:27.572,Pass,
,,,,,,,,,,,,,,,,,,,0.985008,,,,,,,,,,,,,,6b0e8111-df81-4fc2-b447-a6544e6fb171,35,,,"[73.7, 7.1]",3835327,0,,,,,2.3561945,,Left Foot,,,"[69.4, 11.4]",,Ground Pass,,6.081118,,,Vilde Bøe Risa,25466.0,,,,,,1,Regular Play,Julie Blakstad,191851.0,Left Back,4,Norway Women's,852,['7bceed15-f2fa-4204-9a92-1e407f0b7c80'],29,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:29.634,Pass,
,,,,,,,,,,,,,,,,,,,1.118712,,,,,,,,,,,,,,752f5dea-988a-4655-b58d-7033c07fd3ab,38,,,"[59.6, 13.8]",3835327,0,,,,,2.176341,,Right Foot,,,"[50.6, 26.8]",,Ground Pass,,15.811388,,,Maria Thorisdottir,4636.0,,,,,,1,Regular Play,Vilde Bøe Risa,25466.0,Right Defensive Midfield,4,Norway Women's,852,['d9d54fdc-1269-4db7-9f36-4836d7d03979'],31,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:31.715,Pass,
,,,,,,,,,,,,,,,,,,,1.351491,,,,,,,,,,,,,,bec66c4e-bf42-4a49-b0f7-b8250e4b275c,41,,,"[54.5, 34.3]",3835327,0,,,,,1.7091473,,Right Foot,,,"[51.2, 58.0]",,Ground Pass,,23.928644,,,Maren Nævdal Mjelde,10395.0,,,,,,1,Regular Play,Maria Thorisdottir,4636.0,Left Center Back,4,Norway Women's,852,['82e9e445-5a60-4500-992f-97c5992fd8ed'],34,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:34.112,Pass,
,,,,,,,,,,,,,,,,,,,1.521355,,,,,,,,,,,,,,91a6e1be-73d0-4f59-9293-cbb1dee25de4,44,,,"[57.0, 62.3]",3835327,0,,,,,-1.7931451,,Right Foot,,,"[51.8, 39.3]",,Ground Pass,,23.5805,,,Maria Thorisdottir,4636.0,,,,,,1,Regular Play,Maren Nævdal Mjelde,10395.0,Right Center Back,4,Norway Women's,852,['f0079802-f632-4383-aa82-d3226eadf47c'],37,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:37.764,Pass,
,,,,,,,,,,,,,,,,,,,1.679843,,,,,,,,,,,,,,55ecd779-3a93-4342-95ec-98776188dcdb,47,,,"[57.9, 40.6]",3835327,0,,,,,-1.3247628,,Right Foot,,,"[63.5, 18.3]",,Ground Pass,,22.99239,,,Vilde Bøe Risa,25466.0,,,,,,1,Regular Play,Maria Thorisdottir,4636.0,Left Center Back,4,Norway Women's,852,['334bbfa3-d465-419a-b632-9d4b9a39713d'],40,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:40.351,Pass,
,,,,,,,,,,,,,,,,,,,2.037045,,,,,,,,,,,,,,d48c0fd6-2143-4134-9de4-66afd4ac7c54,50,,,"[65.5, 19.9]",3835327,0,,,,,0.16871054,,Right Foot,,,"[101.9, 26.1]",,High Pass,,36.924248,,Incomplete,Ada Stolsmo Hegerberg,10385.0,,,,,,1,Regular Play,Vilde Bøe Risa,25466.0,Right Defensive Midfield,4,Norway Women's,852,"['310f7c5d-89cc-48c6-b4d4-6ea32e3122f1', 'e1acc75d-def9-46bb-b8f0-0fa4530a6181']",44,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:44.882,Pass,
,,,,,,,,,,,,True,,,,,,,1.833065,,,,,,,,,,,,,,e1acc75d-def9-46bb-b8f0-0fa4530a6181,52,,,"[18.2, 54.0]",3835327,0,,,,,-0.12914729,,Head,,,"[33.6, 52.0]",,High Pass,,15.529327,,,Georgia Stanway,4643.0,,,,,Interception,1,Regular Play,Lucy Bronze,10178.0,Right Back,5,England Women's,865,"['476f8b9c-4f63-4007-8472-f29524e5313f', 'd48c0fd6-2143-4134-9de4-66afd4ac7c54']",46,,,,,,,,,,,,,,,,,,,England Women's,865,00:00:46.919,Pass,
,,,,,,,,,,,,,,,,,,,1.866141,,,,,,,,,,,,,,53c8db55-b9b3-479e-9048-a241b5411f02,54,,,"[33.6, 52.0]",3835327,0,,,,,-1.7039326,,Head,,,"[32.1, 40.8]",,High Pass,,11.3,,,Keira Walsh,4658.0,,,,,,1,Regular Play,Georgia Stanway,4643.0,Right Center Midfield,5,England Women's,865,['74bf7eab-a6d6-4aed-8f1d-766ce42c08af'],48,,,,,,,,,,,,,,,,,,,England Women's,865,00:00:48.826,Pass,
,,,,,,,,,,,,,,,,,,,1.781909,,,,,,,,,,,,,,1f1ab06d-4d90-4cfd-a931-128acf2dcade,58,,,"[28.8, 43.6]",3835327,0,,,,,0.6759778,,Left Foot,,,"[48.5, 59.4]",,Ground Pass,,25.253317,,,Bethany Mead,15619.0,,,,,,1,Regular Play,Keira Walsh,4658.0,Left Defensive Midfield,5,England Women's,865,"['57dbd98a-57f4-4813-bf82-2184a6117a27', 'dadd25e1-9473-4ef0-b08d-b54cb8acad53']",51,,,,,,,,,,,,,,,,,,,England Women's,865,00:00:51.633,Pass,True
,,,,,,,,,,,,,,,,,,,1.79554,,,,,,,,,,,,,,e336f737-e545-4bd4-8a75-8d19d5df3fa5,65,,,"[82.8, 20.7]",3835327,0,,,,,-0.5708053,,Left Foot,,,"[92.3, 14.6]",,Ground Pass,,11.289819,,,Guro Reiten,10514.0,,,,,,1,Regular Play,Julie Blakstad,191851.0,Left Back,6,Norway Women's,852,['bed8a74e-db90-4d33-9b45-8fdf517525b7'],56,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:56.918,Pass,
,,,,,,,,,,,,,,,,,,,0.843488,,,,,,,,,,,,,,907eabe2-3c6b-49db-8588-5c35769bc3f9,68,,,"[99.7, 11.4]",3835327,0,,,,,1.8109673,,Left Foot,,,"[97.3, 21.2]",,Ground Pass,,10.089599,,,Ada Stolsmo Hegerberg,10385.0,,,,,,1,Regular Play,Guro Reiten,10514.0,Left Midfield,6,Norway Women's,852,['4df40f9f-cdcb-4af5-9406-4ccd53656d25'],59,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:59.234,Pass,
,,,,,,,,,,,,,,,,,,,1.277315,,,,,,,,,,,,,,683dd32a-1b01-43f3-9ac1-8f8b2f5683b2,72,,,"[96.5, 17.9]",3835327,1,,,,,-2.9075875,,Right Foot,,,"[79.3, 13.8]",,Ground Pass,,17.681911,,,Vilde Bøe Risa,25466.0,,,,,,1,Regular Play,Ada Stolsmo Hegerberg,10385.0,Center Forward,6,Norway Women's,852,['6b5ea10b-c8c0-4172-bcfa-0e0d408ab947'],2,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:02.029,Pass,
,,,,,,,,,,,,,,,,,,,1.361648,,,,,,,,,,,,,,ad5191fe-3ace-4cfb-af2a-357a616b7e7b,75,,,"[78.5, 14.2]",3835327,1,,,,,2.550204,,Left Foot,,,"[58.1, 27.9]",,Ground Pass,,24.57336,,,Maria Thorisdottir,4636.0,,,,,,1,Regular Play,Vilde Bøe Risa,25466.0,Right Defensive Midfield,6,Norway Women's,852,['a61f9eaa-1bdc-4d3e-b147-78c6860f6a5a'],5,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:05.105,Pass,
,,,,,,,,,,,,,,,,,,,1.490566,,,,,,,,,,,,,,3260677e-2f9d-4518-b750-9ff81601fce7,78,,,"[57.5, 27.8]",3835327,1,,,,,-0.54616654,,Right Foot,,,"[67.7, 21.6]",,Ground Pass,,11.936499,,,Vilde Bøe Risa,25466.0,,,,,,1,Regular Play,Maria Thorisdottir,4636.0,Left Center Back,6,Norway Women's,852,['4a96e95d-6f03-45da-9260-d615e99eac8a'],7,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:07.765,Pass,
,,,,,,,,,,,,,,,,,,,3.214029,,,,,,,,,,,,,,a93aba4d-c807-4baa-bed4-57e10d29d8f8,81,,,"[69.8, 20.7]",3835327,1,,,,,-0.47190335,,Right Foot,,,"[108.4, 1.0]",,High Pass,,43.336475,,Out,Julie Blakstad,191851.0,,,,,,1,Regular Play,Vilde Bøe Risa,25466.0,Right Defensive Midfield,6,Norway Women's,852,['2eb11f76-ad47-406c-a790-64418baff3ba'],10,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:10.456,Pass,
,,,,,,,,,,,,,,,,,,,1.799744,,,,,,,,,,,,,,698a6952-f618-417d-8b76-590acfe3f58e,83,,,"[20.2, 80.0]",3835327,1,,,,,-0.22414835,,,,,"[39.5, 75.6]",,High Pass,,19.795202,,Incomplete,Bethany Mead,15619.0,,,,,Throw-in,1,From Throw In,Lucy Bronze,10178.0,Right Back,7,England Women's,865,"['2618df81-7ac8-404a-a561-1e717fb375de', '5d6e0f3e-2ccd-44b6-b921-bc2b688b37a8']",38,,,,,,,,,,,,,,,,,,,England Women's,865,00:01:38.784,Pass,
,,,,,,,,,,,,,,,,,,,1.314962,,,,,,,,,,,,,,2618df81-7ac8-404a-a561-1e717fb375de,86,,,"[80.6, 4.5]",3835327,1,,,,True,1.2958865,,,,,"[81.7, 8.4]",,High Pass,,4.05216,,,Vilde Bøe Risa,25466.0,,,,,Recovery,1,From Throw In,Julie Blakstad,191851.0,Left Back,7,England Women's,865,"['656ed714-2e7c-4f85-8bd2-6f429cf89f3c', '698a6952-f618-417d-8b76-590acfe3f58e', '729c67da-b054-4057-bf4c-8a412487becf']",40,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:40.584,Pass,True
,,,,,,,,,,,,,,,,,,,1.228637,,,,,,,,,,,,,,4bbf6f0a-1a4c-461e-b85c-3668e370f596,88,,,"[82.8, 7.5]",3835327,1,,,,,-0.019605331,,Right Foot,,,"[93.0, 7.3]",,Low Pass,,10.201961,,Incomplete,Guro Reiten,10514.0,,,,,,1,From Throw In,Vilde Bøe Risa,25466.0,Right Defensive Midfield,7,England Women's,865,"['91c6791c-6f15-428b-ad1d-28298a95ebbf', 'a4575c38-9465-48ed-9122-34e7fa12c38b']",41,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:41.899,Pass,
,,,,,,,,,,,,,,,,,,,1.188557,,,,,,,,,,,,,,056e0163-1157-4c24-810c-bbaf9882dfab,93,,,"[16.5, 71.5]",3835327,1,,,,,3.1415927,,Right Foot,,,"[5.3, 71.5]",,Ground Pass,,11.2,,,Millie Bright,4642.0,,,,,,1,From Throw In,Lucy Bronze,10178.0,Right Back,7,England Women's,865,"['d1944fa7-964b-48a7-9f71-42b45fbb9c91', 'f20ab292-4977-4ea4-b4c9-2ba8ea92a31e']",45,,,,,,,,,,,,,,,,,,,England Women's,865,00:01:45.810,Pass,True
,,,,,,,,,,,,,,,,,,,1.165292,,,,,,,,,,,,,,af05fe74-5160-439e-b932-f616e3218885,96,,,"[4.4, 71.5]",3835327,1,,,,,-0.26710942,,Right Foot,,,"[34.0, 63.4]",,High Pass,,30.68827,,Incomplete,,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,7,England Women's,865,['a5fa47fc-92cb-49be-ab4f-2f5a3c9adc2e'],47,,,,,,,,,,,,,,,,,,,England Women's,865,00:01:47.118,Pass,
,,,,,,,,,,,,,,,,,,,2.247276,,,,,,,,,,,,,,a5fa47fc-92cb-49be-ab4f-2f5a3c9adc2e,97,,,"[86.1, 16.7]",3835327,1,,,,,-0.14601226,,Head,,,"[92.9, 15.7]",,High Pass,,6.873136,,Incomplete,,,,,,,Recovery,1,From Throw In,Vilde Bøe Risa,25466.0,Right Defensive Midfield,7,England Women's,865,"['40e66505-7823-4699-983b-6b5bb6d1ca3c', 'af05fe74-5160-439e-b932-f616e3218885']",48,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:48.284,Pass,
,,,,,,,,,,,,,,,,,,,1.997786,,,,,,,,,,,,,,40e66505-7823-4699-983b-6b5bb6d1ca3c,99,,,"[27.2, 64.4]",3835327,1,,,,True,0.12290677,,,,,"[44.2, 66.5]",,High Pass,,17.129215,,Incomplete,Bethany Mead,15619.0,,,,,Recovery,1,From Throw In,Lucy Bronze,10178.0,Right Back,7,England Women's,865,"['671bacdf-c625-463b-8285-dd231783fbc4', 'a5fa47fc-92cb-49be-ab4f-2f5a3c9adc2e', 'b0686a67-3e36-49d6-932b-b32251af5a69', 'd090c104-1795-4312-9bc2-d6c235dd663f']",50,,,,,,,,,,,,,,,,,,,England Women's,865,00:01:50.531,Pass,True
,,,,,,,,,,,,,,,,,,,2.080276,,,,,,,,,,,,,,671bacdf-c625-463b-8285-dd231783fbc4,101,,,"[75.9, 13.6]",3835327,1,,,,,2.3127437,,Head,,,"[68.2, 22.0]",,High Pass,,11.395174,,Incomplete,Ingrid Syrstad Engen,24374.0,,,,,Recovery,1,From Throw In,Julie Blakstad,191851.0,Left Back,7,England Women's,865,"['173bb1e6-6807-4603-acb5-5dc4b6f289b7', '40e66505-7823-4699-983b-6b5bb6d1ca3c', '66c1650a-2945-4e5f-921c-d53b0c7fd8c5']",52,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:52.529,Pass,
,,,,,,,,,,,,,,,,,,,1.671957,,,,,,,,,,,,,,66c1650a-2945-4e5f-921c-d53b0c7fd8c5,104,,,"[51.9, 58.1]",3835327,1,,,,True,-1.6850506,,,,,"[50.5, 45.9]",,High Pass,,12.280066,,,Francesca Kirby,4641.0,,,,,Recovery,1,From Throw In,Ellen White,10180.0,Center Forward,7,England Women's,865,"['671bacdf-c625-463b-8285-dd231783fbc4', 'bec7e9c0-65b0-42bf-b050-af7f9e3c6699', 'd896f6ae-f96f-4163-85fb-5137caa30118']",54,,,,,,,,,,,,,,,,,,,England Women's,865,00:01:54.609,Pass,True
,,,,,,,,,,,,,,,,,,,1.869341,,,,,,,,,,,,,,e0d3c04c-f8ee-435b-aa69-8ce2cc6cd57d,108,,,"[52.7, 38.8]",3835327,1,,,,,-0.6569231,,Right Foot,,,"[76.3, 20.6]",,High Pass,,29.802685,,Incomplete,Lauren Hemp,15555.0,,,,,,1,From Throw In,Francesca Kirby,4641.0,Center Attacking Midfield,7,England Women's,865,"['1da852ec-7d44-4371-af44-67341ea900d7', '1fef5c4d-bff2-411c-864c-833bce134779', '232dab2e-e049-4299-97e2-fa82e9ac5d39']",56,,,,,,,,,,,,,,,,,,,England Women's,865,00:01:56.811,Pass,True
,,,,,,,,,,,,,,,,,,,1.987884,,,,,,,,,,,,,,0fcff973-6721-4347-8a8e-a487693d30ab,112,,,"[42.5, 63.2]",3835327,1,,,,,-0.70384866,,Left Foot,,,"[65.0, 44.1]",,High Pass,,29.513725,,,Caroline Graham Hansen,10386.0,,,,,,1,From Throw In,Tuva Hansen,276288.0,Right Back,7,England Women's,865,['de78ca5f-84d3-4916-945d-0d9f03f5f36f'],59,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:59.825,Pass,
,,,,,,,,,,,,,,,,,,,0.165626,,,,,,,,,,,,,,cf1bb8bb-b570-402d-8e0a-dee9eeb66258,115,,,"[63.3, 43.2]",3835327,2,,,,,1.7488892,,Right Foot,,,"[62.4, 48.2]",,High Pass,,5.080354,,Incomplete,,,,,,,,1,From Throw In,Caroline Graham Hansen,10386.0,Center Attacking Midfield,7,England Women's,865,"['1d762885-7a9f-48e7-8ee6-bae0e156f1d0', 'ef1c5ff8-e7bb-40ba-a71a-40d3561b5e49']",1,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:01.812,Pass,True
,,,,,,,,,,,,,,,,,,,1.565814,,,,,,,,,,,,,,eafbeda8-4448-4d5b-869e-88a260c64c47,118,,,"[65.2, 9.8]",3835327,2,,,,,2.8801138,,Head,,,"[58.1, 11.7]",,High Pass,,7.34983,,,Rachel Daly,5058.0,,,,,Recovery,1,From Throw In,Lauren Hemp,15555.0,Left Wing,7,England Women's,865,"['292483cc-606b-421f-b52f-798035497d01', '8a46fda1-703a-47c7-abcb-45acfb69b8dc']",5,,,,,,,,,,,,,,,,,,,England Women's,865,00:02:05.342,Pass,True
