50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,00487287-b820-4bf7-af12-19ced104a0c5,1,,,3835322,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15443, 'name': 'Merle Frohms'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 32355, 'name': 'Felicitas Rauch'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 25478, 'name': 'Lena Oberdorf'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Germany Women's,857,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1bbe893a-d322-4e8a-8272-29f50e52af46,2,,,3835322,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 276442, 'name': 'Lene Christensen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 87185, 'name': 'Stine Ballisager Pedersen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 10088, 'name': 'Katrine Veje'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 11}, {'player': {'id': 87195, 'name': 'Janni Thomsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 62712, 'name': 'Sofie Svava'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 23}, {'player': {'id': 10109, 'name': 'Sanne Troelsgaard-Nielsen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 10275, 'name': 'Sofie Junge Pedersen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 87191, 'name': 'Rikke Marie Madsen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 24460, 'name': 'Signe Kallesøe Bruun'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Denmark Women's,853,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,38035dd2-f561-4aca-93b5-555f84ee7229,3,,,3835322,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['98b6fb66-24c6-4fbe-80b7-bae9f908ddcc'],0,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,98b6fb66-24c6-4fbe-80b7-bae9f908ddcc,4,,,3835322,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['38035dd2-f561-4aca-93b5-555f84ee7229'],0,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2cf97e3a-6a44-407b-963d-fc7622a9b8c7,1643,,,3835322,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Germany Women's,857,['a3894e26-5d66-485d-9fd5-f69009f4fe91'],0,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a3894e26-5d66-485d-9fd5-f69009f4fe91,1644,,,3835322,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Germany Women's,857,['2cf97e3a-6a44-407b-963d-fc7622a9b8c7'],0,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.121095,,,,,,,,,,,,,,97706b4f-0c5f-4ef6-bb29-c84df1596808,5,,"[60.0, 40.0]",3835322,0,,,,,-2.9037566,,Right Foot,,,,"[43.5, 36.0]",,Ground Pass,,16.977926,,,,Marina Hegering,25491.0,,,,,,Kick Off,1,From Kick Off,Lina Magull,10259.0,Left Center Midfield,2,Germany Women's,857,['b08d447c-3462-4784-8363-2b9945943ceb'],0,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.729,Pass,
,,,,,,,,,,,,,,,,,1.895204,,,,,,,,,,,,,,744081f0-c7a9-45d2-a1f6-7f6fe320afed,8,,"[43.3, 36.7]",3835322,0,,,,,0.23577212,,Right Foot,,,,"[76.6, 44.7]",,High Pass,,34.247482,,,Incomplete,Lea Schüller,25476.0,,,,,,,1,From Kick Off,Marina Hegering,25491.0,Left Center Back,2,Germany Women's,857,"['2db40c22-0433-4008-84e5-6c3d0d96b5d8', '34580b9c-720e-4a28-8b9a-f2bfdfe3283e']",3,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:03.095,Pass,
,,,,,,,,,,,,,,,,,1.971714,,,,,,,,,,,,,,34580b9c-720e-4a28-8b9a-f2bfdfe3283e,10,,"[43.5, 35.4]",3835322,0,,,,,1.2362442,,Head,,,,"[50.8, 56.4]",,High Pass,,22.232634,,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Sofie Junge Pedersen,10275.0,Left Defensive Midfield,2,Germany Women's,857,"['0b5b1bc0-8e73-46f7-8818-cf0747881f4c', '744081f0-c7a9-45d2-a1f6-7f6fe320afed']",4,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:04.991,Pass,
,,,,,,,,,,,,,,,,,0.369255,,,,,,,,,,,,,,0b5b1bc0-8e73-46f7-8818-cf0747881f4c,11,,"[69.3, 23.7]",3835322,0,,,,,0.94200003,,Left Foot,,,,"[70.9, 25.9]",,Low Pass,,2.720294,,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Felicitas Rauch,32355.0,Left Back,2,Germany Women's,857,"['32b196b5-6f02-4f56-8ace-c9f0a5a0cee2', '34580b9c-720e-4a28-8b9a-f2bfdfe3283e']",6,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:06.962,Pass,
