50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,42ea5af7-872a-4bd8-9794-e6711e29f1f3,1,,,,3835333,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 10418, 'name': 'Eve Perisset'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 10271, 'name': 'Griedge Mbock Bathy Nka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 10117, 'name': 'Sakina Karchaoui'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 25727, 'name': 'Charlotte Bilbault'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 31636, 'name': 'Clara Mateo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 15470, 'name': 'Delphine Cascarino'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 15419, 'name': 'Marie-Antoinette Katoto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",France Women's,861,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,20129f0a-369b-47c6-856d-d3d8be55689d,2,,,,3835333,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 276896, 'name': 'Nicky Evrard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 276908, 'name': 'Jody Vangheluwe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 276906, 'name': 'Sari Kees'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 276897, 'name': 'Laura De Neve'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 10105, 'name': 'Davina Philtjens'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 63308, 'name': 'Justine Vanhaevermaet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 257837, 'name': 'Elena Dhont'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 10103, 'name': 'Tinne De Caigny'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 10100, 'name': 'Janice Cayman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Belgium Women's,854,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,80a6cee8-1fce-45e2-afba-52c8aaf4d3da,3,,,,3835333,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,['10007298-9f80-47bd-b31a-6e074989d1e3'],0,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,10007298-9f80-47bd-b31a-6e074989d1e3,4,,,,3835333,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,['80a6cee8-1fce-45e2-afba-52c8aaf4d3da'],0,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,85ee2f4b-4f48-471f-b105-1175b1b4f291,1921,,,,3835333,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,France Women's,861,['2f88275b-6731-4639-95bf-330c8e05f5be'],0,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2f88275b-6731-4639-95bf-330c8e05f5be,1922,,,,3835333,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,France Women's,861,['85ee2f4b-4f48-471f-b105-1175b1b4f291'],0,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.332496,,,,,,,,,,,,,,,9ddc9481-1f84-41cd-92d1-ea4504bcdcfd,5,,,"[60.0, 40.0]",3835333,0,,,,,-2.9862285,,Left Foot,,,,"[51.7, 38.7]",,Ground Pass,8.401191,,,,Charlotte Bilbault,25727.0,,,,,,Kick Off,1,From Kick Off,Marie-Antoinette Katoto,15419.0,Center Forward,2,France Women's,861,['7fcdf864-e214-4cc0-8b30-052890203593'],0,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.822,Pass,
,,,,,,,,,,,,,,,,,1.983711,,,,,,,,,,,,,,,db28503d-77b7-4e99-986f-395261d3816e,8,,,"[51.1, 42.8]",3835333,0,,,,,0.49821073,,Right Foot,,,,"[94.3, 66.3]",,High Pass,49.178146,,Incomplete,,Kadidiatou Diani,10137.0,,,,,,,1,From Kick Off,Charlotte Bilbault,25727.0,Center Defensive Midfield,2,France Women's,861,"['a2b665bc-574b-483a-9c5a-62d090c4de84', 'c3cbc1ba-2e99-4605-a726-9ff594307ee7']",3,,,,,,,,,,,,,,,,,France Women's,861,00:00:03.643,Pass,
,,,,,,,,,,,,,,,,,1.471719,,,,,,,,,,,,,,,c3cbc1ba-2e99-4605-a726-9ff594307ee7,10,,,"[25.8, 13.8]",3835333,0,,,,,-0.07520039,,Head,,,,"[40.4, 12.7]",,Low Pass,14.641379,,Incomplete,,Janice Cayman,10100.0,,,,,,Recovery,1,From Kick Off,Davina Philtjens,10105.0,Left Back,2,France Women's,861,"['08077074-1045-45ef-988a-fa72c361490c', 'bffe433c-62fa-4ffb-b14c-567a888b2999', 'db28503d-77b7-4e99-986f-395261d3816e']",5,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:05.626,Pass,
,,,,,,,,,,,,,,,,,1.088389,,,,,,,,,,,,,,,ad85c387-c7c5-432d-a920-6d260c606a29,16,,,"[78.3, 80.0]",3835333,0,,,,,-1.5900247,,,,,,"[78.1, 69.6]",,Low Pass,10.401923,,Incomplete,,Onema Grace Geyoro,10272.0,,,,,,Throw-in,1,From Throw In,Eve Perisset,10418.0,Right Back,3,France Women's,861,"['16c7c785-37ec-47cc-9ab2-546e6e309cad', '5b2ae8b3-781d-42fd-b277-30332c13b464']",15,,,,,,,,,,,,,,,,,France Women's,861,00:00:15.118,Pass,
