50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,296adff6-da47-4ca3-bda3-fa5ef55c8e24,1,,,,3844385,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15443, 'name': 'Merle Frohms'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 32355, 'name': 'Felicitas Rauch'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 25478, 'name': 'Lena Oberdorf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Germany Women's,857,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,adf2b5a5-3ad2-440d-b186-71bf0a6d3258,2,,,,3844385,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 46973, 'name': 'Laura Wienroither'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 10241, 'name': 'Carina Wenninger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 7}, {'player': {'id': 43038, 'name': 'Marina Georgieva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 10248, 'name': 'Verena Hanshaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 10240, 'name': 'Sarah Puntigam'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 32341, 'name': 'Julia Hickelsberger Füller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 10236, 'name': 'Sarah Zadrazil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 9}, {'player': {'id': 10242, 'name': 'Laura Feiersinger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 43046, 'name': 'Barbara Dunst'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 10233, 'name': 'Nicole Billa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Austria Women's,859,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,95b68d5e-5cec-452e-bfde-1a4155e04c08,3,,,,3844385,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['a146411e-370f-4b84-ada4-7f1566ee0ed1'],0,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a146411e-370f-4b84-ada4-7f1566ee0ed1,4,,,,3844385,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['95b68d5e-5cec-452e-bfde-1a4155e04c08'],0,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cb03a03b-dac8-4c67-9760-87aa106d0bec,1535,,,,3844385,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,119,Germany Women's,857,['9996a4b1-7376-4ac9-b8d0-6b120aaba750'],0,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9996a4b1-7376-4ac9-b8d0-6b120aaba750,1536,,,,3844385,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,119,Germany Women's,857,['cb03a03b-dac8-4c67-9760-87aa106d0bec'],0,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.882536,,,,,,,,,,,,,65fb5bc0-0ed6-42e0-b551-938cf9bc9bef,5,,,"[61.0, 40.1]",3844385,0,,,,,-2.9221094,,Right Foot,,,,"[48.0, 37.2]",,Ground Pass,,13.319534,,,Sarah Puntigam,10240.0,,,,,Kick Off,1,From Kick Off,Nicole Billa,10233.0,Center Forward,2,Austria Women's,859,['c877c87e-a6cb-47fa-946e-11481a6a974c'],0,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:00.683,Pass,
,,,,,,,,,,,,,,,,,1.598564,,,,,,,,,,,,,63f6ae02-d5b9-46b0-b331-31669179d7f2,8,,,"[45.6, 35.7]",3844385,0,,,,,-2.675494,,Left Foot,,,,"[29.3, 27.5]",,Ground Pass,,18.24637,,,Marina Georgieva,43038.0,,,,,,1,From Kick Off,Sarah Puntigam,10240.0,Center Defensive Midfield,2,Austria Women's,859,['d7e0f903-a16e-405c-be45-5fda793d6c0c'],2,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:02.528,Pass,
,,,,,,,,,,,,,,,,,1.99742,,,,,,,,,,,,,2e3c6a66-0ed9-4066-a00c-d0b68c6af1c6,11,,,"[27.0, 30.8]",3844385,0,,,,,2.3828042,,Right Foot,,,,"[13.5, 43.6]",,Ground Pass,,18.603495,,,Manuela Zinsberger,10237.0,,,,,,1,From Kick Off,Marina Georgieva,43038.0,Left Center Back,2,Austria Women's,859,['12cc404e-a316-4971-8148-9c5b1c6b67b7'],5,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:05.381,Pass,
,,,,,,,,,,,,,,,,,2.668681,,,,,,,,,,,,,7587e385-0b6c-4bdc-af9e-de563c4021f6,15,,,"[14.4, 41.5]",3844385,0,,,,,0.14589475,,Right Foot,,,,"[63.4, 48.7]",,High Pass,,49.526154,,Incomplete,Nicole Billa,10233.0,,,,,,1,From Kick Off,Manuela Zinsberger,10237.0,Goalkeeper,2,Austria Women's,859,"['2d200012-902d-4cf1-8288-faec1f630c49', '5a0f97a7-f15e-4e45-9534-cc3fea3307cf', 'b397198d-80b0-4983-a2de-375609acb698']",7,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:07.419,Pass,True
