ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,69a55845-fdb4-4fdc-939c-26d028f5f5d8,1,,,,3835325,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 10418, 'name': 'Eve Perisset'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 32216, 'name': 'Aïssatou Tounkara'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 10117, 'name': 'Sakina Karchaoui'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 25727, 'name': 'Charlotte Bilbault'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 30971, 'name': 'Sandie Toletti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 15470, 'name': 'Delphine Cascarino'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 15419, 'name': 'Marie-Antoinette Katoto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",France Women's,861,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8435825e-ae53-45f6-9aba-3141f6693723,2,,,,3835325,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 2}, {'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10203, 'name': 'Cristiana Girelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Italy Women's,855,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,74ebe7e1-ad6e-4326-bbda-d6a04117bacd,3,,,,3835325,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,['558e13d9-48b1-48e3-b7ad-7b29f63b324f'],0,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,558e13d9-48b1-48e3-b7ad-7b29f63b324f,4,,,,3835325,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,['74ebe7e1-ad6e-4326-bbda-d6a04117bacd'],0,,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dff584b2-b6d9-4736-8323-3c93d27447bd,1630,,,,3835325,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,93,France Women's,861,['bb7a3dac-85a6-4bb9-af85-f3212d8e41b6'],0,,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bb7a3dac-85a6-4bb9-af85-f3212d8e41b6,1631,,,,3835325,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,93,France Women's,861,['dff584b2-b6d9-4736-8323-3c93d27447bd'],0,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.279999,,,,,,,,,,,,323a40ff-e18f-4231-a16a-dd1392aeab87,5,,,"[60.0, 40.0]",3835325,0,,,,-3.009041,,Right Foot,,,"[48.0, 38.4]",,Ground Pass,,12.106196,,,,,Charlotte Bilbault,25727.0,,,,,,Kick Off,1,From Kick Off,Marie-Antoinette Katoto,15419.0,Center Forward,2,France Women's,861,['78ccee33-1dad-4a8a-be7d-9e9ed44727e7'],0,,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.659,Pass,
,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,d11fe6b4-344a-4c65-9fa3-7f6c6bc47e85,8,,,"[48.0, 41.4]",3835325,0,,,,1.8925469,,Right Foot,,,"[43.3, 55.5]",,Ground Pass,,14.862705,,,,,Eve Perisset,10418.0,,,,,,,1,From Kick Off,Charlotte Bilbault,25727.0,Center Defensive Midfield,2,France Women's,861,['abbf3f97-5468-4aef-bf70-d01911c1d8dd'],2,,,,,,,,,,,,,,,,,,France Women's,861,00:00:02.539,Pass,
,,,,,,,,,,,,,,,,4.603314,,,,,,,,,,,,b3e6ba92-07e9-4371-9eb6-984433a3b1b0,11,,,"[46.5, 64.5]",3835325,0,,,,0.072264515,,Right Foot,,,"[105.9, 68.8]",,High Pass,,59.555435,,,Incomplete,,Kadidiatou Diani,10137.0,,,,,,,1,From Kick Off,Eve Perisset,10418.0,Right Back,2,France Women's,861,"['73dd926d-f77d-4c7b-a3e5-a6d66dcba4c3', 'b22308a7-fd57-41db-814b-7157bd6172c8']",5,,,,,,,,,,,,,,,,,,France Women's,861,00:00:05.099,Pass,
,,,,,,,,,,,,,,,,0.879995,,,,,,,,,,,,335df4f9-1b96-4b24-9c69-9ef8eaabc655,19,,,"[110.0, 69.7]",3835325,0,,,,-2.7131064,,Right Foot,,,"[101.9, 66.0]",,Ground Pass,,8.905055,,,,,Onema Grace Geyoro,10272.0,,,,,,,1,From Kick Off,Kadidiatou Diani,10137.0,Right Wing,2,France Women's,861,['cd51c87d-a9cc-4f9e-8596-739e17f8a3fa'],14,,,,,,,,,,,,,,,,,,France Women's,861,00:00:14.579,Pass,
