50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.629921,,,,,,,,,,,0ba74629-81d5-44fe-a5c7-d7a832423411,13,,,"[31.7, 54.1]",3835329,0,,,,,-1.146235,,Head,,,,"[35.0, 46.8]",High Pass,,8.011242,,,,Eveliina Summanen,191850.0,,,,,,Recovery,1,Regular Play,Essi Sainio,13896.0,Right Midfield,3,WNT Finland,920,"['00467170-3bfb-4e88-9b65-3b3183583282', 'a342462d-2a0f-4970-b444-c96c60c8b612']",8,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:08.700,Pass,
,,,,,,,,,,,,,,,,1.506857,,,,,,,,,,,e4c26f53-11c9-4272-a0b1-ac3e607a8c2c,15,,,"[34.8, 47.5]",3835329,0,,,,,0.81429183,,Head,,,,"[43.2, 56.4]",High Pass,,12.238055,,,Incomplete,Emmi Alanen,13862.0,,,,,,,1,Regular Play,Eveliina Summanen,191850.0,Right Defensive Midfield,3,WNT Finland,920,"['c01b25f7-4243-4e10-8e19-14d0ba31784b', 'e8dd82df-d2c1-4217-93cf-10e19ebc5a32']",9,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:09.330,Pass,
,,,,,,,,,,,,,,,,0.720717,,,,,,,,,,,13ec978f-0609-436b-9f32-17052d18a20c,21,,,"[28.8, 61.8]",3835329,0,,,,,3.0343137,,Left Foot,,,,"[22.3, 62.5]",Ground Pass,,6.537584,,,,Emma Wilhelmina Koivisto,32403.0,,,,,,,1,Regular Play,Essi Sainio,13896.0,Right Midfield,3,WNT Finland,920,"['6c8a144f-4818-4192-96a6-6702c1b6e023', 'a0521b31-f113-4389-a0f5-ff16ac9e0974']",13,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:13.533,Pass,True
,,,,,,,,,,,,,,,,1.255575,,,,,,,,,,,fd907575-904c-4c92-93b3-a67b1f7bf249,23,,,"[22.3, 62.9]",3835329,0,,,,,1.0847644,,Right Foot,,,,"[27.9, 73.5]",Ground Pass,,11.988328,,,,Essi Sainio,13896.0,,,,,,,1,Regular Play,Emma Wilhelmina Koivisto,32403.0,Right Back,3,WNT Finland,920,['21e8fd84-f6d3-4d62-b290-b8559883f89f'],14,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:14.254,Pass,
,,,,,,,,,,,,,,,,1.573993,,,,,,,,,,,eb56cd28-f079-4874-be6d-6ead8ada8af7,26,,,"[27.6, 75.9]",3835329,0,,,,,-0.038197972,,Right Foot,,,,"[43.3, 75.3]",Ground Pass,,15.711461,,,Incomplete,Linda Sällström,13713.0,,,,,,,1,Regular Play,Essi Sainio,13896.0,Right Midfield,3,WNT Finland,920,"['bab1be31-4856-4885-b0e8-462462038847', 'fd9c8639-f2e7-4583-b6ba-03d5e16edd20']",16,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:16.609,Pass,
,,,,,,,,,,,,,,,,1.027355,,,,,,,,,,,c3fdeec1-c7e8-4aa8-a131-e4c82293d797,31,,,"[75.4, 2.0]",3835329,0,,,,,0.56898314,,Right Foot,,,,"[84.0, 7.5]",Ground Pass,,10.20833,,,,Pernille Mosegaard Harder,10108.0,,,,,,,1,Regular Play,Katrine Veje,10088.0,Left Center Back,4,Denmark Women's,853,['8568fbec-b3bb-4992-9ad8-03b6fcf0d46f'],19,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:19.178,Pass,
,,,,,,,,,,,,,,,,1.715944,,,,,,,,,,,eaf1f2f4-9bfb-44ab-8447-dca410b2824d,35,,,"[83.4, 9.3]",3835329,0,,,,,2.031603,,Right Foot,,,,"[76.4, 23.4]",Ground Pass,,15.741982,,,,Sanne Troelsgaard-Nielsen,10109.0,,,,,,,1,Regular Play,Pernille Mosegaard Harder,10108.0,Left Wing,4,Denmark Women's,853,"['82069f94-369b-44ff-af60-b1f3bd6ed1c6', '8b3d766e-5507-4b54-96eb-0ba2835abd55']",20,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:20.909,Pass,True
,,,,,,,,,,,,,,,,1.425123,,,,,,,,,,,a7146b8f-38fc-44ff-949b-552932b59b28,37,,,"[76.5, 24.1]",3835329,0,,,,,-0.40770605,,Right Foot,,,,"[102.2, 13.0]",High Pass,,27.994642,,,,Janni Thomsen,87195.0,,,,,,,1,Regular Play,Sanne Troelsgaard-Nielsen,10109.0,Right Defensive Midfield,4,Denmark Women's,853,['b48faf67-3e75-4480-80a3-0b07749d39fd'],22,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:22.625,Pass,
,,,,,,,,,,,,,,,,1.488092,,,,,,,,,,,1baf583d-6bf7-4ddd-8849-f35956535e87,41,,,"[108.5, 16.0]",3835329,0,,,,,1.2924967,,Left Foot,,,,"[112.1, 28.6]",Ground Pass,,13.1041975,,,Incomplete,Nadia Nadim,4650.0,,,,,,,1,Regular Play,Janni Thomsen,87195.0,Left Wing Back,4,Denmark Women's,853,"['b168340b-3c47-48fe-bca1-355c85ee5b6c', 'cbdb2d9b-3fb5-4188-be29-08ba86c0ac3e']",25,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:25.084,Pass,
,,,,,,,,,,,,,,,,1.728858,,,,,,,,,,,21185838-14a4-4cd7-8220-8508f596ed34,46,,,"[85.3, 13.7]",3835329,0,,,,,-1.7825278,,Right Foot,,,,"[83.0, 3.0]",Ground Pass,,10.944405,,,,Katrine Veje,10088.0,,,,,,,1,Regular Play,Sofie Junge Pedersen,10275.0,Left Defensive Midfield,4,Denmark Women's,853,['008340bd-669a-43bb-9a88-c1e958ec0d75'],29,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:29.747,Pass,
,,,,,,,,,,,,,,,,0.70805,,,,,,,,,,,ad05b7a7-8ceb-4438-b2ca-5d4b91f4ba62,50,,,"[84.7, 2.0]",3835329,0,,,,,0.7561667,,Left Foot,,,,"[93.5, 10.3]",Ground Pass,,12.096694,,,,Pernille Mosegaard Harder,10108.0,,,,,,,1,Regular Play,Katrine Veje,10088.0,Left Center Back,4,Denmark Women's,853,['f85bd9d2-89fd-4fae-a564-d730dd0563e5'],33,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:33.718,Pass,
,,,,,,,,,,,,,,,,0.84749,,,,,,,,,,,6f9d7911-4ec1-4065-a422-62a9006bbae9,54,,,"[12.8, 58.7]",3835329,0,,,,,-0.1454621,,Right Foot,,,,"[28.5, 56.4]",Ground Pass,,15.867577,,,,Eveliina Summanen,191850.0,,,,,,Recovery,1,Regular Play,Anna Åsa Olivia Westerlund,13860.0,Right Center Back,5,WNT Finland,920,['e76e774f-51ec-4ace-8858-f76ff8b0b81c'],36,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:36.901,Pass,
,,,,,,,,,,,,,,,,1.466397,,,,,,,,,,,99cbcc40-b537-42ee-87f7-b161dc6d3f94,57,,,"[35.4, 65.3]",3835329,0,,,,,0.6435011,,Right Foot,,,,"[49.8, 76.1]",Ground Pass,,18.0,,,,Essi Sainio,13896.0,,,,,,,1,Regular Play,Eveliina Summanen,191850.0,Right Defensive Midfield,5,WNT Finland,920,['3ce1b762-95e8-4fa1-b9b1-feaaeaf2109f'],40,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:40.510,Pass,
,,,,,,,,,,,,,,,,3.463211,,,,,,,,,,,1f752097-09a2-4316-ab67-edfbf3d0d2ed,60,,,"[56.0, 76.6]",3835329,0,,,,,-0.44469252,,Right Foot,,,,"[98.6, 56.3]",High Pass,,47.18951,,,Incomplete,Linda Sällström,13713.0,,,,,,,1,Regular Play,Essi Sainio,13896.0,Right Midfield,5,WNT Finland,920,"['7af7a2c9-07ad-42e3-b6bf-67b7a79ee6d4', '8b4ef86a-353a-48ea-85b6-7dc15c8affb2']",43,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:43.431,Pass,
,,,,,,,,,,,,,,,,2.249626,,,,,,,,,,,38a35343-682c-4913-8abd-248ac784487f,64,,,"[20.5, 26.0]",3835329,0,,,,,2.344612,,Right Foot,,,,"[7.7, 39.1]",Ground Pass,,18.315294,,,,Lene Christensen,276442.0,,,,,,,1,Regular Play,Stine Ballisager Pedersen,87185.0,Center Back,5,WNT Finland,920,['4c6f713f-dc87-4698-b062-de49f73702c7'],47,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:47.256,Pass,
,,,,,,,,,,,,,,,,3.119342,,,,,,,,,,,0d88707b-93f0-4643-98d5-013f2803cc29,67,,,"[6.1, 39.4]",3835329,0,,,,,-0.16938268,,Right Foot,,,,"[48.2, 32.2]",High Pass,,42.71124,,,Incomplete,Signe Kallesøe Bruun,24460.0,,,,,,,1,Regular Play,Lene Christensen,276442.0,Goalkeeper,5,WNT Finland,920,"['07c31c6f-60d3-43c8-9fd9-96d803692caa', '1a02af81-555f-48ad-abbb-ad07fb6d91c8', '477eb172-4106-4128-afaa-1a813a76d092']",49,,,,,,,,,,,,,,,,,Denmark Women's,853,00:00:49.506,Pass,True
,,,,,,,,,,,,,,,,2.093891,,,,,,,,,,,1a02af81-555f-48ad-abbb-ad07fb6d91c8,69,,,"[71.9, 47.9]",3835329,0,,,,,1.1270137,,Head,,,,"[77.7, 60.1]",Low Pass,,13.508515,,,,Essi Sainio,13896.0,,,,,,Recovery,1,Regular Play,Emmi Alanen,13862.0,Left Defensive Midfield,5,WNT Finland,920,"['0bd4a77e-66c9-42fb-9edc-39c989d5066c', '0d88707b-93f0-4643-98d5-013f2803cc29']",52,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:52.625,Pass,
,,,,,,,,,,,,,,,,1.919093,,,,,,,,,,,b48aa453-9cbe-4214-8a81-173e924180a1,72,,,"[86.0, 54.6]",3835329,0,,,,,-0.7543201,,Right Foot,,,,"[105.9, 35.9]",High Pass,,27.307508,,,,Sanni Maija Franssi,32232.0,,,,,,,1,Regular Play,Essi Sainio,13896.0,Right Midfield,5,WNT Finland,920,['aca7b34b-c065-4552-aa2e-433ede8ac34e'],56,,,,,,,,,,,,,,,,,WNT Finland,920,00:00:56.501,Pass,
,,,,,,,,,,,,,,,,0.311678,,,,,,,,,,,ffaac7eb-bbe1-4897-a3cc-ebc547b19392,82,,,"[116.1, 15.8]",3835329,1,,,,,2.55359,,Right Foot,,,,"[114.0, 17.2]",Ground Pass,,2.523886,,,Incomplete,Ria Öling,225383.0,,,,,,,1,Regular Play,Sanni Maija Franssi,32232.0,Right Center Forward,5,WNT Finland,920,"['1f95d363-fefc-470d-b493-0a6f5155b049', '933c3976-4099-439f-908b-88b545d90ffa']",3,,,,,,,,,,,,,,,,,WNT Finland,920,00:01:03.634,Pass,
,,,,,,,,,,,,,,,,0.853181,,,,,,,,,,,4ab5db40-4617-47f9-807b-d1a17169b9e3,86,,,"[10.1, 63.4]",3835329,1,,,,,0.36035797,,Right Foot,,,,"[23.9, 68.6]",Ground Pass,,14.747203,,,,Nadia Nadim,4650.0,,,,,,,1,Regular Play,Rikke Læntver Sevecke,15789.0,Right Center Back,5,WNT Finland,920,['b7c5b0cb-66b1-48ae-8785-b76dd9720284'],5,,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:05.087,Pass,
,,,,,,,,,,,,,,,,1.536014,,,,,,,,,,,2f3cade3-7c81-4a04-a9e9-ec6cce035646,92,,,"[77.4, 0.1]",3835329,1,,,,,0.21809654,,,,,,"[95.9, 4.2]",High Pass,,18.94888,,,Incomplete,Sanni Maija Franssi,32232.0,,,,,,Throw-in,1,From Throw In,Elli Pikkujämsä,225161.0,Left Back,6,WNT Finland,920,"['802da525-37d8-49bd-8f93-473443861d5d', 'f02ea7de-ce97-4b4e-a4aa-67cfe41c1e4d']",12,,,,,,,,,,,,,,,,,WNT Finland,920,00:01:12.541,Pass,
,,,,,,,,,,,,,,,,1.798932,,,,,,,,,,,0322b27b-c992-494b-9347-ca32efb9c70c,95,,,"[99.2, 0.1]",3835329,1,,,,,0.96963656,,,,,,"[114.7, 22.7]",High Pass,,27.404562,,,,Sanni Maija Franssi,32232.0,,,,,,Throw-in,1,From Throw In,Elli Pikkujämsä,225161.0,Left Back,7,WNT Finland,920,['54270909-84e9-4302-b0e7-169c47b604e7'],26,,,,,,,,,,,,,,,,,WNT Finland,920,00:01:26.676,Pass,
,,,,,,,,,,,,,,,,0.260251,,,,,,,,,,,096dc1b9-bcbb-47ae-bf94-58e0c87be8e3,99,,,"[115.5, 24.9]",3835329,1,,,,,-2.8387077,,Right Foot,,True,,"[112.3, 23.9]",Ground Pass,,3.3526108,,,Incomplete,Emmi Alanen,13862.0,,,,,,,1,From Throw In,Sanni Maija Franssi,32232.0,Right Center Forward,7,WNT Finland,920,"['364c2ef9-8562-49e3-a807-5195a3a6bbce', 'ba1d4a23-3d88-42a0-9658-f699d3edbc8a', 'eeff309c-9ed0-49ae-b27c-f5bf36a379f6']",30,,,,,,,,,,,,,,,,,WNT Finland,920,00:01:30.034,Pass,True
,,,,,,,,,,,,,,,,1.170116,,,,,,,,,,,97051398-2714-4cc1-93e4-466dac98be16,105,,,"[3.9, 70.3]",3835329,1,,,,,0.44698247,,Right Foot,,,,"[16.0, 76.1]",Low Pass,,13.418271,,,Incomplete,Nadia Nadim,4650.0,,,,,,,1,From Throw In,Sanne Troelsgaard-Nielsen,10109.0,Right Defensive Midfield,7,WNT Finland,920,"['8d736457-3e80-48e1-a07b-95325fe4de64', 'f0577b29-4fc2-4b83-9a82-cc6ebfe71c2b']",33,,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:33.761,Pass,
,,,,,,,,,,,,,,,,1.772109,,,,,,,,,,,d3cb28d0-a62c-4e54-bbf2-ff2b2f7040bb,109,,,"[91.7, 4.8]",3835329,1,,,,,2.2425919,502fe0a6-9c7e-4592-9ed8-ba6dedac48e3,Right Foot,,,,"[85.1, 13.1]",Ground Pass,,10.604244,,,,Natalia Kuikka,13865.0,True,,,,,,1,From Throw In,Elli Pikkujämsä,225161.0,Left Back,7,WNT Finland,920,['d8f8c2e3-5399-458d-9f9a-8d6d6f98c83b'],36,,,,,,,,,,,,,,,,,WNT Finland,920,00:01:36.197,Pass,
,,,,,,,,,,,,,,,,1.413112,,,,,,,,,,,7a3e35fd-ddb5-43f2-9106-5be2ff627148,114,,,"[6.0, 44.0]",3835329,1,,True,,,0.12750956,,Right Foot,,,,"[21.6, 46.0]",Ground Pass,,15.727683,,,,Stine Ballisager Pedersen,87185.0,,,,,,Goal Kick,1,From Goal Kick,Lene Christensen,276442.0,Goalkeeper,8,Denmark Women's,853,['af8bf412-f8c2-44af-991c-f3cbb1f5ec07'],55,,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:55.063,Pass,
,,,,,,,,,,,,,,,,1.779691,,,,,,,,,,,cd87e4a3-5f31-4552-99f8-99007939bed0,116,,,"[22.3, 47.8]",3835329,1,,,,,1.1980504,,Left Foot,,,,"[28.4, 63.4]",Ground Pass,,16.750223,,,,Rikke Læntver Sevecke,15789.0,,,,,,,1,From Goal Kick,Stine Ballisager Pedersen,87185.0,Center Back,8,Denmark Women's,853,['fe525436-1454-4121-87a1-a3daa9362a82'],58,,,,,,,,,,,,,,,,,Denmark Women's,853,00:01:58.783,Pass,
,,,,,,,,,,,,,,,,1.329575,,,,,,,,,,,63e62c83-bf8d-44ba-af9d-069d8f57b5ef,118,,,"[28.4, 63.4]",3835329,2,,,,,-2.0044801,,Right Foot,,,,"[21.5, 48.5]",Ground Pass,,16.420109,,,,Stine Ballisager Pedersen,87185.0,,,,,,,1,From Goal Kick,Rikke Læntver Sevecke,15789.0,Right Center Back,8,Denmark Women's,853,['19d787bc-9504-4832-b203-fc421d129b18'],0,,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:00.562,Pass,
,,,,,,,,,,,,,,,,1.591397,,,,,,,,,,,8d607e50-47af-4cdb-afd0-8417511e57ab,121,,,"[27.6, 44.6]",3835329,2,,,,,-1.2272264,,Right Foot,,,,"[35.9, 21.4]",Ground Pass,,24.640009,,,,Katrine Veje,10088.0,,,,,,,1,From Goal Kick,Stine Ballisager Pedersen,87185.0,Center Back,8,Denmark Women's,853,['3e46f144-4920-43a9-94a1-0dba2f3ec534'],3,,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:03.233,Pass,
,,,,,,,,,,,,,,,,0.846416,,,,,,,,,,,0eca61d6-d228-4663-b6a6-5a253368783d,124,,,"[48.2, 17.6]",3835329,2,,,,,1.3998202,,Left Foot,,,,"[50.6, 31.5]",Ground Pass,,14.105673,,,,Sofie Junge Pedersen,10275.0,,,,,,,1,From Goal Kick,Katrine Veje,10088.0,Left Center Back,8,Denmark Women's,853,['7f3837b7-9dbf-43b3-a24f-d819056d27d5'],6,,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:06.893,Pass,
,,,,,,,,,,,,,,,,1.391423,,,,,,,,,,,103a4d1e-1a87-4c82-bda6-8f2d76cd0996,126,,,"[50.3, 31.5]",3835329,2,,,,,-2.9291606,,Right Foot,,,,"[35.0, 28.2]",Ground Pass,,15.651837,,,,Stine Ballisager Pedersen,87185.0,,,,,,,1,From Goal Kick,Sofie Junge Pedersen,10275.0,Left Defensive Midfield,8,Denmark Women's,853,['8f857659-5f39-4462-a03f-9a45679501aa'],7,,,,,,,,,,,,,,,,,Denmark Women's,853,00:02:07.739,Pass,
