50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.287569,,,,,,,,,,,,,913cfc05-f23f-43c5-a88f-141a5045ebca,18,,,"[10.3, 27.1]",3835331,0,,,,,-1.4382448,,Left Foot,,,"[12.9, 7.6]",,Ground Pass,,19.67257,,,Luana Bühler,46972.0,,,,,,1,From Kick Off,Gaëlle Thalmann,10400.0,Goalkeeper,2,Switzerland Women's,860,['1d755904-4eb7-49a6-b862-e7549bcf8493'],13,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:13.397,Pass,
,,,,,,,,,,,,,,,,,,,0.982458,,,,,,,,,,,,,798c4d39-e162-4347-b7c0-81d1202db174,22,,,"[14.0, 4.6]",3835331,0,,,,,-0.12119794,,Left Foot,,,"[29.6, 2.7]",,Ground Pass,,15.71528,,,Eseosa Aigbogun,10407.0,,,,,,1,From Kick Off,Luana Bühler,46972.0,Left Center Back,2,Switzerland Women's,860,"['9c79ae6a-b9ec-488c-abb6-806e2dd27f62', 'dddc8ea4-f8d4-4633-8c10-821f34246f6c']",16,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:16.303,Pass,True
,,,,,,,,,,,,,,,,,,,0.107521,,,,,,,,,,,,,a4b7134d-2f6c-455e-a0a6-5832b6705734,26,,,"[31.7, 2.5]",3835331,0,,,,,0.06241881,,Right Foot,,,"[34.9, 2.7]",,Ground Pass,,3.206244,Incomplete,,Géraldine Reuteler,10419.0,,,,,,1,From Kick Off,Eseosa Aigbogun,10407.0,Left Back,2,Switzerland Women's,860,"['3b21c461-7c2c-4182-a9f4-fea446329a09', 'df659a7f-71a9-4bf0-8aa9-7bfe01a81ddf', 'f2c7830c-a337-4622-95f3-2d27b137d994']",17,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:17.648,Pass,True
,,,,,,,,,,,,,,,,,,,1.178989,,,,,,,,,,,,,04c7a1a5-83f9-4271-8b61-031ddf5dd741,29,,,"[27.8, 0.1]",3835331,0,,,,,0.15002696,,,,,"[45.0, 2.7]",,High Pass,,17.395401,Incomplete,,Ramona Bachmann,4659.0,,,,,Throw-in,1,From Throw In,Eseosa Aigbogun,10407.0,Left Back,3,Switzerland Women's,860,"['a5c34373-8d8b-4a6a-bf20-1dd82d712e45', 'd0a1a794-0d55-430a-80cf-c1c21e648585']",22,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:22.489,Pass,
,,,,,,,,,,,,,,,,,,,1.473238,,,,,,,,,,,,,d0a1a794-0d55-430a-80cf-c1c21e648585,31,,,"[75.1, 77.4]",3835331,0,,,,,-0.31051508,,Right Foot,,,"[88.5, 73.1]",,Ground Pass,,14.073024,,,Kosovare Asllani,10220.0,,,,,Interception,1,From Throw In,Hanna Erica Maria Glas,24693.0,Right Back,3,Switzerland Women's,860,"['04c7a1a5-83f9-4271-8b61-031ddf5dd741', '0543279d-8f72-42dd-9277-29c21f07cec1']",23,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:23.668,Pass,
,,,,,,,,,,,,,,,,,,,0.506999,,,,,,,,,,,,,26aacc2b-e3a3-4313-8a46-bb7c31f465da,39,,,"[37.0, 3.2]",3835331,0,,,,,-2.6779451,,Right Foot,,,"[32.4, 0.9]",,Ground Pass,,5.1429563,Incomplete,,Eseosa Aigbogun,10407.0,,,,,,1,From Throw In,Géraldine Reuteler,10419.0,Left Midfield,3,Switzerland Women's,860,"['1cf033d9-f1a5-4fb4-9bf0-9d16176d9a27', '282d5d43-44c3-4366-9edb-026b9a9370d7']",27,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:27.863,Pass,
,,,,,,,,,,,,,,,,,,,0.046205,,,,,,,,,,,,,84b380f8-9cc7-4967-820a-45bde2216a94,43,,,"[81.9, 80.0]",3835331,0,,,,,-0.5191461,,Right Foot,,,"[85.4, 78.0]",,Ground Pass,,4.031129,Incomplete,,,,,,,,Recovery,1,From Throw In,Hanna Erica Maria Glas,24693.0,Right Back,3,Switzerland Women's,860,['43ecc5a0-5c65-4145-8ba0-37d3b32d6aae'],29,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:29.447,Pass,
,,,,,,,,,,,,,,,,,,,1.497739,,,,,,,,,,,,,8b51d50e-51e9-4b91-a184-d03e6a4c794b,45,,,"[88.5, 80.0]",3835331,0,,,,,-0.25627053,,,,,"[107.2, 75.1]",,High Pass,,19.331322,,,Kosovare Asllani,10220.0,,,,,Throw-in,1,From Throw In,Hanna Erica Maria Glas,24693.0,Right Back,4,Sweden Women's,858,['9f1e5ad5-0092-40dc-9817-df43ff2bbb36'],47,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:47.690,Pass,
,,,,,,,,,,,,,,,,,,,0.684302,,,,,,,,,,,,,4b7a4209-2f57-4eec-8060-5e4cb1c0ea1c,54,,,"[15.9, 7.8]",3835331,0,,,,,-1.3521274,,Right Foot,,,"[16.5, 5.1]",,Ground Pass,,2.7658634,,,Géraldine Reuteler,10419.0,,,,,,1,From Throw In,Coumba Sow,31630.0,Center Attacking Midfield,4,Sweden Women's,858,"['7accc579-eb7f-4f80-bf56-f6b41c708fd9', 'cc618b2b-b4cf-4461-b967-b6f8be42cf8b']",51,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:51.341,Pass,True
,,,,,,,,,,,,,,,,,,,0.058274,,,,,,,,,,,,,faa67d8f-94bd-4dc3-b9f9-930e717a6412,58,,,"[20.0, 1.2]",3835331,0,,,,,-0.06241881,,Left Foot,,,"[23.2, 1.0]",,Ground Pass,,3.206244,Incomplete,,,,,,,,,1,From Throw In,Géraldine Reuteler,10419.0,Left Midfield,4,Sweden Women's,858,['8ee32089-269e-408f-850e-ebe70b2c6570'],53,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:00:53.315,Pass,
,,,,,,,,,,,,,,,,,,,1.090857,,,,,,,,,,,,,eedb1339-c35c-4e6b-be19-2f84f601c70c,60,,,"[32.6, 0.1]",3835331,1,,,,,0.31290123,,,,,"[42.8, 3.4]",,High Pass,,10.720541,Incomplete,,Sandy Mändly,63073.0,,,,,Throw-in,1,From Throw In,Eseosa Aigbogun,10407.0,Left Back,5,Switzerland Women's,860,"['3f5fd759-66dd-4c79-b38f-7b1dcd90876e', 'f39c3cf3-1b1e-4153-99dd-4ac5099a944a']",9,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:09.379,Pass,
,,,,,,,,,,,,,,,,,,,0.693185,,,,,,,,,,,,,3f5fd759-66dd-4c79-b38f-7b1dcd90876e,62,,,"[77.3, 76.7]",3835331,1,,,,,0.33929262,,Head,,,"[82.4, 78.5]",,High Pass,,5.408327,,,Lina Mona Andréa Hurtig,25697.0,,,,,Interception,1,From Throw In,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,5,Switzerland Women's,860,"['9cee2dae-fce9-4f0c-a5b0-5de2f403e2cf', 'eedb1339-c35c-4e6b-be19-2f84f601c70c']",10,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:10.470,Pass,
,,,,,,,,,,,,,,,,,,,1.264928,,,,,,,,,,,,,6b38c254-d115-4cae-893a-319659a53b5d,64,,,"[83.5, 78.2]",3835331,1,,,,,-0.776995,,Head,,,"[89.5, 72.3]",,High Pass,,8.414867,Incomplete,,Emma Stina Blackstenius,10229.0,,,,,,1,From Throw In,Lina Mona Andréa Hurtig,25697.0,Right Wing,5,Switzerland Women's,860,"['458914c6-de30-4907-80f6-133e3351f550', 'c7029b86-d181-4693-8d73-382bf7895692']",11,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:11.163,Pass,
,,,,,,,,,,,,True,,,,,,,1.485469,,,,,,,,,,,,,c7029b86-d181-4693-8d73-382bf7895692,66,,,"[30.6, 7.8]",3835331,1,,,,,0.5467888,,Head,,,"[39.8, 13.4]",,High Pass,,10.770329,,,Sandy Mändly,63073.0,,,,,Interception,1,From Throw In,Lia Wälti,10405.0,Left Defensive Midfield,5,Switzerland Women's,860,"['6b38c254-d115-4cae-893a-319659a53b5d', 'a63d80f1-4f25-4376-a7b8-15bab1c967cf']",12,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:12.428,Pass,
,,,,,,,,,,,,,,,,,,,1.898084,,,,,,,,,,,,,1d805d27-20d3-493f-b653-74a868d455ea,68,,,"[40.1, 12.3]",3835331,1,,,,,0.82537687,,Head,,,"[43.7, 16.2]",,High Pass,,5.307542,Incomplete,,,,,,,,,1,From Throw In,Sandy Mändly,63073.0,Right Defensive Midfield,5,Switzerland Women's,860,['622c364a-c5de-4b60-9342-6f11a31272fd'],13,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:13.913,Pass,
,,,,,,,,,,,,,,,,,,,3.040502,,,,,,,,,,,,,622c364a-c5de-4b60-9342-6f11a31272fd,69,,,"[76.4, 63.9]",3835331,1,,,,,-1.4214158,,Right Foot,,,"[80.9, 34.0]",,High Pass,,30.236732,Incomplete,,Fridolina Rolfö,10215.0,,,,,Recovery,1,From Throw In,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,5,Switzerland Women's,860,"['1d805d27-20d3-493f-b653-74a868d455ea', '433d8758-4af3-4170-8f5e-f3151ab0242f', 'e072bef9-c08e-4d58-a2ad-e3273176e948']",15,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:15.811,Pass,
,,,,,,,,,,,,,,,,,,,3.844193,,,,,,,,,,,,,e072bef9-c08e-4d58-a2ad-e3273176e948,71,,,"[39.2, 46.1]",3835331,1,,,,,0.768593,,Right Foot,,,"[63.4, 69.5]",,High Pass,,33.663036,Incomplete,,Sandy Mändly,63073.0,,,,,Recovery,1,From Throw In,Noelle Maritz,10404.0,Right Back,5,Switzerland Women's,860,"['622c364a-c5de-4b60-9342-6f11a31272fd', '72f3ef0c-c245-4d12-b2f9-4af8d48e96a1', 'da03fb38-c7bb-486f-bd6a-a41ffa1597af']",18,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:18.852,Pass,
,,,,,,,,,,,,,,,,,,,1.911262,,,,,,,,,,,,,15f496dd-4b65-4e47-98ca-cdd09b5b62fd,76,,,"[50.7, 7.2]",3835331,1,,,,,0.39865792,,Left Foot,,,"[83.7, 21.1]",,High Pass,,35.80796,Incomplete,,Emma Stina Blackstenius,10229.0,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Back,5,Switzerland Women's,860,"['5ac70298-34bd-4cd2-ada6-4ab94e183b5d', 'ee114a1f-1f8c-4688-bac9-7fc5b896c29d', 'efcf82e7-8d1f-40a6-9fb9-f1048aee3fce']",23,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:23.468,Pass,True
,,,,,,,,,,,,True,,,,,,,1.836286,,,,,,,,,,,,,ee114a1f-1f8c-4688-bac9-7fc5b896c29d,78,,,"[36.4, 59.0]",3835331,1,,,,,0.39345065,,Right Foot,,,"[52.3, 65.6]",,Low Pass,,17.2154,,,Ana-Maria Crnogorčević,10408.0,,,,,Interception,1,From Throw In,Viola Calligaris,10417.0,Right Center Back,5,Switzerland Women's,860,"['15f496dd-4b65-4e47-98ca-cdd09b5b62fd', 'a49030db-5f8f-42fe-b7cd-3fe7fb9dc796']",25,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:25.379,Pass,
,,,,,,,,,,,,,,,,,,,0.83335,,,,,,,,,,,,,f7caea87-2225-4f97-bc03-1184e63d0e24,81,,,"[52.7, 68.6]",3835331,1,,,,,3.1415927,,Right Foot,,,"[42.2, 68.6]",,Ground Pass,,10.5,,,Noelle Maritz,10404.0,,,,,,1,From Throw In,Ana-Maria Crnogorčević,10408.0,Right Midfield,5,Switzerland Women's,860,['5e7e0bdd-9d2d-4207-8fa4-2ac02198bc41'],29,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:29.110,Pass,
,,,,,,,,,,,,,,,,,,,1.100976,,,,,,,,,,,,,64ef1de8-a671-4784-a1f0-ca8af8eb355c,84,,,"[42.4, 68.6]",3835331,1,,,,,-1.6096117,,Right Foot,,,"[42.0, 58.3]",,Ground Pass,,10.307764,,,Lia Wälti,10405.0,,,,,,1,From Throw In,Noelle Maritz,10404.0,Right Back,5,Switzerland Women's,860,['2dee46c1-3038-449a-9d66-7909068b62db'],30,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:30.714,Pass,
,,,,,,,,,,,,,,,,,,,1.419449,,,,,,,,,,,,,09e6a8ae-f14c-4576-b1c7-abec6862f190,87,,,"[42.4, 54.7]",3835331,1,,,,,-2.1829488,,Right Foot,,,"[25.9, 31.2]",,Ground Pass,,28.714108,,,Luana Bühler,46972.0,,,,,,1,From Throw In,Lia Wälti,10405.0,Left Defensive Midfield,5,Switzerland Women's,860,['b1b679c7-44a6-4e70-99ab-220f311491d8'],33,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:33.065,Pass,
,,,,,,,,,,,,,,,,,,,1.312984,,,,,,,,,,,,,bc27690f-1a10-4834-aa71-1546e0459c10,90,,,"[28.9, 28.6]",3835331,1,,,,,-0.99302876,,Right Foot,,,"[43.7, 5.9]",,Ground Pass,,27.098524,,,Eseosa Aigbogun,10407.0,,,,,,1,From Throw In,Luana Bühler,46972.0,Left Center Back,5,Switzerland Women's,860,['ebf6703a-6ae9-41f4-bb27-ed962ae5563e'],36,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:36.016,Pass,
,,,,,,,,,,,,,,,,,,,0.781875,,,,,,,,,,,,,2cf138f0-e814-4695-bb1a-69cfaadea746,93,,,"[43.3, 6.1]",3835331,1,,,,,0.16202857,,Right Foot,,,"[53.7, 7.8]",,Ground Pass,,10.538027,,,Géraldine Reuteler,10419.0,,,,,,1,From Throw In,Eseosa Aigbogun,10407.0,Left Back,5,Switzerland Women's,860,['60a5cee4-896d-4fef-b846-9b19e1238fcd'],38,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:38.284,Pass,
,,,,,,,,,,,,,,,,,,,0.564611,,,,,,,,,,,,,3cf16d9d-7c12-4f83-8887-b6ad1e16ccc9,97,,,"[51.2, 6.8]",3835331,1,,,,,-1.9064349,,Right Foot,,,"[49.7, 2.5]",,Ground Pass,,4.554119,Incomplete,,Eseosa Aigbogun,10407.0,,,,,,1,From Throw In,Géraldine Reuteler,10419.0,Left Midfield,5,Switzerland Women's,860,"['82f5b10e-407c-4757-9252-71646700698b', '92a788aa-0775-432c-a73a-93814a573f5b', 'a5c42f43-093b-4dc3-8dbd-421bacd48887']",39,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:01:39.774,Pass,True
,,,,,,,,,,,,,,,,,,,1.165695,,,,,,,,,,,,,05b794e4-8daa-4911-9e07-ff5c51ccee17,104,,,"[65.3, 80.0]",3835331,2,,,,,-0.17236167,,,,,"[90.0, 75.7]",,High Pass,,25.071497,,,Lina Mona Andréa Hurtig,25697.0,,,,,Throw-in,1,From Throw In,Hanna Erica Maria Glas,24693.0,Right Back,7,Sweden Women's,858,['c9ee33f7-df36-4596-bae6-3ab94f6b1de9'],3,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:03.611,Pass,
,,,,,,,,,,,,,,,,,,,0.574082,,,,,,,,,,,,,29c35c36-e957-4b53-a77e-aa0ee6e9a8cb,106,,,"[90.0, 76.3]",3835331,2,,,,,-0.6273082,,Head,,,"[94.0, 73.4]",,Low Pass,,4.9406476,Incomplete,,Emma Stina Blackstenius,10229.0,,,,,,1,From Throw In,Lina Mona Andréa Hurtig,25697.0,Right Wing,7,Sweden Women's,858,"['4248636d-e856-4ec1-b0b3-6a589fcf7459', 'dbfc4545-99af-4411-a3b3-7b2d1b798179']",4,,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:04.853,Pass,
,,,,,,,,,,,,,,,,,,,0.264086,,,,,,,,,,,,,fb3b91da-4630-4021-84d9-918f3ef86619,113,,,"[27.8, 13.8]",3835331,2,,,,,1.7681919,,Right Foot,,,"[26.7, 19.3]",,Ground Pass,,5.6089215,,,Eseosa Aigbogun,10407.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Left Defensive Midfield,8,Switzerland Women's,860,"['545e4b2a-bcfb-4108-847c-174bc80158d9', '54985b2f-edfc-45c9-86b4-2e1fdc7b1f74']",8,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:08.453,Pass,True
,,,,,,,,,,,,,,,,,,,1.324906,,,,,,,,,,,,,7a25a422-3bb0-48a3-99da-0adca4ebbf9b,116,,,"[36.4, 13.6]",3835331,2,,,,,-1.7255132,,Right Foot,,,"[34.7, 2.7]",,Ground Pass,,11.031773,,,Géraldine Reuteler,10419.0,,,,,,1,Regular Play,Eseosa Aigbogun,10407.0,Left Back,8,Switzerland Women's,860,['fadf7c74-e301-4a6e-97dd-e877caa1cdcc'],10,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:10.333,Pass,
,,,,,,,,,,,,,,,,,,,1.633991,,,,,,,,,,,,,eb59ac68-8b12-4b16-b2c3-5639c3643f40,118,,,"[35.3, 1.2]",3835331,2,,,,,0.047583103,,Left Foot,,,"[54.2, 2.1]",,Ground Pass,,18.921417,,,Ramona Bachmann,4659.0,,,,,,1,Regular Play,Géraldine Reuteler,10419.0,Left Midfield,8,Switzerland Women's,860,['857190b1-b025-4534-b9d0-5b4153eef423'],11,,,,,,,,,,,,,,,,,,,Switzerland Women's,860,00:02:11.658,Pass,
