ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3b84e346-dde2-4bd8-8f10-37b7686672eb,1,,,3844386,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26092, 'name': 'Amanda Ilestedt'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 10230, 'name': 'Linda Brigitta Sembrant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 21023, 'name': 'Amanda Nildén'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 62666, 'name': 'Ingrid Filippa Angeldal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 26093, 'name': 'Gun Nathalie Björn'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 62710, 'name': 'Johanna Rytting-Kaneryd'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 10229, 'name': 'Emma Stina Blackstenius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Sweden Women's,858,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,69e67803-bb55-4c96-856f-edb9f772991a,2,,,3844386,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 276896, 'name': 'Nicky Evrard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10388, 'name': 'Laura Deloose'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 276906, 'name': 'Sari Kees'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 276897, 'name': 'Laura De Neve'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 10105, 'name': 'Davina Philtjens'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 63308, 'name': 'Justine Vanhaevermaet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 10100, 'name': 'Janice Cayman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 276903, 'name': 'Marie Minnaert'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 10103, 'name': 'Tinne De Caigny'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Belgium Women's,854,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1dd82df2-7e9a-4cfa-8d9f-8f89f075d3ef,3,,,3844386,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,['2833c3fa-68cd-46a6-bdab-1f72fc06e503'],0,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2833c3fa-68cd-46a6-bdab-1f72fc06e503,4,,,3844386,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,['1dd82df2-7e9a-4cfa-8d9f-8f89f075d3ef'],0,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,190ae086-5947-4114-b5d5-82468b35b556,1556,,,3844386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Belgium Women's,854,['6739eb08-80ff-44c5-94c7-11e7cbc9110e'],0,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6739eb08-80ff-44c5-94c7-11e7cbc9110e,1557,,,3844386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Belgium Women's,854,['190ae086-5947-4114-b5d5-82468b35b556'],0,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.196569,,,,,,,,,,,,33c10ae3-1cfc-435c-99da-c574cdd9e847,5,,"[60.0, 40.0]",3844386,0,,,,,3.1236305,,Right Foot,,,,"[43.3, 40.3]",Ground Pass,,16.702694,,,,Linda Brigitta Sembrant,10230.0,,,,,,Kick Off,1,From Kick Off,Kosovare Asllani,10220.0,Center Attacking Midfield,2,Sweden Women's,858,['7db1505d-6a82-4897-9457-9b4f26545b94'],0,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.284,Pass,
,,,,,,,,,,,,,,,,2.372689,,,,,,,,,,,,c462e6d1-d089-4e66-b88c-e16439a80470,8,,"[46.0, 43.2]",3844386,0,,,,,-0.63220674,,Right Foot,,,,"[86.0, 13.9]",High Pass,,49.583164,,Incomplete,,Fridolina Rolfö,10215.0,,,,,,,1,From Kick Off,Linda Brigitta Sembrant,10230.0,Right Center Back,2,Sweden Women's,858,"['0007ba13-07db-4ce3-842c-4eaf9f3a3247', 'af8ef42f-031d-46e6-9b2f-7b6b24216fd7']",2,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:02.673,Pass,
,,,,,,,,,,,,,,,,0.94826,,,,,,,,,,,,3276825a-0abd-421c-9908-2f96478c29c8,11,,"[70.6, 0.1]",3844386,0,,,,,0.92483824,,,,,,"[75.5, 6.6]",Low Pass,,8.140024,,,,Fridolina Rolfö,10215.0,,,,,,Throw-in,1,From Throw In,Amanda Nildén,21023.0,Left Back,3,Sweden Women's,858,['39a57586-0b1e-4906-8c33-2c8f53de61ac'],13,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:13.083,Pass,
,,,,,,,,,,,,,,,,1.174127,,,,,,,,,,,,a32c9b8a-59b0-443d-a64b-5e6035c9b0ad,14,,"[76.0, 5.1]",3844386,0,,,,,-2.6992185,,Left Foot,,,,"[70.3, 2.4]",Ground Pass,,6.307139,,,,Amanda Nildén,21023.0,,,,,,,1,From Throw In,Fridolina Rolfö,10215.0,Left Wing,3,Sweden Women's,858,"['681f8c34-6584-4571-acdb-09524bda3219', '7866a8ef-3d8e-4a0c-ba9f-c58139147b6b']",14,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:14.031,Pass,True
