50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,616c4967-a554-4068-9367-fa6ec39ab9fb,1,,,,3835324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands Women's,851,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 32333, 'name': 'Lynn Wilms'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 62951, 'name': 'Aniek Nouwen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 6}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Netherlands Women's,851,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,be226db4-6c8f-4d50-bd09-4288e0844342,2,,,,3835324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands Women's,851,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26092, 'name': 'Amanda Ilestedt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 26093, 'name': 'Gun Nathalie Björn'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 14}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 4}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 2}, {'player': {'id': 62666, 'name': 'Ingrid Filippa Angeldal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Sweden Women's,858,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,e9bdd251-9319-4ca0-a3a4-71e6c3f4ea27,3,,,,3835324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands Women's,851,['e6a1846c-3dba-418a-af9e-14722c873d57'],0,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,e6a1846c-3dba-418a-af9e-14722c873d57,4,,,,3835324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands Women's,851,['e9bdd251-9319-4ca0-a3a4-71e6c3f4ea27'],0,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,8456483d-18e0-4be3-85f7-83109df33246,1878,,,,3835324,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,111,Netherlands Women's,851,['17e8d8de-daa6-4184-be22-dad3d5b31808'],0,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,17e8d8de-daa6-4184-be22-dad3d5b31808,1879,,,,3835324,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,111,Netherlands Women's,851,['8456483d-18e0-4be3-85f7-83109df33246'],0,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.878185,,,,,,,,,,35f23af7-5d77-4f8d-a473-189211ebf297,5,,,"[61.0, 40.1]",3835324,0,,,,,2.7707014,,Right Foot,,,,"[52.0, 43.6]",,Ground Pass,,9.656604,,,,Gun Nathalie Björn,26093.0,,,,,,Kick Off,1,From Kick Off,Kosovare Asllani,10220.0,Right Wing,2,Sweden Women's,858,['f11a3028-2fc2-4a17-b402-386229258205'],0,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.950,Pass,
,,,,,,,,,,,,,,,,,,1.252572,,,,,,,,,,0f432517-05c5-413d-8740-592ba80e04a0,8,,,"[51.8, 43.4]",3835324,0,,,,,-1.7916251,,Left Foot,,,,"[50.7, 38.5]",,Ground Pass,,5.0219517,,,,Amanda Ilestedt,26092.0,,,,,,,1,From Kick Off,Gun Nathalie Björn,26093.0,Center Back,2,Sweden Women's,858,['9aaf222e-34e4-4e24-bb82-5922fcf89533'],1,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:01.920,Pass,
,,,,,,,,,,,,,,,,,,2.297485,,,,,,,,,,f96d51a8-2172-4be6-b75b-cc75cf56f51d,11,,,"[50.7, 38.5]",3835324,0,,,,,-0.7544427,,Right Foot,,,,"[79.0, 11.9]",,High Pass,,38.838768,,Incomplete,,,,,,,,,,1,From Kick Off,Amanda Ilestedt,26092.0,Right Center Back,2,Sweden Women's,858,['edeeb52b-45fe-4d6f-a993-2b85518fe2de'],3,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:03.211,Pass,
,,,,,,,,,,,,,,,,,,2.58827,,,,,,,,,,edeeb52b-45fe-4d6f-a993-2b85518fe2de,12,,,"[41.1, 68.2]",3835324,0,,,,,-0.74456066,,Head,,,,"[65.3, 45.9]",,High Pass,,32.9079,,Incomplete,,Vivianne Miedema,15623.0,,,,,,Recovery,1,From Kick Off,Jill Roord,10650.0,Right Wing,2,Sweden Women's,858,"['5afb9e75-0e95-422d-9199-248379a2a97f', 'f793a1ec-4b0e-435c-8957-0d8862faf490', 'f96d51a8-2172-4be6-b75b-cc75cf56f51d']",5,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:05.508,Pass,
,,,,,,,,,,,,,,,,,,1.34036,,,,,,,,,,7b10e402-f268-4508-ab13-75f095dc05b1,16,,,"[56.7, 36.1]",3835324,0,,,,,-2.3973696,,Right Foot,,,,"[42.8, 23.3]",,Ground Pass,,18.895767,,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Kick Off,Gun Nathalie Björn,26093.0,Center Back,2,Sweden Women's,858,['1feb273d-7a08-47dd-a588-ca974cbe8558'],9,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:09.150,Pass,
,,,,,,,,,,,,,,,,,,3.655307,,,,,,,,,,9d6fb192-2a1b-4482-981b-5c4abcf0b097,19,,,"[42.8, 23.3]",3835324,0,,,,,2.3632865,,Left Foot,,,,"[14.4, 51.3]",,Low Pass,,39.881824,,,,Rut Hedvig Lindahl,4640.0,,,,,,,1,From Kick Off,Magdalena Lilly Eriksson,4633.0,Left Center Back,2,Sweden Women's,858,['fbba3a6d-b8e8-479b-80d7-25f5c5eb1f96'],11,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:11.198,Pass,
,,,,,,,,,,,,,,,,,,1.418872,,,,,,,,,,2a20b147-360b-42dc-b60b-9e0083d5343b,22,,,"[18.0, 52.8]",3835324,0,,,,,0.84781694,,Right Foot,,,,"[22.5, 57.9]",,Ground Pass,,6.8014703,,,,Amanda Ilestedt,26092.0,,,,,,,1,From Kick Off,Rut Hedvig Lindahl,4640.0,Goalkeeper,2,Sweden Women's,858,['8a6aa9f8-5dae-4873-862b-aa4a19538e1a'],16,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:16.165,Pass,
,,,,,,,,,,,,,,,,,,1.939956,,,,,,,,,,de301b63-cfe6-4fb9-ad87-b1cf1679f30b,25,,,"[26.6, 58.6]",3835324,0,,,,,-1.7242565,,Right Foot,,,,"[22.3, 30.8]",,Ground Pass,,28.130589,,,,Gun Nathalie Björn,26093.0,,,,,,,1,From Kick Off,Amanda Ilestedt,26092.0,Right Center Back,2,Sweden Women's,858,['0a565950-e8b8-4c2a-a3bf-2c73f779e597'],18,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:18.848,Pass,
,,,,,,,,,,,,,,,,,,1.192321,,,,,,,,,,d829927c-41f9-48c9-9611-5ea5504891de,28,,,"[27.2, 28.8]",3835324,0,,,,,-1.085825,,Right Foot,,,,"[36.0, 12.1]",,Ground Pass,,18.876705,,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Kick Off,Gun Nathalie Björn,26093.0,Center Back,2,Sweden Women's,858,['50d913ec-5b3d-4c09-85a3-121197782f29'],22,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:22.033,Pass,
,,,,,,,,,,,,,,,,,,1.313757,,,,,,,,,,a07da007-e98f-4dee-a865-1a1df98df535,38,,,"[54.8, 72.2]",3835324,0,,,,,2.8555412,,Left Foot,,,,"[49.7, 73.7]",,Ground Pass,,5.3160133,,,,Lynn Wilms,32333.0,,,,,,Recovery,1,Regular Play,Danielle van de Donk,10658.0,Center Attacking Midfield,3,Netherlands Women's,851,['e306c367-c6a2-4e0e-a6d0-7b8b58d7f7d7'],30,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:30.969,Pass,
,,,,,,,,,,,,,,,,,,0.826611,,,,,,,,,,287b55e5-91ae-4790-ba0d-0f54ab27d5b8,40,,,"[49.7, 73.7]",3835324,0,,,,,-1.3918792,,Right Foot,,,,"[51.4, 64.3]",,Ground Pass,,9.552486,,,,Jackie Groenen,10654.0,,,,,,,1,Regular Play,Lynn Wilms,32333.0,Right Back,3,Netherlands Women's,851,['b60a65b3-61a0-4ca2-a291-60afc9a02922'],32,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:32.282,Pass,
,,,,,,,,,,,,,,,,,,0.276571,,,,,,,,,,4b1d3774-896c-446e-81bb-d2be9190e8d2,42,,,"[50.5, 64.3]",3835324,0,,,,,1.9865102,,Right Foot,,,,"[45.6, 75.4]",,Ground Pass,,12.133425,,,,Lynn Wilms,32333.0,,,,,,,1,Regular Play,Jackie Groenen,10654.0,Right Defensive Midfield,3,Netherlands Women's,851,['1b1c3d1d-0c74-44b6-a2eb-508a3b8ec09d'],33,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:33.109,Pass,
,,,,,,,,,,,,,,,,,,0.106872,,,,,,,,,,d17ae2e6-d31f-43a0-9b01-7a1c717c3673,46,,,"[49.0, 75.4]",3835324,0,,,,,-0.844154,,Right Foot,,,,"[51.4, 72.7]",,Ground Pass,,3.6124783,,Incomplete,,,,,,,,,,1,Regular Play,Lynn Wilms,32333.0,Right Back,3,Netherlands Women's,851,"['3dc6ba45-d1b8-427b-9456-cac7bb613920', 'd51c4e44-a6d5-48e4-824a-d224140e8a43']",34,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:34.344,Pass,True
,,,,,,,,,,,,,,,,,,1.356427,,,,,,,,,,409b01ad-ce0d-454f-883c-bb154c0fcf17,48,,,"[54.4, 80.0]",3835324,0,,,,,-0.3105986,,,,,,"[70.6, 74.8]",,High Pass,,17.014112,,Incomplete,,Vivianne Miedema,15623.0,,,,,,Throw-in,1,From Throw In,Lynn Wilms,32333.0,Right Back,4,Netherlands Women's,851,"['2ed26743-cdf0-4f8b-ae90-0a7f97f4bbd5', '521aa458-c36e-4411-8d81-3812194efd7d']",58,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:58.014,Pass,
,,,,,,,,,,,,,,,,,,3.14208,,,,,,,,,,e6bd7597-bf51-424c-bc7d-9dc7a69abc1e,54,,,"[69.3, 2.9]",3835324,1,,,,,0.6057578,,Left Foot,,,,"[93.7, 19.8]",,High Pass,,29.681139,,Incomplete,,Fridolina Rolfö,10215.0,,,,,,Recovery,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Wing Back,4,Netherlands Women's,851,"['2e41bb5e-ef8e-4911-b809-5d6f308ce0a6', '627e5481-e7f5-4b4f-925b-9f229dacc53c']",7,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:07.437,Pass,
,,,,,,,,,,,,,,,,,,0.845201,,,,,,,,,,ec4a0e2b-116d-43a8-bbaf-8d8ed5de9e0b,58,,,"[26.6, 61.3]",3835324,1,,,,,1.4663392,,Right Foot,,,,"[27.9, 73.7]",,Ground Pass,,12.467959,,,,Lynn Wilms,32333.0,,,,,,,1,From Throw In,Stephanie van der Gragt,10647.0,Right Center Back,4,Netherlands Women's,851,['67790f89-fcc0-4b2f-b64f-d87981e50f4b'],11,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:11.246,Pass,
,,,,,,,,,,,,,,,,,,0.966486,,,,,,,,,,9a7c28b5-7d11-46b0-afcb-0f62597039de,61,,,"[27.9, 73.7]",3835324,1,,,,,-0.9342881,,Right Foot,,,,"[34.7, 64.5]",,Ground Pass,,11.44028,,,,Jackie Groenen,10654.0,,,,,,,1,From Throw In,Lynn Wilms,32333.0,Right Back,4,Netherlands Women's,851,['99a50f47-81f4-435f-96cd-352823631960'],12,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:12.213,Pass,
,,,,,,,,,,,,,,,,,,3.474869,,,,,,,,,,550e37d8-3371-4dac-b006-ee0220085bab,64,,,"[36.2, 61.8]",3835324,1,,,,,-1.3358356,,Right Foot,,,,"[48.6, 10.0]",,High Pass,,53.263496,,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,True,,,,1,From Throw In,Jackie Groenen,10654.0,Right Defensive Midfield,4,Netherlands Women's,851,['78bc99bd-37dc-4300-aef5-e3115c0cfe75'],15,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:15.142,Pass,
