ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.369342,,,,,,,,,,,,8be7898b-4519-4755-afb0-267595adc7d5,27,,"[56.7, 2.2]",3835341,0,,,,,3.1319776,,Left Foot,,"[46.3, 2.3]",,Ground Pass,,10.400481,,,,Elena Linari,10208.0,,,,,,,1,From Kick Off,Lisa Boattin,25770.0,Left Back,2,Italy Women's,855,['1de71b52-f938-4f2c-9282-4794f1256c61'],20,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:20.248,Pass,
,,,,,,,,,,,,,,,,2.656755,,,,,,,,,,,,83591739-1372-495d-975e-4e6b026bc1f9,30,,"[40.2, 0.6]",3835341,0,,,,,2.4208815,,Right Foot,,"[13.9, 23.7]",,Ground Pass,,35.004284,,,,Laura Giuliani,10218.0,,,,,,,1,From Kick Off,Elena Linari,10208.0,Left Center Back,2,Italy Women's,855,['377060c8-de71-4d4c-a211-2ee7c36255f6'],22,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:22.998,Pass,
,,,,,,,,,,,,,,,,1.902212,,,,,,,,,,,,6fab894c-3576-47e4-afcc-a8c0ddc68959,33,,"[20.0, 35.3]",3835341,0,,,,,1.2473707,,Left Foot,,"[26.0, 53.2]",,Ground Pass,,18.878824,,,,Elisa Bartoli,10371.0,,,,,,,1,From Kick Off,Laura Giuliani,10218.0,Goalkeeper,2,Italy Women's,855,['2f3af48b-f3ae-4d5d-b843-2ac0e1198559'],26,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:26.210,Pass,
,,,,,,,,,,,,,,,,1.57366,,,,,,,,,,,,b5b4c250-a910-4cdf-963b-3e20e5f593ff,36,,"[43.0, 61.8]",3835341,0,,,,,0.9216456,,Left Foot,,"[53.7, 75.9]",,Ground Pass,,17.700283,,,,Lucia Di Guglielmo,46224.0,,,,,,,1,From Kick Off,Elisa Bartoli,10371.0,Right Center Back,2,Italy Women's,855,['d5eb9e2b-fa04-4a9f-99d1-152ad9f15d05'],30,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:30.664,Pass,
,,,,,,,,,,,,,,,,0.683347,,,,,,,,,,,,22848f26-32df-41bb-809c-ad45e5870263,39,,"[56.7, 75.4]",3835341,0,,,,,-0.06241881,,Right Foot,,"[64.7, 74.9]",,Ground Pass,,8.01561,,,,Manuela Giugliano,10228.0,,,,,,,1,From Kick Off,Lucia Di Guglielmo,46224.0,Right Back,2,Italy Women's,855,['67ec0ef8-dec3-4404-a4ee-1b30d3a1dd4c'],33,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:33.212,Pass,
,,,,,,,,,,,,,,,,0.862967,,,,,,,,,,,,ef398d4c-c164-4a2b-85b0-c19a24f34085,41,,"[65.1, 74.2]",3835341,0,,,,,-2.7562163,,Right Foot,,"[54.5, 69.9]",,Ground Pass,,11.438969,,,,Lucia Di Guglielmo,46224.0,,,,,,,1,From Kick Off,Manuela Giugliano,10228.0,Right Center Midfield,2,Italy Women's,855,['410347aa-1c4b-4696-8c69-b148fb3077a9'],33,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:33.895,Pass,
,,,,,,,,,,,,,,,,0.844135,,,,,,,,,,,,e90265a9-80cb-4a3b-8cb3-b6051f53ca2f,44,,"[65.1, 50.9]",3835341,0,,,,,-0.2705134,,Left Foot,,"[77.0, 47.6]",,Ground Pass,,12.349089,,Incomplete,,Valentina Bergamaschi,25544.0,,,,,,,1,From Kick Off,Lucia Di Guglielmo,46224.0,Right Back,2,Italy Women's,855,"['409b5891-210c-495f-9236-2df9bb93a488', 'ae2f276b-29f6-4363-a5c9-d433c90cef20']",37,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:37.075,Pass,
,,,,,,,,,,,,,,,,0.861093,,,,,,,,,,,,b989a6c6-b56b-4143-9308-1973d58ea0ec,47,,"[40.9, 31.8]",3835341,0,,,,,2.5072098,,Right Foot,,"[30.3, 39.6]",,Ground Pass,,13.160547,,,,Julie Biesmans,10095.0,,,,,,Recovery,1,Regular Play,Tinne De Caigny,10103.0,Right Defensive Midfield,3,Belgium Women's,854,['4791dfad-a695-45cd-8781-381b4787b083'],39,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:39.582,Pass,
,,,,,,,,,,,,,,,,1.025624,,,,,,,,,,,,09620c21-9b39-4bd8-91aa-8cb06d7008cb,50,,"[29.2, 44.9]",3835341,0,,,,,0.32175055,,Right Foot,,"[38.2, 47.9]",,Ground Pass,,9.486833,,,,Tinne De Caigny,10103.0,,,,,,,1,Regular Play,Julie Biesmans,10095.0,Right Center Back,3,Belgium Women's,854,['189cc67d-55ab-4b83-87e3-e9144e3bb59e'],42,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:42.607,Pass,
,,,,,,,,,,,,,,,,1.782773,,,,,,,,,,,,b209f8bd-719f-4b0b-aacd-863db71617ed,53,,"[37.6, 54.1]",3835341,0,,,,,1.5173713,,Left Foot,,"[38.6, 72.8]",,Ground Pass,,18.726719,,,,Jody Vangheluwe,276908.0,,,,,,,1,Regular Play,Tinne De Caigny,10103.0,Right Defensive Midfield,3,Belgium Women's,854,['74e6414b-6bbc-4edd-b43f-067b4c33a579'],45,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:45.283,Pass,
,,,,,,,,,,,,,,,,1.623921,,,,,,,,,,,,78728a19-45a1-498f-895c-d62a8b240c55,56,,"[36.5, 73.8]",3835341,0,,,,,-1.9141741,,Right Foot,,"[30.1, 55.9]",,Ground Pass,,19.009735,,Incomplete,,Julie Biesmans,10095.0,,,,,,,1,Regular Play,Jody Vangheluwe,276908.0,Right Back,3,Belgium Women's,854,"['065b2d93-449e-43fe-8f50-e4715bd9e5ee', 'abbab19f-c84e-4aff-9570-bf7bd7c296eb']",47,,,,,,,,,,,,,,,,,Belgium Women's,854,00:00:47.306,Pass,
,,,,,,,,,,,,,,,,0.284307,,,,,,,,,,,,ec8004f3-c7e5-48ec-a047-d6e90bcd85e5,67,,"[117.8, 77.6]",3835341,0,,,,,-1.8352847,,Right Foot,,"[116.5, 72.8]",,Ground Pass,,4.9729266,,Incomplete,,,,,,,,,,1,Regular Play,Valentina Bergamaschi,25544.0,Right Midfield,4,Italy Women's,855,['9f4e93cf-7d77-4c99-a899-04b05edf787f'],58,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:58.617,Pass,
,,,,,,,,,,,,,,,,1.392703,,,,,,,,,,,,615ba6d4-ffbb-4ce6-a219-383e2807ddd2,69,,"[120.0, 80.0]",3835341,1,,,,,-1.749891,,Left Foot,,"[113.7, 45.2]",,High Pass,True,35.36566,,Incomplete,,Elisa Bartoli,10371.0,,,,Inswinging,,Corner,1,From Corner,Lisa Boattin,25770.0,Left Back,5,Italy Women's,855,"['75f92e90-8d67-4a77-8831-72273e0676ee', 'f0d88b73-bfaa-42c7-ae8c-cc5824109bf1']",38,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:38.195,Pass,
,,,,,,,,,,,,,,,,2.059864,,,,,,,,,,,,361842ee-28a4-4735-aebf-da0460d7cde9,73,,"[120.0, 80.0]",3835341,2,,,,,-1.7311717,7116cff4-0612-4add-a741-72049f23d950,Left Foot,,"[112.3, 32.4]",,High Pass,True,48.218773,,,,Cristiana Girelli,10203.0,True,,True,Inswinging,,Corner,1,From Corner,Lisa Boattin,25770.0,Left Back,6,Italy Women's,855,['8e659842-37ee-4e61-b1bf-096e2053c690'],9,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:09.975,Pass,
,,,,,,,,,,,,,,,,2.280543,,,,,,,,,,,,49fd3a28-1903-4421-90ea-b2941f2f4216,79,,"[11.1, 50.8]",3835341,2,,,,,-1.6610851,,Keeper Arm,,"[8.9, 26.5]",,Ground Pass,,24.399385,,,,Sari Kees,276906.0,,,,,,,1,Regular Play,Nicky Evrard,276896.0,Goalkeeper,7,Belgium Women's,854,['a0bf43ad-7a7a-4bf3-a221-e7351fdad707'],19,,,,,,,,,,,,,,,,,Belgium Women's,854,00:02:19.701,Pass,
,,,,,,,,,,,,,,,,1.778934,,,,,,,,,,,,88f1360b-343e-4051-8589-8586e3f50567,82,,"[10.9, 26.5]",3835341,2,,,,,1.3373933,,Right Foot,,"[17.2, 53.0]",,Ground Pass,,27.238575,,,,Julie Biesmans,10095.0,,,,,,,1,Regular Play,Sari Kees,276906.0,Left Center Back,7,Belgium Women's,854,['4726b369-dea0-4a65-8744-bd58204b285f'],23,,,,,,,,,,,,,,,,,Belgium Women's,854,00:02:23.074,Pass,
,,,,,,,,,,,,,,,,2.106538,,,,,,,,,,,,507b5033-6cba-4c9a-af77-5f923ddd2459,85,,"[23.3, 53.0]",3835341,2,,,,,-1.6517996,,Right Foot,,"[21.1, 25.9]",,Ground Pass,,27.189152,,,,Sari Kees,276906.0,,,,,,,1,Regular Play,Julie Biesmans,10095.0,Right Center Back,7,Belgium Women's,854,['f8b44869-ec87-4bf8-b114-3fb81700cda2'],26,,,,,,,,,,,,,,,,,Belgium Women's,854,00:02:26.736,Pass,
,,,,,,,,,,,,,,,,1.47731,,,,,,,,,,,,6d70da76-a6ff-4ae1-be00-e73aeb272f94,88,,"[28.6, 23.0]",3835341,2,,,,,-1.3010634,,Right Foot,,"[33.3, 6.0]",,Ground Pass,,17.637743,,,,Davina Philtjens,10105.0,,,,,,,1,Regular Play,Sari Kees,276906.0,Left Center Back,7,Belgium Women's,854,['dfdc7811-4558-4f84-abbc-c4d4f845accb'],30,,,,,,,,,,,,,,,,,Belgium Women's,854,00:02:30.250,Pass,
,,,,,,,,,,,,,,,,1.02586,,,,,,,,,,,,39849c2e-2fdc-432c-9956-7d27a3bfeb91,91,,"[37.0, 3.5]",3835341,2,,,,,-0.35470566,,Left Foot,,"[45.1, 0.5]",,Ground Pass,,8.637708,,Out,,Janice Cayman,10100.0,,,,,,,1,Regular Play,Davina Philtjens,10105.0,Left Back,7,Belgium Women's,854,['64dcd3eb-0ce6-431e-a3e5-037836e4a352'],32,,,,,,,,,,,,,,,,,Belgium Women's,854,00:02:32.621,Pass,
,,,,,,,,,,,,,,,,2.903973,,,,,,,,,,,,37d04958-04ca-4883-8301-1f777b7cb5aa,93,,"[63.7, 80.0]",3835341,2,,True,,,-2.7059097,,,,"[46.3, 71.9]",,Low Pass,,19.192968,,,,Elisa Bartoli,10371.0,,,,,,Throw-in,1,From Throw In,Lucia Di Guglielmo,46224.0,Right Back,8,Italy Women's,855,['95c29e37-58bd-4518-b13c-86ac84c06727'],43,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:43.328,Pass,
,,,,,,,,,,,,,,,,1.79157,,,,,,,,,,,,e69cfbb3-64da-4fa2-8dd1-c2f317be94a2,95,,"[44.8, 71.5]",3835341,2,,,,,-1.6317893,,Right Foot,,"[42.4, 32.2]",,Ground Pass,,39.373215,,,,Elena Linari,10208.0,,,,,,,1,From Throw In,Elisa Bartoli,10371.0,Right Center Back,8,Italy Women's,855,['c8aa242f-072a-42f4-89e7-90ef7b83b9f0'],46,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:46.404,Pass,
,,,,,,,,,,,,,,,,2.444245,,,,,,,,,,,,b348adaa-76ce-479a-b783-c4e3a6b6ff7c,98,,"[54.0, 26.7]",3835341,2,,,,,0.6661889,,Left Foot,,"[94.2, 58.3]",,High Pass,,51.13316,,Incomplete,,Valentina Bergamaschi,25544.0,,,,,,,1,From Throw In,Elena Linari,10208.0,Left Center Back,8,Italy Women's,855,"['05312b5d-2179-4188-8281-43a8e3f3b025', '165b2227-d5a9-48a6-8cfa-7487a3c1461b']",52,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:52.772,Pass,
,,,,,,,,,,,,,,,,1.98627,,,,,,,,,,,,165b2227-d5a9-48a6-8cfa-7487a3c1461b,100,,"[25.9, 21.8]",3835341,2,,,,,-0.13769981,,Head,,"[52.6, 18.1]",,High Pass,,26.955149,,,,Janice Cayman,10100.0,,,,,,Recovery,1,From Throw In,Davina Philtjens,10105.0,Left Back,8,Italy Women's,855,"['486c77db-b344-4ae1-8fcc-0366f20089e0', 'b348adaa-76ce-479a-b783-c4e3a6b6ff7c']",55,,,,,,,,,,,,,,,,,Belgium Women's,854,00:02:55.216,Pass,
,,,,,,,,,,,,,,,,1.090561,,,,,,,,,,,,e95b7812-1487-4e2c-8248-8de7fe889ea6,107,,"[62.9, 61.9]",3835341,3,,,,,0.272286,,Right Foot,,"[78.3, 66.2]",,Ground Pass,,15.9890585,,,,Cristiana Girelli,10203.0,,,,,,,1,From Throw In,Martina Rosucci,10204.0,Center Defensive Midfield,8,Italy Women's,855,['24466b94-a760-4630-831f-6d508178d463'],0,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:00.287,Pass,
,,,,,,,,,,,,,,,,1.666738,,,,,,,,,,,,ee720bca-eeaf-4cb1-a44f-96ec6770251b,110,,"[86.4, 65.8]",3835341,3,,,,,0.48047295,,Right Foot,,"[102.9, 74.4]",,Ground Pass,,18.60672,,,,Valentina Bergamaschi,25544.0,,,,,,,1,From Throw In,Cristiana Girelli,10203.0,Center Forward,8,Italy Women's,855,['55322ea5-3248-49f4-9abb-daca318c9ecf'],3,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:03.688,Pass,
,,,,,,,,,,,,,,,,1.733319,,,,,,,,,,,,c4e13164-989e-44de-b454-fb2f5e32ade4,113,,"[108.8, 73.0]",3835341,3,,,,,-2.9753559,,Right Foot,,"[93.9, 70.5]",,Ground Pass,,15.108275,,,,Martina Rosucci,10204.0,,,,,,,1,From Throw In,Valentina Bergamaschi,25544.0,Right Midfield,8,Italy Women's,855,['230d869d-0108-45a8-a5d8-d3caaafa0736'],5,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:05.674,Pass,
,,,,,,,,,,,,,,,,1.178846,,,,,,,,,,,,94ab4627-46e5-4cf9-97f9-f0074ec2e5d8,116,,"[95.7, 66.8]",3835341,3,,,,,0.54616654,,Right Foot,,"[105.9, 73.0]",,Ground Pass,,11.936499,,,,Valentina Bergamaschi,25544.0,,,,,,,1,From Throw In,Martina Rosucci,10204.0,Center Defensive Midfield,8,Italy Women's,855,['23537170-fa06-4ba4-9ffa-c7b11e0177f5'],9,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:09.719,Pass,
,,,,,,,,,,,,,,,,1.083377,,,,,,,,,,,,df698065-a798-437f-98b8-3f4b899e55fa,119,,"[111.0, 69.0]",3835341,3,,,,,-2.2164855,,Right Foot,,"[105.5, 61.7]",,Ground Pass,,9.140022,,,,Flaminia Simonetti,45742.0,,,,,,,1,From Throw In,Valentina Bergamaschi,25544.0,Right Midfield,8,Italy Women's,855,['d3f10c8d-072e-4b34-9399-03438b5bc826'],13,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:13.682,Pass,
,,,,,,,,,,,,,,,,1.167215,,,,,,,,,,,,e8f3d603-3547-424c-96df-e3b357b04659,122,,"[106.8, 64.8]",3835341,3,,,,,2.6623821,,Left Foot,,"[96.6, 70.1]",,Ground Pass,,11.4947815,,,,Martina Rosucci,10204.0,,,,,,,1,From Throw In,Flaminia Simonetti,45742.0,Left Center Midfield,8,Italy Women's,855,['06612382-b716-4b27-b449-1d3d7fd2eeec'],15,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:15.860,Pass,
,,,,,,,,,,,,,,,,0.311668,,,,,,,,,,,,be99eccc-2cd0-46ae-b627-e8ad5044e6a6,125,,"[97.8, 71.5]",3835341,3,,,,,-1.2387369,,Right Foot,,"[98.8, 68.6]",,Ground Pass,,3.0675724,,Incomplete,,Valentina Bergamaschi,25544.0,,,,,,,1,From Throw In,Martina Rosucci,10204.0,Center Defensive Midfield,8,Italy Women's,855,"['b2fab272-633f-45a9-8e7c-506535cfe9e5', 'c0f8200d-3469-4426-bd14-b77035bd2412']",19,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:19.067,Pass,
,,,,,,,,,,,,,,,,0.91902,,,,,,,,,,,,4233b646-8c4a-4b1d-ae52-f96fca4d3d37,128,,"[101.7, 80.0]",3835341,3,,,,,-1.2490457,,,,"[105.0, 70.1]",,Low Pass,,10.435516,,,,Manuela Giugliano,10228.0,,,,,,Throw-in,1,From Throw In,Lucia Di Guglielmo,46224.0,Right Back,9,Italy Women's,855,['7d266ade-32fb-453c-9424-43d2675aab6e'],39,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:39.724,Pass,
,,,,,,,,,,,,,,,,0.130764,,,,,,,,,,,,f32c17cb-b103-4ca5-9062-a3a007ff958d,132,,"[105.9, 75.6]",3835341,3,,,,,-1.0370882,,Right Foot,,"[107.2, 73.4]",,Ground Pass,,2.5553865,,Incomplete,,,,,,,,,,1,From Throw In,Manuela Giugliano,10228.0,Right Center Midfield,9,Italy Women's,855,"['bddbaaf1-3362-4c46-adc9-d9de2b87d8cd', 'ef84e509-112a-43c6-a274-5b9edb829ce9']",42,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:42.651,Pass,True
,,,,,,,,,,,,,,,,2.489215,,,,,,,,,,,,73145d2a-6a4f-4c2b-be84-705e8331be58,135,,"[18.0, 0.1]",3835341,3,,True,,,2.4468544,,,,"[9.6, 7.1]",,Low Pass,,10.93435,,,,Sari Kees,276906.0,,,,,,Throw-in,1,From Throw In,Davina Philtjens,10105.0,Left Back,10,Belgium Women's,854,['4b5e7857-df12-47a3-aa34-3209d0f337dc'],50,,,,,,,,,,,,,,,,,Belgium Women's,854,00:03:50.168,Pass,
,,,,,,,,,,,,,,,,3.520382,,,,,,,,,,,,a5070b84-d391-438f-9115-0f8de00d46c4,137,,"[8.7, 7.5]",3835341,3,,True,,,1.7697742,,Right Foot,,"[3.8, 31.8]",,Ground Pass,,24.78911,,,,Nicky Evrard,276896.0,,,,,,,1,From Throw In,Sari Kees,276906.0,Left Center Back,10,Belgium Women's,854,['9b36ba07-259e-4efc-b135-922fb9506f82'],53,,,,,,,,,,,,,,,,,Belgium Women's,854,00:03:53.100,Pass,
