50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.810456,,,,,,,,,,,,,,ac0ee738-1078-4cf4-a96a-87e1b4299488,17,,,"[34.1, 51.2]",3835340,0,,,,,-2.4288633,,Right Foot,,,"[20.1, 39.1]",,Ground Pass,,18.504324,,,,Patricia Isabel Sousa Barros Morais,10145.0,,,,,,1,From Free Kick,Diana Catarina Ribeiro Gomes,32143.0,Right Center Back,4,Portugal Women's,864,['01c02f2c-639b-431f-abb5-c1132dc32747'],21,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:21.795,Pass,
,,,,,,,,,,,,,,,,,2.587758,,,,,,,,,,,,,,f7f5e9f8-0f3c-4fd8-aeb7-bad531c3efb0,20,,,"[22.9, 34.8]",3835340,0,,,,,-1.0605874,,Right Foot,,,"[35.1, 13.0]",,Ground Pass,,24.981594,,Incomplete,,Ana Borges,10141.0,,,,,,1,From Free Kick,Patricia Isabel Sousa Barros Morais,10145.0,Goalkeeper,4,Portugal Women's,864,"['b2f4ef65-b213-413e-854f-defc32db663d', 'e466ffb0-a6d4-44f1-a1c0-66d32711e387']",24,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:24.805,Pass,
,,,,,,,,,,,,,,,,,1.995901,,,,,,,,,,,,,,c671000f-f96a-44d1-a8f9-7b4374a4e776,25,,,"[116.8, 68.3]",3835340,0,,,,,-1.6089942,,Right Foot,True,,"[115.6, 36.9]",,High Pass,,31.422922,,Incomplete,,,,,,,,,1,Regular Play,Kosovare Asllani,10220.0,Right Center Forward,5,Sweden Women's,858,['2f76d2a6-bc60-4d54-9d1e-f7d14c202206'],32,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:32.899,Pass,
,,,,,,,,,,,,,,,,,0.926381,,,,,,,,,,,,,,4704f0f2-173f-42d7-8304-824ae2277401,34,,,"[108.6, 35.8]",3835340,0,,,,,1.4556061,,Left Foot,,,"[110.0, 47.9]",,Ground Pass,,12.180722,,,,Kosovare Asllani,10220.0,,,,,,1,Regular Play,Fridolina Rolfö,10215.0,Left Midfield,5,Sweden Women's,858,['e92ea029-a83b-4f0b-82bc-ecae788247cc'],39,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:39.029,Pass,
,,,,,,,,,,,,,,,,,4.496985,,,,,,,,,,,,,,0ed34243-728a-49f0-a32b-a962e8ff01d6,41,,,"[3.0, 26.5]",3835340,0,,,,,-0.3611613,,Left Foot,,,"[48.8, 9.2]",,Low Pass,,48.95845,,,,Diana Micaela Abreu de Sousa e Silva,10159.0,,,,,,1,Regular Play,Carole da Silva Costa,10162.0,Left Center Back,6,Portugal Women's,864,['b674a416-6ff9-4451-b559-78135a340083'],43,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:43.338,Pass,
,,,,,,,,,,,,,,,,,2.259689,,,,,,,,,,,,,,edba1390-4860-467e-87d5-4248687d389a,45,,,"[98.4, 6.6]",3835340,0,,,,,1.7866018,ffb7f7ef-6656-4453-817a-00a884183556,Right Foot,,,"[91.1, 39.9]",,Ground Pass,,34.090763,,,,Tatiana Vanessa Ferreira Pinto,10167.0,True,,,,,1,Regular Play,Diana Micaela Abreu de Sousa e Silva,10159.0,Left Wing,6,Portugal Women's,864,['7e7616f7-9f85-4496-919f-44ae93c71779'],55,,,,,,,,,,,,,,,,Portugal Women's,864,00:00:55.749,Pass,
,,,,,,,,,,,,,,,,,2.304032,,,,,,,,,,,,,,94571953-76fe-4278-a99b-a148ce7aab01,50,,,"[14.3, 40.0]",3835340,1,,True,,,0.46585512,,Drop Kick,,,"[68.6, 67.3]",,High Pass,,60.776474,,,,Johanna Rytting-Kaneryd,62710.0,,,,,,1,From Keeper,Rut Hedvig Lindahl,4640.0,Goalkeeper,8,Sweden Women's,858,['45e4d1ac-61f2-4699-b332-a2a32994ee07'],19,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:19.393,Pass,
,,,,,,,,,,,,,,,,,1.479281,,,,,,,,,,,,,,ce7906cd-59de-4e0f-b9c6-8cb0dac57300,52,,,"[85.1, 50.1]",3835340,1,,,,,1.0217712,,Right Foot,,,"[95.5, 67.1]",,Ground Pass,,19.928873,,,,Hanna Erica Maria Glas,24693.0,,,,,,1,Regular Play,Johanna Rytting-Kaneryd,62710.0,Right Midfield,9,Sweden Women's,858,['5c95e4ad-0d2d-4b89-8a01-670a5a274c8c'],23,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:23.807,Pass,
,,,,,,,,,,,,,,,,,0.766651,,,,,,,,,,,,,,660aac51-7067-483a-ae52-83f936462f8e,58,,,"[108.0, 80.0]",3835340,1,,,,,-1.623777,,,,,"[107.3, 66.8]",,Low Pass,,13.218548,,,,Emma Stina Blackstenius,10229.0,,,,,Throw-in,1,From Throw In,Hanna Erica Maria Glas,24693.0,Right Back,10,Sweden Women's,858,['c2a9bf76-2aec-4804-9cc6-f79f78050164'],35,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:35.526,Pass,
,,,,,,,,,,,,,,,,,0.937977,,,,,,,,,,,,,,c193aace-1e66-45a6-81a6-8d8a34efc050,61,,,"[107.6, 66.8]",3835340,1,,,,,1.217806,,Right Foot,,,"[110.4, 74.4]",,Low Pass,,8.099382,,,,Hanna Erica Maria Glas,24693.0,,,,,,1,From Throw In,Emma Stina Blackstenius,10229.0,Left Center Forward,10,Sweden Women's,858,['4bbb27eb-d0aa-45a4-bbda-89ec00d5e7d0'],36,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:36.372,Pass,
,,,,,,,,,,,,,,,,,0.143301,,,,,,,,,,,,,,cb066426-ec8d-4f0a-83cf-c91ad818c2ba,65,,,"[111.6, 75.2]",3835340,1,,,,,-1.929567,,Right Foot,,,"[110.7, 72.8]",,Ground Pass,,2.5632012,,Incomplete,,Johanna Rytting-Kaneryd,62710.0,,,,,,1,From Throw In,Hanna Erica Maria Glas,24693.0,Right Back,10,Sweden Women's,858,"['59d98373-eb46-495d-9919-2720a1a6103a', '6aea1397-c874-4b47-b2b7-d8e1a510bd19', 'e60d3e8c-67d5-423c-8d4d-5264cc3db30e']",38,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:38.050,Pass,True
,,,,,,,,,,,,,,,,,0.765751,,,,,,,,,,,,,,c8fe0c63-13c2-47ac-898b-449f8ba80367,68,,,"[111.2, 80.0]",3835340,1,,,,,-0.92092586,,,,,"[116.9, 72.5]",,Low Pass,,9.420191,,,,Johanna Rytting-Kaneryd,62710.0,,,,,Throw-in,1,From Throw In,Hanna Erica Maria Glas,24693.0,Right Back,11,Sweden Women's,858,['fb6c6968-0580-4b83-9708-43e482432dcf'],46,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:46.804,Pass,
,,,,,,,,,,,,,,,,,1.46702,,,,,,,,,,,,,,1bda0ba8-9a3b-4345-87e4-65a24c5b552c,74,,,"[115.0, 80.0]",3835340,1,,,,,-1.8173326,,,,,"[111.2, 64.9]",,Low Pass,,15.570806,,Unknown,,Emma Stina Blackstenius,10229.0,,,,,Throw-in,1,From Throw In,Hanna Erica Maria Glas,24693.0,Right Back,12,Sweden Women's,858,['4227aa06-9418-43ab-b6e0-45c4a034866b'],59,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:59.090,Pass,
,,,,,,,,,,,,,,,,,3.704163,,,,,,,,,,,,,,40489044-80a6-42ef-a5f4-6f0b5e53945b,78,,,"[9.7, 17.8]",3835340,2,,True,,,-0.2563539,,Right Foot,,,"[75.7, 0.5]",,High Pass,,68.22968,,Out,,,,,,,,Free Kick,1,From Free Kick,Patricia Isabel Sousa Barros Morais,10145.0,Goalkeeper,13,Portugal Women's,864,,35,,,,,,,,,,,,,,,,Portugal Women's,864,00:02:35.154,Pass,
,,,,,,,,,,,,,,,,,1.518139,,,,,,,,,,,,,,85d1aaa1-45f5-4474-a671-5a27ba6ca346,79,,,"[48.0, 80.0]",3835340,2,,True,,,-1.4204249,,,,,"[49.5, 70.1]",,Low Pass,,10.012992,,,,Kosovare Asllani,10220.0,,,,,Throw-in,1,From Throw In,Hanna Erica Maria Glas,24693.0,Right Back,14,Sweden Women's,858,['be03018e-13b7-461d-be92-f2e523c6a4ad'],53,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:53.223,Pass,
,,,,,,,,,,,,,,,,,1.431178,,,,,,,,,,,,,,fc85585a-ee0c-4c65-82b6-e4acb350eff1,83,,,"[48.3, 70.1]",3835340,2,,,,,0.29330295,,Right Foot,,,"[63.2, 74.6]",,High Pass,,15.564704,,Incomplete,,Johanna Rytting-Kaneryd,62710.0,,,,,,1,From Throw In,Kosovare Asllani,10220.0,Right Center Forward,14,Sweden Women's,858,"['1601d124-7456-428b-9f2e-9ce975f10b1c', '1a70cae0-be26-4b33-83b2-0e0e49315241', '9ceda46f-8d0e-438f-bf5f-694d453c7ebf']",54,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:54.885,Pass,True
,,,,,,,,,,,,,,,,,1.266687,,,,,,,,,,,,,,9ceda46f-8d0e-438f-bf5f-694d453c7ebf,85,,,"[56.9, 5.5]",3835340,2,,,,,0.5906204,,Head,,,"[65.7, 11.4]",,High Pass,,10.5948105,,,,Francisca Ramos Ribeiro Nazareth Sousa,62913.0,,,,,Recovery,1,From Throw In,Ana Borges,10141.0,Left Back,14,Sweden Women's,858,"['3453ec12-577f-4171-9cd8-55ff9d983f1c', 'fc85585a-ee0c-4c65-82b6-e4acb350eff1']",56,,,,,,,,,,,,,,,,Portugal Women's,864,00:02:56.316,Pass,
,,,,,,,,,,,,,,,,,3.423207,,,,,,,,,,,,,,359da86e-8b72-4031-a58a-d29208c0160e,89,,,"[51.1, 68.7]",3835340,2,,,,,-0.6088764,,Left Foot,,,"[83.8, 45.9]",,High Pass,,39.86389,,Incomplete,,Emma Stina Blackstenius,10229.0,,,,,Recovery,1,From Throw In,Kosovare Asllani,10220.0,Right Center Forward,14,Sweden Women's,858,"['28827e78-eebd-4f48-806b-f6d4e85fdc6a', 'e8ada361-1b20-4830-8308-c364600a39b3']",58,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:58.765,Pass,
,,,,,,,,,,,,,,,,,1.182037,,,,,,,,,,,,,,2e6ea5de-3fde-4d8a-a014-10460eeadc76,95,,,"[78.8, 35.0]",3835340,3,,,,,0.8586613,,Left Foot,,,"[88.9, 46.7]",,Ground Pass,,15.45639,,,,Kosovare Asllani,10220.0,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,14,Sweden Women's,858,['d0d978dd-2281-4451-b121-4e459cff206a'],6,,,,,,,,,,,,,,,,Sweden Women's,858,00:03:06.645,Pass,
,,,,,,,,,,,,,,,,,1.786166,,,,,,,,,,,,,,a03af21f-8d04-4fb2-a5d9-4cdfb076a19f,98,,,"[89.6, 47.4]",3835340,3,,,,,0.23255694,10716529-b02d-40d8-8cb9-f93978dc690b,Left Foot,,,"[112.4, 52.8]",,Low Pass,,23.43075,,,,Johanna Rytting-Kaneryd,62710.0,True,,,,,1,From Throw In,Kosovare Asllani,10220.0,Right Center Forward,14,Sweden Women's,858,['5c3ca512-7d97-4b27-832c-6e189be5cec7'],8,,,,,,,,,,,,,,,,Sweden Women's,858,00:03:08.483,Pass,
,,,,,,,,,,,,,,,,,2.851007,,,,,,,,,,,,,,b1d9d122-b190-4925-948c-4d956f6cbb00,104,,,"[5.4, 30.0]",3835340,3,,True,,,-0.30365562,,Right Foot,,,"[57.1, 13.8]",,High Pass,,54.178684,,,,Andreia Alexandra Norton,34875.0,,,,,Free Kick,1,From Free Kick,Patricia Isabel Sousa Barros Morais,10145.0,Goalkeeper,15,Portugal Women's,864,['a136231e-2696-431c-ac35-ef61bb16c5e5'],45,,,,,,,,,,,,,,,,Portugal Women's,864,00:03:45.448,Pass,
,,,,,,,,,,,,,,,,,1.527834,,,,,,,,,,,,,,6ee437e4-148a-42d5-88ff-46c8b2a17812,107,,,"[56.2, 13.3]",3835340,3,,,,True,0.31542152,,,,,"[65.7, 16.4]",,High Pass,,9.992997,,,,Diana Micaela Abreu de Sousa e Silva,10159.0,,,,,,1,From Free Kick,Andreia Alexandra Norton,34875.0,Left Center Midfield,15,Portugal Women's,864,"['7c4f5450-8801-407f-abc8-a0887e4ab5a2', 'c6d92d4d-6c0c-4f49-8d80-c2345b865bcd']",48,,,,,,,,,,,,,,,,Portugal Women's,864,00:03:48.299,Pass,True
,,,,,,,,,,,,,,,,,0.812878,,,,,,,,,,,,,,17517f4d-c1d0-4d41-b4fa-fc8f94577d0c,123,,,"[51.6, 66.9]",3835340,4,,,,,0.9567773,,Right Foot,,,"[55.9, 73.0]",,Ground Pass,,7.4632435,,,,Johanna Rytting-Kaneryd,62710.0,,,,,,1,From Free Kick,Kosovare Asllani,10220.0,Right Center Forward,15,Portugal Women's,864,['21fd5279-8b16-4682-b91e-aadbcf128f76'],2,,,,,,,,,,,,,,,,Sweden Women's,858,00:04:02.369,Pass,
,,,,,,,,,,,,,,,,,0.836383,,,,,,,,,,,,,,671e9a72-56dd-452e-97e3-a7f397e66d59,126,,,"[55.4, 73.3]",3835340,4,,,,,-0.8728935,,Right Foot,,,"[60.6, 67.1]",,Ground Pass,,8.091971,,Incomplete,,Kosovare Asllani,10220.0,,,,,,1,From Free Kick,Johanna Rytting-Kaneryd,62710.0,Right Midfield,15,Portugal Women's,864,"['048b9f30-d736-4855-a8aa-4dedaed1979b', 'acbdebe0-7ca8-4798-a501-f0e5054f9903']",3,,,,,,,,,,,,,,,,Sweden Women's,858,00:04:03.513,Pass,
,,,,,,,,,,,,,,,,,0.465096,,,,,,,,,,,,,,acbdebe0-7ca8-4798-a501-f0e5054f9903,128,,,"[59.5, 13.0]",3835340,4,,,,,0.14189705,,Right Foot,,,"[61.6, 13.3]",,Ground Pass,,2.1213202,,,,Francisca Ramos Ribeiro Nazareth Sousa,62913.0,,,,,Recovery,1,From Free Kick,Dolores Isabel Jacome Silva,10140.0,Center Defensive Midfield,15,Portugal Women's,864,"['671e9a72-56dd-452e-97e3-a7f397e66d59', 'd66a50f3-4b37-4fd9-9c68-e715f325c70f']",4,,,,,,,,,,,,,,,,Portugal Women's,864,00:04:04.350,Pass,
,,,,,,,,,,,,,,,,,0.633904,,,,,,,,,,,,,,38ca07cb-1d21-42d9-b329-fcc0ce8588f1,131,,,"[64.2, 14.0]",3835340,4,,,,,-2.0023694,,Right Foot,,,"[60.7, 6.4]",,Ground Pass,,8.367198,,,,Andreia Alexandra Norton,34875.0,,,,,,1,From Free Kick,Francisca Ramos Ribeiro Nazareth Sousa,62913.0,Center Forward,15,Portugal Women's,864,['72768d76-e42d-4b48-86c4-33051dede726'],5,,,,,,,,,,,,,,,,Portugal Women's,864,00:04:05.684,Pass,
,,,,,,,,,,,,,,,,,0.512875,,,,,,,,,,,,,,20944173-f1ad-473a-9ecb-09b6c1dccc6b,134,,,"[60.9, 5.5]",3835340,4,,,,,2.1357007,,Right Foot,,,"[56.4, 12.6]",,Ground Pass,,8.405951,,,,Dolores Isabel Jacome Silva,10140.0,,,,,,1,From Free Kick,Andreia Alexandra Norton,34875.0,Left Center Midfield,15,Portugal Women's,864,['6dc01d03-9c22-4b33-852f-e3fdb598596b'],6,,,,,,,,,,,,,,,,Portugal Women's,864,00:04:06.813,Pass,
,,,,,,,,,,,,,,,,,0.621919,,,,,,,,,,,,,,afe49613-5914-4234-bb09-ff676b1b773c,138,,,"[56.7, 12.8]",3835340,4,,,,,-1.5444866,,Right Foot,,,"[56.9, 5.2]",,Ground Pass,,7.602631,,,,Andreia Alexandra Norton,34875.0,,,,,,1,From Free Kick,Dolores Isabel Jacome Silva,10140.0,Center Defensive Midfield,15,Portugal Women's,864,"['6cec08b0-c81e-4783-8b21-fa5171501022', 'ee115a5d-ebfe-4976-836c-be7dc98629cc']",7,,,,,,,,,,,,,,,,Portugal Women's,864,00:04:07.814,Pass,True
,,,,,,,,,,,,,,,,,1.735678,,,,,,,,,,,,,,ad567682-c9ef-4e5f-8a8f-c6532e58ea38,141,,,"[55.0, 6.4]",3835340,4,,,,,0.32175055,,Right Foot,,,"[65.5, 9.9]",,Ground Pass,,11.067972,,,,Francisca Ramos Ribeiro Nazareth Sousa,62913.0,,,,,,1,From Free Kick,Andreia Alexandra Norton,34875.0,Left Center Midfield,15,Portugal Women's,864,['b44fc477-66e4-48de-a294-68c33fb1df5a'],8,,,,,,,,,,,,,,,,Portugal Women's,864,00:04:08.621,Pass,
,,,,,,,,,,,,,,,,,1.390503,,,,,,,,,,,,,,49003d2e-3b80-496d-813a-35990f32640b,148,,,"[58.7, 73.2]",3835340,4,,,,,0.023251623,,Right Foot,,,"[63.0, 73.3]",,Ground Pass,,4.3011627,,,,Kosovare Asllani,10220.0,,,,,Recovery,1,Regular Play,Johanna Rytting-Kaneryd,62710.0,Right Midfield,16,Sweden Women's,858,['9f0f5b41-9170-43e4-91cf-44426756b76e'],12,,,,,,,,,,,,,,,,Sweden Women's,858,00:04:12.324,Pass,
