50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f8d05684-8321-4fa3-a834-177815d41674,1,,,3844387,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 10418, 'name': 'Eve Perisset'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 10271, 'name': 'Griedge Mbock Bathy Nka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 10117, 'name': 'Sakina Karchaoui'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 25727, 'name': 'Charlotte Bilbault'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 30971, 'name': 'Sandie Toletti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 15470, 'name': 'Delphine Cascarino'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 31614, 'name': 'Melvine Malard'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",France Women's,861,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a602251e-8b2e-4e45-8f45-9319286bbf42,2,,,3844387,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 32339, 'name': 'Daphne van Domselaar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 32333, 'name': 'Lynn Wilms'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 221888, 'name': 'Kerstin Yasmijn Casparij'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 10656, 'name': 'Lineth Beerensteyn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 63788, 'name': 'Victoria Pelova'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Netherlands Women's,851,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2f383ed2-e475-45a6-bc75-618c3c3daee4,3,,,3844387,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,['3c859b90-cc4e-4845-a4cb-c71893226bd8'],0,,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3c859b90-cc4e-4845-a4cb-c71893226bd8,4,,,3844387,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France Women's,861,['2f383ed2-e475-45a6-bc75-618c3c3daee4'],0,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e5b7e60b-5949-49ae-be94-bf55232a28f8,1708,,,3844387,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,108,Netherlands Women's,851,['a94ebbce-9e6d-4bd6-add1-4e49990c6093'],0,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a94ebbce-9e6d-4bd6-add1-4e49990c6093,1709,,,3844387,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,108,Netherlands Women's,851,['e5b7e60b-5949-49ae-be94-bf55232a28f8'],0,,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3541ef38-3c56-4b54-8a61-76124bba1403,3404,,,3844387,90,,,,,,,,,,,,,,,,,,,,,,,,3,From Corner,,,,200,France Women's,861,['df34a884-cc38-4f79-aad5-27bd2228be4e'],0,,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,df34a884-cc38-4f79-aad5-27bd2228be4e,3405,,,3844387,90,,,,,,,,,,,,,,,,,,,,,,,,3,From Corner,,,,200,France Women's,861,['3541ef38-3c56-4b54-8a61-76124bba1403'],0,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,39ec479e-b5de-497d-b3a2-5938e45f2ab3,3908,,,3844387,105,,,,,,,,,,,,,,,,,,,,,,,,4,Regular Play,,,,226,France Women's,861,['c9dbc1d5-d881-435b-b576-19bbd7cfa264'],0,,,,,,,,,,,,,,,,,,France Women's,861,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c9dbc1d5-d881-435b-b576-19bbd7cfa264,3909,,,3844387,105,,,,,,,,,,,,,,,,,,,,,,,,4,Regular Play,,,,226,France Women's,861,['39ec479e-b5de-497d-b3a2-5938e45f2ab3'],0,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
