50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4fb39c2a-2b30-4673-9d5a-40504ebcc11a,1,,,,3835336,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria Women's,859,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 46973, 'name': 'Laura Wienroither'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 10241, 'name': 'Carina Wenninger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 7}, {'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 11}, {'player': {'id': 10248, 'name': 'Verena Hanshaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 10240, 'name': 'Sarah Puntigam'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 32341, 'name': 'Julia Hickelsberger Füller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 10236, 'name': 'Sarah Zadrazil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 9}, {'player': {'id': 10242, 'name': 'Laura Feiersinger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 43046, 'name': 'Barbara Dunst'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 10233, 'name': 'Nicole Billa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Austria Women's,859,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,36f48d48-f876-46c3-8671-25d6ea357ed6,2,,,,3835336,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria Women's,859,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 276302, 'name': 'Guro Pettersen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 276288, 'name': 'Tuva Hansen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 276304, 'name': 'Guro Bergsvand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Norway Women's,852,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8a7aeae6-fe82-42c6-a26a-f69356b934be,3,,,,3835336,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria Women's,859,['57e2a6b0-ce9a-40eb-b0de-0e4605fffd37'],0,,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,57e2a6b0-ce9a-40eb-b0de-0e4605fffd37,4,,,,3835336,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria Women's,859,['8a7aeae6-fe82-42c6-a26a-f69356b934be'],0,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2e663205-b1aa-4bc1-80da-8ddfd8c2f397,1741,,,,3835336,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Austria Women's,859,['11efa492-bfd9-4085-ac27-5aeb6a1b93dc'],0,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,11efa492-bfd9-4085-ac27-5aeb6a1b93dc,1742,,,,3835336,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Austria Women's,859,['2e663205-b1aa-4bc1-80da-8ddfd8c2f397'],0,,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,1.760433,,,,,,,,,,,,,,144f4313-9c8d-438c-b08d-9084089af3d4,5,,,"[61.0, 40.1]",3835336,0,,,,,2.804537,,Right Foot,,,,"[37.6, 48.3]",,Ground Pass,,24.79516,,,,Maren Nævdal Mjelde,10395.0,,,,,Kick Off,1,From Kick Off,Caroline Graham Hansen,10386.0,Center Attacking Midfield,2,Norway Women's,852,['ee10ad25-bc0e-47b1-8f39-8d774b4f3f25'],0,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:00.747,Pass,
,,,,,,,,,,,,,,,,,,,2.470675,,,,,,,,,,,,,,4ce19913-6e89-4518-9e19-a50989a047df,8,,,"[43.0, 53.0]",3835336,0,,,,,0.10598436,,Right Foot,,,,"[85.3, 57.5]",,High Pass,,42.53869,,,,Ada Stolsmo Hegerberg,10385.0,,,,,,1,From Kick Off,Maren Nævdal Mjelde,10395.0,Right Center Back,2,Norway Women's,852,['cf75fe0c-71fb-48d7-b59f-69626c38b326'],4,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:04.491,Pass,
,,,,,,,,,,,,,,,,,,,0.053808,,,,,,,,,,,,,,7d23a76c-f6fb-4baa-9070-f08549e19ca9,11,,,"[85.3, 57.5]",3835336,0,,,,True,0.124354996,,,,,,"[86.9, 57.7]",,Low Pass,,1.6124516,,,Incomplete,,,,,,,,1,From Kick Off,Ada Stolsmo Hegerberg,10385.0,Center Forward,2,Norway Women's,852,"['33c6217b-1c84-499f-a518-d85650e0a451', 'edfbfe70-29d1-493b-9eda-a08e3a8fcb6a']",7,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:07.001,Pass,True
,,,,,,,,,,,,,,,,,,,3.685066,,,,,,,,,,,,,,44749376-360f-44b1-8ad2-3deb24ddd4c7,13,,,"[38.3, 16.2]",3835336,0,,,,,0.70033264,,Head,,,,"[52.3, 28.0]",,High Pass,,18.30956,,,,Nicole Billa,10233.0,,,,,Recovery,1,From Kick Off,Barbara Dunst,43046.0,Left Midfield,2,Norway Women's,852,['f1d66063-5124-4a11-a3f3-9de5cb024549'],9,,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:09.035,Pass,
