50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cb5fdee4-dbc5-4239-9403-00c306adcae6,1,,,,3793185,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,,0,,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 38631, 'name': 'Claudio Andre Mergen Taffarel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 42193, 'name': 'Ricardo Roberto Barreto da Rocha'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 398677, 'name': 'Mauro Geraldo Galvao'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 21}, {'player': {'id': 398683, 'name': 'Ricardo Gomes Raymundo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 39654, 'name': 'Jorge José de Amorim Campos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 39656, 'name': 'Cláudio Ibrahim Vaz Leal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 6}, {'player': {'id': 39829, 'name': 'Ricardo Rogério de Brito'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 38630, 'name': 'Carlos Caetano Bledorn Verri'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 398680, 'name': 'Valdo Cândido de Oliveira Filho'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 38429, 'name': 'Luís Antônio Corrêa da Costa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 15}, {'player': {'id': 39826, 'name': 'Antônio de Oliveira Filho'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Brazil,781,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3c2539c5-ff67-4ec1-bcb3-34f70a77cc64,2,,,,3793185,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,,0,,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 398687, 'name': 'Sergio Javier Goycochea'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 398681, 'name': 'José Horacio Basualdo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 397968, 'name': 'Juan Ernesto Simón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 38657, 'name': 'Óscar Alfredo Ruggeri Zocola'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 398678, 'name': 'Pedro Damián Monzón'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 38646, 'name': 'Jorge Luis Burruchaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 398682, 'name': 'Pedro Antonio Troglio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 38654, 'name': 'Ricardo Omar Giusti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 38661, 'name': 'Julio Jorge Olarticoechea'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 38641, 'name': 'Diego Armando Maradona'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 398655, 'name': 'Claudio Paul Caniggia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Argentina,779,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e55ac876-6709-40fd-bd64-526207acde1f,3,,,,3793185,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,['1c98b4eb-ab9b-4098-8531-466e745a259c'],0,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1c98b4eb-ab9b-4098-8531-466e745a259c,4,,,,3793185,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,['e55ac876-6709-40fd-bd64-526207acde1f'],0,,,,,,,,,,,,,,,,,,,Argentina,779,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,39661f9a-971e-4b9f-b099-48f3609e3ed7,1644,,,,3793185,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,110,Argentina,779,['287538a8-846e-4ae5-a9ee-1be349f893e0'],0,,,,,,,,,,,,,,,,,,,Argentina,779,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,287538a8-846e-4ae5-a9ee-1be349f893e0,1645,,,,3793185,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,110,Argentina,779,['39661f9a-971e-4b9f-b099-48f3609e3ed7'],0,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.934807,,,,,,,,,,,,,,663bc6cf-e8a2-414e-8cb8-c359e2b10703,5,,,"[60.0, 40.0]",3793185,0,,,,,-2.3357892,,Left Foot,,,"[57.6, 37.5]",,Ground Pass,,3.4655447,,,Antônio de Oliveira Filho,39826.0,,,,,Kick Off,1,From Kick Off,Luís Antônio Corrêa da Costa,38429.0,Right Center Forward,2,Brazil,781,['a9a35b12-9537-44f7-81ce-a519bb140a7a'],0,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:00.451,Pass,
,,,,,,,,,,,,,,,,,1.419416,,,,,,,,,,,,,,9fd71896-750e-49a7-ac1b-f63b921a27c0,8,,,"[57.9, 37.2]",3793185,0,,,,,-2.8101337,,Right Foot,,,"[42.5, 31.9]",,Ground Pass,,16.286497,,,Carlos Caetano Bledorn Verri,38630.0,,,,,,1,From Kick Off,Antônio de Oliveira Filho,39826.0,Left Center Forward,2,Brazil,781,['df199434-4281-4b2a-88b8-0edce6e5956a'],1,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:01.765,Pass,
,,,,,,,,,,,,,,,,,1.806482,,,,,,,,,,,,,,79e9574a-92a7-47a8-aca9-6ad7e45c78fa,11,,,"[51.1, 28.1]",3793185,0,,,,,-1.6340603,,Right Foot,,,"[49.7, 6.0]",,Ground Pass,,22.144299,,,Cláudio Ibrahim Vaz Leal,39656.0,,,,,,1,From Kick Off,Carlos Caetano Bledorn Verri,38630.0,Left Defensive Midfield,2,Brazil,781,['867c2e8b-db70-4f01-9dd8-e94cec8a1c5c'],5,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:05.018,Pass,
,,,,,,,,,,,,,,,,,1.394316,,,,,,,,,,,,,,3dd01e66-c599-439f-9296-caa32ec6c30e,14,,,"[49.7, 7.4]",3793185,0,,,,,2.1401095,,Left Foot,,,"[36.9, 27.4]",,Ground Pass,,23.745316,,,Ricardo Roberto Barreto da Rocha,42193.0,,,,,,1,From Kick Off,Cláudio Ibrahim Vaz Leal,39656.0,Left Wing Back,2,Brazil,781,['52a6d6b9-1bb5-46d2-81b9-0e50a7271e74'],9,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:09.335,Pass,
,,,,,,,,,,,,,,,,,2.556578,,,,,,,,,,,,,,0113d130-cbef-4356-abd6-9510037991d3,17,,,"[37.6, 31.4]",3793185,0,,,,,1.5707964,,Left Foot,,,"[37.6, 66.4]",,Ground Pass,,35.0,,,Mauro Geraldo Galvao,398677.0,,,,,,1,From Kick Off,Ricardo Roberto Barreto da Rocha,42193.0,Right Center Back,2,Brazil,781,['31f7026f-d040-4ca9-b82a-e36d16b68da1'],11,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:11.937,Pass,
,,,,,,,,,,,,,,,,,0.929354,,,,,,,,,,,,,,8dba59fa-188c-464f-80d7-263abe1f8fa0,20,,,"[44.8, 70.3]",3793185,0,,,,,0.26060238,,Right Foot,,,"[61.3, 74.7]",,Ground Pass,,17.076591,,,Jorge José de Amorim Campos,39654.0,,,,,,1,From Kick Off,Mauro Geraldo Galvao,398677.0,Center Back,2,Brazil,781,['aaef27c1-69a1-4287-afcb-35fad59fe3e5'],18,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:18.280,Pass,
,,,,,,,,,,,,,,,,,0.107512,,,,,,,,,,,,,,f14fddcf-e30e-4f16-a9b8-8191adfb6574,29,,,"[75.8, 5.6]",3793185,0,,,,,1.7126933,,Left Foot,,,"[75.5, 7.7]",,Ground Pass,,2.1213202,,Unknown,Diego Armando Maradona,38641.0,,,,,,1,From Counter,Julio Jorge Olarticoechea,38661.0,Left Midfield,3,Argentina,779,"['487e959a-d7aa-4dc7-b8e1-a5f85e5c5bfc', 'c275ab52-4424-4ff3-a297-79b21ac056fb', 'f0d8449a-3460-4dea-8388-5808e248e3e6']",25,,,,,,,,,,,,,,,,,,,Argentina,779,00:00:25.562,Pass,True
,,,,,,,,,,,,,,,,,1.499828,,,,,,,,,,,,,,8a0034a4-ee6a-45d3-b2b7-c23b43e8556b,33,,,"[75.1, 5.6]",3793185,0,,True,,,2.2142975,,Left Foot,,,"[69.7, 12.8]",,Ground Pass,,9.0,,,Diego Armando Maradona,38641.0,,,,,Free Kick,1,From Free Kick,Pedro Damián Monzón,398678.0,Left Back,4,Argentina,779,['3915972c-baf1-4aad-88d1-f02bd8327b8c'],35,,,,,,,,,,,,,,,,,,,Argentina,779,00:00:35.841,Pass,
,,,,,,,,,,,,,,,,,1.029503,,,,,,,,,,,,,,12d75f74-8433-4c96-92d5-75e448620148,35,,,"[72.3, 11.7]",3793185,0,,True,,,0.40625727,,Left Foot,,,"[98.8, 23.1]",,Ground Pass,,28.848051,,,Claudio Paul Caniggia,398655.0,,,,,,1,From Free Kick,Diego Armando Maradona,38641.0,Center Attacking Midfield,4,Argentina,779,['982d0aa6-a990-4dfb-8690-4f085f42fef1'],40,,,,,,,,,,,,,,,,,,,Argentina,779,00:00:40.615,Pass,
,,,,,,,,,,,,,,,,,0.426631,,,,,,,,,,,,,,f2ba3a54-363a-4404-bbef-bffa0d0b8f2e,40,,,"[94.2, 20.3]",3793185,0,,,,,-1.8709675,,Right Foot,,,"[91.6, 11.9]",,Ground Pass,,8.7931795,,,Diego Armando Maradona,38641.0,,,,,,1,From Free Kick,Claudio Paul Caniggia,398655.0,Center Forward,4,Argentina,779,['9d6ec6df-53af-4035-9f18-d27a9e2656aa'],42,,,,,,,,,,,,,,,,,,,Argentina,779,00:00:42.757,Pass,
,,,,,,,,,,,,,,,,,1.05921,,,,,,,,,,,,,,38791ce6-9d5d-4af9-8856-2f58bab8ff5d,48,,,"[34.3, 63.3]",3793185,0,,,,,-0.1095078,,Right Foot,,,"[53.4, 61.2]",,Ground Pass,,19.215097,,,Luís Antônio Corrêa da Costa,38429.0,,,,,,1,From Counter,Ricardo Rogério de Brito,39829.0,Right Defensive Midfield,5,Brazil,781,['0e252718-189b-49e3-b9b9-e106bedd863d'],48,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:48.774,Pass,
,,,,,,,,,,,,,,,,,2.101369,,,,,,,,,,,,,,44e4cf4e-5b78-482f-9545-850067964a25,52,,,"[53.7, 60.8]",3793185,0,,,,,-0.622032,65c568b6-a800-4175-acb1-f29d8774dcdd,Right Foot,,,"[74.9, 45.6]",,Ground Pass,,26.086012,,,Antônio de Oliveira Filho,39826.0,True,,Through Ball,True,,1,From Counter,Luís Antônio Corrêa da Costa,38429.0,Right Center Forward,5,Brazil,781,['e9f48477-9350-4c4d-a104-9ba5108e59d2'],49,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:49.876,Pass,
,,,,,,,,,,,,,,,,,0.994849,,,,,,,,,,,,,,eee7dee0-e4b7-435d-a6b5-4ec52144ea29,65,,,"[120.0, 0.1]",3793185,1,,,,,1.6939162,,Right Foot,,,"[116.3, 30.0]",,High Pass,True,30.12806,,Incomplete,,,,,Inswinging,,Corner,1,From Corner,Valdo Cândido de Oliveira Filho,398680.0,Center Attacking Midfield,6,Brazil,781,['b21445ed-77dc-4750-a0a0-4705882a8674'],40,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:40.195,Pass,
,,,,,,,,,,,,,,,,,1.48865,,,,,,,,,,,,,,799642a2-0b6f-48b0-8c29-7a75535ce75c,68,,,"[111.9, 0.1]",3793185,1,,,,,1.4656578,,,,,"[114.0, 20.0]",,High Pass,,20.010498,,,Antônio de Oliveira Filho,39826.0,,,,,Throw-in,1,From Throw In,Cláudio Ibrahim Vaz Leal,39656.0,Left Wing Back,7,Brazil,781,['16bf6c6f-fb6c-4737-afbd-5e8b6bbb7dd4'],54,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:54.083,Pass,
,,,,,,,,,,,,,,,,,2.450322,,,,,,,,,,,,,,a92121dc-9f1a-46ef-b61d-63115192cefa,74,,,"[104.9, 18.8]",3793185,1,,,,,2.0841954,a1fd9371-b345-4a63-87b9-73b7c6220e2a,Right Foot,,,"[89.0, 47.0]",,Ground Pass,,32.3736,,,Ricardo Rogério de Brito,39829.0,True,,,,,1,From Throw In,Antônio de Oliveira Filho,39826.0,Left Center Forward,7,Brazil,781,['da579ead-cef4-4623-aa15-c93aa7453f5e'],56,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:56.984,Pass,
,,,,,,,,,,,,,,,,,3.856917,,,,,,,,,,,,,,4009929f-38e4-48f1-b2b0-1c29d00a4d44,78,,,"[7.0, 44.1]",3793185,2,,,,,-0.24382304,,Right Foot,,,"[68.1, 28.9]",,High Pass,,62.96229,,Incomplete,,,,,,,Goal Kick,1,From Goal Kick,Sergio Javier Goycochea,398687.0,Goalkeeper,8,Argentina,779,['854ada99-3a21-44be-8f29-de8cf94f4325'],38,,,,,,,,,,,,,,,,,,,Argentina,779,00:02:38.840,Pass,
,,,,,,,,,,,,,,,,,2.690008,,,,,,,,,,,,,,854ada99-3a21-44be-8f29-de8cf94f4325,79,,,"[52.0, 51.2]",3793185,2,,,,,0.33124393,,Head,,,"[70.9, 57.7]",,High Pass,,19.986496,,Incomplete,Luís Antônio Corrêa da Costa,38429.0,,,,,Recovery,1,From Goal Kick,Ricardo Rogério de Brito,39829.0,Right Defensive Midfield,8,Argentina,779,"['4009929f-38e4-48f1-b2b0-1c29d00a4d44', 'cb1217e8-ee2d-4945-a63d-af90947ad8f4', 'e700b219-52bd-4b90-80a3-1a6ceefa6a7b']",42,,,,,,,,,,,,,,,,,,,Brazil,781,00:02:42.697,Pass,
,,,,,,,,,,,,,,,,,1.143345,,,,,,,,,,,,,,e700b219-52bd-4b90-80a3-1a6ceefa6a7b,81,,,"[49.2, 22.4]",3793185,2,,,,True,0.0,,,,,"[62.7, 22.4]",,Low Pass,,13.5,,Incomplete,,,,,,,Recovery,1,From Goal Kick,Óscar Alfredo Ruggeri Zocola,38657.0,Left Center Back,8,Argentina,779,"['854ada99-3a21-44be-8f29-de8cf94f4325', 'b783d443-08fc-4ab0-a55f-5d77da0f1fe8', 'c6735218-7af8-47d3-83e7-7adf30d87645']",45,,,,,,,,,,,,,,,,,,,Argentina,779,00:02:45.387,Pass,True
,,,,,,,,,,,,,,,,,1.668435,,,,,,,,,,,,,,a880289e-cdb9-4d4d-b785-3ce0915a32e8,86,,,"[59.5, 63.6]",3793185,2,,,,,0.84003127,,Right Foot,,,"[71.6, 77.1]",,High Pass,,18.128983,,,Jorge José de Amorim Campos,39654.0,,,,,,1,Regular Play,Ricardo Rogério de Brito,39829.0,Right Defensive Midfield,9,Brazil,781,['6bcb87f5-7c05-4169-a11f-132143a3b3de'],47,,,,,,,,,,,,,,,,,,,Brazil,781,00:02:47.921,Pass,
,,,,,,,,,,,,,,,,,1.203805,,,,,,,,,,,,,,4aff9944-a6af-4a74-9447-4d23799bcffb,92,,,"[75.8, 77.1]",3793185,3,,,,,-2.2614563,,Right Foot,,,"[65.8, 65.0]",,Ground Pass,,15.697452,,,Ricardo Rogério de Brito,39829.0,,,,,Free Kick,1,From Free Kick,Jorge José de Amorim Campos,39654.0,Right Wing Back,10,Brazil,781,['1bc0de8c-0086-4e09-be17-73f0ee1c301d'],19,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:19.476,Pass,
,,,,,,,,,,,,,,,,,1.215873,,,,,,,,,,,,,,286c3eda-8406-479f-bded-31c562d412ee,95,,,"[66.5, 65.0]",3793185,3,,,,,3.0628088,,Right Foot,,,"[55.1, 65.9]",,Ground Pass,,11.435472,,,Ricardo Roberto Barreto da Rocha,42193.0,,,,,,1,From Free Kick,Ricardo Rogério de Brito,39829.0,Right Defensive Midfield,10,Brazil,781,['c8a1c17c-dae5-43d2-9ef1-bc7906ff993d'],21,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:21.481,Pass,
,,,,,,,,,,,,,,,,,1.426956,,,,,,,,,,,,,,b207a5c8-ed84-4538-9265-dd8607a95655,98,,,"[54.4, 65.9]",3793185,3,,,,,-2.1548774,,Left Foot,,,"[42.7, 48.2]",,Ground Pass,,21.217445,,,Mauro Geraldo Galvao,398677.0,,,,,,1,From Free Kick,Ricardo Roberto Barreto da Rocha,42193.0,Right Center Back,10,Brazil,781,['0212e7cf-f200-4a71-b13c-e3ea45bb1acc'],23,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:23.621,Pass,
