50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.134493,,,,,,,,,,,,,,bcc9436a-b117-4ff4-abe0-ab1c76bf56c1,101,,,"[39.2, 48.2]",3793185,3,,,,,-1.5397985,,Left Foot,,,"[40.4, 9.5]",,Ground Pass,,38.7186,,,Ricardo Gomes Raymundo,398683.0,,,,,,1,From Free Kick,Mauro Geraldo Galvao,398677.0,Center Back,10,Brazil,781,['5357ec0b-88a3-48be-83f9-360c13b31ab3'],26,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:26.636,Pass,
,,,,,,,,,,,,,,,,,1.749773,,,,,,,,,,,,,,d2a0681b-32a5-48a4-811a-08a4d8ff2713,104,,,"[40.1, 9.0]",3793185,3,,,,,-0.34581593,,Left Foot,,,"[53.7, 4.1]",,Ground Pass,,14.455794,,,Valdo Cândido de Oliveira Filho,398680.0,,,,,,1,From Free Kick,Ricardo Gomes Raymundo,398683.0,Left Center Back,10,Brazil,781,['9ebc60c0-7b62-4983-a814-05205155b8bb'],31,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:31.503,Pass,
,,,,,,,,,,,,,,,,,1.578501,,,,,,,,,,,,,,6fd991f5-a3b7-43a4-bf32-d33170b3e425,107,,,"[80.9, 16.5]",3793185,3,,,,,3.0471377,,Right Foot,,,"[71.4, 17.4]",,Ground Pass,,9.542537,,,Carlos Caetano Bledorn Verri,38630.0,,,,,,1,From Free Kick,Valdo Cândido de Oliveira Filho,398680.0,Center Attacking Midfield,10,Brazil,781,['184a4251-03c6-4cd3-b1c5-7eb151d77cac'],38,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:38.881,Pass,
,,,,,,,,,,,,,,,,,2.534212,,,,,,,,,,,,,,85f6c1a7-d7fd-4e3b-895a-320dc6192218,110,,,"[69.5, 17.9]",3793185,3,,,,,0.75190556,,Right Foot,,,"[109.6, 55.4]",,High Pass,,54.902275,,,Luís Antônio Corrêa da Costa,38429.0,,,,,,1,From Free Kick,Carlos Caetano Bledorn Verri,38630.0,Left Defensive Midfield,10,Brazil,781,['865528f0-31d9-455a-b888-9be656ae313f'],41,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:41.499,Pass,
,,,,,,,,,,,,,,,,,3.256395,,,,,,,,,,,,,,d0264fe6-fc7f-44ce-8b98-bbb57f7af675,114,,,"[7.0, 36.1]",3793185,4,,,,,-0.45985496,,Right Foot,,,"[70.4, 4.7]",,High Pass,,70.7497,,Incomplete,Julio Jorge Olarticoechea,38661.0,,,,,Goal Kick,1,From Goal Kick,Sergio Javier Goycochea,398687.0,Goalkeeper,11,Argentina,779,"['53ea350d-bd5b-4782-a8c9-a02f73e8c88e', '9fbf3098-8454-4ec8-b014-4b1b7a2e635a']",9,,,,,,,,,,,,,,,,,,,Argentina,779,00:04:09.068,Pass,
,,,,,,,,,,,,,,,,,0.686307,,,,,,,,,,,,,,fd9abeac-137c-4665-9848-078d071c00d5,117,,,"[53.4, 0.1]",3793185,4,,,,,1.4222914,,,,,"[55.3, 12.8]",,Low Pass,,12.841339,,,Jorge Luis Burruchaga,38646.0,,,,,Throw-in,1,From Throw In,Pedro Damián Monzón,398678.0,Left Back,12,Argentina,779,['34d0231d-f658-41af-811e-f27513e39029'],18,,,,,,,,,,,,,,,,,,,Argentina,779,00:04:18.964,Pass,
,,,,,,,,,,,,,,,,,0.997891,,,,,,,,,,,,,,31f9a81c-b624-4449-b2a2-ca8acbe8f1df,120,,,"[55.3, 12.8]",3793185,4,,,,,1.7529646,,Right Foot,,,"[53.2, 24.2]",,Ground Pass,,11.591807,,,Ricardo Omar Giusti,38654.0,,,,,,1,From Throw In,Jorge Luis Burruchaga,38646.0,Right Defensive Midfield,12,Argentina,779,['82da520f-7c1c-4502-837b-2d06051caab6'],21,,,,,,,,,,,,,,,,,,,Argentina,779,00:04:21.394,Pass,
,,,,,,,,,,,,,,,,,0.260044,,,,,,,,,,,,,,86d6c6e9-380c-4ea7-93e3-d753a5cbbb9c,123,,,"[53.2, 24.2]",3793185,4,,,,,-0.071307465,,Right Foot,,,"[58.8, 23.8]",,Low Pass,,5.6142673,,Incomplete,,,,,,,,1,From Throw In,Ricardo Omar Giusti,38654.0,Right Midfield,12,Argentina,779,['8f61e77b-6719-416e-82d4-563f1b528e76'],23,,,,,,,,,,,,,,,,,,,Argentina,779,00:04:23.254,Pass,
,,,,,,,,,,,,,,,,,1.942073,,,,,,,,,,,,,,e789eb46-bdbd-4e8b-a45d-b4c5d0b2e36c,131,,,"[67.9, 57.5]",3793185,4,,,,,-0.99227214,,Right Foot,,,"[80.7, 37.9]",,Ground Pass,,23.409399,,,Valdo Cândido de Oliveira Filho,398680.0,,,,,Free Kick,1,From Free Kick,Carlos Caetano Bledorn Verri,38630.0,Left Defensive Midfield,14,Brazil,781,['3a86d505-d40c-434a-8b9f-c12bc138a80f'],31,,,,,,,,,,,,,,,,,,,Brazil,781,00:04:31.012,Pass,
,,,,,,,,,,,,,,,,,1.984061,,,,,,,,,,,,,,9039bd27-1b5b-43e5-871e-8cba6185ad4b,134,,,"[84.0, 27.2]",3793185,4,,,,,-0.7623843,,Right Foot,,,"[104.0, 8.1]",,Ground Pass,,27.6552,,,Cláudio Ibrahim Vaz Leal,39656.0,,,,,,1,From Free Kick,Valdo Cândido de Oliveira Filho,398680.0,Center Attacking Midfield,14,Brazil,781,['a7bf7a20-e6a7-4a86-b833-e42c614d14bd'],35,,,,,,,,,,,,,,,,,,,Brazil,781,00:04:35.276,Pass,
,,,,,,,,,,,,,,,,,2.433741,,,,,,,,,,,,,,1303fe51-07a0-4f18-a5af-491b8bd90102,137,,,"[115.4, 6.0]",3793185,4,,,,,1.9740261,326ceb9f-4950-4ac0-a11b-9226b0384e99,Left Foot,True,,"[96.8, 49.6]",,High Pass,,47.401688,,,Ricardo Rogério de Brito,39829.0,True,True,,,,1,From Free Kick,Cláudio Ibrahim Vaz Leal,39656.0,Left Wing Back,14,Brazil,781,['6b2871aa-9738-4efd-a4ca-ff68cca33c82'],39,,,,,,,,,,,,,,,,,,,Brazil,781,00:04:39.873,Pass,
,,,,,,,,,,,,,,,,,2.394336,,,,,,,,,,,,,,d7a2b7ab-f129-4ee5-aff7-2f810e74c4c0,141,,,"[7.0, 36.1]",3793185,5,,,,,-0.60908717,,Right Foot,,,"[48.0, 7.5]",,High Pass,,49.989597,,,Pedro Damián Monzón,398678.0,,,,,Goal Kick,1,From Goal Kick,Sergio Javier Goycochea,398687.0,Goalkeeper,15,Argentina,779,['c996b9c7-1c78-4c62-a875-071c7265e579'],5,,,,,,,,,,,,,,,,,,,Argentina,779,00:05:05.817,Pass,
,,,,,,,,,,,,,,,,,1.937451,,,,,,,,,,,,,,0f245f65-d11b-46b3-bab7-5ba710f3d821,152,,,"[94.0, 54.2]",3793185,5,,,,,0.36560234,c9796fea-9624-41b3-82b7-7f442fb4c153,Left Foot,,,"[106.8, 59.1]",,Ground Pass,,13.705838,,,Luís Antônio Corrêa da Costa,38429.0,True,,,,,1,From Counter,Valdo Cândido de Oliveira Filho,398680.0,Center Attacking Midfield,16,Brazil,781,"['a3aa5b3e-ab03-4781-a76d-635aea82032c', 'e1f825cd-fbb6-4a8b-98b6-0cd3ede87d50']",13,,,,,,,,,,,,,,,,,,,Brazil,781,00:05:13.272,Pass,True
