50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.72,,,,,,,,,,,,,be5fe251-60c4-4237-b5a6-2e7d8a996c29,1637,,,"[49.0, 32.0]",7570,38,,1.5707964,,,Left Foot,,,,"[49.0, 53.0]",,Ground Pass,21.0,,Leander Dendoncker,6331.0,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Right Center Midfield,75,Belgium,782,['55cbb535-3d12-428c-b9e2-182b985801f4'],20,,,,,,,,,,,,,,,,,Belgium,782,00:38:20.280,Pass,
,,,,,,,,,,,,,1.08,,,,,,,,,,,,,90f1d630-ecb2-429f-900b-e79b7b7924c9,1640,,,"[55.0, 58.0]",7570,38,,1.2490457,,,Right Foot,,,,"[62.0, 79.0]",,Ground Pass,22.135944,,Nacer Chadli,4831.0,,,,,,1,Regular Play,Leander Dendoncker,6331.0,Right Center Back,75,Belgium,782,['6441fa45-0603-4565-b52e-be48d2bc7da0'],23,,,,,,,,,,,,,,,,,Belgium,782,00:38:23.920,Pass,
,,,,,,,,,,,,,0.92,,,,,,,,,,,,,3fb836f9-1e9d-40c1-834d-b6e29ec88944,1643,,,"[65.0, 77.0]",7570,38,,-2.4980915,,,Right Foot,,,,"[49.0, 65.0]",,Ground Pass,20.0,,Leander Dendoncker,6331.0,,,,,,1,Regular Play,Nacer Chadli,4831.0,Right Midfield,75,Belgium,782,['162baefe-2e30-4e03-a38d-fde7ffa1a66d'],26,,,,,,,,,,,,,,,,,Belgium,782,00:38:26.600,Pass,
,,,,,,,,,,,,,1.2,,,,,,,,,,,,,4c79d287-4d54-436e-a186-8337cd123edd,1646,,,"[49.0, 64.0]",7570,38,,-2.0899425,,,Right Foot,,,,"[37.0, 43.0]",,Ground Pass,24.186773,,Anga Dedryck Boyata,5639.0,,,,,,1,Regular Play,Leander Dendoncker,6331.0,Right Center Back,75,Belgium,782,['bff50f26-7930-4f4b-9e5a-e13a9af3ba77'],29,,,,,,,,,,,,,,,,,Belgium,782,00:38:29.160,Pass,
,,,,,,,,,,,,,1.36,,,,,,,,,,,,,33a7b23e-3764-43b7-936e-8f835ff96db4,1649,,,"[38.0, 37.0]",7570,38,,-1.092444,,,Right Foot,,,,"[52.0, 10.0]",,Ground Pass,30.413813,,Thomas Vermaelen,6332.0,,,,,,1,Regular Play,Anga Dedryck Boyata,5639.0,Center Back,75,Belgium,782,['eed9b338-01c8-47c4-8809-c24ee2b4601a'],31,,,,,,,,,,,,,,,,,Belgium,782,00:38:31.520,Pass,
,,,,,,,,,,,,,1.44,,,,,,,,,,,,,b895c2d5-4218-43fa-84f6-08ae7bc0da2a,1652,,,"[57.0, 10.0]",7570,38,,2.1293957,,,Left Foot,,,,"[42.0, 34.0]",,Ground Pass,28.301943,,Anga Dedryck Boyata,5639.0,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,75,Belgium,782,['131e4b6f-4f2a-4a7a-87fc-95ca78a017c4'],34,,,,,,,,,,,,,,,,,Belgium,782,00:38:34.680,Pass,
,,,,,,,,,,,,,0.96,,,,,,,,,,,,,34fdb73a-b75f-4a2a-a64e-7920467593db,1655,,,"[42.0, 34.0]",7570,38,,-1.1659045,,,Right Foot,,,,"[45.0, 27.0]",,Ground Pass,7.615773,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,1,Regular Play,Anga Dedryck Boyata,5639.0,Center Back,75,Belgium,782,['b15f6f73-1315-449c-96dc-41601df182bd'],38,,,,,,,,,,,,,,,,,Belgium,782,00:38:38.720,Pass,
,,,,,,,,,,,,,0.92,,,,,,,,,,,,,b21cceea-dbb8-4629-a8f2-8218b7709709,1658,,,"[54.0, 31.0]",7570,38,,-1.1722739,,,Left Foot,,,,"[62.0, 12.0]",,Ground Pass,20.615528,,Thomas Vermaelen,6332.0,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Right Center Midfield,75,Belgium,782,['c3108367-0f6c-46f2-9ede-4946b7842f7a'],41,,,,,,,,,,,,,,,,,Belgium,782,00:38:41.520,Pass,
,,,,,,,,,,,,,1.84,,,,,,,,,,,,,44828c25-41c7-4784-bc8f-ad1038003f40,1662,,,"[79.0, 3.0]",7570,38,,0.4048918,,,Left Foot,,,,"[107.0, 15.0]",,Ground Pass,30.463093,,Thorgan Hazard,5632.0,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,75,Belgium,782,"['ca277863-8ce7-43db-8c69-9e012c0156b0', 'd4f56c38-027b-4cff-8062-9a724b644a55']",46,,,,,,,,,,,,,,,,,Belgium,782,00:38:46.240,Pass,True
,,,,,,,,,,,,,1.16,,,,,,,,,,,,,a1271cdb-5193-4122-ae38-6bee62fbafed,1666,,,"[101.0, 4.0]",7570,38,,2.2142975,,,Right Foot,,,,"[86.0, 24.0]",,Ground Pass,25.0,,Youri Tielemans,2954.0,,,,,,1,Regular Play,Thorgan Hazard,5632.0,Left Midfield,75,Belgium,782,['5146b967-ea52-43ab-8248-f48cecc35ee1'],51,,,,,,,,,,,,,,,,,Belgium,782,00:38:51.720,Pass,
,,,,,,,,,,,,,1.08,,,,,,,,,,,,,17e2608d-7e86-48ca-8ea8-b59e4aeefac6,1670,,,"[83.0, 40.0]",7570,38,,1.0240074,,,Right Foot,,,,"[97.0, 63.0]",,Ground Pass,26.925823,,Nacer Chadli,4831.0,,,,,,1,Regular Play,Youri Tielemans,2954.0,Left Center Midfield,75,Belgium,782,['171667f9-3975-4f16-94d7-900a0a5f9ec2'],56,,,,,,,,,,,,,,,,,Belgium,782,00:38:56.600,Pass,
,,,,,,,,,,,,,1.88,,,,,,,,,,,,,f3504a68-04dd-4d63-9a60-3950c2bd7d24,1673,,,"[100.0, 64.0]",7570,39,,-1.3633001,f9f3d596-f8d2-4c37-a2e9-4d9392b5324e,,Right Foot,True,,,"[108.0, 26.0]",,High Pass,38.832977,,Thorgan Hazard,5632.0,True,,,,,1,Regular Play,Nacer Chadli,4831.0,Right Midfield,75,Belgium,782,['9bd7becc-642c-4db3-b26b-487d8f955677'],0,,,,,,,,,,,,,,,,,Belgium,782,00:39:00.800,Pass,
,,,,,,,,,,,,,3.986,,,,,,,,,,,,,fb05cea4-4422-4bc7-8fe2-7d0ef9c8851c,1678,,,"[6.0, 45.0]",7570,39,,0.036569055,,,Left Foot,,,,"[88.0, 48.0]",,High Pass,82.05486,,Marcus Rashford,3318.0,,,,,Goal Kick,1,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,76,England,768,['ecdeead6-bba6-4147-96fc-82fdf5ccbfbf'],55,,,,,,,,,,,,,,,,,England,768,00:39:55.120,Pass,
,,,,,,,,,,,,,3.133,,,,,,,,,,,,,47f525c6-dd2b-45d4-9c12-46c40a47cc46,1681,,,"[99.0, 40.0]",7570,39,True,-0.7266424,,,,,,,"[108.0, 32.0]",,High Pass,12.0415945,Incomplete,Jamie Vardy,10960.0,,,,,,1,From Goal Kick,Marcus Rashford,3318.0,Left Center Forward,76,England,768,"['074a7dde-e6cd-48ff-8b56-46b9c837c37c', '33341212-eba1-427e-bed4-38d8ccfe95b2', '4a2aab2e-59c7-4a4b-9d4b-c8b17a564e92']",59,,,,,,,,,,,,,,,,,England,768,00:39:59.107,Pass,True
,,,,,,,,,,,,,1.64,,,,,,,,,,,,,830be493-d16d-425f-9edb-bca9d12c396b,1685,,,"[17.0, 40.0]",7570,40,,1.3101939,,,Keeper Arm,,,,"[25.0, 70.0]",,Ground Pass,31.04835,,Leander Dendoncker,6331.0,,,,,,1,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,77,Belgium,782,['c9377bd4-a4a0-43af-b002-60143d5bf946'],17,,,,,,,,,,,,,,,,,Belgium,782,00:40:17.120,Pass,
,,,,,,,,,,,,,1.4,,,,,,,,,,,,,82a703e9-28e8-4f2c-8172-ccb46f64dc13,1689,,,"[30.0, 73.0]",7570,40,,-0.22471116,,,Right Foot,,,,"[65.0, 65.0]",,Low Pass,35.902645,Incomplete,Adnan Januzaj,6330.0,,,,,,1,Regular Play,Leander Dendoncker,6331.0,Right Center Back,77,Belgium,782,"['086c214a-4185-4133-9079-29a7e0d8bfd4', 'f973c184-6cb9-45ae-b164-566d5d32050b']",20,,,,,,,,,,,,,,,,,Belgium,782,00:40:20.560,Pass,
,,,,,,,,,,,,,3.6,,,,,,,,,,,,,f973c184-6cb9-45ae-b164-566d5d32050b,1691,,,"[56.0, 16.0]",7570,40,,-0.71883,,,Right Foot,,,,"[72.0, 2.0]",,Low Pass,21.260292,Incomplete,Fabian Delph,4597.0,,,,,Recovery,1,Regular Play,Gary Cahill,3645.0,Left Center Back,77,Belgium,782,"['1773926d-6af6-4323-9104-be42498db760', '397ad107-f01e-4c6e-826d-b8b83e8bcf2e', '82a703e9-28e8-4f2c-8172-ccb46f64dc13']",21,,,,,,,,,,,,,,,,,England,768,00:40:21.960,Pass,
,,,,,,,,,,,,,4.36,,,,,,,,,,,,,7382feeb-bb56-414e-98fb-6f36ed2e6caa,1695,,,"[50.0, 79.0]",7570,40,,-0.36254424,,,Right Foot,,,,"[108.0, 57.0]",,Low Pass,62.03225,Incomplete,Michy Batshuayi Tunga,3457.0,,,,,,1,Regular Play,Nacer Chadli,4831.0,Right Midfield,77,Belgium,782,"['d4be4afa-72b5-4751-87d7-0c30567184e3', 'd82575a4-40a1-42f4-8969-559c4d3b868c']",27,,,,,,,,,,,,,,,,,Belgium,782,00:40:27.480,Pass,
,,,,,,,,,,,,,1.319,,,,,,,,,,,,,e4e50d07-2e70-4f8e-8c51-96ceafe723fd,1699,,,"[13.0, 25.0]",7570,40,,1.2998495,,,Keeper Arm,,,,"[18.0, 43.0]",,Ground Pass,18.681541,,John Stones,3244.0,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,78,England,768,['9e46a6c1-4b56-4ae8-899d-075c9bb12091'],32,,,,,,,,,,,,,,,,,England,768,00:40:32.560,Pass,
,,,,,,,,,,,,,1.959,,,,,,,,,,,,,1245fa97-6f9c-45b3-9cf9-f3a0cba9937d,1702,,,"[24.0, 46.0]",7570,40,,0.9723774,,,Left Foot,,,,"[39.0, 68.0]",,Ground Pass,26.627054,,Phil Jones,3314.0,,,,,,1,Regular Play,John Stones,3244.0,Center Back,78,England,768,['88e1b03a-f337-476f-9eda-6741966995a9'],35,,,,,,,,,,,,,,,,,England,768,00:40:35.680,Pass,
,,,,,,,,,,,,,1.158,,,,,,,,,,,,,07abeefd-890b-4d02-b99e-a098926376b2,1706,,,"[51.0, 69.0]",7570,40,,0.5123895,,,Right Foot,,,,"[67.0, 78.0]",,Ground Pass,18.35756,,Ruben Loftus-Cheek,3504.0,,,,,,1,Regular Play,Phil Jones,3314.0,Right Center Back,78,England,768,"['5ce363b6-1e7c-4cfd-9b98-dc20d7465f30', 'bc502052-9181-42a2-a7f4-c7bae2d98982']",40,,,,,,,,,,,,,,,,,England,768,00:40:40.922,Pass,True
,,,,,,,,,,,,,0.8,,,,,,,,,,,,,5ed62c31-6fa1-4b1e-8491-4c116d71a678,1710,,,"[71.0, 76.0]",7570,40,,-1.0714496,,,Right Foot,,,,"[77.0, 65.0]",,Ground Pass,12.529964,,Marcus Rashford,3318.0,,,,,,1,Regular Play,Ruben Loftus-Cheek,3504.0,Right Attacking Midfield,78,England,768,"['7fa02b86-7b3d-4d3e-9fb6-05f6f26321f2', 'eb42899b-ec41-42c6-9b94-d03ecb29eb1c']",42,,,,,,,,,,,,,,,,,England,768,00:40:42.880,Pass,True
,,,,,,,,,,,,,3.279,,,,,,,,,,,,,03a1a381-39bf-4c18-a4d5-cce69bb0bf71,1719,,,"[79.0, 79.0]",7570,40,,-2.6581457,,,,,,,"[39.0, 58.0]",,High Pass,45.17743,,John Stones,3244.0,,,,,Throw-in,1,From Throw In,Trent Alexander-Arnold,3664.0,Right Midfield,79,England,768,['3732164a-e9f8-4d2a-b9b8-07c52493f2b5'],58,,,,,,,,,,,,,,,,,England,768,00:40:58.400,Pass,
,,,,,,,,,,,,,1.76,,,,,,,,,,,,,a4a0155e-d2aa-4449-838c-828fd7e326b8,1723,,,"[39.0, 59.0]",7570,41,,-2.38183,,,Right Foot,,,,"[19.0, 40.0]",,Ground Pass,27.58623,,Jordan Pickford,3468.0,,,,,,1,From Throw In,John Stones,3244.0,Center Back,79,England,768,['3591c90b-04a5-455e-8582-f108ed686771'],2,,,,,,,,,,,,,,,,,England,768,00:41:02.199,Pass,
,,,,,,,,,,,,,0.96,,,,,,,,,,,,,5957a62a-e2cb-4770-b3fd-b3d56ec2c5c1,1726,,,"[25.0, 39.0]",7570,41,,-0.08314123,,,Left Foot,,,,"[37.0, 38.0]",,Ground Pass,12.0415945,,Eric Dier,10956.0,,,,,,1,From Throw In,Jordan Pickford,3468.0,Goalkeeper,79,England,768,['a76d00c1-b317-408d-8ec6-e2ec124567e8'],6,,,,,,,,,,,,,,,,,England,768,00:41:06.000,Pass,
,,,,,,,,,,,,,1.24,,,,,,,,,,,,,6cab7ac4-798e-489d-8ba5-7f11f4605b55,1729,,,"[51.0, 33.0]",7570,41,,-0.9944211,,,Right Foot,,,,"[64.0, 13.0]",,Ground Pass,23.853722,,Fabian Delph,4597.0,,,,,,1,From Throw In,Eric Dier,10956.0,Center Defensive Midfield,79,England,768,['4bab10d0-10ea-46fa-936c-ed0b28fff4c0'],9,,,,,,,,,,,,,,,,,England,768,00:41:09.880,Pass,
,,,,,,,,,,,,,1.159,,,,,,,,,,,,,811bab7e-7f2e-4c4f-8128-be1b36344d95,1733,,,"[66.0, 6.0]",7570,41,,-0.36717382,,,Left Foot,,,,"[79.0, 1.0]",,Ground Pass,13.928389,,Danny Rose,3594.0,,,,,,1,From Throw In,Fabian Delph,4597.0,Left Attacking Midfield,79,England,768,"['1d62821f-3def-414b-9ce1-cbc9095086e0', 'e4a434c4-0a6a-49f8-a37b-f56bcd3ab3f8']",12,,,,,,,,,,,,,,,,,England,768,00:41:12.440,Pass,True
,,,,,,,,,,,,,2.52,,,,,,,,,,,,,3a4030c9-6963-444c-9b31-adfbc7e38343,1737,,,"[79.0, 1.0]",7570,41,,0.22679885,,,Left Foot,,,,"[105.0, 7.0]",,Low Pass,26.683329,,Fabian Delph,4597.0,,,,,,1,From Throw In,Danny Rose,3594.0,Left Midfield,79,England,768,['206f5d70-27f2-4080-96bc-421017eccf40'],14,,,,,,,,,,,,,,,,,England,768,00:41:14.800,Pass,
,,,,,,,,,,,,,1.36,,,,,,,,,,,,,722f4638-e569-4341-834b-6661befa8a2d,1741,,,"[105.0, 7.0]",7570,41,,1.3171222,,,Left Foot,True,,,"[112.0, 34.0]",,High Pass,27.89265,Incomplete,Jamie Vardy,10960.0,,,,,,1,From Throw In,Fabian Delph,4597.0,Left Attacking Midfield,79,England,768,"['18d5cb8f-d69c-4810-98b9-95e2157311ae', '77d3bb3f-7ff2-4d16-93b0-b2b72cbf6f8f', '82731214-b452-44bb-8c70-7dcf8e787fdb']",17,,,,,,,,,,,,,,,,,England,768,00:41:17.400,Pass,True
,,,,,,,,,,,,,1.242,,,,,,,,,,,,,09179a0f-d345-42d1-a954-ef21fc64e5d7,1753,,,"[44.0, 54.0]",7570,41,,-0.29544082,,,Right Foot,,,,"[67.0, 47.0]",,Ground Pass,24.04163,Incomplete,Michy Batshuayi Tunga,3457.0,,,,,,1,From Throw In,Thorgan Hazard,5632.0,Left Midfield,79,England,768,"['47138b7f-c0cf-4b25-ad13-801e3ed0bcdd', '7a2f2125-7137-4180-81bf-587c8bc4640b']",28,,,,,,,,,,,,,,,,,Belgium,782,00:41:28.560,Pass,
,,,,,,,,,,,,,0.88,,,,,,,,,,,,,ccece03c-4907-4f9c-a03b-717535c905ee,1757,,,"[55.0, 35.0]",7570,41,,0.95054686,,,Right Foot,,,,"[65.0, 49.0]",,Ground Pass,17.20465,,Ruben Loftus-Cheek,3504.0,,,,,,1,From Throw In,John Stones,3244.0,Center Back,79,England,768,['a86c9487-c9be-45a4-850e-5ad739e93095'],30,,,,,,,,,,,,,,,,,England,768,00:41:30.719,Pass,
,,,,,,,,,,,,,1.399,,,,,,,,,,,,,407aaed9-340b-4745-be73-cd2188a9d7d6,1760,,,"[65.0, 50.0]",7570,41,,1.0743736,,,Right Foot,,,,"[78.0, 74.0]",,Ground Pass,27.294687,,Trent Alexander-Arnold,3664.0,,,,,,1,From Throw In,Ruben Loftus-Cheek,3504.0,Right Attacking Midfield,79,England,768,['461b71b4-a831-4290-b3a9-fcbbce2addbe'],31,,,,,,,,,,,,,,,,,England,768,00:41:31.720,Pass,
,,,,,,,,,,,,,0.773,,,,,,,,,,,,,5ee0d733-6943-446c-ab11-0dfbaa0d5ba6,1770,,,"[8.0, 12.0]",7570,41,,0.29849893,,,Left Foot,,,,"[21.0, 16.0]",,Ground Pass,13.601471,,Youri Tielemans,2954.0,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Right Center Midfield,80,Belgium,782,['9e327763-9c8d-4eff-8dbd-100fdf12437b'],43,,,,,,,,,,,,,,,,,Belgium,782,00:41:43.467,Pass,
,,,,,,,,,,,,,0.92,,,,,,,,,,,,,335d129b-6407-4a7c-8a2d-20e8c924870a,1773,,,"[20.0, 16.0]",7570,41,,-0.18534794,,,Right Foot,,,,"[36.0, 13.0]",,Ground Pass,16.27882,,Marouane Fellaini-Bakkioui,3296.0,,,,,,1,Regular Play,Youri Tielemans,2954.0,Left Center Midfield,80,Belgium,782,['664cf7af-00db-4252-bee2-c79f6f14076f'],45,,,,,,,,,,,,,,,,,Belgium,782,00:41:45.120,Pass,
,,,,,,,,,,,,,0.8,,,,,,,,,,,,,4053c950-ab72-4a10-b7e3-5ed1c7ac115a,1777,,,"[36.0, 17.0]",7570,41,,1.1071488,,,Right Foot,,,,"[38.0, 21.0]",,Ground Pass,4.472136,,Youri Tielemans,2954.0,,,,,,1,Regular Play,Marouane Fellaini-Bakkioui,3296.0,Right Wing,80,Belgium,782,['276a2345-abe2-4a1d-bd53-ce0e8ea172eb'],47,,,,,,,,,,,,,,,,,Belgium,782,00:41:47.880,Pass,
,,,,,,,,,,,,,0.48,,,,,,,,,,,,,974d3e8a-fcb1-4ae9-bec8-08e197a82147,1781,,,"[36.0, 21.0]",7570,41,,-2.9229238,,,Right Foot,,,,"[27.0, 19.0]",,Ground Pass,9.219544,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,1,Regular Play,Youri Tielemans,2954.0,Left Center Midfield,80,Belgium,782,['9ff85fe9-46e3-43e5-ae61-0ea833de587e'],50,,,,,,,,,,,,,,,,,Belgium,782,00:41:50.680,Pass,
,,,,,,,,,,,,,0.64,,,,,,,,,,,,,64f0bf5b-636d-4957-8949-b8d715480561,1783,,,"[28.0, 19.0]",7570,41,,-1.3258177,,,Right Foot,,,,"[30.0, 11.0]",,Ground Pass,8.246211,,Thorgan Hazard,5632.0,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Right Center Midfield,80,Belgium,782,['b38fe9a7-471e-4152-b29c-6496bef6e238'],51,,,,,,,,,,,,,,,,,Belgium,782,00:41:51.160,Pass,
,,,,,,,,,,,,,1.079,,,,,,,,,,,,,765b1f95-5635-4eb7-8544-5006dd9c23fb,1786,,,"[31.0, 12.0]",7570,41,,2.3561945,,,Left Foot,,,,"[21.0, 22.0]",,Ground Pass,14.142136,,Thomas Vermaelen,6332.0,,,,,,1,Regular Play,Thorgan Hazard,5632.0,Left Midfield,80,Belgium,782,['1f970b36-d5a7-445b-93ed-31b44e129a89'],52,,,,,,,,,,,,,,,,,Belgium,782,00:41:52.080,Pass,
,,,,,,,,,,,,,1.56,,,,,,,,,,,,,e39127cd-82b6-44e6-9c46-2759bdf71597,1789,,,"[16.0, 31.0]",7570,41,,1.2490457,,,Left Foot,,,,"[27.0, 64.0]",,Ground Pass,34.785053,,Leander Dendoncker,6331.0,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,80,Belgium,782,['af46382b-ce02-452c-a7c4-6d6869f9690d'],56,,,,,,,,,,,,,,,,,Belgium,782,00:41:56.240,Pass,
,,,,,,,,,,,,,0.56,,,,,,,,,,,,,2b9bfc38-a926-44d1-8eba-4bf71e80dd84,1793,,,"[63.0, 49.0]",7570,42,,-1.3258177,,,Right Foot,,,,"[65.0, 41.0]",,Ground Pass,8.246211,,Marouane Fellaini-Bakkioui,3296.0,,,,,,1,Regular Play,Leander Dendoncker,6331.0,Right Center Back,80,Belgium,782,['92834cc1-196e-4a92-82cd-f2b70247a8fa'],4,,,,,,,,,,,,,,,,,Belgium,782,00:42:04.880,Pass,
,,,,,,,,,,,,,1.04,,,,,,,,,,,,,600b94ac-871c-4be9-a38f-2f9598b94de4,1796,,,"[66.0, 29.0]",7570,42,,-1.3986055,,,Right Foot,,,,"[70.0, 6.0]",,Ground Pass,23.345236,,Thorgan Hazard,5632.0,,,,,,1,Regular Play,Marouane Fellaini-Bakkioui,3296.0,Right Wing,80,Belgium,782,['c2943d6d-e13e-4717-95b2-2f7cf8fec1c0'],8,,,,,,,,,,,,,,,,,Belgium,782,00:42:08.360,Pass,
,,,,,,,,,,,,,0.96,,,,,,,,,,,,,d912f2e9-4931-403b-aa22-e39b229a5a8f,1799,,,"[67.0, 4.0]",7570,42,,2.0576956,,,Right Foot,,,,"[58.0, 21.0]",,Ground Pass,19.235384,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,1,Regular Play,Thorgan Hazard,5632.0,Left Midfield,80,Belgium,782,['6066ad83-0a24-44e1-be99-6679712e185f'],10,,,,,,,,,,,,,,,,,Belgium,782,00:42:10.800,Pass,
,,,,,,,,,,,,,0.88,,,,,,,,,,,,,8ff4c7cf-bbab-4845-bae0-4700d2dc810a,1802,,,"[56.0, 27.0]",7570,42,,2.1421337,,,Left Foot,,,,"[47.0, 41.0]",,Ground Pass,16.643316,,Anga Dedryck Boyata,5639.0,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Right Center Midfield,80,Belgium,782,['8117bbf9-76b9-47c9-bb67-e1f5d5b739d2'],13,,,,,,,,,,,,,,,,,Belgium,782,00:42:13.080,Pass,
,,,,,,,,,,,,,1.32,,,,,,,,,,,,,393be6a0-c72e-4f9a-a57b-dca5aa95e374,1805,,,"[46.0, 41.0]",7570,42,,0.95054686,,,Right Foot,,,,"[61.0, 62.0]",,Ground Pass,25.806976,,Youri Tielemans,2954.0,,,,,,1,Regular Play,Anga Dedryck Boyata,5639.0,Center Back,80,Belgium,782,['ed1dcfd0-47c9-4574-b7c8-9a0ae6eb7df1'],15,,,,,,,,,,,,,,,,,Belgium,782,00:42:15.000,Pass,
,,,,,,,,,,,,,1.36,,,,,,,,,,,,,2bd960be-8c90-4594-a3b8-96e222503ec2,1808,,,"[66.0, 60.0]",7570,42,,-2.714965,,,Right Foot,,,,"[55.0, 55.0]",,Ground Pass,12.083046,,Leander Dendoncker,6331.0,,,,,,1,Regular Play,Youri Tielemans,2954.0,Left Center Midfield,80,Belgium,782,['2f87b6ae-615e-4a7c-8a14-c262d6c3b7fb'],19,,,,,,,,,,,,,,,,,Belgium,782,00:42:19.360,Pass,
,,,,,,,,,,,,,0.8,,,,,,,,,,,,,26efde0d-2985-4cbd-bb93-b320e43fe28c,1811,,,"[53.0, 51.0]",7570,42,,-1.735945,,,Right Foot,,,,"[52.0, 45.0]",,Ground Pass,6.0827627,,Anga Dedryck Boyata,5639.0,,,,,,1,Regular Play,Leander Dendoncker,6331.0,Right Center Back,80,Belgium,782,['ccceac47-a81d-4dd0-841b-ceb5434797f8'],21,,,,,,,,,,,,,,,,,Belgium,782,00:42:21.720,Pass,
,,,,,,,,,,,,,1.36,,,,,,,,,,,,,a0bbc6ee-cdde-4310-a58b-f5a8fa53f288,1814,,,"[54.0, 45.0]",7570,42,,-1.3876855,,,Right Foot,,,,"[59.0, 18.0]",,Ground Pass,27.45906,,Thomas Vermaelen,6332.0,,,,,,1,Regular Play,Anga Dedryck Boyata,5639.0,Center Back,80,Belgium,782,['7e7617e3-eeb2-4384-98e0-fdc70af73407'],23,,,,,,,,,,,,,,,,,Belgium,782,00:42:23.880,Pass,
,,,,,,,,,,,,,0.96,,,,,,,,,,,,,46cb2679-061e-4edf-ace6-8156c64838bb,1817,,,"[59.0, 17.0]",7570,42,,1.9513026,,,Left Foot,,,,"[51.0, 37.0]",,Ground Pass,21.540659,,Anga Dedryck Boyata,5639.0,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,80,Belgium,782,['af424ccd-472b-4203-b33d-18b8548840e7'],28,,,,,,,,,,,,,,,,,Belgium,782,00:42:28.120,Pass,
,,,,,,,,,,,,,0.64,,,,,,,,,,,,,4e195bae-4986-4699-8aa5-6bfa0c29be0c,1820,,,"[52.0, 39.0]",7570,42,,0.16514868,,,Right Foot,,,,"[64.0, 41.0]",,Ground Pass,12.165525,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,1,Regular Play,Anga Dedryck Boyata,5639.0,Center Back,80,Belgium,782,['3d37fce6-ccf7-4cab-a6b4-7a2578c42034'],30,,,,,,,,,,,,,,,,,Belgium,782,00:42:30.320,Pass,
,,,,,,,,,,,,,0.88,,,,,,,,,,,,,73e00d01-5065-4212-96d0-925b72028337,1823,,,"[64.0, 40.0]",7570,42,,-3.041924,,,Left Foot,,,,"[54.0, 39.0]",,Ground Pass,10.049875,,Anga Dedryck Boyata,5639.0,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Right Center Midfield,80,Belgium,782,['c6660c36-154e-46f0-a64f-6c8b7bf395fc'],31,,,,,,,,,,,,,,,,,Belgium,782,00:42:31.200,Pass,
,,,,,,,,,,,,,1.32,,,,,,,,,,,,,ad3c35e8-ca02-46c3-95fb-4b4f6d648e29,1826,,,"[55.0, 35.0]",7570,42,,-1.3134726,,,Right Foot,,,,"[60.0, 16.0]",,Ground Pass,19.646883,,Thomas Vermaelen,6332.0,,,,,,1,Regular Play,Anga Dedryck Boyata,5639.0,Center Back,80,Belgium,782,['9c0529b0-0fce-48c8-941c-921e49ae586d'],32,,,,,,,,,,,,,,,,,Belgium,782,00:42:32.400,Pass,
,,,,,,,,,,,,,1.44,,,,,,,,,,,,,162bcda9-7f67-4a4e-b01a-6436d2341584,1829,,,"[64.0, 12.0]",7570,42,,2.0152156,,,Left Foot,,,,"[54.0, 33.0]",,Ground Pass,23.259407,,Anga Dedryck Boyata,5639.0,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,80,Belgium,782,['95c2071f-c950-42a9-ad0f-e52afc629048'],36,,,,,,,,,,,,,,,,,Belgium,782,00:42:36.920,Pass,
