50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.799,,,,,,,,,,,,ff481a34-9796-4dee-8942-36c695f26bd0,19,,,"[32.0, 66.0]",7563,0,,-1.541393,,,Right Foot,,,,"[33.0, 32.0]",Ground Pass,34.0147,,Presnel Kimpembe,2999.0,,,,1,From Kick Off,Raphaël Varane,5485.0,Right Center Back,2,France,771,['5479adcb-a899-43fc-8f35-c7c887b4aded'],10,,,,,,,,,,,,,,,,,France,771,00:00:10.000,Pass,
,,,,,,,,,,,,,1.923,,,,,,,,,,,,cc73f73c-3574-43e8-ae1f-5e9530b46fbd,22,,,"[40.0, 28.0]",7563,0,,1.5707964,,,Left Foot,,,,"[40.0, 50.0]",Ground Pass,22.0,,Raphaël Varane,5485.0,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,France,771,['3b5bfcda-d988-48f4-b0a4-22437233eca9'],15,,,,,,,,,,,,,,,,,France,771,00:00:15.117,Pass,
,,,,,,,,,,,,,1.159,,,,,,,,,,,,e58e9ea7-fa9e-4737-ae27-f332896f600e,26,,,"[54.0, 60.0]",7563,0,,1.5152978,,,Left Foot,,,,"[55.0, 78.0]",Ground Pass,18.027756,,Djibril Sidibé,3446.0,,,,1,From Kick Off,Raphaël Varane,5485.0,Right Center Back,2,France,771,"['a0490788-c5af-4809-9fc8-50c60413a30b', 'cdadd400-0ef1-4fc2-ae79-46ac1df09a07']",20,,,,,,,,,,,,,,,,,France,771,00:00:20.920,Pass,True
,,,,,,,,,,,,,1.359,,,,,,,,,,,,ef71b260-8cee-40b5-bafa-557c7ddabf8c,29,,,"[54.0, 79.0]",7563,0,,-2.819842,,,Right Foot,,,,"[42.0, 75.0]",Ground Pass,12.649111,,Raphaël Varane,5485.0,,,,1,From Kick Off,Djibril Sidibé,3446.0,Right Back,2,France,771,['14f082b7-aeaf-418b-8ae3-9148fcca01da'],24,,,,,,,,,,,,,,,,,France,771,00:00:24.640,Pass,
,,,,,,,,,,,,,1.4,,,,,,,,,,,,c70b04df-0835-452f-b7e8-7d1abf0a23bd,32,,,"[43.0, 76.0]",7563,0,,-1.59936,,,Right Foot,,,,"[42.0, 41.0]",Ground Pass,35.014282,,Presnel Kimpembe,2999.0,,,,1,From Kick Off,Raphaël Varane,5485.0,Right Center Back,2,France,771,['0f42871a-3188-43bf-aa91-0ea509dedd52'],27,,,,,,,,,,,,,,,,,France,771,00:00:27.000,Pass,
,,,,,,,,,,,,,1.32,,,,,,,,,,,,2367d496-6bb4-44b7-ac12-4175ad7fb448,35,,,"[44.0, 37.0]",7563,0,,-0.5667292,,,Left Foot,,,,"[55.0, 30.0]",Ground Pass,13.038404,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,France,771,['d20abab3-2777-48f8-a2bd-b723c0049a76'],29,,,,,,,,,,,,,,,,,France,771,00:00:29.600,Pass,
,,,,,,,,,,,,,1.04,,,,,,,,,,,,9a4c6cdf-c075-4387-bf53-4d03e6ea4c9a,37,,,"[54.0, 30.0]",7563,0,,-2.976444,,,Right Foot,,,,"[42.0, 28.0]",Ground Pass,12.165525,,Presnel Kimpembe,2999.0,,,,1,From Kick Off,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Left Defensive Midfield,2,France,771,['a98acca4-9b6a-48f2-bb6c-68efd782b4ae'],30,,,,,,,,,,,,,,,,,France,771,00:00:30.920,Pass,
,,,,,,,,,,,,,1.36,,,,,,,,,,,,02c96d9f-98a1-48e8-8cdb-b90cd82465c8,41,,,"[55.0, 15.0]",7563,0,,-0.5543075,,,Left Foot,,,,"[76.0, 2.0]",Ground Pass,24.698177,,Lucas Hernández Pi,5484.0,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,France,771,"['5337bbbc-9e82-4369-9d45-c9b17776c432', '84d988fc-3174-4ac3-9192-69226fdd96b0']",34,,,,,,,,,,,,,,,,,France,771,00:00:34.640,Pass,True
,,,,,,,,,,,,,0.719,,,,,,,,,,,,7455f98e-2c8d-4d9e-b7a7-17900e2c6919,45,,,"[80.0, 3.0]",7563,0,,1.6539376,,,Left Foot,,,,"[79.0, 15.0]",Ground Pass,12.0415945,,Thomas Lemar,3245.0,,,,1,From Kick Off,Lucas Hernández Pi,5484.0,Left Back,2,France,771,"['03b0a458-a295-4180-8134-6937afa3d148', '4cb6c9c8-350a-4f6a-980d-2ef9b58a21e8']",37,,,,,,,,,,,,,,,,,France,771,00:00:37.680,Pass,True
,,,,,,,,,,,,,1.04,,,,,,,,,,,,043b693e-16dc-4d9c-8a1d-25403f39303e,49,,,"[80.0, 14.0]",7563,0,,2.1910458,,,Left Foot,,,,"[65.0, 35.0]",Ground Pass,25.806976,,N''Golo Kanté,3961.0,,,,1,From Kick Off,Thomas Lemar,3245.0,Left Wing,2,France,771,"['331826de-8f14-4a42-b531-e1558e35bae0', 'a58fcb3b-8c7f-4a89-9583-87571d2e49f6']",40,,,,,,,,,,,,,,,,,France,771,00:00:40.280,Pass,True
,,,,,,,,,,,,,1.878,,,,,,,,,,,,8a30cf5e-7704-4be6-bdaf-d7296469f56c,52,,,"[72.0, 48.0]",7563,0,,1.2397002,,,Right Foot,,,,"[83.0, 80.0]",Ground Pass,33.83785,,Djibril Sidibé,3446.0,,,,1,From Kick Off,N''Golo Kanté,3961.0,Right Defensive Midfield,2,France,771,['bcfdb5e4-1936-475b-9b6b-30e01151b1ed'],44,,,,,,,,,,,,,,,,,France,771,00:00:44.522,Pass,
,,,,,,,,,,,,,1.08,,,,,,,,,,,,eec13a6f-ab7f-4bcb-a71e-b92b6ee71f26,55,,,"[84.0, 79.0]",7563,0,,-1.5707964,,,Right Foot,,,,"[84.0, 72.0]",Ground Pass,7.0,,Ousmane Dembélé,5477.0,,,,1,From Kick Off,Djibril Sidibé,3446.0,Right Back,2,France,771,['76886380-68d3-4949-be10-a024e627acfb'],46,,,,,,,,,,,,,,,,,France,771,00:00:46.720,Pass,
,,,,,,,,,,,,,0.68,,,,,,,,,,,,74197727-351f-4789-ab7b-678507eb06db,58,,,"[84.0, 74.0]",7563,0,,2.5213432,,,Right Foot,,,,"[77.0, 79.0]",Ground Pass,8.602325,,Djibril Sidibé,3446.0,,,,1,From Kick Off,Ousmane Dembélé,5477.0,Right Wing,2,France,771,['b3a95037-d064-49b0-b0de-140a26a428b1'],47,,,,,,,,,,,,,,,,,France,771,00:00:47.960,Pass,
,,,,,,,,,,,,,0.959,,,,,,,,,,,,cacb6ebb-e885-4416-b7ed-b91a29694a27,62,,,"[71.0, 79.0]",7563,0,,-1.4056476,,,Right Foot,,,,"[73.0, 67.0]",Ground Pass,12.165525,,N''Golo Kanté,3961.0,,,,1,From Kick Off,Djibril Sidibé,3446.0,Right Back,2,France,771,"['4cd346c1-c793-4d1e-8436-e135c2eae5bc', '530e3007-c533-4f9c-9da6-c28696687718']",50,,,,,,,,,,,,,,,,,France,771,00:00:50.280,Pass,True
,,,,,,,,,,,,,1.64,,,,,,,,,,,,5ba662c1-96ee-43c5-8261-18fc2c6d069a,65,,,"[70.0, 70.0]",7563,0,,-2.4668517,,,Left Foot,,,,"[55.0, 58.0]",Ground Pass,19.209373,,Raphaël Varane,5485.0,,,,1,From Kick Off,N''Golo Kanté,3961.0,Right Defensive Midfield,2,France,771,['8fd101c0-be86-4151-9085-a5501eb0d7cc'],51,,,,,,,,,,,,,,,,,France,771,00:00:51.880,Pass,
,,,,,,,,,,,,,1.759,,,,,,,,,,,,10cf8655-2eb6-4ad8-b1f3-6901146ba8ef,68,,,"[55.0, 54.0]",7563,0,,-1.4288993,,,Right Foot,,,,"[58.0, 33.0]",Ground Pass,21.213203,,Presnel Kimpembe,2999.0,,,,1,From Kick Off,Raphaël Varane,5485.0,Right Center Back,2,France,771,['32a9e7af-883b-47e2-a954-5e8300a07f31'],54,,,,,,,,,,,,,,,,,France,771,00:00:54.480,Pass,
,,,,,,,,,,,,,0.64,,,,,,,,,,,,08e84f13-196e-4aa2-aa0d-1d09d15e8840,71,,,"[59.0, 32.0]",7563,0,,0.4636476,,,Left Foot,,,,"[69.0, 37.0]",Ground Pass,11.18034,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,France,771,['31af513b-655d-4cd3-a1be-6ac6a36789cd'],57,,,,,,,,,,,,,,,,,France,771,00:00:57.040,Pass,
,,,,,,,,,,,,,2.04,,,,,,,,,,,,d480ecd3-b411-4cd2-adc1-a983215493e5,74,,,"[66.0, 34.0]",7563,0,,-1.6262949,,,Right Foot,,,,"[65.0, 16.0]",Ground Pass,18.027756,,Presnel Kimpembe,2999.0,,,,1,From Kick Off,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Left Defensive Midfield,2,France,771,['b9a8c1b7-6a2f-4f29-8f21-152c188f0ecf'],59,,,,,,,,,,,,,,,,,France,771,00:00:59.120,Pass,
,,,,,,,,,,,,,1.519,,,,,,,,,,,,f31f079b-dd92-4ec8-a163-dc5fce216fee,77,,,"[65.0, 15.0]",7563,1,,-0.65284663,,,Left Foot,,,,"[82.0, 2.0]",Ground Pass,21.400934,,Lucas Hernández Pi,5484.0,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,France,771,['3a89b4d5-45c1-4de0-8a12-5a7cd915bff6'],1,,,,,,,,,,,,,,,,,France,771,00:01:01.240,Pass,
,,,,,,,,,,,,,1.56,,,,,,,,,,,,d057c74c-eabc-4a16-a942-fb07ddfb5d05,81,,,"[79.0, 3.0]",7563,1,,3.0791738,,,Left Foot,,,,"[63.0, 4.0]",Ground Pass,16.03122,,Presnel Kimpembe,2999.0,,,,1,From Kick Off,Lucas Hernández Pi,5484.0,Left Back,2,France,771,"['351b67a0-f21d-4725-a0e3-50f1bec997d4', 'e2e8c3c3-0ddd-44b1-9785-20488eff87c1']",4,,,,,,,,,,,,,,,,,France,771,00:01:04.200,Pass,True
,,,,,,,,,,,,,3.079,,,,,,,,,,,,ea86520d-ff84-47d5-9bb8-7db8c9222c4f,85,,,"[59.0, 4.0]",7563,1,,2.540519,,,Left Foot,,,,"[24.0, 28.0]",Ground Pass,42.43819,,Steve Mandanda,3543.0,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,France,771,"['0ac8ebb3-bb7d-4cff-bb5f-e75ba8c4ed09', 'f7716aae-3309-4e55-a067-68025f999549']",6,,,,,,,,,,,,,,,,,France,771,00:01:06.960,Pass,True
,,,,,,,,,,,,,1.839,,,,,,,,,,,,9f596c6e-36bb-4717-add2-1ffea9edad2a,88,,,"[25.0, 31.0]",7563,1,,1.3796118,,,Right Foot,,,,"[31.0, 62.0]",Ground Pass,31.575306,,Raphaël Varane,5485.0,,,,1,From Kick Off,Steve Mandanda,3543.0,Goalkeeper,2,France,771,['2ea192de-fa01-42a9-a75d-39eb9e9b44df'],11,,,,,,,,,,,,,,,,,France,771,00:01:11.240,Pass,
,,,,,,,,,,,,,0.88,,,,,,,,,,,,631808d8-a2ea-4f27-bfae-11d689348e5e,91,,,"[52.0, 66.0]",7563,1,,-0.5880026,,,Right Foot,,,,"[58.0, 62.0]",Ground Pass,7.2111025,,N''Golo Kanté,3961.0,,,,1,From Kick Off,Raphaël Varane,5485.0,Right Center Back,2,France,771,['ecc361c5-5194-47d3-84cc-72c42401e9e0'],16,,,,,,,,,,,,,,,,,France,771,00:01:16.640,Pass,
,,,,,,,,,,,,,0.76,,,,,,,,,,,,de3f05b9-9e05-4ff5-9518-37e1bc573181,94,,,"[59.0, 66.0]",7563,1,,0.7853982,,,Right Foot,,,,"[72.0, 79.0]",Ground Pass,18.384777,,Ousmane Dembélé,5477.0,,,,1,From Kick Off,N''Golo Kanté,3961.0,Right Defensive Midfield,2,France,771,['e58f96c6-b298-499b-ae3a-7841287ecedb'],18,,,,,,,,,,,,,,,,,France,771,00:01:18.680,Pass,
,,,,,,,,,,,,,1.079,,,,,,,,,,,,3bd09ba8-1072-4777-af4a-ed3171c9fd53,97,,,"[77.0, 79.0]",7563,1,,-2.4149504,,,Right Foot,,,,"[68.0, 71.0]",Ground Pass,12.0415945,,N''Golo Kanté,3961.0,,,,1,From Kick Off,Ousmane Dembélé,5477.0,Right Wing,2,France,771,['0f71664a-36cc-4f43-8fff-e560a4f6dde9'],22,,,,,,,,,,,,,,,,,France,771,00:01:22.000,Pass,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,27897025-5f68-4bd4-b433-af2a890dd525,101,,,"[70.0, 70.0]",7563,1,,2.077895,,,Right Foot,,,,"[65.0, 79.0]",Ground Pass,10.29563,,Djibril Sidibé,3446.0,,,,1,From Kick Off,N''Golo Kanté,3961.0,Right Defensive Midfield,2,France,771,"['44f881a5-70a1-4fe6-bd5f-d65a4c741ba9', '664d8171-efb8-4d60-9797-30f451cfd525']",25,,,,,,,,,,,,,,,,,France,771,00:01:25.120,Pass,True
,,,,,,,,,,,,,0.68,,,,,,,,,,,,61cedcc6-814e-4c07-8aab-cf9a1bdb73a3,104,,,"[66.0, 79.0]",7563,1,,-0.43240777,,,Right Foot,,,,"[79.0, 73.0]",Ground Pass,14.3178215,,Antoine Griezmann,5487.0,,,,1,From Kick Off,Djibril Sidibé,3446.0,Right Back,2,France,771,['47c3b2d7-9d13-4d91-8e08-15df017ca882'],27,,,,,,,,,,,,,,,,,France,771,00:01:27.120,Pass,
,,,,,,,,,,,,,0.84,,,,,,,,,,,,a8fdd186-e0b5-48ff-8327-77be242f0f4c,108,,,"[79.0, 78.0]",7563,1,,0.09966865,,,Left Foot,,,,"[89.0, 79.0]",Ground Pass,10.049875,,Ousmane Dembélé,5477.0,,,,1,From Kick Off,Antoine Griezmann,5487.0,Center Attacking Midfield,2,France,771,"['831cb58e-0f27-48c0-83b7-879489e77538', 'f87d3f22-b1d0-42ea-aaef-a1fd4f1d1912']",28,,,,,,,,,,,,,,,,,France,771,00:01:28.920,Pass,True
,,,,,,,,,,,,,0.307,,,,,,,,,,,,3f9a526b-9209-471b-af0c-f52ba10233f7,112,,,"[88.0, 78.0]",7563,1,,-2.819842,,,Right Foot,,,,"[85.0, 77.0]",Ground Pass,3.1622777,Incomplete,,,,,,1,From Kick Off,Ousmane Dembélé,5477.0,Right Wing,2,France,771,"['27ada4cb-3aa9-4733-b850-df20adb692bc', 'a3a8a267-cb18-417c-8ba9-dacae69a5df2']",32,,,,,,,,,,,,,,,,,France,771,00:01:32.240,Pass,True
,,,,,,,,,,,,,0.64,,,,,,,,,,,,09449fba-5b6a-4913-a9c6-c29e16f1c6f4,119,,,"[77.0, 76.0]",7563,1,,0.24497867,,,Left Foot,,,,"[81.0, 77.0]",Ground Pass,4.1231055,Incomplete,Ousmane Dembélé,5477.0,,,Recovery,1,From Kick Off,N''Golo Kanté,3961.0,Right Defensive Midfield,2,France,771,"['6504a6f6-9ab6-4c45-b4ee-f03a101a9f7b', 'bb1e0175-fc58-42e6-907b-954047009f1f']",34,,,,,,,,,,,,,,,,,France,771,00:01:34.827,Pass,
,,,,,,,,,,,,,0.599,,,,,,,,,,,,39fa8494-0b2a-4c12-baf1-d2a542a6fa40,124,,,"[85.0, 77.0]",7563,1,,0.5880026,,,Right Foot,,,,"[88.0, 79.0]",Ground Pass,3.6055512,,Antoine Griezmann,5487.0,,,,1,From Kick Off,Ousmane Dembélé,5477.0,Right Wing,2,France,771,['88cb4e99-68e2-40b8-b814-30cd9b810407'],37,,,,,,,,,,,,,,,,,France,771,00:01:37.000,Pass,
,,,,,,,,,,,,,1.959,,,,,,,,,,,,3ba3b592-11e1-4eef-88f7-ced9a674b82f,127,,,"[87.0, 79.0]",7563,1,,0.0,,,Left Foot,,,,"[107.0, 79.0]",Ground Pass,20.0,,Djibril Sidibé,3446.0,,,,1,From Kick Off,Antoine Griezmann,5487.0,Center Attacking Midfield,2,France,771,['97360408-c7a0-4ea8-82cd-8befc049ed20'],40,,,,,,,,,,,,,,,,,France,771,00:01:40.280,Pass,
,,,,,,,,,,,,,1.347,,,,,,,,,,,,d9808271-94f1-4989-bc9d-f03b08727b47,130,,,"[109.0, 79.0]",7563,1,,-1.5120405,,,Right Foot,True,,,"[111.0, 45.0]",Ground Pass,34.058773,Incomplete,,,,,,1,From Kick Off,Djibril Sidibé,3446.0,Right Back,2,France,771,['50208eb1-3161-4a44-9f86-db17f342b8ab'],42,,,,,,,,,,,,,,,,,France,771,00:01:42.600,Pass,
,,,,,,,,,,,,,3.76,,,,,,,,,,,,c7dcb6b8-eeea-45df-bbe4-411a449ee586,139,,,"[26.0, 5.0]",7563,2,,0.591439,,,Right Foot,,,,"[93.0, 50.0]",High Pass,80.70936,,Andreas Evald Cornelius,5732.0,,True,Free Kick,1,From Free Kick,Kasper Schmeichel,3815.0,Goalkeeper,4,Denmark,776,['8e9571cf-b0d8-40cf-bb6d-d8bce8067813'],19,,,,,,,,,,,,,,,,,Denmark,776,00:02:19.907,Pass,
,,,,,,,,,,,,,1.2,,,,,,,,,,,,5eeead29-91f6-4da7-81e6-2411f4c35d09,142,,,"[95.0, 45.0]",7563,2,True,1.2722974,,,,,,,"[99.0, 58.0]",High Pass,13.601471,,Martin Braithwaite Christensen,4447.0,,,,1,From Free Kick,Andreas Evald Cornelius,5732.0,Center Forward,4,Denmark,776,"['babf7d05-9729-4548-afab-0d9c59682fc5', 'd2655d90-1e36-4b33-b500-f448db9a10fc']",23,,,,,,,,,,,,,,,,,Denmark,776,00:02:23.707,Pass,True
,,,,,,,,,,,,,1.28,,,,,,,,,,,,b6722b0f-34b7-4711-a806-ab1287e54db9,147,,,"[93.0, 71.0]",7563,2,,2.6779451,,,Left Foot,,,,"[81.0, 77.0]",Ground Pass,13.416408,,Henrik Dalsgaard,4763.0,,,,1,From Free Kick,Martin Braithwaite Christensen,4447.0,Right Midfield,4,Denmark,776,"['20a006b2-f6e3-4389-80be-55897721dde4', '2ff09add-c888-432e-8015-62879f09e655', 'fe040a38-0cf2-46b7-b1f8-6ba2249b9257']",26,,,,,,,,,,,,,,,,,Denmark,776,00:02:26.987,Pass,True
