50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,2da4ed64-2737-49d2-8209-059c5434e6aa,28,,"[80.0, 52.0]",7534,0,,,-2.4668517,,,Left Foot,,,"[75.0, 48.0]",,Ground Pass,6.4031243,,,Sami Khedira,5566.0,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,3,Germany,770,['cad7700f-8c87-4a2c-a1c5-73fb72f619ea'],24,,,,,,,,,,,,,,,,,Germany,770,00:00:24.080,Pass,
,,,,,,,,,,,,,,,1.773,,,,,,,,,,,,,0010d920-fe42-4854-9919-734d5609fbf7,31,,"[77.0, 52.0]",7534,0,,,1.3258177,,,Right Foot,,,"[82.0, 72.0]",,Ground Pass,20.615528,,Incomplete,Thomas Müller,5562.0,,,,,,1,Regular Play,Sami Khedira,5566.0,Right Center Midfield,3,Germany,770,"['66d06c93-ff6f-411c-b3b2-13775e71ab9a', '8549c788-4b64-4b53-a03b-f82a65e1bc02']",24,,,,,,,,,,,,,,,,,Germany,770,00:00:24.840,Pass,
,,,,,,,,,,,,,,,0.187,,,,,,,,,,,,,a2970a0e-bc0a-4612-9d15-0eb611bca1f7,37,,"[33.0, 2.0]",7534,0,,,0.7853982,,,Left Foot,,True,"[44.0, 13.0]",,Ground Pass,15.556349,,,Hirving Rodrigo Lozano Bahena,5571.0,,,,,,1,Regular Play,Jesús Daniel Gallardo Vasconcelos,5576.0,Left Back,4,Mexico,794,['0a0173f2-0cad-4c1f-b76a-cb4130fabb22'],29,,,,,,,,,,,,,,,,,Mexico,794,00:00:29.253,Pass,
,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,ea265d6e-2841-4512-be9f-5183a351d2c9,43,,"[44.0, 11.0]",7534,0,,,1.5707964,,,Right Foot,,,"[44.0, 26.0]",,Ground Pass,15.0,,,Héctor Miguel Herrera López,5575.0,,,,,,1,Regular Play,Hirving Rodrigo Lozano Bahena,5571.0,Left Wing,4,Mexico,794,"['36de7c38-911a-41fe-a065-3d5e25eb5606', '71236805-67a0-4ea5-88ca-45d145a2b926', 'ee5f5900-006a-42df-86a2-4a1cf2e39539']",31,,,,,,,,,,,,,,,,,Mexico,794,00:00:31.893,Pass,True
,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,d751644d-96ba-4204-90eb-d3a80a8052d9,47,,"[44.0, 26.0]",7534,0,,,-2.070143,,,Right Foot,,,"[38.0, 15.0]",,Ground Pass,12.529964,,,José Andrés Guardado Hernández,5563.0,,,,,,1,Regular Play,Héctor Miguel Herrera López,5575.0,Right Center Midfield,4,Mexico,794,"['17e2f95c-a6bd-4f9c-bc91-3cc6336bdf5b', 'd27acf92-2d64-485a-80c3-9d07905cc8c0']",32,,,,,,,,,,,,,,,,,Mexico,794,00:00:32.653,Pass,True
,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,28dd7488-bd42-4833-bf9f-3a29ba5f51b7,50,,"[38.0, 15.0]",7534,0,,,0.29849893,,,Left Foot,,,"[51.0, 19.0]",,Ground Pass,13.601471,,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,Regular Play,José Andrés Guardado Hernández,5563.0,Left Center Midfield,4,Mexico,794,['dc1188c7-8369-4c5d-a24f-c7536925f285'],33,,,,,,,,,,,,,,,,,Mexico,794,00:00:33.413,Pass,
,,,,,,,,,,,,,,,1.333,,,,,,,,,,,,,c8604d65-0f1b-4b3a-9fa0-cc503fee435c,54,,"[52.0, 20.0]",7534,0,,,1.4801364,,,Left Foot,,,"[53.0, 31.0]",,Ground Pass,11.045361,,,Héctor Miguel Herrera López,5575.0,,,,,,1,Regular Play,Carlos Alberto Vela Garrido,5560.0,Center Attacking Midfield,4,Mexico,794,"['17de0f9c-3ddd-452b-b23f-d147333fcc97', 'a17cdc20-ac84-4670-a8c5-ada56b3e634c']",34,,,,,,,,,,,,,,,,,Mexico,794,00:00:34.400,Pass,True
,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,ff1cdb7f-d379-4aca-9ee2-73eea07f983a,58,,"[52.0, 30.0]",7534,0,,,0.29849893,,,Right Foot,,,"[65.0, 34.0]",,Ground Pass,13.601471,,,Javier Hernández Balcázar,3058.0,,,,,,1,Regular Play,Héctor Miguel Herrera López,5575.0,Right Center Midfield,4,Mexico,794,"['ae270a99-9269-46af-942d-5569006bf4ca', 'd16dede0-39ef-419f-ad3b-2c074010bf76']",35,,,,,,,,,,,,,,,,,Mexico,794,00:00:35.813,Pass,True
,,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,1f13580e-2ae1-4325-bb9e-6cc37d835dbf,61,,"[65.0, 34.0]",7534,0,,,1.8778421,,,Right Foot,,,"[52.0, 75.0]",,Ground Pass,43.011627,,,Carlos Joel Salcedo Hernández,5564.0,,True,,,,1,Regular Play,Javier Hernández Balcázar,3058.0,Center Forward,4,Mexico,794,['ceb827b4-0e25-49b0-ba5a-bab80646cd96'],37,,,,,,,,,,,,,,,,,Mexico,794,00:00:37.213,Pass,
,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,83dda614-6773-4572-955e-554661b33519,65,,"[64.0, 64.0]",7534,0,,,-2.714965,,,Right Foot,,,"[53.0, 59.0]",,Ground Pass,12.083046,,,Hugo Ayala Castro,5561.0,,,,,,1,Regular Play,Carlos Joel Salcedo Hernández,5564.0,Right Back,4,Mexico,794,"['2a3b89a5-c5b8-41c7-af94-ead4dfa71966', '4e6b7bb3-bcf3-4bff-a0b5-27577300f270']",45,,,,,,,,,,,,,,,,,Mexico,794,00:00:45.373,Pass,True
,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,47846944-22dd-414d-bfe6-a801fbd317a6,68,,"[53.0, 59.0]",7534,0,,,-1.670465,,,Right Foot,,,"[50.0, 29.0]",,Ground Pass,30.149628,,,Héctor Alfredo Moreno Herrera,5573.0,,,,,,1,Regular Play,Hugo Ayala Castro,5561.0,Right Center Back,4,Mexico,794,['b08d2647-30e1-42e2-97ec-d89fe5d8649f'],47,,,,,,,,,,,,,,,,,Mexico,794,00:00:47.613,Pass,
,,,,,,,,,,,,,,,1.199,,,,,,,,,,,,,6aff0a19-2344-485a-af55-a450ce7feac6,72,,"[53.0, 24.0]",7534,0,,,0.39479113,,,Left Foot,,,"[77.0, 34.0]",,Ground Pass,26.0,,,Javier Hernández Balcázar,3058.0,,,,,,1,Regular Play,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,4,Mexico,794,"['0b61c73a-97b0-4cae-b107-b006d1e0a0ae', 'b413b465-45e7-47a8-a53c-34cb631c5714']",51,,,,,,,,,,,,,,,,,Mexico,794,00:00:51.453,Pass,True
,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,23308566-c41b-4dc6-a893-37df77f7e474,75,,"[77.0, 34.0]",7534,0,,,-0.7328151,,,Left Foot,,,"[87.0, 25.0]",,Ground Pass,13.453624,,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,Regular Play,Javier Hernández Balcázar,3058.0,Center Forward,4,Mexico,794,['6be01cac-88dc-4446-9088-bc83af31a696'],52,,,,,,,,,,,,,,,,,Mexico,794,00:00:52.933,Pass,
,,,,,,,,,,,,,,,0.999,,,,,,,,,,,,,7f82a44f-864c-4dc5-8106-9169ac9a34bf,78,,"[95.0, 23.0]",7534,0,,,-0.16514868,fcb800ab-8c57-429d-baa7-8ed324014801,,Right Foot,,,"[107.0, 21.0]",,Ground Pass,12.165525,,,Hirving Rodrigo Lozano Bahena,5571.0,True,,Through Ball,True,,1,Regular Play,Carlos Alberto Vela Garrido,5560.0,Center Attacking Midfield,4,Mexico,794,['4af0241f-a357-4c3d-9fbc-623b1bd6d3fd'],55,,,,,,,,,,,,,,,,,Mexico,794,00:00:55.413,Pass,
,,,,,,,,,,,,,,,1.853,,,,,,,,,,,,,f07c86f1-2ed8-49fb-afa3-ffbc350d08e3,84,,"[120.0, 1.0]",7534,1,,,1.6814536,,,Right Foot,,,"[115.0, 46.0]",,High Pass,45.276924,,Incomplete,Javier Hernández Balcázar,3058.0,,True,,,Corner,1,From Corner,Miguel Arturo Layún Prado,5556.0,Right Wing,5,Mexico,794,"['3be4aef3-c1f3-4e80-835b-7384aea7986a', '540cccae-be8e-45ee-9f00-791e87784824']",25,,,,,,,,,,,,,,,,,Mexico,794,00:01:25.560,Pass,
,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,4085c733-fbd8-494a-b3a6-83907824799f,89,,"[10.0, 36.0]",7534,1,,,-1.3339475,,,Keeper Arm,,,"[17.0, 7.0]",,Low Pass,29.832869,,,Marvin Plattenhardt,5569.0,,,,,,1,Regular Play,Manuel Neuer,5570.0,Goalkeeper,6,Germany,770,['45f0b465-fc06-4086-95f3-747af2897cd2'],34,,,,,,,,,,,,,,,,,Germany,770,00:01:34.933,Pass,
,,,,,,,,,,,,,,,0.853,,,,,,,,,,,,,1f2dcd7a-cb54-4336-9eff-690b5aa88b7c,92,,"[18.0, 11.0]",7534,1,,,-0.14189705,,,Left Foot,,,"[25.0, 10.0]",,Ground Pass,7.071068,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Marvin Plattenhardt,5569.0,Left Back,6,Germany,770,['f14194ee-e59d-4d8f-8bf5-0d121aff398b'],37,,,,,,,,,,,,,,,,,Germany,770,00:01:37.920,Pass,
,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,8dcba00f-7b6e-46d0-96a0-c08795d329ba,96,,"[21.0, 13.0]",7534,1,,,1.7590178,,,Right Foot,,,"[13.0, 55.0]",,Ground Pass,42.755116,,,Jérôme Boateng,5578.0,,True,,,,1,Regular Play,Toni Kroos,5574.0,Left Center Midfield,6,Germany,770,"['8e044ffa-28fb-4394-87c2-9c0d18da1b78', 'f386e659-ac28-438f-808a-15ca4762fce6']",40,,,,,,,,,,,,,,,,,Germany,770,00:01:40.480,Pass,True
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,06328f46-efe9-4cc4-bc98-64bb585c5d21,100,,"[16.0, 63.0]",7534,1,,,0.86217004,,,Right Foot,,,"[28.0, 77.0]",,Ground Pass,18.439089,,,Joshua Kimmich,5579.0,,,,,,1,Regular Play,Jérôme Boateng,5578.0,Right Center Back,6,Germany,770,"['5660debf-69b0-47b1-8b5c-a7bfae4fba18', '6da0d6b0-9e1f-4a73-ae4d-c630a6b5654d']",44,,,,,,,,,,,,,,,,,Germany,770,00:01:44.480,Pass,True
,,,,,,,,,,,,,,,1.453,,,,,,,,,,,,,1e9175b9-ab74-41e6-88ba-6f8f49661685,106,,"[29.0, 66.0]",7534,1,,,-0.27829966,,,Right Foot,,,"[50.0, 60.0]",,Ground Pass,21.84033,,,Timo Werner,5557.0,,,,,Free Kick,1,From Free Kick,Jérôme Boateng,5578.0,Right Center Back,7,Germany,770,['28537862-9ff5-4d4b-8433-3f15fb237988'],59,,,,,,,,,,,,,,,,,Germany,770,00:01:59.280,Pass,
,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,e8a676ec-6734-4d71-9b16-f88220154342,108,,"[50.0, 62.0]",7534,2,,,3.041924,,,Right Foot,,,"[30.0, 64.0]",,Ground Pass,20.09975,,,Jérôme Boateng,5578.0,,,,,,1,From Free Kick,Timo Werner,5557.0,Center Forward,7,Germany,770,['bcbaf5cd-f0f5-4fd1-8889-b394b3c34c5d'],0,,,,,,,,,,,,,,,,,Germany,770,00:02:00.733,Pass,
,,,,,,,,,,,,,,,2.773,,,,,,,,,,,,,ac2f44da-6c39-4550-986e-01615d2f8fb5,112,,"[45.0, 61.0]",7534,2,,,-1.1844591,,,Right Foot,,,"[69.0, 2.0]",,High Pass,63.694584,,,Marvin Plattenhardt,5569.0,,True,,,,1,From Free Kick,Jérôme Boateng,5578.0,Right Center Back,7,Germany,770,"['2892c870-9adc-4241-90c1-e93681d6fc0c', '33054b33-5022-4f54-b2a1-d5bd4df83022']",6,,,,,,,,,,,,,,,,,Germany,770,00:02:06.680,Pass,True
,,,,,,,,,,,,,,,0.813,,,,,,,,,,,,,808f65a3-de0f-4932-8d44-41767b9ca5b8,116,,"[75.0, 2.0]",7534,2,,,0.0,,,Left Foot,,,"[86.0, 2.0]",,Ground Pass,11.0,,,Julian Draxler,3186.0,,,,,,1,From Free Kick,Marvin Plattenhardt,5569.0,Left Back,7,Germany,770,"['45d8874a-e248-4884-beaa-3489a5057789', '5079ce3a-7efc-463d-b6ee-5b5ceca86299']",10,,,,,,,,,,,,,,,,,Germany,770,00:02:10.840,Pass,True
,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,af3410bd-64b4-4b28-a0c1-a03417935208,120,,"[90.0, 14.0]",7534,2,,,0.86217004,,,Right Foot,,,"[96.0, 21.0]",,Ground Pass,9.219544,,,Mesut Özil,3496.0,,,,,,1,From Free Kick,Julian Draxler,3186.0,Left Wing,7,Germany,770,['b4fcbf76-3798-40ca-8765-42fb6f6d3037'],14,,,,,,,,,,,,,,,,,Germany,770,00:02:14.800,Pass,
,,,,,,,,,,,,,,,0.793,,,,,,,,,,,,,b8691df6-9c7d-4d28-8a9b-c79c59eb66ce,123,,"[96.0, 21.0]",7534,2,,,2.9441972,,,Left Foot,,,"[91.0, 22.0]",,Ground Pass,5.0990195,,,Julian Draxler,3186.0,,,,,,1,From Free Kick,Mesut Özil,3496.0,Center Attacking Midfield,7,Germany,770,['fcd7bf39-ea74-4cbb-9fae-604c2f68d7fd'],15,,,,,,,,,,,,,,,,,Germany,770,00:02:15.640,Pass,
,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,09ff6bf8-e0f3-46c8-957e-fc7c16e67c65,129,,"[20.0, 57.0]",7534,2,,,-0.14189705,,,Left Foot,,,"[83.0, 48.0]",,High Pass,63.63961,,Incomplete,Javier Hernández Balcázar,3058.0,,,,,Recovery,1,From Free Kick,Carlos Joel Salcedo Hernández,5564.0,Right Back,7,Germany,770,"['48c19847-28fc-400d-9973-2945fb3f72ca', 'c81b113f-40d8-414f-ac22-31e38f00b517']",17,,,,,,,,,,,,,,,,,Mexico,794,00:02:17.800,Pass,
,,,,,,,,,,,,,,,1.893,,,,,,,,,,,,,c81b113f-40d8-414f-ac22-31e38f00b517,131,,"[38.0, 33.0]",7534,2,,,1.1978086,,,Left Foot,,,"[47.0, 56.0]",,Ground Pass,24.698177,,,Jérôme Boateng,5578.0,,,,,Recovery,1,From Free Kick,Manuel Neuer,5570.0,Goalkeeper,7,Germany,770,"['09ff6bf8-e0f3-46c8-957e-fc7c16e67c65', 'a472c36f-53ac-43f3-81a5-46321c5fad6a']",21,,,,,,,,,,,,,,,,,Germany,770,00:02:21.600,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,b14e0367-1bde-4dff-ab10-80af1d2f37d7,134,,"[57.0, 68.0]",7534,2,,,0.42285392,,,Left Foot,,,"[77.0, 77.0]",,Ground Pass,21.931713,,,Joshua Kimmich,5579.0,,,,,,1,From Free Kick,Jérôme Boateng,5578.0,Right Center Back,7,Germany,770,['2eada7a0-9677-4db6-808c-d50786cd4876'],29,,,,,,,,,,,,,,,,,Germany,770,00:02:29.440,Pass,
,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,945801b9-2f6a-4d01-8ecb-3692a9b36996,138,,"[70.0, 76.0]",7534,2,,,-2.7468016,,,Right Foot,,,"[58.0, 71.0]",,Ground Pass,13.0,,,Jérôme Boateng,5578.0,,,,,,1,From Free Kick,Joshua Kimmich,5579.0,Right Back,7,Germany,770,"['37eb1876-c1e9-4be3-b9fd-b7bb9c753400', '3fdecf10-27f3-47d0-a1bb-9203d3db3169']",31,,,,,,,,,,,,,,,,,Germany,770,00:02:31.520,Pass,True
,,,,,,,,,,,,,,,1.093,,,,,,,,,,,,,a48f6726-13a7-4b4f-9700-928e23f7d7e6,141,,"[64.0, 67.0]",7534,2,,,1.0303768,,,Left Foot,,,"[70.0, 77.0]",,Ground Pass,11.661903,,,Joshua Kimmich,5579.0,,,,,,1,From Free Kick,Jérôme Boateng,5578.0,Right Center Back,7,Germany,770,['51a4c282-a883-4b87-b066-2a64291c3294'],35,,,,,,,,,,,,,,,,,Germany,770,00:02:35.160,Pass,
