bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,"[85.0, 61.0]",,,,,,,,2.72,,,,,,,,,,,76febd87-32ad-4a01-a883-694def84ef3e,34,,"[38.0, 62.0]",7546,0,,,,,,,,,,,,,,,,,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,"['e806ad4b-9a9d-4c02-bd1c-a125c62f3042', 'efc7d442-e0b6-4eda-88ec-308e31b3357e']",29,,,,,,,,,,,,,,,,,,France,771,00:00:29.473,Carry,
,,,,,"[42.0, 35.0]",,,,,,,,0.427,,,,,,,,,,,c09b7f31-46c6-4af0-9247-27d4cdc5f129,42,,"[43.0, 32.0]",7546,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,4,Peru,784,"['0c94fd43-d83d-4a9c-86e8-c70e9022308c', '62e0dbee-125c-4412-8a76-282ff91a3486', 'c4fa5257-945a-4c2f-a2eb-9b0db34d3cac']",36,,,,,,,,,,,,,,,,,,Peru,784,00:00:36.433,Carry,True
,,,,,"[22.0, 70.0]",,,,,,,,2.88,,,,,,,,,,,b5583686-34d2-4f24-84d7-84afce137726,45,,"[28.0, 62.0]",7546,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,4,Peru,784,"['92b0e7e5-6b12-4106-845f-580b4847889a', 'ccfc2f3f-750a-40a3-aad5-0c2f6d861977']",38,,,,,,,,,,,,,,,,,,Peru,784,00:00:38.633,Carry,
,,,,,"[76.0, 70.0]",,,,,,,,3.227,,,,,,,,,,,d7d0e744-e435-4aca-ab1a-2db2b1979852,54,,"[61.0, 56.0]",7546,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Right Wing,4,Peru,784,"['2783ff40-1668-4a33-ad0c-14bc9fd02977', '477e3e74-a703-460a-be62-d0c418a964e8', '9a3226fe-2e31-4891-a14d-31c4c2ab27f5']",48,,,,,,,,,,,,,,,,,,France,771,00:00:48.553,Carry,True
,,,,,"[75.0, 33.0]",,,,,,,,1.947,,,,,,,,,,,03e11ce4-2bc0-4061-85bd-f68fee5cc629,60,,"[74.0, 31.0]",7546,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Paolo Guerrero Gonzáles,5535.0,Center Forward,4,Peru,784,"['7dc7e880-b1f3-40fe-b868-37ded2a34f9e', 'd1e9aa57-43c7-43d8-878a-fd658b274378', 'd54d5a6a-3bfd-471e-ac35-a07e3c052d9d']",54,,,,,,,,,,,,,,,,,,Peru,784,00:00:54.513,Carry,True
,,,,,"[99.0, 68.0]",,,,,,,,3.667,,,,,,,,,,,5fb5f1c9-d765-4213-a5ff-ec9e00702419,65,,"[85.0, 70.0]",7546,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,André Martín Carrillo Díaz,3632.0,Right Midfield,4,Peru,784,"['3b5363ec-6d93-4e66-99f8-852a474cdbdc', '57c64315-8541-490b-8788-523812a89651', 'a2f6dc9b-bb94-4bae-925c-5f27022969ed']",58,,,,,,,,,,,,,,,,,,Peru,784,00:00:58.513,Carry,True
,,,,,"[98.0, 79.0]",,,,,,,,0.667,,,,,,,,,,,88951cec-c006-453c-8885-9fca29674a38,74,,"[99.0, 77.0]",7546,1,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,5,Peru,784,"['5b323fbd-ad9d-465e-a4f1-fface95c26aa', '7704239b-3213-4313-b0fa-f92314cd047b', '84994405-768d-4065-9ae8-3214df11b2dc']",23,,,,,,,,,,,,,,,,,,Peru,784,00:01:23.353,Carry,True
,,,,,"[100.0, 69.0]",,,,,,,,0.027,,,,,,,,,,,ee581952-03ed-4d30-bece-da03c7116031,78,,"[100.0, 68.0]",7546,1,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Paolo Guerrero Gonzáles,5535.0,Center Forward,5,Peru,784,"['52ac80f8-4760-4d45-af96-df05aa0c6431', 'd77c4099-4230-44b3-a218-0e6c331cc701']",24,,,,,,,,,,,,,,,,,,Peru,784,00:01:24.593,Carry,
,,,,,"[13.0, 6.0]",,,,,,,,0.76,,,,,,,,,,,f4ba462a-85e4-4eea-b980-2b3282e1e344,82,,"[15.0, 6.0]",7546,1,,,,,,,,,,,,,,,,,,,,1,From Throw In,Blaise Matuidi,4375.0,Left Wing,5,Peru,784,"['64817f87-020c-4ecd-9eb4-61cea61e7826', 'bbda1505-75e2-4de4-96a8-30b83744619f']",25,,,,,,,,,,,,,,,,,,France,771,00:01:25.633,Carry,
,,,,,"[100.0, 50.0]",,,,,,,,0.067,,,,,,,,,,,a39e3908-639e-4498-9fe7-73555e55b03d,89,,"[99.0, 51.0]",7546,1,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Paolo Guerrero Gonzáles,5535.0,Center Forward,5,Peru,784,"['87e31573-9171-4a37-a440-865a0f6dda63', 'e0874a68-1889-4e72-87fc-58aef60f2425']",30,,,,,,,,,,,,,,,,,,Peru,784,00:01:30.193,Carry,
,,,,,"[73.0, 61.0]",,,,,,,,3.187,,,,,,,,,,,85b27ffc-29db-4d8e-b3d1-5ca748c8c734,103,,"[79.0, 44.0]",7546,1,,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,5,Peru,784,"['0343b50d-3786-4e86-9749-6c8e69a6518e', 'd46320f4-7e84-4538-b8a7-0fdeca1ce66d', 'ed5c583a-e24a-4f36-8c83-b6a1d83f28bc']",35,,,,,,,,,,,,,,,,,,Peru,784,00:01:35.673,Carry,True
,,,,,"[67.0, 75.0]",,,,,,,,1.747,,,,,,,,,,,c3631976-d4c9-4ca9-bfb4-abc292236df4,107,,"[68.0, 68.0]",7546,1,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,5,Peru,784,"['20f0b3f3-4e6c-4df4-94cf-0e3386ccbede', '3e9daf2e-c386-4160-b3be-e1a0d3894415', '7089dd77-68c1-40ba-971c-f84f479d9de7']",39,,,,,,,,,,,,,,,,,,Peru,784,00:01:39.593,Carry,True
,,,,,"[105.0, 78.0]",,,,,,,,7.12,,,,,,,,,,,b777a8ad-058f-40d9-a550-c087aaa24ede,111,,"[82.0, 78.0]",7546,1,,,,,,,,,,,,,,,,,,,,1,From Throw In,André Martín Carrillo Díaz,3632.0,Right Midfield,5,Peru,784,"['7734577c-bc65-42c0-be17-1fc9c1dd91c4', '890a8a95-3d64-4e48-bd0a-9c192b1e9297', 'f1924e9d-e741-4c6d-b274-99a99505d913']",42,,,,,,,,,,,,,,,,,,Peru,784,00:01:42.513,Carry,True
,,,,,"[120.0, 74.0]",,,,,,,,3.507,,,,,,,,,,,b041afc8-68ff-415c-b80f-50cfaf39d473,117,,"[105.0, 78.0]",7546,1,,,,,,,,,,,,,,,,,,,,1,From Throw In,André Martín Carrillo Díaz,3632.0,Right Midfield,5,Peru,784,"['217c16d4-4e7f-4824-80bb-8626420f4b1c', '7734577c-bc65-42c0-be17-1fc9c1dd91c4', 'ab17461a-8c51-4194-bb33-16673cfb99ee', 'e22f6041-4ff9-4a0b-9037-d09897392112', 'eecdd778-32c5-4748-a3bb-9a4a1cbb89a6']",49,,,,,,,,,,,,,,,,,,Peru,784,00:01:49.633,Carry,True
,,,,,"[10.0, 16.0]",,,,,,,,0.24,,,,,,,,,,,2e3d4fa4-0d1a-4339-91ab-319166e6df7a,123,,"[10.0, 14.0]",7546,1,,,,,,,,,,,,,,,,,,,,1,Regular Play,Blaise Matuidi,4375.0,Left Wing,6,France,771,"['da5045f0-fee5-4657-8c5e-510a6c7f824f', 'e7772844-f86d-455b-bbcf-cb941e9097f6']",54,,,,,,,,,,,,,,,,,,France,771,00:01:54.513,Carry,
,,,,,"[30.0, 2.0]",,,,,,,,2.373,,,,,,,,,,,25219fe0-4172-4ca0-9ad5-c5d78229b21a,126,,"[22.0, 6.0]",7546,1,,,,,,,,,,,,,,,,,,,,1,Regular Play,Paul Pogba,20004.0,Left Center Midfield,6,France,771,"['11842453-3da6-4fa0-8d28-d3cfa00513f8', '3bdfa060-6d65-483e-9611-958e55a1bd7a', '925873c2-3280-4b59-a068-50c843367bcc']",55,,,,,,,,,,,,,,,,,,France,771,00:01:55.900,Carry,True
,,,,,"[89.0, 73.0]",,,,,,,,1.227,,,,,,,,,,,5b07b63d-f07b-45ea-911f-be95d817a25d,130,,"[91.0, 79.0]",7546,1,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,7,Peru,784,"['1f272056-d5c1-4df3-8867-2256472350e5', '93a2c607-0cbb-493c-a3b5-2e30bf69afd0', 'b47d13c3-1084-4131-9120-2c81abd6125a']",58,,,,,,,,,,,,,,,,,,Peru,784,00:01:58.273,Carry,True
,,,,,"[90.0, 65.0]",,,,,,,,1.387,,,,,,,,,,,daf4256b-02ab-427f-8eee-4b5c98b22056,134,,"[93.0, 66.0]",7546,2,,,,,,,,,,,,,,,,,,,,1,Regular Play,Édison Michael Flores Peralta,5525.0,Left Midfield,7,Peru,784,"['6be23b19-fc7d-412d-9e25-d751c7d831f1', 'ef8542bb-73b4-4f04-9edc-77aac980fb3d']",0,,,,,,,,,,,,,,,,,,Peru,784,00:02:00.233,Carry,
,,,,,"[76.0, 74.0]",,,,,,,,1.227,,,,,,,,,,,1871094c-ccfe-4e1a-b837-84d6c53efa7b,138,,"[78.0, 75.0]",7546,2,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,7,Peru,784,"['1c2bbd36-7863-4b9b-8206-8ffc88286464', '36b85a72-8da8-4970-8b22-00c446dafe37']",2,,,,,,,,,,,,,,,,,,Peru,784,00:02:02.593,Carry,
,,,,,"[69.0, 71.0]",,,,,,,,1.387,,,,,,,,,,,58468639-913d-4c01-8236-c7273d12e1d5,141,,"[67.0, 70.0]",7546,2,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,7,Peru,784,"['4ddc3e61-5848-48f0-8eaa-4eeeeb56e751', '9c34e86a-b922-4be2-b5d9-337ca51df674', 'b6d611ba-3c2e-4770-9678-dfd2ce3662cc']",4,,,,,,,,,,,,,,,,,,Peru,784,00:02:04.753,Carry,True
,,,,,"[76.0, 68.0]",,,,,,,,2.36,,,,,,,,,,,facf7631-70a4-4592-a223-0e59cac7875d,145,,"[69.0, 71.0]",7546,2,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,7,Peru,784,"['4ddc3e61-5848-48f0-8eaa-4eeeeb56e751', '8bba02a0-5e02-4a39-bab9-15a463c6d69a', 'b6d611ba-3c2e-4770-9678-dfd2ce3662cc', 'f324bef0-0821-4312-a821-a98f5bf55698']",6,,,,,,,,,,,,,,,,,,Peru,784,00:02:06.140,Carry,True
,,,,,"[14.0, 78.0]",,,,,,,,2.6,,,,,,,,,,,ec4f7935-af17-4cbd-90d4-8f7b228693bc,156,,"[12.0, 76.0]",7546,2,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Right Wing,9,France,771,"['70f32992-2bde-413c-9c42-0942bc4ab52a', '832a8836-1a73-47a1-a15d-56bf1e3be18a', 'a3578258-1689-4e15-b888-0eb44669afe2', 'dddf43ec-7da6-460a-821f-84db8a708868']",55,,,,,,,,,,,,,,,,,,France,771,00:02:55.833,Carry,True
,,,,,"[47.0, 61.0]",,,,,,,,5.4,,,,,,,,,,,a024f643-38cb-4179-a749-49a5595efabd,162,,"[31.0, 62.0]",7546,3,,,,,,,,,,,,,,,,,,,,1,Regular Play,N''Golo Kanté,3961.0,Right Center Midfield,10,France,771,"['40b164c5-2497-4676-b50a-6bc1b34993b9', 'aa39decd-b6a6-4d85-abc3-3b38a32b25da']",18,,,,,,,,,,,,,,,,,,France,771,00:03:18.513,Carry,
,,,,,"[50.0, 77.0]",,,,,,,,1.24,,,,,,,,,,,d636fa03-3253-48f6-9744-6e6bd3dd907b,165,,"[46.0, 77.0]",7546,3,,,,,,,,,,,,,,,,,,,,1,Regular Play,Benjamin Pavard,5476.0,Right Back,10,France,771,"['21f354bd-19a0-4c28-840b-7e629d52e5d6', '93567d5a-d751-4235-8691-9ddc4e9daa6b']",25,,,,,,,,,,,,,,,,,,France,771,00:03:25.113,Carry,
,,,,,"[51.0, 72.0]",,,,,,,,0.72,,,,,,,,,,,eaaf487e-c636-464e-9093-1b6f571106cf,171,,"[53.0, 73.0]",7546,3,,,,,,,,,,,,,,,,,,,,1,Regular Play,Benjamin Pavard,5476.0,Right Back,10,France,771,"['25ab530e-1536-446b-9044-2623c3d98457', '58328bc6-4454-4f7d-84e5-2b5a20b5968a', '8f6ca7d5-ad6b-49ca-a2ad-f35c32fc76cd']",27,,,,,,,,,,,,,,,,,,France,771,00:03:27.793,Carry,True
,,,,,"[51.0, 60.0]",,,,,,,,1.547,,,,,,,,,,,87c65dca-f4fb-4d1e-ac5c-661b106ab6b1,175,,"[52.0, 63.0]",7546,3,,,,,,,,,,,,,,,,,,,,1,Regular Play,N''Golo Kanté,3961.0,Right Center Midfield,10,France,771,"['4b0bc227-6290-4db6-a963-1c229a0e0840', '581541b8-52cb-4187-b522-ed57eaa0f411', 'db5ae09d-ca8d-49dd-a7fd-437840f64cdf']",29,,,,,,,,,,,,,,,,,,France,771,00:03:29.033,Carry,True
,,,,,"[48.0, 78.0]",,,,,,,,2.987,,,,,,,,,,,42421859-f198-42b1-9727-afe9018242c1,190,,"[54.0, 62.0]",7546,4,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,11,Peru,784,"['049d48c8-2224-4337-a7d6-218c1d08449e', '45b697b6-87e4-4cae-9155-79d46796c285', '57f98dbb-e8a7-4a45-bc3c-87bb9e573147', '9b3e0209-8669-46ce-8edb-0a66ae1ffc3b']",3,,,,,,,,,,,,,,,,,,Peru,784,00:04:03.433,Carry,True
,,,,,"[69.0, 75.0]",,,,,,,,0.08,,,,,,,,,,,c8bdf22c-1300-4e8a-9459-ddffe2256b1f,199,,"[68.0, 75.0]",7546,4,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Paolo Guerrero Gonzáles,5535.0,Center Forward,12,Peru,784,"['615bc6e9-78d3-4038-badc-1f088279f774', '84307517-2df8-4315-87cf-34a3a005d7c5']",35,,,,,,,,,,,,,,,,,,Peru,784,00:04:35.460,Carry,
,,,,,"[69.0, 68.0]",,,,,,,,1.28,,,,,,,,,,,f3c875b9-7986-47c7-9f5f-15d48b956bce,202,,"[67.0, 70.0]",7546,4,,,,,,,,,,,,,,,,,,,,1,From Throw In,André Martín Carrillo Díaz,3632.0,Right Midfield,12,Peru,784,"['0d6fffcb-9abd-4cae-b532-fe0f341c4374', 'd9b8a877-030a-474d-ae5b-0a5c44913139']",36,,,,,,,,,,,,,,,,,,Peru,784,00:04:36.220,Carry,
,,,,,"[52.0, 17.0]",,,,,,,,0.013,,,,,,,,,,,956bf116-859b-4445-bf98-67c35f6692e2,205,,"[52.0, 13.0]",7546,4,,,,,,,,,,,,,,,,,,,,1,From Throw In,Paul Pogba,20004.0,Left Center Midfield,12,Peru,784,"['9b3a16d4-ce56-4c07-8678-f98f777a9d16', 'e6671d1a-d46c-4de9-8468-d4a7352c1c58']",37,,,,,,,,,,,,,,,,,,France,771,00:04:37.500,Carry,
,,,,,"[65.0, 46.0]",,,,,,,,1.267,,,,,,,,,,,b5690617-6cf9-40cd-bfb8-2c171cc0ddd2,208,,"[68.0, 48.0]",7546,4,,,,,,,,,,,,,,,,,,,,1,From Throw In,Édison Michael Flores Peralta,5525.0,Left Midfield,12,Peru,784,"['8e780ad6-053a-438e-8cf1-3bb0d5650c6e', 'bc97ee4b-b69a-4303-ad5f-00f5a2d39395']",38,,,,,,,,,,,,,,,,,,Peru,784,00:04:38.793,Carry,
,,,,,"[62.0, 23.0]",,,,,,,,0.987,,,,,,,,,,,3121a08f-9f0c-41d8-936e-19c918dc5b82,211,,"[61.0, 21.0]",7546,4,,,,,,,,,,,,,,,,,,,,1,From Throw In,Miguel Ángel Trauco Saavedra,5518.0,Left Back,12,Peru,784,"['81e41f2e-e168-4b6f-93c1-e1324cdaa623', '9e90e19a-d442-458b-8692-aaa17ed39dbf', 'c39a2c43-0132-4f3e-84d8-e498947a0164']",41,,,,,,,,,,,,,,,,,,Peru,784,00:04:41.913,Carry,True
,,,,,"[76.0, 15.0]",,,,,,,,1.827,,,,,,,,,,,1fd13039-4e9e-48ed-a2ff-8fd2adb6ed9d,215,,"[71.0, 24.0]",7546,4,,,,,,,,,,,,,,,,,,,,1,From Throw In,Édison Michael Flores Peralta,5525.0,Left Midfield,12,Peru,784,"['0047ccef-4778-4930-9605-5c61e3ba4cb1', '38cf3579-8100-42a1-a99f-21d0fd0cda13', '481bf1b2-d532-46cb-86ba-b86f673cdbcd']",43,,,,,,,,,,,,,,,,,,Peru,784,00:04:43.913,Carry,True
,,,,,"[51.0, 73.0]",,,,,,,,0.96,,,,,,,,,,,2575506b-80ac-4621-ae08-9071890f89b4,225,,"[47.0, 62.0]",7546,4,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Attacking Midfield,13,France,771,"['0207e85c-de51-4283-ab87-fb227babf87a', '0451ffec-cb6e-4ef2-be1a-aad7bbb379c3', '0b0d1d5f-3f2e-4039-b6c7-9a15bf97b920', 'e265b7ca-575f-4160-a9a9-a5b3a08bc233']",49,,,,,,,,,,,,,,,,,,France,771,00:04:49.793,Carry,True
,,,,,"[44.0, 77.0]",,,,,,,,1.08,,,,,,,,,,,d9f9ba65-622d-48aa-95c8-516ae407ccf2,228,,"[51.0, 73.0]",7546,4,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Attacking Midfield,13,France,771,"['0451ffec-cb6e-4ef2-be1a-aad7bbb379c3', '0b0d1d5f-3f2e-4039-b6c7-9a15bf97b920', '6979dde0-210c-4f2f-aeb5-248ad06c291c', 'b743938b-8829-4a3a-9c71-5a4349893fa9']",50,,,,,,,,,,,,,,,,,,France,771,00:04:50.753,Carry,True
,,,,,"[49.0, 77.0]",,,,,,,,0.467,,,,,,,,,,,10cc3f0a-3ca0-470c-b63b-eb11e2dc26c1,232,,"[51.0, 77.0]",7546,4,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Right Wing,13,France,771,"['adc57e30-2cca-48bc-8dac-00dc9640ffdb', 'b0340545-001f-4a8f-9ab6-c68733ec56a3', 'b743938b-8829-4a3a-9c71-5a4349893fa9']",52,,,,,,,,,,,,,,,,,,France,771,00:04:52.393,Carry,True
,,,,,"[31.0, 61.0]",,,,,,,,1.44,,,,,,,,,,,ed745d49-017f-4f6f-ad14-e7ff4b94777d,238,,"[31.0, 63.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,14,France,771,"['454afaf4-2370-428c-9012-7afd502166ff', 'aa371ec8-6e17-41e1-a0d9-c5fb7c9ca657']",1,,,,,,,,,,,,,,,,,,France,771,00:05:01.113,Carry,
,,,,,"[29.0, 14.0]",,,,,,,,1.28,,,,,,,,,,,dda2f712-1cc0-4b95-aaa9-ae2b9ae1fb13,241,,"[31.0, 19.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,14,France,771,"['6d9822f1-2c28-48f0-a8ac-58fcc446d599', 'fd0aa222-08ac-4260-9fea-3abf6bc4703e']",4,,,,,,,,,,,,,,,,,,France,771,00:05:04.393,Carry,
,,,,,"[54.0, 3.0]",,,,,,,,1.48,,,,,,,,,,,770664ae-30e7-450b-b168-31ca59f2b548,244,,"[49.0, 3.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lucas Hernández Pi,5484.0,Left Back,14,France,771,"['0b59ae0e-54e5-4402-bb4e-cdb8db00797e', 'e26988e9-9aea-44c9-b5b5-8ef6f86c9051']",7,,,,,,,,,,,,,,,,,,France,771,00:05:07.153,Carry,
,,,,,"[25.0, 51.0]",,,,,,,,2.067,,,,,,,,,,,b72213d7-a2f6-4fad-b919-9ccdaa379607,248,,"[24.0, 55.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alberto Junior Rodríguez Valdelomar,5532.0,Left Center Back,15,Peru,784,"['3d1eca5a-3b62-40a2-8cfa-9e7a5af13e42', '733c76c9-2d48-4f7b-989a-97459ff2daa8']",11,,,,,,,,,,,,,,,,,,Peru,784,00:05:11.873,Carry,
,,,,,"[30.0, 51.0]",,,,,,,,1.107,,,,,,,,,,,d9cb3209-c8da-4c4d-a1e2-e38f7a035cfd,251,,"[30.0, 50.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,15,Peru,784,"['4d769a79-096f-4fa8-8f6e-d76b8df4f021', 'a89e3b07-f02c-4430-b97a-d99f8d2645ca']",14,,,,,,,,,,,,,,,,,,Peru,784,00:05:14.593,Carry,
,,,,,"[38.0, 19.0]",,,,,,,,2.907,,,,,,,,,,,90e1de47-a387-4a90-af00-41f67442d89c,254,,"[30.0, 27.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,Miguel Ángel Trauco Saavedra,5518.0,Left Back,15,Peru,784,"['68ca0601-1834-48f4-b3ff-4118d20a8ee8', 'f0b5085c-09d8-4f6f-a8d5-42e90e3a0401']",17,,,,,,,,,,,,,,,,,,Peru,784,00:05:17.153,Carry,
,,,,,"[36.0, 42.0]",,,,,,,,1.427,,,,,,,,,,,a15d8319-8c69-4ccd-9180-e7b0e41f8116,257,,"[35.0, 41.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,15,Peru,784,"['265b211a-b1b8-4ccf-b942-41c4f1890825', '4d20c16b-6019-411d-9832-19d776bab21f']",21,,,,,,,,,,,,,,,,,,Peru,784,00:05:21.393,Carry,
,,,,,"[42.0, 75.0]",,,,,,,,1.427,,,,,,,,,,,0366a8a1-1fd9-4c73-93f3-1739f22d686a,260,,"[40.0, 75.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,15,Peru,784,"['7084fbc2-6e1b-4189-8878-0253d1ad28b0', '736e0bc5-7019-4763-a128-0bd5a4bd8512', '81c41a61-89f4-4f20-b51d-2f25ce39c960']",25,,,,,,,,,,,,,,,,,,Peru,784,00:05:25.353,Carry,True
,,,,,"[63.0, 75.0]",,,,,,,,1.44,,,,,,,,,,,59b18bb4-5df9-42bb-b84f-56b4da103806,264,,"[62.0, 79.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,André Martín Carrillo Díaz,3632.0,Right Midfield,15,Peru,784,"['278173f3-c31f-4261-b1f4-6f98b5a4555e', '548c2687-3937-49a1-a894-1457d25ebc3a', '95cf63e8-0baa-4b57-9e43-035cc3a6927d']",28,,,,,,,,,,,,,,,,,,Peru,784,00:05:28.633,Carry,True
,,,,,"[67.0, 69.0]",,,,,,,,0.06,,,,,,,,,,,ff89d694-f942-4426-9da7-ce6171aeb300,269,,"[63.0, 67.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,15,Peru,784,"['0be033b5-cda5-45f2-965f-dec2a585d2e7', '496397d6-4393-4a2d-a2ab-0c088fc0e5d5']",30,,,,,,,,,,,,,,,,,,Peru,784,00:05:30.693,Carry,
,,,,,"[68.0, 66.0]",,,,,,,,1.827,,,,,,,,,,,26954a3d-ad9d-4e58-b7a1-416a6a254a03,272,,"[64.0, 71.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,André Martín Carrillo Díaz,3632.0,Right Midfield,15,Peru,784,"['7a338b37-5253-4aef-8628-97c9c706f9ad', 'ca4cce23-d693-49f1-93a3-405b89b98dbb', 'eadd30bc-225b-43bd-b680-3dab31a61086']",31,,,,,,,,,,,,,,,,,,Peru,784,00:05:31.393,Carry,True
,,,,,"[73.0, 60.0]",,,,,,,,0.88,,,,,,,,,,,6dff1739-40d9-4143-9860-a7a3154384df,276,,"[74.0, 60.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Paolo Guerrero Gonzáles,5535.0,Center Forward,15,Peru,784,"['74375496-ee7d-4279-9e6d-f6abddb71cd0', 'ad3c8186-c66d-4b7d-bc32-5cc4e7f5b5a4']",34,,,,,,,,,,,,,,,,,,Peru,784,00:05:34.033,Carry,
,,,,,"[52.0, 28.0]",,,,,,,,1.707,,,,,,,,,,,38532129-d357-4920-8207-0edfab735638,280,,"[45.0, 20.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,15,Peru,784,"['646715fd-9afd-4c74-9304-104e38e4ee5e', '83b1b285-a7e8-4bea-9d94-3bc12994a94d']",35,,,,,,,,,,,,,,,,,,France,771,00:05:35.793,Carry,
,,,,,"[52.0, 20.0]",,,,,,,,1.08,,,,,,,,,,,353757bc-f9d1-4f6b-8c06-05751d601b3a,283,,"[53.0, 19.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,Paul Pogba,20004.0,Left Center Midfield,15,Peru,784,"['8bb36784-ec93-4d7a-8128-a76854e60ea8', 'd325d2b9-ec55-4fb6-8e79-43a74feb619b', 'eca4f08f-a724-49a0-850d-1e0705834dc5']",38,,,,,,,,,,,,,,,,,,France,771,00:05:38.353,Carry,True
,,,,,"[56.0, 48.0]",,,,,,,,1.147,,,,,,,,,,,6e12632f-999f-48ee-8de9-d1a1ee35b87d,289,,"[54.0, 51.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,15,Peru,784,"['6e160811-52e6-4486-9f68-0fa3130902db', 'dd06b54c-264b-4ae7-a09c-795421a842cb']",43,,,,,,,,,,,,,,,,,,Peru,784,00:05:43.233,Carry,
