50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.547,,,,,,,,,,,,f86ea5a8-7977-4b50-98dc-7379f749cedb,24,,"[20.0, 35.0]",8655,0,,-0.57790196,,,Left Foot,,"[43.0, 20.0]",,High Pass,27.45906,Incomplete,Eden Hazard,3621.0,,,Recovery,1,From Kick Off,Kevin De Bruyne,3089.0,Right Wing,2,France,771,"['3f86515c-89aa-4606-82ae-ccf5721439ca', 'fdc07cf7-5849-4990-9813-ea8a39f4ab8a']",16,,,,,,,,,,,,,,,,Belgium,782,00:00:16.413,Pass,
,,,,,,,,,,,,1.92,,,,,,,,,,,,3f86515c-89aa-4606-82ae-ccf5721439ca,26,,"[78.0, 61.0]",8655,0,,-0.95613337,,,Head,,"[90.0, 44.0]",,High Pass,20.808653,,Blaise Matuidi,4375.0,,,Recovery,1,From Kick Off,Benjamin Pavard,5476.0,Right Back,2,France,771,"['27f4d3d3-ca21-4e0b-9646-6f4211c2968d', 'f86ea5a8-7977-4b50-98dc-7379f749cedb']",17,,,,,,,,,,,,,,,,France,771,00:00:17.960,Pass,
,,,,,,,,,,,,1.84,,,,,,,,,,,,55efe2c9-58f5-447b-a8fc-552e52256351,28,,"[92.0, 52.0]",8655,0,True,1.2490457,,,,,"[95.0, 61.0]",,High Pass,9.486833,Incomplete,,,,,,1,From Kick Off,Blaise Matuidi,4375.0,Left Wing,2,France,771,"['57423043-6cf7-442e-863b-3358c3ae5011', '9738e3e7-7135-4d5f-ad0b-1814bc022d78']",19,,,,,,,,,,,,,,,,France,771,00:00:19.880,Pass,True
,,,,,,,,,,,,1.373,,,,,,,,,,,,90f15d9d-3e36-4ba6-8d96-89c46af353e7,31,,"[84.0, 58.0]",8655,0,True,-0.7853982,,,,,"[86.0, 56.0]",,High Pass,2.828427,Incomplete,,,,,Recovery,1,From Kick Off,Paul Pogba,20004.0,Left Defensive Midfield,2,France,771,"['3b08ba05-7077-4ec6-b0b5-d170a68509f5', 'a6e76a0d-4745-4b7a-b37b-86158c49124f']",23,,,,,,,,,,,,,,,,France,771,00:00:23.760,Pass,True
,,,,,,,,,,,,1.813,,,,,,,,,,,,e8dc1a41-731c-466a-9d94-2d11d19b944b,36,,"[36.0, 20.0]",8655,0,,-2.5748634,,,Left Foot,,"[25.0, 13.0]",,Low Pass,13.038404,,Jan Vertonghen,3077.0,,,,1,From Kick Off,Axel Witsel,5642.0,Right Center Midfield,2,France,771,"['7d1ec700-34b5-460c-8b8b-0fb1be2b8f8c', 'c0cbaab9-1864-4db3-96b0-ed3aaa0d2d56']",26,,,,,,,,,,,,,,,,Belgium,782,00:00:26.040,Pass,True
,,,,,,,,,,,,2.5,,,,,,,,,,,,9e0a3510-f8dc-434e-ad71-a718900dac9f,40,,"[22.0, 8.0]",8655,0,,-0.21866895,,,Left Foot,,"[49.0, 2.0]",,High Pass,27.658634,Out,,,,,,1,From Kick Off,Jan Vertonghen,3077.0,Left Back,2,France,771,['6ce0f6fb-3cf2-41aa-ab51-c10d2e3a3e3a'],28,,,,,,,,,,,,,,,,Belgium,782,00:00:28.800,Pass,True
,,,,,,,,,,,,2.0,,,,,,,,,,,,fb89dddc-5915-45c2-8c68-26d60da484fb,41,,"[71.0, 80.0]",8655,0,,-2.927532,,,,,"[48.0, 75.0]",,Low Pass,23.537205,,Raphaël Varane,5485.0,,,Throw-in,1,From Throw In,Benjamin Pavard,5476.0,Right Back,3,France,771,['b5e5ef2f-f53b-4177-a1bc-e044ffe1d549'],36,,,,,,,,,,,,,,,,France,771,00:00:36.320,Pass,
,,,,,,,,,,,,1.84,,,,,,,,,,,,fc9c0f1b-fe8a-4aa0-bc1c-6d6abc577c82,44,,"[49.0, 69.0]",8655,0,,-1.670465,,,Right Foot,,"[46.0, 39.0]",,Ground Pass,30.149628,,Samuel Yves Umtiti,5492.0,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,['afa813a6-3c43-4ce8-8e0a-0e666fcdc72e'],39,,,,,,,,,,,,,,,,France,771,00:00:39.720,Pass,
,,,,,,,,,,,,1.56,,,,,,,,,,,,bfda6e56-db2a-4b86-bb49-7b0dd2172f1d,47,,"[56.0, 32.0]",8655,0,,-1.4677147,,,Right Foot,,"[59.0, 3.0]",,Ground Pass,29.15476,,Lucas Hernández Pi,5484.0,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,France,771,['ebbd579d-322c-48bf-9c9c-aa13bb284fc2'],46,,,,,,,,,,,,,,,,France,771,00:00:46.720,Pass,
,,,,,,,,,,,,1.24,,,,,,,,,,,,62310680-ac37-450a-93a2-ae5bc57cb107,51,,"[62.0, 2.0]",8655,0,,2.6011732,,,Left Foot,,"[47.0, 11.0]",,Ground Pass,17.492855,,Samuel Yves Umtiti,5492.0,,,,1,From Throw In,Lucas Hernández Pi,5484.0,Left Back,3,France,771,"['12822bd3-049b-48f3-a538-5e7e6e4bbcba', 'b898a781-201b-45df-b8e9-4d10bb6eac02']",51,,,,,,,,,,,,,,,,France,771,00:00:51.560,Pass,True
,,,,,,,,,,,,2.76,,,,,,,,,,,,62863c84-02f8-4e5c-881a-282c14c48e9b,54,,"[49.0, 12.0]",8655,0,,1.6517004,,,Left Foot,,"[46.0, 49.0]",,Ground Pass,37.12142,,Raphaël Varane,5485.0,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,France,771,['8149bc5f-9b70-4f73-9be2-56252a8de3dc'],54,,,,,,,,,,,,,,,,France,771,00:00:54.200,Pass,
,,,,,,,,,,,,1.8,,,,,,,,,,,,1dcdd5df-9cab-4189-885d-4196f48c5cda,57,,"[56.0, 53.0]",8655,1,,0.8913825,,,Left Foot,,"[77.0, 79.0]",,Ground Pass,33.42155,,Benjamin Pavard,5476.0,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,['334a5f80-893d-4a82-afce-955ed764dead'],0,,,,,,,,,,,,,,,,France,771,00:01:00.080,Pass,
,,,,,,,,,,,,0.68,,,,,,,,,,,,d81af66f-936c-472a-a16e-8c9cc5fe1d9b,61,,"[74.0, 76.0]",8655,1,,-1.9655875,,,Right Foot,,"[69.0, 64.0]",,Ground Pass,13.0,,Paul Pogba,20004.0,,,,1,From Throw In,Benjamin Pavard,5476.0,Right Back,3,France,771,['fe9ae60b-4453-4e28-baa2-82832e0a2e26'],3,,,,,,,,,,,,,,,,France,771,00:01:03.840,Pass,
,,,,,,,,,,,,0.973,,,,,,,,,,,,ce1f3c31-3e49-43e2-9621-522beb682367,63,,"[69.0, 64.0]",8655,1,,1.815775,,,Right Foot,,"[67.0, 72.0]",,Ground Pass,8.246211,,Benjamin Pavard,5476.0,,,,1,From Throw In,Paul Pogba,20004.0,Left Defensive Midfield,3,France,771,['70d3f04e-f36f-4a25-a2f2-49318a024527'],4,,,,,,,,,,,,,,,,France,771,00:01:04.520,Pass,
,,,,,,,,,,,,0.96,,,,,,,,,,,,7210f880-aee4-4d3b-b12a-15c8e8719de4,66,,"[62.0, 70.0]",8655,1,,-2.714965,,,Right Foot,,"[51.0, 65.0]",,Ground Pass,12.083046,,Raphaël Varane,5485.0,,,,1,From Throw In,Benjamin Pavard,5476.0,Right Back,3,France,771,['442e8e35-ec24-4d4d-b80e-5e65cf1cdfd2'],7,,,,,,,,,,,,,,,,France,771,00:01:07.040,Pass,
,,,,,,,,,,,,1.213,,,,,,,,,,,,3eab49d8-f195-41a8-a3b9-b79fe588b1cf,69,,"[58.0, 55.0]",8655,1,,-2.1112158,,,Right Foot,,"[52.0, 45.0]",,Ground Pass,11.661903,,N''Golo Kanté,3961.0,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,['b79a3d90-6bcc-4f6c-902a-5647f6256c3e'],15,,,,,,,,,,,,,,,,France,771,00:01:15.880,Pass,
,,,,,,,,,,,,1.16,,,,,,,,,,,,ef2d15e6-e82c-4691-a314-23ab16a4262d,72,,"[52.0, 40.0]",8655,1,,1.4940244,,,Right Foot,,"[53.0, 53.0]",,Ground Pass,13.038404,,Raphaël Varane,5485.0,,,,1,From Throw In,N''Golo Kanté,3961.0,Right Defensive Midfield,3,France,771,['8dfdd1ef-9768-4039-9ac9-c19daeda8f33'],20,,,,,,,,,,,,,,,,France,771,00:01:20.360,Pass,
,,,,,,,,,,,,1.32,,,,,,,,,,,,ae3a3878-58d6-4738-949b-7d9e839a50b4,75,,"[59.0, 53.0]",8655,1,,1.19029,,,Left Foot,,"[69.0, 78.0]",,Ground Pass,26.925823,,Benjamin Pavard,5476.0,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,['44088e76-cb07-47b1-bca3-ce70c7dbfd45'],23,,,,,,,,,,,,,,,,France,771,00:01:23.240,Pass,
,,,,,,,,,,,,1.013,,,,,,,,,,,,f505613c-9d4e-49b8-942c-9778c6be4d5a,78,,"[69.0, 78.0]",8655,1,,0.0,,,Right Foot,,"[79.0, 78.0]",,Ground Pass,10.0,,Kylian Mbappé Lottin,3009.0,,,,1,From Throw In,Benjamin Pavard,5476.0,Right Back,3,France,771,['e6e75706-a612-45b1-a863-44dd61d48ad9'],25,,,,,,,,,,,,,,,,France,771,00:01:25.160,Pass,
,,,,,,,,,,,,1.64,,,,,,,,,,,,95e756ca-0f6f-4328-900d-1349380a0078,82,,"[68.0, 74.0]",8655,1,,3.0172377,,,Right Foot,,"[52.0, 76.0]",,Ground Pass,16.124516,,Raphaël Varane,5485.0,,,,1,From Throw In,Kylian Mbappé Lottin,3009.0,Right Wing,3,France,771,['d3c52b64-f3b5-4dcc-8788-c0f656634c24'],29,,,,,,,,,,,,,,,,France,771,00:01:29.320,Pass,
,,,,,,,,,,,,1.76,,,,,,,,,,,,52af1c38-bc9a-45ad-abbf-052acdc6ebb7,85,,"[51.0, 75.0]",8655,1,,-1.7761917,,,Left Foot,,"[46.0, 51.0]",,Ground Pass,24.5153,,N''Golo Kanté,3961.0,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,['cd698c0b-b7a5-46f2-a998-d767615c494c'],31,,,,,,,,,,,,,,,,France,771,00:01:31.760,Pass,
,,,,,,,,,,,,1.08,,,,,,,,,,,,6c806e74-53d9-4ee9-a6cd-7b344ce07e96,88,,"[48.0, 43.0]",8655,1,,-1.3825748,,,Right Foot,,"[52.0, 22.0]",,Ground Pass,21.377558,,Samuel Yves Umtiti,5492.0,,,,1,From Throw In,N''Golo Kanté,3961.0,Right Defensive Midfield,3,France,771,['75566549-32fb-408b-9163-ae177094ab7f'],35,,,,,,,,,,,,,,,,France,771,00:01:35.240,Pass,
,,,,,,,,,,,,2.04,,,,,,,,,,,,3ffb4027-baf4-4c14-b0c7-b6a2e28bb681,91,,"[50.0, 28.0]",8655,1,,2.55359,,,Left Foot,,"[32.0, 40.0]",,Ground Pass,21.633308,,N''Golo Kanté,3961.0,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,France,771,['e1d636bb-9f37-44e4-930d-8af418281c93'],37,,,,,,,,,,,,,,,,France,771,00:01:37.800,Pass,
,,,,,,,,,,,,1.41,,,,,,,,,,,,a6750057-98bc-4d17-a4aa-454cc8bb1dda,94,,"[32.0, 40.0]",8655,1,,1.19029,,,Right Foot,,"[38.0, 55.0]",,Ground Pass,16.155495,,Raphaël Varane,5485.0,,,,1,From Throw In,N''Golo Kanté,3961.0,Right Defensive Midfield,3,France,771,['0108f4ae-0634-4f6b-8b4b-a4d42c1859ce'],39,,,,,,,,,,,,,,,,France,771,00:01:39.880,Pass,
,,,,,,,,,,,,1.24,,,,,,,,,,,,f85d7ec9-8b3f-4ccc-b2c5-f07326eed9e7,97,,"[41.0, 55.0]",8655,1,,-2.9229238,,,Right Foot,,"[32.0, 53.0]",,Ground Pass,9.219544,,N''Golo Kanté,3961.0,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,['684bf60d-85dc-4622-bf97-ce1e50dbb4cf'],43,,,,,,,,,,,,,,,,France,771,00:01:43.960,Pass,
,,,,,,,,,,,,1.84,,,,,,,,,,,,8eac503a-2c1f-4bf7-9aaa-ad927e88df16,100,,"[32.0, 55.0]",8655,1,,0.76412475,,,Right Foot,,"[56.0, 78.0]",,High Pass,33.24154,,Benjamin Pavard,5476.0,,,,1,From Throw In,N''Golo Kanté,3961.0,Right Defensive Midfield,3,France,771,['207452e0-1236-4042-9bf2-554f85b9dfd5'],46,,,,,,,,,,,,,,,,France,771,00:01:46.280,Pass,
,,,,,,,,,,,,1.12,,,,,,,,,,,,94ffb356-e04f-40bd-9a8d-6a1e8793c095,104,,"[55.0, 78.0]",8655,1,,-3.0890095,,,Right Foot,,"[36.0, 77.0]",,Ground Pass,19.026299,,Raphaël Varane,5485.0,,,,1,From Throw In,Benjamin Pavard,5476.0,Right Back,3,France,771,"['1ad770c6-6ed8-42e8-b014-a1f7b28ba722', '5fd68740-41aa-4c58-9ab5-2157ea8a0e94']",49,,,,,,,,,,,,,,,,France,771,00:01:49.280,Pass,True
,,,,,,,,,,,,2.186,,,,,,,,,,,,c1d6799b-68e5-436d-9222-8c5cfe75e3ac,107,,"[33.0, 75.0]",8655,1,,-2.3561945,,,Right Foot,,"[8.0, 50.0]",,Ground Pass,35.35534,,Hugo Lloris,3099.0,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,['b726203c-a189-4f95-8990-5c3594240a7d'],51,,,,,,,,,,,,,,,,France,771,00:01:51.613,Pass,
,,,,,,,,,,,,1.68,,,,,,,,,,,,3f7a83d4-9f1d-42fe-ab29-5e6f3fd381b5,110,,"[14.0, 42.0]",8655,1,,1.2068174,,,Left Foot,,"[22.0, 63.0]",,Ground Pass,22.472204,,Raphaël Varane,5485.0,,,,1,From Throw In,Hugo Lloris,3099.0,Goalkeeper,3,France,771,['0a1631c7-65d6-42dc-b492-be29a7fc748b'],58,,,,,,,,,,,,,,,,France,771,00:01:58.360,Pass,
,,,,,,,,,,,,1.68,,,,,,,,,,,,cdbb4efd-8b52-4ed1-8951-da8aaa4c7cae,114,,"[22.0, 64.0]",8655,2,,0.63502675,,,Right Foot,,"[41.0, 78.0]",,Ground Pass,23.600847,,Benjamin Pavard,5476.0,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,"['1aa85fb1-931b-4a20-b6ba-b43e16f321a0', '21c2b7ec-3bc7-4394-9d21-a4f0ea1186b1']",0,,,,,,,,,,,,,,,,France,771,00:02:00.960,Pass,True
,,,,,,,,,,,,1.04,,,,,,,,,,,,be1ae3c5-e824-459b-bac7-9ea55e37dc94,117,,"[47.0, 77.0]",8655,2,,-0.9197196,,,Right Foot,,"[63.0, 56.0]",,Ground Pass,26.400757,,Olivier Giroud,3604.0,,,,1,From Throw In,Benjamin Pavard,5476.0,Right Back,3,France,771,['b262641a-2ead-405a-8e36-1826de2c8cfe'],4,,,,,,,,,,,,,,,,France,771,00:02:04.320,Pass,
,,,,,,,,,,,,1.773,,,,,,,,,,,,7880d329-273b-411b-a38d-982e0f1f45ee,119,,"[63.0, 56.0]",8655,2,,-2.0988708,,,Left Foot,,"[56.0, 44.0]",,Ground Pass,13.892444,Incomplete,Blaise Matuidi,4375.0,,,,1,From Throw In,Olivier Giroud,3604.0,Center Forward,3,France,771,"['5f702038-bbda-48e0-88fc-9109e3e1c8bb', '791bcb03-149a-40a0-82f7-ae02cacb8323']",5,,,,,,,,,,,,,,,,France,771,00:02:05.360,Pass,
,,,,,,,,,,,,1.96,,,,,,,,,,,,5f702038-bbda-48e0-88fc-9109e3e1c8bb,121,,"[65.0, 37.0]",8655,2,,-0.67474097,,,Right Foot,,"[75.0, 29.0]",,Ground Pass,12.806249,Incomplete,Eden Hazard,3621.0,,,Recovery,1,From Throw In,Kevin De Bruyne,3089.0,Right Wing,3,France,771,"['4a21b3d9-6d21-4717-bb09-3d3b4d246a10', '50b5ed8f-bbbf-4f13-bd1b-610e3baf10f4', '7880d329-273b-411b-a38d-982e0f1f45ee']",7,,,,,,,,,,,,,,,,Belgium,782,00:02:07.133,Pass,
,,,,,,,,,,,,2.56,,,,,,,,,,,,6024615c-0d6a-40c6-afe6-ad27d0bae7be,125,,"[47.0, 53.0]",8655,2,,-1.4489539,,,Right Foot,,"[53.0, 4.0]",,High Pass,49.365982,,Lucas Hernández Pi,5484.0,,True,,1,From Throw In,N''Golo Kanté,3961.0,Right Defensive Midfield,3,France,771,['d2f626de-75d0-4eed-ba32-9d849783b26e'],11,,,,,,,,,,,,,,,,France,771,00:02:11.800,Pass,
,,,,,,,,,,,,1.12,,,,,,,,,,,,0302a440-ab3b-497a-8a59-dcd0901c7cf5,128,,"[57.0, 5.0]",8655,2,,1.7681919,,,Left Foot,,"[53.0, 25.0]",,Ground Pass,20.396078,,N''Golo Kanté,3961.0,,,,1,From Throw In,Lucas Hernández Pi,5484.0,Left Back,3,France,771,['edf0ed87-4ecd-43c4-90be-b1e744b85ac6'],18,,,,,,,,,,,,,,,,France,771,00:02:18.360,Pass,
,,,,,,,,,,,,0.84,,,,,,,,,,,,8334bb9d-f59e-48c1-98d2-be081b002cf7,130,,"[53.0, 25.0]",8655,2,,-2.55359,,,Right Foot,,"[44.0, 19.0]",,Ground Pass,10.816654,,Samuel Yves Umtiti,5492.0,,,,1,From Throw In,N''Golo Kanté,3961.0,Right Defensive Midfield,3,France,771,['ee914dd0-c825-4fa7-933e-caa60deec77d'],19,,,,,,,,,,,,,,,,France,771,00:02:19.480,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,dc3b6254-0d9e-4339-8da2-63c909102b28,133,,"[44.0, 19.0]",8655,2,,1.6447353,,,Left Foot,,"[42.0, 46.0]",,Ground Pass,27.073973,,Raphaël Varane,5485.0,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,France,771,['43076523-f275-4941-8839-a6bda2bacec8'],21,,,,,,,,,,,,,,,,France,771,00:02:21.320,Pass,
,,,,,,,,,,,,1.48,,,,,,,,,,,,705023cd-6833-4faa-b835-2e3be31e73d5,136,,"[56.0, 55.0]",8655,2,,-2.4980915,,,Right Foot,,"[40.0, 43.0]",,Ground Pass,20.0,,N''Golo Kanté,3961.0,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,['53e8e6b3-a275-4c12-9e44-4414f18a39bf'],30,,,,,,,,,,,,,,,,France,771,00:02:30.920,Pass,
