50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,1143c193-b02d-4881-90b9-cf1565de5bd0,690,,"[53.0, 7.0]",7564,13,,,1.3258177,,,Right Foot,,,,"[56.0, 19.0]",,Ground Pass,12.369317,,,John Michael Nchekwube Obinna,5475.0,,,,,,1,Regular Play,Brian Oladapo Idowu,5462.0,Left Wing Back,34,Nigeria,775,['e9732d4f-fc1e-4e91-b1db-2d1aa92eafb0'],0,,,,,,,,,,,,,,,,Nigeria,775,00:13:00.593,Pass,
,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,b19d84f0-837d-49e0-a90f-a75b20b48e8e,693,,"[56.0, 21.0]",7564,13,,,1.4601392,,,Right Foot,,,,"[57.0, 30.0]",,Ground Pass,9.055386,,,Onyinye Wilfred Ndidi,3338.0,,,,,,1,Regular Play,John Michael Nchekwube Obinna,5475.0,Center Defensive Midfield,34,Nigeria,775,['b057e8d0-46f8-4f1c-a76f-20c1a22ae15c'],6,,,,,,,,,,,,,,,,Nigeria,775,00:13:06.873,Pass,
,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,b9de2887-5c87-4d4b-857b-467eeb49938b,695,,"[57.0, 30.0]",7564,13,,,-2.5127964,,,Right Foot,,,,"[46.0, 22.0]",,Ground Pass,13.601471,,,Kenneth Josiah Omeruo,5830.0,,,,,,1,Regular Play,Onyinye Wilfred Ndidi,3338.0,Right Center Midfield,34,Nigeria,775,['a895cefd-482e-41a9-bc93-30794db35c48'],7,,,,,,,,,,,,,,,,Nigeria,775,00:13:07.673,Pass,
,,,,,,,,,,,,,,1.239,,,,,,,,,,,,,,,e722154d-e8f4-44eb-a117-f67158a8a061,698,,"[40.0, 21.0]",7564,13,,,1.815775,,,Right Foot,,,,"[34.0, 45.0]",,Ground Pass,24.738634,,,William Troost-Ekong,5455.0,,,,,,1,Regular Play,Kenneth Josiah Omeruo,5830.0,Left Center Back,34,Nigeria,775,['8da8b0ee-34a0-40ba-84e0-9c32b9b454bc'],10,,,,,,,,,,,,,,,,Nigeria,775,00:13:10.233,Pass,
,,,,,,,,,,,,,,0.959,,,,,,,,,,,,,,,8776b4bf-7e6b-4d3f-bf7c-5e633c7e3bb4,701,,"[33.0, 45.0]",7564,13,,,-1.4659194,,,Right Foot,,,,"[35.0, 26.0]",,Ground Pass,19.104973,,,Kenneth Josiah Omeruo,5830.0,,,,,,1,Regular Play,William Troost-Ekong,5455.0,Center Back,34,Nigeria,775,['05c8b737-108d-4093-82d2-b7c84a2d0cc9'],12,,,,,,,,,,,,,,,,Nigeria,775,00:13:12.513,Pass,
,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,ce1e2fab-fdeb-46c6-80e1-adcbd3447df6,704,,"[35.0, 26.0]",7564,13,,,0.87605804,,,Left Foot,,,,"[45.0, 38.0]",,Ground Pass,15.6205,,,Onyinye Wilfred Ndidi,3338.0,,,,,,1,Regular Play,Kenneth Josiah Omeruo,5830.0,Left Center Back,34,Nigeria,775,['a6a3faa5-1628-4621-82b8-1ad9a3e87e75'],14,,,,,,,,,,,,,,,,Nigeria,775,00:13:14.593,Pass,
,,,,,,,,,,,,,,1.399,,,,,,,,,,,,,,,b0f082a7-bbd1-4080-899f-0e3bc30c6c72,707,,"[45.0, 34.0]",7564,13,,,-1.6041173,,,Right Foot,,,,"[44.0, 4.0]",,Ground Pass,30.016663,,,John Michael Nchekwube Obinna,5475.0,,,,,,1,Regular Play,Onyinye Wilfred Ndidi,3338.0,Right Center Midfield,34,Nigeria,775,['17b0c40c-f3bb-4542-870a-5610baf1f9d0'],16,,,,,,,,,,,,,,,,Nigeria,775,00:13:16.393,Pass,
,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,ebb33b46-1b8f-4f3c-b82f-865e762f33ee,710,,"[45.0, 6.0]",7564,13,,,0.61466295,,,Right Foot,,,,"[62.0, 18.0]",,Ground Pass,20.808653,,,Oghenekaro Etebo,5466.0,,,,,,1,Regular Play,John Michael Nchekwube Obinna,5475.0,Center Defensive Midfield,34,Nigeria,775,['d91ed8c9-74e6-4e90-ac2b-940ea5829cff'],19,,,,,,,,,,,,,,,,Nigeria,775,00:13:19.393,Pass,
,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,725e2eb0-6f6d-4bac-9c7c-cd2c622dd914,718,,"[68.0, 10.0]",7564,13,,,-1.1071488,,,Right Foot,,,,"[72.0, 2.0]",,Ground Pass,8.944272,,,Brian Oladapo Idowu,5462.0,,,,,,1,Regular Play,Oghenekaro Etebo,5466.0,Left Center Midfield,34,Nigeria,775,"['19c49231-c458-49a7-a39b-a0a680fe712f', '92983129-0b3b-495b-988a-05f914505039']",23,,,,,,,,,,,,,,,,Nigeria,775,00:13:23.433,Pass,True
,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,cb8a3ec0-531f-4e8c-b158-466692899e9c,725,,"[57.0, 20.0]",7564,13,,,1.6856729,,,Right Foot,,,,"[54.0, 46.0]",,Ground Pass,26.172504,,,William Troost-Ekong,5455.0,,,,,,1,Regular Play,John Michael Nchekwube Obinna,5475.0,Center Defensive Midfield,35,Nigeria,775,['4468d29d-0ad1-4bd7-b6be-3974c2e9c7b8'],38,,,,,,,,,,,,,,,,Nigeria,775,00:13:38.513,Pass,
,,,,,,,,,,,,,,0.294,,,,,,,,,,,,,,,deb516b2-f6aa-43bb-a4b7-975f98102e2a,728,,"[66.0, 51.0]",7564,13,,,0.30288488,,,Right Foot,,,,"[82.0, 56.0]",,Ground Pass,16.763054,,Incomplete,Kelechi Promise Iheanacho,3708.0,,,,,,1,Regular Play,William Troost-Ekong,5455.0,Center Back,35,Nigeria,775,"['a3ee92c6-7f07-4485-a711-e4ae2c28437d', 'b295ddf3-bb0b-4d18-8644-9a2dc2f193f9']",41,,,,,,,,,,,,,,,,Nigeria,775,00:13:41.273,Pass,
,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,e598f645-c06e-4002-b10f-ac01037e04cc,733,,"[65.0, 23.0]",7564,13,,,2.9229238,,,Left Foot,,,,"[56.0, 25.0]",,Ground Pass,9.219544,,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,36,Argentina,779,['c2ea36d0-1376-4fe3-aa5e-8a48c34f3ffd'],46,,,,,,,,,,,,,,,,Argentina,779,00:13:46.220,Pass,
,,,,,,,,,,,,,,2.093,,,,,,,,,,,,,,,c953bd41-7b7f-44ac-ad61-cab7ea700c51,736,,"[61.0, 27.0]",7564,13,,,0.6202495,cf9165c7-cac8-48a1-b2f4-b761f40e2ab0,,Right Foot,,,,"[96.0, 52.0]",True,High Pass,43.011627,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Left Center Midfield,36,Argentina,779,['b186a080-2d51-4173-8eed-922ef23b2dcd'],48,,,,,,,,,,,,,,,,Argentina,779,00:13:48.687,Pass,
,,,,,,,,,,,,,,0.653,,,,,,,,,,,,,,,376d3c55-9633-4fa5-9a2c-f75872ea5f84,742,,"[60.0, 40.0]",7564,15,,,3.1415927,,,Right Foot,,,,"[51.0, 40.0]",,Ground Pass,9.0,,,John Michael Nchekwube Obinna,5475.0,,,,,Kick Off,1,From Kick Off,Ahmed Musa,5473.0,Left Center Forward,37,Nigeria,775,['96fc8817-f588-4436-9394-7dd0ca954618'],8,,,,,,,,,,,,,,,,Nigeria,775,00:15:08.660,Pass,
,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,61d91d04-efbe-423a-ab70-d5c5707e3a57,746,,"[52.0, 43.0]",7564,15,,,0.5880026,,,Right Foot,,,,"[58.0, 47.0]",,Ground Pass,7.2111025,,,Onyinye Wilfred Ndidi,3338.0,,,,,,1,From Kick Off,John Michael Nchekwube Obinna,5475.0,Center Defensive Midfield,37,Nigeria,775,"['81c99875-8f5f-4be5-9de4-c57b33ee6b70', '83d76248-985f-4f47-a95a-1417b13df814']",10,,,,,,,,,,,,,,,,Nigeria,775,00:15:10.633,Pass,True
,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,df3303ab-9ecb-4841-9e9b-f7f95da895c7,749,,"[58.0, 47.0]",7564,15,,,-2.0899425,,,Right Foot,,,,"[54.0, 40.0]",,Ground Pass,8.062258,,,John Michael Nchekwube Obinna,5475.0,,,,,,1,From Kick Off,Onyinye Wilfred Ndidi,3338.0,Right Center Midfield,37,Nigeria,775,['e5cf58d4-d3ef-4be9-998e-2fbb234726c9'],11,,,,,,,,,,,,,,,,Nigeria,775,00:15:11.753,Pass,
,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,567fa2df-8e19-4822-8ce2-c6cb2019616a,752,,"[53.0, 34.0]",7564,15,,,-1.9100889,,,Right Foot,,,,"[47.0, 17.0]",,Ground Pass,18.027756,,,Kenneth Josiah Omeruo,5830.0,,,,,,1,From Kick Off,John Michael Nchekwube Obinna,5475.0,Center Defensive Midfield,37,Nigeria,775,['f23e6859-b853-472a-bc9b-cccfb327e210'],13,,,,,,,,,,,,,,,,Nigeria,775,00:15:13.393,Pass,
,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,9ec6ae21-c13d-436a-8e48-67e9a4c69ece,755,,"[48.0, 17.0]",7564,15,,,-1.0303768,,,Right Foot,,,,"[57.0, 2.0]",,Ground Pass,17.492855,,,Brian Oladapo Idowu,5462.0,,,,,,1,From Kick Off,Kenneth Josiah Omeruo,5830.0,Left Center Back,37,Nigeria,775,['3267c593-b6bf-4179-8b02-02ff321c075d'],15,,,,,,,,,,,,,,,,Nigeria,775,00:15:15.273,Pass,
,,,,,,,,,,,,,,0.759,,,,,,,,,,,,,,,77d41b87-21f8-4581-8d64-4efc9a32cd28,758,,"[57.0, 2.0]",7564,15,,,2.5899377,,,Left Foot,,,,"[44.0, 10.0]",,Ground Pass,15.264338,,,Kenneth Josiah Omeruo,5830.0,,,,,,1,From Kick Off,Brian Oladapo Idowu,5462.0,Left Wing Back,37,Nigeria,775,['621a4591-9d99-4b64-a7c8-b81a83f975fa'],17,,,,,,,,,,,,,,,,Nigeria,775,00:15:17.353,Pass,
,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,f878f91c-54fd-40e5-9df8-c0f1d9774df5,761,,"[42.0, 12.0]",7564,15,,,2.1193457,,,Right Foot,,,,"[31.0, 30.0]",,Ground Pass,21.095022,,,William Troost-Ekong,5455.0,,,,,,1,From Kick Off,Kenneth Josiah Omeruo,5830.0,Left Center Back,37,Nigeria,775,['36a5f594-f44f-41ca-924c-2721b912dc72'],19,,,,,,,,,,,,,,,,Nigeria,775,00:15:19.393,Pass,
,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,bc486b1f-baf1-4c44-a72a-58e3b9f47e48,765,,"[31.0, 35.0]",7564,15,,,0.6202495,,,Right Foot,,,,"[45.0, 45.0]",,Ground Pass,17.20465,,,Onyinye Wilfred Ndidi,3338.0,,,,,,1,From Kick Off,William Troost-Ekong,5455.0,Center Back,37,Nigeria,775,['ef0b250d-e7f6-4c4a-a524-56e3c1762337'],21,,,,,,,,,,,,,,,,Nigeria,775,00:15:21.753,Pass,
,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,d8b686b6-8ab4-4cb3-9098-2bbcbd287500,769,,"[36.0, 46.0]",7564,15,,,2.003204,,,Right Foot,,,,"[24.0, 72.0]",,Ground Pass,28.635643,,,Leon Aderemi Balogun,5467.0,,,,,,1,From Kick Off,Onyinye Wilfred Ndidi,3338.0,Right Center Midfield,37,Nigeria,775,['e07e4367-b53e-4303-927d-3bea02043682'],23,,,,,,,,,,,,,,,,Nigeria,775,00:15:23.673,Pass,
,,,,,,,,,,,,,,2.294,,,,,,,,,,,,,,,2dd6b7e7-1b37-4d60-b678-c94e2eb1b922,773,,"[23.0, 76.0]",7564,15,,,-0.37372681,,,Right Foot,,,,"[74.0, 56.0]",,High Pass,54.781384,,Incomplete,Kelechi Promise Iheanacho,3708.0,,,,,,1,From Kick Off,Leon Aderemi Balogun,5467.0,Right Center Back,37,Nigeria,775,"['17de9af8-4d9d-44fd-8577-95f6478a86a9', 'f1ecfec7-43f4-4053-a0fc-79d8d03aa9b3']",26,,,,,,,,,,,,,,,,Nigeria,775,00:15:26.513,Pass,
,,,,,,,,,,,,,,3.146,,,,,,,,,,,,,,,17de9af8-4d9d-44fd-8577-95f6478a86a9,775,,"[47.0, 25.0]",7564,15,,,0.38050637,,,Head,,,,"[77.0, 37.0]",,High Pass,32.31099,,Incomplete,Lionel Andrés Messi Cuccittini,5503.0,,,,,Interception,1,From Kick Off,Nicolás Hernán Otamendi,3090.0,Right Center Back,37,Nigeria,775,"['14174a18-65f2-42fb-8704-c6c8e0bfa1be', '2dd6b7e7-1b37-4d60-b678-c94e2eb1b922', '9375dc8f-faa5-48ba-b3a8-2d89c9f8c848']",28,,,,,,,,,,,,,,,,Argentina,779,00:15:28.807,Pass,
,,,,,,,,,,,,,,1.534,,,,,,,,,,,,,,,9375dc8f-faa5-48ba-b3a8-2d89c9f8c848,777,,"[44.0, 44.0]",7564,15,,,0.348771,,,Head,,,,"[66.0, 52.0]",,Low Pass,23.409399,,Incomplete,Kelechi Promise Iheanacho,3708.0,,,,,Recovery,1,From Kick Off,Kenneth Josiah Omeruo,5830.0,Left Center Back,37,Nigeria,775,"['17de9af8-4d9d-44fd-8577-95f6478a86a9', '71c3cbcc-3da5-47b8-964b-ad5a5552a99c', '99ceeb55-e633-4b27-aa0e-e4b2feb44277']",31,,,,,,,,,,,,,,,,Nigeria,775,00:15:31.953,Pass,
,,,,,,,,,,,,,,2.053,,,,,,,,,,,,,,,71c3cbcc-3da5-47b8-964b-ad5a5552a99c,779,,"[55.0, 29.0]",7564,15,,,0.09966865,,,Head,,,,"[75.0, 31.0]",,High Pass,20.09975,,Incomplete,Gonzalo Gerardo Higuaín,5497.0,,,,,Recovery,1,From Kick Off,Nicolás Hernán Otamendi,3090.0,Right Center Back,37,Nigeria,775,"['9375dc8f-faa5-48ba-b3a8-2d89c9f8c848', '98e030aa-4343-4750-b89b-193b9ba763e7', 'ee89c1aa-b15d-4bb9-9d46-5e46848ad758']",33,,,,,,,,,,,,,,,,Argentina,779,00:15:33.487,Pass,
,,,,,,,,,,,,,,1.013,,,,,,,,,,,,,,,ee89c1aa-b15d-4bb9-9d46-5e46848ad758,781,,"[46.0, 50.0]",7564,15,,,0.19739556,,,Right Foot,,,,"[56.0, 52.0]",,Ground Pass,10.198039,,,John Michael Nchekwube Obinna,5475.0,,,,,Interception,1,From Kick Off,William Troost-Ekong,5455.0,Center Back,37,Nigeria,775,"['71c3cbcc-3da5-47b8-964b-ad5a5552a99c', 'e085a3aa-3ceb-4cc5-9aa3-77e38f2dc031']",35,,,,,,,,,,,,,,,,Nigeria,775,00:15:35.540,Pass,
,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,4eed7c62-36b9-489d-9a20-5edad81d9959,785,,"[56.0, 52.0]",7564,15,,,1.5707964,,,Right Foot,,,,"[56.0, 71.0]",,Ground Pass,19.0,,,Victor Moses,3963.0,,,,,,1,From Kick Off,John Michael Nchekwube Obinna,5475.0,Center Defensive Midfield,37,Nigeria,775,['2bf41a46-9846-4ff3-bd49-b9128b653e42'],37,,,,,,,,,,,,,,,,Nigeria,775,00:15:37.433,Pass,
,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,c8931571-ccb7-4dbf-a8a1-6333a153d675,791,,"[51.0, 12.0]",7564,15,,,2.634494,,,Left Foot,,,,"[33.0, 22.0]",,Ground Pass,20.59126,,,Faustino Marcos Alberto Rojo,3602.0,,,,,Free Kick,1,From Free Kick,Nicolás Alejandro Tagliafico,5507.0,Left Back,38,Argentina,779,['267e5ea9-2988-4f93-ab3a-1735b867c974'],59,,,,,,,,,,,,,,,,Argentina,779,00:15:59.527,Pass,
,,,,,,,,,,,,,,1.133,,,,,,,,,,,,,,,1fbe1ec1-1d96-48ae-9179-a5c805b93e64,794,,"[33.0, 21.0]",7564,16,,,-0.34302393,,,Left Foot,,,,"[47.0, 16.0]",,Ground Pass,14.866069,,,Éver Maximiliano David Banega,5504.0,,,,,,1,From Free Kick,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,38,Argentina,779,['36ee45af-1193-470a-a4d7-b526eb9f6e3d'],5,,,,,,,,,,,,,,,,Argentina,779,00:16:05.967,Pass,
,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,ea9b33cd-4e39-4dbb-a3c2-f61044c1f629,796,,"[47.0, 16.0]",7564,16,,,3.009041,,,Right Foot,,,,"[32.0, 18.0]",,Ground Pass,15.132746,,,Faustino Marcos Alberto Rojo,3602.0,,,,,,1,From Free Kick,Éver Maximiliano David Banega,5504.0,Left Center Midfield,38,Argentina,779,['e53f673f-077e-434f-8cd6-0afdcd0077a2'],7,,,,,,,,,,,,,,,,Argentina,779,00:16:07.100,Pass,
,,,,,,,,,,,,,,5.56,,,,,,,,,,,,,,,e5246505-ea59-4681-9411-dbe3dd7278a8,800,,"[32.0, 15.0]",7564,16,,,-0.1558682,,,Left Foot,,,,"[102.0, 4.0]",,High Pass,70.85902,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Free Kick,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,38,Argentina,779,['68a59d31-265f-401b-a2ce-d5df46fccb47'],9,,,,,,,,,,,,,,,,Argentina,779,00:16:09.567,Pass,
,,,,,,,,,,,,,,1.693,,,,,,,,,,,,,,,9a9b314f-2044-47ca-9e46-f7ad8a2c3ddd,807,,"[110.0, 4.0]",7564,17,,,1.550391,,,Left Foot,True,,,"[111.0, 53.0]",,High Pass,49.010204,,Unknown,,,,True,,,Free Kick,1,From Free Kick,Ángel Fabián Di María Hernández,2995.0,Left Wing,39,Argentina,779,,15,,,,,,,,,,,,,,,,Argentina,779,00:17:15.247,Pass,
,,,,,,,,,,,,,,2.733,,,,,,,,,,,,,,,90144e64-aaff-4783-bf84-1da8c9caee56,811,,"[49.0, 24.0]",7564,17,,True,-1.5707964,,,,,,,"[49.0, 23.0]",,High Pass,1.0,,Incomplete,Éver Maximiliano David Banega,5504.0,,,,,Recovery,1,From Free Kick,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,39,Argentina,779,"['586997c8-05c0-427d-beaa-deae6ec07fbf', 'a70afffc-ab4b-4563-9fd1-508cf8ce83f3', 'c5c856f7-2d93-4f87-88cb-2b1f0e7928f3']",51,,,,,,,,,,,,,,,,Argentina,779,00:17:51.527,Pass,True
,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,586997c8-05c0-427d-beaa-deae6ec07fbf,813,,"[72.0, 58.0]",7564,17,,,0.0,,,Head,,,,"[94.0, 58.0]",,Low Pass,22.0,,Incomplete,Ahmed Musa,5473.0,,,,,Recovery,1,From Free Kick,Kelechi Promise Iheanacho,3708.0,Right Center Forward,39,Argentina,779,"['90144e64-aaff-4783-bf84-1da8c9caee56', 'a286622c-5b98-4b39-8f1a-54ae3aca623c', 'a8aeeb44-0d9c-4c1d-a1b3-4bf60a342efd']",54,,,,,,,,,,,,,,,,Nigeria,775,00:17:54.260,Pass,
,,,,,,,,,,,,,,1.586,,,,,,,,,,,,,,,a286622c-5b98-4b39-8f1a-54ae3aca623c,815,,"[27.0, 23.0]",7564,17,,,2.9441972,,,Right Foot,,,,"[2.0, 28.0]",,Ground Pass,25.495098,,,Franco Armani,6312.0,,,,,Recovery,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Right Center Back,39,Argentina,779,"['586997c8-05c0-427d-beaa-deae6ec07fbf', 'e6359f79-ed3e-45db-b927-850196255b26']",57,,,,,,,,,,,,,,,,Argentina,779,00:17:57.460,Pass,
,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,6e297138-1aa7-4f2e-b5c7-46309c36207d,818,,"[2.0, 26.0]",7564,18,,,-0.47734538,,,Left Foot,,,,"[31.0, 11.0]",,Low Pass,32.649654,,Incomplete,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Free Kick,Franco Armani,6312.0,Goalkeeper,39,Argentina,779,"['4f2ab0ac-a78b-4078-a800-9f216674128b', '53288a68-4dfa-458c-a3de-c3b19016d54b']",0,,,,,,,,,,,,,,,,Argentina,779,00:18:00.407,Pass,
,,,,,,,,,,,,,,0.187,,,,,,,,,,,,,,,50b72a31-24f8-4f18-b769-e0d1eba1f507,825,,"[111.0, 76.0]",7564,18,,,0.0,,,Right Foot,,,,"[113.0, 76.0]",,High Pass,2.0,,Incomplete,,,,,,,,1,From Free Kick,Victor Moses,3963.0,Right Wing Back,39,Argentina,779,['c196ce27-ffbb-4727-8d5b-5dca43f3f618'],6,,,,,,,,,,,,,,,,Nigeria,775,00:18:06.540,Pass,
,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,c24bd26d-0f86-4750-9de6-15d25ba231da,827,,"[119.0, 80.0]",7564,18,,,-1.7016237,,,Left Foot,,,,"[114.0, 42.0]",,High Pass,38.327538,,Incomplete,,,,,,,Corner,1,From Corner,Kelechi Promise Iheanacho,3708.0,Right Center Forward,40,Nigeria,775,['2e482df2-6e0d-46ec-90d4-29ba976bc7f8'],30,,,,,,,,,,,,,,,,Nigeria,775,00:18:30.660,Pass,
,,,,,,,,,,,,,,1.933,,,,,,,,,,,,,,,53e1bdf7-25db-4db8-b4ff-67c2912c5a6f,834,,"[53.0, 14.0]",7564,19,,,2.067219,,,Left Foot,,,,"[40.0, 38.0]",,Ground Pass,27.294687,,,Nicolás Hernán Otamendi,3090.0,,,,,Free Kick,1,From Free Kick,Nicolás Alejandro Tagliafico,5507.0,Left Back,42,Argentina,779,['3d73494d-cba3-4c7d-b2ed-d311185d19bd'],12,,,,,,,,,,,,,,,,Argentina,779,00:19:12.607,Pass,
,,,,,,,,,,,,,,1.893,,,,,,,,,,,,,,,2e623054-9584-4de0-bc78-03fc7f3db5a1,837,,"[44.0, 45.0]",7564,19,,,1.2490457,,,Right Foot,,,,"[55.0, 78.0]",,Ground Pass,34.785053,,,Gabriel Iván Mercado,5742.0,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Right Center Back,42,Argentina,779,['a97b57b6-1a0b-4997-b9f3-42290c2c8da0'],16,,,,,,,,,,,,,,,,Argentina,779,00:19:16.327,Pass,
,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,024128d8-1dbc-4f47-a7b6-aa4940f4c432,840,,"[60.0, 78.0]",7564,19,,,0.24497867,,,Right Foot,,,,"[64.0, 79.0]",,Ground Pass,4.1231055,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Gabriel Iván Mercado,5742.0,Right Back,42,Argentina,779,['88e1a217-2b21-42ae-a841-ccce9d35112b'],19,,,,,,,,,,,,,,,,Argentina,779,00:19:19.607,Pass,
,,,,,,,,,,,,,,2.293,,,,,,,,,,,,,,,2db3165e-9b62-4837-bca0-84b0ee7b86c7,843,,"[64.0, 79.0]",7564,19,,,-2.6098685,,,Left Foot,,,,"[47.0, 69.0]",,Ground Pass,19.723083,,,Nicolás Hernán Otamendi,3090.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,42,Argentina,779,"['263a1d1b-cf6a-4826-a930-beb36a4c1058', '991e58cd-1fbb-4cce-a3a6-a0c1287ccb5b']",20,,,,,,,,,,,,,,,,Argentina,779,00:19:20.247,Pass,True
,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,ab1ac28b-4878-4c46-86b6-7d90b2ce115c,846,,"[52.0, 56.0]",7564,19,,,-2.1206496,,,Right Foot,,,,"[33.0, 25.0]",,Ground Pass,36.359318,,,Faustino Marcos Alberto Rojo,3602.0,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Right Center Back,42,Argentina,779,['ec510903-5e31-4a70-ae9f-15ac25e9ad3d'],25,,,,,,,,,,,,,,,,Argentina,779,00:19:25.647,Pass,
,,,,,,,,,,,,,,2.933,,,,,,,,,,,,,,,551a0b13-d9d5-4d09-8747-1e92fb52fc56,851,,"[35.0, 24.0]",7564,19,,,3.050933,,,Left Foot,,,,"[13.0, 26.0]",,Ground Pass,22.090721,,,Franco Armani,6312.0,,,,,,1,From Free Kick,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,42,Argentina,779,"['a46cd3d7-7b6d-4c5c-8ed6-04598f08d874', 'fa1267d8-242d-4562-87e5-8c2f4ee06695']",32,,,,,,,,,,,,,,,,Argentina,779,00:19:32.007,Pass,True
,,,,,,,,,,,,,,3.933,,,,,,,,,,,,,,,23028680-3bb4-4f23-a83d-a29ee39e6ee8,854,,"[13.0, 36.0]",7564,19,,,0.7517031,,,Right Foot,,,,"[59.0, 79.0]",,High Pass,62.968246,,Incomplete,Lionel Andrés Messi Cuccittini,5503.0,,True,,,,1,From Free Kick,Franco Armani,6312.0,Goalkeeper,42,Argentina,779,"['210b0465-9b11-4b00-bc05-a2ec1d6221f1', '2e29be6b-dc25-42ba-b001-94d52dbc57ec']",36,,,,,,,,,,,,,,,,Argentina,779,00:19:36.927,Pass,
,,,,,,,,,,,,,,1.333,,,,,,,,,,,,,,,210b0465-9b11-4b00-bc05-a2ec1d6221f1,857,,"[61.0, 2.0]",7564,19,,True,-3.0172377,,,,,,,"[53.0, 1.0]",,High Pass,8.062258,,Out,Kenneth Josiah Omeruo,5830.0,,,,,Interception,1,From Free Kick,Brian Oladapo Idowu,5462.0,Left Wing Back,42,Argentina,779,"['23028680-3bb4-4f23-a83d-a29ee39e6ee8', '7d9eeea3-5131-4852-bae3-52bae5e2a8a0', 'a0779367-d80e-4fa3-94ea-ce3e13e936a3']",40,,,,,,,,,,,,,,,,Nigeria,775,00:19:40.860,Pass,True
,,,,,,,,,,,,,,1.053,,,,,,,,,,,,,,,9ecc6a59-43cc-4927-a50e-561996ddf3b5,859,,"[63.0, 80.0]",7564,19,,,-0.98279375,,,,,,,"[67.0, 74.0]",,High Pass,7.2111025,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Throw-in,1,From Throw In,Gabriel Iván Mercado,5742.0,Right Back,43,Argentina,779,['6780f049-2824-4e6f-8608-78773422cc32'],54,,,,,,,,,,,,,,,,Argentina,779,00:19:54.567,Pass,
