ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.0,,,,,,,,,,,,,,27cf57be-afd9-4189-a56f-d70159a0f975,1,,,7582,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain,772,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Spain,772,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,90cfbc28-550e-4df1-9d9e-19b4cb81d308,2,,,7582,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain,772,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 2}, {'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 5193, 'name': 'Yuri Zhirkov'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 5195, 'name': 'Artem Dzyuba'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}, {'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Russia,796,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,7665d64b-ec77-4b31-9bde-26b73f354ab9,3,,,7582,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain,772,['2c9f5bdf-717a-422a-8a7a-d15a52978358'],0,,,,,,,,,,,,,,,,,Russia,796,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,2c9f5bdf-717a-422a-8a7a-d15a52978358,4,,,7582,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain,772,['7665d64b-ec77-4b31-9bde-26b73f354ab9'],0,,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,d6f5bbca-4d74-42c4-85d3-617b6900babd,1988,,,7582,45,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,81,Spain,772,['a763d5cc-53c4-43eb-a68d-d54f00cce8ab'],0,,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,a763d5cc-53c4-43eb-a68d-d54f00cce8ab,1989,,,7582,45,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,81,Spain,772,['d6f5bbca-4d74-42c4-85d3-617b6900babd'],0,,,,,,,,,,,,,,,,,Russia,796,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,7439be16-9118-4322-9103-3a0fa1bc34b0,3814,,,7582,90,,,,,,,,,,,,,,,,,,,3,From Goal Kick,,,,148,Spain,772,['fc71d577-284c-45cd-b980-82d8db36e0dd'],0,,,,,,,,,,,,,,,,,Russia,796,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,fc71d577-284c-45cd-b980-82d8db36e0dd,3815,,,7582,90,,,,,,,,,,,,,,,,,,,3,From Goal Kick,,,,148,Spain,772,['7439be16-9118-4322-9103-3a0fa1bc34b0'],0,,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,f68391d8-213f-4b51-809f-d975067d40e1,4483,,,7582,105,,,,,,,,,,,,,,,,,,,4,From Keeper,,,,172,Russia,796,['cdb2d9f3-9b82-4122-9150-75cceb6965d4'],0,,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,cdb2d9f3-9b82-4122-9150-75cceb6965d4,4484,,,7582,105,,,,,,,,,,,,,,,,,,,4,From Keeper,,,,172,Russia,796,['f68391d8-213f-4b51-809f-d975067d40e1'],0,,,,,,,,,,,,,,,,,Russia,796,00:00:00.000,Half Start,
