ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,1.12,,,,,,,,,,,,,46e40267-fd3f-454e-a818-ee1414445921,2302,,,"[119.0, 79.0]",7577,69,,-1.8233505,,,Right Foot,True,,"[111.0, 48.0]",High Pass,32.01562,,Incomplete,,,,,,,Corner,2,From Corner,Alireza Jahanbakhsh,5239.0,Right Midfield,144,Iran,797,['4c7c51c9-cb7c-4fff-bdab-f2d6149e85c6'],28,,,,,,,,,,,,,,,Iran,797,00:24:28.600,Pass,
,,,,,,,,,,3.52,,,,,,,,,,,,,e3b8c78b-db19-4678-ad77-a04affeab1d9,2304,,,"[25.0, 25.0]",7577,69,,-0.5633163,,,Head,,,"[44.0, 13.0]",High Pass,22.472204,,Incomplete,Younès Belhanda,5242.0,,,,,Recovery,2,From Corner,Amine Harit,5243.0,Left Wing,144,Iran,797,"['03c5c49a-1fa4-4cce-ad66-d5fd0d6f4a69', '23e38464-812b-4730-a681-14f42194cdd0']",32,,,,,,,,,,,,,,,Morocco,788,00:24:32.800,Pass,
,,,,,,,,,,1.12,,,,,,,,,,,,,83170621-0ad9-4f28-b200-5f2e6a3e8793,2309,,,"[71.0, 69.0]",7577,69,,3.1415927,,,Left Foot,,,"[58.0, 69.0]",Ground Pass,13.0,,,Ramin Rezaeian,5235.0,,,,,,2,From Corner,Omid Ebrahimi,5225.0,Center Defensive Midfield,144,Iran,797,"['9927efd1-07db-4f96-a034-e966cde30445', 'f14971e7-cd96-4d64-899f-66fcd9b248ee']",37,,,,,,,,,,,,,,,Iran,797,00:24:37.120,Pass,True
,,,,,,,,,,2.96,,,,,,,,,,,,,d475d2a2-4e90-4640-a51d-9d29cbe86456,2312,,,"[58.0, 69.0]",7577,69,,-0.8809963,,,Right Foot,,,"[91.0, 29.0]",High Pass,51.855568,,,Mehdi Taremi,5226.0,,True,,,,2,From Corner,Ramin Rezaeian,5235.0,Right Back,144,Iran,797,['d7c24dbe-1dc6-41a8-b4af-442994de53ff'],39,,,,,,,,,,,,,,,Iran,797,00:24:39.760,Pass,
,,,,,,,,,,1.96,,,,,,,,,,,,,706deb2c-8cb8-42cb-bd85-03c8a186e7bd,2314,,,"[91.0, 29.0]",7577,69,,1.5707964,,,Head,,,"[91.0, 41.0]",High Pass,12.0,,,Sardar Azmoun,5224.0,,,,,,2,From Corner,Mehdi Taremi,5226.0,Right Center Midfield,144,Iran,797,['1c170a05-1006-4112-85fb-5b8b650dc7d4'],42,,,,,,,,,,,,,,,Iran,797,00:24:42.720,Pass,
,,,,,,,,,,1.44,,,,,,,,,,,,,af6c9b85-e5b9-48cf-ac85-0d8033ffb186,2316,,,"[85.0, 43.0]",7577,69,True,2.9441972,,,,,,"[80.0, 44.0]",Low Pass,5.0990195,,Incomplete,Vahid Amiri,5241.0,,,,,,2,From Corner,Sardar Azmoun,5224.0,Center Forward,144,Iran,797,"['04df61a3-e7a1-46b1-8064-8d34b43b3a40', '24000d69-b18c-49ac-8f2f-279e5170c58e', 'c17d52ec-b4ed-46f1-8a1b-2635e8e8db53']",44,,,,,,,,,,,,,,,Iran,797,00:24:44.680,Pass,True
,,,,,,,,,,1.84,,,,,,,,,,,,,3d2b7efe-46af-4a41-857a-6bde236fa83b,2321,,,"[41.0, 37.0]",7577,69,,-1.929567,,,Right Foot,,,"[35.0, 21.0]",Ground Pass,17.088007,,Incomplete,,,,,,,,2,From Corner,Mbark Boussoufa,5232.0,Left Center Midfield,144,Iran,797,['88343a1a-83a7-48cc-95df-c12431ac7240'],46,,,,,,,,,,,,,,,Morocco,788,00:24:46.880,Pass,
,,,,,,,,,,2.12,,,,,,,,,,,,,4d1f06a1-4538-429a-8ed5-305b72e6ec84,2325,,,"[88.0, 63.0]",7577,69,,0.68231654,,,Right Foot,,,"[104.0, 76.0]",Ground Pass,20.615528,,,Karim Ansarifard,5231.0,,,,,,2,From Corner,Alireza Jahanbakhsh,5239.0,Right Midfield,144,Iran,797,"['6da64709-7a12-4d51-beda-80774367205f', '7f16264b-2acd-4201-a543-d008346dc2cf']",51,,,,,,,,,,,,,,,Iran,797,00:24:51.120,Pass,True
,,,,,,,,,,1.08,,,,,,,,,,,,,3213d041-2941-4eb0-9954-32a9433ae6fb,2329,,,"[104.0, 76.0]",7577,69,,-1.3258177,,,Right Foot,True,,"[111.0, 48.0]",High Pass,28.86174,,Incomplete,Mehdi Taremi,5226.0,,,,,,2,From Corner,Karim Ansarifard,5231.0,Left Midfield,144,Iran,797,"['1ea5115f-e975-406b-a344-52f60eeec2b0', '343a4f3c-46d3-4828-8a23-99b9b3df8aa8', 'a2574e99-c706-4b3a-be5b-5c16180ecb86']",53,,,,,,,,,,,,,,,Iran,797,00:24:53.280,Pass,True
,,,,,,,,,,0.48,,,,,,,,,,,,,f69abcf6-84c0-4eb7-b9b8-88b4fd6cd01a,2334,,,"[95.0, 22.0]",7577,69,,1.19029,,,Left Foot,,,"[99.0, 32.0]",Low Pass,10.770329,,Incomplete,Alireza Jahanbakhsh,5239.0,,,,,,2,From Corner,Vahid Amiri,5241.0,Left Center Midfield,144,Iran,797,"['108541d5-c942-4648-b1e5-7988d0a7f26a', '2de7d6e9-8d62-4d2a-a413-13785b91a32d']",59,,,,,,,,,,,,,,,Iran,797,00:24:59.760,Pass,
,,,,,,,,,,1.36,,,,,,,,,,,,,5aea0607-b54d-4ffe-a06d-b5af1eca52fa,2340,,,"[17.0, 58.0]",7577,70,,-2.3996453,,,Right Foot,,,"[5.0, 47.0]",Ground Pass,16.27882,,,Munir Mohand Mohamedi,5233.0,,,,,,2,From Corner,Nordin Amrabat,3302.0,Right Back,144,Iran,797,['44e59cda-0a78-4b8d-8d03-54bda7a1c324'],2,,,,,,,,,,,,,,,Morocco,788,00:25:02.960,Pass,
,,,,,,,,,,4.88,,,,,,,,,,,,,94ffc445-dfbe-4d41-9a5d-4647ca2a7712,2342,,,"[5.0, 47.0]",7577,70,,-0.60165364,,,Right Foot,,,"[72.0, 1.0]",High Pass,81.27115,,Out,Amine Harit,5243.0,,True,,,,2,From Corner,Munir Mohand Mohamedi,5233.0,Goalkeeper,144,Iran,797,['a7d2437a-e2c8-4aa6-992e-e17039af913d'],4,,,,,,,,,,,,,,,Morocco,788,00:25:04.320,Pass,
,,,,,,,,,,1.573,,,,,,,,,,,,,54fc664e-b971-4a37-874d-e6423d663fd9,2344,,,"[53.0, 80.0]",7577,70,,-0.23684876,,,,,,"[82.0, 73.0]",High Pass,29.832869,,,Sardar Azmoun,5224.0,,,,,Throw-in,2,From Throw In,Ramin Rezaeian,5235.0,Right Back,145,Iran,797,['03eb4325-1c31-42e0-8202-9648fed9652f'],33,,,,,,,,,,,,,,,Iran,797,00:25:33.480,Pass,
,,,,,,,,,,0.587,,,,,,,,,,,,,eb47a748-48ca-42fa-9a02-5efbeb7f8465,2348,,,"[89.0, 78.0]",7577,70,,-1.0040671,,,Right Foot,,,"[96.0, 67.0]",Low Pass,13.038404,,Incomplete,Alireza Jahanbakhsh,5239.0,,,,,,2,From Throw In,Sardar Azmoun,5224.0,Center Forward,145,Iran,797,"['433e4de1-8311-4a68-bdb0-4babcba49ed6', 'fcb900de-434d-4b8d-a742-3d0051ad353a']",37,,,,,,,,,,,,,,,Iran,797,00:25:37.293,Pass,
,,,,,,,,,,1.533,,,,,,,,,,,,,16736b76-078b-4eff-b6ad-4e1c93d8468a,2351,,,"[26.0, 10.0]",7577,70,,2.2794225,,,Right Foot,,,"[20.0, 17.0]",Ground Pass,9.219544,,,Romain Saïss,5219.0,,,,,Recovery,2,Regular Play,Karim El Ahmadi Al Aroos,5236.0,Right Center Midfield,146,Morocco,788,['c5feab2b-6bfc-406e-b396-c6bf69af6020'],38,,,,,,,,,,,,,,,Morocco,788,00:25:38.800,Pass,
,,,,,,,,,,1.6,,,,,,,,,,,,,fe7aa202-2544-468c-bc1d-e4fab31bca32,2355,,,"[19.0, 19.0]",7577,70,,2.2318394,,,Left Foot,,,"[12.0, 28.0]",Ground Pass,11.401754,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,2,Regular Play,Romain Saïss,5219.0,Left Center Back,146,Morocco,788,"['90fe4325-6ec7-4ec2-8885-155f109e9e16', 'ed367852-8cdd-4ab4-a602-f03989835bd8']",40,,,,,,,,,,,,,,,Morocco,788,00:25:40.520,Pass,True
,,,,,,,,,,0.935,,,,,,,,,,,,,9d777193-35b4-440d-84d5-be71f7500eff,2359,,,"[14.0, 37.0]",7577,70,,-0.071307465,,,Right Foot,,,"[28.0, 36.0]",Ground Pass,14.035668,,,Hakim Ziyech,5237.0,,,,,,2,Regular Play,Medhi Amine El Mouttaqi Benatia,5244.0,Right Center Back,146,Morocco,788,['a2c4f661-aa2e-4de8-9c08-a8473a11f60a'],45,,,,,,,,,,,,,,,Morocco,788,00:25:45.160,Pass,
,,,,,,,,,,1.585,,,,,,,,,,,,,f3e96989-6cb9-4be2-9615-6e7f52ad1ef3,2361,,,"[28.0, 36.0]",7577,70,,1.485291,,,Right Foot,,,"[31.0, 71.0]",Low Pass,35.128338,,,Nordin Amrabat,3302.0,,,,,,2,Regular Play,Hakim Ziyech,5237.0,Right Wing,146,Morocco,788,['47ed856a-3515-4495-a710-253fdb86f3b0'],46,,,,,,,,,,,,,,,Morocco,788,00:25:46.095,Pass,
,,,,,,,,,,2.8,,,,,,,,,,,,,f848016e-c8f8-4a24-b641-2c875f79c5bc,2366,,,"[27.0, 64.0]",7577,70,,-2.5161076,,,Left Foot,,,"[9.0, 51.0]",Ground Pass,22.203604,,,Munir Mohand Mohamedi,5233.0,,,,,,2,Regular Play,Nordin Amrabat,3302.0,Right Back,146,Morocco,788,"['56cdf5ef-a450-4527-afa2-2b1c7cef853c', '7089a7a3-cb25-46bf-9e6e-eea1a9d076bc']",49,,,,,,,,,,,,,,,Morocco,788,00:25:49.040,Pass,True
,,,,,,,,,,3.493,,,,,,,,,,,,,320e3261-2e74-4942-9191-e8b0ef75e305,2369,,,"[17.0, 50.0]",7577,71,,-0.5585993,,,Right Foot,,,"[73.0, 15.0]",High Pass,66.037865,,Incomplete,Amine Harit,5243.0,,,,,,2,Regular Play,Munir Mohand Mohamedi,5233.0,Goalkeeper,146,Morocco,788,"['223fe707-827f-48d3-a3e8-e7632f283851', 'd0f6d416-d629-4cdb-b0e6-014fbcc75ebd']",1,,,,,,,,,,,,,,,Morocco,788,00:26:01.880,Pass,
,,,,,,,,,,2.947,,,,,,,,,,,,,d0f6d416-d629-4cdb-b0e6-014fbcc75ebd,2371,,,"[48.0, 66.0]",7577,71,,-0.348771,,,Head,,,"[70.0, 58.0]",High Pass,23.409399,,Incomplete,Alireza Jahanbakhsh,5239.0,,,,,Interception,2,Regular Play,Karim Ansarifard,5231.0,Left Midfield,146,Morocco,788,"['320e3261-2e74-4942-9191-e8b0ef75e305', '9d50484a-839a-48e0-b0ec-7d18967aac4a', 'b1dfc507-95eb-425c-9e86-841145f9e666']",5,,,,,,,,,,,,,,,Iran,797,00:26:05.373,Pass,
,,,,,,,,,,3.4,,,,,,,,,,,,,b1dfc507-95eb-425c-9e86-841145f9e666,2373,,,"[51.0, 23.0]",7577,71,,0.98279375,,,Left Foot,,,"[79.0, 65.0]",High Pass,50.47772,,,Ayoub El Kaabi,5229.0,,True,,,Recovery,2,Regular Play,Romain Saïss,5219.0,Left Center Back,146,Morocco,788,"['8fcaaf3e-1cae-43dc-bbcf-f30de82aa883', 'd0f6d416-d629-4cdb-b0e6-014fbcc75ebd']",8,,,,,,,,,,,,,,,Morocco,788,00:26:08.320,Pass,
,,,,,,,,,,3.013,,,,,,,,,,,,,9a19d888-ed96-4d7c-a15e-bd2a3b34cf63,2375,,,"[93.0, 64.0]",7577,71,True,0.14189705,,,,,,"[107.0, 66.0]",High Pass,14.142136,,Incomplete,,,,,,,,2,Regular Play,Ayoub El Kaabi,5229.0,Center Forward,146,Morocco,788,"['2f1dd987-866b-4bc9-b370-c85d1613988e', 'e9a78627-6be7-4a33-8e17-0964b4d3c50a']",11,,,,,,,,,,,,,,,Morocco,788,00:26:11.720,Pass,True
,,,,,,,,,,2.12,,,,,,,,,,,,,e98fa8c5-532f-4a1c-bb9b-eff3960023b1,2379,,,"[13.0, 11.0]",7577,71,,-0.0809041,,,Right Foot,,,"[50.0, 8.0]",High Pass,37.12142,,Incomplete,Alireza Jahanbakhsh,5239.0,,,,,,2,Regular Play,Roozbeh Cheshmi,5222.0,Left Center Back,146,Morocco,788,"['01c0225d-872e-40ba-86be-0f3b60aae6f4', '6c2324a8-e44d-4004-8fa4-6b97170a1281']",17,,,,,,,,,,,,,,,Iran,797,00:26:17.880,Pass,
,,,,,,,,,,4.173,,,,,,,,,,,,,6c2324a8-e44d-4004-8fa4-6b97170a1281,2382,,,"[83.0, 55.0]",7577,71,True,-1.1071488,,,,,,"[93.0, 35.0]",High Pass,22.36068,,Incomplete,Ayoub El Kaabi,5229.0,,,,,Recovery,2,Regular Play,Nordin Amrabat,3302.0,Right Back,146,Morocco,788,"['33db6dfe-ee78-4eb8-9b45-e035c4bdf1b7', 'a3d5b7c7-3fdc-4421-8a48-763e572b5d56', 'e98fa8c5-532f-4a1c-bb9b-eff3960023b1', 'eb24380d-3d5b-4757-85d1-1934ced53d19']",20,,,,,,,,,,,,,,,Morocco,788,00:26:20.000,Pass,True
,,,,,,,,,,3.92,,,,,,,,,,,,,33db6dfe-ee78-4eb8-9b45-e035c4bdf1b7,2384,,,"[28.0, 46.0]",7577,71,,0.037020117,,,Right Foot,,,"[82.0, 48.0]",High Pass,54.037025,,Incomplete,Sardar Azmoun,5224.0,,,,,Recovery,2,Regular Play,Ramin Rezaeian,5235.0,Right Back,146,Morocco,788,"['4b6bea45-1cec-45fa-881b-ce99f1167357', '65c6f565-a711-4ede-af34-88bd07f4576e', '6c2324a8-e44d-4004-8fa4-6b97170a1281']",24,,,,,,,,,,,,,,,Iran,797,00:26:24.173,Pass,
,,,,,,,,,,2.0,,,,,,,,,,,,,09b0bb94-121a-4174-9fde-b4b0b4100981,2388,,,"[33.0, 22.0]",7577,71,,1.5707964,,,Left Foot,,,"[33.0, 54.0]",Ground Pass,32.0,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,2,Regular Play,Romain Saïss,5219.0,Left Center Back,146,Morocco,788,['eaeb0703-b604-411c-8543-3fba0071a59f'],33,,,,,,,,,,,,,,,Morocco,788,00:26:33.240,Pass,
,,,,,,,,,,1.2,,,,,,,,,,,,,bac5c085-f065-43b6-807f-aa302c386a7d,2391,,,"[41.0, 51.0]",7577,71,,1.1760052,,,Right Foot,,,"[46.0, 63.0]",Ground Pass,13.0,,,Karim El Ahmadi Al Aroos,5236.0,,,,,,2,Regular Play,Medhi Amine El Mouttaqi Benatia,5244.0,Right Center Back,146,Morocco,788,['686c968f-0ba0-4b7c-aecf-f07d8eee7006'],38,,,,,,,,,,,,,,,Morocco,788,00:26:38.640,Pass,
,,,,,,,,,,1.2,,,,,,,,,,,,,1f995b2a-5e13-4331-b1c0-2c7d427166f6,2395,,,"[45.0, 66.0]",7577,71,,0.8685394,,,Right Foot,,,"[56.0, 79.0]",Ground Pass,17.029387,,,Nordin Amrabat,3302.0,,,,,,2,Regular Play,Karim El Ahmadi Al Aroos,5236.0,Right Center Midfield,146,Morocco,788,"['e741c8eb-e27d-4085-b934-9d1e4d791ede', 'fb310a2b-3682-4108-b044-61d5c052812f']",41,,,,,,,,,,,,,,,Morocco,788,00:26:41.040,Pass,True
,,,,,,,,,,0.89,,,,,,,,,,,,,7cd15795-dd77-4bd1-a2e8-d4dc29fdfae0,2399,,,"[55.0, 78.0]",7577,71,,-0.61072594,,,Right Foot,,,"[65.0, 71.0]",Ground Pass,12.206555,,,Younès Belhanda,5242.0,,,,,,2,Regular Play,Nordin Amrabat,3302.0,Right Back,146,Morocco,788,"['04b8cda5-681d-45c0-9f17-5b3ce4076815', '2df95325-c0d5-4380-b793-f898aad75709']",43,,,,,,,,,,,,,,,Morocco,788,00:26:43.040,Pass,True
,,,,,,,,,,2.36,,,,,,,,,,,,,a9bdfe56-3894-4d23-8820-fbdf84d50acc,2403,,,"[69.0, 77.0]",7577,71,,0.124354996,,,Right Foot,,,"[85.0, 79.0]",Ground Pass,16.124516,,,Nordin Amrabat,3302.0,,,,,,2,Regular Play,Younès Belhanda,5242.0,Center Attacking Midfield,146,Morocco,788,"['030d0e93-483a-4426-9e2c-cd767f64e933', 'ee04b2fe-08d9-4c6e-b981-848ac38f4df4']",45,,,,,,,,,,,,,,,Morocco,788,00:26:45.120,Pass,True
,,,,,,,,,,2.0,,,,,,,,,,,,,754c3645-c69c-43e0-a5de-8e1efe287326,2413,,,"[58.0, 77.0]",7577,73,,-2.6387494,,,Right Foot,,,"[38.0, 66.0]",Ground Pass,22.825424,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,2,Regular Play,Younès Belhanda,5242.0,Center Attacking Midfield,147,Morocco,788,"['28437b1f-3f8d-4521-a6be-d123c1250992', 'acea9bc8-e312-4c01-8d46-1bd2e6cd3638']",42,,,,,,,,,,,,,,,Morocco,788,00:28:42.040,Pass,True
,,,,,,,,,,2.0,,,,,,,,,,,,,7fed779a-8850-4880-8f70-a997507be0d0,2416,,,"[38.0, 57.0]",7577,73,,-1.59936,,,Right Foot,,,"[37.0, 22.0]",Ground Pass,35.014282,,,Romain Saïss,5219.0,,,,,,2,Regular Play,Medhi Amine El Mouttaqi Benatia,5244.0,Right Center Back,147,Morocco,788,['0bad6f92-404b-4d22-90c9-5f0a416c2659'],46,,,,,,,,,,,,,,,Morocco,788,00:28:46.040,Pass,
,,,,,,,,,,1.6,,,,,,,,,,,,,dc720b16-2437-4ce4-ace9-8c53a7c67f3d,2419,,,"[51.0, 23.0]",7577,73,,1.5291537,,,Left Foot,,,"[52.0, 47.0]",Ground Pass,24.020824,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,2,Regular Play,Romain Saïss,5219.0,Left Center Back,147,Morocco,788,['ef9a8b99-5cce-4b23-af19-a2438115631a'],52,,,,,,,,,,,,,,,Morocco,788,00:28:52.440,Pass,
,,,,,,,,,,1.813,,,,,,,,,,,,,2c93d1f8-c502-4309-bbd7-684cf62deaff,2422,,,"[52.0, 47.0]",7577,73,,1.3078016,,,Left Foot,,,"[59.0, 73.0]",Ground Pass,26.925823,,,Younès Belhanda,5242.0,,,,,,2,Regular Play,Medhi Amine El Mouttaqi Benatia,5244.0,Right Center Back,147,Morocco,788,['137cca89-8673-476e-9035-eaa136437453'],55,,,,,,,,,,,,,,,Morocco,788,00:28:55.440,Pass,
,,,,,,,,,,1.04,,,,,,,,,,,,,af7c8703-86d0-4fa6-9945-9af24d7d769c,2425,,,"[58.0, 71.0]",7577,73,,-0.8224183,,,Right Foot,,,"[71.0, 57.0]",Low Pass,19.104973,,,Karim El Ahmadi Al Aroos,5236.0,,,,,,2,Regular Play,Younès Belhanda,5242.0,Center Attacking Midfield,147,Morocco,788,['ee7ca03b-f85c-4f5a-932d-95280c045644'],57,,,,,,,,,,,,,,,Morocco,788,00:28:57.453,Pass,
,,,,,,,,,,1.093,,,,,,,,,,,,,cd711d45-36fb-46b6-9d70-25df33ecf54a,2430,,,"[78.0, 68.0]",7577,74,,0.9600704,,,Right Foot,,,"[85.0, 78.0]",Ground Pass,12.206555,,,Hakim Ziyech,5237.0,,,,,,2,Regular Play,Karim El Ahmadi Al Aroos,5236.0,Right Center Midfield,147,Morocco,788,"['293b15e0-d92e-4ac2-85b7-6ffb175f5bcc', '5d218931-d0da-482e-b7c0-0178ec4a2373']",0,,,,,,,,,,,,,,,Morocco,788,00:29:00.160,Pass,True
,,,,,,,,,,1.173,,,,,,,,,,,,,73b93a9e-e538-4998-833d-a9ac83159b93,2434,,,"[85.0, 77.0]",7577,74,,-0.68231654,,,Left Foot,,,"[101.0, 64.0]",Ground Pass,20.615528,,,Karim El Ahmadi Al Aroos,5236.0,,,,,,2,Regular Play,Hakim Ziyech,5237.0,Right Wing,147,Morocco,788,"['44188a8b-fe05-418d-85fb-5fe618bdf95c', '833e62e2-0920-4576-875d-1601102c6f8d']",1,,,,,,,,,,,,,,,Morocco,788,00:29:01.840,Pass,True
,,,,,,,,,,0.293,,,,,,,,,,,,,f68936dc-089f-4ebe-9a2d-971739013144,2439,,,"[109.0, 67.0]",7577,74,,-1.2490457,,,Right Foot,,,"[111.0, 61.0]",High Pass,6.3245554,,Incomplete,Ayoub El Kaabi,5229.0,,,,,,2,Regular Play,Karim El Ahmadi Al Aroos,5236.0,Right Center Midfield,147,Morocco,788,"['16202030-d1d3-4cfa-8107-6684a04c2547', '25e8ac5a-4990-46ee-a30d-4be9144aae13', '3252d206-aa17-43e2-b079-8e671b2e43ad']",4,,,,,,,,,,,,,,,Morocco,788,00:29:04.920,Pass,True
,,,,,,,,,,1.16,,,,,,,,,,,,,07832da1-a764-441c-9576-cc821d32c822,2446,,,"[5.0, 21.0]",7577,74,,-0.43984258,,,Left Foot,,,"[22.0, 13.0]",Low Pass,18.788294,,,Vahid Amiri,5241.0,,,,,,2,From Counter,Omid Ebrahimi,5225.0,Center Defensive Midfield,148,Iran,797,"['54e01575-4488-45c6-9575-a39b79ec1394', '6b50140d-e691-4b94-8bfa-dd58ccf14554']",8,,,,,,,,,,,,,,,Iran,797,00:29:08.853,Pass,True
,,,,,,,,,,1.12,,,,,,,,,,,,,7091f0d7-51b4-4042-8fab-0bc31a80cf5f,2454,,,"[23.0, 15.0]",7577,74,,0.27829966,,,Right Foot,,,"[30.0, 17.0]",Ground Pass,7.28011,,,Mehdi Taremi,5226.0,,,,,,2,From Counter,Vahid Amiri,5241.0,Left Center Midfield,148,Iran,797,['3135a4af-1c4e-41dc-a9ad-114f7209b6f7'],13,,,,,,,,,,,,,,,Iran,797,00:29:13.053,Pass,
,,,,,,,,,,1.2,,,,,,,,,,,,,69620366-3fd7-46dd-a9b6-6b87d0ae4ebb,2464,,,"[59.0, 9.0]",7577,75,,-0.4636476,,,Right Foot,,,"[69.0, 4.0]",Ground Pass,11.18034,,,Achraf Hakimi Mouh,5245.0,,,,,,2,Regular Play,Romain Saïss,5219.0,Left Center Back,149,Morocco,788,['4c67c694-bf3c-4276-a588-338bd1873728'],46,,,,,,,,,,,,,,,Morocco,788,00:30:46.320,Pass,
,,,,,,,,,,1.6,,,,,,,,,,,,,a41c785a-1c20-4092-acf0-ceb2631e6075,2466,,,"[71.0, 5.0]",7577,75,,2.8387077,,,Right Foot,,,"[55.0, 10.0]",Ground Pass,16.763054,,,Romain Saïss,5219.0,,,,,,2,Regular Play,Achraf Hakimi Mouh,5245.0,Left Back,149,Morocco,788,['0895b7a4-40a2-4645-9703-261ae6797c48'],47,,,,,,,,,,,,,,,Morocco,788,00:30:47.520,Pass,
,,,,,,,,,,2.4,,,,,,,,,,,,,130cbc49-bf6a-4cc4-a6d4-767b22bb926c,2470,,,"[54.0, 14.0]",7577,75,,1.6020361,,,Left Foot,,,"[53.0, 46.0]",Ground Pass,32.01562,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,2,Regular Play,Romain Saïss,5219.0,Left Center Back,149,Morocco,788,['7f135409-ff9d-47cb-b908-4451274e1bec'],49,,,,,,,,,,,,,,,Morocco,788,00:30:49.920,Pass,
,,,,,,,,,,0.972,,,,,,,,,,,,,5dc979b4-4498-4a9c-9cf4-2cf11abafd7c,2473,,,"[63.0, 55.0]",7577,75,,1.315614,,,Right Foot,,,"[69.0, 78.0]",Ground Pass,23.769728,,,Sofyan Amrabat,5234.0,,,,,,2,Regular Play,Medhi Amine El Mouttaqi Benatia,5244.0,Right Center Back,149,Morocco,788,['5ab8a09c-e247-43a7-8bd4-c254defcfc97'],55,,,,,,,,,,,,,,,Morocco,788,00:30:55.920,Pass,
,,,,,,,,,,1.427,,,,,,,,,,,,,1031ec6a-f370-4ef2-84e7-245565de0083,2481,,,"[52.0, 1.0]",7577,78,,0.033320997,,,,,,"[82.0, 2.0]",High Pass,30.016663,,Incomplete,Mehdi Taremi,5226.0,,,,,Throw-in,2,From Throw In,Ehsan Hajsafi,5230.0,Left Back,150,Iran,797,"['3fed75a7-1d7c-48a8-a43a-b04e918e1341', '88a121dc-ec20-46bd-8ef6-6ff98aa59d43']",49,,,,,,,,,,,,,,,Iran,797,00:33:49.373,Pass,
,,,,,,,,,,1.613,,,,,,,,,,,,,88a121dc-ec20-46bd-8ef6-6ff98aa59d43,2483,,,"[39.0, 79.0]",7577,78,,-0.066568166,,,Head,,,"[54.0, 78.0]",Low Pass,15.033297,,,Hakim Ziyech,5237.0,,,,,Recovery,2,Regular Play,Sofyan Amrabat,5234.0,Right Back,151,Morocco,788,"['1031ec6a-f370-4ef2-84e7-245565de0083', 'a11f063b-ef43-40b2-a3e8-5c6b906a36a0']",50,,,,,,,,,,,,,,,Morocco,788,00:33:50.800,Pass,
,,,,,,,,,,1.093,,,,,,,,,,,,,a403db7c-c411-4f7f-bace-6b561b0c0473,2487,,,"[53.0, 77.0]",7577,78,,-1.5707964,,,Left Foot,,,"[53.0, 67.0]",Ground Pass,10.0,,,Mbark Boussoufa,5232.0,,,,,,2,Regular Play,Hakim Ziyech,5237.0,Right Wing,151,Morocco,788,"['0454d62d-8a35-48d8-94d8-8884c92d0e4c', 'f4fd2879-0c67-4544-a743-f28dd21462a8']",52,,,,,,,,,,,,,,,Morocco,788,00:33:52.880,Pass,True
,,,,,,,,,,0.773,,,,,,,,,,,,,56d74623-53c4-4335-b660-606f4f62b804,2490,,,"[89.0, 56.0]",7577,79,,1.5707964,,,Right Foot,,,"[89.0, 60.0]",Ground Pass,4.0,,,Hakim Ziyech,5237.0,,,,,,2,Regular Play,Mbark Boussoufa,5232.0,Left Center Midfield,151,Morocco,788,['f5ed9b86-65ae-43cc-9d59-dda41ca2f904'],0,,,,,,,,,,,,,,,Morocco,788,00:34:00.160,Pass,
,,,,,,,,,,1.28,,,,,,,,,,,,,957b7568-bac4-4db5-9e6a-05d03c28ba8e,2494,,,"[89.0, 57.0]",7577,79,,-0.9197196,,,Left Foot,,,"[105.0, 36.0]",High Pass,26.400757,,Incomplete,Aziz Bouhaddouz,5223.0,,,,,,2,Regular Play,Hakim Ziyech,5237.0,Right Wing,151,Morocco,788,"['adbebef7-d6ad-4281-a79c-0c9de0103360', 'd2981fba-902c-48c3-9776-08f19c3e61ba', 'e516b097-3ea8-4079-a2b2-ee10d0c0a1a3']",2,,,,,,,,,,,,,,,Morocco,788,00:34:02.640,Pass,True
