bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,3.16,,,,,,,,,,,,ad27bcd7-6ab7-4a81-b501-2372981c0f22,15,,"[88.0, 32.0]",7550,0,,1.8643854,,,Right Foot,,,,"[75.0, 75.0]",,High Pass,44.922153,,Incomplete,,,,True,,1,From Throw In,Haris Seferović,5543.0,Secondary Striker,3,Serbia,786,['0126e8cb-f05f-4ad1-9e30-97362f16a3f0'],23,,,,,,,,,,,,,,,,,Switzerland,773,00:00:23.893,Pass,
,,,,,,,,,,,,0.759,,,,,,,,,,,,fcbc0860-15af-49eb-86e2-3298f64bd012,20,,"[78.0, 12.0]",7550,0,,0.6435011,,,Left Foot,,,,"[90.0, 21.0]",,Ground Pass,15.0,,,Aleksandar Mitrović,4269.0,,,,1,From Throw In,Aleksandar Kolarov,5596.0,Left Back,3,Serbia,786,"['65cf7374-e912-4714-b969-48696c7434c5', 'f72a5e50-1e91-432e-a4fc-508b8f827359']",31,,,,,,,,,,,,,,,,,Serbia,786,00:00:31.853,Pass,True
,,,,,,,,,,,,0.96,,,,,,,,,,,,d7088257-2741-4523-828c-cdb4f9d67d2c,24,,"[90.0, 19.0]",7550,0,,-1.1341692,,,Left Foot,,,,"[97.0, 4.0]",,Ground Pass,16.552946,,,Filip Kostić,5591.0,,,,1,From Throw In,Aleksandar Mitrović,4269.0,Center Forward,3,Serbia,786,['dfb36651-52a5-4518-88bd-1921a4d358af'],34,,,,,,,,,,,,,,,,,Serbia,786,00:00:34.453,Pass,
,,,,,,,,,,,,0.8,,,,,,,,,,,,f4ace761-04ee-4cb6-a0ec-d8aa739bfec3,28,,"[98.0, 3.0]",7550,0,,-3.0648208,,,Left Foot,,,,"[85.0, 2.0]",,Ground Pass,13.038404,,,Aleksandar Kolarov,5596.0,,,,1,From Throw In,Filip Kostić,5591.0,Left Wing,3,Serbia,786,"['2e453d0b-f2ca-4fe4-8dd5-c3765981782e', '88afbf37-cefb-4796-9080-ac53b354b233']",36,,,,,,,,,,,,,,,,,Serbia,786,00:00:36.453,Pass,True
,,,,,,,,,,,,0.6,,,,,,,,,,,,b825996f-ae53-469f-9ec4-1904f07b9c0e,33,,"[85.0, 2.0]",7550,0,,0.0,,,Left Foot,,,,"[93.0, 2.0]",,Ground Pass,8.0,,,Filip Kostić,5591.0,,,,1,From Throw In,Aleksandar Kolarov,5596.0,Left Back,3,Serbia,786,"['a6f892c9-8999-4c02-a36a-5b1899af22b3', 'ed2b2d6f-0cfa-42a8-a95c-92f77b65e43f']",37,,,,,,,,,,,,,,,,,Serbia,786,00:00:37.693,Pass,True
,,,,,,,,,,,,0.48,,,,,,,,,,,,f4336d12-4da7-48a9-a022-a48ab70db453,36,,"[88.0, 13.0]",7550,0,,-2.896614,,,Left Foot,,,,"[76.0, 10.0]",,Ground Pass,12.369317,,,Nemanja Matić,3381.0,,,,1,From Throw In,Filip Kostić,5591.0,Left Wing,3,Serbia,786,['0cebd0cc-4628-42fc-9cb1-b18695b277b4'],41,,,,,,,,,,,,,,,,,Serbia,786,00:00:41.013,Pass,
,,,,,,,,,,,,2.68,,,,,,,,,,,,2a5daaec-927e-4ec8-9638-53432d08f86d,39,,"[81.0, 11.0]",7550,0,,1.6396528,,,Left Foot,,,,"[77.0, 69.0]",,High Pass,58.137768,,,Branislav Ivanović,5594.0,,True,,1,From Throw In,Nemanja Matić,3381.0,Left Center Midfield,3,Serbia,786,['a3e987ae-b37c-428b-a8a5-a92b837e6ca2'],43,,,,,,,,,,,,,,,,,Serbia,786,00:00:43.133,Pass,
,,,,,,,,,,,,1.84,,,,,,,,,,,,f92e76e1-759d-46fd-ab1a-450692644f6d,42,,"[77.0, 73.0]",7550,0,,-0.07982998,,,Right Foot,,,,"[102.0, 71.0]",,Ground Pass,25.079872,,,Dušan Tadić,3831.0,,,,1,From Throw In,Branislav Ivanović,5594.0,Right Back,3,Serbia,786,['eba2fe5a-621c-49ba-9379-6429994488c4'],47,,,,,,,,,,,,,,,,,Serbia,786,00:00:47.973,Pass,
,,,,,,,,,,,,0.507,,,,,,,,,,,,2b09c01d-e89b-49d5-b845-f42aef035f9f,47,,"[105.0, 78.0]",7550,0,,-2.6779451,,,Right Foot,,,,"[103.0, 77.0]",,Ground Pass,2.236068,,Incomplete,Luka Milivojević,3455.0,,,,1,From Throw In,Dušan Tadić,3831.0,Right Wing,3,Serbia,786,"['0c82271e-917d-4cba-9133-15d6929f2fe2', '975a8a15-866c-4075-ab0e-8480a75ec281']",54,,,,,,,,,,,,,,,,,Serbia,786,00:00:54.733,Pass,
,,,,,,,,,,,,1.8,,,,,,,,,,,,08d97afa-7028-4ddd-8944-3be64f55d94b,53,,"[27.0, 3.0]",7550,0,,1.815775,,,Right Foot,,,,"[24.0, 15.0]",,Ground Pass,12.369317,,,Blerim Džemaili,5554.0,,,,1,Regular Play,Steven Zuber,5548.0,Left Wing,4,Switzerland,773,"['9c399e3a-6395-41a9-a0a3-d232d411612b', 'f9c864fc-79d5-41a4-aff8-7097264a346e']",58,,,,,,,,,,,,,,,,,Switzerland,773,00:00:58.080,Pass,True
,,,,,,,,,,,,0.733,,,,,,,,,,,,17fa5ad1-d074-4fe7-b916-959d86c7a950,55,,"[23.0, 14.0]",7550,0,,-2.1293957,,,Left Foot,,,,"[18.0, 6.0]",,Ground Pass,9.433981,,,Ricardo Iván Rodríguez Araya,5544.0,,,,1,Regular Play,Blerim Džemaili,5554.0,Center Attacking Midfield,4,Switzerland,773,['5c993f85-595c-46b8-a884-ebd0f34330d1'],59,,,,,,,,,,,,,,,,,Switzerland,773,00:00:59.880,Pass,
,,,,,,,,,,,,3.0,,,,,,,,,,,,2323c93a-5b35-4936-8e34-a1ae9701c424,60,,"[16.0, 14.0]",7550,1,,1.0714496,,,Right Foot,,,,"[40.0, 58.0]",,High Pass,50.119858,,Incomplete,Xherdan Shaqiri,3533.0,,True,,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,4,Switzerland,773,"['b281abe6-a912-4bff-8c9a-1f2708a2182d', 'be1e5b24-0848-4d6b-b8f3-f6bdaf162527', 'ce7451c1-a5ab-4fec-b0f5-8e7253e6d921']",1,,,,,,,,,,,,,,,,,Switzerland,773,00:01:01.573,Pass,True
,,,,,,,,,,,,2.16,,,,,,,,,,,,21a138a0-5b63-40b9-8d56-d193c79c2ae3,67,,"[83.0, 20.0]",7550,1,,0.9318823,,,Left Foot,,,,"[109.0, 55.0]",,High Pass,43.60046,,,Branislav Ivanović,5594.0,,,Free Kick,1,From Free Kick,Aleksandar Kolarov,5596.0,Left Back,6,Serbia,786,['3669aaec-0a56-48bb-b05f-4dbe238ef32b'],29,,,,,,,,,,,,,,,,,Serbia,786,00:01:29.320,Pass,
,,,,,,,,,,,,3.213,,,,,,,,,,,,67faaf44-4a89-4aa3-b677-ca09ff410364,69,,"[109.0, 55.0]",7550,1,,-1.4121411,,,Head,,,,"[113.0, 30.0]",,Low Pass,25.317978,,,Aleksandar Mitrović,4269.0,,,,1,From Free Kick,Branislav Ivanović,5594.0,Right Back,6,Serbia,786,['cc68824f-1ad3-45ac-8759-bb074744d185'],31,,,,,,,,,,,,,,,,,Serbia,786,00:01:31.480,Pass,
,,,,,,,,,,,,0.453,,,,,,,,,,,,62424760-6108-4b0b-a407-495f57dd999d,72,,"[7.0, 53.0]",7550,1,,2.7610862,,,Other,,,,"[2.0, 55.0]",,Low Pass,5.3851647,,,Fabian Lukas Schär,5537.0,,,Recovery,1,Regular Play,Valon Behrami,5540.0,Right Center Midfield,7,Switzerland,773,['9e9f66af-2640-4f7b-9a75-34d14d89b4ae'],34,,,,,,,,,,,,,,,,,Switzerland,773,00:01:34.960,Pass,
,,,,,,,,,,,,2.973,,,,,,,,,,,,4da3aeba-e967-4c1a-a5e4-81f9f798b164,77,,"[3.0, 55.0]",7550,1,,0.67474097,,,Right Foot,,,,"[33.0, 79.0]",,High Pass,38.418747,,,Xherdan Shaqiri,3533.0,,,,1,Regular Play,Fabian Lukas Schär,5537.0,Right Center Back,7,Switzerland,773,"['08a8ba5b-8e60-4b5f-8da1-ad3ebba41bd3', '2a2f427d-4dc6-4e33-a21f-bab534b14699']",36,,,,,,,,,,,,,,,,,Switzerland,773,00:01:36.560,Pass,True
,,,,,,,,,,,,1.12,,,,,,,,,,,,f3de9713-a070-4d4a-883f-f2f45e5186a3,84,,"[43.0, 19.0]",7550,2,,1.1978086,,,Left Foot,,,,"[52.0, 42.0]",,Ground Pass,24.698177,,,Blerim Džemaili,5554.0,,,,1,Regular Play,Granit Xhaka,3500.0,Left Center Midfield,8,Switzerland,773,['1f291a50-f2fe-485f-b61c-ce564def9c60'],7,,,,,,,,,,,,,,,,,Switzerland,773,00:02:07.680,Pass,
,,,,,,,,,,,,1.493,,,,,,,,,,,,62637f28-96c3-455a-bd2e-75d6bd0755af,86,,"[52.0, 41.0]",7550,2,,3.0940096,,,Right Foot,,,,"[31.0, 42.0]",,Low Pass,21.023796,,,Valon Behrami,5540.0,,,,1,Regular Play,Blerim Džemaili,5554.0,Center Attacking Midfield,8,Switzerland,773,['1306f983-eb1f-4c29-930d-4429e0bafc81'],8,,,,,,,,,,,,,,,,,Switzerland,773,00:02:08.800,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,5bd4d77a-60fe-4000-9dc1-63fa31334280,89,,"[31.0, 42.0]",7550,2,,1.4994888,,,Right Foot,,,,"[33.0, 70.0]",,Ground Pass,28.071337,,,Fabian Lukas Schär,5537.0,,,,1,Regular Play,Valon Behrami,5540.0,Right Center Midfield,8,Switzerland,773,['f2ed494d-7bbf-4680-82e0-2227969b6625'],11,,,,,,,,,,,,,,,,,Switzerland,773,00:02:11.520,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,1aa92864-beb0-4055-b2a2-366a958d5e88,92,,"[33.0, 70.0]",7550,2,,0.5880026,,,Right Foot,,,,"[45.0, 78.0]",,Ground Pass,14.422205,,,Stephan Lichtsteiner,5541.0,,,,1,Regular Play,Fabian Lukas Schär,5537.0,Right Center Back,8,Switzerland,773,['f8d337e5-6017-4d1a-b9b0-73447113e389'],13,,,,,,,,,,,,,,,,,Switzerland,773,00:02:13.560,Pass,
,,,,,,,,,,,,0.973,,,,,,,,,,,,728369db-a330-4901-a7c0-c13576611a94,95,,"[42.0, 78.0]",7550,2,,-0.7086263,,,Right Foot,,,,"[49.0, 72.0]",,Ground Pass,9.219544,,,Granit Xhaka,3500.0,,,,1,Regular Play,Stephan Lichtsteiner,5541.0,Right Back,8,Switzerland,773,['b1be6d22-5973-4c0f-99e8-473eb5bed997'],16,,,,,,,,,,,,,,,,,Switzerland,773,00:02:16.520,Pass,
,,,,,,,,,,,,2.0,,,,,,,,,,,,e8f3f985-e76f-4bce-877a-5c6bd769a8da,100,,"[49.0, 72.0]",7550,2,,-2.300696,,,Left Foot,,,,"[32.0, 53.0]",,Ground Pass,25.495098,,,Valon Behrami,5540.0,,,,1,Regular Play,Granit Xhaka,3500.0,Left Center Midfield,8,Switzerland,773,"['0b2dd638-3126-40ec-bc45-6c2e21cef0f7', 'aaa079f0-e7b8-45a6-ab61-1bb9765995a2']",18,,,,,,,,,,,,,,,,,Switzerland,773,00:02:18.160,Pass,True
,,,,,,,,,,,,0.64,,,,,,,,,,,,4b901327-c0fb-45b8-bdc1-825f81bacdd1,104,,"[58.0, 25.0]",7550,2,,0.11065722,,,Right Foot,,,,"[67.0, 26.0]",,Ground Pass,9.055386,,,Xherdan Shaqiri,3533.0,,,,1,Regular Play,Valon Behrami,5540.0,Right Center Midfield,8,Switzerland,773,"['df45746d-cc9d-446e-a16b-47699d4b1f7f', 'e0a9c692-6c07-449f-a876-8757d925e27d']",26,,,,,,,,,,,,,,,,,Switzerland,773,00:02:26.053,Pass,True
,,,,,,,,,,,,1.96,,,,,,,,,,,,ebb1a240-ba1e-4cb5-97c9-33a13c0590ef,106,,"[67.0, 26.0]",7550,2,,-2.1112158,,,Left Foot,,,,"[58.0, 11.0]",,Ground Pass,17.492855,,,Manuel Obafemi Akanji,5549.0,,,,1,Regular Play,Xherdan Shaqiri,3533.0,Right Wing,8,Switzerland,773,['8df64c9e-1e1d-4162-843c-28ea4357b397'],26,,,,,,,,,,,,,,,,,Switzerland,773,00:02:26.693,Pass,
,,,,,,,,,,,,1.533,,,,,,,,,,,,c6c44aba-a66a-4778-b159-283bc00cc3d5,109,,"[63.0, 12.0]",7550,2,,2.1815224,,,Left Foot,,,,"[56.0, 22.0]",,Ground Pass,12.206555,,,Valon Behrami,5540.0,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Left Center Back,8,Switzerland,773,['c1bf1a00-a9c1-4b01-a13a-b38a5d18c22e'],29,,,,,,,,,,,,,,,,,Switzerland,773,00:02:29.680,Pass,
,,,,,,,,,,,,2.0,,,,,,,,,,,,784046da-f021-4d27-abf7-98683ba380a7,112,,"[57.0, 23.0]",7550,2,,1.5707964,,,Right Foot,,,,"[57.0, 56.0]",,Ground Pass,33.0,,,Fabian Lukas Schär,5537.0,,,,1,Regular Play,Valon Behrami,5540.0,Right Center Midfield,8,Switzerland,773,['14efe5bd-764d-4dee-a7ad-007815d843b1'],32,,,,,,,,,,,,,,,,,Switzerland,773,00:02:32.760,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,f2f80814-e914-4a35-919d-c4bddebe3520,115,,"[63.0, 59.0]",7550,2,,1.3633001,,,Left Foot,,,,"[67.0, 78.0]",,Ground Pass,19.416489,,,Stephan Lichtsteiner,5541.0,,,,1,Regular Play,Fabian Lukas Schär,5537.0,Right Center Back,8,Switzerland,773,['ee885a9f-e935-420a-92e0-c72c8a12baeb'],36,,,,,,,,,,,,,,,,,Switzerland,773,00:02:36.400,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,63167fa7-7b6d-4cb2-90c5-d8cce462ec30,119,,"[72.0, 78.0]",7550,2,,-2.8706458,,,Right Foot,,,,"[54.0, 73.0]",,Ground Pass,18.681541,,,Fabian Lukas Schär,5537.0,,,,1,Regular Play,Stephan Lichtsteiner,5541.0,Right Back,8,Switzerland,773,"['9d1433d7-97b1-4f35-a47e-96c1e25f4ebc', 'baae7f7c-ad6b-47d6-8d21-27cf586452fc']",40,,,,,,,,,,,,,,,,,Switzerland,773,00:02:40.800,Pass,True
,,,,,,,,,,,,1.893,,,,,,,,,,,,90b6bb06-ec3d-4eb4-90fe-ec363c87aa4d,122,,"[55.0, 70.0]",7550,2,,-1.7307094,,,Right Foot,,,,"[50.0, 39.0]",,Ground Pass,31.400637,,,Valon Behrami,5540.0,,,,1,Regular Play,Fabian Lukas Schär,5537.0,Right Center Back,8,Switzerland,773,['d2591106-585e-4a9e-ad82-812943c48a5a'],43,,,,,,,,,,,,,,,,,Switzerland,773,00:02:43.200,Pass,
,,,,,,,,,,,,2.4,,,,,,,,,,,,dc95cea4-13b6-483e-bb78-4807f0a93f61,125,,"[51.0, 37.0]",7550,2,,-1.19029,,,Right Foot,,,,"[61.0, 12.0]",,Ground Pass,26.925823,,,Manuel Obafemi Akanji,5549.0,,,,1,Regular Play,Valon Behrami,5540.0,Right Center Midfield,8,Switzerland,773,['4a01c6f3-4530-44d1-8760-3cc0abb02a2f'],45,,,,,,,,,,,,,,,,,Switzerland,773,00:02:45.560,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,6ffa9ebd-e7c3-4199-853d-539914b335f1,128,,"[61.0, 13.0]",7550,2,,2.158799,,,Right Foot,,,,"[49.0, 31.0]",,Ground Pass,21.633308,,,Valon Behrami,5540.0,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Left Center Back,8,Switzerland,773,['e3c4c5da-70f5-4556-b877-447051f1bffc'],49,,,,,,,,,,,,,,,,,Switzerland,773,00:02:49.400,Pass,
,,,,,,,,,,,,1.173,,,,,,,,,,,,a6915d1f-1c79-42a3-8892-540621a5b9fd,131,,"[50.0, 30.0]",7550,2,,0.52807444,,,Right Foot,,,,"[62.0, 37.0]",,Ground Pass,13.892444,,,Granit Xhaka,3500.0,,,,1,Regular Play,Valon Behrami,5540.0,Right Center Midfield,8,Switzerland,773,['f439e767-5db1-4fb3-9460-441b31c16a91'],52,,,,,,,,,,,,,,,,,Switzerland,773,00:02:52.120,Pass,
,,,,,,,,,,,,2.0,,,,,,,,,,,,3baffb2d-1c5e-4fbf-b42a-abdd1a4c61e2,134,,"[60.0, 34.0]",7550,2,,-1.380808,,,Left Foot,,,,"[65.0, 8.0]",,Ground Pass,26.476404,,,Manuel Obafemi Akanji,5549.0,,,,1,Regular Play,Granit Xhaka,3500.0,Left Center Midfield,8,Switzerland,773,['ac7c9d00-830c-4404-876a-90088165a59c'],54,,,,,,,,,,,,,,,,,Switzerland,773,00:02:54.160,Pass,
,,,,,,,,,,,,0.893,,,,,,,,,,,,1f6e3cbc-3c91-4348-b159-521ce468c627,138,,"[75.0, 11.0]",7550,2,,0.6435011,,,Left Foot,,,,"[87.0, 20.0]",,Ground Pass,15.0,,,Xherdan Shaqiri,3533.0,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Left Center Back,8,Switzerland,773,['af426087-96fa-4c05-89b4-38258d7cf5ef'],58,,,,,,,,,,,,,,,,,Switzerland,773,00:02:58.200,Pass,
,,,,,,,,,,,,1.533,,,,,,,,,,,,dc3bb47a-e8d7-467b-8818-d7b8ce29c033,145,,"[91.0, 17.0]",7550,3,,-2.4468544,,,Left Foot,,,,"[85.0, 12.0]",,Ground Pass,7.81025,,,Manuel Obafemi Akanji,5549.0,,,,1,Regular Play,Xherdan Shaqiri,3533.0,Right Wing,8,Switzerland,773,"['df48b8d7-4262-4a27-85fa-b4c478463117', 'e05ddaac-d061-4444-bd23-2434030a780f']",1,,,,,,,,,,,,,,,,,Switzerland,773,00:03:01.960,Pass,True
,,,,,,,,,,,,0.853,,,,,,,,,,,,480ed94d-e09d-47fd-963f-0ce210d31272,152,,"[93.0, 13.0]",7550,3,,2.077895,,,Left Foot,,,,"[88.0, 22.0]",,Ground Pass,10.29563,,,Xherdan Shaqiri,3533.0,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Left Center Back,8,Switzerland,773,['ab0d49de-4e26-43d4-9657-47625c41d063'],5,,,,,,,,,,,,,,,,,Switzerland,773,00:03:05.800,Pass,
