50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.44,,,,,,,,,,,24177cde-6d23-45ea-a620-4e044216e8a7,18,,"[47.0, 32.0]",7560,0,,-1.19029,,,Right Foot,,,,"[57.0, 7.0]",,Ground Pass,26.925823,,Jordi Alba Ramos,5211.0,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Spain,772,['65dbe59a-8d2b-4d74-bbe7-eba75f65ba96'],9,,,,,,,,,,,,,,,,,,Spain,772,00:00:09.550,Pass,
,,,,,,,,,,,,,,,0.8,,,,,,,,,,,d63a1e6f-092b-4152-b483-44f402dc0d53,22,,"[58.0, 7.0]",7560,0,,-0.32175055,,,Left Foot,,,,"[67.0, 4.0]",,Ground Pass,9.486833,,Francisco Román Alarcón Suárez,4926.0,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Spain,772,"['03eae7f2-f500-481d-a7db-340df71e92a5', '56bfa3d9-aa01-4524-9b7b-e371944d98ba']",11,,,,,,,,,,,,,,,,,,Spain,772,00:00:11.670,Pass,True
,,,,,,,,,,,,,,,0.88,,,,,,,,,,,80140d48-61c8-46eb-a96b-94115fdf43c9,24,,"[67.0, 4.0]",7560,0,,1.670465,,,Right Foot,,,,"[66.0, 14.0]",,Ground Pass,10.049875,,Andrés Iniesta Luján,5216.0,,,,1,From Kick Off,Francisco Román Alarcón Suárez,4926.0,Left Wing,2,Spain,772,['7996ea31-3e2c-4520-8006-e9cad0ec566d'],12,,,,,,,,,,,,,,,,,,Spain,772,00:00:12.470,Pass,
,,,,,,,,,,,,,,,1.12,,,,,,,,,,,37730b67-1273-4947-872f-e7334b9d9515,28,,"[66.0, 14.0]",7560,0,,-2.3561945,,,Left Foot,,,,"[57.0, 5.0]",,Ground Pass,12.727922,,Jordi Alba Ramos,5211.0,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Midfield,2,Spain,772,"['05408522-e793-42ab-832b-23bfe81fbaf7', '7c41f079-376a-414d-bf77-e6bdac7e1e70']",13,,,,,,,,,,,,,,,,,,Spain,772,00:00:13.390,Pass,True
,,,,,,,,,,,,,,,1.12,,,,,,,,,,,3a74c215-3c3d-4c2a-bfc9-1227156163d0,30,,"[57.0, 5.0]",7560,0,,2.158799,,,Right Foot,,,,"[51.0, 14.0]",,Ground Pass,10.816654,,Sergio Ramos García,5201.0,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Spain,772,['7d592d83-c332-417f-93fa-e300d66a6f4f'],14,,,,,,,,,,,,,,,,,,Spain,772,00:00:14.510,Pass,
,,,,,,,,,,,,,,,1.08,,,,,,,,,,,13fada7c-b9a0-4f92-bc00-7dbfaad77ada,32,,"[51.0, 14.0]",7560,0,,-1.1071488,,,Right Foot,,,,"[55.0, 6.0]",,Ground Pass,8.944272,,Jordi Alba Ramos,5211.0,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Spain,772,['d28dc7e8-b153-45b1-94cb-9fc20a98c87b'],15,,,,,,,,,,,,,,,,,,Spain,772,00:00:15.630,Pass,
,,,,,,,,,,,,,,,1.12,,,,,,,,,,,5a356e8b-281e-4e46-9a16-f632b43af8a3,34,,"[55.0, 6.0]",7560,0,,2.0607536,,,Right Foot,,,,"[47.0, 21.0]",,Ground Pass,17.0,,Sergio Ramos García,5201.0,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Spain,772,['16a1f607-772f-4c89-9479-1ab490adce5d'],16,,,,,,,,,,,,,,,,,,Spain,772,00:00:16.710,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,89cfb106-333d-41f6-be63-1ad4c7c4b9b1,36,,"[47.0, 21.0]",7560,0,,-1.0191413,,,Right Foot,,,,"[55.0, 8.0]",,Ground Pass,15.264338,,Jordi Alba Ramos,5211.0,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Spain,772,['b4e7eb11-d43f-426e-a437-42dff099832f'],17,,,,,,,,,,,,,,,,,,Spain,772,00:00:17.830,Pass,
,,,,,,,,,,,,,,,2.56,,,,,,,,,,,06337e52-d7d7-4442-95f4-7c47c82dba40,39,,"[55.0, 8.0]",7560,0,,1.971037,,,Right Foot,,,,"[44.0, 34.0]",,Ground Pass,28.231188,,Sergio Ramos García,5201.0,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Spain,772,"['08b96dd7-d6f1-43ec-a476-8b9b318848e9', '9df4b144-a904-4a01-b8c7-9882c1a88579']",19,,,,,,,,,,,,,,,,,,Spain,772,00:00:19.030,Pass,True
,,,,,,,,,,,,,,,1.76,,,,,,,,,,,994872d0-5466-4005-a041-0f61b3d79c5f,41,,"[44.0, 34.0]",7560,0,,1.3521274,,,Right Foot,,,,"[50.0, 61.0]",,Ground Pass,27.658634,,Gerard Piqué Bernabéu,5213.0,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Spain,772,['f90af385-6277-483f-b19b-1cfdc4f9d12d'],21,,,,,,,,,,,,,,,,,,Spain,772,00:00:21.590,Pass,
,,,,,,,,,,,,,,,2.28,,,,,,,,,,,273fddde-7856-46af-8fd8-2495b8517ede,44,,"[55.0, 58.0]",7560,0,,-1.5707964,,,Right Foot,,,,"[55.0, 33.0]",,Ground Pass,25.0,,Sergio Ramos García,5201.0,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Spain,772,['0e256233-59e3-4025-bd0a-6f43d4e5593d'],26,,,,,,,,,,,,,,,,,,Spain,772,00:00:26.310,Pass,
,,,,,,,,,,,,,,,1.04,,,,,,,,,,,ea020851-284c-4397-bf68-9f61c05e0eff,47,,"[57.0, 32.0]",7560,0,,-0.5880026,,,Right Foot,,,,"[66.0, 26.0]",,Ground Pass,10.816654,,Andrés Iniesta Luján,5216.0,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Spain,772,['3a79ea4c-da7c-4783-9916-b7a37ff5f62c'],29,,,,,,,,,,,,,,,,,,Spain,772,00:00:29.750,Pass,
,,,,,,,,,,,,,,,1.24,,,,,,,,,,,47186dd4-90f8-4b96-9ff9-26ff728c78d1,50,,"[66.0, 26.0]",7560,0,,3.0648208,,,Right Foot,,,,"[53.0, 27.0]",,Ground Pass,13.038404,,Sergio Ramos García,5201.0,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Midfield,2,Spain,772,"['cd8c6a50-98d6-4123-a041-2e36d7b1cf3b', 'fdbedabf-ebdf-477d-ba70-91784bfbab32']",30,,,,,,,,,,,,,,,,,,Spain,772,00:00:30.790,Pass,True
,,,,,,,,,,,,,,,1.28,,,,,,,,,,,e21b9e43-20c0-489c-827f-ea68277e60a8,53,,"[53.0, 27.0]",7560,0,,-0.18534794,,,Right Foot,,,,"[69.0, 24.0]",,Ground Pass,16.27882,,Diego da Silva Costa,5198.0,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Spain,772,['9280a790-c0af-4e64-8351-882f89337fc4'],33,,,,,,,,,,,,,,,,,,Spain,772,00:00:33.110,Pass,
,,,,,,,,,,,,,,,0.493,,,,,,,,,,,29169be5-8944-4add-afa4-d67a45b60d7a,60,,"[53.0, 61.0]",7560,0,,1.1071488,,,Right Foot,,,,"[54.0, 63.0]",,Ground Pass,2.236068,,Nordin Amrabat,3302.0,,,,1,From Kick Off,Karim El Ahmadi Al Aroos,5236.0,Center Defensive Midfield,2,Spain,772,['fddf4aaa-e185-4ba5-838f-21a435689b3e'],35,,,,,,,,,,,,,,,,,,Morocco,788,00:00:35.710,Pass,
,,,,,,,,,,,,,,,4.56,,,,,,,,,,,3064af15-d5d9-46a8-9696-d5126ee5b2e9,66,,"[59.0, 78.0]",7560,0,,-0.2837941,,,Right Foot,,,,"[107.0, 64.0]",,High Pass,50.0,Incomplete,Khalid Boutaïb,5726.0,,,,1,From Kick Off,Nordin Amrabat,3302.0,Right Midfield,2,Spain,772,"['3f2aec8a-1e5d-4211-b0ea-84eaf5992c4d', '5b6d98e7-1250-4a67-99c2-3bddcd4d0b6b', 'adffc6a7-e58f-4aab-ad0e-cb206db3fa6f']",40,,,,,,,,,,,,,,,,,,Morocco,788,00:00:40.550,Pass,True
,,,,,,,,,,,,,,,2.0,,,,,,,,,,,3f2aec8a-1e5d-4211-b0ea-84eaf5992c4d,68,,"[14.0, 17.0]",7560,0,,2.0736396,,,Right Foot,,,,"[3.0, 37.0]",,Ground Pass,22.825424,,David de Gea Quintana,3333.0,,,Recovery,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Spain,772,"['3064af15-d5d9-46a8-9696-d5126ee5b2e9', 'cb214d50-ba86-43ae-a623-076602c967fb']",45,,,,,,,,,,,,,,,,,,Spain,772,00:00:45.110,Pass,
,,,,,,,,,,,,,,,1.36,,,,,,,,,,,6bb9cd04-d8f0-4795-bdcd-140bb39eacb3,72,,"[4.0, 42.0]",7560,0,,0.28255495,,,Right Foot,,,,"[35.0, 51.0]",,High Pass,32.280025,,David Josué Jiménez Silva,3064.0,,,,1,From Kick Off,David de Gea Quintana,3333.0,Goalkeeper,2,Spain,772,"['2b05a176-39f2-435c-b1d3-834b601feb2b', '4471ba6e-b87a-4944-8b35-c8ccc0348738']",48,,,,,,,,,,,,,,,,,,Spain,772,00:00:48.470,Pass,True
,,,,,,,,,,,,,,,2.4,,,,,,,,,,,a8bc17a3-b5aa-4fe7-9112-7526292ae102,74,,"[35.0, 51.0]",7560,0,,1.5707964,,,Head,,,,"[35.0, 72.0]",,Low Pass,21.0,,Daniel Carvajal Ramos,5721.0,,,,1,From Kick Off,David Josué Jiménez Silva,3064.0,Right Wing,2,Spain,772,['08802e10-9307-4c0c-a3fc-f81b99572d69'],49,,,,,,,,,,,,,,,,,,Spain,772,00:00:49.830,Pass,
,,,,,,,,,,,,,,,0.773,,,,,,,,,,,50aa3728-95e2-432b-b7a1-809ff866587a,82,,"[82.0, 13.0]",7560,0,,-2.3561945,,,Left Foot,,,,"[78.0, 9.0]",,Ground Pass,5.656854,,Achraf Hakimi Mouh,5245.0,,,,1,Regular Play,Hakim Ziyech,5237.0,Left Midfield,3,Morocco,788,['a2fcdbc5-1c72-4eca-8196-bdcf77b361ff'],56,,,,,,,,,,,,,,,,,,Morocco,788,00:00:56.950,Pass,
,,,,,,,,,,,,,,,0.653,,,,,,,,,,,7fabcff2-efc3-4b1f-bcb4-bbeae7eb3946,85,,"[81.0, 9.0]",7560,0,,-0.7086263,,,Right Foot,,,,"[88.0, 3.0]",,Ground Pass,9.219544,,Younès Belhanda,5242.0,,,,1,Regular Play,Achraf Hakimi Mouh,5245.0,Left Back,3,Morocco,788,['9a240b8f-6053-4916-bca9-98530ff5ec7c'],58,,,,,,,,,,,,,,,,,,Morocco,788,00:00:58.510,Pass,
,,,,,,,,,,,,,,,0.773,,,,,,,,,,,98363de0-60be-4b5d-88d4-dfbe7a3aa50f,89,,"[89.0, 3.0]",7560,1,,1.5707964,,,Right Foot,,,,"[89.0, 13.0]",,Ground Pass,10.0,,Hakim Ziyech,5237.0,,,,1,Regular Play,Younès Belhanda,5242.0,Left Center Midfield,3,Morocco,788,"['3dce58e0-c2ed-4bff-aa57-33bbfb671c19', 'f82f0c6f-ade2-4e4d-a47e-38139a173983']",0,,,,,,,,,,,,,,,,,,Morocco,788,00:01:00.190,Pass,True
,,,,,,,,,,,,,,,1.32,,,,,,,,,,,aded87d7-f9da-45d8-8d8c-ac00149ec98d,91,,"[90.0, 14.0]",7560,1,,-0.7853982,,,Left Foot,,,,"[99.0, 5.0]",,Ground Pass,12.727922,,Achraf Hakimi Mouh,5245.0,,,,1,Regular Play,Hakim Ziyech,5237.0,Left Midfield,3,Morocco,788,['a5013e51-de9c-4b58-b24b-134661d3bc3a'],0,,,,,,,,,,,,,,,,,,Morocco,788,00:01:00.963,Pass,
,,,,,,,,,,,,,,,2.813,,,,,,,,,,,1917d74f-32b9-4b6e-81b6-ffe5945ff348,98,,"[113.0, 11.0]",7560,1,,1.3677511,,,Left Foot,True,,,"[120.0, 45.0]",,High Pass,34.713108,Out,,,,,,1,Regular Play,Achraf Hakimi Mouh,5245.0,Left Back,3,Morocco,788,['3efe3752-1d43-41b5-891c-93301f414f32'],5,,,,,,,,,,,,,,,,,,Morocco,788,00:01:05.190,Pass,True
,,,,,,,,,,,,,,,2.52,,,,,,,,,,,b8ffa55f-ccf9-4527-96c9-61c65bd5e322,99,,"[4.0, 37.0]",7560,1,,1.3876855,,,Right Foot,,,,"[9.0, 64.0]",,Ground Pass,27.45906,,Gerard Piqué Bernabéu,5213.0,,,Goal Kick,1,From Goal Kick,David de Gea Quintana,3333.0,Goalkeeper,4,Spain,772,['eb6e7bd1-4181-4cf4-b90d-cb50dfb9efe6'],16,,,,,,,,,,,,,,,,,,Spain,772,00:01:16.350,Pass,
,,,,,,,,,,,,,,,1.52,,,,,,,,,,,7f666c13-f213-4f4e-be25-ea9b061dbc02,102,,"[29.0, 59.0]",7560,1,,0.9453113,,,Left Foot,,,,"[42.0, 77.0]",,Ground Pass,22.203604,,Daniel Carvajal Ramos,5721.0,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Spain,772,['8db580b7-b7a7-4918-8650-09f19c0a3ca4'],24,,,,,,,,,,,,,,,,,,Spain,772,00:01:24.430,Pass,
,,,,,,,,,,,,,,,1.24,,,,,,,,,,,4ed03ead-bf99-4f16-a512-8fbfdc494957,105,,"[45.0, 76.0]",7560,1,,-1.7234457,,,Right Foot,,,,"[43.0, 63.0]",,Ground Pass,13.152946,,Thiago Alcântara do Nascimento,5208.0,,,,1,From Goal Kick,Daniel Carvajal Ramos,5721.0,Right Back,4,Spain,772,['02f60871-9565-4d2f-93bd-682da362a6c2'],27,,,,,,,,,,,,,,,,,,Spain,772,00:01:27.590,Pass,
,,,,,,,,,,,,,,,2.04,,,,,,,,,,,dce55796-ec7a-433e-bf8c-89eb5eead7ac,109,,"[41.0, 63.0]",7560,1,,-1.9195673,,,Right Foot,,,,"[29.0, 30.0]",,Ground Pass,35.1141,,Sergio Ramos García,5201.0,,,,1,From Goal Kick,Thiago Alcântara do Nascimento,5208.0,Right Midfield,4,Spain,772,"['419c0868-b083-4bd6-b656-016f9a3efca6', '6f721798-2ff0-4c6c-af15-57be42a7b214']",29,,,,,,,,,,,,,,,,,,Spain,772,00:01:29.590,Pass,True
,,,,,,,,,,,,,,,1.12,,,,,,,,,,,201369b6-f001-440c-8455-fce0344a581e,112,,"[62.0, 22.0]",7560,1,,-0.81241864,,,Right Foot,,,,"[80.0, 3.0]",,Ground Pass,26.172504,,Francisco Román Alarcón Suárez,4926.0,,,,1,From Goal Kick,Sergio Ramos García,5201.0,Left Center Back,4,Spain,772,['357511fa-86bf-40d5-9ce9-28961076b2d0'],37,,,,,,,,,,,,,,,,,,Spain,772,00:01:37.390,Pass,
,,,,,,,,,,,,,,,0.72,,,,,,,,,,,a6004a78-d256-4bf1-8a58-29e3f1675024,116,,"[78.0, 3.0]",7560,1,,-3.0584514,,,Right Foot,,,,"[66.0, 2.0]",,Ground Pass,12.0415945,,Jordi Alba Ramos,5211.0,,,,1,From Goal Kick,Francisco Román Alarcón Suárez,4926.0,Left Wing,4,Spain,772,"['5339450c-94e7-40b0-8143-6e6485c17b3c', '69253024-5f85-4644-8cca-8a60bab7156f']",39,,,,,,,,,,,,,,,,,,Spain,772,00:01:39.070,Pass,True
,,,,,,,,,,,,,,,1.0,,,,,,,,,,,7ff1d5a4-331c-4a11-ac18-0d1710bc3a19,120,,"[66.0, 2.0]",7560,1,,0.7853982,,,Left Foot,,,,"[74.0, 10.0]",,Low Pass,11.313708,Incomplete,Andrés Iniesta Luján,5216.0,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,4,Spain,772,"['0de40a1e-f755-4f3c-a6ce-b9ed303ccb79', 'b3c948b5-c00f-4111-b026-f7426b83841e', 'c4fddb37-c75f-4da4-b159-d6998d717bdd']",40,,,,,,,,,,,,,,,,,,Spain,772,00:01:40.510,Pass,True
,,,,,,,,,,,,,,,1.773,,,,,,,,,,,0de40a1e-f755-4f3c-a6ce-b9ed303ccb79,122,,"[47.0, 71.0]",7560,1,,-0.6857295,,,Right Foot,,,,"[58.0, 62.0]",,Ground Pass,14.21267,,Khalid Boutaïb,5726.0,,,Recovery,1,Regular Play,Karim El Ahmadi Al Aroos,5236.0,Center Defensive Midfield,5,Morocco,788,"['7fda6d31-98d7-46e3-be87-cb12a49f852e', '7ff1d5a4-331c-4a11-ac18-0d1710bc3a19']",41,,,,,,,,,,,,,,,,,,Morocco,788,00:01:41.510,Pass,
,,,,,,,,,,,,,,,1.76,,,,,,,,,,,00827af8-1c95-4602-8710-cd8c406ea283,125,,"[59.0, 64.0]",7560,1,,0.6889244,,,Right Foot,,,,"[76.0, 78.0]",,Ground Pass,22.022715,,Nordin Amrabat,3302.0,,,,1,Regular Play,Khalid Boutaïb,5726.0,Center Forward,5,Morocco,788,"['75af728d-df28-4e0c-a32f-435d0921e973', '8b172a26-61a7-42f2-91e4-cc694b9b1dc6']",43,,,,,,,,,,,,,,,,,,Morocco,788,00:01:43.283,Pass,True
,,,,,,,,,,,,,,,2.36,,,,,,,,,,,6d25a8fe-7958-49d2-a24f-db38f5fae14d,135,,"[22.0, 2.0]",7560,1,,2.3961732,,,Right Foot,,,,"[9.0, 14.0]",,Ground Pass,17.691807,,Jordi Alba Ramos,5211.0,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Left Wing,6,Spain,772,"['521466a9-c453-4be5-8606-570fca55d158', 'af747017-f3c2-48e7-8ebf-da5a39095a82']",53,,,,,,,,,,,,,,,,,,Spain,772,00:01:53.830,Pass,True
,,,,,,,,,,,,,,,0.88,,,,,,,,,,,54f04b07-c236-4066-b769-06cfc61a2b5e,138,,"[9.0, 14.0]",7560,1,,0.5880026,,,Right Foot,,,,"[18.0, 20.0]",,Ground Pass,10.816654,,Sergio Busquets i Burgos,5203.0,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,6,Spain,772,['14adaf79-4b09-4f70-87f0-05856b83423f'],56,,,,,,,,,,,,,,,,,,Spain,772,00:01:56.230,Pass,
