50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.0,,,,,,,,,,,,,0d142943-a546-476e-a24b-cc054dcf0397,19,,,"[33.0, 10.0]",7551,0,,,-2.6135182,,,Right Foot,,,,"[21.0, 3.0]",,Ground Pass,13.892444,,Jonas Hector,6040.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,3,Germany,770,['24ecb92d-9cc8-4710-9e9f-a5c726643c5d'],7,,,,,,,,,,,,,,,,,,Germany,770,00:00:07.073,Pass,
,,,,,,,,,,,,0.8,,,,,,,,,,,,,6cff8f60-ae4f-4c90-9b42-ea504e0f3608,23,,,"[21.0, 5.0]",7551,0,,,2.4468544,,,Left Foot,,,,"[15.0, 10.0]",,Ground Pass,7.81025,,Antonio Rüdiger,3167.0,,,,,,1,Regular Play,Jonas Hector,6040.0,Left Back,3,Germany,770,"['2386f0d9-9074-45e2-8188-c18d23ad70a4', 'c49e68d1-754e-414e-aab3-008c7d2791c0']",9,,,,,,,,,,,,,,,,,,Germany,770,00:00:09.073,Pass,True
,,,,,,,,,,,,1.4,,,,,,,,,,,,,9d7cf655-c289-4a14-a814-1a48cffceebe,26,,,"[13.0, 13.0]",7551,0,,,1.4640607,,,Right Foot,,,,"[16.0, 41.0]",,Ground Pass,28.160255,,Jérôme Boateng,5578.0,,,,,,1,Regular Play,Antonio Rüdiger,3167.0,Left Center Back,3,Germany,770,['3a4aaadc-e3f5-494e-8d36-06869e009297'],11,,,,,,,,,,,,,,,,,,Germany,770,00:00:11.273,Pass,
,,,,,,,,,,,,1.519,,,,,,,,,,,,,2e6789da-99e4-4c88-b93e-d04be1a1ec06,29,,,"[16.0, 51.0]",7551,0,,,0.98279375,,,Right Foot,,,,"[28.0, 69.0]",,Ground Pass,21.633308,,Joshua Kimmich,5579.0,,,,,,1,Regular Play,Jérôme Boateng,5578.0,Right Center Back,3,Germany,770,['9ccdb121-cb5b-4e29-8290-1f55e0b4ed99'],14,,,,,,,,,,,,,,,,,,Germany,770,00:00:14.633,Pass,
,,,,,,,,,,,,0.8,,,,,,,,,,,,,ac87ca4d-886b-4c90-a18c-1b7d5ace25bd,32,,,"[28.0, 69.0]",7551,0,,,-1.6373645,,,Right Foot,,,,"[27.0, 54.0]",,Ground Pass,15.033297,,Jérôme Boateng,5578.0,,,,,,1,Regular Play,Joshua Kimmich,5579.0,Right Back,3,Germany,770,['94f9db74-a910-4f9e-b224-443bd6d36ea5'],16,,,,,,,,,,,,,,,,,,Germany,770,00:00:16.393,Pass,
,,,,,,,,,,,,1.921,,,,,,,,,,,,,5c111ff7-d123-4575-8a0b-fb47185c18b1,35,,,"[40.0, 56.0]",7551,0,,,-1.5707964,,,Right Foot,,,,"[40.0, 16.0]",,Ground Pass,40.0,,Toni Kroos,5574.0,,True,,,,1,Regular Play,Jérôme Boateng,5578.0,Right Center Back,3,Germany,770,['8d54340c-e89d-4fb8-896e-43965c28804e'],20,,,,,,,,,,,,,,,,,,Germany,770,00:00:20.113,Pass,
,,,,,,,,,,,,0.8,,,,,,,,,,,,,2bec3e4b-b033-4ff5-84c2-1dc2ea913a6b,38,,,"[56.0, 17.0]",7551,0,,,0.4636476,,,Right Foot,,,,"[64.0, 21.0]",,Ground Pass,8.944272,,Sebastian Rudy,6039.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,3,Germany,770,['81a5e007-2ce6-423e-b005-46d2b5701aa1'],25,,,,,,,,,,,,,,,,,,Germany,770,00:00:25.673,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,,411831ab-e08b-48b1-b795-641098b726dc,41,,,"[62.0, 21.0]",7551,0,,,2.7291822,,,Right Foot,,,,"[46.0, 28.0]",,Ground Pass,17.464249,,Antonio Rüdiger,3167.0,,,,,,1,Regular Play,Sebastian Rudy,6039.0,Right Defensive Midfield,3,Germany,770,['d1c043c1-e215-47db-87e3-48405a4464fe'],27,,,,,,,,,,,,,,,,,,Germany,770,00:00:27.393,Pass,
,,,,,,,,,,,,1.44,,,,,,,,,,,,,f33d5508-6651-481a-ad18-3b46790f53e4,44,,,"[46.0, 37.0]",7551,0,,,1.1071488,,,Right Foot,,,,"[56.0, 57.0]",,Ground Pass,22.36068,,Jérôme Boateng,5578.0,,,,,,1,Regular Play,Antonio Rüdiger,3167.0,Left Center Back,3,Germany,770,['ccb776f9-62e2-4d2a-9a0f-1e296e5cece4'],29,,,,,,,,,,,,,,,,,,Germany,770,00:00:29.993,Pass,
,,,,,,,,,,,,2.119,,,,,,,,,,,,,e872a343-af30-435d-b7fc-81dcfa9870c1,47,,,"[75.0, 63.0]",7551,0,,,-1.3439975,,,Right Foot,,,,"[87.0, 11.0]",,High Pass,53.366657,,Jonas Hector,6040.0,,True,,,,1,Regular Play,Jérôme Boateng,5578.0,Right Center Back,3,Germany,770,['7ffa7a9f-f674-4036-816e-610ebd651219'],35,,,,,,,,,,,,,,,,,,Germany,770,00:00:35.393,Pass,
,,,,,,,,,,,,1.16,,,,,,,,,,,,,d61bfa89-e4b3-4c08-8ea6-73cc966d9ab3,50,,,"[94.0, 10.0]",7551,0,,,2.4980915,,,Left Foot,,,,"[86.0, 16.0]",,Ground Pass,10.0,,Toni Kroos,5574.0,,,,,,1,Regular Play,Jonas Hector,6040.0,Left Back,3,Germany,770,['7522c609-8312-4977-b451-b9881ed1f7d7'],39,,,,,,,,,,,,,,,,,,Germany,770,00:00:39.953,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,,9eacae61-634a-4e8f-b7de-f9571ae74d13,53,,,"[89.0, 18.0]",7551,0,,,-0.8960554,,,Right Foot,,,,"[101.0, 3.0]",,Ground Pass,19.209373,,Julian Draxler,3186.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,3,Germany,770,['4e2b7d47-214d-44c7-9e01-8fed9a81a516'],42,,,,,,,,,,,,,,,,,,Germany,770,00:00:42.393,Pass,
,,,,,,,,,,,,0.72,,,,,,,,,,,,,7377045c-d1b1-4c9a-be3b-ada8327f147b,57,,,"[99.0, 4.0]",7551,0,,,2.226492,,,Right Foot,,,,"[89.0, 17.0]",,Ground Pass,16.40122,,Toni Kroos,5574.0,,,,,,1,Regular Play,Julian Draxler,3186.0,Left Wing,3,Germany,770,['da10e7b4-73a4-42b9-bc54-9969617a02b0'],44,,,,,,,,,,,,,,,,,,Germany,770,00:00:44.993,Pass,
,,,,,,,,,,,,1.08,,,,,,,,,,,,,09ced400-7eb6-4b93-9993-6fd61d48536f,59,,,"[89.0, 17.0]",7551,0,,,-0.5880026,,,Right Foot,,,,"[98.0, 11.0]",,Ground Pass,10.816654,,Marco Reus,5559.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,3,Germany,770,['6397758c-6265-4bad-a7a8-16deff134510'],45,,,,,,,,,,,,,,,,,,Germany,770,00:00:45.713,Pass,
,,,,,,,,,,,,0.8,,,,,,,,,,,,,14f3108a-54b1-43f1-9cf9-589dc23e4ea1,62,,,"[98.0, 11.0]",7551,0,,,3.1415927,,,Left Foot,,,,"[85.0, 11.0]",,Ground Pass,13.0,,Toni Kroos,5574.0,,,,,,1,Regular Play,Marco Reus,5559.0,Center Attacking Midfield,3,Germany,770,['07c8cdf1-ce20-43e4-b6c1-158a63e4d9b4'],46,,,,,,,,,,,,,,,,,,Germany,770,00:00:46.953,Pass,
,,,,,,,,,,,,1.039,,,,,,,,,,,,,d1295f36-3cb1-42fc-98d1-d2cc13166c6b,65,,,"[87.0, 15.0]",7551,0,,,-0.7086263,,,Right Foot,,,,"[101.0, 3.0]",,Ground Pass,18.439089,,Thomas Müller,5562.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,3,Germany,770,['66ad767f-ecc8-4bd7-9c80-098f4faa1e49'],49,,,,,,,,,,,,,,,,,,Germany,770,00:00:49.353,Pass,
,,,,,,,,,,,,3.88,,,,,,,,,,,,,fc569d1b-a92e-455c-9201-2d8845bf4ec0,69,,,"[115.0, 5.0]",7551,0,,,1.6247978,,,Left Foot,True,,,"[111.0, 79.0]",,High Pass,74.10803,Out,Timo Werner,5557.0,,True,,,,1,Regular Play,Thomas Müller,5562.0,Right Wing,3,Germany,770,"['39a29b76-3c0a-4554-bf9b-524d356e17f3', 'c51091db-c2f1-43a0-99ec-b4a37d841176']",52,,,,,,,,,,,,,,,,,,Germany,770,00:00:52.433,Pass,True
,,,,,,,,,,,,1.933,,,,,,,,,,,,,c5d4dea7-2fe5-48e4-86e7-2f554b6bc8bd,71,,,"[18.0, 1.0]",7551,1,,,0.20749623,,,,,,,"[37.0, 5.0]",,High Pass,19.416489,Incomplete,Albin Ekdal,5624.0,,,,,Throw-in,1,From Throw In,Ludwig Augustinsson,5621.0,Left Back,4,Sweden,790,"['7d3e65c8-812c-49a6-bc4c-8aa971529e6a', 'be0d58b9-c096-47af-bb95-6f55ca0d5332']",18,,,,,,,,,,,,,,,,,,Sweden,790,00:01:18.340,Pass,
,,,,,,,,,,,,0.68,,,,,,,,,,,,,be0d58b9-c096-47af-bb95-6f55ca0d5332,73,,,"[84.0, 76.0]",7551,1,,,-1.7506498,,,Head,,,,"[82.0, 65.0]",,High Pass,11.18034,,Marco Reus,5559.0,,,,,Recovery,1,Regular Play,Sebastian Rudy,6039.0,Right Defensive Midfield,5,Germany,770,"['b6e42b50-0b01-455e-b0e6-87ca17c8a2c6', 'c5d4dea7-2fe5-48e4-86e7-2f554b6bc8bd']",20,,,,,,,,,,,,,,,,,,Germany,770,00:01:20.273,Pass,
,,,,,,,,,,,,0.76,,,,,,,,,,,,,8cdbd1e2-4c66-44d0-a0b9-fbbc31e4d763,75,,,"[82.0, 67.0]",7551,1,,,-1.0040671,,,Head,,,,"[89.0, 56.0]",,High Pass,13.038404,,Timo Werner,5557.0,,,,,,1,Regular Play,Marco Reus,5559.0,Center Attacking Midfield,5,Germany,770,['34415b99-e9c5-438d-80bd-f23b5fcf556e'],21,,,,,,,,,,,,,,,,,,Germany,770,00:01:21.073,Pass,
,,,,,,,,,,,,0.6,,,,,,,,,,,,,8eed8d50-a69a-462b-8b73-09183d8d0f2d,78,,,"[88.0, 54.0]",7551,1,,,-2.9996955,,,Right Foot,,,,"[81.0, 53.0]",,Ground Pass,7.071068,,Marco Reus,5559.0,,,,,,1,Regular Play,Timo Werner,5557.0,Center Forward,5,Germany,770,['5944a5b6-e025-4865-8e04-04fba953354f'],22,,,,,,,,,,,,,,,,,,Germany,770,00:01:22.233,Pass,
,,,,,,,,,,,,1.12,,,,,,,,,,,,,5419a459-c635-4aee-b371-22a251c2010a,82,,,"[81.0, 49.0]",7551,1,,,-2.8753407,,,Right Foot,,,,"[70.0, 46.0]",,Ground Pass,11.401754,,Toni Kroos,5574.0,,,,,,1,Regular Play,Marco Reus,5559.0,Center Attacking Midfield,5,Germany,770,['30b1dbcd-dda7-4621-bbb9-9bc93661c03c'],24,,,,,,,,,,,,,,,,,,Germany,770,00:01:24.033,Pass,
,,,,,,,,,,,,0.88,,,,,,,,,,,,,4a0a8b5b-5489-4d9f-883e-429caf06e92d,86,,,"[69.0, 47.0]",7551,1,,,2.3561945,,,Right Foot,,,,"[62.0, 54.0]",,Ground Pass,9.899495,,Antonio Rüdiger,3167.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,5,Germany,770,['dadab571-6dec-4529-8708-16f702db45cc'],25,,,,,,,,,,,,,,,,,,Germany,770,00:01:25.353,Pass,
,,,,,,,,,,,,1.08,,,,,,,,,,,,,1fba65e3-670c-4b49-a3d7-38717d2782b2,89,,,"[57.0, 54.0]",7551,1,,,1.2490457,,,Right Foot,,,,"[61.0, 66.0]",,Ground Pass,12.649111,,Jérôme Boateng,5578.0,,,,,,1,Regular Play,Antonio Rüdiger,3167.0,Left Center Back,5,Germany,770,['8d1c9d24-3653-4a25-b9ee-ede298866a71'],27,,,,,,,,,,,,,,,,,,Germany,770,00:01:27.313,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,,4ab2b316-c929-4f1e-b39f-4d18420dd7bb,92,,,"[64.0, 71.0]",7551,1,,,0.28605145,,,Right Foot,,,,"[81.0, 76.0]",,Ground Pass,17.720045,,Joshua Kimmich,5579.0,,,,,,1,Regular Play,Jérôme Boateng,5578.0,Right Center Back,5,Germany,770,['723e77cf-f131-4ad1-b613-b41885c91ee1'],29,,,,,,,,,,,,,,,,,,Germany,770,00:01:29.993,Pass,
,,,,,,,,,,,,0.8,,,,,,,,,,,,,84dfc09d-67e0-4b81-8bfa-dbd62734e309,96,,,"[80.0, 76.0]",7551,1,,,-3.009041,,,Right Foot,,,,"[65.0, 74.0]",,Ground Pass,15.132746,,Jérôme Boateng,5578.0,,,,,,1,Regular Play,Joshua Kimmich,5579.0,Right Back,5,Germany,770,"['8bb63e79-7f57-4625-80d0-b43a2541af24', 'f108efa2-3c3d-43d3-86db-1bb324d7fd07']",32,,,,,,,,,,,,,,,,,,Germany,770,00:01:32.873,Pass,True
,,,,,,,,,,,,2.387,,,,,,,,,,,,,ecc85e6e-c302-43dd-9d90-c087c73e0cb2,99,,,"[67.0, 76.0]",7551,1,,,-0.84704834,,,Right Foot,,,,"[105.0, 33.0]",,High Pass,57.384666,Incomplete,Marco Reus,5559.0,,True,,,,1,Regular Play,Jérôme Boateng,5578.0,Right Center Back,5,Germany,770,"['ba8902c7-01d5-4ae3-9b50-bf1a98d425f1', 'ee26baff-da39-49fd-bb6a-23cf954c7f56']",35,,,,,,,,,,,,,,,,,,Germany,770,00:01:35.433,Pass,
,,,,,,,,,,,,0.72,,,,,,,,,,,,,541ab280-a170-48b1-87c8-388c7a72e510,104,,,"[107.0, 8.0]",7551,1,,,2.4037776,,,Left Foot,,,,"[96.0, 18.0]",,Ground Pass,14.866069,,Julian Draxler,3186.0,,,,,,1,Regular Play,Jonas Hector,6040.0,Left Back,5,Germany,770,['9a30c4a1-de9b-4536-a1fe-be948f6c850f'],41,,,,,,,,,,,,,,,,,,Germany,770,00:01:41.793,Pass,
,,,,,,,,,,,,1.8,,,,,,,,,,,,,348be07e-3334-4f09-80d4-fc1560d31cab,107,,,"[93.0, 19.0]",7551,1,,,1.5220544,,,Right Foot,,,,"[95.0, 60.0]",,Ground Pass,41.04875,,Joshua Kimmich,5579.0,,True,,,,1,Regular Play,Julian Draxler,3186.0,Left Wing,5,Germany,770,['cbcb6218-a2f8-48c0-a9b3-a05edd58d0f8'],44,,,,,,,,,,,,,,,,,,Germany,770,00:01:44.193,Pass,
,,,,,,,,,,,,1.24,,,,,,,,,,,,,76b046d8-0ffc-4271-bb4c-8f67ab287e8b,110,,,"[101.0, 67.0]",7551,1,,,-2.4756234,,,Right Foot,,,,"[87.0, 56.0]",,Ground Pass,17.804493,,Jérôme Boateng,5578.0,,,,,,1,Regular Play,Joshua Kimmich,5579.0,Right Back,5,Germany,770,['b138769e-e008-4979-b802-f4f4e98ead22'],49,,,,,,,,,,,,,,,,,,Germany,770,00:01:49.073,Pass,
,,,,,,,,,,,,1.16,,,,,,,,,,,,,19eade91-3062-4d0d-bd0d-f9b0e052d0ef,114,,,"[87.0, 56.0]",7551,1,,,0.81241864,,,Left Foot,,,,"[105.0, 75.0]",,Ground Pass,26.172504,,Joshua Kimmich,5579.0,,,,,,1,Regular Play,Jérôme Boateng,5578.0,Right Center Back,5,Germany,770,['ef81dc48-6507-4952-bc14-930d5d13d19d'],51,,,,,,,,,,,,,,,,,,Germany,770,00:01:51.393,Pass,
,,,,,,,,,,,,0.387,,,,,,,,,,,,,ef22eb84-2840-4593-9f42-a49ebb22df5e,118,,,"[111.0, 76.0]",7551,1,,,-1.3370532,,,Right Foot,,,,"[116.0, 55.0]",,High Pass,21.587032,Incomplete,Thomas Müller,5562.0,,,,,,1,Regular Play,Joshua Kimmich,5579.0,Right Back,5,Germany,770,"['9fd97f27-afde-403a-92b1-c0a209756486', 'dc9ec3a6-e58e-4d90-9bed-81dcf31e1f21', 'e779a4bc-ae66-4411-83c2-c86e4e61982a']",54,,,,,,,,,,,,,,,,,,Germany,770,00:01:54.393,Pass,True
,,,,,,,,,,,,0.507,,,,,,,,,,,,,7df10e16-923c-4b1e-8277-a1d5f8362bac,123,,,"[118.0, 52.0]",7551,1,,,-1.8925469,,,Right Foot,True,,,"[116.0, 46.0]",,Ground Pass,6.3245554,Incomplete,Julian Draxler,3186.0,,,,,,1,Regular Play,Timo Werner,5557.0,Center Forward,5,Germany,770,"['643223b9-c22f-435e-9863-17d86152239a', 'd4aa872a-c2d6-4584-804a-b44cdac57b70']",58,,,,,,,,,,,,,,,,,,Germany,770,00:01:58.153,Pass,
,,,,,,,,,,,,0.747,,,,,,,,,,,,,66e0d226-0117-46e0-a1ad-736e9f3ef53b,126,,,"[118.0, 52.0]",7551,1,,,-2.0344439,4931a3e2-0f5f-4662-8797-db4366848c6d,,Head,True,,,"[113.0, 42.0]",,High Pass,11.18034,,Julian Draxler,3186.0,True,,,,Recovery,1,Regular Play,Timo Werner,5557.0,Center Forward,5,Germany,770,['fd39ab05-aa04-4667-b787-885729101e1c'],59,,,,,,,,,,,,,,,,,,Germany,770,00:01:59.473,Pass,
,,,,,,,,,,,,0.187,,,,,,,,,,,,,b3b618a7-1864-4ad0-82fa-e122526ac90f,132,,,"[115.0, 26.0]",7551,2,,,3.1415927,,,Right Foot,,True,,"[112.0, 26.0]",,Ground Pass,3.0,Incomplete,,,,,,,Recovery,1,Regular Play,Marco Reus,5559.0,Center Attacking Midfield,5,Germany,770,['58c9ec52-5bf7-4b3a-a60c-73f8b564d1cd'],2,,,,,,,,,,,,,,,,,,Germany,770,00:02:02.873,Pass,
,,,,,,,,,,,,1.88,,,,,,,,,,,,,01904c49-19c0-409b-9dfa-2d72c069e0b5,135,,,"[110.0, 5.0]",7551,2,,,2.6311042,,,Right Foot,,,,"[85.0, 19.0]",,Ground Pass,28.653097,,Julian Draxler,3186.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,6,Germany,770,['a352dcc0-2fb8-4ac9-9533-b6c663cbb200'],15,,,,,,,,,,,,,,,,,,Germany,770,00:02:15.553,Pass,
