ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.0,,,,,,,,,,,,,4a44199a-3111-4e28-b567-9c1393e68dff,1,,,,8658,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France,771,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",France,771,00:00:00.000,Starting XI,
,,,,,,,,,,1.412,,,,,,,,,,,,,2137ed27-042c-4d73-877c-75d04406617c,2,,,,8658,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France,771,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 4}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Croatia,785,00:00:00.000,Starting XI,
,,,,,,,,,,0.0,,,,,,,,,,,,,531c8cbd-7a3e-4e46-91c1-549a98c27bcb,3,,,,8658,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France,771,['9b9060d4-13a5-4a44-aafa-2221ed10a8bc'],0,,,,,,,,,,,,,,,,,France,771,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,,,9b9060d4-13a5-4a44-aafa-2221ed10a8bc,4,,,,8658,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France,771,['531c8cbd-7a3e-4e46-91c1-549a98c27bcb'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,,,222f623b-cc3b-4a58-932e-7ca094be47cc,1333,,,,8658,45,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,91,France,771,['b024cda0-5ab7-479c-a70e-1b8c6f7a9d6d'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,,,b024cda0-5ab7-479c-a70e-1b8c6f7a9d6d,1334,,,,8658,45,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,91,France,771,['222f623b-cc3b-4a58-932e-7ca094be47cc'],0,,,,,,,,,,,,,,,,,France,771,00:00:00.000,Half Start,
,,,,,,,,,,1.159,,,,,,,,,,,,,6d7450f7-2590-4b04-a2ae-9ed11602e342,5,,,"[61.0, 41.0]",8658,0,,3.050933,,,Right Foot,,,,"[50.0, 42.0]",,Ground Pass,11.045361,,Marcelo Brozović,5469.0,,,Kick Off,1,From Kick Off,Mario Mandžukić,5472.0,Center Forward,2,Croatia,785,['3e17cab8-367e-47bb-b942-1d7a0b6f8ae5'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.400,Pass,
,,,,,,,,,,0.773,,,,,,,,,,,,,d304b712-3d28-4117-aeaf-11c15a36587c,8,,,"[49.0, 41.0]",8658,0,,2.0344439,,,Right Foot,,,,"[44.0, 51.0]",,Ground Pass,11.18034,,Luka Modrić,5463.0,,,,1,From Kick Off,Marcelo Brozović,5469.0,Center Defensive Midfield,2,Croatia,785,['be4fa841-3347-442b-aa56-c9cb52b9da6b'],2,,,,,,,,,,,,,,,,,Croatia,785,00:00:02.347,Pass,
,,,,,,,,,,1.253,,,,,,,,,,,,,a29c5a6c-6b85-409e-a43b-03f2d6bd3bf2,12,,,"[43.0, 56.0]",8658,0,,1.6142472,,,Right Foot,,,,"[42.0, 79.0]",,Ground Pass,23.021729,,Šime Vrsaljko,5461.0,,,,1,From Kick Off,Luka Modrić,5463.0,Right Center Midfield,2,Croatia,785,['c1a01f09-fa7b-4f88-9f94-4fb3753f68c0'],3,,,,,,,,,,,,,,,,,Croatia,785,00:00:03.947,Pass,
,,,,,,,,,,2.667,,,,,,,,,,,,,f763b318-a8a2-407f-a6c5-6b5fa9de3989,16,,,"[38.0, 78.0]",8658,0,,-2.3386524,,,Right Foot,,,,"[10.0, 49.0]",,Ground Pass,40.311287,,Danijel Subašić,3444.0,,,,1,From Kick Off,Šime Vrsaljko,5461.0,Right Back,2,Croatia,785,"['33f3ffd6-a353-437c-b21d-7cd2bcdf2adf', 'ec4dd78b-8aa7-4c7e-8254-41655ab65aae']",6,,,,,,,,,,,,,,,,,Croatia,785,00:00:06.240,Pass,True
