50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.0,,,,,,,,,,,,eaafce7a-4d2e-413d-a130-b7d0ed776c08,1,,,7525,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Russia,796,,0,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5193, 'name': 'Yuri Zhirkov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 5181, 'name': 'Yury Gazinskiy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 5180, 'name': 'Alan Dzagoev'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 5194, 'name': 'Fyodor Smolov'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Russia,796,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,,,31e8e94e-3979-440b-9cab-671168243d47,2,,,7525,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Russia,796,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 5189, 'name': 'Abdullah Ibrahim Al Maiouf'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5191, 'name': 'Mohammed Al Burayk'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 5184, 'name': 'Osama Abdulrezag Hawsawi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5197, 'name': 'Omar Ibrahim Omar Othman Hawsawi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5183, 'name': 'Yasir Gharsan Al Shahrani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 5173, 'name': 'Abdullah Ibrahim Otayf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5192, 'name': 'Yehya Sulaiman Ali Al-Shehri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 5185, 'name': 'Taisir Jabir Al Jassim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 5178, 'name': 'Salman Mohammed Al Faraj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5187, 'name': 'Salem Mohammed Al Dawsari'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 5196, 'name': 'Mohammad Ibrahim Al Sahlawi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Saudi Arabia,799,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,,,,,e210ba65-e6db-4275-8530-907263829415,3,,,7525,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Russia,796,['e91e3391-9bf0-49da-8aab-1711bd3e098d'],0,,,,,,,,,,,,,,,,Saudi Arabia,799,00:00:00.000,Half Start,
,,,,,,,,,,,,8.653,,,,,,,,,,,,e91e3391-9bf0-49da-8aab-1711bd3e098d,4,,,7525,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Russia,796,['e210ba65-e6db-4275-8530-907263829415'],0,,,,,,,,,,,,,,,,Russia,796,00:00:00.000,Half Start,
,,,,,,,,,,,,9.12,,,,,,,,,,,,db4959be-16e1-4627-9474-6c730d2f5827,1652,,,7525,45,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Russia,796,['b298e73f-f505-4399-9b2a-dc28b20c9c31'],0,,,,,,,,,,,,,,,,Russia,796,00:00:00.000,Half Start,
,,,,,,,,,,,,9.653,,,,,,,,,,,,b298e73f-f505-4399-9b2a-dc28b20c9c31,1653,,,7525,45,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Russia,796,['db4959be-16e1-4627-9474-6c730d2f5827'],0,,,,,,,,,,,,,,,,Saudi Arabia,799,00:00:00.000,Half Start,
,,,,,,,,,,,,1.12,,,,,,,,,,,,e23943da-dc40-49f3-a7a0-e269288098c3,5,,"[61.0, 40.0]",7525,0,,-3.1031501,,,Right Foot,,,,"[35.0, 39.0]",,Ground Pass,26.019224,,Abdullah Ibrahim Otayf,5173.0,,,Kick Off,1,From Kick Off,Mohammad Ibrahim Al Sahlawi,5196.0,Center Forward,2,Saudi Arabia,799,['de1e1e63-e8ca-4a19-97a6-10f018e79d2e'],0,,,,,,,,,,,,,,,,Saudi Arabia,799,00:00:00.612,Pass,
,,,,,,,,,,,,2.96,,,,,,,,,,,,c4ba0e20-8090-4285-945e-e2f9d136ae21,8,,"[36.0, 40.0]",7525,0,,-0.41822433,,,Right Foot,,,,"[90.0, 16.0]",,High Pass,59.093147,Incomplete,Yasir Gharsan Al Shahrani,5183.0,,,,1,From Kick Off,Abdullah Ibrahim Otayf,5173.0,Center Defensive Midfield,2,Saudi Arabia,799,"['576d4649-3b45-4de2-b9f7-692c3d53a12d', 'bbc56ab6-bc3b-4443-a38c-2779cf6aca6f']",2,,,,,,,,,,,,,,,,Saudi Arabia,799,00:00:02.933,Pass,
,,,,,,,,,,,,1.879,,,,,,,,,,,,576d4649-3b45-4de2-b9f7-692c3d53a12d,11,,"[38.0, 68.0]",7525,0,True,0.7853982,,,,,,,"[45.0, 75.0]",,High Pass,9.899495,Incomplete,,,,,Recovery,1,From Kick Off,Ilya Kutepov,5175.0,Right Center Back,2,Saudi Arabia,799,"['09412b39-6265-45e1-bdc8-4f8ac7e38c5b', 'a7a37529-06c3-462f-bab5-5135acfa524a', 'c4ba0e20-8090-4285-945e-e2f9d136ae21']",5,,,,,,,,,,,,,,,,Russia,796,00:00:05.893,Pass,True
,,,,,,,,,,,,1.2,,,,,,,,,,,,a7a37529-06c3-462f-bab5-5135acfa524a,12,,"[76.0, 6.0]",7525,0,,0.0,,,Left Foot,,,,"[91.0, 6.0]",,High Pass,15.0,,Salem Mohammed Al Dawsari,5187.0,,,Recovery,1,From Kick Off,Salman Mohammed Al Faraj,5178.0,Left Center Midfield,2,Saudi Arabia,799,"['576d4649-3b45-4de2-b9f7-692c3d53a12d', 'b4b40571-7a84-4f39-adb0-1d14b5d42628']",7,,,,,,,,,,,,,,,,Saudi Arabia,799,00:00:07.772,Pass,
,,,,,,,,,,,,1.12,,,,,,,,,,,,663fe570-45bb-4107-a700-cacef6be612f,15,,"[91.0, 8.0]",7525,0,,-0.36717382,,,Right Foot,,,,"[104.0, 3.0]",,Ground Pass,13.928389,,Salman Mohammed Al Faraj,5178.0,,,,1,From Kick Off,Salem Mohammed Al Dawsari,5187.0,Left Midfield,2,Saudi Arabia,799,['664b6f94-03c5-453f-a558-be231fc51765'],10,,,,,,,,,,,,,,,,Saudi Arabia,799,00:00:10.613,Pass,
,,,,,,,,,,,,0.68,,,,,,,,,,,,951ed1e2-e494-46c1-9bc1-df579a4a7b3e,19,,"[107.0, 20.0]",7525,0,,-2.0344439,,,Right Foot,,,,"[105.0, 16.0]",,Ground Pass,4.472136,,Yasir Gharsan Al Shahrani,5183.0,,,,1,From Kick Off,Salman Mohammed Al Faraj,5178.0,Left Center Midfield,2,Saudi Arabia,799,"['09810731-ca2b-4314-a4f2-e8cf05e62218', '506663d5-570a-4a13-90ca-c5a7d1ee1e36']",14,,,,,,,,,,,,,,,,Saudi Arabia,799,00:00:14.373,Pass,True
