50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.147,,,,,,,,,,,,3d47c48f-248c-473f-a85a-f78ad9a52e20,14,,,"[29.0, 53.0]",7571,0,,0.32175055,,,Right Foot,,"[32.0, 54.0]",,Ground Pass,3.1622777,Incomplete,,,,,,,Recovery,1,From Kick Off,Carlos Alberto Sánchez Moreno,5685.0,Right Center Midfield,2,Senegal,787,['84e7074b-445c-4bfb-855a-156e45a92b53'],9,,,,,,,,,,,,,,,Colombia,769,00:00:09.813,Pass,
,,,,,,,,,,,3.6,,,,,,,,,,,,7bb3967a-3e25-4143-858d-93d711ceace4,19,,,"[7.0, 39.0]",7571,0,,-0.06053202,,,Right Foot,,"[73.0, 35.0]",,High Pass,66.1211,Incomplete,Radamel Falcao García Zárate,3445.0,,,,,Goal Kick,1,From Goal Kick,David Ospina Ramírez,4276.0,Goalkeeper,3,Colombia,769,"['0599f842-4dab-4aa5-8399-13b009f4dfe7', 'efbc76e4-e8cb-4a8f-b6b3-9caab86cd1aa']",35,,,,,,,,,,,,,,,Colombia,769,00:00:35.240,Pass,
,,,,,,,,,,,0.333,,,,,,,,,,,,0599f842-4dab-4aa5-8399-13b009f4dfe7,21,,,"[48.0, 46.0]",7571,0,,0.5404195,,,Head,,"[53.0, 49.0]",,High Pass,5.8309517,Incomplete,,,,,,,Recovery,1,From Goal Kick,Cheikhou Kouyaté,3684.0,Right Center Midfield,3,Colombia,769,"['7bb3967a-3e25-4143-858d-93d711ceace4', 'ee73c9d4-3a90-4cb1-9731-c7eb3631b590']",38,,,,,,,,,,,,,,,Senegal,787,00:00:38.840,Pass,
,,,,,,,,,,,0.88,,,,,,,,,,,,28903789-851b-4f76-8309-0de1fb2d86e6,25,,,"[51.0, 66.0]",7571,0,,-0.18534794,,,Right Foot,,"[67.0, 63.0]",,Ground Pass,16.27882,,Sadio Mané,3629.0,,,,,,1,Regular Play,Lamine Gassama,6335.0,Right Back,4,Senegal,787,['d44c007a-d6ac-4be2-8897-8561a70f1295'],43,,,,,,,,,,,,,,,Senegal,787,00:00:43.200,Pass,
,,,,,,,,,,,2.173,,,,,,,,,,,,f00d1745-fd43-40f8-b451-97636811fafe,28,,,"[34.0, 50.0]",7571,0,,2.6779451,,,Right Foot,,"[32.0, 51.0]",,Ground Pass,2.236068,,Kalidou Koulibaly,5675.0,,,,,,1,Regular Play,Sadio Mané,3629.0,Right Center Forward,4,Senegal,787,['94c148c2-fd0e-4619-8adc-13a84145591d'],46,,,,,,,,,,,,,,,Senegal,787,00:00:46.360,Pass,
,,,,,,,,,,,2.32,,,,,,,,,,,,9681475a-baa3-4b83-b530-75e52b5942fd,31,,,"[33.0, 46.0]",7571,0,,-1.2315037,,,Right Foot,,"[45.0, 12.0]",,Ground Pass,36.05551,,Youssouf Sabaly,3404.0,,,,,,1,Regular Play,Kalidou Koulibaly,5675.0,Left Center Back,4,Senegal,787,['34cd120e-b0ea-4e90-ad70-9599493ed75c'],50,,,,,,,,,,,,,,,Senegal,787,00:00:50.360,Pass,
,,,,,,,,,,,1.573,,,,,,,,,,,,844ef1b1-26aa-4b89-930e-859e07bf8187,33,,,"[42.0, 5.0]",7571,0,,2.1193457,,,Right Foot,,"[31.0, 23.0]",,Ground Pass,21.095022,,Kalidou Koulibaly,5675.0,,,,,,1,Regular Play,Youssouf Sabaly,3404.0,Left Back,4,Senegal,787,['7fd32c5a-24e0-4dee-b2d6-3885f3a82dca'],52,,,,,,,,,,,,,,,Senegal,787,00:00:52.680,Pass,
,,,,,,,,,,,2.72,,,,,,,,,,,,53b8d1e4-28f2-41bb-b745-0ee6409f54b8,36,,,"[31.0, 28.0]",7571,0,,1.5964317,,,Right Foot,,"[30.0, 67.0]",,Ground Pass,39.012817,,Salif Sané,5664.0,,,,,,1,Regular Play,Kalidou Koulibaly,5675.0,Left Center Back,4,Senegal,787,['1ce6ab2a-27e2-4acd-a291-c4391163ec54'],55,,,,,,,,,,,,,,,Senegal,787,00:00:55.560,Pass,
,,,,,,,,,,,5.573,,,,,,,,,,,,34abb034-ae84-4e58-a6ca-8a0df43c60e4,39,,,"[55.0, 64.0]",7571,1,,-0.7111547,,,Right Foot,,"[120.0, 8.0]",,High Pass,85.79627,Out,,,,True,,,,1,Regular Play,Salif Sané,5664.0,Right Center Back,4,Senegal,787,,3,,,,,,,,,,,,,,,Senegal,787,00:01:03.400,Pass,
,,,,,,,,,,,3.96,,,,,,,,,,,,9fa7b966-0931-45d7-8aed-4c7db76179b0,40,,,"[6.0, 39.0]",7571,1,,-0.14392544,,,Right Foot,,"[75.0, 29.0]",,High Pass,69.72087,,Radamel Falcao García Zárate,3445.0,,,,,Goal Kick,1,From Goal Kick,David Ospina Ramírez,4276.0,Goalkeeper,5,Colombia,769,['9cd96fd5-69bf-4b71-9560-090082b3efd9'],35,,,,,,,,,,,,,,,Colombia,769,00:01:35.480,Pass,
,,,,,,,,,,,1.12,,,,,,,,,,,,5484a2a7-40d0-4e45-81a2-90a0ea5b89af,42,,,"[75.0, 29.0]",7571,1,,-2.7468016,,,Other,,"[63.0, 24.0]",,Low Pass,13.0,Incomplete,,,,,,,,1,From Goal Kick,Radamel Falcao García Zárate,3445.0,Center Forward,5,Colombia,769,['b5b8d1ed-3360-4f0b-8f55-29dd8326d099'],39,,,,,,,,,,,,,,,Colombia,769,00:01:39.440,Pass,
,,,,,,,,,,,0.4,,,,,,,,,,,,e280c38d-dc2f-4e22-ae96-65355f3b8679,48,,,"[66.0, 23.0]",7571,1,,0.0,,,Right Foot,,"[66.0, 23.0]",,Low Pass,0.0,Incomplete,,,,,,,Recovery,1,From Goal Kick,Radamel Falcao García Zárate,3445.0,Center Forward,5,Colombia,769,"['cd39d69c-3b5a-4921-8c3f-bcb870a5b1d5', 'e8c74bc1-fccc-4841-9793-582686a5def0']",43,,,,,,,,,,,,,,,Colombia,769,00:01:43.280,Pass,True
,,,,,,,,,,,1.093,,,,,,,,,,,,3a8b2185-b8e2-4a57-baf9-ece3de0a30c2,52,,,"[53.0, 54.0]",7571,1,,-2.7610862,,,Right Foot,,"[43.0, 50.0]",,Ground Pass,10.770329,,Idrissa Gana Gueye,3436.0,,,,,,1,Regular Play,M''Baye Babacar Niang,5661.0,Left Center Forward,6,Senegal,787,['01a4eaeb-4bd9-47a2-85ed-e8d84681d01f'],45,,,,,,,,,,,,,,,Senegal,787,00:01:45.560,Pass,
,,,,,,,,,,,1.04,,,,,,,,,,,,f7ca3569-e1bc-413c-af28-5650db3db721,57,,,"[49.0, 41.0]",7571,1,,-1.2490457,,,Right Foot,,"[52.0, 32.0]",,Ground Pass,9.486833,,Keita Baldé Diao,3145.0,,,,,,1,Regular Play,Idrissa Gana Gueye,3436.0,Left Center Midfield,6,Senegal,787,"['52b41cc6-6095-4200-860b-6806ccc7c408', 'bce6dffc-7719-4077-9844-fd123ae58f1d', 'e44bab01-b815-4169-b89b-b216f929732d']",47,,,,,,,,,,,,,,,Senegal,787,00:01:47.600,Pass,True
,,,,,,,,,,,3.133,,,,,,,,,,,,40c95087-ef71-4ef0-b45a-562b4eb0ffc6,59,,,"[56.0, 31.0]",7571,1,,-2.741352,,,Right Foot,,"[30.0, 20.0]",,High Pass,28.231188,,Kalidou Koulibaly,5675.0,,,,,,1,Regular Play,Keita Baldé Diao,3145.0,Left Wing,6,Senegal,787,"['52b41cc6-6095-4200-860b-6806ccc7c408', '67247b6b-e0f7-4c60-b462-007242ca65b7']",48,,,,,,,,,,,,,,,Senegal,787,00:01:48.640,Pass,True
,,,,,,,,,,,4.08,,,,,,,,,,,,01075887-e396-4773-965a-f5a2a5cb1676,62,,,"[35.0, 15.0]",7571,1,,-0.07047135,,,Left Foot,,"[120.0, 9.0]",,High Pass,85.2115,Out,,,,,,,,1,Regular Play,Kalidou Koulibaly,5675.0,Left Center Back,6,Senegal,787,,57,,,,,,,,,,,,,,,Senegal,787,00:01:57.200,Pass,
,,,,,,,,,,,3.613,,,,,,,,,,,,16686293-f932-47ab-a596-a39754df2959,63,,,"[6.0, 40.0]",7571,2,,0.33473682,,,Right Foot,,"[75.0, 64.0]",,High Pass,73.05477,Unknown,,,,,,,Goal Kick,1,From Goal Kick,David Ospina Ramírez,4276.0,Goalkeeper,7,Colombia,769,,28,,,,,,,,,,,,,,,Colombia,769,00:02:28.960,Pass,
,,,,,,,,,,,1.093,,,,,,,,,,,,c0c71d7c-ee9a-4195-ae4a-cc3ca7d4fcb1,68,,,"[71.0, 79.0]",7571,2,,-0.7419473,,,,,"[83.0, 68.0]",,High Pass,16.27882,,Radamel Falcao García Zárate,3445.0,,,,,Throw-in,1,From Throw In,Santiago Arias Naranjo,5696.0,Right Back,9,Colombia,769,['8dcdb3fa-a016-4542-9f77-bc38de2c432e'],46,,,,,,,,,,,,,,,Colombia,769,00:02:46.760,Pass,
,,,,,,,,,,,1.426,,,,,,,,,,,,8c9bb8df-a5e3-45a5-aaa8-4bf8971dea8c,71,,,"[82.0, 69.0]",7571,2,,2.5702553,,,Right Foot,,"[68.0, 78.0]",,Ground Pass,16.643316,,Santiago Arias Naranjo,5696.0,,,,,,1,From Throw In,Radamel Falcao García Zárate,3445.0,Center Forward,9,Colombia,769,"['04c2007e-7eca-4739-8be4-0f739a5dbfb2', '2f95a624-0b3b-45c5-9d0d-fed7f35a70db']",47,,,,,,,,,,,,,,,Colombia,769,00:02:47.853,Pass,True
,,,,,,,,,,,2.4,,,,,,,,,,,,960f084d-6dc1-4fa3-9f40-7b160db4c780,75,,,"[66.0, 79.0]",7571,2,,-2.9441972,,,Right Foot,,"[46.0, 75.0]",,Ground Pass,20.396078,,Yerry Fernando Mina González,6196.0,,,,,,1,From Throw In,Santiago Arias Naranjo,5696.0,Right Back,9,Colombia,769,['f8ce8f0c-239f-4f4e-a8d7-ae35cced294e'],49,,,,,,,,,,,,,,,Colombia,769,00:02:49.960,Pass,
,,,,,,,,,,,3.08,,,,,,,,,,,,8d68a431-4d51-4945-ae4a-bfb0348a85d6,77,,,"[38.0, 72.0]",7571,2,,-2.4668517,,,Right Foot,,"[13.0, 52.0]",,Ground Pass,32.01562,,David Ospina Ramírez,4276.0,,,,,,1,From Throw In,Yerry Fernando Mina González,6196.0,Right Center Back,9,Colombia,769,['5a8b89d3-3f1c-4724-9582-1200e631f198'],52,,,,,,,,,,,,,,,Colombia,769,00:02:52.360,Pass,
,,,,,,,,,,,1.44,,,,,,,,,,,,084e2bf4-c522-4b1d-ac29-a4b4159978a9,81,,,"[13.0, 44.0]",7571,2,,-1.0743736,,,Right Foot,,"[26.0, 20.0]",,Ground Pass,27.294687,,Davinson Sánchez Mina,3494.0,,,,,,1,From Throw In,David Ospina Ramírez,4276.0,Goalkeeper,9,Colombia,769,['8892b4bd-d93e-42ab-a9e2-f9b20285faa6'],56,,,,,,,,,,,,,,,Colombia,769,00:02:56.200,Pass,
,,,,,,,,,,,1.293,,,,,,,,,,,,69d79a10-6bbc-481e-a838-e3d05a4c0cd3,84,,,"[26.0, 15.0]",7571,2,,-0.62548506,,,Right Foot,,"[44.0, 2.0]",,Ground Pass,22.203604,,Johan Andrés Mojica Palacio,5691.0,,,,,,1,From Throw In,Davinson Sánchez Mina,3494.0,Left Center Back,9,Colombia,769,['1602f867-3572-4ef1-bf6d-2424a30bf1a8'],59,,,,,,,,,,,,,,,Colombia,769,00:02:59.280,Pass,
,,,,,,,,,,,1.773,,,,,,,,,,,,2777a0fb-265c-43fb-be14-872956c273e4,89,,,"[69.0, 80.0]",7571,3,,-2.910502,,,,,"[52.0, 76.0]",,High Pass,17.464249,,Salif Sané,5664.0,,,,,Throw-in,1,From Throw In,Lamine Gassama,6335.0,Right Back,10,Senegal,787,['2dd476a7-7a9b-488c-a0cd-2d2f7246127a'],11,,,,,,,,,,,,,,,Senegal,787,00:03:11.720,Pass,
,,,,,,,,,,,2.373,,,,,,,,,,,,77189d76-fcd7-4438-b1ba-986b202f79b9,93,,,"[53.0, 75.0]",7571,3,,-1.9325255,,,Right Foot,,"[39.0, 38.0]",,Ground Pass,39.56008,,Kalidou Koulibaly,5675.0,,,,,,1,From Throw In,Salif Sané,5664.0,Right Center Back,10,Senegal,787,"['8490058a-aba4-49af-8666-c67a29fdfb63', 'd794d20d-b963-42d6-aa7a-492f67710b6a']",14,,,,,,,,,,,,,,,Senegal,787,00:03:14.920,Pass,True
,,,,,,,,,,,1.28,,,,,,,,,,,,274aa433-0eab-4078-836a-5503eae9b2a6,96,,,"[34.0, 34.0]",7571,3,,1.5707964,,,Left Foot,,"[34.0, 61.0]",,Ground Pass,27.0,,Salif Sané,5664.0,,,,,,1,From Throw In,Kalidou Koulibaly,5675.0,Left Center Back,10,Senegal,787,['705161e6-ceaa-4fb4-bb4b-473586225679'],18,,,,,,,,,,,,,,,Senegal,787,00:03:18.840,Pass,
,,,,,,,,,,,2.373,,,,,,,,,,,,5acc8325-9bdf-4a2e-ae4b-6da095ab4352,98,,,"[36.0, 61.0]",7571,3,,-2.796037,,,Right Foot,,"[11.0, 52.0]",,Ground Pass,26.57066,,Khadim N''Diaye,5659.0,,,,,,1,From Throw In,Salif Sané,5664.0,Right Center Back,10,Senegal,787,['084371e1-b2bb-4b75-be50-f7dd70905a0a'],20,,,,,,,,,,,,,,,Senegal,787,00:03:20.120,Pass,
,,,,,,,,,,,3.68,,,,,,,,,,,,3fd95f03-6112-4141-beb9-7adeef59df8a,102,,,"[15.0, 52.0]",7571,3,,0.38831872,,,Right Foot,,"[81.0, 79.0]",,High Pass,71.30919,Incomplete,Ismaïla Sarr,2941.0,,,,,,1,From Throw In,Khadim N''Diaye,5659.0,Goalkeeper,10,Senegal,787,"['458631e7-40bc-4de6-8aab-73598feb6fa5', '94f3bfdf-8408-49f2-adeb-2e82decb66c3', 'c398b59e-9bb7-4222-b04b-6ca270de6b71']",23,,,,,,,,,,,,,,,Senegal,787,00:03:23.800,Pass,True
,,,,,,,,,,,1.773,,,,,,,,,,,,94f3bfdf-8408-49f2-adeb-2e82decb66c3,104,,,"[40.0, 2.0]",7571,3,,0.0,,,Head,,"[53.0, 2.0]",,High Pass,13.0,,Andrés Mateus Uribe Villa,6193.0,,,,,Recovery,1,Regular Play,Johan Andrés Mojica Palacio,5691.0,Left Back,11,Colombia,769,"['3067f7ba-541c-41b3-9462-79b9896609fa', '3fd95f03-6112-4141-beb9-7adeef59df8a']",27,,,,,,,,,,,,,,,Colombia,769,00:03:27.480,Pass,
,,,,,,,,,,,1.453,,,,,,,,,,,,cb1d9ace-f2c0-4259-8ac0-36042f3e2d71,108,,,"[50.0, 2.0]",7571,3,,2.6779451,,,Right Foot,,"[32.0, 11.0]",,Ground Pass,20.12461,,Davinson Sánchez Mina,3494.0,,,,,,1,Regular Play,Andrés Mateus Uribe Villa,6193.0,Left Center Midfield,11,Colombia,769,['d2c662c4-cca3-4c06-8b9f-64290038142b'],29,,,,,,,,,,,,,,,Colombia,769,00:03:29.920,Pass,
,,,,,,,,,,,0.786,,,,,,,,,,,,0e3ac04f-0e14-4576-8372-14209dac3aa5,113,,,"[32.0, 9.0]",7571,3,,-1.2924967,,,Right Foot,,"[34.0, 2.0]",,Ground Pass,7.28011,,Johan Andrés Mojica Palacio,5691.0,,,,,,1,Regular Play,Davinson Sánchez Mina,3494.0,Left Center Back,11,Colombia,769,"['2abc4a0d-6fbb-404b-97c8-ada4df7506a9', '3178eb87-0db9-4961-8326-dca41a4f92c7']",31,,,,,,,,,,,,,,,Colombia,769,00:03:31.493,Pass,True
,,,,,,,,,,,0.16,,,,,,,,,,,,7f052dbe-6138-4a52-9fb1-dc1eb6316afc,116,,,"[33.0, 2.0]",7571,3,,2.1025205,,,Left Foot,,"[23.0, 19.0]",,Ground Pass,19.723083,,Davinson Sánchez Mina,3494.0,,,,,,1,Regular Play,Johan Andrés Mojica Palacio,5691.0,Left Back,11,Colombia,769,['a65cb984-c9e8-4a5b-a90f-d6de49e7b1ab'],32,,,,,,,,,,,,,,,Colombia,769,00:03:32.280,Pass,
,,,,,,,,,,,2.8,,,,,,,,,,,,3b68209f-64ed-47bf-a778-9b3bf5068f7f,121,,,"[23.0, 18.0]",7571,3,,2.2513175,,,Right Foot,,"[6.0, 39.0]",,Ground Pass,27.018513,,David Ospina Ramírez,4276.0,,,,,,1,Regular Play,Davinson Sánchez Mina,3494.0,Left Center Back,11,Colombia,769,['6710ad59-9fd5-4911-818a-42650c2955c0'],34,,,,,,,,,,,,,,,Colombia,769,00:03:34.120,Pass,
,,,,,,,,,,,1.573,,,,,,,,,,,,c9daac38-d845-40f9-990f-4e26a6fe128a,124,,,"[8.0, 39.0]",7571,3,,1.3986055,,,Left Foot,,"[12.0, 62.0]",,Ground Pass,23.345236,,Yerry Fernando Mina González,6196.0,,,,,,1,Regular Play,David Ospina Ramírez,4276.0,Goalkeeper,11,Colombia,769,['a38bde5c-1451-4572-9b71-ef331e585d53'],38,,,,,,,,,,,,,,,Colombia,769,00:03:38.600,Pass,
,,,,,,,,,,,1.533,,,,,,,,,,,,6e2cb02e-0110-49d0-acf7-0fddeb1134ad,127,,,"[19.0, 64.0]",7571,3,,0.8224183,,,Right Foot,,"[32.0, 78.0]",,Ground Pass,19.104973,,Juan Guillermo Cuadrado Bello,5689.0,,,,,,1,Regular Play,Yerry Fernando Mina González,6196.0,Right Center Back,11,Colombia,769,['edb813d3-6548-4b13-806a-db2eda419d00'],42,,,,,,,,,,,,,,,Colombia,769,00:03:42.640,Pass,
,,,,,,,,,,,2.4,,,,,,,,,,,,97b505ab-3e91-46e2-9371-96ff78f37a81,131,,,"[34.0, 77.0]",7571,3,,-2.2896264,,,Right Foot,,"[20.0, 61.0]",,Ground Pass,21.260292,,Yerry Fernando Mina González,6196.0,,,,,,1,Regular Play,Juan Guillermo Cuadrado Bello,5689.0,Left Wing,11,Colombia,769,"['1c1510b2-0436-4685-967d-8d55769ccf1c', 'd47687f2-b8ab-46c1-9a45-5969cc909ae2']",44,,,,,,,,,,,,,,,Colombia,769,00:03:44.840,Pass,True
,,,,,,,,,,,1.84,,,,,,,,,,,,4079719c-bf4a-4a7f-a717-82b8ad9ec0f2,134,,,"[24.0, 56.0]",7571,3,,-1.7307094,,,Right Foot,,"[19.0, 25.0]",,Ground Pass,31.400637,,Davinson Sánchez Mina,3494.0,,,,,,1,Regular Play,Yerry Fernando Mina González,6196.0,Right Center Back,11,Colombia,769,['97f72cdd-cf1f-44d2-b7f7-d681a7657ce1'],49,,,,,,,,,,,,,,,Colombia,769,00:03:49.080,Pass,
