50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1979ae4f-819f-4611-82d2-077703cd78fb,1,,,7581,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Croatia,785,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 4}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Croatia,785,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,78485094-b7c2-4e91-8a23-59811b326c10,2,,,7581,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Croatia,785,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4763, 'name': 'Henrik Dalsgaard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3027, 'name': 'Mathias Jattah-Njie Jørgensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 6355, 'name': 'Jonas Knudsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5732, 'name': 'Andreas Evald Cornelius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}, {'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'jersey_number': 10}]}",Denmark,776,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,74efcb73-f88e-46d3-b84f-7df23506db9d,3,,,7581,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Croatia,785,['cc1255d1-fca0-4c26-b053-a1583de1ed75'],0,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,9.813,,,,,,,,,,,,,,,cc1255d1-fca0-4c26-b053-a1583de1ed75,4,,,7581,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Croatia,785,['74efcb73-f88e-46d3-b84f-7df23506db9d'],0,,,,,,,,,,,,,,,,Denmark,776,00:00:00.000,Half Start,
,,,,,,,,,,,,,,8.573,,,,,,,,,,,,,,,e301a404-4274-4f37-b20e-951646376a95,1591,,,7581,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,76,Croatia,785,['cc8b5b96-5324-4780-acc1-b1451322f404'],0,,,,,,,,,,,,,,,,Denmark,776,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,cc8b5b96-5324-4780-acc1-b1451322f404,1592,,,7581,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,76,Croatia,785,['e301a404-4274-4f37-b20e-951646376a95'],0,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6d7481dc-3dbe-4bcd-928b-065c0d6d02f4,3225,,,7581,90,,,,,,,,,,,,,,,,,,,,,3,From Goal Kick,,,,167,Croatia,785,['52639095-98c0-4c02-8a54-823c5f01e7ed'],0,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52639095-98c0-4c02-8a54-823c5f01e7ed,3226,,,7581,90,,,,,,,,,,,,,,,,,,,,,3,From Goal Kick,,,,167,Croatia,785,['6d7481dc-3dbe-4bcd-928b-065c0d6d02f4'],0,,,,,,,,,,,,,,,,Denmark,776,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,db2c9b68-1964-4c57-a9e4-d2782ff36293,3725,,,7581,105,,,,,,,,,,,,,,,,,,,,,4,From Throw In,,,,192,Croatia,785,['a7b4b019-e036-4793-ad7e-f44d4d2fff2f'],0,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7b4b019-e036-4793-ad7e-f44d4d2fff2f,3726,,,7581,105,,,,,,,,,,,,,,,,,,,,,4,From Throw In,,,,192,Croatia,785,['db2c9b68-1964-4c57-a9e4-d2782ff36293'],0,,,,,,,,,,,,,,,,Denmark,776,00:00:00.000,Half Start,
