50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,3.413,,,,,,,,,,,,40af85b8-08b1-46ce-87c3-b9a3fb1634d0,19,,,"[8.0, 39.0]",7556,0,,0.032775145,,,Left Foot,,,"[69.0, 41.0]",,High Pass,61.03278,Incomplete,,,,,,,,1,From Kick Off,Eiji Kawashima,3175.0,Goalkeeper,2,Japan,778,"['8fcc432a-4bcf-4246-867f-1081e4bafae3', 'd45313fe-b5b6-497c-8b6a-d7f51079632e']",9,,,,,,,,,,,,,,,,,Japan,778,00:00:09.834,Pass,True
,,,,,,,,,,,,0.907,,,,,,,,,,,,d45313fe-b5b6-497c-8b6a-d7f51079632e,20,,,"[52.0, 40.0]",7556,0,,0.4636476,,,Head,,,"[64.0, 46.0]",,Low Pass,13.416408,Incomplete,,,,,,,Recovery,1,From Kick Off,Salif Sané,5664.0,Right Center Back,2,Japan,778,"['40af85b8-08b1-46ce-87c3-b9a3fb1634d0', 'b5cd43e7-c689-4bc1-9863-ef9e16a3f9ce']",13,,,,,,,,,,,,,,,,,Senegal,787,00:00:13.247,Pass,
,,,,,,,,,,,,2.893,,,,,,,,,,,,b5cd43e7-c689-4bc1-9863-ef9e16a3f9ce,21,,,"[57.0, 35.0]",7556,0,,-0.05258306,,,Right Foot,,,"[95.0, 33.0]",,High Pass,38.052597,Incomplete,Yūya Ōsako,5679.0,,,,,Recovery,1,From Kick Off,Gaku Shibasaki,5693.0,Left Defensive Midfield,2,Japan,778,"['54ae2bd3-b6dc-42de-b957-6661fec8bc65', 'b331c9d2-51d9-47fa-a32b-320a419ab25d', 'd45313fe-b5b6-497c-8b6a-d7f51079632e']",14,,,,,,,,,,,,,,,,,Japan,778,00:00:14.154,Pass,
,,,,,,,,,,,,0.879,,,,,,,,,,,,94b967ae-ccdc-4262-b235-e63885972241,26,,,"[26.0, 70.0]",7556,0,,0.06241881,,,Right Foot,,,"[42.0, 71.0]",,Ground Pass,16.03122,,Ismaïla Sarr,2941.0,,,,,,1,Regular Play,Kalidou Koulibaly,5675.0,Left Center Back,3,Senegal,787,"['40336191-82f7-4230-b95c-e119821a7eee', '45ff5cc1-e7be-4670-953b-a9e7112a4dc4']",19,,,,,,,,,,,,,,,,,Senegal,787,00:00:19.127,Pass,True
,,,,,,,,,,,,0.48,,,,,,,,,,,,f4c3ad55-5c97-4f1f-9f72-ff4ae6c51ed9,30,,,"[41.0, 78.0]",7556,0,,0.0,,,Right Foot,,,"[42.0, 78.0]",,Ground Pass,1.0,Incomplete,Papa Alioune N''Diaye,4277.0,,,,,,1,Regular Play,Ismaïla Sarr,2941.0,Right Wing,3,Senegal,787,"['0759f1bd-1d72-4255-84a6-e946dfa08f2b', '0a1dee44-b9fa-4e8d-8c8b-c9a865bfe32e', 'fd23e921-b2a4-4887-91ae-afd286e39301']",22,,,,,,,,,,,,,,,,,Senegal,787,00:00:22.407,Pass,True
,,,,,,,,,,,,0.76,,,,,,,,,,,,9b01e45c-d270-4d0e-ae6c-1ea0c304a079,33,,,"[54.0, 80.0]",7556,0,,-1.2490457,,,,,,"[56.0, 74.0]",,Low Pass,6.3245554,,Papa Alioune N''Diaye,4277.0,,,,,Throw-in,1,From Throw In,Moussa Wagué,5674.0,Right Back,4,Senegal,787,['e362844c-4589-43ce-89a2-02e7ab7a8859'],32,,,,,,,,,,,,,,,,,Senegal,787,00:00:32.967,Pass,
,,,,,,,,,,,,0.68,,,,,,,,,,,,731f03b8-a8ba-4a2a-ae9c-e63b998a8bf1,37,,,"[56.0, 75.0]",7556,0,,2.0344439,,,Right Foot,,,"[54.0, 79.0]",,Ground Pass,4.472136,,Moussa Wagué,5674.0,,,,,,1,From Throw In,Papa Alioune N''Diaye,4277.0,Right Center Midfield,4,Senegal,787,"['08f6ec6b-f935-4b9a-b213-95437049fa9f', 'd7c95a41-0c20-4451-9cc1-bf5848ef4ba7']",33,,,,,,,,,,,,,,,,,Senegal,787,00:00:33.887,Pass,True
,,,,,,,,,,,,3.507,,,,,,,,,,,,845b0c67-8c6d-414e-9430-c4915d198219,40,,,"[54.0, 79.0]",7556,0,,-0.28605145,,,Right Foot,,,"[105.0, 64.0]",,High Pass,53.160137,Incomplete,M''Baye Babacar Niang,5661.0,,,,,,1,From Throw In,Moussa Wagué,5674.0,Right Back,4,Senegal,787,"['08f6ec6b-f935-4b9a-b213-95437049fa9f', '136327d1-33bc-4245-a647-255f3a8e0729', 'fd76edec-dc85-40a2-b200-57b6318166fd']",34,,,,,,,,,,,,,,,,,Senegal,787,00:00:34.847,Pass,True
,,,,,,,,,,,,0.88,,,,,,,,,,,,a0be1623-a755-43ba-833f-a1402e5f64d7,43,,,"[108.0, 79.0]",7556,0,,-2.896614,,,,,,"[100.0, 77.0]",,Low Pass,8.246211,,Papa Alioune N''Diaye,4277.0,,,,,Throw-in,1,From Throw In,Moussa Wagué,5674.0,Right Back,5,Senegal,787,['4cecb83d-f753-40e7-aa32-fd25874a1a21'],53,,,,,,,,,,,,,,,,,Senegal,787,00:00:53.447,Pass,
,,,,,,,,,,,,0.6,,,,,,,,,,,,19c562b2-260b-41f3-9447-8ee8a5f2a4bb,46,,,"[101.0, 77.0]",7556,0,,0.4636476,,,Right Foot,,,"[105.0, 79.0]",,Ground Pass,4.472136,,Moussa Wagué,5674.0,,,,,,1,From Throw In,Papa Alioune N''Diaye,4277.0,Right Center Midfield,5,Senegal,787,['7f81cc98-0dac-4e16-8171-54bcff5388af'],54,,,,,,,,,,,,,,,,,Senegal,787,00:00:54.527,Pass,
,,,,,,,,,,,,0.56,,,,,,,,,,,,37670420-3a8c-4cd1-8d15-9dd7d8be536c,50,,,"[107.0, 77.0]",7556,0,,-1.6814536,,,Right Foot,,,"[106.0, 68.0]",,Ground Pass,9.055386,,Ismaïla Sarr,2941.0,,,,,,1,From Throw In,Moussa Wagué,5674.0,Right Back,5,Senegal,787,"['8acc7658-abfd-49a3-a1bb-aa5664a500ec', 'fda2ed95-3529-43a4-9801-4c2f2c907ee9']",56,,,,,,,,,,,,,,,,,Senegal,787,00:00:56.847,Pass,True
,,,,,,,,,,,,0.96,,,,,,,,,,,,c9f96988-a4d7-4cd4-a6be-b89ac2b466d1,53,,,"[107.0, 68.0]",7556,0,,0.69473827,,,Right Foot,,,"[113.0, 73.0]",,Ground Pass,7.81025,,Moussa Wagué,5674.0,,,,,,1,From Throw In,Ismaïla Sarr,2941.0,Right Wing,5,Senegal,787,['634d842d-1e21-4474-b8d5-fa671bc3d4e8'],57,,,,,,,,,,,,,,,,,Senegal,787,00:00:57.487,Pass,
,,,,,,,,,,,,1.48,,,,,,,,,,,,40d0d0c9-d204-4989-a6ed-935fdd7a206f,55,,,"[113.0, 67.0]",7556,0,,-1.784857,,,Right Foot,True,,"[108.0, 44.0]",,Ground Pass,23.537205,,Sadio Mané,3629.0,,,,,,1,From Throw In,Moussa Wagué,5674.0,Right Back,5,Senegal,787,['0ae2b12b-0617-4731-91b2-3b0dc9f5a19e'],58,,,,,,,,,,,,,,,,,Senegal,787,00:00:58.447,Pass,
,,,,,,,,,,,,0.213,,,,,,,,,,,,540cf9ab-accf-4c7b-99e1-7e0d384e1144,58,,,"[10.0, 44.0]",7556,1,,-1.2722974,,,Right Foot,,,"[14.0, 31.0]",,Ground Pass,13.601471,,Gaku Shibasaki,5693.0,,,,,Recovery,1,From Throw In,Hiroki Sakai,3530.0,Right Back,5,Senegal,787,['7f8b9b34-3023-4132-a34f-2eef88473b0f'],0,,,,,,,,,,,,,,,,,Japan,778,00:01:00.394,Pass,
,,,,,,,,,,,,2.053,,,,,,,,,,,,c28ae549-76e6-457e-9537-e8059505bc7a,62,,,"[14.0, 30.0]",7556,1,,0.2730087,,,Right Foot,,,"[39.0, 37.0]",,Ground Pass,25.96151,Incomplete,,,,,,,,1,From Throw In,Gaku Shibasaki,5693.0,Left Defensive Midfield,5,Senegal,787,['98858389-6c62-428b-91dd-4d95a1fa8b73'],1,,,,,,,,,,,,,,,,,Japan,778,00:01:01.114,Pass,
,,,,,,,,,,,,0.68,,,,,,,,,,,,a649cb68-f54d-4931-a4cf-79f3b9f5b49d,66,,,"[84.0, 38.0]",7556,1,,1.3734008,,,Right Foot,,,"[86.0, 48.0]",,Ground Pass,10.198039,,Papa Alioune N''Diaye,4277.0,,,,,,1,From Throw In,Alfred John Momar N''Diaye,5671.0,Center Defensive Midfield,5,Senegal,787,['f6b155fc-699c-4439-9dca-e5d8c006dc13'],5,,,,,,,,,,,,,,,,,Senegal,787,00:01:05.247,Pass,
,,,,,,,,,,,,0.519,,,,,,,,,,,,0fd21aa0-e737-42e9-a856-018732d5850d,69,,,"[87.0, 50.0]",7556,1,,0.32175055,,,Right Foot,,,"[96.0, 53.0]",,Ground Pass,9.486833,,Ismaïla Sarr,2941.0,,,,,,1,From Throw In,Papa Alioune N''Diaye,4277.0,Right Center Midfield,5,Senegal,787,['5274cf35-546e-412d-bab4-62821c6fdf73'],6,,,,,,,,,,,,,,,,,Senegal,787,00:01:06.807,Pass,
,,,,,,,,,,,,0.96,,,,,,,,,,,,fba11132-8007-438a-888d-a5515d929180,72,,,"[96.0, 57.0]",7556,1,,1.9416876,,,Right Foot,,,"[89.0, 75.0]",,Ground Pass,19.313208,,Moussa Wagué,5674.0,,,,,,1,From Throw In,Ismaïla Sarr,2941.0,Right Wing,5,Senegal,787,['266fa7a0-f09f-432c-a450-b0abbbcfda0c'],7,,,,,,,,,,,,,,,,,Senegal,787,00:01:07.527,Pass,
,,,,,,,,,,,,1.0,,,,,,,,,,,,b8f68968-6ef1-45db-8601-fc571e591dae,76,,,"[90.0, 73.0]",7556,1,,-2.9229238,,,Right Foot,,,"[81.0, 71.0]",,Ground Pass,9.219544,,Papa Alioune N''Diaye,4277.0,,,,,,1,From Throw In,Moussa Wagué,5674.0,Right Back,5,Senegal,787,"['04e5bbf2-5cf5-43c0-a02c-497e0d41ab49', 'df97474a-844d-4fea-b578-0fe1b76a0fa0']",10,,,,,,,,,,,,,,,,,Senegal,787,00:01:10.526,Pass,True
,,,,,,,,,,,,1.6,,,,,,,,,,,,3454f7e1-975c-4644-b887-8378e5343be0,80,,,"[87.0, 70.0]",7556,1,,0.5880026,,,Right Foot,,,"[102.0, 80.0]",,Ground Pass,18.027756,Out,Ismaïla Sarr,2941.0,,,,,,1,From Throw In,Papa Alioune N''Diaye,4277.0,Right Center Midfield,5,Senegal,787,"['2f2f442e-d171-4fa6-8780-447a26d854a3', 'c51b5517-3209-492e-b318-4f2f107b9eb8']",13,,,,,,,,,,,,,,,,,Senegal,787,00:01:13.207,Pass,True
,,,,,,,,,,,,0.96,,,,,,,,,,,,c4507d3b-662e-4939-ac9f-f1f764b68e17,82,,,"[20.0, 1.0]",7556,1,,1.0040671,,,,,,"[27.0, 12.0]",,High Pass,13.038404,,Makoto Hasebe,5681.0,,,,,Throw-in,1,From Throw In,Yuto Nagatomo,5690.0,Left Back,6,Japan,778,['f2cc2e48-737c-4b04-b0b0-fa442bbebd4a'],30,,,,,,,,,,,,,,,,,Japan,778,00:01:30.554,Pass,
,,,,,,,,,,,,1.333,,,,,,,,,,,,9cd8a355-243d-4c86-9ead-4da53aeea46a,84,,,"[28.0, 12.0]",7556,1,,-2.2142975,,,Right Foot,,,"[22.0, 4.0]",,Low Pass,10.0,,Yuto Nagatomo,5690.0,,,,,,1,From Throw In,Makoto Hasebe,5681.0,Right Defensive Midfield,6,Japan,778,['891cd5e0-cd26-4dd6-9cea-f6f6e01aa1ff'],31,,,,,,,,,,,,,,,,,Japan,778,00:01:31.514,Pass,
,,,,,,,,,,,,1.48,,,,,,,,,,,,84f5e37e-6f37-43eb-a914-e7b36793c8d9,87,,,"[21.0, 4.0]",7556,1,,0.07677189,,,Right Foot,,,"[47.0, 6.0]",,High Pass,26.076809,Incomplete,Takashi Inui,5687.0,,,,,,1,From Throw In,Yuto Nagatomo,5690.0,Left Back,6,Japan,778,"['022b8866-d9fc-480b-a109-f429b079da7f', '058ebd31-99f1-43d6-b20c-6c5151cd8bf0', '5b46ec86-2af4-40d4-926c-5ad51e91a95b']",32,,,,,,,,,,,,,,,,,Japan,778,00:01:32.847,Pass,True
,,,,,,,,,,,,1.4,,,,,,,,,,,,5b46ec86-2af4-40d4-926c-5ad51e91a95b,89,,,"[74.0, 75.0]",7556,1,,2.896614,,,Head,,,"[66.0, 77.0]",,Low Pass,8.246211,Incomplete,,,,,,,Recovery,1,From Throw In,Moussa Wagué,5674.0,Right Back,6,Japan,778,"['1e6dc32f-c44c-43f5-818f-0b4d1d3c307f', '84f5e37e-6f37-43eb-a914-e7b36793c8d9']",34,,,,,,,,,,,,,,,,,Senegal,787,00:01:34.327,Pass,
,,,,,,,,,,,,0.853,,,,,,,,,,,,796e556c-1d89-4de1-8d17-8b6227628282,96,,,"[57.0, 10.0]",7556,1,,0.24497867,,,Right Foot,,,"[65.0, 12.0]",,Ground Pass,8.246211,,Yūya Ōsako,5679.0,,,,,,1,From Throw In,Shinji Kagawa,5684.0,Center Attacking Midfield,6,Japan,778,"['3824110f-b20e-4114-ad50-51fcc827bd39', '9dee965f-31a6-493c-8dee-02ae77a54aed']",36,,,,,,,,,,,,,,,,,Japan,778,00:01:36.594,Pass,True
,,,,,,,,,,,,0.2,,,,,,,,,,,,93141d0e-5640-44ac-a183-dd7275b42322,102,,,"[87.0, 1.0]",7556,1,,1.0714496,,,,,,"[93.0, 12.0]",,High Pass,12.529964,,Shinji Kagawa,5684.0,,,,,Throw-in,1,From Throw In,Yuto Nagatomo,5690.0,Left Back,7,Japan,778,['2e6f6c09-6f4b-4e68-a706-d064ce44a3b2'],50,,,,,,,,,,,,,,,,,Japan,778,00:01:50.074,Pass,
,,,,,,,,,,,,1.413,,,,,,,,,,,,c8f96a1f-f7ff-45ec-8b09-641188de2837,104,,,"[92.0, 12.0]",7556,1,,-2.1815224,,,Right Foot,,,"[85.0, 2.0]",,Ground Pass,12.206555,Out,Yuto Nagatomo,5690.0,,,,,,1,From Throw In,Shinji Kagawa,5684.0,Center Attacking Midfield,7,Japan,778,['7b2c2687-739a-42f4-88c6-6fea14f12641'],50,,,,,,,,,,,,,,,,,Japan,778,00:01:50.274,Pass,
,,,,,,,,,,,,1.999,,,,,,,,,,,,c0ee9928-72fb-4444-a4a1-d19028512afb,109,,,"[85.0, 77.0]",7556,2,,-0.13552772,,,Right Foot,,,"[107.0, 74.0]",,Ground Pass,22.203604,,Ismaïla Sarr,2941.0,,,,,,1,Regular Play,M''Baye Babacar Niang,5661.0,Center Forward,8,Senegal,787,"['d178c42f-68e2-40b8-8e34-37a2362c6d3a', 'd91806dd-5b96-4acb-833f-e9ecadcf978e']",8,,,,,,,,,,,,,,,,,Senegal,787,00:02:08.367,Pass,True
,,,,,,,,,,,,0.56,,,,,,,,,,,,dffcae94-a2f8-40e0-9a3f-7f66f4857601,113,,,"[117.0, 65.0]",7556,2,,3.1415927,,,Right Foot,,,"[115.0, 65.0]",,Ground Pass,2.0,Incomplete,Sadio Mané,3629.0,,,,,,1,Regular Play,Ismaïla Sarr,2941.0,Right Wing,8,Senegal,787,"['16c105e8-f2b3-4c85-a2f0-4df3d4b708dd', '9a7f3842-d50c-46b6-90eb-8ff46f3ef4aa', 'c1bdf0bb-c501-4c9b-9e90-2dbf747f4c34']",11,,,,,,,,,,,,,,,,,Senegal,787,00:02:11.367,Pass,True
,,,,,,,,,,,,3.8,,,,,,,,,,,,c011a495-86cc-4cd8-846d-565ff0ed29b4,116,,,"[119.0, 80.0]",7556,2,,-1.805212,,,Right Foot,,,"[103.0, 13.0]",,High Pass,68.88396,,Idrissa Gana Gueye,3436.0,,True,,,Corner,1,From Corner,M''Baye Babacar Niang,5661.0,Center Forward,9,Senegal,787,['7e079c0f-1a51-4091-94d6-36611cb7620a'],50,,,,,,,,,,,,,,,,,Senegal,787,00:02:50.527,Pass,
,,,,,,,,,,,,0.827,,,,,,,,,,,,ba06aaf5-6215-4091-8c09-8cc230f53c24,119,,,"[102.0, 15.0]",7556,2,,1.1284221,,,Right Foot,True,,"[111.0, 34.0]",,High Pass,21.023796,Incomplete,,,,,,,,1,From Corner,Idrissa Gana Gueye,3436.0,Left Center Midfield,9,Senegal,787,['8ab52266-3152-428e-9299-5817dceda30b'],57,,,,,,,,,,,,,,,,,Senegal,787,00:02:57.767,Pass,
,,,,,,,,,,,,1.347,,,,,,,,,,,,4dee36d2-5d1b-4386-89c2-c34100f4689c,124,,,"[93.0, 63.0]",7556,3,,-1.1071488,,,Left Foot,True,,"[104.0, 41.0]",,High Pass,24.596748,Incomplete,,,,,,,,1,From Corner,M''Baye Babacar Niang,5661.0,Center Forward,9,Senegal,787,"['6c23a6e8-e2af-42f3-9612-3b69906aa38a', 'afcaa3e6-e22c-465d-88e7-823c1fd26f6b']",3,,,,,,,,,,,,,,,,,Senegal,787,00:03:03.487,Pass,True
,,,,,,,,,,,,3.893,,,,,,,,,,,,d1ab9bd7-726a-4557-96df-d173c4fdfda2,133,,,"[51.0, 66.0]",7556,3,,-0.6435011,,,Right Foot,,,"[99.0, 30.0]",,High Pass,60.0,Incomplete,Takashi Inui,5687.0,,,,,,1,Regular Play,Maya Yoshida,3300.0,Right Center Back,11,Japan,778,"['ac1e5f05-fa31-41cb-a014-255f5d10ac53', 'ae3119f5-cbe6-4781-a380-aa953b4e0cf5', 'c9ca785d-1e27-4823-a5dd-72069990d452']",31,,,,,,,,,,,,,,,,,Japan,778,00:03:31.154,Pass,True
,,,,,,,,,,,,1.4,,,,,,,,,,,,ae3119f5-cbe6-4781-a380-aa953b4e0cf5,135,,,"[22.0, 51.0]",7556,3,,-0.16514868,,,Head,,,"[40.0, 48.0]",,High Pass,18.248287,Incomplete,,,,,,,Recovery,1,Regular Play,Moussa Wagué,5674.0,Right Back,11,Japan,778,"['9121d5ee-630a-475b-9ca2-34961d294989', 'd1ab9bd7-726a-4557-96df-d173c4fdfda2']",35,,,,,,,,,,,,,,,,,Senegal,787,00:03:35.047,Pass,
,,,,,,,,,,,,1.52,,,,,,,,,,,,d41e80af-10f7-46ef-9b68-a86dff00a4cc,138,,,"[82.0, 26.0]",7556,3,,-0.5404195,,,Right Foot,,,"[92.0, 20.0]",,High Pass,11.661903,,Yuto Nagatomo,5690.0,,,,,,1,Regular Play,Genki Haraguchi,5697.0,Right Midfield,11,Japan,778,['e8c936e5-f306-45b4-b43f-983126696c43'],37,,,,,,,,,,,,,,,,,Japan,778,00:03:37.287,Pass,
