ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,1.16,,,,,,,,,,,de3edd88-a3a5-4236-ab0c-37e9cc085b3a,650,,"[20.0, 45.0]",7583,15,,-1.3986055,,,Right Foot,,,"[24.0, 22.0]",,Ground Pass,23.345236,,Filipe Luís Kasmirski,6320.0,,,,,,1,From Throw In,João Miranda de Souza Filho,5551.0,Left Center Back,29,Brazil,781,['c8de3db0-b7b2-4630-9a27-594369cf9329'],14,,,,,,,,,,,,,,,,,,,Brazil,781,00:15:14.320,Pass,
,,,,,,,,,,,1.08,,,,,,,,,,,eefcbe2a-ccf5-41bd-865a-799c27e9de84,653,,"[40.0, 16.0]",7583,15,,2.3036115,,,Left Foot,,,"[31.0, 26.0]",,Ground Pass,13.453624,,João Miranda de Souza Filho,5551.0,,,,,,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,29,Brazil,781,['146f99d0-e670-42fc-b371-8f3d7c83b41c'],20,,,,,,,,,,,,,,,,,,,Brazil,781,00:15:20.880,Pass,
,,,,,,,,,,,1.28,,,,,,,,,,,1a06c2ad-7e8f-47dc-b8e9-f8172c86140a,656,,"[32.0, 35.0]",7583,15,,1.4288993,,,Right Foot,,,"[34.0, 49.0]",,Ground Pass,14.142136,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Throw In,João Miranda de Souza Filho,5551.0,Left Center Back,29,Brazil,781,['42183d43-34f4-4ee5-8089-a369c39c2857'],23,,,,,,,,,,,,,,,,,,,Brazil,781,00:15:23.479,Pass,
,,,,,,,,,,,0.813,,,,,,,,,,,27d7d4e5-ba38-407d-b3b7-75b24f9f5407,659,,"[47.0, 57.0]",7583,15,,0.5485494,,,Right Foot,,,"[65.0, 68.0]",,Ground Pass,21.095022,,Willian Borges da Silva,3472.0,,,,,,1,From Throw In,Thiago Emiliano da Silva,3295.0,Right Center Back,29,Brazil,781,['3621a651-4310-4225-9c95-c28c398568eb'],29,,,,,,,,,,,,,,,,,,,Brazil,781,00:15:29.347,Pass,
,,,,,,,,,,,6.759,,,,,,,,,,,03753d89-1fd3-433f-af60-a8cff8cc0e67,670,,"[41.0, 68.0]",7583,15,,-0.89242566,,,Right Foot,,,"[95.0, 1.0]",,High Pass,86.05231,Out,Neymar da Silva Santos Junior,4320.0,,True,,,,1,From Throw In,Willian Borges da Silva,3472.0,Right Wing,29,Brazil,781,['0e692ef5-0afb-400b-99ae-589f82f522b8'],42,,,,,,,,,,,,,,,,,,,Brazil,781,00:15:42.000,Pass,
,,,,,,,,,,,4.133,,,,,,,,,,,9892f7f1-a032-40c4-8c18-0e2de56db895,672,,"[32.0, 80.0]",7583,16,,-0.6202495,,,,,,"[67.0, 55.0]",,High Pass,43.011627,Incomplete,,,,,,,Throw-in,1,From Throw In,Edson Omar Álvarez Velázquez,5567.0,Right Back,30,Mexico,794,['c70b6d6a-29ff-4cba-b860-04495a56aad2'],8,,,,,,,,,,,,,,,,,,,Mexico,794,00:16:08.107,Pass,
,,,,,,,,,,,1.0,,,,,,,,,,,ec245777-41d5-4b09-913f-314c51936341,676,,"[54.0, 27.0]",7583,16,,0.17670886,,,Right Foot,,,"[82.0, 32.0]",,Ground Pass,28.442924,,Gabriel Fernando de Jesus,3202.0,,,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Right Center Back,31,Brazil,781,['825fa56d-892c-4779-87a5-911db82c5366'],13,,,,,,,,,,,,,,,,,,,Brazil,781,00:16:13.520,Pass,
,,,,,,,,,,,0.96,,,,,,,,,,,97a84b6a-4516-41f7-b918-4933242042f0,684,,"[79.0, 54.0]",7583,16,,1.1071488,,,Right Foot,,,"[88.0, 72.0]",,Ground Pass,20.12461,,Willian Borges da Silva,3472.0,,,,,Recovery,1,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Left Center Midfield,31,Brazil,781,['8c1aff66-b1a5-4ddc-ac26-71f296bc74fb'],18,,,,,,,,,,,,,,,,,,,Brazil,781,00:16:18.400,Pass,
,,,,,,,,,,,0.4,,,,,,,,,,,1481adc2-c1ff-48cb-9c6d-7ecf303780dd,688,,"[112.0, 66.0]",7583,16,,-1.2490457,,,Right Foot,,,"[114.0, 60.0]",,High Pass,6.3245554,Incomplete,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,Regular Play,Willian Borges da Silva,3472.0,Right Wing,31,Brazil,781,"['0f81ea98-9c6e-4b9a-b882-8b18b77dc461', '6bf7fc44-9819-40a1-a8f2-8f4a9d6b57e1', 'a12efc0e-aec5-4d09-a8b7-b140039bb5c6']",23,,,,,,,,,,,,,,,,,,,Brazil,781,00:16:23.720,Pass,True
,,,,,,,,,,,1.187,,,,,,,,,,,90e2f16a-dd37-4dac-9a2e-8825746036c6,691,,"[119.0, 79.0]",7583,17,,-1.7211678,,,Right Foot,True,,"[114.0, 46.0]",,High Pass,33.37664,Incomplete,Carlos Henrique Casimiro,5539.0,,,,,Corner,1,From Corner,Willian Borges da Silva,3472.0,Right Wing,32,Brazil,781,"['182f5e62-9f2c-4f3f-ba32-7a4505dc223a', 'd82c55af-36ad-44bb-9a80-2ac07db8c4d6']",8,,,,,,,,,,,,,,,,,,,Brazil,781,00:17:08.920,Pass,
,,,,,,,,,,,1.747,,,,,,,,,,,69364d0f-c80e-448f-b864-7b2a99014220,694,,"[42.0, 14.0]",7583,17,,-0.90975314,,,Head,,,"[49.0, 5.0]",,High Pass,11.401754,,Javier Hernández Balcázar,3058.0,,,,,Recovery,1,Regular Play,Carlos Alberto Vela Garrido,5560.0,Left Wing,33,Mexico,794,['52da3cbb-0ec9-4b6f-ad0a-aa907a762b45'],13,,,,,,,,,,,,,,,,,,,Mexico,794,00:17:13.320,Pass,
,,,,,,,,,,,2.293,,,,,,,,,,,e2bf3abf-e801-4d3d-9915-3710f0bc07b4,696,,"[50.0, 7.0]",7583,17,,1.237552,,,Right Foot,,,"[59.0, 33.0]",,High Pass,27.513634,,José Andrés Guardado Hernández,5563.0,,,,,,1,Regular Play,Javier Hernández Balcázar,3058.0,Center Forward,33,Mexico,794,['bc1d2b7a-3a2a-4eae-b845-a44ec3f71edb'],15,,,,,,,,,,,,,,,,,,,Mexico,794,00:17:15.067,Pass,
,,,,,,,,,,,1.2,,,,,,,,,,,a9070dc5-28c1-43df-a2cf-32a96226da60,699,,"[57.0, 33.0]",7583,17,,-0.4636476,,,Left Foot,,,"[75.0, 24.0]",,Ground Pass,20.12461,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,Regular Play,José Andrés Guardado Hernández,5563.0,Left Midfield,33,Mexico,794,['732539b5-f67e-45b1-b66d-5a228402993e'],17,,,,,,,,,,,,,,,,,,,Mexico,794,00:17:17.360,Pass,
,,,,,,,,,,,2.733,,,,,,,,,,,fc5fee3b-268f-43ae-9066-589eb12c2058,703,,"[88.0, 23.0]",7583,17,,1.1071488,b4f91c1f-9bbb-4000-ad44-5fec3ce17ca2,,Left Foot,,,"[107.0, 61.0]",,High Pass,42.48529,,Hirving Rodrigo Lozano Bahena,5571.0,True,,,,,1,Regular Play,Carlos Alberto Vela Garrido,5560.0,Left Wing,33,Mexico,794,['9f3362a5-7cfa-4b27-879c-2ed13b603616'],20,,,,,,,,,,,,,,,,,,,Mexico,794,00:17:20.667,Pass,
,,,,,,,,,,,0.919,,,,,,,,,,,5474b862-5773-454b-af69-cc5404efd749,714,,"[23.0, 1.0]",7583,17,,1.7234457,,,,,,"[21.0, 14.0]",,Low Pass,13.152946,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,Throw-in,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,34,Brazil,781,['291eb4c4-729e-4e6e-b2af-5beabaabee23'],37,,,,,,,,,,,,,,,,,,,Brazil,781,00:17:37.800,Pass,
,,,,,,,,,,,0.96,,,,,,,,,,,d83e15de-5677-4712-b6a5-0b851b6a99b8,718,,"[14.0, 32.0]",7583,17,,1.7818897,,,Right Foot,,,"[11.0, 46.0]",,Ground Pass,14.3178215,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Left Center Midfield,34,Brazil,781,"['16abe011-bb8a-482d-a82a-49226cf46bb4', 'd40fb9b1-9588-446d-a005-0415e42bf54f']",44,,,,,,,,,,,,,,,,,,,Brazil,781,00:17:44.960,Pass,True
,,,,,,,,,,,1.2,,,,,,,,,,,70b7d327-91ed-4329-9357-3571d878e176,721,,"[12.0, 45.0]",7583,17,,-1.7681919,,,Right Foot,,,"[8.0, 25.0]",,Ground Pass,20.396078,,João Miranda de Souza Filho,5551.0,,,,,,1,From Throw In,Thiago Emiliano da Silva,3295.0,Right Center Back,34,Brazil,781,['e667318b-7d71-4b16-871c-e9231b7e207a'],47,,,,,,,,,,,,,,,,,,,Brazil,781,00:17:47.080,Pass,
,,,,,,,,,,,1.08,,,,,,,,,,,bb5f9838-1a3f-4347-9645-796354bfe2a1,724,,"[9.0, 20.0]",7583,17,,-1.5707964,,,Right Foot,,,"[9.0, 6.0]",,Ground Pass,14.0,,Filipe Luís Kasmirski,6320.0,,,,,,1,From Throw In,João Miranda de Souza Filho,5551.0,Left Center Back,34,Brazil,781,['32fee327-7a25-4cfe-aecb-370ebabf41dd'],49,,,,,,,,,,,,,,,,,,,Brazil,781,00:17:49.640,Pass,
,,,,,,,,,,,0.16,,,,,,,,,,,6075c848-5787-40e8-abfa-32874cbadc08,728,,"[5.0, 4.0]",7583,17,,0.0,,,Left Foot,,,"[8.0, 4.0]",,High Pass,3.0,Incomplete,,,,,,,,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,34,Brazil,781,"['8ced7f62-950f-4061-bb67-2558ad9e1348', 'c9264a51-627c-4f5a-92d9-ce4221a2989e']",52,,,,,,,,,,,,,,,,,,,Brazil,781,00:17:52.200,Pass,True
,,,,,,,,,,,1.319,,,,,,,,,,,fd85fe76-221c-4ce0-bcec-0312e38c722e,731,,"[10.0, 11.0]",7583,17,True,0.87605804,,,,,,"[15.0, 17.0]",,High Pass,7.81025,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,Recovery,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,34,Brazil,781,"['834a42d4-1405-4f45-bbd3-171de69b42c2', 'ac2f5f2e-1061-4d40-9c3c-d194dd212145']",54,,,,,,,,,,,,,,,,,,,Brazil,781,00:17:54.600,Pass,True
,,,,,,,,,,,0.6,,,,,,,,,,,31d52590-acf5-4e6d-9d45-e7d7b5150eea,735,,"[16.0, 17.0]",7583,17,,2.7367008,,,Right Foot,,,"[9.0, 20.0]",,Low Pass,7.615773,,João Miranda de Souza Filho,5551.0,,,,,,1,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Left Center Midfield,34,Brazil,781,"['f2008b8f-55c9-4e51-ab9d-f9a871957f7b', 'f5843902-e92c-48d3-8921-b33c629df3fa']",56,,,,,,,,,,,,,,,,,,,Brazil,781,00:17:56.280,Pass,True
,,,,,,,,,,,2.68,,,,,,,,,,,0cd0452b-6076-4b4d-9276-b9b4c6afb548,738,,"[5.0, 17.0]",7583,17,,-0.43984258,,,Left Foot,,,"[39.0, 1.0]",,High Pass,37.576588,Out,,,,,,,,1,From Throw In,João Miranda de Souza Filho,5551.0,Left Center Back,34,Brazil,781,['f5843902-e92c-48d3-8921-b33c629df3fa'],58,,,,,,,,,,,,,,,,,,,Brazil,781,00:17:58.600,Pass,True
,,,,,,,,,,,1.253,,,,,,,,,,,f80856e8-cfc2-4793-a73c-6dd4f75d9899,739,,"[94.0, 80.0]",7583,18,,-1.1583859,,,,,,"[101.0, 64.0]",,High Pass,17.464249,,Héctor Miguel Herrera López,5575.0,,,,,Throw-in,1,From Throw In,Edson Omar Álvarez Velázquez,5567.0,Right Back,35,Mexico,794,['9ae88899-1137-4de4-ba95-c59376671246'],8,,,,,,,,,,,,,,,,,,,Mexico,794,00:18:08.067,Pass,
,,,,,,,,,,,0.72,,,,,,,,,,,7693497a-3a64-4482-8df8-3bfff11b5b90,743,,"[101.0, 64.0]",7583,18,,2.0899425,,,Other,,,"[97.0, 71.0]",,Low Pass,8.062258,,Hirving Rodrigo Lozano Bahena,5571.0,,,,,,1,From Throw In,Héctor Miguel Herrera López,5575.0,Right Midfield,35,Mexico,794,"['59c6c022-c1aa-4501-8c97-ef9073de0aa2', 'd5bf7501-e73c-4e8b-8fdb-fb39faf32be5']",9,,,,,,,,,,,,,,,,,,,Mexico,794,00:18:09.640,Pass,True
,,,,,,,,,,,0.879,,,,,,,,,,,acad32a2-9d64-4e46-93b3-b57ae92df32a,749,,"[21.0, 27.0]",7583,18,,-2.0344439,,,Right Foot,,,"[19.0, 23.0]",,Ground Pass,4.472136,,Filipe Luís Kasmirski,6320.0,,,,,Recovery,1,Regular Play,Carlos Henrique Casimiro,5539.0,Right Center Midfield,36,Brazil,781,['ff9fde28-b577-4c83-a728-af7389071e7d'],12,,,,,,,,,,,,,,,,,,,Brazil,781,00:18:12.960,Pass,
,,,,,,,,,,,0.52,,,,,,,,,,,4c38dac6-d292-4881-a649-c40c73c98cce,752,,"[19.0, 24.0]",7583,18,,-0.41822433,,,Left Foot,,,"[28.0, 20.0]",,Ground Pass,9.848858,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,36,Brazil,781,['f73c638c-656b-4a20-aff5-9c78a58e5aec'],14,,,,,,,,,,,,,,,,,,,Brazil,781,00:18:14.280,Pass,
,,,,,,,,,,,1.319,,,,,,,,,,,3f857813-4b9e-4337-bc09-2b26cb2d86ca,756,,"[31.0, 25.0]",7583,18,,1.1341692,,,Right Foot,,,"[38.0, 40.0]",,Ground Pass,16.552946,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Left Center Midfield,36,Brazil,781,"['ae26306f-5ae0-4b35-bef8-a65140bf92e0', 'de238270-23e3-4d49-b402-cf61e75b3aff']",15,,,,,,,,,,,,,,,,,,,Brazil,781,00:18:15.520,Pass,True
,,,,,,,,,,,0.799,,,,,,,,,,,a7ad738a-723d-45ac-a07b-72b38c7e5887,760,,"[38.0, 40.0]",7583,18,,-2.0344439,,,Right Foot,,,"[36.0, 36.0]",,Ground Pass,4.472136,,Carlos Henrique Casimiro,5539.0,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,36,Brazil,781,"['623b71e0-964e-49db-84f8-d25fc54b8a9e', '69541a4c-8608-4fdc-9a85-c311014959d9']",17,,,,,,,,,,,,,,,,,,,Brazil,781,00:18:17.160,Pass,True
,,,,,,,,,,,1.0,,,,,,,,,,,59715aba-ab04-4141-a213-a030b260f51e,765,,"[54.0, 38.0]",7583,18,,0.19739556,,,Right Foot,,,"[74.0, 42.0]",,Ground Pass,20.396078,Incomplete,Gabriel Fernando de Jesus,3202.0,,,Through Ball,True,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Right Center Midfield,36,Brazil,781,"['06c062ca-0638-4037-959d-4a2b9fb80767', '326d30f3-3e4f-481c-a3d0-29ab604ea6eb']",20,,,,,,,,,,,,,,,,,,,Brazil,781,00:18:20.400,Pass,
,,,,,,,,,,,1.107,,,,,,,,,,,1e63c43c-418d-4c64-85db-63899a2a3b02,771,,"[78.0, 58.0]",7583,18,,-2.6779451,,,Right Foot,,,"[70.0, 54.0]",,Low Pass,8.944272,Incomplete,Carlos Henrique Casimiro,5539.0,,,,,Recovery,1,Regular Play,Willian Borges da Silva,3472.0,Right Wing,37,Mexico,794,"['2ec76c59-3f94-4b1c-881c-86317d0ac316', '8ba8ae0c-dff3-4a24-8ccd-2ac1b00fb8a5']",23,,,,,,,,,,,,,,,,,,,Brazil,781,00:18:23.760,Pass,
,,,,,,,,,,,2.573,,,,,,,,,,,2ec76c59-3f94-4b1c-881c-86317d0ac316,773,,"[51.0, 27.0]",7583,18,,-1.0303768,,,Right Foot,,,"[66.0, 2.0]",,Low Pass,29.15476,,Carlos Alberto Vela Garrido,5560.0,,,,,Recovery,1,Regular Play,Rafael Márquez Álvarez,5558.0,Center Midfield,37,Mexico,794,"['1e63c43c-418d-4c64-85db-63899a2a3b02', '6576f223-e943-43ab-8ebc-0ddaeb621e23']",24,,,,,,,,,,,,,,,,,,,Mexico,794,00:18:24.867,Pass,
,,,,,,,,,,,2.093,,,,,,,,,,,d3bdb86c-5c08-4c99-916b-5ca11d735377,780,,"[41.0, 12.0]",7583,18,,1.709436,,,Right Foot,,,"[35.0, 55.0]",,Ground Pass,43.416588,,Hugo Ayala Castro,5561.0,,True,,,,1,Regular Play,Carlos Joel Salcedo Hernández,5564.0,Left Center Back,38,Mexico,794,['e9097a76-ae3e-41be-9a58-f25dcba5f84d'],45,,,,,,,,,,,,,,,,,,,Mexico,794,00:18:45.667,Pass,
,,,,,,,,,,,2.48,,,,,,,,,,,4513226d-be84-4f4c-a93f-8950b1423c8d,783,,"[49.0, 56.0]",7583,18,,-1.7475052,,,Right Foot,,,"[44.0, 28.0]",,Ground Pass,28.442924,,Carlos Joel Salcedo Hernández,5564.0,,,,,,1,Regular Play,Hugo Ayala Castro,5561.0,Right Center Back,38,Mexico,794,['9fd977dd-fe3f-4bbf-a801-8e4722e6c586'],53,,,,,,,,,,,,,,,,,,,Mexico,794,00:18:53.760,Pass,
,,,,,,,,,,,1.973,,,,,,,,,,,d0d08e62-b84d-402d-9fa8-fc1c384d83d2,787,,"[62.0, 25.0]",7583,18,,-1.9074712,,,Right Foot,,,"[55.0, 5.0]",,Ground Pass,21.189621,,Jesús Daniel Gallardo Vasconcelos,5576.0,,,,,,1,Regular Play,Carlos Joel Salcedo Hernández,5564.0,Left Center Back,38,Mexico,794,['30104afb-2d07-47fe-9bf2-7c44492a4ec6'],59,,,,,,,,,,,,,,,,,,,Mexico,794,00:18:59.547,Pass,
,,,,,,,,,,,2.493,,,,,,,,,,,90136a5f-1768-4149-b63b-4eda956e0bd2,791,,"[55.0, 6.0]",7583,19,,2.4127378,,,Left Foot,,,"[27.0, 31.0]",,Ground Pass,37.536648,,Hugo Ayala Castro,5561.0,,,,,,1,Regular Play,Jesús Daniel Gallardo Vasconcelos,5576.0,Left Back,38,Mexico,794,"['5f210c9d-c3cd-4ee0-8f1f-08565677a62b', '7c1c78cf-dd0d-4880-9a3d-990f409b126d']",2,,,,,,,,,,,,,,,,,,,Mexico,794,00:19:02.267,Pass,True
,,,,,,,,,,,1.693,,,,,,,,,,,4ef6b3c4-5a27-4a4b-a83f-14767125da8b,794,,"[25.0, 31.0]",7583,19,,0.41241044,,,Left Foot,,,"[41.0, 38.0]",,Ground Pass,17.464249,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Hugo Ayala Castro,5561.0,Right Center Back,38,Mexico,794,['16e27639-831f-4061-92f0-ee948d9cd9e5'],6,,,,,,,,,,,,,,,,,,,Mexico,794,00:19:06.387,Pass,
,,,,,,,,,,,0.96,,,,,,,,,,,66c9fe33-d614-4368-b4b1-52693640e767,796,,"[40.0, 37.0]",7583,19,,-2.896614,,,Right Foot,,,"[32.0, 35.0]",,Ground Pass,8.246211,,Hugo Ayala Castro,5561.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Center Midfield,38,Mexico,794,['a8103e35-bc7f-43f4-b104-1063ecdabc25'],8,,,,,,,,,,,,,,,,,,,Mexico,794,00:19:08.080,Pass,
,,,,,,,,,,,1.413,,,,,,,,,,,0d52925e-1b33-4d02-abd8-78877343e754,799,,"[34.0, 37.0]",7583,19,,-1.2490457,,,Right Foot,,,"[38.0, 25.0]",,Ground Pass,12.649111,,Carlos Joel Salcedo Hernández,5564.0,,,,,,1,Regular Play,Hugo Ayala Castro,5561.0,Right Center Back,38,Mexico,794,['41ec3859-6f0e-4cc9-b813-41190ab0b36e'],11,,,,,,,,,,,,,,,,,,,Mexico,794,00:19:11.467,Pass,
,,,,,,,,,,,2.573,,,,,,,,,,,476fe9a9-dfca-4b06-ad55-5ed4980425bd,802,,"[41.0, 25.0]",7583,19,,1.4648119,,,Left Foot,,,"[46.0, 72.0]",,High Pass,47.26521,,Edson Omar Álvarez Velázquez,5567.0,,True,,,,1,Regular Play,Carlos Joel Salcedo Hernández,5564.0,Left Center Back,38,Mexico,794,['f2a16522-7b7e-4b95-b4ea-9958c6392f3e'],13,,,,,,,,,,,,,,,,,,,Mexico,794,00:19:13.627,Pass,
,,,,,,,,,,,1.333,,,,,,,,,,,66cbb380-959c-4f3d-a521-b177c2bfde16,805,,"[59.0, 73.0]",7583,19,,0.4266275,,,Right Foot,,,"[70.0, 78.0]",,Ground Pass,12.083046,,Hirving Rodrigo Lozano Bahena,5571.0,,,,,,1,Regular Play,Edson Omar Álvarez Velázquez,5567.0,Right Back,38,Mexico,794,['2c9e7eea-d6b8-4af2-ad59-c5a23f26e266'],19,,,,,,,,,,,,,,,,,,,Mexico,794,00:19:19.107,Pass,
,,,,,,,,,,,1.133,,,,,,,,,,,efa7f84c-de63-4e67-9bb5-d6dd62b9d217,809,,"[71.0, 78.0]",7583,19,,-0.124354996,,,Right Foot,,,"[87.0, 76.0]",,High Pass,16.124516,,Héctor Miguel Herrera López,5575.0,,,,,,1,Regular Play,Hirving Rodrigo Lozano Bahena,5571.0,Right Wing,38,Mexico,794,"['997cb4e9-db37-4a5f-a5b8-ca352914307a', '9d494972-96e7-4160-8313-5c604510df16']",21,,,,,,,,,,,,,,,,,,,Mexico,794,00:19:21.387,Pass,True
,,,,,,,,,,,1.573,,,,,,,,,,,7fae58fe-bc19-4ea5-bf41-fbb6db0eaa04,813,,"[86.0, 78.0]",7583,19,,-1.7681919,,,Left Foot,,,"[83.0, 63.0]",,Ground Pass,15.297058,,Hirving Rodrigo Lozano Bahena,5571.0,,,,,,1,Regular Play,Héctor Miguel Herrera López,5575.0,Right Midfield,38,Mexico,794,['774db331-d83e-4909-88eb-a34c3cc26044'],24,,,,,,,,,,,,,,,,,,,Mexico,794,00:19:24.667,Pass,
,,,,,,,,,,,0.84,,,,,,,,,,,6d607dc2-7435-4309-ae45-59df4c5acbef,816,,"[84.0, 63.0]",7583,19,,2.0647378,,,Right Foot,,,"[77.0, 76.0]",,Ground Pass,14.764823,,Edson Omar Álvarez Velázquez,5567.0,,,,,,1,Regular Play,Hirving Rodrigo Lozano Bahena,5571.0,Right Wing,38,Mexico,794,"['0dcd0e5d-d319-4c58-8cd7-8c091574bf22', '26cc3d1e-5824-431c-8461-9b4ef6ff905d']",26,,,,,,,,,,,,,,,,,,,Mexico,794,00:19:26.240,Pass,True
,,,,,,,,,,,1.813,,,,,,,,,,,f0dd8e51-daff-4e02-819c-3bce3e68b53e,820,,"[66.0, 76.0]",7583,19,,-2.7509856,,,Right Foot,,,"[49.0, 69.0]",,Ground Pass,18.384777,,Hugo Ayala Castro,5561.0,,,,,,1,Regular Play,Edson Omar Álvarez Velázquez,5567.0,Right Back,38,Mexico,794,"['536421a7-175b-4086-bb3e-1ade2aa928f8', '6d215e23-527f-4dd4-adb4-89da2238bc37']",28,,,,,,,,,,,,,,,,,,,Mexico,794,00:19:28.467,Pass,True
,,,,,,,,,,,1.853,,,,,,,,,,,df477593-c0d9-4a86-b22a-b7c4da82780a,823,,"[51.0, 67.0]",7583,19,,-1.4743226,,,Right Foot,,,"[54.0, 36.0]",,Ground Pass,31.144823,,Carlos Joel Salcedo Hernández,5564.0,,,,,,1,Regular Play,Hugo Ayala Castro,5561.0,Right Center Back,38,Mexico,794,['4256ab64-eb85-48d3-9cdc-9709ed1e9d49'],31,,,,,,,,,,,,,,,,,,,Mexico,794,00:19:31.387,Pass,
,,,,,,,,,,,1.333,,,,,,,,,,,5eb42d84-20ee-4a06-9b7f-a32be5a4ac1e,826,,"[63.0, 27.0]",7583,19,,-0.95449936,,,Right Foot,,,"[80.0, 3.0]",,Ground Pass,29.410883,,Jesús Daniel Gallardo Vasconcelos,5576.0,,,,,,1,Regular Play,Carlos Joel Salcedo Hernández,5564.0,Left Center Back,38,Mexico,794,['3cac35d8-3e02-45a9-9e03-13420dbb89ce'],36,,,,,,,,,,,,,,,,,,,Mexico,794,00:19:36.467,Pass,
,,,,,,,,,,,2.253,,,,,,,,,,,820d7012-ad95-4257-a5a9-f72132faa374,830,,"[86.0, 3.0]",7583,19,,1.0584068,,,Left Foot,,,"[95.0, 19.0]",,Ground Pass,18.35756,Incomplete,José Andrés Guardado Hernández,5563.0,,,,,,1,Regular Play,Jesús Daniel Gallardo Vasconcelos,5576.0,Left Back,38,Mexico,794,"['a2d2d48d-5b5a-4861-907e-d8bf3d5cb25f', 'b8cc7301-9ece-415a-82c9-d5c836a759ba']",39,,,,,,,,,,,,,,,,,,,Mexico,794,00:19:39.267,Pass,
,,,,,True,,,,,,0.68,,,,,,,,,,,b8cc7301-9ece-415a-82c9-d5c836a759ba,832,,"[26.0, 62.0]",7583,19,,-0.24497867,,,Right Foot,,,"[34.0, 60.0]",,Ground Pass,8.246211,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,Interception,1,Regular Play,Fágner Conserva Lemos,5838.0,Right Back,39,Brazil,781,"['670586e5-7c4e-4a32-bf4d-f774728bdc57', '820d7012-ad95-4257-a5a9-f72132faa374']",41,,,,,,,,,,,,,,,,,,,Brazil,781,00:19:41.520,Pass,
,,,,,,,,,,,1.08,,,,,,,,,,,93ffd1fa-3ac8-441b-b20e-111861fa1dff,835,,"[32.0, 54.0]",7583,19,,2.9889433,,,Right Foot,,,"[19.0, 56.0]",,Ground Pass,13.152946,,Thiago Emiliano da Silva,3295.0,,,,,,1,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Left Center Midfield,39,Brazil,781,['0501583a-2690-4bd3-8b7a-c6cea0dac3c6'],43,,,,,,,,,,,,,,,,,,,Brazil,781,00:19:43.640,Pass,
,,,,,,,,,,,0.92,,,,,,,,,,,bc90a119-527d-4cfe-9ac1-ca8f9426a177,838,,"[20.0, 55.0]",7583,19,,-0.8960554,,,Right Foot,,,"[36.0, 35.0]",,High Pass,25.612497,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Right Center Back,39,Brazil,781,['0833c8c3-1b4c-49c7-9d74-85c9a9de6ece'],44,,,,,,,,,,,,,,,,,,,Brazil,781,00:19:44.920,Pass,
