ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.52,,,,,,,,,,,2b5086ab-c00b-42a6-8fbe-2bff0bfab01e,1283,,"[107.0, 69.0]",7567,34,,-1.735945,,,Right Foot,,,,"[105.0, 57.0]",,Ground Pass,12.165525,,Incomplete,,,,,,1,From Throw In,Joshua Kimmich,5579.0,Right Back,59,Germany,770,"['9e918abb-7055-494c-908d-6c32a698a361', 'dc366609-f6d6-4fd4-9ece-ba799607fe23']",24,,,,,,,,,,,,,,,,,,Germany,770,00:34:24.027,Pass,True
,,,,,,,,,,,,0.793,,,,,,,,,,,9e918abb-7055-494c-908d-6c32a698a361,1284,,"[16.0, 24.0]",7567,34,,-2.9441972,,,Left Foot,,,,"[6.0, 22.0]",,Ground Pass,10.198039,,,Chul Hong,5986.0,,,Recovery,1,From Throw In,Woo-Young Jung,5618.0,Left Center Midfield,59,Germany,770,"['2b5086ab-c00b-42a6-8fbe-2bff0bfab01e', 'fe7cef93-616e-4ce2-850a-04469dcb4f29']",24,,,,,,,,,,,,,,,,,,South Korea,791,00:34:24.547,Pass,
,,,,,,,,,,,,3.12,,,,,,,,,,,2e2d9716-a57c-444d-931f-e2a99fcb8d5a,1287,,"[5.0, 21.0]",7567,34,,0.24958692,,,Right Foot,,,,"[56.0, 34.0]",,High Pass,52.63079,,Incomplete,Heung-Min Son,3083.0,,,,1,From Throw In,Chul Hong,5986.0,Left Back,59,Germany,770,"['7de31adf-f477-476e-8e71-1e874373a5da', 'db02afc2-889c-4123-9e8f-d2efc9555b54']",26,,,,,,,,,,,,,,,,,,South Korea,791,00:34:26.640,Pass,
,,,,,,,,,,,,1.56,,,,,,,,,,,db02afc2-889c-4123-9e8f-d2efc9555b54,1289,,"[65.0, 47.0]",7567,34,,-3.024484,,,Head,,,,"[48.0, 45.0]",,High Pass,17.117243,,,Niklas Süle,6322.0,,,Recovery,1,From Throw In,Mats Hummels,5572.0,Left Center Back,59,Germany,770,"['2e2d9716-a57c-444d-931f-e2a99fcb8d5a', '9af64d35-cbce-44bb-8e53-30f9253ac70b']",29,,,,,,,,,,,,,,,,,,Germany,770,00:34:29.760,Pass,
,,,,,,,,,,,,0.998,,,,,,,,,,,32537f91-c9ea-4f29-8757-1195da8ea0a5,1292,,"[41.0, 55.0]",7567,34,,-2.7118304,,,Left Foot,,,,"[17.0, 44.0]",,Ground Pass,26.400757,,,Manuel Neuer,5570.0,,,,1,From Throw In,Niklas Süle,6322.0,Right Center Back,59,Germany,770,['e93013cd-4202-44cf-b676-dc6ff17498d4'],33,,,,,,,,,,,,,,,,,,Germany,770,00:34:33.322,Pass,
,,,,,,,,,,,,2.36,,,,,,,,,,,a4f50fe1-9eda-4888-8682-065b5808d641,1295,,"[21.0, 52.0]",7567,34,,-1.0427219,,,Right Foot,,,,"[49.0, 4.0]",,High Pass,55.569775,,,Jonas Hector,6040.0,,True,,1,From Throw In,Manuel Neuer,5570.0,Goalkeeper,59,Germany,770,['351ec2d3-a61a-421b-8602-6f00b62d1e03'],39,,,,,,,,,,,,,,,,,,Germany,770,00:34:39.427,Pass,
,,,,,,,,,,,,1.12,,,,,,,,,,,712d65e9-36f2-4663-af43-3dabfc9b63da,1298,,"[50.0, 8.0]",7567,34,,1.3854483,,,Left Foot,,,,"[53.0, 24.0]",,Ground Pass,16.27882,,,Toni Kroos,5574.0,,,,1,From Throw In,Jonas Hector,6040.0,Left Back,59,Germany,770,['8ece90f7-128c-4012-904a-e6e4796f6787'],44,,,,,,,,,,,,,,,,,,Germany,770,00:34:44.000,Pass,
,,,,,,,,,,,,0.973,,,,,,,,,,,711ac146-0b03-4c78-8575-d2dd6f9a8622,1301,,"[58.0, 29.0]",7567,34,,1.5042281,,,Right Foot,,,,"[59.0, 44.0]",,Ground Pass,15.033297,,,Sami Khedira,5566.0,,,,1,From Throw In,Toni Kroos,5574.0,Left Center Midfield,59,Germany,770,['200e7a16-e602-465a-ad59-9a91da989fd3'],47,,,,,,,,,,,,,,,,,,Germany,770,00:34:47.667,Pass,
,,,,,,,,,,,,1.52,,,,,,,,,,,82efaf6a-fb8c-422a-be2a-fd4fdfc2f780,1304,,"[64.0, 48.0]",7567,34,,1.0062269,,,Right Foot,,,,"[83.0, 78.0]",,Ground Pass,35.510563,,,Joshua Kimmich,5579.0,,,,1,From Throw In,Sami Khedira,5566.0,Right Center Midfield,59,Germany,770,['5baf37d1-012c-4ed6-872a-fc649699ed96'],50,,,,,,,,,,,,,,,,,,Germany,770,00:34:50.399,Pass,
,,,,,,,,,,,,1.053,,,,,,,,,,,659333c1-d964-479f-92e5-2d1dd9dd0d1c,1307,,"[91.0, 75.0]",7567,34,,-0.4636476,,,Right Foot,,,,"[109.0, 66.0]",,Ground Pass,20.12461,,,Leon Goretzka,6324.0,,,,1,From Throw In,Joshua Kimmich,5579.0,Right Back,59,Germany,770,['54bddc6e-0ea7-468c-b7f1-4f24688817f5'],53,,,,,,,,,,,,,,,,,,Germany,770,00:34:53.707,Pass,
,,,,,,,,,,,,1.053,,,,,,,,,,,fc20688f-6b1f-4466-8c85-ea8ef5c17030,1311,,"[108.0, 78.0]",7567,34,,-3.050933,,,Right Foot,,,True,"[97.0, 77.0]",,Ground Pass,11.045361,,,Joshua Kimmich,5579.0,,,,1,From Throw In,Leon Goretzka,6324.0,Right Wing,59,Germany,770,['74cd709e-efc2-44ec-b46b-f9411ae46853'],57,,,,,,,,,,,,,,,,,,Germany,770,00:34:57.667,Pass,
,,,,,,,,,,,,0.679,,,,,,,,,,,de4f4d36-f69a-4414-876a-ff5f76edb545,1314,,"[100.0, 76.0]",7567,35,,-2.2896264,,,Right Foot,,,,"[93.0, 68.0]",,Ground Pass,10.630146,,,Mesut Özil,3496.0,,,,1,From Throw In,Joshua Kimmich,5579.0,Right Back,59,Germany,770,['43405bf8-dfd1-459b-9e64-643eadf92e43'],1,,,,,,,,,,,,,,,,,,Germany,770,00:35:01.000,Pass,
,,,,,,,,,,,,1.133,,,,,,,,,,,e70b1511-3e63-4e72-8291-44fda8dffb44,1320,,"[92.0, 77.0]",7567,35,,-2.0899425,,,Right Foot,,,,"[88.0, 70.0]",,Ground Pass,8.062258,,,Sami Khedira,5566.0,,,Free Kick,1,From Free Kick,Mesut Özil,3496.0,Center Attacking Midfield,60,Germany,770,['764d12b1-c663-4fbc-86ba-a5a7cf50da92'],17,,,,,,,,,,,,,,,,,,Germany,770,00:35:17.387,Pass,
,,,,,,,,,,,,0.68,,,,,,,,,,,8477808a-9ae3-4be7-8ab7-a4beea67685b,1323,,"[88.0, 70.0]",7567,35,,1.8925469,,,Right Foot,,,,"[86.0, 76.0]",,Ground Pass,6.3245554,,,Mesut Özil,3496.0,,,,1,From Free Kick,Sami Khedira,5566.0,Right Center Midfield,60,Germany,770,['f859e98d-12b8-4c55-baad-7b0fa4ed96c1'],19,,,,,,,,,,,,,,,,,,Germany,770,00:35:19.080,Pass,
,,,,,,,,,,,,1.439,,,,,,,,,,,ef7e56f1-ff92-4e49-a595-ce7028946471,1326,,"[89.0, 68.0]",7567,35,,0.14189705,,,Left Foot,,,,"[110.0, 71.0]",,Ground Pass,21.213203,,,Joshua Kimmich,5579.0,,,,1,From Free Kick,Mesut Özil,3496.0,Center Attacking Midfield,60,Germany,770,['c7cafb9b-2b42-4308-a234-e847dedc786d'],23,,,,,,,,,,,,,,,,,,Germany,770,00:35:23.360,Pass,
,,,,,,,,,,,,0.76,,,,,,,,,,,70250adf-f894-4719-9908-35f112ac4ac3,1331,,"[105.0, 64.0]",7567,35,,-2.6011732,,,Left Foot,,,,"[95.0, 58.0]",,Ground Pass,11.661903,,,Mesut Özil,3496.0,,,,1,From Free Kick,Joshua Kimmich,5579.0,Right Back,60,Germany,770,"['926bb856-2f04-49e9-930b-d8cc8b8e4a7e', 'ab734278-51a2-493e-9921-7f84c99d56a7']",28,,,,,,,,,,,,,,,,,,Germany,770,00:35:28.160,Pass,True
,,,,,,,,,,,,1.0,,,,,,,,,,,fd955286-3639-44db-acab-aa1d3f249aa8,1335,,"[94.0, 53.0]",7567,35,,-1.6575347,,,Left Foot,,,,"[92.0, 30.0]",,Ground Pass,23.086792,,,Toni Kroos,5574.0,,,,1,From Free Kick,Mesut Özil,3496.0,Center Attacking Midfield,60,Germany,770,"['391634c8-c518-4fee-950a-867cd04e0c4c', 'ebe0eb55-9726-453f-84e8-a7f9ec84d816']",30,,,,,,,,,,,,,,,,,,Germany,770,00:35:30.480,Pass,True
,,,,,,,,,,,,0.653,,,,,,,,,,,c5601180-750e-41e6-92b0-6171303e8b3e,1340,,"[95.0, 29.0]",7567,35,,-0.32175055,,,Right Foot,,,,"[104.0, 26.0]",,Ground Pass,9.486833,,,Jonas Hector,6040.0,,,,1,From Free Kick,Toni Kroos,5574.0,Left Center Midfield,60,Germany,770,"['04551264-a602-4ace-914d-4f0301b6cc2c', '32d2d86d-ebdf-4794-8878-f186bdac7380', '634dc4da-9afc-41f4-9246-ad6da2288661']",33,,,,,,,,,,,,,,,,,,Germany,770,00:35:33.947,Pass,True
,,,,,,,,,,,,1.399,,,,,,,,,,,695befd4-8464-4085-a8cb-3c19be385486,1343,,"[96.0, 24.0]",7567,35,,1.9074712,,,Right Foot,,,,"[89.0, 44.0]",,Ground Pass,21.189621,,,Sami Khedira,5566.0,,,,1,From Free Kick,Jonas Hector,6040.0,Left Back,60,Germany,770,"['04551264-a602-4ace-914d-4f0301b6cc2c', '58666512-9e22-4388-8ea8-6a4bb62423c7']",37,,,,,,,,,,,,,,,,,,Germany,770,00:35:37.040,Pass,True
,,,,,,,,,,,,0.88,,,,,,,,,,,a59637c7-326f-46d7-914b-14bb65010413,1347,,"[88.0, 53.0]",7567,35,,-1.5707964,,,Right Foot,,,,"[88.0, 31.0]",,Ground Pass,22.0,,,Toni Kroos,5574.0,,,,1,From Free Kick,Sami Khedira,5566.0,Right Center Midfield,60,Germany,770,['e8e1324f-8611-49d9-a7eb-edaa64f79e5e'],42,,,,,,,,,,,,,,,,,,Germany,770,00:35:42.840,Pass,
,,,,,,,,,,,,0.72,,,,,,,,,,,280646ec-67a8-43be-ac05-1ac6d1ed99d6,1350,,"[87.0, 31.0]",7567,35,,0.0,,,Right Foot,,,,"[95.0, 31.0]",,Ground Pass,8.0,,,Mesut Özil,3496.0,,,,1,From Free Kick,Toni Kroos,5574.0,Left Center Midfield,60,Germany,770,['f39d234b-cb46-4ec8-a49e-68e382a44442'],45,,,,,,,,,,,,,,,,,,Germany,770,00:35:45.800,Pass,
,,,,,,,,,,,,1.333,,,,,,,,,,,98134dea-b015-458e-ab8e-2e82745dfd43,1353,,"[99.0, 31.0]",7567,35,,-1.0584068,,,Right Foot,,,,"[108.0, 15.0]",,Ground Pass,18.35756,,,Timo Werner,5557.0,,,,1,From Free Kick,Mesut Özil,3496.0,Center Attacking Midfield,60,Germany,770,['8252bacd-2e7c-4968-a710-95fdb4ff2e09'],47,,,,,,,,,,,,,,,,,,Germany,770,00:35:47.547,Pass,
,,,,,,,,,,,,1.338,,,,,,,,,,,5a40d6ce-2998-4d4d-a6f3-d6b1e723e574,1357,,"[106.0, 22.0]",7567,35,,1.8399638,,,Right Foot,,,,"[98.0, 51.0]",,Ground Pass,30.083218,,,Sami Khedira,5566.0,,,,1,From Free Kick,Timo Werner,5557.0,Center Forward,60,Germany,770,"['07ee7944-2b96-4f62-a5d3-3a22242cbbc8', '712b33d9-4b3d-4e38-81d8-2204fea04c7b']",51,,,,,,,,,,,,,,,,,,Germany,770,00:35:51.402,Pass,True
,,,,,,,,,,,,2.253,,,,,,,,,,,d1d4f8cc-1b3c-4e78-9977-070839721518,1361,,"[98.0, 50.0]",7567,35,,0.348771,,,Right Foot,,,,"[109.0, 54.0]",,Low Pass,11.7046995,,Incomplete,Joshua Kimmich,5579.0,,,,1,From Free Kick,Sami Khedira,5566.0,Right Center Midfield,60,Germany,770,"['2e6245b9-e211-4bd6-939c-6c74cf6c70c3', '8c15b0e1-4172-4184-9f32-90865f415807', 'e432e4d5-a4eb-4e15-b025-43d0534d8ea0']",53,,,,,,,,,,,,,,,,,,Germany,770,00:35:53.547,Pass,True
,,,,,,,,,,,,1.28,,,,,,,,,,,46c33450-82ad-4316-8167-03a21f006e6b,1365,,"[14.0, 26.0]",7567,35,,-0.4048918,,,Left Foot,,,,"[42.0, 14.0]",,High Pass,30.463093,,Incomplete,Seon-Min Moon,5989.0,,,,1,From Free Kick,Chul Hong,5986.0,Left Back,60,Germany,770,"['b26d7fa1-0643-49c0-8cfa-fab4b623dfb4', 'bf06ffc4-7ef2-41fa-87ec-06ea73ce4e31']",56,,,,,,,,,,,,,,,,,,South Korea,791,00:35:56.827,Pass,
,,,,,,,,,,,,1.493,,,,,,,,,,,b26d7fa1-0643-49c0-8cfa-fab4b623dfb4,1367,,"[79.0, 67.0]",7567,35,,0.61466295,,,Right Foot,,,,"[96.0, 79.0]",,Low Pass,20.808653,,,Joshua Kimmich,5579.0,,,Recovery,1,From Free Kick,Sami Khedira,5566.0,Right Center Midfield,60,Germany,770,"['46c33450-82ad-4316-8167-03a21f006e6b', 'a8d8614a-ba0b-4d77-8ba2-58257fbcf05f']",58,,,,,,,,,,,,,,,,,,Germany,770,00:35:58.107,Pass,
,,,,,,,,,,,,4.76,,,,,,,,,,,2e76eb83-32f9-4c8b-ac1d-85e0da442419,1371,,"[106.0, 66.0]",7567,36,,-1.3768371,,,Right Foot,True,,,"[117.0, 10.0]",,High Pass,57.070133,,Unknown,,,,True,,1,From Free Kick,Joshua Kimmich,5579.0,Right Back,60,Germany,770,,8,,,,,,,,,,,,,,,,,,Germany,770,00:36:08.560,Pass,
,,,,,,,,,,,,3.613,,,,,,,,,,,fcaf7076-c2da-4dee-bc16-ca7289839592,1374,,"[79.0, 4.0]",7567,36,,-3.038511,,,Right Foot,,,,"[50.0, 1.0]",,Ground Pass,29.15476,,Out,Jonas Hector,6040.0,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,61,Germany,770,"['ec986529-589f-4d92-9842-1f4a0e6d01d7', 'f408c0d7-ce08-488c-aa52-a18f0846f566']",18,,,,,,,,,,,,,,,,,,Germany,770,00:36:18.027,Pass,True
,,,,,,,,,,,,1.253,,,,,,,,,,,889ce4f4-cd39-4aee-abdc-7fa4ff674903,1376,,"[83.0, 80.0]",7567,36,,-0.18534794,,,,,,,"[99.0, 77.0]",,High Pass,16.27882,,,Jae-Sung Lee,5623.0,,,Throw-in,1,From Throw In,Yong Lee,5608.0,Right Back,62,South Korea,791,['0eb7377d-2a8c-467a-8af3-de44dea937d9'],47,,,,,,,,,,,,,,,,,,South Korea,791,00:36:47.267,Pass,
,,,,,,,,,,,,0.08,,,,,,,,,,,c9b984ee-9354-4032-b0b7-aa1cfcabfb32,1380,,"[97.0, 79.0]",7567,36,,-2.6779451,,,Left Foot,,,,"[91.0, 76.0]",,Ground Pass,6.708204,,Incomplete,,,,,,1,From Throw In,Jae-Sung Lee,5623.0,Right Midfield,62,South Korea,791,['52c48cd4-f88f-4c7a-b08d-10335784f627'],49,,,,,,,,,,,,,,,,,,South Korea,791,00:36:49.867,Pass,
,,,,,,,,,,,,0.933,,,,,,,,,,,aa3594de-6f66-4917-b6f2-e68cb3442c6e,1389,,"[33.0, 7.0]",7567,36,,2.158799,,,Right Foot,,,,"[29.0, 13.0]",,Ground Pass,7.2111025,,,Mats Hummels,5572.0,,,Recovery,1,Regular Play,Marco Reus,5559.0,Left Wing,63,Germany,770,['1129d7e0-6154-4f10-835e-4f3f2beef4e4'],54,,,,,,,,,,,,,,,,,,Germany,770,00:36:54.507,Pass,
,,,,,,,,,,,,1.053,,,,,,,,,,,0e1233a0-439e-4fae-a534-e0d6eb001140,1392,,"[29.0, 14.0]",7567,36,,1.1263771,,,Right Foot,,,,"[39.0, 35.0]",,Ground Pass,23.259407,,,Leon Goretzka,6324.0,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,63,Germany,770,['35ad1791-ed0a-42c7-b2c9-6d2d72790955'],55,,,,,,,,,,,,,,,,,,Germany,770,00:36:55.827,Pass,
,,,,,,,,,,,,2.693,,,,,,,,,,,0246907a-d953-4f02-a61c-5daab18a1b98,1400,,"[15.0, 6.0]",7567,37,,1.9655875,,,Right Foot,,,,"[5.0, 30.0]",,Ground Pass,26.0,,,Hyeon-Woo Jo,5619.0,,,,1,Regular Play,Chul Hong,5986.0,Left Back,63,Germany,770,['a828bcd7-6be4-457c-a07d-b7c8919d721c'],6,,,,,,,,,,,,,,,,,,South Korea,791,00:37:06.747,Pass,
,,,,,,,,,,,,1.907,,,,,,,,,,,a47b107e-054a-4d8b-9f49-ac7031a03d0e,1402,,"[4.0, 30.0]",7567,37,,0.0,,,Left Foot,,,,"[52.0, 30.0]",,High Pass,48.0,,Incomplete,,,,,,1,Regular Play,Hyeon-Woo Jo,5619.0,Goalkeeper,63,Germany,770,['b34d1e89-f0f0-47e2-98dc-07ddc2da9a0d'],9,,,,,,,,,,,,,,,,,,South Korea,791,00:37:09.440,Pass,
,,,,,,,,,,,,0.973,,,,,,,,,,,b34d1e89-f0f0-47e2-98dc-07ddc2da9a0d,1403,,"[69.0, 51.0]",7567,37,,-0.5880026,,,Head,,,,"[75.0, 47.0]",,Low Pass,7.2111025,,,Toni Kroos,5574.0,,,Recovery,1,Regular Play,Sami Khedira,5566.0,Right Center Midfield,63,Germany,770,"['076aba41-440c-43ff-9a25-ff85fca120a7', 'a47b107e-054a-4d8b-9f49-ac7031a03d0e']",11,,,,,,,,,,,,,,,,,,Germany,770,00:37:11.347,Pass,
,,,,,,,,,,,,1.933,,,,,,,,,,,66b46be6-6a18-486d-99dd-ebef71a7d27c,1407,,"[75.0, 47.0]",7567,37,,1.0303768,,,Right Foot,,,,"[81.0, 57.0]",,Ground Pass,11.661903,,Unknown,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Center Midfield,63,Germany,770,['4f3d42d7-c709-4360-9bf9-cee474a88d2f'],12,,,,,,,,,,,,,,,,,,Germany,770,00:37:12.347,Pass,True
,,,,,,,,,,,,1.373,,,,,,,,,,,df21bc7d-2139-416f-8be5-342404aa680e,1411,,"[53.0, 3.0]",7567,37,,1.1760052,,,Left Foot,,,,"[58.0, 15.0]",,Ground Pass,13.0,,,Woo-Young Jung,5618.0,,,,1,Regular Play,Chul Hong,5986.0,Left Back,64,South Korea,791,['8df5b91a-eb50-42d9-a45f-50eb22704fa7'],30,,,,,,,,,,,,,,,,,,South Korea,791,00:37:30.187,Pass,
,,,,,,,,,,,,1.013,,,,,,,,,,,61d64770-a262-445d-9241-b551cfd9b448,1414,,"[57.0, 14.0]",7567,37,,-1.815775,,,Right Foot,,,,"[54.0, 2.0]",,Ground Pass,12.369317,,,Chul Hong,5986.0,,,,1,Regular Play,Woo-Young Jung,5618.0,Left Center Midfield,64,South Korea,791,['9adfaf98-0fb6-4d35-8dd0-34ce91aeb805'],31,,,,,,,,,,,,,,,,,,South Korea,791,00:37:31.587,Pass,
,,,,,,,,,,,,1.813,,,,,,,,,,,6acc652f-a07e-4d99-a679-e88e584cf37f,1417,,"[52.0, 3.0]",7567,37,,2.6078844,,,Left Foot,,,,"[30.0, 16.0]",,Ground Pass,25.553865,,,Young-Gwon Kim,5604.0,,,,1,Regular Play,Chul Hong,5986.0,Left Back,64,South Korea,791,['e513e2af-1caf-460f-bdb8-863b233dc262'],33,,,,,,,,,,,,,,,,,,South Korea,791,00:37:33.027,Pass,
,,,,,,,,,,,,1.533,,,,,,,,,,,ebc6658d-8e79-47ab-878a-2614edc3b0ba,1420,,"[30.0, 20.0]",7567,37,,0.7853982,,,Right Foot,,,,"[39.0, 29.0]",,Ground Pass,12.727922,,,Hyun-Soo Jang,5606.0,,,,1,Regular Play,Young-Gwon Kim,5604.0,Left Center Back,64,South Korea,791,['1e4a348d-13c0-4b31-ad3c-e33ca8a9eb94'],35,,,,,,,,,,,,,,,,,,South Korea,791,00:37:35.707,Pass,
,,,,,,,,,,,,2.413,,,,,,,,,,,eccfc897-6cd4-4aba-9d85-72b6554cf849,1423,,"[42.0, 30.0]",7567,37,,1.4570043,,,Right Foot,,,,"[46.0, 65.0]",,Ground Pass,35.22783,,,Young-Sun Yun,6323.0,,,,1,Regular Play,Hyun-Soo Jang,5606.0,Right Center Midfield,64,South Korea,791,['ae6825c7-6270-4448-8322-95f67b2ab49e'],37,,,,,,,,,,,,,,,,,,South Korea,791,00:37:37.787,Pass,
,,,,,,,,,,,,1.133,,,,,,,,,,,d1ad416e-1657-4488-b00c-9b1b3c5e62b6,1426,,"[48.0, 67.0]",7567,37,,0.94200003,,,Right Foot,,,,"[56.0, 78.0]",,Ground Pass,13.601471,,,Yong Lee,5608.0,,,,1,Regular Play,Young-Sun Yun,6323.0,Right Center Back,64,South Korea,791,['81e8d87c-30ad-4a39-9598-518a01a07d2a'],40,,,,,,,,,,,,,,,,,,South Korea,791,00:37:40.867,Pass,
,,,,,,,,,,,,1.333,,,,,,,,,,,d4763117-4ecf-4137-9059-f397b0a52835,1430,,"[54.0, 78.0]",7567,37,,-1.487655,,,Right Foot,,,,"[56.0, 54.0]",,Ground Pass,24.083189,,,Woo-Young Jung,5618.0,,,,1,Regular Play,Yong Lee,5608.0,Right Back,64,South Korea,791,"['98f30bf1-e3f9-42d6-b6db-778058ca6f80', 'b95da500-1c2d-4b95-bcbc-7a37805adcda']",44,,,,,,,,,,,,,,,,,,South Korea,791,00:37:44.027,Pass,True
,,,,,,,,,,,,0.893,,,,,,,,,,,7ca60108-6afd-460a-a0b1-060ea7141323,1434,,"[55.0, 56.0]",7567,37,,0.99945885,,,Right Foot,,,,"[64.0, 70.0]",,Ground Pass,16.643316,,,Jae-Sung Lee,5623.0,,,,1,Regular Play,Woo-Young Jung,5618.0,Left Center Midfield,64,South Korea,791,"['025c7d75-ea4b-427a-bd9e-b4a3deb1d28f', 'f447518e-ac1b-4281-99d4-6f60818ca981']",47,,,,,,,,,,,,,,,,,,South Korea,791,00:37:47.027,Pass,True
,,,,,,,,,,,,0.267,,,,,,,,,,,4a768ee3-d278-4c4d-b93f-e65023913099,1437,,"[62.0, 73.0]",7567,37,,-1.0516502,,,Left Foot,,,,"[66.0, 66.0]",,Ground Pass,8.062258,,Incomplete,,,,,,1,Regular Play,Jae-Sung Lee,5623.0,Right Midfield,64,South Korea,791,"['763bc860-ee90-49f2-81ae-4465c0d8de9d', 'd6124b0f-7bd6-411e-81d3-6810eff39a60']",47,,,,,,,,,,,,,,,,,,South Korea,791,00:37:47.920,Pass,True
,,,,,,,,,,,,1.213,,,,,,,,,,,0f967a9e-a5e7-40c3-9c2e-3aab50620761,1444,,"[63.0, 64.0]",7567,37,,2.863293,,,Head,,,,"[56.0, 66.0]",,High Pass,7.28011,,,Yong Lee,5608.0,,,Recovery,1,Regular Play,Jae-Sung Lee,5623.0,Right Midfield,64,South Korea,791,['1d29d627-e143-4a9b-b315-3c5188a57fcb'],52,,,,,,,,,,,,,,,,,,South Korea,791,00:37:52.147,Pass,
,,,,,,,,,,,,4.522,,,,,,,,,,,c96c3ea1-1f10-490b-bbc6-5e07f1f7a81c,1447,,"[55.0, 67.0]",7567,37,,-0.88187194,,,Right Foot,,,,"[69.0, 50.0]",,High Pass,22.022715,,Incomplete,Heung-Min Son,3083.0,,,,1,Regular Play,Yong Lee,5608.0,Right Back,64,South Korea,791,"['495d2b90-aed2-4787-aadb-f87c62f4ff45', 'ca1beaec-d0c0-4289-a491-33200e2ae3f6']",53,,,,,,,,,,,,,,,,,,South Korea,791,00:37:53.360,Pass,
,,,,,,,,,,,,1.678,,,,,,,,,,,ca1beaec-d0c0-4289-a491-33200e2ae3f6,1449,,"[52.0, 31.0]",7567,37,,0.094951704,,,Head,,,,"[73.0, 33.0]",,High Pass,21.095022,,Incomplete,,,,,Recovery,1,Regular Play,Sami Khedira,5566.0,Right Center Midfield,64,South Korea,791,"['79b2b4d4-6067-47c9-90aa-73fce459b67d', 'c96c3ea1-1f10-490b-bbc6-5e07f1f7a81c']",57,,,,,,,,,,,,,,,,,,Germany,770,00:37:57.882,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,e4064523-c93f-4fb5-be03-9e9d8cc82255,1451,,"[79.0, 31.0]",7567,38,,2.4329665,,,Right Foot,,,,"[72.0, 37.0]",,Ground Pass,9.219544,,,Mesut Özil,3496.0,,,Recovery,1,Regular Play,Timo Werner,5557.0,Center Forward,65,Germany,770,['5d5b3fbc-c88e-4176-a270-7b187aaf9e0d'],0,,,,,,,,,,,,,,,,,,Germany,770,00:38:00.720,Pass,
,,,,,,,,,,,,0.999,,,,,,,,,,,1dd2cfc7-ddfb-4776-a81c-1951a82c3c0d,1455,,"[88.0, 36.0]",7567,38,,1.012197,fc5d7bc1-6b03-43f2-bcb9-f473ed8513e4,,Left Foot,,,,"[98.0, 52.0]",,Ground Pass,18.867962,,,Timo Werner,5557.0,True,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,65,Germany,770,"['4ee2c842-eeaf-4c82-ab7f-71edc0172e5a', '664e9e95-0d6c-471c-b2dd-fe3d8d7355d7']",4,,,,,,,,,,,,,,,,,,Germany,770,00:38:04.360,Pass,True
,,,,,,,,,,,,1.72,,,,,,,,,,,56e03647-f0e1-4c55-9659-f05c07133719,1461,,"[120.0, 80.0]",7567,38,,-1.8033533,154435ca-31f9-41e8-8c63-36958411c53b,,Right Foot,,,,"[111.0, 42.0]",,High Pass,39.051247,,,Leon Goretzka,6324.0,True,,Corner,1,From Corner,Toni Kroos,5574.0,Left Center Midfield,66,Germany,770,['e9527a28-5d88-4d2b-a828-0dbf61642811'],37,,,,,,,,,,,,,,,,,,Germany,770,00:38:37.267,Pass,
,,,,,,,,,,,,1.12,,,,,,,,,,,2d2ba015-e6c3-4f18-95cf-364a98acb828,1465,,"[119.0, 28.0]",7567,38,,2.4468544,df9b7dd8-e33d-4512-ab0f-55a4a32dbdcb,,Left Foot,True,True,,"[113.0, 33.0]",,Ground Pass,7.81025,,,Mats Hummels,5572.0,True,,Recovery,1,From Corner,Timo Werner,5557.0,Center Forward,66,Germany,770,['6709edcb-0c01-4e73-a10d-2794cce44d21'],40,,,,,,,,,,,,,,,,,,Germany,770,00:38:40.520,Pass,
