ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,3.679,,,,,,,,,,,,b8b2e874-2111-4aa5-bd7f-0e3b0a38fce4,455,,"[66.0, 60.0]",7569,11,,,0.019997334,,,Right Foot,,,"[116.0, 61.0]",,Low Pass,50.01,,,Wahbi Khazri,3196.0,,,Through Ball,True,,1,From Free Kick,Ferjani Sassi,5650.0,Left Center Midfield,21,Tunisia,777,['c7e8bc0c-1e4b-4b97-b5ed-a8c272101852'],13,,,,,,,,,,,,,,,,,,Tunisia,777,00:11:13.560,Pass,
,,,,,,,,,,,0.547,,,,,,,,,,,,7b584bbd-06a9-49ee-b26f-e3b29ee6a609,458,,"[118.0, 62.0]",7569,11,,,-1.2490457,,,Right Foot,,,"[119.0, 59.0]",,Ground Pass,3.1622777,,Incomplete,,,,,,,,1,From Free Kick,Wahbi Khazri,3196.0,Center Forward,21,Tunisia,777,['1f4bc75a-d6c4-476a-9a4f-a60727cf83df'],17,,,,,,,,,,,,,,,,,,Tunisia,777,00:11:17.440,Pass,
,,,,,,,,,,,2.559,,,,,,,,,,,,f61aeb80-e350-4152-8e9b-662031abc294,460,,"[120.0, 80.0]",7569,11,,,-2.8104966,,,Right Foot,,,"[88.0, 69.0]",,Ground Pass,33.83785,,,Naïm Sliti,3557.0,,,,,Corner,1,From Corner,Oussama Haddadi,3252.0,Left Back,22,Tunisia,777,['53b6c43e-b84f-4f36-bd1d-6ad4bc87c19c'],57,,,,,,,,,,,,,,,,,,Tunisia,777,00:11:57.400,Pass,
,,,,,,,,,,,2.387,,,,,,,,,,,,8fc188fe-1171-4164-bc8e-fa82cb863180,464,,"[88.0, 63.0]",7569,12,,,-0.967047,,,Left Foot,True,,"[108.0, 34.0]",,High Pass,35.22783,,Incomplete,Rami Bedoui,6345.0,,,,,,1,From Corner,Naïm Sliti,3557.0,Left Midfield,22,Tunisia,777,"['31354de0-d72b-4f33-a6eb-2c53ca446c6c', '9ae11482-203b-4b82-9777-39413ac5896d', 'db62804c-ed44-4bc3-96df-1c06e9df08d3']",0,,,,,,,,,,,,,,,,,,Tunisia,777,00:12:00.840,Pass,True
,,,,,,,,,,,1.453,,,,,,,,,,,,d38448c5-c0c2-4be6-84b6-088ed3ed38a6,467,,"[43.0, 60.0]",7569,12,,,1.0303768,,,Left Foot,,,"[49.0, 70.0]",,Ground Pass,11.661903,,,Aníbal Cesis Godoy,5646.0,,,,,Recovery,1,Regular Play,Ricardo Guardia Avila,6138.0,Left Center Midfield,23,Panama,798,['9054f1a9-bd2d-4028-8fee-817a634acbe0'],6,,,,,,,,,,,,,,,,,,Panama,798,00:12:06.547,Pass,
,,,,,,,,,,,1.293,,,,,,,,,,,,30dbae11-bc73-42c4-93bb-3eb614934c3c,472,,"[57.0, 62.0]",7569,12,,,-1.6124389,,,Left Foot,,,"[56.0, 38.0]",,Ground Pass,24.020824,,,Adolfo Abdiel Machado,6346.0,,,,,,1,Regular Play,Aníbal Cesis Godoy,5646.0,Right Center Midfield,23,Panama,798,"['8552e59d-f1e9-46a7-81b7-75686226bd97', 'f6692a5b-9a3a-4355-831c-a701f38309be']",10,,,,,,,,,,,,,,,,,,Panama,798,00:12:10.787,Pass,True
,,,,,,,,,,,2.133,,,,,,,,,,,,c12907f4-86c9-4ac7-b80b-b1dafece06ed,475,,"[56.0, 36.0]",7569,12,,,-1.1193433,,,Right Foot,,,"[72.0, 3.0]",,Ground Pass,36.67424,,,Edgar Yoel Bárcenas Herrera,5637.0,,,,,,1,Regular Play,Adolfo Abdiel Machado,6346.0,Right Back,23,Panama,798,['113b4773-3323-4fdb-835d-1f6f72638d66'],12,,,,,,,,,,,,,,,,,,Panama,798,00:12:12.827,Pass,
,,,,,,,,,,,1.093,,,,,,,,,,,,53c9068e-cc62-4ada-af01-029345db0f62,480,,"[78.0, 3.0]",7569,12,,,1.9100889,,,Right Foot,,,"[72.0, 20.0]",,Ground Pass,18.027756,,,Aníbal Cesis Godoy,5646.0,,,,,,1,Regular Play,Edgar Yoel Bárcenas Herrera,5637.0,Left Wing,23,Panama,798,"['d9db6824-1f5f-4e07-8b3f-c5b1474b61dc', 'ec5190b4-1dd2-4294-8943-37897d39a6fc']",17,,,,,,,,,,,,,,,,,,Panama,798,00:12:17.467,Pass,True
,,,,,,,,,,,1.6,,,,,,,,,,,,ec61f673-069e-4c54-bca4-a798bb0b5dc6,483,,"[74.0, 21.0]",7569,12,,,1.7415315,,,Left Foot,,,"[69.0, 50.0]",,Ground Pass,29.427877,,,Gabriel Enrique Gómez Girón,5640.0,,,,,,1,Regular Play,Aníbal Cesis Godoy,5646.0,Right Center Midfield,23,Panama,798,['57e6cf21-d9bd-452e-b4db-6eb5f3287ba7'],20,,,,,,,,,,,,,,,,,,Panama,798,00:12:20.547,Pass,
,,,,,,,,,,,2.0,,,,,,,,,,,,6794e6a8-4965-432b-b538-25c6d12a3e0d,486,,"[66.0, 52.0]",7569,12,,,-2.976444,,,Right Foot,,,"[54.0, 50.0]",,Ground Pass,12.165525,,,Román Aureliano Torres Morcillo,5635.0,,,,,,1,Regular Play,Gabriel Enrique Gómez Girón,5640.0,Center Defensive Midfield,23,Panama,798,['5cbe7b94-5652-41be-a34f-d9db339e166b'],23,,,,,,,,,,,,,,,,,,Panama,798,00:12:23.347,Pass,
,,,,,,,,,,,3.2,,,,,,,,,,,,57b61a71-032e-4def-8ce0-fb8d1da727f8,490,,"[52.0, 47.0]",7569,12,,,-2.7049656,,,Right Foot,,,"[22.0, 33.0]",,Ground Pass,33.105892,,,Jaime Manuel Penedo Cano,5636.0,,,,,,1,Regular Play,Román Aureliano Torres Morcillo,5635.0,Right Center Back,23,Panama,798,"['8bf76734-c4fe-4a48-909d-fdc935ec4b61', 'd4ffc211-c29b-4b90-a397-ddff5dd91ea6']",28,,,,,,,,,,,,,,,,,,Panama,798,00:12:28.147,Pass,True
,,,,,,,,,,,2.72,,,,,,,,,,,,295460f1-82da-4408-ac95-174f62a0c90b,493,,"[22.0, 33.0]",7569,12,,,-0.25933173,,,Right Foot,,,"[71.0, 20.0]",,High Pass,50.695168,,,Edgar Yoel Bárcenas Herrera,5637.0,,,,,,1,Regular Play,Jaime Manuel Penedo Cano,5636.0,Goalkeeper,23,Panama,798,['3fda63c7-c030-45d5-869e-e63c906ee272'],31,,,,,,,,,,,,,,,,,,Panama,798,00:12:31.507,Pass,
,,,,,,,,,,,1.933,,,,,,,,,,,,fa2f5c9a-1b30-4ba4-98ea-fb8d509268e1,495,,"[69.0, 20.0]",7569,12,,,0.14888994,,,Head,,,"[89.0, 23.0]",,High Pass,20.22375,,Pass Offside,Gabriel Arturo Torres Tejada,5629.0,,,,,,1,Regular Play,Edgar Yoel Bárcenas Herrera,5637.0,Left Wing,23,Panama,798,['da819991-fdd0-42fb-8c03-98dba238c98a'],34,,,,,,,,,,,,,,,,,,Panama,798,00:12:34.227,Pass,
,,,,,,,,,,,2.093,,,,,,,,,,,,369695b4-1186-496f-8500-3d849e37eb31,498,,"[39.0, 35.0]",7569,12,,,-1.1361262,,,Right Foot,,,"[52.0, 7.0]",,Ground Pass,30.870699,,,Oussama Haddadi,3252.0,,,,,,1,Regular Play,Yassine Meriah,5651.0,Left Center Back,24,Tunisia,777,['2770eec9-502b-4db8-b966-81ea8385cf15'],52,,,,,,,,,,,,,,,,,,Tunisia,777,00:12:52.267,Pass,
,,,,,,,,,,,0.92,,,,,,,,,,,,00fe3966-fe8d-4b99-8014-91f6fb12d641,502,,"[48.0, 8.0]",7569,12,,,1.3854483,,,Left Foot,,,"[51.0, 24.0]",,Ground Pass,16.27882,,,Ellyes Joris Skhiri,3767.0,,,,,,1,Regular Play,Oussama Haddadi,3252.0,Left Back,24,Tunisia,777,"['0f1cb42f-871b-41e9-8855-1976e3be9e65', '50f17da6-b44e-4c0d-bdeb-fd23afa8135f']",55,,,,,,,,,,,,,,,,,,Tunisia,777,00:12:55.560,Pass,True
,,,,,,,,,,,1.68,,,,,,,,,,,,e57ea954-30c5-4d15-90e3-5a237201f255,504,,"[51.0, 24.0]",7569,12,,,2.976444,,,Right Foot,,,"[33.0, 27.0]",,Ground Pass,18.248287,,,Yassine Meriah,5651.0,,,,,,1,Regular Play,Ellyes Joris Skhiri,3767.0,Center Defensive Midfield,24,Tunisia,777,['ae143068-106b-45e9-a8be-6a8627df6b80'],56,,,,,,,,,,,,,,,,,,Tunisia,777,00:12:56.480,Pass,
,,,,,,,,,,,1.173,,,,,,,,,,,,8f07c5fb-82a5-4829-a4ee-3dbb7795a280,507,,"[33.0, 28.0]",7569,12,,,1.5083776,,,Right Foot,,,"[35.0, 60.0]",,Ground Pass,32.06244,,,Rami Bedoui,6345.0,,,,,,1,Regular Play,Yassine Meriah,5651.0,Left Center Back,24,Tunisia,777,['5cbdaf90-0afd-4276-9bc7-2a3b9100063f'],58,,,,,,,,,,,,,,,,,,Tunisia,777,00:12:58.707,Pass,
,,,,,,,,,,,1.4,,,,,,,,,,,,aae2889a-a9ad-4a29-8d06-9e8457912173,510,,"[35.0, 59.0]",7569,13,,,-1.5707964,,,Right Foot,,,"[35.0, 36.0]",,Ground Pass,23.0,,,Yassine Meriah,5651.0,,,,,,1,Regular Play,Rami Bedoui,6345.0,Right Center Back,24,Tunisia,777,['00f9d644-fd12-4d00-9cbf-3f06d716691c'],1,,,,,,,,,,,,,,,,,,Tunisia,777,00:13:01.359,Pass,
,,,,,,,,,,,1.119,,,,,,,,,,,,0e8c3925-91c3-4e5e-8892-92ded3bb8c23,513,,"[48.0, 35.0]",7569,13,,,-0.87605804,,,Right Foot,,,"[53.0, 29.0]",,Ground Pass,7.81025,,,Ferjani Sassi,5650.0,,,,,,1,Regular Play,Yassine Meriah,5651.0,Left Center Back,24,Tunisia,777,['f644da0f-5bf2-47d0-bad0-af201d232a5d'],7,,,,,,,,,,,,,,,,,,Tunisia,777,00:13:07.560,Pass,
,,,,,,,,,,,1.76,,,,,,,,,,,,04ddf237-a19b-40f3-b749-69e171fc2638,516,,"[53.0, 29.0]",7569,13,,,1.8836975,,,Right Foot,,,"[42.0, 63.0]",,Ground Pass,35.735138,,,Rami Bedoui,6345.0,,,,,,1,Regular Play,Ferjani Sassi,5650.0,Left Center Midfield,24,Tunisia,777,['5dfd7ed6-3f3e-4924-a2c2-8e429c6ffdd8'],8,,,,,,,,,,,,,,,,,,Tunisia,777,00:13:08.680,Pass,
,,,,,,,,,,,1.293,,,,,,,,,,,,3260f059-91ae-4ff4-8086-12f4087a7a23,519,,"[53.0, 65.0]",7569,13,,,-1.7126933,,,Right Foot,,,"[49.0, 37.0]",,Ground Pass,28.284271,,,Yassine Meriah,5651.0,,,,,,1,Regular Play,Rami Bedoui,6345.0,Right Center Back,24,Tunisia,777,['12d6ce1e-ed82-408f-841e-a24212541230'],15,,,,,,,,,,,,,,,,,,Tunisia,777,00:13:15.787,Pass,
,,,,,,,,,,,2.093,,,,,,,,,,,,7f2ee357-5f48-4a5a-b608-2499bd98c952,522,,"[64.0, 26.0]",7569,13,,,-0.59540987,,,Right Foot,,,"[95.0, 5.0]",,Low Pass,37.44329,,,Oussama Haddadi,3252.0,,,,,,1,Regular Play,Yassine Meriah,5651.0,Left Center Back,24,Tunisia,777,['9fe897ad-d9c9-4833-b201-825d3d8f574e'],21,,,,,,,,,,,,,,,,,,Tunisia,777,00:13:21.387,Pass,
,,,,,,,,,,,0.987,,,,,,,,,,,,c763a888-36a1-4602-a0ff-c081c2a4a10a,526,,"[94.0, 8.0]",7569,13,,,0.0,,,Left Foot,,,"[103.0, 8.0]",,Ground Pass,9.0,,Incomplete,Naïm Sliti,3557.0,,,,,,1,Regular Play,Oussama Haddadi,3252.0,Left Back,24,Tunisia,777,"['24383a71-70c1-48b8-b077-af3dd863ef3a', '80da4d54-65da-44bf-8a27-742b7226d701', 'e2cc1fb8-7d78-4ec1-bff4-3868a4dd039f']",24,,,,,,,,,,,,,,,,,,Tunisia,777,00:13:24.760,Pass,True
,,,,,,,,,,,2.133,,,,,,,,,,,,ffc14e3f-86d5-4db9-ad13-1fe7fa01fe3c,530,,"[4.0, 66.0]",7569,13,,,0.18998829,,,Right Foot,,,"[30.0, 71.0]",,High Pass,26.476404,,,Aníbal Cesis Godoy,5646.0,,,,,Recovery,1,Regular Play,Román Aureliano Torres Morcillo,5635.0,Right Center Back,24,Tunisia,777,"['c2e7631e-9d3f-4fb5-8759-d87200be935f', 'c8989e5d-64fa-4d80-96b3-3f56bccb97fe']",28,,,,,,,,,,,,,,,,,,Panama,798,00:13:28.347,Pass,True
,,,,,,,,,,,1.76,,,,,,,,,,,,a0fb9832-14f9-47d7-81a7-0dca11be54bb,536,,"[60.0, 80.0]",7569,13,,,-0.30288488,,,,,,"[92.0, 70.0]",,High Pass,33.526108,,Incomplete,Gabriel Arturo Torres Tejada,5629.0,,,,,Throw-in,1,From Throw In,Adolfo Abdiel Machado,6346.0,Right Back,25,Panama,798,"['3b673c92-855b-48c0-a179-a2fe9667e7b8', '3d0882bf-7329-42ff-8cb7-bc792d32791b']",52,,,,,,,,,,,,,,,,,,Panama,798,00:13:52.787,Pass,
,,,,,,,,,,,0.76,,,,,,,,,,,,3d0882bf-7329-42ff-8cb7-bc792d32791b,538,,"[29.0, 11.0]",7569,13,,,0.8329813,,,Left Foot,,,"[39.0, 22.0]",,Low Pass,14.866069,,,Ellyes Joris Skhiri,3767.0,,,,,Interception,1,Regular Play,Yassine Meriah,5651.0,Left Center Back,26,Tunisia,777,"['a0fb9832-14f9-47d7-81a7-0dca11be54bb', 'ebcf55d1-20b6-4b20-a437-89c541195c61']",54,,,,,,,,,,,,,,,,,,Tunisia,777,00:13:54.547,Pass,
,,,,,,,,,,,1.16,,,,,,,,,,,,95b40e91-0e57-4a92-be75-b6ceb9cf8de2,540,,"[39.0, 22.0]",7569,13,,,0.41822433,,,Head,,,"[48.0, 26.0]",,High Pass,9.848858,,,Ghilane Chalali,6347.0,,,,,,1,Regular Play,Ellyes Joris Skhiri,3767.0,Center Defensive Midfield,26,Tunisia,777,['2f3efd13-c5ec-4bb8-ab97-7f2b205954c1'],55,,,,,,,,,,,,,,,,,,Tunisia,777,00:13:55.307,Pass,
,,,,,,,,,,,1.693,,,,,,,,,,,,7d2090e5-2d23-4683-bfc7-d075313d21c7,542,,"[48.0, 26.0]",7569,13,,,-0.094951704,,,Head,,,"[69.0, 24.0]",,Low Pass,21.095022,,,Wahbi Khazri,3196.0,,,,,,1,Regular Play,Ghilane Chalali,6347.0,Right Center Midfield,26,Tunisia,777,['4bf3d9a3-a440-4adb-8abc-201045ad7f3e'],56,,,,,,,,,,,,,,,,,,Tunisia,777,00:13:56.467,Pass,
,,,,,,,,,,,1.16,,,,,,,,,,,,0258b20a-b12b-4b02-8280-54fa7e669bba,545,,"[70.0, 23.0]",7569,13,,,-2.4668517,,,Right Foot,,,"[60.0, 15.0]",,Ground Pass,12.806249,,,Naïm Sliti,3557.0,,,,,,1,Regular Play,Wahbi Khazri,3196.0,Center Forward,26,Tunisia,777,['a3a957d7-8704-4937-abaa-0540dfd65d42'],58,,,,,,,,,,,,,,,,,,Tunisia,777,00:13:58.360,Pass,
,,,,,,,,,,,0.4,,,,,,,,,,,,4f1cdd98-59b8-4061-b90e-5634d3d7e11d,548,,"[60.0, 15.0]",7569,13,,,0.0,,,Right Foot,,,"[63.0, 15.0]",,Ground Pass,3.0,,,Ferjani Sassi,5650.0,,,,,,1,Regular Play,Naïm Sliti,3557.0,Left Midfield,26,Tunisia,777,['bafb9cf7-0739-4e96-be77-b88682eff277'],59,,,,,,,,,,,,,,,,,,Tunisia,777,00:13:59.840,Pass,
,,,,,,,,,,,0.6,,,,,,,,,,,,a0bfe88f-10ab-4a93-9bcc-a51a28f13d60,551,,"[64.0, 16.0]",7569,14,,,-1.4464413,,,Right Foot,,,"[65.0, 8.0]",,Ground Pass,8.062258,,,Naïm Sliti,3557.0,,,,,,1,Regular Play,Ferjani Sassi,5650.0,Left Center Midfield,26,Tunisia,777,['e3fa41da-ecdc-4bb3-a2e1-ed1e1c032101'],0,,,,,,,,,,,,,,,,,,Tunisia,777,00:14:00.880,Pass,
,,,,,,,,,,,0.799,,,,,,,,,,,,32c8cda3-b72c-4a91-9343-c1222a243f12,554,,"[62.0, 15.0]",7569,14,,,1.6951513,,,Right Foot,,,"[61.0, 23.0]",,Ground Pass,8.062258,,,Ghilane Chalali,6347.0,,,,,,1,Regular Play,Naïm Sliti,3557.0,Left Midfield,26,Tunisia,777,['1a2f63cc-ea3f-43fe-9b9d-48116d7a75bc'],3,,,,,,,,,,,,,,,,,,Tunisia,777,00:14:03.240,Pass,
,,,,,,,,,,,1.759,,,,,,,,,,,,05e58b5e-ea79-484d-9c3d-d90b1c154d79,557,,"[64.0, 24.0]",7569,14,,,1.478467,,,Right Foot,,,"[69.0, 78.0]",,Low Pass,54.230988,,,Hamdi Nagguez,5936.0,,True,,,,1,Regular Play,Ghilane Chalali,6347.0,Right Center Midfield,26,Tunisia,777,['673c98ec-da83-4bde-a3f3-f93825ad163b'],5,,,,,,,,,,,,,,,,,,Tunisia,777,00:14:05.560,Pass,
,,,,,,,,,,,2.48,,,,,,,,,,,,47c65a85-6d30-4ee8-9b6e-0376ee9e3f85,560,,"[84.0, 79.0]",7569,14,,,-0.8960554,,,Right Foot,,,"[116.0, 39.0]",,High Pass,51.224995,,Incomplete,Naïm Sliti,3557.0,,True,,,,1,Regular Play,Hamdi Nagguez,5936.0,Right Back,26,Tunisia,777,"['1d13211d-1e25-4073-9bbb-7b3df3132eed', 'dde5e4c4-b4f2-44ce-b231-92f87424b8fa']",10,,,,,,,,,,,,,,,,,,Tunisia,777,00:14:10.560,Pass,
,,,,,,,,,,,3.027,,,,,,,,,,,,6d404944-92d5-4398-86b6-de433659a057,564,,"[15.0, 49.0]",7569,14,,,-0.13758674,,,Right Foot,,,"[80.0, 40.0]",,High Pass,65.62012,,Incomplete,Gabriel Arturo Torres Tejada,5629.0,,,,,,1,Regular Play,Jaime Manuel Penedo Cano,5636.0,Goalkeeper,26,Tunisia,777,"['23c1c06c-18cf-40f2-a2d7-6f188e3e6062', '914505d3-b8e1-43c4-b03b-48925f7f2a7b']",29,,,,,,,,,,,,,,,,,,Panama,798,00:14:29.320,Pass,
,,,,,,,,,,,1.253,,,,,,,,,,,,23c1c06c-18cf-40f2-a2d7-6f188e3e6062,567,,"[46.0, 45.0]",7569,14,,True,0.27829966,,,,,,"[53.0, 47.0]",,Low Pass,7.28011,,Incomplete,Ghilane Chalali,6347.0,,,,,Interception,1,Regular Play,Rami Bedoui,6345.0,Right Center Back,26,Tunisia,777,"['4cc6cc08-9b78-4228-8dfe-bc25d7250a2f', '6d404944-92d5-4398-86b6-de433659a057', 'b1533d0f-70f5-4872-8718-ab343d6123d5', 'f7f92b95-ee37-400b-a3df-8d460c517e60']",32,,,,,,,,,,,,,,,,,,Tunisia,777,00:14:32.347,Pass,True
,,,,,,,,,,,0.84,,,,,,,,,,,,c6ca0ff0-4dc0-4567-a483-201f26cb884b,573,,"[49.0, 52.0]",7569,14,,,-1.2490457,,,Right Foot,,,"[51.0, 46.0]",,Ground Pass,6.3245554,,,Ellyes Joris Skhiri,3767.0,,,,,,1,Regular Play,Fakhreddine Ben Youssef,5654.0,Right Midfield,26,Tunisia,777,['7a453537-a4ab-480c-9ce2-7f6725f0323b'],36,,,,,,,,,,,,,,,,,,Tunisia,777,00:14:36.280,Pass,
,,,,,,,,,,,1.24,,,,,,,,,,,,a0c2e676-7053-441a-ba5a-d35153a52896,577,,"[54.0, 43.0]",7569,14,,,-1.4288993,,,Right Foot,,,"[56.0, 29.0]",,Ground Pass,14.142136,,,Fakhreddine Ben Youssef,5654.0,,,,,,1,Regular Play,Ellyes Joris Skhiri,3767.0,Center Defensive Midfield,26,Tunisia,777,['3bbcf474-9510-4853-bbc8-ddb3db1fdaf9'],38,,,,,,,,,,,,,,,,,,Tunisia,777,00:14:38.679,Pass,
,,,,,,,,,,,1.227,,,,,,,,,,,,03951768-c19d-4db4-9e2f-57340b6772dd,580,,"[56.0, 29.0]",7569,14,,,-0.9964915,,,Right Foot,,,"[67.0, 12.0]",,Ground Pass,20.248457,,Incomplete,Naïm Sliti,3557.0,,,,,,1,Regular Play,Fakhreddine Ben Youssef,5654.0,Right Midfield,26,Tunisia,777,"['0b622d8b-943a-4636-bac6-e48ebcd23674', '1b0042b1-73ef-4fb2-9413-12e7b04add18']",40,,,,,,,,,,,,,,,,,,Tunisia,777,00:14:40.240,Pass,
,,,,,,,,,,,1.12,,,,,,,,,,,,f96b24c5-2160-49d2-8baf-421cab872a2c,585,,"[39.0, 32.0]",7569,14,,,0.0,,,Right Foot,,,"[42.0, 32.0]",,Ground Pass,3.0,,,Ellyes Joris Skhiri,3767.0,,,,,,1,Regular Play,Yassine Meriah,5651.0,Left Center Back,26,Tunisia,777,['e0f21181-f521-4e9f-b4c4-39cec58f8815'],44,,,,,,,,,,,,,,,,,,Tunisia,777,00:14:44.880,Pass,
,,,,,,,,,,,1.32,,,,,,,,,,,,c9e8045d-c761-45ba-950a-4a45aabbeefb,587,,"[42.0, 32.0]",7569,14,,,1.7033478,,,Right Foot,,,"[38.0, 62.0]",,Ground Pass,30.265491,,,Rami Bedoui,6345.0,,,,,,1,Regular Play,Ellyes Joris Skhiri,3767.0,Center Defensive Midfield,26,Tunisia,777,['7d96e914-0eb9-41c6-8844-6590c446e5d2'],46,,,,,,,,,,,,,,,,,,Tunisia,777,00:14:46.000,Pass,
,,,,,,,,,,,1.639,,,,,,,,,,,,50f8c645-de8d-4444-af70-b62d1e2180ad,590,,"[51.0, 61.0]",7569,14,,,-1.815775,,,Right Foot,,,"[45.0, 37.0]",,Ground Pass,24.738634,,,Yassine Meriah,5651.0,,,,,,1,Regular Play,Rami Bedoui,6345.0,Right Center Back,26,Tunisia,777,['eb201349-c649-4614-aa2c-b770bcf9e0fb'],52,,,,,,,,,,,,,,,,,,Tunisia,777,00:14:52.520,Pass,
,,,,,,,,,,,0.76,,,,,,,,,,,,8a130470-b94a-44f5-bd6d-b80bbbb418ef,593,,"[45.0, 37.0]",7569,14,,,-0.124354996,,,Right Foot,,,"[53.0, 36.0]",,Ground Pass,8.062258,,,Ferjani Sassi,5650.0,,,,,,1,Regular Play,Yassine Meriah,5651.0,Left Center Back,26,Tunisia,777,['3259771e-0965-4650-8e49-03d546a6a089'],54,,,,,,,,,,,,,,,,,,Tunisia,777,00:14:54.160,Pass,
,,,,,,,,,,,1.04,,,,,,,,,,,,a16085f7-f427-42b2-ae41-0d1bef327f72,596,,"[59.0, 19.0]",7569,14,,,-1.359703,,,Right Foot,,,"[62.0, 5.0]",,Ground Pass,14.3178215,,,Oussama Haddadi,3252.0,,,,,,1,Regular Play,Ferjani Sassi,5650.0,Left Center Midfield,26,Tunisia,777,['3d7dc6fc-4641-469c-9d96-289c958b5d7d'],58,,,,,,,,,,,,,,,,,,Tunisia,777,00:14:58.000,Pass,
,,,,,,,,,,,1.439,,,,,,,,,,,,f5dea9d9-a665-4406-9075-20cda641c159,599,,"[57.0, 11.0]",7569,15,,,2.3217254,,,Left Foot,,,"[43.0, 26.0]",,Ground Pass,20.518284,,,Yassine Meriah,5651.0,,,,,,1,Regular Play,Oussama Haddadi,3252.0,Left Back,26,Tunisia,777,['ddf75a03-f48f-4c46-95bf-e90b97ea287e'],0,,,,,,,,,,,,,,,,,,Tunisia,777,00:15:00.320,Pass,
,,,,,,,,,,,3.453,,,,,,,,,,,,43557e9d-d22c-4efa-ab57-79e31919572a,602,,"[45.0, 30.0]",7569,15,,,0.82704073,,,Right Foot,,,"[91.0, 80.0]",,High Pass,67.941154,,Out,Hamdi Nagguez,5936.0,,True,,,,1,Regular Play,Yassine Meriah,5651.0,Left Center Back,26,Tunisia,777,['ba7c0528-1483-4442-945f-84ddd57aaed9'],3,,,,,,,,,,,,,,,,,,Tunisia,777,00:15:03.867,Pass,
,,,,,,,,,,,1.76,,,,,,,,,,,,0470a7e2-6bd2-420f-952a-e27d2c8efdd2,604,,"[32.0, 1.0]",7569,15,,,0.08314123,,,,,,"[56.0, 3.0]",,High Pass,24.083189,,,Ricardo Guardia Avila,6138.0,,,,,Throw-in,1,From Throw In,Luis Carlos Ovalle Victoria,6344.0,Left Back,27,Panama,798,['9b755020-a262-4e95-bf63-027b955f04bc'],24,,,,,,,,,,,,,,,,,,Panama,798,00:15:24.987,Pass,
,,,,,,,,,,,2.773,,,,,,,,,,,,c318d42a-d3e3-4951-8b65-b1a9b1515ae8,606,,"[56.0, 3.0]",7569,15,,,0.039978687,,,Head,,,"[81.0, 4.0]",,High Pass,25.019993,,Incomplete,Gabriel Arturo Torres Tejada,5629.0,,,,,,1,From Throw In,Ricardo Guardia Avila,6138.0,Left Center Midfield,27,Panama,798,"['89f534f4-454d-432e-9704-f88ac4fd86de', 'e8a49a71-4974-46b1-9338-1f3d5ff7dc6c']",26,,,,,,,,,,,,,,,,,,Panama,798,00:15:26.747,Pass,
,,,,,,,,,,,2.2,,,,,,,,,,,,e8a49a71-4974-46b1-9338-1f3d5ff7dc6c,608,,"[40.0, 77.0]",7569,15,,,-2.429235,,,Right Foot,,,"[18.0, 58.0]",,Ground Pass,29.068884,,,Aymen Mathlouthi,6342.0,,,,,Recovery,1,Regular Play,Rami Bedoui,6345.0,Right Center Back,28,Tunisia,777,"['7945387f-b282-45d6-ab17-2db1adb2de17', 'c318d42a-d3e3-4951-8b65-b1a9b1515ae8']",29,,,,,,,,,,,,,,,,,,Tunisia,777,00:15:29.520,Pass,
,,,,,,,,,,,1.6,,,,,,,,,,,,4e592da7-72ef-45c2-825f-b8df0d56e1d6,611,,"[16.0, 58.0]",7569,15,,,1.3370532,,,Right Foot,,,"[21.0, 79.0]",,Ground Pass,21.587032,,,Rami Bedoui,6345.0,,,,,,1,Regular Play,Aymen Mathlouthi,6342.0,Goalkeeper,28,Tunisia,777,['f12ddbfe-85d0-412a-81d0-3863692bdb37'],32,,,,,,,,,,,,,,,,,,Tunisia,777,00:15:32.920,Pass,
,,,,,,,,,,,1.28,,,,,,,,,,,,ad259a2f-1f14-49be-8864-e99df31b393e,614,,"[24.0, 77.0]",7569,15,,,-0.6055447,,,Right Foot,,,"[37.0, 68.0]",,Ground Pass,15.811388,,,Ellyes Joris Skhiri,3767.0,,,,,,1,Regular Play,Rami Bedoui,6345.0,Right Center Back,28,Tunisia,777,['4241b605-9f4d-4839-82a8-c7d2ed7be81f'],35,,,,,,,,,,,,,,,,,,Tunisia,777,00:15:35.760,Pass,
