ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.453,,,,,,,,,,,,,,,402811fa-d8a9-42d7-a521-2b3cdea8016d,3023,,"[51.0, 52.0]",7559,72,,-0.7853982,,,Right Foot,,,"[57.0, 46.0]",,Ground Pass,8.485281,,Incomplete,Tarek Hamed,5262.0,,,,2,Regular Play,Ahmed Fathy Abdel Meneim Ibrahim,5250.0,Right Back,125,Egypt,774,"['c22087e4-0405-49cd-a68b-d08c9dc0d8b3', 'ed850fc5-fc67-4fa8-831e-ee7d5aa56350', 'f0de49af-c472-4953-89cd-f2d8dd7bd2f7']",40,,,,,,,,,,,,,,,,,Egypt,774,00:27:40.880,Pass,True
,,,,,,,,,,,2.786,,,,,,,,,,,,,,,eea3a3dc-2231-4593-ab85-a31b8e9a59b9,3032,,"[6.0, 47.0]",7559,74,,-1.240499,,,Right Foot,,,"[18.0, 12.0]",,Ground Pass,37.0,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,Goal Kick,2,From Goal Kick,Essam Kamal Tawfik El Hadary,6292.0,Goalkeeper,128,Egypt,774,['36742591-c269-4ad4-afad-406ff3ab4374'],15,,,,,,,,,,,,,,,,,Egypt,774,00:29:15.253,Pass,
,,,,,,,,,,,1.333,,,,,,,,,,,,,,,da7a7f0b-5eb2-43c1-807e-bd57854cfcca,3035,,"[32.0, 19.0]",7559,74,,1.5707964,,,Right Foot,,,"[32.0, 30.0]",,Ground Pass,11.0,,,Mohamed Naser Elsayed Elneny,3568.0,,,,2,From Goal Kick,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Left Center Back,128,Egypt,774,['04e66c97-e239-4747-855c-0e9675899242'],24,,,,,,,,,,,,,,,,,Egypt,774,00:29:24.040,Pass,
,,,,,,,,,,,1.0,,,,,,,,,,,,,,,05b1d682-55ab-4f58-b746-2de875473698,3039,,"[37.0, 46.0]",7559,74,,2.3561945,,,Right Foot,,,"[31.0, 52.0]",,Ground Pass,8.485281,,,Ali Gabr,5254.0,,,,2,From Goal Kick,Mohamed Naser Elsayed Elneny,3568.0,Right Center Midfield,128,Egypt,774,"['228dbd7b-85f2-4200-95fd-8109eb515628', 'c7571a6d-17c2-4ac0-a5a8-9e7504dcdc10']",30,,,,,,,,,,,,,,,,,Egypt,774,00:29:30.080,Pass,True
,,,,,,,,,,,1.72,,,,,,,,,,,,,,,50643058-bbec-4cda-ba2a-3d935e86081d,3042,,"[31.0, 52.0]",7559,74,,-1.7415315,,,Right Foot,,,"[26.0, 23.0]",,Ground Pass,29.427877,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,2,From Goal Kick,Ali Gabr,5254.0,Right Center Back,128,Egypt,774,['c0ac028f-f208-4fd0-8045-abaaa3eec850'],31,,,,,,,,,,,,,,,,,Egypt,774,00:29:31.853,Pass,
,,,,,,,,,,,2.866,,,,,,,,,,,,,,,8ff04feb-66ce-45a4-9266-60b93b9c3575,3045,,"[25.0, 22.0]",7559,74,,0.6066051,,,Right Foot,,,"[74.0, 56.0]",,High Pass,59.64059,,,Amr Medhat Warda,5253.0,,,,2,From Goal Kick,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Left Center Back,128,Egypt,774,['f51b745f-1703-4ebd-821b-d08e269247c4'],33,,,,,,,,,,,,,,,,,Egypt,774,00:29:33.573,Pass,
,,,,,,,,,,,2.413,,,,,,,,,,,,,,,c6bcbfc7-1b3e-4864-8012-378349d8248b,3047,,"[74.0, 56.0]",7559,74,,0.76101273,,,Head,,,"[95.0, 76.0]",,High Pass,29.0,,,Mahmoud Ibrahim Hassan,5261.0,,,,2,From Goal Kick,Amr Medhat Warda,5253.0,Center Attacking Midfield,128,Egypt,774,['1d15a653-d605-490b-a1f0-bb0e0a53c237'],36,,,,,,,,,,,,,,,,,Egypt,774,00:29:36.440,Pass,
,,,,,,,,,,,0.893,,,,,,,,,,,,,,,1587ec76-981a-4f14-8e33-7311fbdb9376,3051,,"[96.0, 60.0]",7559,74,,-0.69473827,,,Right Foot,,,"[102.0, 55.0]",,Ground Pass,7.81025,,,Mohamed Salah,3531.0,,,,2,From Goal Kick,Mahmoud Ibrahim Hassan,5261.0,Right Wing,128,Egypt,774,"['0dd9ddbb-d372-4891-824f-3a2873885ce0', '6ca403a9-5f58-4ae1-9693-99c9dd9d695e']",42,,,,,,,,,,,,,,,,,Egypt,774,00:29:42.120,Pass,True
,,,,,,,,,,,1.453,,,,,,,,,,,,,,,1090dc7e-aa43-4330-b129-c65bd73fe8f9,3055,,"[99.0, 49.0]",7559,74,,-1.6421038,,,Left Foot,,,"[98.0, 35.0]",,Ground Pass,14.035668,,,Amr Medhat Warda,5253.0,,,,2,From Goal Kick,Mohamed Salah,3531.0,Center Forward,128,Egypt,774,"['42297fab-7778-428f-998e-f8389785db53', '739281e0-9c74-434c-ab36-25109c09117b']",44,,,,,,,,,,,,,,,,,Egypt,774,00:29:44.720,Pass,True
,,,,,,,,,,,1.96,,,,,,,,,,,,,,,e6f1c24b-3585-470f-9b4b-87a923d62236,3057,,"[98.0, 35.0]",7559,74,,-1.0679531,,,Right Foot,,,"[109.0, 15.0]",,Ground Pass,22.825424,,,Ramadan Sobhi Ramadan Ahmed,3536.0,,,,2,From Goal Kick,Amr Medhat Warda,5253.0,Center Attacking Midfield,128,Egypt,774,['1772ee2c-3937-42dc-ac40-1a955524b984'],46,,,,,,,,,,,,,,,,,Egypt,774,00:29:46.173,Pass,
,,,,,,,,,,,0.973,,,,,,,,,,,,,,,10fc10da-63b2-4662-95c9-ce1de3d1b557,3061,,"[114.0, 22.0]",7559,74,,2.7610862,,,Right Foot,,,"[104.0, 26.0]",,Ground Pass,10.770329,,Incomplete,Amr Medhat Warda,5253.0,,,,2,From Goal Kick,Ramadan Sobhi Ramadan Ahmed,3536.0,Left Wing,128,Egypt,774,"['244a4062-f777-4e08-b69c-132fd2534041', '34d00489-10eb-4672-98e6-9b4d06343d2b']",52,,,,,,,,,,,,,,,,,Egypt,774,00:29:52.240,Pass,
,,,,,,,,,,,0.8,,,,,,,,,,,,,,,c2c7d3da-a7a4-400f-a96a-8081a6ce31c9,3066,,"[98.0, 11.0]",7559,74,,0.24497867,,,Left Foot,,,"[106.0, 13.0]",,Ground Pass,8.246211,,,Ramadan Sobhi Ramadan Ahmed,3536.0,,,Recovery,2,From Goal Kick,Mohamed Abdul Shafy Sayed Abouezeid,5263.0,Left Back,128,Egypt,774,['e94b5214-05b5-4ae8-aa56-ada50faacf58'],54,,,,,,,,,,,,,,,,,Egypt,774,00:29:54.933,Pass,
,,,,,,,,,,,1.333,,,,,,,,,,,,,,,feafe611-7e2c-4bff-98f6-c326edb74aec,3072,,"[107.0, 19.0]",7559,74,,2.7367008,,,Right Foot,,,"[100.0, 22.0]",,Ground Pass,7.615773,,Unknown,,,,,,2,From Goal Kick,Ramadan Sobhi Ramadan Ahmed,3536.0,Left Wing,128,Egypt,774,"['1d87ea7d-9cce-42c9-9d05-a7e6e1e29725', '2c43dbe5-dc27-4c85-9cfa-0beed82699ea']",59,,,,,,,,,,,,,,,,,Egypt,774,00:29:59.640,Pass,True
,,,,,,,,,,,1.36,,,,,,,,,,,,,,,5d80c915-fb69-49c5-a797-fb650db226d6,3075,,"[27.0, 64.0]",7559,75,,0.8685394,,,Right Foot,,,"[38.0, 77.0]",,Ground Pass,17.029387,,,Fahad Mosaed Al Muwallad Al Harbi,5190.0,,,,2,From Goal Kick,Hussain Al Mogahwi,5716.0,Right Center Midfield,128,Egypt,774,['30f74f56-a3fc-44c3-adee-c7e9db31c414'],3,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:30:03.173,Pass,
,,,,,,,,,,,2.107,,,,,,,,,,,,,,,251a732a-9770-4a65-ab3d-037f5c50cf33,3078,,"[44.0, 78.0]",7559,75,,-0.18311082,,,Right Foot,,,"[71.0, 73.0]",,Ground Pass,27.45906,,Incomplete,Hussain Al Mogahwi,5716.0,,,,2,From Goal Kick,Fahad Mosaed Al Muwallad Al Harbi,5190.0,Right Wing,128,Egypt,774,"['9e6e2215-f636-4d21-8b60-7ab89bba7c33', 'ad3bbd00-2c87-466a-b231-164c914bf7da']",6,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:30:06.373,Pass,
,,,,,,,,,,,1.133,,,,,,,,,,,,,,,ad3bbd00-2c87-466a-b231-164c914bf7da,3080,,"[50.0, 8.0]",7559,75,,-0.4636476,,,Right Foot,,,"[62.0, 2.0]",,Ground Pass,13.416408,,,Mohamed Abdul Shafy Sayed Abouezeid,5263.0,,,Recovery,2,From Goal Kick,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Left Center Back,128,Egypt,774,"['251a732a-9770-4a65-ab3d-037f5c50cf33', 'cca2599f-43f2-402c-9997-4d43381e3f2a']",8,,,,,,,,,,,,,,,,,Egypt,774,00:30:08.480,Pass,
,,,,,,,,,,,0.8,,,,,,,,,,,,,,,a3848d4b-26ec-4778-afd0-5f856abf4722,3083,,"[66.0, 2.0]",7559,75,,2.4980915,,,Left Foot,,,"[62.0, 5.0]",,Ground Pass,5.0,,,Tarek Hamed,5262.0,,,,2,From Goal Kick,Mohamed Abdul Shafy Sayed Abouezeid,5263.0,Left Back,128,Egypt,774,['e60b165b-7583-4880-acf0-e391fdc3faa0'],12,,,,,,,,,,,,,,,,,Egypt,774,00:30:12.773,Pass,
,,,,,,,,,,,1.573,,,,,,,,,,,,,,,b008515a-459f-483b-b29e-86582a2e6b8a,3086,,"[62.0, 7.0]",7559,75,,1.7782925,,,Left Foot,,,"[58.0, 26.0]",,Ground Pass,19.416489,,,Mohamed Naser Elsayed Elneny,3568.0,,,,2,From Goal Kick,Tarek Hamed,5262.0,Left Center Midfield,128,Egypt,774,['aef10b97-1f0b-4813-b153-77a265d6f7ec'],14,,,,,,,,,,,,,,,,,Egypt,774,00:30:14.280,Pass,
,,,,,,,,,,,1.973,,,,,,,,,,,,,,,307bd1f9-ea37-465d-bf4d-9eeb5bf7666c,3090,,"[59.0, 27.0]",7559,75,,1.7539071,,,Right Foot,,,"[54.0, 54.0]",,Ground Pass,27.45906,,,Ahmed Fathy Abdel Meneim Ibrahim,5250.0,,,,2,From Goal Kick,Mohamed Naser Elsayed Elneny,3568.0,Right Center Midfield,128,Egypt,774,"['3b672ec5-f425-4956-8ca1-aa9e21e4dfbf', 'c663c237-cc61-4869-9091-fef74a3ba91d']",17,,,,,,,,,,,,,,,,,Egypt,774,00:30:17.400,Pass,True
,,,,,,,,,,,1.493,,,,,,,,,,,,,,,46c27596-90d1-4830-9b14-feaa3a006e6b,3093,,"[50.0, 65.0]",7559,75,,0.5633163,,,Right Foot,,,"[69.0, 77.0]",,Ground Pass,22.472204,,,Mahmoud Ibrahim Hassan,5261.0,,,,2,From Goal Kick,Ahmed Fathy Abdel Meneim Ibrahim,5250.0,Right Back,128,Egypt,774,['d87e7758-cb41-4e9c-b3e2-2b7fd47c3e7c'],20,,,,,,,,,,,,,,,,,Egypt,774,00:30:20.640,Pass,
,,,,,,,,,,,1.373,,,,,,,,,,,,,,,6fc8e3d9-a4f9-4a02-9414-a83e3f38d172,3097,,"[78.0, 59.0]",7559,75,,-2.0344439,,,Right Foot,,,"[72.0, 47.0]",,Ground Pass,13.416408,,,Mohamed Naser Elsayed Elneny,3568.0,,,,2,From Goal Kick,Mahmoud Ibrahim Hassan,5261.0,Right Wing,128,Egypt,774,['c88f58e2-f693-4c85-8e1a-f295cc41699e'],24,,,,,,,,,,,,,,,,,Egypt,774,00:30:24.520,Pass,
,,,,,,,,,,,0.933,,,,,,,,,,,,,,,0c03bd82-e355-421f-8fc9-6f099f5f9676,3102,,"[71.0, 49.0]",7559,75,,-1.9138203,,,Right Foot,,,"[66.0, 35.0]",,Ground Pass,14.866069,,,Tarek Hamed,5262.0,,,,2,From Goal Kick,Mohamed Naser Elsayed Elneny,3568.0,Right Center Midfield,128,Egypt,774,"['3d4d588a-0146-4332-aa32-715694c2f08e', 'f46ba4ec-14b3-402b-a5c5-0c1500624944']",26,,,,,,,,,,,,,,,,,Egypt,774,00:30:26.560,Pass,True
,,,,,,,,,,,3.053,,,,,,,,,,,,,,,16dafdd1-152e-4348-abca-4365b817308f,3105,,"[66.0, 35.0]",7559,75,,-0.6871242,,,Right Foot,,,"[105.0, 3.0]",,Low Pass,50.447994,,,Mohamed Abdul Shafy Sayed Abouezeid,5263.0,,,,2,From Goal Kick,Tarek Hamed,5262.0,Left Center Midfield,128,Egypt,774,['d5de4019-a0d3-44d8-9507-d52f20ff8727'],28,,,,,,,,,,,,,,,,,Egypt,774,00:30:28.360,Pass,
,,,,,,,,,,,1.973,,,,,,,,,,,,,,,6c4981cf-1fd2-4e56-8956-ea4a3a9520e0,3109,,"[99.0, 15.0]",7559,75,,1.120135,,,Right Foot,True,,"[114.0, 46.0]",,High Pass,34.43835,,Incomplete,Amr Medhat Warda,5253.0,,,,2,From Goal Kick,Mohamed Abdul Shafy Sayed Abouezeid,5263.0,Left Back,128,Egypt,774,"['a9b2e406-bde3-4420-81cf-778fccaf73cb', 'd354a9ca-5a48-41a7-8737-b78f9212723e']",36,,,,,,,,,,,,,,,,,Egypt,774,00:30:36.680,Pass,
,,,,,,,,,,,0.72,,,,,,,,,,,,,,,d6f72e13-ed10-422b-a9b4-3c59e1e45440,3115,,"[54.0, 9.0]",7559,75,,-0.32175055,,,Right Foot,,,"[66.0, 5.0]",,Ground Pass,12.649111,,,Salem Mohammed Al Dawsari,5187.0,,,,2,From Goal Kick,Yasir Gharsan Al Shahrani,5183.0,Left Back,128,Egypt,774,"['35fca3ce-c809-4a14-9faf-411ccc73dbad', '705b2dc5-ae8c-4f4b-a3db-7076e45aa6c9']",47,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:30:47.893,Pass,True
,,,,,,,,,,,1.0,,,,,,,,,,,,,,,bf08f995-7037-45c4-bab7-26e3038e3188,3121,,"[22.0, 50.0]",7559,75,,2.3561945,,,Right Foot,,,"[19.0, 53.0]",,Ground Pass,4.2426405,,,Ahmed Fathy Abdel Meneim Ibrahim,5250.0,,,Recovery,2,From Goal Kick,Tarek Hamed,5262.0,Left Center Midfield,128,Egypt,774,['69089b67-b697-4808-baf7-2a055b638017'],54,,,,,,,,,,,,,,,,,Egypt,774,00:30:54.200,Pass,
,,,,,,,,,,,1.0,,,,,,,,,,,,,,,a3026696-92ac-4786-8c79-0e96239a35cd,3124,,"[19.0, 53.0]",7559,75,,-0.21866895,,,Right Foot,,,"[28.0, 51.0]",,Ground Pass,9.219544,,,Tarek Hamed,5262.0,,,,2,From Goal Kick,Ahmed Fathy Abdel Meneim Ibrahim,5250.0,Right Back,128,Egypt,774,['12c4f61a-4b87-446d-b09d-4abc74ce4aa5'],55,,,,,,,,,,,,,,,,,Egypt,774,00:30:55.493,Pass,
,,,,,,,,,,,1.559,,,,,,,,,,,,,,,e4571155-c60c-42af-9e78-c3fd6775baad,3128,,"[29.0, 50.0]",7559,75,,-0.39479113,,,Right Foot,,,"[53.0, 40.0]",,Ground Pass,26.0,,,Ramadan Sobhi Ramadan Ahmed,3536.0,,,,2,From Goal Kick,Tarek Hamed,5262.0,Left Center Midfield,128,Egypt,774,['811bdd00-02c1-4ff3-9d68-2730f82b9acb'],58,,,,,,,,,,,,,,,,,Egypt,774,00:30:58.013,Pass,
,,,,,,,,,,,1.213,,,,,,,,,,,,,,,f8f56987-42e9-44ca-b67f-ef850e474883,3131,,"[55.0, 41.0]",7559,76,,0.23374318,,,Right Foot,,,"[76.0, 46.0]",,Ground Pass,21.587032,,,Mohamed Salah,3531.0,,,,2,From Goal Kick,Ramadan Sobhi Ramadan Ahmed,3536.0,Left Wing,128,Egypt,774,['0612b67e-a1b4-4b67-a5c7-cbe70e2727b9'],1,,,,,,,,,,,,,,,,,Egypt,774,00:31:01.240,Pass,
,,,,,,,,,,,1.4,,,,,,,,,,,,,,,931a108b-8438-4ada-927d-d627d29a1d22,3145,,"[119.0, 2.0]",7559,76,,1.7738415,,,Right Foot,True,True,"[112.0, 36.0]",,Low Pass,34.713108,,Incomplete,,,,,Corner,2,From Corner,Amr Medhat Warda,5253.0,Center Attacking Midfield,129,Egypt,774,['64121215-0d0b-41af-b059-81a9f9fce902'],54,,,,,,,,,,,,,,,,,Egypt,774,00:31:54.133,Pass,
,,,,,,,,,,,2.04,,,,,,,,,,,,,,,cc344fb2-2b0a-423f-90d7-e03615d5c5c0,3147,,"[21.0, 32.0]",7559,76,,-0.21866895,,,Head,,,"[39.0, 28.0]",,Low Pass,18.439089,,Incomplete,Salem Mohammed Al Dawsari,5187.0,,,Recovery,2,From Corner,Abdullah Ibrahim Otayf,5173.0,Center Defensive Midfield,129,Egypt,774,"['be1dc8d6-d534-489f-b57e-f091e87c992b', 'd142e29e-30cf-414f-be25-d365505e4600']",57,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:31:57.573,Pass,
,,,,,,,,,,,1.0,,,,,,,,,,,,,,,d142e29e-30cf-414f-be25-d365505e4600,3149,,"[82.0, 53.0]",7559,76,,-1.5707964,,,Right Foot,,,"[82.0, 45.0]",,Ground Pass,8.0,,,Tarek Hamed,5262.0,,,Recovery,2,From Corner,Ahmed Fathy Abdel Meneim Ibrahim,5250.0,Right Back,129,Egypt,774,"['208e2032-e051-456a-97bd-0033d3d720ff', 'cc344fb2-2b0a-423f-90d7-e03615d5c5c0']",59,,,,,,,,,,,,,,,,,Egypt,774,00:31:59.613,Pass,
,,,,,,,,,,,2.44,,,,,,,,,,,,,,,755997e4-d547-4b7f-98eb-593726245860,3152,,"[82.0, 42.0]",7559,77,,-1.0191413,,,Right Foot,,,"[106.0, 3.0]",,High Pass,45.79301,,,Amr Medhat Warda,5253.0,,,,2,From Corner,Tarek Hamed,5262.0,Left Center Midfield,129,Egypt,774,['cc3eeecd-905e-47fb-b006-54b48d50f593'],1,,,,,,,,,,,,,,,,,Egypt,774,00:32:01.533,Pass,
,,,,,,,,,,,1.013,,,,,,,,,,,,,,,58c49140-4913-41cb-a0cc-fa2bc2aa5d30,3156,,"[113.0, 18.0]",7559,77,,2.3561945,,,Right Foot,,,"[100.0, 31.0]",,Ground Pass,18.384777,,,Ramadan Sobhi Ramadan Ahmed,3536.0,,,,2,From Corner,Amr Medhat Warda,5253.0,Center Attacking Midfield,129,Egypt,774,"['770d7aab-091d-4c8a-8e44-48dccd43fb4a', '8484ad70-b7de-4ec8-9ceb-0bbae4dd0ccd']",10,,,,,,,,,,,,,,,,,Egypt,774,00:32:10.760,Pass,True
,,,,,,,,,,,0.76,,,,,,,,,,,,,,,20bd1053-7f37-47dd-ad50-b79062c86d9d,3159,,"[99.0, 31.0]",7559,77,,2.6779451,,,Right Foot,,,"[91.0, 35.0]",,Ground Pass,8.944272,,,Tarek Hamed,5262.0,,,,2,From Corner,Ramadan Sobhi Ramadan Ahmed,3536.0,Left Wing,129,Egypt,774,['cb9de417-0ba2-4cfa-8fec-fb5d74bb7dce'],12,,,,,,,,,,,,,,,,,Egypt,774,00:32:12.613,Pass,
,,,,,,,,,,,1.533,,,,,,,,,,,,,,,14cab11d-3a68-4a0b-949e-439451e55cd2,3163,,"[89.0, 41.0]",7559,77,,0.7022569,,,Right Foot,,,"[102.0, 52.0]",,High Pass,17.029387,,,Mohamed Salah,3531.0,,,,2,From Corner,Tarek Hamed,5262.0,Left Center Midfield,129,Egypt,774,"['8bf18503-549c-4b3b-ba84-e6423ac5e8ea', 'ff0553e5-f241-4e57-870d-4d44a9acfc2d']",14,,,,,,,,,,,,,,,,,Egypt,774,00:32:14.920,Pass,True
,,,,,,,,,,,1.053,,,,,,,,,,,,,,,7afc1d0f-3ee0-444a-9bab-bf3da5775355,3167,,"[112.0, 62.0]",7559,77,,-2.2896264,,,Left Foot,,,"[105.0, 54.0]",,Ground Pass,10.630146,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,2,From Corner,Mohamed Salah,3531.0,Center Forward,129,Egypt,774,"['4cee7da9-d973-4736-bfa4-7a80738c027c', '783fdeee-a659-4c7e-ba24-1d8563c12d30']",20,,,,,,,,,,,,,,,,,Egypt,774,00:32:20.280,Pass,True
,,,,,,,,,,,1.693,,,,,,,,,,,,,,,b2aa6ffa-e97d-4bf3-9ca5-678e1c49ae59,3170,,"[105.0, 55.0]",7559,77,,-1.1246908,,,Right Foot,,,"[116.0, 32.0]",,High Pass,25.495098,,Incomplete,Ramadan Sobhi Ramadan Ahmed,3536.0,,,,2,From Corner,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Left Center Back,129,Egypt,774,"['661b8be2-8fd2-4d1e-8585-e4490a834586', 'c85a6eb1-135c-4362-a6d9-fe5d49e3875e']",21,,,,,,,,,,,,,,,,,Egypt,774,00:32:21.880,Pass,
,,,,,,,,,,,1.093,,,,,,,,,,,,,,,0337fd89-d0e6-4204-83dc-be9e7f5934ae,3174,,"[102.0, 11.0]",7559,77,,-0.87605804,,,Right Foot,,,"[107.0, 5.0]",,Ground Pass,7.81025,,,Amr Medhat Warda,5253.0,,,,2,Regular Play,Tarek Hamed,5262.0,Left Center Midfield,130,Egypt,774,['0d3aaf5d-fb91-429b-8ce1-5b51ea0858df'],39,,,,,,,,,,,,,,,,,Egypt,774,00:32:39.360,Pass,
,,,,,,,,,,,0.613,,,,,,,,,,,,,,,cf443318-3787-46e9-b64a-a5886d348808,3178,,"[106.0, 5.0]",7559,77,,1.5707964,,,Right Foot,,,"[106.0, 8.0]",,Low Pass,3.0,,Incomplete,,,,,,2,Regular Play,Amr Medhat Warda,5253.0,Center Attacking Midfield,130,Egypt,774,"['0a528596-178d-407e-88d4-1fb535c1192c', 'ef586782-291e-4fc5-b022-d5380bffdf9a']",41,,,,,,,,,,,,,,,,,Egypt,774,00:32:41.240,Pass,True
,,,,,,,,,,,4.427,,,,,,,,,,,,,,,77be2dd3-6bbb-4452-82e2-fd4669bc8f83,3180,,"[17.0, 47.0]",7559,77,,0.607802,,,Right Foot,,,"[63.0, 79.0]",,High Pass,56.0357,,Incomplete,Salman Mohammed Al Faraj,5178.0,,,Recovery,2,Regular Play,Abdullah Ibrahim Otayf,5173.0,Center Defensive Midfield,130,Egypt,774,"['3835edb6-d867-4c76-9332-c5cc7966566f', 'ea444998-89cc-4a32-8b2c-ba4094192c66']",43,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:32:43.133,Pass,
,,,,,,,,,,,1.36,,,,,,,,,,,,,,,632e6592-9d80-4863-ad55-9d8fd5811f5d,3183,,"[65.0, 80.0]",7559,77,,-1.4601392,,,,,,"[66.0, 71.0]",,Low Pass,9.055386,,,Salem Mohammed Al Dawsari,5187.0,,,Throw-in,2,From Throw In,Salman Mohammed Al Faraj,5178.0,Left Center Midfield,131,Saudi Arabia,799,['993b4a83-d601-492a-a181-e4fda58e8a70'],51,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:32:51.413,Pass,
,,,,,,,,,,,1.039,,,,,,,,,,,,,,,9a47f580-4728-433b-b895-e69765187911,3186,,"[93.0, 67.0]",7559,77,,1.0040671,,,Left Foot,,,"[100.0, 78.0]",,Ground Pass,13.038404,,,Salman Mohammed Al Faraj,5178.0,,,,2,From Throw In,Salem Mohammed Al Dawsari,5187.0,Left Wing,131,Saudi Arabia,799,['ef3647dd-1616-4e2f-ae14-34f6b9a42a48'],56,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:32:56.653,Pass,
,,,,,,,,,,,1.52,,,,,,,,,,,,,,,fea5666c-8c26-4f36-a3d5-d8c57635a281,3189,,"[103.0, 73.0]",7559,77,,-1.2315037,,,Left Foot,True,,"[115.0, 39.0]",,High Pass,36.05551,,Incomplete,Mohanad Aseri Abu Radiah,5176.0,,,,2,From Throw In,Salman Mohammed Al Faraj,5178.0,Left Center Midfield,131,Saudi Arabia,799,"['025e3bb6-449d-4996-a856-390c75c5509b', '4ce94f1c-195a-4e85-aec7-7bf60ceb822d']",59,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:32:59.960,Pass,
,,,,,,,,,,,1.053,,,,,,,,,,,,,,,f041dd71-3f42-4888-9542-6dc33b2f1b63,3194,,"[15.0, 23.0]",7559,78,,1.6814536,,,Right Foot,,,"[14.0, 32.0]",,Ground Pass,9.055386,,,Ahmed Fathy Abdel Meneim Ibrahim,5250.0,,,,2,From Throw In,Tarek Hamed,5262.0,Left Center Midfield,131,Saudi Arabia,799,['a6c01376-0fbb-4578-a5b5-c830b9ddaae5'],4,,,,,,,,,,,,,,,,,Egypt,774,00:33:04.560,Pass,
,,,,,,,,,,,2.68,,,,,,,,,,,,,,,1130bbee-f6b8-4440-9e68-785a1324190a,3197,,"[14.0, 31.0]",7559,78,,-0.09966865,,,Left Foot,,,"[64.0, 26.0]",,High Pass,50.24938,,Incomplete,,,,,,2,From Throw In,Ahmed Fathy Abdel Meneim Ibrahim,5250.0,Right Back,131,Saudi Arabia,799,['45f0b493-8427-417b-997c-a875cc051107'],5,,,,,,,,,,,,,,,,,Egypt,774,00:33:05.640,Pass,
,,,,,,,,,,,1.723,,,,,,,,,,,,,,,4128ce2f-bfb1-4fff-a0c6-15729f6022e2,3200,,"[58.0, 55.0]",7559,78,,-1.152572,,,Right Foot,,,"[70.0, 28.0]",,Ground Pass,29.546574,,,Hussain Al Mogahwi,5716.0,,,,2,From Throw In,Osama Abdulrezag Hawsawi,5184.0,Right Center Back,131,Saudi Arabia,799,['c81ed335-655e-4497-9de7-a6f4069c048d'],12,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:33:12.010,Pass,
,,,,,,,,,,,1.36,,,,,,,,,,,,,,,bcbdb3e5-5e11-4a48-b1f1-36b7f1443964,3203,,"[75.0, 25.0]",7559,78,,-1.19029,,,Right Foot,,,"[81.0, 10.0]",,Ground Pass,16.155495,,,Yasir Gharsan Al Shahrani,5183.0,,,,2,From Throw In,Hussain Al Mogahwi,5716.0,Right Center Midfield,131,Saudi Arabia,799,['0a93c633-2e32-473c-889d-a15efac58aa3'],15,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:33:15.333,Pass,
,,,,,,,,,,,1.08,,,,,,,,,,,,,,,7377f399-dff2-44fe-a3f2-71fb850264bf,3206,,"[81.0, 10.0]",7559,78,,1.6539376,,,Left Foot,,,"[80.0, 22.0]",,Ground Pass,12.0415945,,,Hussain Al Mogahwi,5716.0,,,,2,From Throw In,Yasir Gharsan Al Shahrani,5183.0,Left Back,131,Saudi Arabia,799,['02a2d93f-34a9-46c5-97cc-00873a9ace0f'],17,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:33:17.333,Pass,
