50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.0,,,,,,,,,,,,9ba83447-ee73-46c7-83be-0cedabe04d3d,1,,,7549,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 5454, 'name': 'Francis Odinaka Uzoho'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5455, 'name': 'William Troost-Ekong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 5830, 'name': 'Kenneth Josiah Omeruo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 3338, 'name': 'Onyinye Wilfred Ndidi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5466, 'name': 'Oghenekaro Etebo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5462, 'name': 'Brian Oladapo Idowu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 2}, {'player': {'id': 5473, 'name': 'Ahmed Musa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Nigeria,775,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,,,8fab26db-0f41-4420-bde7-f5b1a105db4c,2,,,7549,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5498, 'name': 'Hannes Þór Halldórsson'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5508, 'name': 'Birkir Már Sævarsson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5505, 'name': 'Kári Árnason'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 5511, 'name': 'Ragnar Sigurðsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 5501, 'name': 'Hörður Björgvin Magnússon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5515, 'name': 'Aron Einar Gunnarsson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 5495, 'name': 'Rúrik Gíslason'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 5509, 'name': 'Birkir Bjarnason'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 5829, 'name': 'Jón Daði Böðvarsson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 22}]}",Iceland,793,00:00:00.000,Starting XI,
,,,,,,,,,,,,5.2,,,,,,,,,,,,e2a0b966-019f-49df-bb22-4ada1f21716a,3,,,7549,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,['87423105-4089-4c3d-b8d3-242c89f6b45b'],0,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.000,Half Start,
,,,,,,,,,,,,6.213,,,,,,,,,,,,87423105-4089-4c3d-b8d3-242c89f6b45b,4,,,7549,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,['e2a0b966-019f-49df-bb22-4ada1f21716a'],0,,,,,,,,,,,,,,,,Iceland,793,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,,816281ce-811b-4db0-9fd5-176ca37cd7ab,1527,,,7549,45,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,91,Nigeria,775,['d64e6b99-2944-44e0-a0b8-f4df9c75699d'],0,,,,,,,,,,,,,,,,Iceland,793,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,,d64e6b99-2944-44e0-a0b8-f4df9c75699d,1528,,,7549,45,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,91,Nigeria,775,['816281ce-811b-4db0-9fd5-176ca37cd7ab'],0,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.000,Half Start,
,,,,,,,,,,,,1.0,,,,,,,,,,,,41ae782c-b0b9-4117-a855-c23008f7b28e,5,,"[60.0, 40.0]",7549,0,,,2.9060476,,,Right Foot,,,,"[35.0, 46.0]",,Ground Pass,25.70992,,William Troost-Ekong,5455.0,,,Kick Off,1,From Kick Off,John Michael Nchekwube Obinna,5475.0,Center Midfield,2,Nigeria,775,['670d1ec2-f02b-4fd6-83af-7632a0e24c63'],0,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.950,Pass,
,,,,,,,,,,,,0.7,,,,,,,,,,,,41036448-027a-4726-a992-e2485da589bc,8,,"[38.0, 44.0]",7549,0,,,-0.5880026,,,Right Foot,,,,"[47.0, 38.0]",,High Pass,10.816654,Incomplete,,,,,,1,From Kick Off,William Troost-Ekong,5455.0,Center Back,2,Nigeria,775,"['0c9c9e0d-d96b-4753-baae-a1f3d2be7a54', '21b65f84-2d90-4297-b78b-0d69121fa2e1']",1,,,,,,,,,,,,,,,,Nigeria,775,00:00:01.950,Pass,True
,,,,,,,,,,,,0.88,,,,,,,,,,,,bfa68a2b-11b7-48c8-aa13-1c7bfa25b49c,12,,"[56.0, 12.0]",7549,0,,,1.7818897,,,Right Foot,,,,"[53.0, 26.0]",,Ground Pass,14.3178215,,Gylfi Þór Sigurðsson,3944.0,,,,1,Regular Play,Birkir Bjarnason,5509.0,Left Midfield,3,Iceland,793,['a446d5f5-dc3b-4230-ab34-ec06729c3db5'],4,,,,,,,,,,,,,,,,Iceland,793,00:00:04.243,Pass,
,,,,,,,,,,,,1.0,,,,,,,,,,,,0fffecd9-3fbe-4eeb-9c6e-ecb88aa3df6f,16,,"[56.0, 19.0]",7549,0,,,-2.5393052,,,Right Foot,,,,"[40.0, 8.0]",,Ground Pass,19.416489,,Hörður Björgvin Magnússon,5501.0,,,,1,Regular Play,Gylfi Þór Sigurðsson,3944.0,Left Defensive Midfield,3,Iceland,793,"['1d6e994b-79d6-46f7-a8d2-7052c3361a0c', '7aeaac80-71a4-4b63-b6ed-0d23d9cfa700']",5,,,,,,,,,,,,,,,,Iceland,793,00:00:05.403,Pass,True
