50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.893,,,,,,,,,,,,,8bf35a8c-19a0-47ee-88bf-2f63217c4a48,1369,,"[64.0, 50.0]",7541,34,,-2.9441972,,,Head,,,"[54.0, 48.0]",,High Pass,10.198039,,,Jefferson Andrés Lerma Solís,5678.0,,,,1,Regular Play,Radamel Falcao García Zárate,3445.0,Center Forward,64,Colombia,769,['80124489-a3ac-498d-8282-e3208e2ef0f3'],10,,,,,,,,,,,,,,,,,Colombia,769,00:34:10.707,Pass,
,,,,,,,,,,,,1.573,,,,,,,,,,,,,31fbf341-dafc-4cad-9dc6-aee0fe995325,1375,,"[59.0, 32.0]",7541,34,,1.9756881,,,Left Foot,,,"[50.0, 53.0]",,Ground Pass,22.847319,,,Davinson Sánchez Mina,3494.0,,,Free Kick,1,From Free Kick,Wílmar Enrique Barrios Terán,5686.0,Left Center Midfield,65,Colombia,769,['1055ad72-6755-4b0d-8815-c541f0c71e56'],34,,,,,,,,,,,,,,,,,Colombia,769,00:34:34.667,Pass,
,,,,,,,,,,,,1.333,,,,,,,,,,,,,6505f602-551c-47bb-807e-fadb53e18dad,1378,,"[50.0, 63.0]",7541,34,,-1.5971061,,,Right Foot,,,"[49.0, 25.0]",,High Pass,38.013157,,,Oscar Fabián Murillo Murillo,5680.0,,,,1,From Free Kick,Davinson Sánchez Mina,3494.0,Right Center Back,65,Colombia,769,['e780f8e7-fac5-40cd-9e14-01a0f768c26b'],41,,,,,,,,,,,,,,,,,Colombia,769,00:34:41.187,Pass,
,,,,,,,,,,,,0.813,,,,,,,,,,,,,b7cc1367-2567-4df5-a7c7-6414ec4fb82a,1381,,"[66.0, 20.0]",7541,34,,-1.0838971,,,Right Foot,,,"[75.0, 3.0]",,Ground Pass,19.235384,,,Johan Andrés Mojica Palacio,5691.0,,,,1,From Free Kick,Oscar Fabián Murillo Murillo,5680.0,Left Center Back,65,Colombia,769,['e55fd4c8-4992-470b-a363-f131edb63e3b'],48,,,,,,,,,,,,,,,,,Colombia,769,00:34:48.747,Pass,
,,,,,,,,,,,,0.92,,,,,,,,,,,,,3dd4c8f0-894f-42ee-99cc-1ca6de0bde00,1385,,"[75.0, 3.0]",7541,34,,0.0,,,Left Foot,,,"[90.0, 3.0]",,Ground Pass,15.0,,,José Heriberto Izquierdo Mena,3279.0,,,,1,From Free Kick,Johan Andrés Mojica Palacio,5691.0,Left Back,65,Colombia,769,['fe3dda61-6c8e-472d-a355-45d847463fc2'],49,,,,,,,,,,,,,,,,,Colombia,769,00:34:49.760,Pass,
,,,,,,,,,,,,0.853,,,,,,,,,,,,,7c7c74d2-2308-4b20-aba5-9e612cf1b8f7,1390,,"[81.0, 1.0]",7541,34,,1.4940244,,,,,,"[82.0, 14.0]",,Low Pass,13.038404,,,Radamel Falcao García Zárate,3445.0,,,Throw-in,1,From Throw In,Johan Andrés Mojica Palacio,5691.0,Left Back,66,Colombia,769,['02aeadc8-cef3-4f15-8f76-c06e5df0bd13'],55,,,,,,,,,,,,,,,,,Colombia,769,00:34:55.227,Pass,
,,,,,,,,,,,,0.68,,,,,,,,,,,,,feca597f-52f5-47f9-b839-395b88115763,1393,,"[75.0, 12.0]",7541,34,,-2.3561945,,,Right Foot,,,"[68.0, 5.0]",,Ground Pass,9.899495,,,Johan Andrés Mojica Palacio,5691.0,,,,1,From Throw In,Radamel Falcao García Zárate,3445.0,Center Forward,66,Colombia,769,['67434e63-f7b2-422e-a7aa-6071bc4f0b9b'],57,,,,,,,,,,,,,,,,,Colombia,769,00:34:57.400,Pass,
,,,,,,,,,,,,2.6,,,,,,,,,,,,,68d36b63-8993-4f58-be29-92b07799c05d,1397,,"[56.0, 6.0]",7541,34,,2.5161076,,,Left Foot,,,"[20.0, 32.0]",,Low Pass,44.407207,,,David Ospina Ramírez,4276.0,,,,1,From Throw In,Johan Andrés Mojica Palacio,5691.0,Left Back,66,Colombia,769,['bec7d6dc-9eda-45d7-a864-22da05c9b0cf'],59,,,,,,,,,,,,,,,,,Colombia,769,00:34:59.200,Pass,
,,,,,,,,,,,,1.333,,,,,,,,,,,,,1cf0f7a9-df09-46d2-b214-4203d60dcf49,1400,,"[22.0, 35.0]",7541,35,,1.2924967,,,Left Foot,,,"[30.0, 63.0]",,Ground Pass,29.12044,,,Davinson Sánchez Mina,3494.0,,,,1,From Throw In,David Ospina Ramírez,4276.0,Goalkeeper,66,Colombia,769,['902d4138-5028-435b-a4c9-763e5a774328'],3,,,,,,,,,,,,,,,,,Colombia,769,00:35:03.067,Pass,
,,,,,,,,,,,,1.053,,,,,,,,,,,,,878205fc-9a06-4a5f-a0bf-6a6e9aeba5e3,1403,,"[47.0, 66.0]",7541,35,,0.62548506,,,Right Foot,,,"[65.0, 79.0]",,Ground Pass,22.203604,,,Santiago Arias Naranjo,5696.0,,,,1,From Throw In,Davinson Sánchez Mina,3494.0,Right Center Back,66,Colombia,769,['38c37f30-793f-47a9-8659-e8c6a97884b3'],11,,,,,,,,,,,,,,,,,Colombia,769,00:35:11.347,Pass,
,,,,,,,,,,,,0.88,,,,,,,,,,,,,7150fe80-1c98-4921-b5af-ac4991af00e0,1407,,"[65.0, 79.0]",7541,35,,-1.4056476,,,Right Foot,,,"[67.0, 67.0]",,Ground Pass,12.165525,,Incomplete,Juan Fernando Quintero Paniagua,5692.0,,,,1,From Throw In,Santiago Arias Naranjo,5696.0,Right Back,66,Colombia,769,"['6cefdb95-7586-4d30-a3be-76c0b10ab7fe', '873b7528-e4be-4ba7-8868-9526ebbe88fd']",12,,,,,,,,,,,,,,,,,Colombia,769,00:35:12.600,Pass,
,,,,,,,,,,,,0.799,,,,,,,,,,,,,6cefdb95-7586-4d30-a3be-76c0b10ab7fe,1409,,"[54.0, 14.0]",7541,35,,-1.2036225,,,Left Foot,,,"[59.0, 1.0]",,Ground Pass,13.928389,,Out,Takashi Inui,5687.0,,,Interception,1,From Throw In,Gaku Shibasaki,5693.0,Right Center Midfield,66,Colombia,769,"['7150fe80-1c98-4921-b5af-ac4991af00e0', 'b1ad5101-c452-47c5-9e60-9c010be40855']",13,,,,,,,,,,,,,,,,,Japan,778,00:35:13.480,Pass,
,,,,,,,,,,,,0.813,,,,,,,,,,,,,6d9dd7c9-74b0-41aa-a978-c6e6e6b2ce6a,1411,,"[60.0, 80.0]",7541,35,,-2.8387077,,,,,,"[44.0, 75.0]",,High Pass,16.763054,,,Jefferson Andrés Lerma Solís,5678.0,,,Throw-in,1,From Throw In,Santiago Arias Naranjo,5696.0,Right Back,67,Colombia,769,['21bccb0c-e62c-4dc7-8733-0d2b8b4f467d'],18,,,,,,,,,,,,,,,,,Colombia,769,00:35:18.827,Pass,
,,,,,,,,,,,,1.52,,,,,,,,,,,,,64f5dcb9-35ca-4fe4-8f93-6baeee3c0ee6,1414,,"[45.0, 74.0]",7541,35,,-1.9756881,,,Right Foot,,,"[39.0, 60.0]",,Ground Pass,15.231546,,,Davinson Sánchez Mina,3494.0,,,,1,From Throw In,Jefferson Andrés Lerma Solís,5678.0,Right Center Midfield,67,Colombia,769,['cfc7e0bc-a229-49cb-b683-767068a0de1f'],21,,,,,,,,,,,,,,,,,Colombia,769,00:35:21.440,Pass,
,,,,,,,,,,,,0.813,,,,,,,,,,,,,0a76b8b8-087e-42a2-9095-0238b827cb57,1417,,"[39.0, 61.0]",7541,35,,-0.6889244,,,Right Foot,,,"[56.0, 47.0]",,Ground Pass,22.022715,,,Wílmar Enrique Barrios Terán,5686.0,,,,1,From Throw In,Davinson Sánchez Mina,3494.0,Right Center Back,67,Colombia,769,['4a569b10-4126-4c6b-a7eb-ddc579dcddb7'],23,,,,,,,,,,,,,,,,,Colombia,769,00:35:23.787,Pass,
,,,,,,,,,,,,1.28,,,,,,,,,,,,,374ea9cf-ba60-48e3-9073-e6feb0a4f14c,1420,,"[56.0, 47.0]",7541,35,,2.8555412,,,Right Foot,,,"[39.0, 52.0]",,Ground Pass,17.720045,,,Davinson Sánchez Mina,3494.0,,,,1,From Throw In,Wílmar Enrique Barrios Terán,5686.0,Left Center Midfield,67,Colombia,769,['6989beac-defc-4d70-989a-eede0186f19d'],24,,,,,,,,,,,,,,,,,Colombia,769,00:35:24.760,Pass,
,,,,,,,,,,,,1.32,,,,,,,,,,,,,03b62a5a-fad1-4644-add0-f9db0677dd02,1423,,"[39.0, 52.0]",7541,35,,-1.6010901,,,Right Foot,,,"[38.0, 19.0]",,Ground Pass,33.01515,,,Oscar Fabián Murillo Murillo,5680.0,,,,1,From Throw In,Davinson Sánchez Mina,3494.0,Right Center Back,67,Colombia,769,['2b058178-28ff-4a93-af01-e3edc2599493'],26,,,,,,,,,,,,,,,,,Colombia,769,00:35:26.240,Pass,
,,,,,,,,,,,,1.213,,,,,,,,,,,,,6c16fe2f-5aff-449f-98e6-f9df7d34dc2e,1426,,"[47.0, 15.0]",7541,35,,-0.41822433,,,Right Foot,,,"[74.0, 3.0]",,Low Pass,29.546574,,,Johan Andrés Mojica Palacio,5691.0,,,,1,From Throw In,Oscar Fabián Murillo Murillo,5680.0,Left Center Back,67,Colombia,769,['3dc176a6-7ec1-42da-91d8-29db6f357f22'],30,,,,,,,,,,,,,,,,,Colombia,769,00:35:30.027,Pass,
,,,,,,,,,,,,1.133,,,,,,,,,,,,,4acd1478-4824-44de-8d59-f03ff8d2f9d4,1433,,"[64.0, 15.0]",7541,35,,0.27829966,,,Right Foot,,,"[85.0, 21.0]",,Ground Pass,21.84033,,,Radamel Falcao García Zárate,3445.0,,,,1,From Throw In,Johan Andrés Mojica Palacio,5691.0,Left Back,67,Colombia,769,['771c1a96-b5bc-4ee0-92e3-64dca386f232'],34,,,,,,,,,,,,,,,,,Colombia,769,00:35:34.227,Pass,
,,,,,,,,,,,,1.973,,,,,,,,,,,,,5f53588c-0374-4db4-ba2b-73ed4ad58631,1439,,"[85.0, 14.0]",7541,36,,0.90027475,,,Left Foot,True,,"[108.0, 43.0]",,High Pass,37.01351,,Incomplete,Radamel Falcao García Zárate,3445.0,,,Free Kick,1,From Free Kick,Juan Fernando Quintero Paniagua,5692.0,Right Midfield,68,Colombia,769,"['2ff63fb6-de0e-42a4-9ada-579e8f42a206', '8fc85ff6-4386-4fb8-9212-f7e229d2dc22']",12,,,,,,,,,,,,,,,,,Colombia,769,00:36:12.707,Pass,
,,,,,,,,,,,,1.133,,,,,,,,,,,,,c0d31b27-9871-4e88-ba60-af79671a07bd,1442,,"[109.0, 80.0]",7541,36,,-1.6233793,,,,,,"[108.0, 61.0]",,High Pass,19.026299,,,Radamel Falcao García Zárate,3445.0,,,Throw-in,1,From Throw In,Santiago Arias Naranjo,5696.0,Right Back,69,Colombia,769,['abd616d7-c8ee-4ef6-934b-0e5068466db6'],35,,,,,,,,,,,,,,,,,Colombia,769,00:36:35.307,Pass,
,,,,,,,,,,,,1.88,,,,,,,,,,,,,0c21774b-e373-4c25-970e-9544f19afe4e,1448,,"[71.0, 56.0]",7541,36,,0.7531513,,,Head,,,"[87.0, 71.0]",,High Pass,21.931713,,,Santiago Arias Naranjo,5696.0,,,Recovery,1,From Throw In,Oscar Fabián Murillo Murillo,5680.0,Left Center Back,69,Colombia,769,['27381cc2-7f9f-4e35-8f29-de81018a5846'],41,,,,,,,,,,,,,,,,,Colombia,769,00:36:41.827,Pass,
,,,,,,,,,,,,2.013,,,,,,,,,,,,,ede3c165-98d1-4685-b019-575c8cbc3255,1451,,"[88.0, 64.0]",7541,36,True,-1.4288993,,,,,,"[89.0, 57.0]",,High Pass,7.071068,,Incomplete,,,,,,1,From Throw In,Santiago Arias Naranjo,5696.0,Right Back,69,Colombia,769,"['6f6402ea-cd99-4159-b3f2-716695df97c8', 'a429f378-9372-4b4b-b4b9-102d1677a8d8']",43,,,,,,,,,,,,,,,,,Colombia,769,00:36:43.747,Pass,True
,,,,,,,,,,,,3.24,,,,,,,,,,,,,6f6402ea-cd99-4159-b3f2-716695df97c8,1452,,"[32.0, 24.0]",7541,36,,-3.050933,,,Right Foot,,,"[21.0, 23.0]",,High Pass,11.045361,,Unknown,Makoto Hasebe,5681.0,,,Recovery,1,From Throw In,Yuto Nagatomo,5690.0,Left Back,69,Colombia,769,"['5d104ccc-caf4-4d30-bd7d-73b217129033', 'ede3c165-98d1-4685-b019-575c8cbc3255']",45,,,,,,,,,,,,,,,,,Japan,778,00:36:45.760,Pass,
,,,,,,,,,,,,0.5,,,,,,,,,,,,,67972001-b863-4218-92f6-c1664e97bb6b,1459,,"[60.0, 40.0]",7541,39,,2.8590376,,,Right Foot,,,"[29.0, 49.0]",,Ground Pass,32.280025,,,Maya Yoshida,3300.0,,,Kick Off,1,From Kick Off,Yūya Ōsako,5679.0,Center Forward,71,Japan,778,['1b56e2b8-e34c-48ee-a722-1c889f23eacf'],47,,,,,,,,,,,,,,,,,Japan,778,00:39:47.980,Pass,
,,,,,,,,,,,,0.8,,,,,,,,,,,,,3a100020-249a-4a43-baf8-2fbb44a76502,1462,,"[43.0, 53.0]",7541,39,,0.0,,,Right Foot,,,"[53.0, 53.0]",,Ground Pass,10.0,,,Gaku Shibasaki,5693.0,,,,1,From Kick Off,Maya Yoshida,3300.0,Right Center Back,71,Japan,778,['8c935e63-2858-41a9-9f93-4c068df6e45a'],48,,,,,,,,,,,,,,,,,Japan,778,00:39:48.840,Pass,
,,,,,,,,,,,,0.72,,,,,,,,,,,,,f65be246-3a6e-4ac0-b923-25e9192641c6,1466,,"[51.0, 51.0]",7541,39,,2.9889433,,,Left Foot,,,"[38.0, 53.0]",,Ground Pass,13.152946,,,Maya Yoshida,3300.0,,,,1,From Kick Off,Gaku Shibasaki,5693.0,Right Center Midfield,71,Japan,778,['6f92a13e-584b-4103-a8e9-f4f946b13c6d'],52,,,,,,,,,,,,,,,,,Japan,778,00:39:52.440,Pass,
,,,,,,,,,,,,0.72,,,,,,,,,,,,,1c7ff9b2-9763-4373-a259-242079d18e0c,1469,,"[42.0, 50.0]",7541,39,,-1.2924967,,,Right Foot,,,"[44.0, 43.0]",,Ground Pass,7.28011,,,Makoto Hasebe,5681.0,,,,1,From Kick Off,Maya Yoshida,3300.0,Right Center Back,71,Japan,778,['ba9974f3-1fb7-4f7b-a830-d5d4e8d3d51a'],54,,,,,,,,,,,,,,,,,Japan,778,00:39:54.680,Pass,
,,,,,,,,,,,,0.76,,,,,,,,,,,,,3034d088-9ea8-4742-9e83-ec2cd6ba508d,1472,,"[49.0, 38.0]",7541,39,,-1.4801364,,,Right Foot,,,"[50.0, 27.0]",,Ground Pass,11.045361,,,Gen Shōji,5682.0,,,,1,From Kick Off,Makoto Hasebe,5681.0,Left Center Midfield,71,Japan,778,['17b6c7ca-9168-4eee-ad2c-a643882da801'],58,,,,,,,,,,,,,,,,,Japan,778,00:39:58.560,Pass,
,,,,,,,,,,,,0.96,,,,,,,,,,,,,51c73c5c-41c1-4c28-9f98-818b070b981e,1475,,"[50.0, 27.0]",7541,40,,1.7178746,,,Right Foot,,,"[46.0, 54.0]",,Ground Pass,27.294687,,,Maya Yoshida,3300.0,,,,1,From Kick Off,Gen Shōji,5682.0,Left Center Back,71,Japan,778,['1e49596e-1707-4047-b40b-9a27a0fbb480'],1,,,,,,,,,,,,,,,,,Japan,778,00:40:01.200,Pass,
,,,,,,,,,,,,0.68,,,,,,,,,,,,,4b9065a8-11e8-439c-8e86-7ae7266355b7,1478,,"[48.0, 53.0]",7541,40,,0.21866895,,,Right Foot,,,"[57.0, 55.0]",,Ground Pass,9.219544,,,Gaku Shibasaki,5693.0,,,,1,From Kick Off,Maya Yoshida,3300.0,Right Center Back,71,Japan,778,['61a20562-cded-4083-8b41-61a18b2c1eae'],4,,,,,,,,,,,,,,,,,Japan,778,00:40:04.200,Pass,
,,,,,,,,,,,,1.307,,,,,,,,,,,,,cae7803b-39bd-4618-8151-62d68f0eaf9b,1481,,"[57.0, 57.0]",7541,40,,0.10308161,,,Right Foot,,,"[86.0, 60.0]",,Ground Pass,29.15476,,Incomplete,Genki Haraguchi,5697.0,,,,1,From Kick Off,Gaku Shibasaki,5693.0,Right Center Midfield,71,Japan,778,"['496b1cd2-70ff-4169-8a91-c6d7aeaf1f13', '51a77ed9-60e1-498d-aab8-f248bd7964cb']",6,,,,,,,,,,,,,,,,,Japan,778,00:40:06.160,Pass,
,,,,,,True,,,,,,0.813,,,,,,,,,,,,,51a77ed9-60e1-498d-aab8-f248bd7964cb,1483,,"[35.0, 21.0]",7541,40,,-0.94200003,,,Left Foot,,,"[43.0, 10.0]",,Ground Pass,13.601471,,,José Heriberto Izquierdo Mena,3279.0,,,Interception,1,Regular Play,Johan Andrés Mojica Palacio,5691.0,Left Back,72,Colombia,769,"['399282a1-4e4e-45c2-8fe8-fe941af310e0', 'cae7803b-39bd-4618-8151-62d68f0eaf9b']",7,,,,,,,,,,,,,,,,,Colombia,769,00:40:07.467,Pass,
,,,,,,,,,,,,1.0,,,,,,,,,,,,,9a546d07-e8ac-4d3b-8008-a35619d87b8f,1487,,"[39.0, 16.0]",7541,40,,2.3561945,,,Right Foot,,,"[32.0, 23.0]",,Ground Pass,9.899495,,,Oscar Fabián Murillo Murillo,5680.0,,,,1,Regular Play,José Heriberto Izquierdo Mena,3279.0,Left Midfield,72,Colombia,769,['abf92b0e-2baf-4e98-b515-bb047d5c5983'],10,,,,,,,,,,,,,,,,,Colombia,769,00:40:10.440,Pass,
,,,,,,,,,,,,2.16,,,,,,,,,,,,,f9c71ee1-3b9f-4136-90c6-c80931e9008d,1491,,"[33.0, 22.0]",7541,40,,-0.094951704,,,Left Foot,,,"[75.0, 18.0]",,High Pass,42.190044,,,Radamel Falcao García Zárate,3445.0,,,,1,Regular Play,Oscar Fabián Murillo Murillo,5680.0,Left Center Back,72,Colombia,769,['c4c1686e-cce0-4a16-801d-0444e9586f14'],12,,,,,,,,,,,,,,,,,Colombia,769,00:40:12.920,Pass,
,,,,,,,,,,,,0.76,,,,,,,,,,,,,6d34c1cd-3b5c-4b31-a29e-3a873657daa0,1496,,"[51.0, 51.0]",7541,40,,3.041924,,,Right Foot,,,"[41.0, 52.0]",,Ground Pass,10.049875,,,Maya Yoshida,3300.0,,,Recovery,1,Regular Play,Makoto Hasebe,5681.0,Left Center Midfield,73,Japan,778,['5aba9055-9a7e-431b-becd-d989579b6d3b'],17,,,,,,,,,,,,,,,,,Japan,778,00:40:17.640,Pass,
,,,,,,,,,,,,1.04,,,,,,,,,,,,,72642c7d-0e95-4585-9c9b-cd8f88d04ce0,1499,,"[42.0, 54.0]",7541,40,,0.4636476,,,Right Foot,,,"[60.0, 63.0]",,Ground Pass,20.12461,,,Gaku Shibasaki,5693.0,,,,1,Regular Play,Maya Yoshida,3300.0,Right Center Back,73,Japan,778,['e01fcf02-85e2-40f9-a1aa-63d6bb297399'],19,,,,,,,,,,,,,,,,,Japan,778,00:40:19.400,Pass,
,,,,,,,,,,,,1.28,,,,,,,,,,,,,b22102bc-a86f-4369-adfc-1df325195a09,1503,,"[94.0, 65.0]",7541,40,,1.4056476,,,Right Foot,,,"[96.0, 77.0]",,Ground Pass,12.165525,,,Genki Haraguchi,5697.0,,,,1,Regular Play,Gaku Shibasaki,5693.0,Right Center Midfield,73,Japan,778,"['07711d16-4a9f-42df-8b17-2d6cff89234b', '4a2796e3-00cf-4ba1-832c-0018f69b02b4']",25,,,,,,,,,,,,,,,,,Japan,778,00:40:25.720,Pass,True
,,,,,,,,,,,,0.787,,,,,,,,,,,,,1e6bce92-0ec2-41bb-af9e-1c55e4b2ea40,1508,,"[98.0, 75.0]",7541,40,,-0.6435011,,,Right Foot,,,"[102.0, 72.0]",,Low Pass,5.0,,Incomplete,Gaku Shibasaki,5693.0,,,,1,Regular Play,Genki Haraguchi,5697.0,Right Wing,73,Japan,778,"['489a4976-81f6-41ff-8272-48cbcd508c99', '62530fa6-852a-4f9e-b097-f6cee67cd1d3', '84774e2a-82b0-46b0-9df9-c5269ebbf0c7', 'b15ced4f-a81b-4c51-b967-bba2aefc47a2']",27,,,,,,,,,,,,,,,,,Japan,778,00:40:27.800,Pass,True
,,,,,,,,,,,,2.093,,,,,,,,,,,,,282a279d-5d63-40a9-8f0c-cd6039dd9619,1513,,"[29.0, 7.0]",7541,40,,0.56852454,,,Left Foot,,,"[65.0, 30.0]",,Low Pass,42.72002,,Incomplete,Radamel Falcao García Zárate,3445.0,,,,1,Regular Play,Johan Andrés Mojica Palacio,5691.0,Left Back,73,Japan,778,"['4e03edf8-9dc0-4ab2-bced-a7044b11c850', '523d1a2b-cdd8-49b0-a7bb-9d3b8c99c66f']",31,,,,,,,,,,,,,,,,,Colombia,769,00:40:31.587,Pass,
,,,,,,,,,,,,1.0,,,,,,,,,,,,,fe361743-bbf4-4ff6-bb71-ac78af4e4a31,1517,,"[65.0, 45.0]",7541,40,,0.844154,,,Left Foot,,,"[73.0, 54.0]",,Ground Pass,12.0415945,,,Shinji Kagawa,5684.0,,,,1,Regular Play,Gen Shōji,5682.0,Left Center Back,73,Japan,778,['01609fbc-37b2-4b38-9ad6-6b0af3ed6dd7'],36,,,,,,,,,,,,,,,,,Japan,778,00:40:36.520,Pass,
,,,,,,,,,,,,2.68,,,,,,,,,,,,,497751f4-190c-452c-8876-32bf0ca14bde,1521,,"[73.0, 34.0]",7541,40,,-0.9034902,,,Left Foot,,,"[99.0, 1.0]",,High Pass,42.0119,,Out,Takashi Inui,5687.0,,,,1,Regular Play,Shinji Kagawa,5684.0,Center Attacking Midfield,73,Japan,778,['da2a3e88-67ea-46bb-a260-36748e108510'],42,,,,,,,,,,,,,,,,,Japan,778,00:40:42.360,Pass,
,,,,,,,,,,,,2.293,,,,,,,,,,,,,a446ee8f-194c-4810-b4a4-de74f8b46799,1523,,"[29.0, 80.0]",7541,41,,-0.6435011,,,,,,"[41.0, 71.0]",,High Pass,15.0,,Unknown,Radamel Falcao García Zárate,3445.0,,,Throw-in,1,From Throw In,Santiago Arias Naranjo,5696.0,Right Back,74,Colombia,769,['6f8a38e3-4dcf-4376-97a7-4df0bee52da6'],1,,,,,,,,,,,,,,,,,Colombia,769,00:41:01.427,Pass,
,,,,,,,,,,,,1.16,,,,,,,,,,,,,03660911-5f3e-4689-bfe0-41c7fb8a8845,1527,,"[70.0, 26.0]",7541,41,,1.7234457,,,Right Foot,,,"[68.0, 39.0]",,Ground Pass,13.152946,,,Gaku Shibasaki,5693.0,,,Free Kick,1,From Free Kick,Makoto Hasebe,5681.0,Left Center Midfield,75,Japan,778,['2c8c494c-ea83-432c-ac2c-431e83f45d86'],19,,,,,,,,,,,,,,,,,Japan,778,00:41:19.160,Pass,
,,,,,,,,,,,,0.88,,,,,,,,,,,,,86201705-7776-4995-be01-8c390e887a8f,1531,,"[75.0, 45.0]",7541,41,,1.6856729,,,Right Foot,,,"[72.0, 71.0]",,Ground Pass,26.172504,,,Hiroki Sakai,3530.0,,,,1,From Free Kick,Gaku Shibasaki,5693.0,Right Center Midfield,75,Japan,778,['89028d91-49f5-4d0e-b7f9-2b9077c7862e'],22,,,,,,,,,,,,,,,,,Japan,778,00:41:22.800,Pass,
,,,,,,,,,,,,0.64,,,,,,,,,,,,,130d4f13-95e9-466f-a7e4-c6620ab17068,1535,,"[70.0, 77.0]",7541,41,,0.1798535,,,Right Foot,,,"[81.0, 79.0]",,Ground Pass,11.18034,,,Genki Haraguchi,5697.0,,,,1,From Free Kick,Hiroki Sakai,3530.0,Right Back,75,Japan,778,"['0302fa37-51e7-41c2-b41e-d772da044bbb', '2e280130-0bd7-4ac2-8871-03f00a2c4a0d']",25,,,,,,,,,,,,,,,,,Japan,778,00:41:25.080,Pass,True
,,,,,,,,,,,,1.32,,,,,,,,,,,,,a1f7b69b-01a0-4dfd-bfeb-accf6e833c27,1539,,"[75.0, 78.0]",7541,41,,-2.2455373,,,Left Foot,,,"[59.0, 58.0]",,Ground Pass,25.612497,,,Maya Yoshida,3300.0,,,,1,From Free Kick,Genki Haraguchi,5697.0,Right Wing,75,Japan,778,['4f78e516-fe05-47d8-8d3f-06cd2074d964'],27,,,,,,,,,,,,,,,,,Japan,778,00:41:27.240,Pass,
,,,,,,,,,,,,1.48,,,,,,,,,,,,,2f95412a-d856-4ee1-827c-b957d8ba953d,1542,,"[62.0, 55.0]",7541,41,,-1.5308176,,,Right Foot,,,"[63.0, 30.0]",,Ground Pass,25.019993,,,Gen Shōji,5682.0,,,,1,From Free Kick,Maya Yoshida,3300.0,Right Center Back,75,Japan,778,['7e2ac7c6-e2e8-4dff-969c-7322fa073018'],30,,,,,,,,,,,,,,,,,Japan,778,00:41:30.440,Pass,
,,,,,,,,,,,,0.799,,,,,,,,,,,,,8796d872-d6f9-4e66-9f6a-80f3b646a344,1546,,"[82.0, 35.0]",7541,41,,1.7033478,,,Left Foot,,,"[80.0, 50.0]",,Ground Pass,15.132746,,,Yūya Ōsako,5679.0,,,,1,From Free Kick,Gen Shōji,5682.0,Left Center Back,75,Japan,778,['9d509390-a232-4c1b-a9fd-bfc5177a0608'],35,,,,,,,,,,,,,,,,,Japan,778,00:41:35.240,Pass,
,,,,,,,,,,,,0.999,,,,,,,,,,,,,3b21efcf-3878-4c90-81b2-2de00ddb6c72,1550,,"[84.0, 43.0]",7541,41,,-2.7233684,,,Right Foot,,,"[75.0, 39.0]",,Ground Pass,9.848858,,,Makoto Hasebe,5681.0,,,,1,From Free Kick,Yūya Ōsako,5679.0,Center Forward,75,Japan,778,['1ba0439f-9327-46b2-bad2-b41b26c9cf94'],38,,,,,,,,,,,,,,,,,Japan,778,00:41:38.520,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,aa90b450-1f9f-42f9-9a54-96d7ee4216d6,1553,,"[76.0, 39.0]",7541,41,,1.217806,,,Left Foot,,,"[90.0, 77.0]",,Low Pass,40.496914,,,Hiroki Sakai,3530.0,,,,1,From Free Kick,Makoto Hasebe,5681.0,Left Center Midfield,75,Japan,778,['853cd77b-b203-4fed-9e2e-285ad7d617ca'],39,,,,,,,,,,,,,,,,,Japan,778,00:41:39.680,Pass,
,,,,,,,,,,,,2.84,,,,,,,,,,,,,11d3d41e-faf2-4a25-821e-377e5a252e99,1557,,"[91.0, 77.0]",7541,41,,-0.26916748,,,Right Foot,,,"[120.0, 69.0]",,Ground Pass,30.083218,,Out,Genki Haraguchi,5697.0,,,,1,From Free Kick,Hiroki Sakai,3530.0,Right Back,75,Japan,778,"['f317b0d1-54e1-4b39-9108-f366382f93d6', 'fa6d657f-5bdd-487a-8fa3-6455d48f75fe']",43,,,,,,,,,,,,,,,,,Japan,778,00:41:43.920,Pass,True
