ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.453,,,,,,,,,,,,db1edb6d-c9df-48d7-90d9-c145d740c5a1,3357,,"[58.0, 19.0]",7544,81,,-0.27829966,,,Right Foot,,,,"[86.0, 11.0]",,Ground Pass,29.12044,,Diego Sebastián Laxalt Suárez,5717.0,,,,,Free Kick,2,From Free Kick,Diego Roberto Godín Leal,5249.0,Left Center Back,154,Uruguay,783,['d9629558-a2fb-4a08-a314-6e24af84ad53'],50,,,,,,,,,,,,,,,,,,,Uruguay,783,00:36:50.760,Pass,
,,,,,,,,,,,,1.52,,,,,,,,,,,,7a3c96ac-bb9d-4886-9640-344ed32e6e5e,3359,,"[85.0, 14.0]",7544,81,,0.98279375,,,Left Foot,,,,"[95.0, 29.0]",,Ground Pass,18.027756,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Diego Sebastián Laxalt Suárez,5717.0,Left Wing,154,Uruguay,783,['9537440d-2403-4952-88cc-a5200c5064ec'],52,,,,,,,,,,,,,,,,,,,Uruguay,783,00:36:52.213,Pass,
,,,,,,,,,,,,0.92,,,,,,,,,,,,20a962fa-d388-4b72-ae8a-8644e8ddc30a,3366,,"[36.0, 55.0]",7544,81,,-1.4758446,,,Right Foot,,,,"[38.0, 34.0]",,Ground Pass,21.095022,,Salman Mohammed Al Faraj,5178.0,,,,,,2,Regular Play,Hussain Al Mogahwi,5716.0,Right Center Midfield,155,Saudi Arabia,799,"['07763b01-7ea2-45cd-961a-d157383f23fe', 'bc1b1e39-c648-4ced-9eb3-0d13f0a580f1']",56,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:36:56.293,Pass,True
,,,,,,,,,,,,1.133,,,,,,,,,,,,4f4cabc7-cd80-46e4-a07d-a11bf9025f70,3369,,"[43.0, 27.0]",7544,82,,-1.0899091,,,Left Foot,,,,"[55.0, 4.0]",,Ground Pass,25.942244,,Yasir Gharsan Al Shahrani,5183.0,,,,,,2,Regular Play,Salman Mohammed Al Faraj,5178.0,Center Attacking Midfield,155,Saudi Arabia,799,['dd2787ab-c65d-4e53-8e9d-7cd02aa8b2df'],1,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:37:01.040,Pass,
,,,,,,,,,,,,1.0,,,,,,,,,,,,f0bdb32d-5507-45b6-ac31-bd34646f9107,3373,,"[65.0, 4.0]",7544,82,,-1.5707964,,,Right Foot,,,,"[65.0, 1.0]",,Ground Pass,3.0,Injury Clearance,,,,,,,,2,Regular Play,Yasir Gharsan Al Shahrani,5183.0,Left Back,155,Saudi Arabia,799,['3e2f11c4-689d-43ff-a08d-0d194ab213c3'],5,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:37:05.040,Pass,True
,,,,,,,,,,,,1.0,,,,,,,,,,,,fbf5e067-943a-44c4-bd32-616247de1b22,3376,,"[36.0, 3.0]",7544,82,,0.7853982,,,Left Foot,,,,"[46.0, 13.0]",,Ground Pass,14.142136,,Salem Mohammed Al Dawsari,5187.0,,,,,,2,Regular Play,Ali Albulayhi,5715.0,Left Center Back,155,Saudi Arabia,799,['aa475fcb-f22f-4468-9523-24ebe0f7b9a7'],21,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:37:21.000,Pass,
,,,,,,,,,,,,0.96,,,,,,,,,,,,ec1413b9-82b0-42af-bc29-f8226d700b04,3379,,"[47.0, 15.0]",7544,82,,-0.9272952,,,Right Foot,,,,"[56.0, 3.0]",,Ground Pass,15.0,,Salman Mohammed Al Faraj,5178.0,,,,,,2,Regular Play,Salem Mohammed Al Dawsari,5187.0,Left Wing,155,Saudi Arabia,799,['e06f05dc-bdb9-49fc-a5f3-38bd9fa12f41'],23,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:37:23.093,Pass,
,,,,,,,,,,,,2.039,,,,,,,,,,,,da54cd15-4e08-4ae0-a35d-afcd683e83d9,3383,,"[58.0, 4.0]",7544,82,,1.6233793,,,Left Foot,,,,"[57.0, 23.0]",,Ground Pass,19.026299,,Abdullah Ibrahim Otayf,5173.0,,,,,,2,Regular Play,Salman Mohammed Al Faraj,5178.0,Center Attacking Midfield,155,Saudi Arabia,799,['a4429d67-12cb-49c1-baab-c94db7a27bb9'],26,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:37:26.573,Pass,
,,,,,,,,,,,,0.959,,,,,,,,,,,,629b21cf-ee88-43aa-b858-3a9b87aae286,3386,,"[65.0, 23.0]",7544,82,,-1.2793396,,,Right Foot,,,,"[71.0, 3.0]",,Ground Pass,20.880613,,Yasir Gharsan Al Shahrani,5183.0,,,,,,2,Regular Play,Abdullah Ibrahim Otayf,5173.0,Left Center Midfield,155,Saudi Arabia,799,['a37a9211-e019-4a2c-918b-07f22c54fe60'],30,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:37:30.093,Pass,
,,,,,,,,,,,,1.013,,,,,,,,,,,,05169d77-e625-440d-b457-12d74e064b21,3390,,"[88.0, 4.0]",7544,82,,-0.124354996,,,Right Foot,,,,"[96.0, 3.0]",,Ground Pass,8.062258,,Salem Mohammed Al Dawsari,5187.0,,,,,,2,Regular Play,Yasir Gharsan Al Shahrani,5183.0,Left Back,155,Saudi Arabia,799,"['3005d6a1-6d2b-49d1-96db-e8e514fd8f71', '4771b655-a8ce-4751-a8d4-887a4c6529f4']",33,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:37:33.960,Pass,True
,,,,,,,,,,,,1.853,,,,,,,,,,,,0369ce60-d7b8-4773-be79-bca08571d5b6,3394,,"[84.0, 14.0]",7544,82,,1.5707964,,,Right Foot,,,,"[84.0, 49.0]",,Ground Pass,35.0,,Hussain Al Mogahwi,5716.0,,,,,,2,Regular Play,Salem Mohammed Al Dawsari,5187.0,Left Wing,155,Saudi Arabia,799,"['d24ebcac-195b-4df9-b500-1f2344b8d651', 'f6c95652-3332-4cdc-8914-b28a9bf2fbeb']",38,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:37:38.320,Pass,True
,,,,,,,,,,,,1.24,,,,,,,,,,,,6db45561-7c2f-45ef-9acf-5fa0a373a50e,3398,,"[85.0, 50.0]",7544,82,,1.6506263,,,Left Foot,,,,"[83.0, 75.0]",,Ground Pass,25.079872,,Mohammed Al Burayk,5191.0,,,,,,2,Regular Play,Hussain Al Mogahwi,5716.0,Right Center Midfield,155,Saudi Arabia,799,['83a796e2-2f69-4671-8ceb-44467e904dcf'],41,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:37:41.293,Pass,
,,,,,,,,,,,,1.84,,,,,,,,,,,,341ae554-1e46-443f-8f88-5395805a250d,3402,,"[83.0, 74.0]",7544,82,,-1.5323538,,,Right Foot,,,,"[84.0, 48.0]",,Ground Pass,26.019224,,Salem Mohammed Al Dawsari,5187.0,,,,,,2,Regular Play,Mohammed Al Burayk,5191.0,Right Back,155,Saudi Arabia,799,"['8b085595-8aa8-407c-b5e4-df93c5778ad6', 'dfb38230-23b3-4e95-9b03-20f26c8a8559']",43,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:37:43.533,Pass,True
,,,,,,,,,,,,1.24,,,,,,,,,,,,a5ad1053-885d-4fc1-80da-3307046fd068,3405,,"[87.0, 43.0]",7544,82,,-2.1730838,,,Right Foot,,,,"[76.0, 27.0]",,Ground Pass,19.416489,,Salman Mohammed Al Faraj,5178.0,,,,,,2,Regular Play,Salem Mohammed Al Dawsari,5187.0,Left Wing,155,Saudi Arabia,799,['62aeebc2-1732-4448-89e1-9ec057a59bff'],47,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:37:47.693,Pass,
,,,,,,,,,,,,0.76,,,,,,,,,,,,94e19c28-c56d-4eb0-8e70-7ce95909aad5,3409,,"[76.0, 26.0]",7544,82,,1.0040671,,,Left Foot,,,,"[83.0, 37.0]",,Ground Pass,13.038404,,Salem Mohammed Al Dawsari,5187.0,,,,,,2,Regular Play,Salman Mohammed Al Faraj,5178.0,Center Attacking Midfield,155,Saudi Arabia,799,"['12ba50e0-17da-4560-8c00-0ee03de2a921', '7db97532-d112-419a-af17-2d2d8ab6cd1c']",49,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:37:49.813,Pass,True
,,,,,,,,,,,,0.613,,,,,,,,,,,,346249af-0d6c-4a92-9e06-40883d5a8eb0,3416,,"[82.0, 29.0]",7544,82,,1.19029,,,Right Foot,,,,"[84.0, 34.0]",,Ground Pass,5.3851647,,Abdullah Ibrahim Otayf,5173.0,,,,,,2,Regular Play,Salem Mohammed Al Dawsari,5187.0,Left Wing,155,Saudi Arabia,799,['077fb4a1-d3a1-4e41-9768-fc5917332f53'],53,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:37:53.240,Pass,
,,,,,,,,,,,,1.173,,,,,,,,,,,,e9a8a20e-e623-4f37-8fcf-3ad629522153,3420,,"[81.0, 37.0]",7544,82,,1.5042281,,,Right Foot,,,,"[82.0, 52.0]",,Ground Pass,15.033297,,Hussain Al Mogahwi,5716.0,,,,,,2,Regular Play,Abdullah Ibrahim Otayf,5173.0,Left Center Midfield,155,Saudi Arabia,799,['fb4d6d0c-da3f-40ba-b8e2-51613d6c80a6'],55,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:37:55.440,Pass,
,,,,,,,,,,,,1.32,,,,,,,,,,,,fb524a6b-cc6e-4e02-9adf-65cf94bc5d51,3423,,"[82.0, 58.0]",7544,82,,1.4219064,,,Right Foot,,,,"[85.0, 78.0]",,Ground Pass,20.22375,,Mohammed Al Burayk,5191.0,,,,,,2,Regular Play,Hussain Al Mogahwi,5716.0,Right Center Midfield,155,Saudi Arabia,799,['94027a30-4d4f-4d83-ab9e-24e1f9508b3c'],58,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:37:58.293,Pass,
,,,,,,,,,,,,0.72,,,,,,,,,,,,e69daaaf-2e6b-4f5f-8712-475074da4de2,3427,,"[83.0, 76.0]",7544,83,,-1.4711276,,,Right Foot,,,,"[85.0, 56.0]",,Ground Pass,20.09975,,Abdullah Ibrahim Otayf,5173.0,,,,,,2,Regular Play,Mohammed Al Burayk,5191.0,Right Back,155,Saudi Arabia,799,"['23d1d1ba-6bbf-4270-948c-3d59afe6ea84', 'a0f31908-c162-4d22-8b17-14d91a5eb2b2']",0,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:38:00.293,Pass,True
,,,,,,,,,,,,1.507,,,,,,,,,,,,2d0d912e-f16c-4bce-9c9d-e58aa2f8bba1,3430,,"[86.0, 61.0]",7544,83,,-0.27829966,,,Right Foot,,,,"[100.0, 57.0]",,Ground Pass,14.56022,Incomplete,Hussain Al Mogahwi,5716.0,,,,,,2,Regular Play,Abdullah Ibrahim Otayf,5173.0,Left Center Midfield,155,Saudi Arabia,799,"['dd52fe7d-5e23-44e0-8755-c0b320520813', 'fbf91310-0dbb-4417-9b41-9ad03f757e19']",1,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:38:01.973,Pass,
,,,,,,,,,,,,2.333,,,,,,,,,,,,fbf91310-0dbb-4417-9b41-9ad03f757e19,3432,,"[21.0, 24.0]",7544,83,,-2.9562447,,,Right Foot,,,,"[5.0, 21.0]",,Ground Pass,16.27882,,José Martín Cáceres Silva,5248.0,,,,,Recovery,2,Regular Play,Lucas Torreira Di Pascua,5266.0,Center Defensive Midfield,156,Uruguay,783,"['2d0d912e-f16c-4bce-9c9d-e58aa2f8bba1', '7ec3663e-2db5-4654-957f-bd00a42109ae']",3,,,,,,,,,,,,,,,,,,,Uruguay,783,00:38:03.480,Pass,
,,,,,,,,,,,,0.493,,,,,,,,,,,,ee848b2a-d4e3-4df2-ad88-5acfdc5e0923,3436,,"[2.0, 14.0]",7544,83,,-0.4636476,,,Left Foot,,,,"[4.0, 13.0]",,Low Pass,2.236068,Incomplete,,,,,,,,2,Regular Play,José Martín Cáceres Silva,5248.0,Left Back,156,Uruguay,783,['0b25da9e-9014-4548-a69d-4d562298f68e'],7,,,,,,,,,,,,,,,,,,,Uruguay,783,00:38:07.160,Pass,
,,,,,,,,,,,,2.013,,,,,,,,,,,,8032e397-1ecf-40af-98f5-4d0fb2883958,3439,,"[31.0, 46.0]",7544,83,,-1.1722739,,,Right Foot,,,,"[39.0, 27.0]",,Ground Pass,20.615528,,Rodrigo Bentancur Colmán,5260.0,,,,,,2,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,157,Uruguay,783,['ab2704da-da05-495e-ae60-1e9bef4cc953'],32,,,,,,,,,,,,,,,,,,,Uruguay,783,00:38:32.480,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,550029a1-6ed8-4586-a836-cccc877c86ee,3442,,"[47.0, 33.0]",7544,83,,1.2649175,,,Right Foot,,,,"[53.0, 52.0]",,Ground Pass,19.924858,,Nahitan Michel Nández Acosta,5247.0,,,,,,2,Regular Play,Rodrigo Bentancur Colmán,5260.0,Left Center Midfield,157,Uruguay,783,['445abb56-9db1-481f-97a0-9b5fd7c2ca0a'],39,,,,,,,,,,,,,,,,,,,Uruguay,783,00:38:39.120,Pass,
,,,,,,,,,,,,1.36,,,,,,,,,,,,bfb570f5-c3a1-4529-a291-ed6e329a4d69,3445,,"[52.0, 53.0]",7544,83,,1.706324,,,Right Foot,,,,"[49.0, 75.0]",,Ground Pass,22.203604,,Guillermo Varela Olivera,5264.0,,,,,,2,Regular Play,Nahitan Michel Nández Acosta,5247.0,Right Center Midfield,157,Uruguay,783,['54ccf97b-5254-4752-946f-6f3adab82b57'],42,,,,,,,,,,,,,,,,,,,Uruguay,783,00:38:42.093,Pass,
,,,,,,,,,,,,1.638,,,,,,,,,,,,bce21d9b-3323-4997-a159-0813d8ad2f3a,3448,,"[49.0, 76.0]",7544,83,,0.114876606,,,Right Foot,,,,"[75.0, 79.0]",,Ground Pass,26.172504,,Edinson Roberto Cavani Gómez,4319.0,,,,,,2,Regular Play,Guillermo Varela Olivera,5264.0,Right Back,157,Uruguay,783,['66062a8b-04b3-406b-8428-cf913409dda1'],44,,,,,,,,,,,,,,,,,,,Uruguay,783,00:38:44.255,Pass,
,,,,,,,,,,,,1.773,,,,,,,,,,,,f0dacbd5-0734-46e1-a9e7-47ca1309add8,3452,,"[72.0, 79.0]",7544,83,,-3.0584514,,,Left Foot,,,,"[48.0, 77.0]",,Ground Pass,24.083189,,Guillermo Varela Olivera,5264.0,,,,,,2,Regular Play,Edinson Roberto Cavani Gómez,4319.0,Secondary Striker,157,Uruguay,783,"['48b98dba-c23d-4d3c-8fe9-90bc8c86365a', '7c07ee96-9c37-4c07-9b40-47fe3e32a379']",46,,,,,,,,,,,,,,,,,,,Uruguay,783,00:38:46.560,Pass,True
,,,,,,,,,,,,1.2,,,,,,,,,,,,97cd1161-0a06-4564-be8b-45c88571269c,3455,,"[45.0, 78.0]",7544,83,,-2.3996453,,,Right Foot,,,,"[33.0, 67.0]",,Ground Pass,16.27882,,José María Giménez de Vargas,5259.0,,,,,,2,Regular Play,Guillermo Varela Olivera,5264.0,Right Back,157,Uruguay,783,['8661456b-0cf5-49d2-b8da-311c07837fe2'],49,,,,,,,,,,,,,,,,,,,Uruguay,783,00:38:49.240,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,f98c2d54-d45f-4805-a206-fbe040397936,3458,,"[38.0, 60.0]",7544,83,,-1.1801893,,,Right Foot,,,,"[45.0, 43.0]",,Ground Pass,18.384777,,Rodrigo Bentancur Colmán,5260.0,,,,,,2,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,157,Uruguay,783,['f18578ac-0f03-40bc-8378-a38da31327ed'],51,,,,,,,,,,,,,,,,,,,Uruguay,783,00:38:51.240,Pass,
,,,,,,,,,,,,1.453,,,,,,,,,,,,70bf809b-dde5-421f-ad3f-c22bdf12c7ea,3461,,"[53.0, 31.0]",7544,83,,-1.5707964,,,Right Foot,,,,"[53.0, 14.0]",,Ground Pass,17.0,,José Martín Cáceres Silva,5248.0,,,,,,2,Regular Play,Rodrigo Bentancur Colmán,5260.0,Left Center Midfield,157,Uruguay,783,['8d9ac256-8f9b-467e-8a09-de9131168832'],54,,,,,,,,,,,,,,,,,,,Uruguay,783,00:38:54.440,Pass,
,,,,,,,,,,,,1.08,,,,,,,,,,,,a625ec44-95f6-4150-aca3-a65ecdfe78a5,3464,,"[53.0, 14.0]",7544,83,,1.5707964,,,Left Foot,,,,"[53.0, 22.0]",,Ground Pass,8.0,,Rodrigo Bentancur Colmán,5260.0,,,,,,2,Regular Play,José Martín Cáceres Silva,5248.0,Left Back,157,Uruguay,783,['d0784ed2-09e8-42c9-8ed6-43c4a2cee4ae'],56,,,,,,,,,,,,,,,,,,,Uruguay,783,00:38:56.213,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,7f14d5f3-e6c1-42bc-941e-d580d712c04c,3467,,"[56.0, 25.0]",7544,83,,1.7590178,,,Right Foot,,,,"[52.0, 46.0]",,Ground Pass,21.377558,,José María Giménez de Vargas,5259.0,,,,,,2,Regular Play,Rodrigo Bentancur Colmán,5260.0,Left Center Midfield,157,Uruguay,783,['d12421a0-c85e-429c-9978-a8eb09a731c5'],58,,,,,,,,,,,,,,,,,,,Uruguay,783,00:38:58.560,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,bfb7fcca-2c40-426d-90de-5004517b8669,3470,,"[52.0, 46.0]",7544,84,,1.2315037,,,Left Foot,,,,"[58.0, 63.0]",,Ground Pass,18.027756,,Nahitan Michel Nández Acosta,5247.0,,,,,,2,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,157,Uruguay,783,['59148d76-4260-446f-98aa-17180da7d0e6'],0,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:00.520,Pass,
,,,,,,,,,,,,1.173,,,,,,,,,,,,03b00dee-6968-403c-9f22-05be1bb267a4,3473,,"[59.0, 67.0]",7544,84,,0.124354996,,,Right Foot,,,,"[83.0, 70.0]",,Ground Pass,24.186773,,Edinson Roberto Cavani Gómez,4319.0,,,,,,2,Regular Play,Nahitan Michel Nández Acosta,5247.0,Right Center Midfield,157,Uruguay,783,['21ba7117-a2df-4470-865c-530bf65ab717'],3,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:03.240,Pass,
,,,,,,,,,,,,0.96,,,,,,,,,,,,53a5ace0-8f6a-4448-b59c-2a39bfc494bf,3476,,"[76.0, 78.0]",7544,84,,-2.8753407,,,Left Foot,,,,"[65.0, 75.0]",,Ground Pass,11.401754,,Nahitan Michel Nández Acosta,5247.0,,,,,,2,Regular Play,Edinson Roberto Cavani Gómez,4319.0,Secondary Striker,157,Uruguay,783,['df283de4-5182-4d36-b849-b4c276b3642d'],7,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:07.053,Pass,
,,,,,,,,,,,,1.04,,,,,,,,,,,,3998a620-7498-4d5a-a2a9-d15d92c0685c,3481,,"[67.0, 76.0]",7544,84,,-0.058755822,,,Right Foot,,,,"[84.0, 75.0]",,Ground Pass,17.029387,,Guillermo Varela Olivera,5264.0,,,,,,2,Regular Play,Nahitan Michel Nández Acosta,5247.0,Right Center Midfield,157,Uruguay,783,['9d9fc5e5-a090-46d7-a842-21ca1df6712e'],8,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:08.920,Pass,
,,,,,,,,,,,,0.88,,,,,,,,,,,,07d765df-913a-459f-a474-6c2a3bc8889a,3485,,"[76.0, 75.0]",7544,84,,-2.4668517,,True,Left Foot,,,,"[71.0, 71.0]",,Ground Pass,6.4031243,Incomplete,Lucas Torreira Di Pascua,5266.0,,,,,,2,Regular Play,Guillermo Varela Olivera,5264.0,Right Back,157,Uruguay,783,"['1c55f29c-935e-4e3f-914e-b14f6acf315f', '69a3abbc-56b7-4200-a2b3-f4f6dbc7917a']",11,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:11.493,Pass,
,,,,,,,,,,,,0.56,,,,,,,,,,,,56615cbd-60aa-43b2-8d3e-81a1572c3dc2,3490,,"[52.0, 11.0]",7544,84,,2.7610862,,,Right Foot,,,,"[47.0, 13.0]",,Ground Pass,5.3851647,,Salman Mohammed Al Faraj,5178.0,,,,,,2,Regular Play,Abdullah Ibrahim Otayf,5173.0,Left Center Midfield,158,Saudi Arabia,799,"['1c501c80-bfdd-4493-9d2b-9246a23048b7', 'cd60699e-9497-44fb-94d4-5fec4a0ee2ed']",12,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:39:12.973,Pass,True
,,,,,,,,,,,,1.44,,,,,,,,,,,,61a8fd89-5ea5-41c8-9ba0-222488256878,3493,,"[47.0, 15.0]",7544,84,,1.6447353,,,Left Foot,,,,"[45.0, 42.0]",,Ground Pass,27.073973,,Hussain Al Mogahwi,5716.0,,,,,,2,Regular Play,Salman Mohammed Al Faraj,5178.0,Center Attacking Midfield,158,Saudi Arabia,799,['be6eaa92-7689-4dd2-9a20-330090ae1940'],14,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:39:14.693,Pass,
,,,,,,,,,,,,1.12,,,,,,,,,,,,665b540b-5968-4f01-a31b-cd913375cc16,3496,,"[73.0, 58.0]",7544,84,,1.0584068,,,Left Foot,,,,"[82.0, 74.0]",,Ground Pass,18.35756,,Mohammed Kanoo,5713.0,,,,,,2,Regular Play,Hussain Al Mogahwi,5716.0,Right Center Midfield,158,Saudi Arabia,799,['92c8cf0c-f65b-4dc3-97d9-4e0e37be5df7'],22,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:39:22.173,Pass,
,,,,,,,,,,,,0.813,,,,,,,,,,,,032854f3-616a-4ee5-a023-5aeda5f6d425,3500,,"[82.0, 56.0]",7544,84,,-1.4056476,,,Right Foot,,,,"[85.0, 38.0]",,Ground Pass,18.248287,Incomplete,Abdullah Ibrahim Otayf,5173.0,,,,,,2,Regular Play,Mohammed Kanoo,5713.0,Right Wing,158,Saudi Arabia,799,"['30de0676-67f6-45d0-9da3-a04f1e44c210', '5ca2ca29-0da6-4617-996f-b9204ecde071', '8cbe07cc-6f96-42cd-b64b-c6d5790b466d']",28,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:39:28.280,Pass,True
,,,,,,,,,,,,1.76,,,,,,,,,,,,3fadc443-4de7-45af-b585-11cb64e18eaf,3508,,"[78.0, 38.0]",7544,84,,-2.3932147,,,Right Foot,,,,"[64.0, 25.0]",,Ground Pass,19.104973,,Ali Albulayhi,5715.0,,,,,,2,Regular Play,Mohammed Kanoo,5713.0,Right Wing,158,Saudi Arabia,799,"['39d34197-c574-4a3d-bba6-32b18b984163', '51b302bb-231b-4cff-89ed-534eb3080afe']",32,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:39:32.013,Pass,True
,,,,,,,,,,,,0.52,,,,,,,,,,,,6e66f75b-2d89-42d3-9875-6295df51ba20,3511,,"[64.0, 25.0]",7544,84,,1.2220253,,,Left Foot,,,,"[68.0, 36.0]",,Ground Pass,11.7046995,,Salman Mohammed Al Faraj,5178.0,,,,,,2,Regular Play,Ali Albulayhi,5715.0,Left Center Back,158,Saudi Arabia,799,['a2833119-23c9-4f64-b4a9-d0dcdcb505aa'],34,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:39:34.053,Pass,
,,,,,,,,,,,,0.599,,,,,,,,,,,,eea70591-3b27-4591-951c-798b67b821e3,3513,,"[68.0, 36.0]",7544,84,,-2.6779451,,,Right Foot,,,,"[64.0, 34.0]",,Ground Pass,4.472136,,Abdullah Ibrahim Otayf,5173.0,,,,,,2,Regular Play,Salman Mohammed Al Faraj,5178.0,Center Attacking Midfield,158,Saudi Arabia,799,['78e3c522-f48c-468a-9bcb-83b69223c9b8'],34,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:39:34.573,Pass,
,,,,,,,,,,,,1.72,,,,,,,,,,,,86b9180a-6e24-4b69-91c5-580167cffa92,3516,,"[70.0, 35.0]",7544,84,,-0.6889244,,,Right Foot,,,,"[87.0, 21.0]",,Ground Pass,22.022715,,Mohammad Ibrahim Al Sahlawi,5196.0,,,,,,2,Regular Play,Abdullah Ibrahim Otayf,5173.0,Left Center Midfield,158,Saudi Arabia,799,['724b43f6-b014-4ac1-9ad8-476e2c832e46'],38,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:39:38.253,Pass,
,,,,,,,,,,,,0.627,,,,,,,,,,,,8f482363-2d2c-4f27-854d-421d8a69c976,3523,,"[87.0, 26.0]",7544,84,,1.418147,,,Right Foot,,,,"[89.0, 39.0]",,Ground Pass,13.152946,,Mohammed Kanoo,5713.0,,,,,,2,Regular Play,Mohammad Ibrahim Al Sahlawi,5196.0,Center Forward,158,Saudi Arabia,799,['bc162902-45c1-4a97-8a7d-8488084f5844'],42,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:39:42.973,Pass,
,,,,,,,,,,,,1.68,,,,,,,,,,,,82eeabf7-0ffe-4cb6-b62a-3e74e4a6379c,3528,,"[87.0, 39.0]",7544,84,,-1.8045396,,,Left Foot,,,,"[82.0, 18.0]",,Ground Pass,21.587032,,Salman Mohammed Al Faraj,5178.0,,,,,,2,Regular Play,Mohammed Kanoo,5713.0,Right Wing,158,Saudi Arabia,799,"['93f0ad4e-3d94-4022-945b-d9961cc92eb7', 'ea74a01c-1a6f-4199-9213-a6510214acfe']",44,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:39:44.333,Pass,True
,,,,,,,,,,,,0.44,,,,,,,,,,,,4ae318b9-e99d-4aff-af51-4b11d12e5b2e,3532,,"[81.0, 18.0]",7544,84,,1.4601392,,,Left Foot,,,,"[82.0, 27.0]",,Ground Pass,9.055386,,Mohammed Kanoo,5713.0,,,,,,2,Regular Play,Salman Mohammed Al Faraj,5178.0,Center Attacking Midfield,158,Saudi Arabia,799,"['4916fa1c-f0d4-42ea-9816-c649304d895b', '91e51e84-de51-43c4-9787-8de59ccca35c']",46,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:39:46.733,Pass,True
,,,,,,,,,,,,0.72,,,,,,,,,,,,63ec0fa1-89e3-43f3-ac85-939fa9c767c5,3536,,"[81.0, 25.0]",7544,84,,-2.6779451,,,Right Foot,,,,"[75.0, 22.0]",,Ground Pass,6.708204,,Salman Mohammed Al Faraj,5178.0,,,,,,2,Regular Play,Mohammed Kanoo,5713.0,Right Wing,158,Saudi Arabia,799,"['b1f17210-0bee-4532-85a5-fc57399e35b8', 'b376d1d1-0421-4fa9-80ff-59b723676b19']",48,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:39:48.453,Pass,True
