ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.64,,,,,,,,,,,,081dae22-a016-4f57-bc88-4d2620abc087,16,,"[19.0, 58.0]",7544,0,,-1.2360595,,,Right Foot,,,,"[27.0, 35.0]",,Ground Pass,24.351591,,Rodrigo Bentancur Colmán,5260.0,,,,,,1,From Goal Kick,José María Giménez de Vargas,5259.0,Right Center Back,3,Uruguay,783,['b13710a1-b79d-4009-a050-270ec411dce7'],26,,,,,,,,,,,,,,,,,,,Uruguay,783,00:00:26.661,Pass,
,,,,,,,,,,,,1.24,,,,,,,,,,,,1d622b84-eda4-4d62-bac1-8b1e83f2b674,19,,"[33.0, 38.0]",7544,0,,1.4601392,,,Right Foot,,,,"[34.0, 47.0]",,Ground Pass,9.055386,,José María Giménez de Vargas,5259.0,,,,,,1,From Goal Kick,Rodrigo Bentancur Colmán,5260.0,Left Center Midfield,3,Uruguay,783,['6ea2e87a-8eea-49ab-9723-082f5d2afb04'],31,,,,,,,,,,,,,,,,,,,Uruguay,783,00:00:31.941,Pass,
,,,,,,,,,,,,1.813,,,,,,,,,,,,055b345e-0b12-451a-9de6-4ab90fee1ba4,22,,"[38.0, 49.0]",7544,0,,-1.0863184,,,Left Foot,,,,"[48.0, 30.0]",,Ground Pass,21.470911,,Matías Vecino Falero,5255.0,,,,,,1,From Goal Kick,José María Giménez de Vargas,5259.0,Right Center Back,3,Uruguay,783,['081e3b83-bebc-45b7-b202-12f33b3157e4'],33,,,,,,,,,,,,,,,,,,,Uruguay,783,00:00:33.981,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,27026ad4-07e5-4e28-90bd-2d48379d6d4e,25,,"[48.0, 30.0]",7544,0,,-1.2827408,,,Right Foot,,,,"[56.0, 3.0]",,Ground Pass,28.160255,,José Martín Cáceres Silva,5248.0,,,,,,1,From Goal Kick,Matías Vecino Falero,5255.0,Right Center Midfield,3,Uruguay,783,['2a3e9cef-1155-47e3-a953-b821cf05441f'],36,,,,,,,,,,,,,,,,,,,Uruguay,783,00:00:36.621,Pass,
,,,,,,,,,,,,1.693,,,,,,,,,,,,4eb1d192-0949-4216-ac38-b5bf64fb1318,29,,"[52.0, 2.0]",7544,0,,2.70175,,,Right Foot,,,,"[35.0, 10.0]",,Ground Pass,18.788294,,Diego Roberto Godín Leal,5249.0,,,,,,1,From Goal Kick,José Martín Cáceres Silva,5248.0,Left Back,3,Uruguay,783,"['1442be55-f185-4813-bc26-b28011891e5b', '25447459-0af2-440d-bfef-a6f67907e455']",41,,,,,,,,,,,,,,,,,,,Uruguay,783,00:00:41.181,Pass,True
,,,,,,,,,,,,2.04,,,,,,,,,,,,2cce0646-2dc1-4117-9734-9908328cbefe,33,,"[33.0, 14.0]",7544,0,,2.332943,,,Right Foot,,,,"[12.0, 36.0]",,Ground Pass,30.413813,,Néstor Fernando Muslera Micol,5267.0,,,,,,1,From Goal Kick,Diego Roberto Godín Leal,5249.0,Left Center Back,3,Uruguay,783,"['13ee6c68-d166-42b7-b576-edc05c863d00', 'a437d654-a78a-4399-af22-a17340811d7d']",44,,,,,,,,,,,,,,,,,,,Uruguay,783,00:00:44.101,Pass,True
,,,,,,,,,,,,1.6,,,,,,,,,,,,6cbf0d0e-7ac1-48aa-9186-6425bbd5a731,36,,"[12.0, 36.0]",7544,0,,0.8685394,,,Left Foot,,,,"[23.0, 49.0]",,Ground Pass,17.029387,,José María Giménez de Vargas,5259.0,,,,,,1,From Goal Kick,Néstor Fernando Muslera Micol,5267.0,Goalkeeper,3,Uruguay,783,['656c4458-3360-4f3d-aff5-88e502665542'],46,,,,,,,,,,,,,,,,,,,Uruguay,783,00:00:46.981,Pass,
,,,,,,,,,,,,1.333,,,,,,,,,,,,90e19d4b-2a2a-4137-96ea-f2fc1f22dcf1,39,,"[36.0, 51.0]",7544,0,,0.6202495,,,Left Foot,,,,"[43.0, 56.0]",,Ground Pass,8.602325,,Rodrigo Bentancur Colmán,5260.0,,,,,,1,From Goal Kick,José María Giménez de Vargas,5259.0,Right Center Back,3,Uruguay,783,['708b76a7-5f74-47f2-9ed6-05d0123111a5'],51,,,,,,,,,,,,,,,,,,,Uruguay,783,00:00:51.781,Pass,
,,,,,,,,,,,,1.133,,,,,,,,,,,,89566958-df26-4dd5-982a-965ed9d70c08,42,,"[58.0, 62.0]",7544,0,,1.1071488,,,Left Foot,,,,"[65.0, 76.0]",,Ground Pass,15.652476,,Guillermo Varela Olivera,5264.0,,,,,,1,From Goal Kick,Rodrigo Bentancur Colmán,5260.0,Left Center Midfield,3,Uruguay,783,['4854e6a8-0840-4639-8909-529cf65faeb9'],56,,,,,,,,,,,,,,,,,,,Uruguay,783,00:00:56.501,Pass,
,,,,,,,,,,,,1.973,,,,,,,,,,,,59426fdc-e377-4d73-8596-dcccf95fc2f9,46,,"[65.0, 76.0]",7544,0,,-2.3561945,,,Right Foot,,,,"[48.0, 59.0]",,Ground Pass,24.04163,,Rodrigo Bentancur Colmán,5260.0,,,,,,1,From Goal Kick,Guillermo Varela Olivera,5264.0,Right Back,3,Uruguay,783,"['6051f0e2-6da5-4e92-8510-1b0a37e3175b', 'e687bcf2-a06b-4eda-b1bf-53b5ee68aa58']",58,,,,,,,,,,,,,,,,,,,Uruguay,783,00:00:58.021,Pass,True
,,,,,,,,,,,,1.72,,,,,,,,,,,,ec4c05b1-8e52-408f-90b2-8bafec904c2e,50,,"[48.0, 61.0]",7544,1,,-1.7681919,,,Left Foot,,,,"[41.0, 26.0]",,Ground Pass,35.69314,,Diego Roberto Godín Leal,5249.0,,,,,,1,From Goal Kick,Rodrigo Bentancur Colmán,5260.0,Left Center Midfield,3,Uruguay,783,"['597c3dfb-36b4-4966-9e56-2f9f419f0d90', 'a544bde7-a0bb-49fd-a98d-d8afc35577f6']",0,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:00.354,Pass,True
,,,,,,,,,,,,1.6,,,,,,,,,,,,20153305-8907-4d24-8c09-5634869da4e7,53,,"[62.0, 26.0]",7544,1,,-1.1246908,,,Right Foot,,,,"[73.0, 3.0]",,Ground Pass,25.495098,,José Martín Cáceres Silva,5248.0,,,,,,1,From Goal Kick,Diego Roberto Godín Leal,5249.0,Left Center Back,3,Uruguay,783,['7d6aff85-aedb-4cd4-99dd-a82c98e61cf5'],6,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:06.061,Pass,
,,,,,,,,,,,,0.853,,,,,,,,,,,,26b1148c-bdd3-4e2b-a454-41191a6cfba0,57,,"[69.0, 2.0]",7544,1,,0.07677189,,,Right Foot,,,,"[82.0, 3.0]",,Ground Pass,13.038404,,Cristian Gabriel Rodríguez Barrotti,5256.0,,,,,,1,From Goal Kick,José Martín Cáceres Silva,5248.0,Left Back,3,Uruguay,783,"['27821a22-2976-40bb-b34e-efb85ea0be95', '7b9310f0-a689-4d21-85ca-8286afaff027']",8,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:08.141,Pass,True
,,,,,,,,,,,,0.333,,,,,,,,,,,,5a3df5a4-83ea-4ce6-99e7-627c0f1fa652,61,,"[79.0, 2.0]",7544,1,,0.0,,,Left Foot,,,,"[82.0, 2.0]",,Ground Pass,3.0,Incomplete,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Goal Kick,Cristian Gabriel Rodríguez Barrotti,5256.0,Left Wing,3,Uruguay,783,"['3e8b0812-a9bf-48c6-8ea7-d267d1ffe009', '94b02ac1-5ea3-428a-a6ef-a789708e21d2', 'b406fac7-2fb8-4c34-a2c3-a300e59e94f2']",9,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:09.381,Pass,True
,,,,,,,,,,,,1.733,,,,,,,,,,,,d03d0208-7eca-4c4a-b42e-2fec9889d0b0,64,,"[88.0, 1.0]",7544,1,,2.3162158,,,,,,,"[76.0, 14.0]",,High Pass,17.691807,,Matías Vecino Falero,5255.0,,,,,Throw-in,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,4,Uruguay,783,['dfc665c6-15b9-45c6-9b83-891dd6c7511e'],13,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:13.381,Pass,
,,,,,,,,,,,,1.133,,,,,,,,,,,,44a2801b-504c-4ffc-9e0a-7908d63a398f,67,,"[81.0, 11.0]",7544,1,,-1.5707964,,,Right Foot,,,,"[81.0, 3.0]",,Ground Pass,8.0,,José Martín Cáceres Silva,5248.0,,,,,,1,From Throw In,Matías Vecino Falero,5255.0,Right Center Midfield,4,Uruguay,783,['4b25b292-2ff7-4672-9b13-50b8d07bc165'],15,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:15.861,Pass,
,,,,,,,,,,,,0.6,,,,,,,,,,,,77a50bd6-e8bf-4ad0-ad3c-1328ec1ecbf3,70,,"[81.0, 3.0]",7544,1,,1.9756881,,,Right Foot,,,,"[78.0, 10.0]",,Ground Pass,7.615773,,Matías Vecino Falero,5255.0,,,,,,1,From Throw In,José Martín Cáceres Silva,5248.0,Left Back,4,Uruguay,783,['1f4d64d9-ade8-451a-ac2a-24c5e7f88b42'],16,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:16.994,Pass,
,,,,,,,,,,,,1.093,,,,,,,,,,,,0e0ef684-fe03-4d19-be78-5eacec569a12,74,,"[77.0, 13.0]",7544,1,,3.1415927,,,Right Foot,,,,"[58.0, 13.0]",,Ground Pass,19.0,,Diego Roberto Godín Leal,5249.0,,,,,,1,From Throw In,Matías Vecino Falero,5255.0,Right Center Midfield,4,Uruguay,783,"['565dda1c-f2af-4166-9615-cecfda9438a0', '8273fc76-ad78-4239-85ce-6d4fc1352513']",19,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:19.061,Pass,True
,,,,,,,,,,,,1.533,,,,,,,,,,,,ba883319-08e4-495f-b63a-180f756e9576,77,,"[57.0, 23.0]",7544,1,,1.5707964,,,Right Foot,,,,"[57.0, 47.0]",,Ground Pass,24.0,,José María Giménez de Vargas,5259.0,,,,,,1,From Throw In,Diego Roberto Godín Leal,5249.0,Left Center Back,4,Uruguay,783,['9d8dea13-f962-43f9-a8c4-2196aba9cb05'],22,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:22.141,Pass,
,,,,,,,,,,,,1.36,,,,,,,,,,,,4b382fd9-de5a-461d-a957-5ba781a131a9,80,,"[57.0, 47.0]",7544,1,,-1.2924967,,,Left Foot,,,,"[63.0, 26.0]",,Ground Pass,21.84033,,Matías Vecino Falero,5255.0,,,,,,1,From Throw In,José María Giménez de Vargas,5259.0,Right Center Back,4,Uruguay,783,['e8b49a89-7543-4d56-a7d4-0acd827899f9'],24,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:24.674,Pass,
,,,,,,,,,,,,1.133,,,,,,,,,,,,b355b8cf-0255-48e4-b703-70dd3973c246,83,,"[75.0, 16.0]",7544,1,,-1.359703,,,Right Foot,,,,"[78.0, 2.0]",,Ground Pass,14.3178215,,José Martín Cáceres Silva,5248.0,,,,,,1,From Throw In,Matías Vecino Falero,5255.0,Right Center Midfield,4,Uruguay,783,['7901bb2c-1686-4ddf-b41f-ad69f6bbdb99'],29,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:29.381,Pass,
,,,,,,,,,,,,1.573,,,,,,,,,,,,fda0bf71-4ce8-437b-bb8b-47a1ad90f20c,87,,"[71.0, 5.0]",7544,1,,2.4329665,,,Right Foot,,,,"[50.0, 23.0]",,Ground Pass,27.658634,,Diego Roberto Godín Leal,5249.0,,,,,,1,From Throw In,José Martín Cáceres Silva,5248.0,Left Back,4,Uruguay,783,"['5626cda5-aa07-4287-81fa-2263db0e4a74', 'f6d1cd5a-c43c-4934-9d13-f5c12fd347ea']",31,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:31.701,Pass,True
,,,,,,,,,,,,2.135,,,,,,,,,,,,0a60e35f-9c49-4fdc-bd05-51b03fb07e09,91,,"[45.0, 18.0]",7544,1,,2.383215,,,Right Foot,,,,"[26.0, 36.0]",,Ground Pass,26.172504,,Néstor Fernando Muslera Micol,5267.0,,,,,,1,From Throw In,Diego Roberto Godín Leal,5249.0,Left Center Back,4,Uruguay,783,"['a3cd6d1c-1fc7-43ec-acea-6ad47c4608ef', 'c442699e-f118-49b3-9bee-5539df439b3d']",35,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:35.621,Pass,True
,,,,,,,,,,,,1.478,,,,,,,,,,,,e9e8e9cf-601b-403e-9ea3-7aeb96625175,93,,"[26.0, 36.0]",7544,1,,0.82537687,,,Left Foot,,,,"[38.0, 49.0]",,Ground Pass,17.691807,,José María Giménez de Vargas,5259.0,,,,,,1,From Throw In,Néstor Fernando Muslera Micol,5267.0,Goalkeeper,4,Uruguay,783,['83689560-3422-4356-80fb-a7a64a11279c'],37,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:37.756,Pass,
,,,,,,,,,,,,1.293,,,,,,,,,,,,745b1861-d79f-4047-85b6-5a1ab986042c,96,,"[47.0, 47.0]",7544,1,,0.87605804,,,Left Foot,,,,"[52.0, 53.0]",,Ground Pass,7.81025,,Rodrigo Bentancur Colmán,5260.0,,,,,,1,From Throw In,José María Giménez de Vargas,5259.0,Right Center Back,4,Uruguay,783,['096c2fc7-418b-4219-a936-919a6c694ab1'],42,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:42.621,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,49ca5484-dff7-4d01-8ea9-0c1336b13824,99,,"[51.0, 54.0]",7544,1,,-1.0427219,,,Right Foot,,,,"[58.0, 42.0]",,Ground Pass,13.892444,,Matías Vecino Falero,5255.0,,,,,,1,From Throw In,Rodrigo Bentancur Colmán,5260.0,Left Center Midfield,4,Uruguay,783,['04f011c4-8248-4a39-baf3-8f8b1f2c63db'],44,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:44.261,Pass,
,,,,,,,,,,,,1.8,,,,,,,,,,,,a66b5fd2-d865-45b6-8a9e-6c689b214667,102,,"[64.0, 39.0]",7544,1,,-0.15499674,,,Right Foot,,,,"[96.0, 34.0]",,High Pass,32.38827,,Cristian Gabriel Rodríguez Barrotti,5256.0,,,,,,1,From Throw In,Matías Vecino Falero,5255.0,Right Center Midfield,4,Uruguay,783,['868317fc-9749-46f3-b40f-67db140171bb'],46,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:46.861,Pass,
,,,,,,,,,,,,1.133,,,,,,,,,,,,507538b6-504d-4a85-b081-a8844e8a53e0,104,,"[96.0, 36.0]",7544,1,,-1.3521274,b315a736-75bc-428c-9b8a-8abfe0f19505,,Head,,,,"[98.0, 27.0]",,Low Pass,9.219544,,Luis Alberto Suárez Díaz,5246.0,True,,,,,1,From Throw In,Cristian Gabriel Rodríguez Barrotti,5256.0,Left Wing,4,Uruguay,783,['d1cc9398-c472-44d9-95a1-7beaf817df2d'],48,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:48.701,Pass,
,,,,,,,,,,,,1.453,,,,,,,,,,,,ab68821b-2f3e-4332-9ec3-c093ba9c27b8,111,,"[86.0, 1.0]",7544,1,,2.6779451,,,,,,,"[76.0, 6.0]",,Low Pass,11.18034,,Matías Vecino Falero,5255.0,,,,,Throw-in,1,From Throw In,José Martín Cáceres Silva,5248.0,Left Back,5,Uruguay,783,['702c5b71-38c7-47ea-a146-f5804841fba0'],57,,,,,,,,,,,,,,,,,,,Uruguay,783,00:01:57.421,Pass,
,,,,,,,,,,,,0.973,,,,,,,,,,,,b7544599-07a7-45e4-9c9c-9c42ff4821c9,114,,"[76.0, 9.0]",7544,2,,1.670465,,,Right Foot,,,,"[75.0, 19.0]",,Ground Pass,10.049875,,Rodrigo Bentancur Colmán,5260.0,,,,,,1,From Throw In,Matías Vecino Falero,5255.0,Right Center Midfield,5,Uruguay,783,['713f3943-7dbc-45f2-96e7-615d75858af5'],0,,,,,,,,,,,,,,,,,,,Uruguay,783,00:02:00.061,Pass,
,,,,,,,,,,,,1.44,,,,,,,,,,,,b72c5123-e554-42c5-b475-210fc7154ae1,116,,"[75.0, 19.0]",7544,2,,-2.9147937,,,Right Foot,,,,"[62.0, 16.0]",,Ground Pass,13.341664,,Diego Roberto Godín Leal,5249.0,,,,,,1,From Throw In,Rodrigo Bentancur Colmán,5260.0,Left Center Midfield,5,Uruguay,783,['47639cae-7f66-4a02-8dca-834cbdd4371d'],1,,,,,,,,,,,,,,,,,,,Uruguay,783,00:02:01.034,Pass,
,,,,,,,,,,,,2.373,,,,,,,,,,,,0fd42ca5-8136-4a15-9867-e049982a753a,120,,"[63.0, 20.0]",7544,2,,1.4410938,,,Right Foot,,,,"[69.0, 66.0]",,High Pass,46.389652,,Guillermo Varela Olivera,5264.0,,True,,,,1,From Throw In,Diego Roberto Godín Leal,5249.0,Left Center Back,5,Uruguay,783,['0e8a4492-cf8d-4677-9817-ab9376fee599'],3,,,,,,,,,,,,,,,,,,,Uruguay,783,00:02:03.701,Pass,
,,,,,,,,,,,,1.48,,,,,,,,,,,,afbfee7a-4b20-49cc-90f4-83a9f7dbee25,123,,"[52.0, 1.0]",7544,2,,0.21406068,,,,,,,"[75.0, 6.0]",,High Pass,23.537205,Incomplete,Fahad Mosaed Al Muwallad Al Harbi,5190.0,,,,,Throw-in,1,From Throw In,Yasir Gharsan Al Shahrani,5183.0,Left Back,6,Saudi Arabia,799,"['b4e624fa-2a76-4915-94fb-71baf13d2279', 'e6729e60-9d21-45f5-a679-44be4becea55']",28,,,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:02:28.181,Pass,
