ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,"[92.0, 69.0]",,,,,,,,1.36,,,,,,,,,,04fefe7a-7b04-406c-b506-a9040d35907f,989,,"[94.0, 69.0]",7562,22,,,,,,,,,,,,,,,,,,,1,Regular Play,Tom Rogić,5491.0,Center Attacking Midfield,44,Australia,792,"['99cc2c04-0ae5-40d7-9d41-2659be821429', 'aea262dd-9660-4c4f-84cc-9bc13c5061ea', 'cbaa4e7a-5fae-4296-8d0e-b2fcef6e03be']",3,,,,,,,,,,,,,,,,,Australia,792,00:22:03.987,Carry,True
,,,"[77.0, 58.0]",,,,,,,,1.36,,,,,,,,,,26fb25ee-b8cc-4f68-b924-b0a220de06ab,995,,"[73.0, 57.0]",7562,22,,,,,,,,,,,,,,,,,,,1,Regular Play,Aaron Mooy,3281.0,Left Center Midfield,44,Australia,792,"['10af2671-6c61-494f-bd38-fe8d7765f547', '407121fc-ea49-45d7-84a9-d41baa76b792']",7,,,,,,,,,,,,,,,,,Australia,792,00:22:07.667,Carry,
,,,"[77.0, 30.0]",,,,,,,,2.0,,,,,,,,,,509c413d-6fa6-4975-94bd-d030e2ae8363,1000,,"[71.0, 40.0]",7562,22,,,,,,,,,,,,,,,,,,,1,Regular Play,Aziz Eraltay Behich,5479.0,Left Back,44,Australia,792,"['170ae264-faa3-44c1-84ba-bf1d3a6c111e', '431ad289-ab67-4354-b52d-cab2a8b8d0a9', 'd1662e3f-1444-4499-9b94-c6a3c5246c06']",12,,,,,,,,,,,,,,,,,Australia,792,00:22:12.507,Carry,True
,,,"[30.0, 61.0]",,,,,,,,1.007,,,,,,,,,,f80c0368-e2d6-4a98-a5e7-858b5b4e3114,1006,,"[29.0, 61.0]",7562,22,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,45,Peru,784,"['fcab5143-f048-4508-955e-834e6de6ac8a', 'fd94dd0c-bf55-4cd4-8a98-c5c2e6bc2718']",38,,,,,,,,,,,,,,,,,Peru,784,00:22:38.780,Carry,
,,,"[39.0, 29.0]",,,,,,,,1.547,,,,,,,,,,005b494f-b24d-4c4b-98ab-f9ec26734c29,1018,,"[42.0, 31.0]",7562,22,,,,,,,,,,,,,,,,,,,1,Regular Play,Renato Fabrizio Tapia Cortijo,5523.0,Right Defensive Midfield,46,Peru,784,"['030790f4-62f3-412e-a881-c43f6671e67a', '961114a1-e7e7-4a97-a76c-85625c7b7aa2']",51,,,,,,,,,,,,,,,,,Peru,784,00:22:51.320,Carry,
,,,"[33.0, 25.0]",,,,,,,,0.667,,,,,,,,,,f9694150-ac06-4cba-8cb4-822ef5004526,1021,,"[32.0, 24.0]",7562,22,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Santamaría Bardales,5738.0,Left Center Back,46,Peru,784,"['12bf04c5-d626-4a56-9d53-a8df7a12593d', 'a0f03d0b-38c5-4ab7-9041-842aeb5f8e8b']",53,,,,,,,,,,,,,,,,,Peru,784,00:22:53.680,Carry,
,,,"[45.0, 26.0]",,,,,,,,2.907,,,,,,,,,,bf515133-47f0-4c95-868f-032f4949d77b,1024,,"[41.0, 22.0]",7562,22,,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Yoshimar Yotún Flores,5529.0,Left Defensive Midfield,46,Peru,784,"['2a3eac85-1535-4378-83ed-82f911d5cf3f', '5947ccf1-ead5-49d9-be5d-7d920bb964aa']",55,,,,,,,,,,,,,,,,,Peru,784,00:22:55.160,Carry,
,,,"[54.0, 75.0]",,,,,,,,3.987,,,,,,,,,,18579e50-467f-4329-8369-f9785181b5ba,1027,,"[39.0, 73.0]",7562,23,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,46,Peru,784,"['6126b01a-1f25-4a71-9a84-43b44ed8ece6', 'bf7a2746-0525-4edf-afbe-ecd84758f800']",0,,,,,,,,,,,,,,,,,Peru,784,00:23:00.960,Carry,
,,,"[52.0, 78.0]",,,,,,,,1.84,,,,,,,,,,c46f18cf-38d8-4a1f-8b71-7abd2f527e61,1033,,"[54.0, 78.0]",7562,23,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,46,Peru,784,"['53710b5e-1541-4e24-80ff-9997c3c24b28', '6d7716bf-40b9-4e88-986f-a6bcad790347', '88c80e52-5322-4837-a3df-42eec0dacb50']",6,,,,,,,,,,,,,,,,,Peru,784,00:23:06.827,Carry,True
,,,"[38.0, 53.0]",,,,,,,,1.107,,,,,,,,,,e2c6356b-ea6e-47ae-ae88-f002e0925605,1037,,"[38.0, 64.0]",7562,23,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,46,Peru,784,"['7f2683ff-c200-4073-9d10-f8385dbc5a5a', 'c62502ec-f087-4c15-b338-88c0d4f5b0e3']",10,,,,,,,,,,,,,,,,,Peru,784,00:23:10.360,Carry,
,,,"[54.0, 26.0]",,,,,,,,1.467,,,,,,,,,,54579d09-b4b6-49df-9ee1-b44e74ff1092,1040,,"[48.0, 26.0]",7562,23,,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Yoshimar Yotún Flores,5529.0,Left Defensive Midfield,46,Peru,784,"['9cd322b8-bca8-4689-acb5-088f35b0f96f', 'd536fe23-1f6d-4b13-a590-0373412e403e']",13,,,,,,,,,,,,,,,,,Peru,784,00:23:13.040,Carry,
,,,"[75.0, 25.0]",,,,,,,,0.547,,,,,,,,,,f8ed787d-a101-49ef-85c7-7c2fbffa2fa5,1043,,"[68.0, 27.0]",7562,23,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,46,Peru,784,"['3abd3b6e-dd80-4709-a2db-d2c645a66191', '4c5c33bf-c845-44d6-bbbb-44eaf7fe5478', 'bfd3307f-2cb7-4171-8261-a0b1c51ec688']",15,,,,,,,,,,,,,,,,,Peru,784,00:23:15.440,Carry,True
,,,"[26.0, 59.0]",,,,,,,,1.387,,,,,,,,,,05e03d68-7240-41ca-a1d3-ce65ac4308a7,1053,,"[30.0, 58.0]",7562,24,,,,,,,,,,,,,,,,,,,1,From Keeper,Trent Sainsbury,5478.0,Right Center Back,49,Australia,792,"['3657a15e-b7e6-4eee-934c-b143c087f6b2', 'ef2c9c3c-69c9-41c4-b35e-c9beece10511']",17,,,,,,,,,,,,,,,,,Australia,792,00:24:17.360,Carry,
,,,"[33.0, 74.0]",,,,,,,,0.667,,,,,,,,,,bafe34be-b443-4c7d-980e-abcd79f2aae6,1056,,"[39.0, 73.0]",7562,24,,,,,,,,,,,,,,,,,,,1,Regular Play,Josh Risdon,5482.0,Right Back,50,Australia,792,"['72c49b43-7ab4-4911-a400-d8384311a4bb', 'eae20c2d-fea5-43df-ab4b-c0beef5d0c1f']",20,,,,,,,,,,,,,,,,,Australia,792,00:24:20.080,Carry,
,,,"[51.0, 55.0]",,,,,,,,1.747,,,,,,,,,,569017ef-0eea-4f47-8f7a-f1e34f21fd20,1059,,"[52.0, 59.0]",7562,24,,,,,,,,,,,,,,,,,,,1,Regular Play,Mile Jedinak,5489.0,Right Center Midfield,51,Australia,792,"['0b02389f-1442-408b-9f2d-759c4f4216c4', '33a56421-2b38-40e1-9b4e-32b5235f0c24']",22,,,,,,,,,,,,,,,,,Australia,792,00:24:22.600,Carry,
,,,"[73.0, 5.0]",,,,,,,,0.48,,,,,,,,,,caa99f92-a4a0-4c49-aeb3-26479e6289a0,1062,,"[80.0, 6.0]",7562,24,,,,,,,,,,,,,,,,,,,1,Regular Play,Aziz Eraltay Behich,5479.0,Left Back,52,Australia,792,"['dbb3b04e-2c13-4713-acf8-35f7bf70b13c', 'dd0c4d76-32db-4aba-baf1-54cbe4ebb1e2']",27,,,,,,,,,,,,,,,,,Australia,792,00:24:27.360,Carry,
,,,"[34.0, 76.0]",,,,,,,,1.027,,,,,,,,,,6f261fc1-9829-42b7-89e6-e05272c37901,1066,,"[33.0, 77.0]",7562,24,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,53,Peru,784,"['bdf51d23-e863-438d-8f17-bc9e0df155b0', 'c2044067-c47d-4c01-96f2-242125e2054c']",43,,,,,,,,,,,,,,,,,Peru,784,00:24:43.640,Carry,
,,,"[34.0, 50.0]",,,,,,,,0.107,,,,,,,,,,6a4eb5e8-af9a-474e-bbf0-d7401a3f28d5,1069,,"[33.0, 58.0]",7562,24,,,,,,,,,,,,,,,,,,,1,From Throw In,Anderson Santamaría Bardales,5738.0,Left Center Back,53,Peru,784,"['0219948d-249a-4d4e-bc49-8ce632febfd4', 'c2dc850d-97d1-434f-ad15-25a3523e27bc']",46,,,,,,,,,,,,,,,,,Peru,784,00:24:46.240,Carry,
,,,"[46.0, 45.0]",,,,,,,,1.187,,,,,,,,,,1039760a-737e-445f-9639-16d1fe05ed27,1072,,"[47.0, 50.0]",7562,24,,,,,,,,,,,,,,,,,,,1,From Throw In,Renato Fabrizio Tapia Cortijo,5523.0,Right Defensive Midfield,53,Peru,784,"['4aae64d4-7873-4109-a745-dcf1311e42db', '7db49a8f-1e66-4dce-8778-3ad9500aca21']",47,,,,,,,,,,,,,,,,,Peru,784,00:24:47.920,Carry,
,,,"[49.0, 26.0]",,,,,,,,1.12,,,,,,,,,,d32693d2-bf21-42f2-a5d4-aa8e02dabcb4,1075,,"[50.0, 31.0]",7562,24,,,,,,,,,,,,,,,,,,,1,From Throw In,Víctor Yoshimar Yotún Flores,5529.0,Left Defensive Midfield,53,Peru,784,"['12d0afb2-a7ab-4b4c-a674-db5a9fcdc3a4', 'ebed973f-4ae6-40bb-a369-638dc321e061']",50,,,,,,,,,,,,,,,,,Peru,784,00:24:50.320,Carry,
,,,"[61.0, 5.0]",,,,,,,,1.228,,,,,,,,,,27137649-9b86-437e-ae98-389a385b53b4,1078,,"[62.0, 5.0]",7562,24,,,,,,,,,,,,,,,,,,,1,From Throw In,Miguel Ángel Trauco Saavedra,5518.0,Left Back,53,Peru,784,"['1258425e-39d1-4d91-9390-ceb93d69bb26', 'be65a50e-13dd-4271-836a-6fe36bec7ef3', 'c46e0213-bcaa-4714-b8bb-d27a5561f63b']",53,,,,,,,,,,,,,,,,,Peru,784,00:24:53.319,Carry,True
,,,"[47.0, 10.0]",,,,,,,,1.307,,,,,,,,,,ef0dd3eb-89be-44c1-a139-e03c061b9766,1082,,"[46.0, 11.0]",7562,24,,,,,,,,,,,,,,,,,,,1,From Throw In,Víctor Yoshimar Yotún Flores,5529.0,Left Defensive Midfield,53,Peru,784,"['273b4bf5-5c7b-4fc8-a968-dddee23daf13', 'bd4e8a07-3c0d-4ad1-bc59-528abc8ca59a']",56,,,,,,,,,,,,,,,,,Peru,784,00:24:56.120,Carry,
,,,"[47.0, 34.0]",,,,,,,,0.947,,,,,,,,,,5286b01f-0fa9-4424-850b-705bcf54cfb3,1085,,"[49.0, 35.0]",7562,24,,,,,,,,,,,,,,,,,,,1,From Throw In,Renato Fabrizio Tapia Cortijo,5523.0,Right Defensive Midfield,53,Peru,784,"['8d9b7868-133b-4919-b790-759546d8489b', 'a0d1380e-6423-4202-86fa-3850d22dbb83']",58,,,,,,,,,,,,,,,,,Peru,784,00:24:58.560,Carry,
,,,"[63.0, 66.0]",,,,,,,,2.427,,,,,,,,,,90e0a4ae-0c45-4f9c-8ab1-c7579065fdba,1088,,"[52.0, 61.0]",7562,25,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,53,Peru,784,"['32f7f3a7-3829-4db3-a316-d9071b49056a', '845b63a2-dce3-4406-9f09-19f55465618b', 'c54f7b31-6cd3-4c75-98d1-e5e27bb3bc33']",1,,,,,,,,,,,,,,,,,Peru,784,00:25:01.600,Carry,True
,,,"[79.0, 47.0]",,,,,,,,0.947,,,,,,,,,,f3945e00-b43a-4f8d-85ad-baa2e5ddd53e,1092,,"[76.0, 50.0]",7562,25,,,,,,,,,,,,,,,,,,,1,From Throw In,Miguel Ángel Trauco Saavedra,5518.0,Left Back,53,Peru,784,"['28fc7176-969e-4718-8e5f-ca1943a47e4f', 'e805ef10-4b20-4c2c-81b6-b01094ff9d04', 'ef148e94-9bbd-4c0d-ba13-c2f5e0577037']",4,,,,,,,,,,,,,,,,,Peru,784,00:25:04.920,Carry,True
,,,"[32.0, 39.0]",,,,,,,,0.707,,,,,,,,,,ef7febce-df7b-4895-8c6f-7cad949cbe55,1097,,"[32.0, 36.0]",7562,25,,,,,,,,,,,,,,,,,,,1,From Throw In,Mark Milligan,5488.0,Left Center Back,53,Peru,784,"['3b43eee9-2d4c-418d-8b5b-0e088452d10a', '559e27a7-d76b-4fb1-a198-00c4c51d5285']",7,,,,,,,,,,,,,,,,,Australia,792,00:25:07.360,Carry,
,,,"[65.0, 34.0]",,,,,,,,1.307,,,,,,,,,,15591b25-c02b-40ae-8c46-01852718cc07,1100,,"[55.0, 39.0]",7562,25,,,,,,,,,,,,,,,,,,,1,From Throw In,Tomi Jurić,5493.0,Center Forward,53,Peru,784,"['ab566f3b-b7b6-4471-89db-f984c6af5b23', 'af87130f-a97c-4a8c-a650-4b0c5a177997', 'ef6e00b4-0cbb-4d2a-aceb-972a35ed8f38']",9,,,,,,,,,,,,,,,,,Australia,792,00:25:09.560,Carry,True
,,,"[16.0, 48.0]",,,,,,,,1.307,,,,,,,,,,a32c4c63-a38b-4624-b47e-c4a544618fc2,1105,,"[17.0, 48.0]",7562,25,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro David Gallese Quiróz,5528.0,Goalkeeper,53,Peru,784,"['0525873d-5ee3-4db3-ab1c-f48a917b8669', '064cd902-9220-493e-96c1-82d3895f4371']",14,,,,,,,,,,,,,,,,,Peru,784,00:25:14.640,Carry,
,,,"[23.0, 36.0]",,,,,,,,0.467,,,,,,,,,,df95979c-3a29-439f-a7cf-f854c1bc3d9c,1108,,"[22.0, 37.0]",7562,25,,,,,,,,,,,,,,,,,,,1,From Throw In,Anderson Santamaría Bardales,5738.0,Left Center Back,53,Peru,784,"['17fef0d7-33e1-48a6-ba68-2dd53045bf2a', '8564ab6e-9b36-461a-8225-d04de1f9fbda']",17,,,,,,,,,,,,,,,,,Peru,784,00:25:17.480,Carry,
,,,"[33.0, 39.0]",,,,,,,,1.067,,,,,,,,,,7dd5645b-6617-4e31-97ed-d16d69465879,1111,,"[35.0, 42.0]",7562,25,,,,,,,,,,,,,,,,,,,1,From Throw In,Víctor Yoshimar Yotún Flores,5529.0,Left Defensive Midfield,53,Peru,784,"['31bc222c-2eef-4c84-b1ab-5e56a3420be5', '335c6225-3b47-4042-b314-18c5a3f0fce2']",19,,,,,,,,,,,,,,,,,Peru,784,00:25:19.080,Carry,
,,,"[55.0, 29.0]",,,,,,,,2.507,,,,,,,,,,03a1828e-ec06-43ab-b9ee-4c697458cf08,1114,,"[50.0, 33.0]",7562,25,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,53,Peru,784,"['9d3abfbb-8bf0-42e4-9cb5-4c246645859e', 'e4cde0ae-36a6-427a-9152-a88525c0a924']",21,,,,,,,,,,,,,,,,,Peru,784,00:25:21.120,Carry,
,,,"[63.0, 6.0]",,,,,,,,0.667,,,,,,,,,,a44562be-8033-4873-bc6b-ccc332ff1e8c,1117,,"[65.0, 7.0]",7562,25,,,,,,,,,,,,,,,,,,,1,From Throw In,José Paolo Guerrero Gonzáles,5535.0,Center Forward,53,Peru,784,"['4ae92b13-36f4-4064-8161-bdc5df7d22db', 'b6b7c547-b1ac-4d0d-b9a1-efe5b5625075', 'ccaaadef-57cb-4728-99e9-e6a985a7c298']",25,,,,,,,,,,,,,,,,,Peru,784,00:25:25.080,Carry,True
,,,"[55.0, 4.0]",,,,,,,,1.267,,,,,,,,,,2a4a85e8-7ace-4065-9f19-304a2f1293a1,1121,,"[53.0, 5.0]",7562,25,,,,,,,,,,,,,,,,,,,1,From Throw In,Miguel Ángel Trauco Saavedra,5518.0,Left Back,53,Peru,784,"['022a1099-5bee-4563-bbc7-faaed6b16ce6', '59c973ad-b4d5-478b-b9bb-6b3c23c764b5']",26,,,,,,,,,,,,,,,,,Peru,784,00:25:26.880,Carry,
,,,"[54.0, 20.0]",,,,,,,,2.667,,,,,,,,,,dff5c8a7-0c7c-4913-b759-bfa4147cd117,1124,,"[50.0, 16.0]",7562,25,,,,,,,,,,,,,,,,,,,1,From Throw In,Víctor Yoshimar Yotún Flores,5529.0,Left Defensive Midfield,53,Peru,784,"['a309836d-bf17-4a65-9738-1bd2ad0772b7', 'd75c8144-83d2-4537-9f2c-223b06fee7e4']",29,,,,,,,,,,,,,,,,,Peru,784,00:25:29.360,Carry,
,,,"[62.0, 9.0]",,,,,,,,0.12,,,,,,,,,,504153dc-2859-428a-bbb9-d5ac15bd87b1,1135,,"[62.0, 11.0]",7562,25,,,,,,,,,,,,,,,,,,,1,From Throw In,Édison Michael Flores Peralta,5525.0,Left Midfield,53,Peru,784,"['6fed7e8e-4761-45ff-8154-15e7834d2500', '8e318f0c-a5cc-4205-a07c-347f9af34394']",36,,,,,,,,,,,,,,,,,Peru,784,00:25:36.427,Carry,
,,,"[39.0, 34.0]",,,,,,,,1.667,,,,,,,,,,f3eb22a1-2af3-40f4-b82f-088190a121a7,1147,,"[33.0, 41.0]",7562,25,,,,,,,,,,,,,,,,,,,1,From Throw In,Mark Milligan,5488.0,Left Center Back,54,Australia,792,"['a421e361-c907-47c3-b48b-82bcdfe89fbe', 'b98a2212-bb40-4638-8418-1c9aa014fb2f']",58,,,,,,,,,,,,,,,,,Australia,792,00:25:58.640,Carry,
,,,"[62.0, 8.0]",,,,,,,,1.907,,,,,,,,,,3780d17f-ece0-4f82-a187-ff4c27671006,1150,,"[57.0, 8.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Aziz Eraltay Behich,5479.0,Left Back,54,Australia,792,"['cff84c6d-9704-4696-8582-7bc9d26c32eb', 'd0b99303-c487-495a-9c13-675b4cf1b14e']",2,,,,,,,,,,,,,,,,,Australia,792,00:26:02.320,Carry,
,,,"[62.0, 7.0]",,,,,,,,1.667,,,,,,,,,,fe5a0d81-fee1-4bea-a097-2897ebaa5d91,1155,,"[66.0, 6.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Aziz Eraltay Behich,5479.0,Left Back,54,Australia,792,"['5cc02424-2c24-46e2-be98-fa06dec01e2b', '8bcfb965-8387-41a9-8baa-2b235356dd97']",6,,,,,,,,,,,,,,,,,Australia,792,00:26:06.920,Carry,
,,,"[44.0, 22.0]",,,,,,,,1.107,,,,,,,,,,6ab0494e-0c17-4b05-8e17-cd18b8163ac7,1158,,"[42.0, 19.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Mark Milligan,5488.0,Left Center Back,54,Australia,792,"['3bfcbc8e-093e-4a12-bd86-e50995080989', '74675520-d11a-4b6b-83a8-9a481dc93e62']",10,,,,,,,,,,,,,,,,,Australia,792,00:26:10.280,Carry,
,,,"[56.0, 56.0]",,,,,,,,4.187,,,,,,,,,,da148ba5-adcb-4c15-96f0-c55d807243e7,1161,,"[52.0, 52.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Trent Sainsbury,5478.0,Right Center Back,54,Australia,792,"['19cbaebc-7610-4583-bd4b-0fa9787abb39', '97f09aaf-b73b-40b4-9ccf-1609ca8e5206', 'da44662f-86bc-4a24-8b11-c76d113b3183']",13,,,,,,,,,,,,,,,,,Australia,792,00:26:13.040,Carry,True
,,,"[65.0, 51.0]",,,,,,,,0.947,,,,,,,,,,02e2b1d8-7325-4a0f-a0ca-9703ace8d614,1165,,"[66.0, 50.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Mile Jedinak,5489.0,Right Center Midfield,54,Australia,792,"['81419cb7-64a6-4476-abb6-3192fcc055bc', 'b2ea1aa7-a53d-4c5f-b5d6-ce7b2f47e41f']",18,,,,,,,,,,,,,,,,,Australia,792,00:26:18.280,Carry,
,,,"[73.0, 27.0]",,,,,,,,2.187,,,,,,,,,,52c6e71f-21a9-4214-a3b6-f5f21930015d,1168,,"[67.0, 37.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Aaron Mooy,3281.0,Left Center Midfield,54,Australia,792,"['66c5b2db-a9d8-4145-9cb9-50d1581d5407', 'ad892331-a19a-40b3-839b-ec8013218259']",20,,,,,,,,,,,,,,,,,Australia,792,00:26:20.160,Carry,
,,,"[90.0, 5.0]",,,,,,,,1.307,,,,,,,,,,2a440085-9d37-49af-b8ba-823fdc04f977,1171,,"[90.0, 5.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Aziz Eraltay Behich,5479.0,Left Back,54,Australia,792,"['b75af233-4e3c-4d3d-8076-77606c41aade', 'bf430c42-a073-4c15-af44-f51a60093c87']",23,,,,,,,,,,,,,,,,,Australia,792,00:26:23.720,Carry,
,,,"[79.0, 15.0]",,,,,,,,1.467,,,,,,,,,,e264f6e1-65bd-4b9f-a247-0ab4a5e20021,1174,,"[75.0, 14.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Aaron Mooy,3281.0,Left Center Midfield,54,Australia,792,"['b914072d-ec75-4536-b313-a676ebc02ff8', 'fe8537e5-d050-44ea-8914-97218634d2aa']",26,,,,,,,,,,,,,,,,,Australia,792,00:26:26.120,Carry,
,,,"[64.0, 40.0]",,,,,,,,2.147,,,,,,,,,,d742ab58-c55e-4d25-91ef-bf44e98f0494,1177,,"[66.0, 33.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Mile Jedinak,5489.0,Right Center Midfield,54,Australia,792,"['19051bc1-b751-4902-9e37-220450d2818c', '6d13f09e-7f7b-41c6-98f7-e5f94d11a4f1', '9d2fbc69-094b-4a08-84d4-bd9f9b95f1f3']",28,,,,,,,,,,,,,,,,,Australia,792,00:26:28.520,Carry,True
,,,"[72.0, 56.0]",,,,,,,,2.0,,,,,,,,,,ef054b63-b2a2-4676-801d-8441f0bfa79c,1181,,"[66.0, 53.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Trent Sainsbury,5478.0,Right Center Back,54,Australia,792,"['01dfd813-8afe-46e3-87e8-42387d093005', '8d009d48-08d5-445d-9069-3c7c82ca232f', 'b7caf00c-30d8-4162-85ac-16df5b218aee']",31,,,,,,,,,,,,,,,,,Australia,792,00:26:31.840,Carry,True
,,,"[86.0, 52.0]",,,,,,,,2.547,,,,,,,,,,57bd7d07-74e8-454c-af73-a3e55bf3efd3,1185,,"[72.0, 56.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Trent Sainsbury,5478.0,Right Center Back,54,Australia,792,"['01dfd813-8afe-46e3-87e8-42387d093005', '75109237-63fc-4c3f-bc75-4c72bac5fd9c', '8d009d48-08d5-445d-9069-3c7c82ca232f', 'ee73159b-b887-4d99-9774-5a0e4a5966af']",33,,,,,,,,,,,,,,,,,Australia,792,00:26:33.840,Carry,True
,,,"[100.0, 76.0]",,,,,,,,0.907,,,,,,,,,,87173ebb-eec9-44ef-9d36-81d5facc221c,1189,,"[98.0, 72.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Josh Risdon,5482.0,Right Back,54,Australia,792,"['021cea3a-a681-4772-899e-69f77259e267', 'b6fa2038-10d8-44a0-a239-11e144ad25b2', 'b949f950-2dfe-4931-9171-ed20b8dc939b']",38,,,,,,,,,,,,,,,,,Australia,792,00:26:38.040,Carry,True
,,,"[90.0, 68.0]",,,,,,,,1.667,,,,,,,,,,3879323d-f918-49e9-8a7c-4e821eea0d23,1192,,"[88.0, 70.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Mathew Leckie,5481.0,Right Midfield,54,Australia,792,"['2350d654-0244-46f8-a6cd-69161ec4a6aa', 'ec35defb-73a9-48a7-8741-d42defeebd6d']",40,,,,,,,,,,,,,,,,,Australia,792,00:26:40.280,Carry,
,,,"[90.0, 55.0]",,,,,,,,0.427,,,,,,,,,,18257a02-f2bf-4df5-92fc-87b8148f2fe6,1196,,"[86.0, 53.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Trent Sainsbury,5478.0,Right Center Back,54,Australia,792,"['1e44ea3b-8b6d-43da-bf73-3cb8c54d1ea4', 'f6d8e4f1-c858-437b-97e6-da3a9298a334', 'f871ac7e-1f6a-49b5-a844-6ffa28fc5d14']",43,,,,,,,,,,,,,,,,,Australia,792,00:26:43.200,Carry,True
,,,"[98.0, 44.0]",,,,,,,,1.76,,,,,,,,,,88d45248-8da5-4731-8703-e2add180c453,1200,,"[91.0, 35.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Tom Rogić,5491.0,Center Attacking Midfield,54,Australia,792,"['41021a45-2184-44d8-92f6-6e36c3b234cf', '6a6ca41e-6d39-478c-8680-4795d2624a61', 'c7c6603d-0543-46b8-8860-ae63153f6597', 'd7735155-dbcc-4ee3-9ceb-d3655ec5fb4a']",44,,,,,,,,,,,,,,,,,Australia,792,00:26:44.720,Carry,True
,,,"[103.0, 44.0]",,,,,,,,1.16,,,,,,,,,,9a6438dd-f9f3-458c-b80b-dabf0b1717ee,1204,,"[98.0, 44.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Tom Rogić,5491.0,Center Attacking Midfield,54,Australia,792,"['17ed3bc2-3cb6-4f04-bbe7-d149b00c009f', '3d7a9375-257b-4a11-ad15-39c795054c3c', '6a6ca41e-6d39-478c-8680-4795d2624a61', 'c7c6603d-0543-46b8-8860-ae63153f6597', 'e2afe79c-b158-4074-b095-5dc875ca7b46']",46,,,,,,,,,,,,,,,,,Australia,792,00:26:46.480,Carry,True
,,,"[105.0, 40.0]",,,,,,,,1.427,,,,,,,,,,c83ead95-bcfd-4a38-b581-c0f4eba4a49e,1208,,"[103.0, 44.0]",7562,26,,,,,,,,,,,,,,,,,,,1,From Throw In,Tom Rogić,5491.0,Center Attacking Midfield,54,Australia,792,"['3a774956-8c24-46e5-ac41-4abee7ca24a7', '7e31c68a-320d-41c6-9386-e1ecce8c68d1', 'e2afe79c-b158-4074-b095-5dc875ca7b46']",47,,,,,,,,,,,,,,,,,Australia,792,00:26:47.640,Carry,True
