ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,1.64,,,,,,,,,,,,,66840be0-b388-4769-8ee5-a430d9c5fa6b,1339,,"[54.0, 12.0]",7584,31,,,1.6784862,,,Right Foot,,"[50.0, 49.0]",,Ground Pass,37.215588,,Maya Yoshida,3300.0,,,,,,1,Regular Play,Gen Shōji,5682.0,Left Center Back,55,Japan,778,"['29daf34e-bf3e-4e4a-841a-9abc2e0149b1', 'e2438c7b-84d4-46a6-86df-3b7969667fcc']",7,,,,,,,,,,,,,,,,,,Japan,778,00:31:07.200,Pass,True
,,,,,,,,,,1.48,,,,,,,,,,,,,3401fc54-bb1d-46c4-8f69-17f07d945880,1343,,"[53.0, 52.0]",7584,31,,,1.076855,,,Right Foot,,"[67.0, 78.0]",,Ground Pass,29.529646,,Hiroki Sakai,3530.0,,,,,,1,Regular Play,Maya Yoshida,3300.0,Right Center Back,55,Japan,778,"['5d3448ea-2502-48d6-9d24-9973e94782e2', '6c14f7bd-f889-4d45-a723-2ed029de29b2']",9,,,,,,,,,,,,,,,,,,Japan,778,00:31:09.920,Pass,True
,,,,,,,,,,0.68,,,,,,,,,,,,,68543308-12b8-4b72-88b1-a2ad76c1306d,1346,,"[67.0, 78.0]",7584,31,,,-0.95054686,,,Right Foot,,"[72.0, 71.0]",,Ground Pass,8.602325,,Genki Haraguchi,5697.0,,,,,,1,Regular Play,Hiroki Sakai,3530.0,Right Back,55,Japan,778,['890d9779-550d-4e58-801b-4a738d370fef'],12,,,,,,,,,,,,,,,,,,Japan,778,00:31:12.080,Pass,
,,,,,,,,,,0.853,,,,,,,,,,,,,f601a469-7be8-4c68-97b3-191b98b9d032,1348,,"[72.0, 71.0]",7584,31,,,2.3561945,,,Left Foot,,"[67.0, 76.0]",,Ground Pass,7.071068,,Hiroki Sakai,3530.0,,,,,,1,Regular Play,Genki Haraguchi,5697.0,Right Wing,55,Japan,778,['a8b404a3-7461-4bf2-a16f-539cee85d98e'],12,,,,,,,,,,,,,,,,,,Japan,778,00:31:12.760,Pass,
,,,,,,,,,,0.84,,,,,,,,,,,,,6d56ba07-4dec-49ab-ad3e-ec67a9af1d7e,1352,,"[67.0, 76.0]",7584,31,,,-0.8567056,,,Left Foot,,"[80.0, 61.0]",,Ground Pass,19.849434,,Yūya Ōsako,5679.0,,,,,,1,Regular Play,Hiroki Sakai,3530.0,Right Back,55,Japan,778,"['2e031002-e5e3-4e4b-aa6f-681809327262', '9a5916d6-99b6-47d8-9941-bcfb9bf4a1d8']",13,,,,,,,,,,,,,,,,,,Japan,778,00:31:13.640,Pass,True
,,,,,,,,,,0.88,,,,,,,,,,,,,36fb9267-04d3-43c1-bab9-a1c2a0295a48,1357,,"[48.0, 15.0]",7584,31,,,-2.4087775,,,Right Foot,,"[38.0, 6.0]",,Ground Pass,13.453624,,Jan Vertonghen,3077.0,,,,,Recovery,1,Regular Play,Axel Witsel,5642.0,Left Center Midfield,56,Belgium,782,['f7fa82b5-a5c5-4bb0-bdf0-3c2dfc2c8f81'],15,,,,,,,,,,,,,,,,,,Belgium,782,00:31:15.933,Pass,
,,,,,,,,,,1.8,,,,,,,,,,,,,21dd09fb-3773-4cec-8c28-1cecdee2b6e8,1360,,"[37.0, 7.0]",7584,31,,,1.7415315,,,Left Foot,,"[32.0, 36.0]",,Ground Pass,29.427877,,Toby Alderweireld,20005.0,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,56,Belgium,782,['57f49a2c-9ae1-4571-b9c1-3a28b75ee24c'],17,,,,,,,,,,,,,,,,,,Belgium,782,00:31:17.800,Pass,
,,,,,,,,,,0.933,,,,,,,,,,,,,ff7d1b6e-cc55-41e7-b105-cf53144a0ee4,1363,,"[32.0, 34.0]",7584,31,,,-1.4601392,,,Right Foot,,"[33.0, 25.0]",,Ground Pass,9.055386,,Vincent Kompany,3101.0,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,56,Belgium,782,['7d920978-e47a-40f9-99c6-918fe27bb3d8'],20,,,,,,,,,,,,,,,,,,Belgium,782,00:31:20.880,Pass,
,,,,,,,,,,1.693,,,,,,,,,,,,,d821001f-b3d2-4e99-8bdd-e5a3d0c46a3d,1366,,"[32.0, 29.0]",7584,31,,,1.5707964,,,Right Foot,,"[32.0, 37.0]",,Ground Pass,8.0,,Toby Alderweireld,20005.0,,,,,,1,Regular Play,Vincent Kompany,3101.0,Center Back,56,Belgium,782,['edcf4922-0b67-4c96-9c44-ffd4a997d6b2'],21,,,,,,,,,,,,,,,,,,Belgium,782,00:31:21.840,Pass,
,,,,,,,,,,1.84,,,,,,,,,,,,,b8216581-ca51-41ba-90f4-82936c3a688e,1369,,"[33.0, 39.0]",7584,31,,,-1.4711276,,,Right Foot,,"[36.0, 9.0]",,Ground Pass,30.149628,,Jan Vertonghen,3077.0,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,56,Belgium,782,['cc835d45-85c9-480e-b9e5-a9dd5f8af8fe'],24,,,,,,,,,,,,,,,,,,Belgium,782,00:31:24.480,Pass,
,,,,,,,,,,2.28,,,,,,,,,,,,,8f405596-e309-4c33-8f1d-ffe8f939a5ec,1372,,"[45.0, 12.0]",7584,31,,,1.8545904,,,Left Foot,,"[38.0, 36.0]",,Ground Pass,25.0,,Toby Alderweireld,20005.0,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,56,Belgium,782,['2fc76952-8dfd-4e88-8d7c-432430650efc'],30,,,,,,,,,,,,,,,,,,Belgium,782,00:31:30.760,Pass,
,,,,,,,,,,1.96,,,,,,,,,,,,,c2c60c57-a293-4667-a2a0-ff412e3f9574,1375,,"[39.0, 45.0]",7584,31,,,-1.6814536,,,Right Foot,,"[37.0, 27.0]",,Ground Pass,18.110771,,Vincent Kompany,3101.0,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,56,Belgium,782,['1e3fcffb-43e1-4766-9f6e-1daf8b6957d2'],35,,,,,,,,,,,,,,,,,,Belgium,782,00:31:35.000,Pass,
,,,,,,,,,,1.84,,,,,,,,,,,,,52456c13-007a-42c3-af8a-facf6e860116,1378,,"[43.0, 18.0]",7584,31,,,-0.49394137,,,Right Foot,,"[69.0, 4.0]",,Ground Pass,29.529646,,Yannick Ferreira Carrasco,5633.0,,,,,,1,Regular Play,Vincent Kompany,3101.0,Center Back,56,Belgium,782,['d7689600-2ad8-4009-9891-52cfd6daac38'],39,,,,,,,,,,,,,,,,,,Belgium,782,00:31:39.120,Pass,
,,,,,,,,,,0.92,,,,,,,,,,,,,d0d80c2e-abaa-40c8-8190-619ccbef9b25,1381,,"[65.0, 5.0]",7584,31,,,0.82537687,,,Right Foot,,"[77.0, 18.0]",,Ground Pass,17.691807,,Romelu Lukaku Menama,3289.0,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Wing Back,56,Belgium,782,['422cacaf-c987-4382-8f64-b41b4940e2f9'],41,,,,,,,,,,,,,,,,,,Belgium,782,00:31:41.560,Pass,
,,,,,,,,,,2.12,,,,,,,,,,,,,d1406773-5808-4c41-8e34-158dd41ee9e9,1383,,"[77.0, 20.0]",7584,31,,,1.8736812,,,Right Foot,,"[72.0, 36.0]",,Ground Pass,16.763054,Incomplete,Kevin De Bruyne,3089.0,,,,,,1,Regular Play,Romelu Lukaku Menama,3289.0,Center Forward,56,Belgium,782,"['1aa09613-be10-4f6d-bc2e-1caca0d51614', 'f8bd9da4-645a-41c0-ab5d-d872dcd1230d']",42,,,,,,,,,,,,,,,,,,Belgium,782,00:31:42.480,Pass,
,,,,,,,,,,0.293,,,,,,,,,,,,,f8bd9da4-645a-41c0-ab5d-d872dcd1230d,1385,,"[49.0, 45.0]",7584,31,,,0.7853982,,,Right Foot,,"[51.0, 47.0]",,Ground Pass,2.828427,Incomplete,Shinji Kagawa,5684.0,,,,,Recovery,1,Regular Play,Makoto Hasebe,5681.0,Right Defensive Midfield,56,Belgium,782,"['58d4d6fd-ba51-421f-b0a7-0dbc7bdac9b7', 'd1053e63-33dc-4ac7-bddd-26dd82204fde', 'd1406773-5808-4c41-8e34-158dd41ee9e9']",44,,,,,,,,,,,,,,,,,,Japan,778,00:31:44.600,Pass,
,,,,,,,,,,0.693,,,,,,,,,,,,,b8eaef3a-1907-481e-ad8a-80b4a3cd53a8,1390,,"[41.0, 42.0]",7584,31,,,0.71883,,,Right Foot,,"[49.0, 49.0]",,Ground Pass,10.630146,,Makoto Hasebe,5681.0,,,,,,1,Regular Play,Gen Shōji,5682.0,Left Center Back,57,Japan,778,['f98c8bdc-1be2-4359-b418-5b48451c04e4'],46,,,,,,,,,,,,,,,,,,Japan,778,00:31:46.480,Pass,
,,,,,,,,,,1.52,,,,,,,,,,,,,a56f417d-0b1f-4eda-9225-b790e4a18ebe,1393,,"[55.0, 53.0]",7584,31,,,0.2914568,,,Right Foot,,"[65.0, 56.0]",,Ground Pass,10.440307,,Gaku Shibasaki,5693.0,,,,,,1,Regular Play,Makoto Hasebe,5681.0,Right Defensive Midfield,57,Japan,778,['50fdc228-fd96-451c-8c53-c7feb9b3b5bf'],50,,,,,,,,,,,,,,,,,,Japan,778,00:31:50.240,Pass,
,,,,,,,,,,0.96,,,,,,,,,,,,,a5f41c66-c193-4045-987f-ab3b69decb76,1396,,"[68.0, 57.0]",7584,31,,,1.6183795,,,Left Foot,,"[67.0, 78.0]",,Ground Pass,21.023796,,Genki Haraguchi,5697.0,,,,,,1,Regular Play,Gaku Shibasaki,5693.0,Left Defensive Midfield,57,Japan,778,['dcf92f5c-17ce-4280-9cee-2babad4d1b9c'],53,,,,,,,,,,,,,,,,,,Japan,778,00:31:53.320,Pass,
,,,,,,,,,,1.6,,,,,,,,,,,,,5d349e94-13f2-408c-b347-2d7305067b0b,1399,,"[67.0, 78.0]",7584,31,,,-2.9996955,,,Right Foot,,"[53.0, 76.0]",,Low Pass,14.142136,,Hiroki Sakai,3530.0,,,,,,1,Regular Play,Genki Haraguchi,5697.0,Right Wing,57,Japan,778,['00ccb414-9b23-4ff6-bdd4-3b56d22d03c4'],54,,,,,,,,,,,,,,,,,,Japan,778,00:31:54.320,Pass,
,,,,,,,,,,0.853,,,,,,,,,,,,,a2b91912-bc46-46f8-b893-9d52893ec660,1402,,"[53.0, 76.0]",7584,31,,,-1.2490457,,,Right Foot,,"[59.0, 58.0]",,Ground Pass,18.973665,,Shinji Kagawa,5684.0,,,,,,1,Regular Play,Hiroki Sakai,3530.0,Right Back,57,Japan,778,['4de0b4bf-0195-4d8e-ac38-6ced37102921'],57,,,,,,,,,,,,,,,,,,Japan,778,00:31:57.200,Pass,
,,,,,,,,,,1.226,,,,,,,,,,,,,843cbd13-c6c2-426c-9bfc-3878ec7ab396,1405,,"[68.0, 61.0]",7584,32,,,1.6951513,,,Right Foot,,"[66.0, 77.0]",,Ground Pass,16.124516,,Gaku Shibasaki,5693.0,,,,,,1,Regular Play,Shinji Kagawa,5684.0,Center Attacking Midfield,57,Japan,778,['23e23feb-07c4-42b7-849e-017c446d6c0e'],1,,,,,,,,,,,,,,,,,,Japan,778,00:32:01.933,Pass,
,,,,,,,,,,0.853,,,,,,,,,,,,,9733faa6-e8c8-4d9e-833a-704cb00eabcd,1408,,"[66.0, 77.0]",7584,32,,,-1.2924967,,,Right Foot,,"[68.0, 70.0]",,Ground Pass,7.28011,,Shinji Kagawa,5684.0,,,,,,1,Regular Play,Gaku Shibasaki,5693.0,Left Defensive Midfield,57,Japan,778,['5fd26ef6-13d0-4bce-b70f-19641f87135c'],3,,,,,,,,,,,,,,,,,,Japan,778,00:32:03.760,Pass,
,,,,,,,,,,2.36,,,,,,,,,,,,,4b5f9f38-9e2c-40f3-88cc-d2577d49df41,1411,,"[68.0, 55.0]",7584,32,,,-1.5042281,,,Left Foot,,"[71.0, 10.0]",,High Pass,45.099888,,Yuto Nagatomo,5690.0,,True,,,,1,Regular Play,Shinji Kagawa,5684.0,Center Attacking Midfield,57,Japan,778,['e8b8ea2e-465f-4b9a-a217-76ad912d192c'],7,,,,,,,,,,,,,,,,,,Japan,778,00:32:07.000,Pass,
,,,,,,,,,,1.133,,,,,,,,,,,,,bbe5bcac-4949-49f4-9843-cf3aa60fde36,1414,,"[91.0, 13.0]",7584,32,,,-1.5707964,,,Right Foot,,"[91.0, 4.0]",,Ground Pass,9.0,,Takashi Inui,5687.0,,,,,,1,Regular Play,Yuto Nagatomo,5690.0,Left Back,57,Japan,778,['9f8920d9-181d-4a00-8bc3-d79833f9a3aa'],14,,,,,,,,,,,,,,,,,,Japan,778,00:32:14.760,Pass,
,,,,,,,,,,1.413,,,,,,,,,,,,,4c131a2b-2ced-4ce8-87d5-bcaa72f795dc,1417,,"[91.0, 4.0]",7584,32,,,2.2565258,,,Right Foot,,"[82.0, 15.0]",,Ground Pass,14.21267,,Makoto Hasebe,5681.0,,,,,,1,Regular Play,Takashi Inui,5687.0,Left Wing,57,Japan,778,['c72f4039-f99a-4cd1-af02-fbd51a307357'],16,,,,,,,,,,,,,,,,,,Japan,778,00:32:16.680,Pass,
,,,,,,,,,,1.4,,,,,,,,,,,,,caba962b-7567-4014-93a4-23c152fac7ab,1420,,"[86.0, 28.0]",7584,32,,,1.4288993,,,Right Foot,,"[90.0, 56.0]",,Low Pass,28.284271,,Gaku Shibasaki,5693.0,,,,,,1,Regular Play,Makoto Hasebe,5681.0,Right Defensive Midfield,57,Japan,778,['74d20485-e748-47d6-92e8-a9c164aacc97'],20,,,,,,,,,,,,,,,,,,Japan,778,00:32:20.720,Pass,
,,,,,,,,,,2.76,,,,,,,,,,,,,c5427b86-3158-4792-bbd6-f4fbf3797140,1423,,"[94.0, 57.0]",7584,32,,,-0.9179497,,,Right Foot,,"[120.0, 23.0]",,High Pass,42.80187,Out,,,,,,,,1,Regular Play,Gaku Shibasaki,5693.0,Left Defensive Midfield,57,Japan,778,,23,,,,,,,,,,,,,,,,,,Japan,778,00:32:23.920,Pass,
,,,,,,,,,,1.893,,,,,,,,,,,,,57f6efda-a142-4c60-b0d6-f6005b144aed,1425,,"[6.0, 62.0]",7584,32,,,-1.6575347,,,Right Foot,,"[4.0, 39.0]",,Ground Pass,23.086792,,Thibaut Courtois,3509.0,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,58,Belgium,782,['267d2eb0-5a92-4fbd-9307-6a1fb21d1b00'],43,,,,,,,,,,,,,,,,,,Belgium,782,00:32:43.360,Pass,
,,,,,,,,,,1.32,,,,,,,,,,,,,d0744b3b-66e5-4c90-a0c9-8efcc7f069dd,1428,,"[6.0, 42.0]",7584,32,,,-1.5350972,,,Left Foot,,"[7.0, 14.0]",,Ground Pass,28.01785,,Jan Vertonghen,3077.0,,,,,,1,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,58,Belgium,782,['159eeee0-cf9b-4f5a-b3b9-e2667922446d'],46,,,,,,,,,,,,,,,,,,Belgium,782,00:32:46.480,Pass,
,,,,,,,,,,1.52,,,,,,,,,,,,,d9a10533-97a7-41ad-b6ba-a142e717569e,1431,,"[6.0, 14.0]",7584,32,,,1.9655875,,,Left Foot,,"[1.0, 26.0]",,Ground Pass,13.0,,Thibaut Courtois,3509.0,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,58,Belgium,782,['ec9f72a1-b105-420b-a347-123947892f39'],49,,,,,,,,,,,,,,,,,,Belgium,782,00:32:49.520,Pass,
,,,,,,,,,,3.64,,,,,,,,,,,,,c8bad77e-6e9c-4083-9cc8-3c85cf56cb0d,1433,,"[1.0, 33.0]",7584,32,,,-0.16789593,,,Left Foot,,"[60.0, 23.0]",,High Pass,59.841457,Incomplete,Eden Hazard,3621.0,,,,,,1,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,58,Belgium,782,"['3d7adea6-dff8-4cec-a3d1-4662810332e0', '6a496e99-fec8-430a-88d0-acfc2aacde35']",51,,,,,,,,,,,,,,,,,,Belgium,782,00:32:51.040,Pass,
,,,,,,,,,,1.52,,,,,,,,,,,,,a90c166b-5565-4da9-9408-5e54a902bda8,1436,,"[66.0, 18.0]",7584,32,,,0.2914568,,,Left Foot,,"[76.0, 21.0]",,Low Pass,10.440307,Incomplete,Eden Hazard,3621.0,,,,,Recovery,1,Regular Play,Romelu Lukaku Menama,3289.0,Center Forward,58,Belgium,782,"['136f7987-49ba-4257-8365-71be535ffeaa', '5c148250-5032-4b7d-8241-fc927ab4b374']",55,,,,,,,,,,,,,,,,,,Belgium,782,00:32:55.840,Pass,
,,,,,,,,,,1.32,,,,,,,,,,,,,3ac430de-78a3-47d4-a476-9703c6177f6b,1440,,"[43.0, 55.0]",7584,32,,,-1.849096,,,Right Foot,,"[39.0, 41.0]",,Ground Pass,14.56022,,Gen Shōji,5682.0,,,,,,1,Regular Play,Maya Yoshida,3300.0,Right Center Back,59,Japan,778,['1b908f2d-2afd-464c-981f-986cc808300d'],58,,,,,,,,,,,,,,,,,,Japan,778,00:32:58.200,Pass,
,,,,,,,,,,1.64,,,,,,,,,,,,,21cee5a3-0e1e-43bf-a4e5-e9afc05e6336,1443,,"[39.0, 41.0]",7584,32,,,0.27829966,,,Left Foot,,"[46.0, 43.0]",,Ground Pass,7.28011,,Gaku Shibasaki,5693.0,,,,,,1,Regular Play,Gen Shōji,5682.0,Left Center Back,59,Japan,778,"['2355da67-4499-4109-b3ed-2ff1c961b2c2', '561d9ed1-e7cb-4586-acea-51b3b1f1b090']",59,,,,,,,,,,,,,,,,,,Japan,778,00:32:59.520,Pass,True
,,,,,,,,,,0.893,,,,,,,,,,,,,5190af36-ac03-4009-b362-6a20742bb18e,1446,,"[46.0, 43.0]",7584,33,,,2.077895,,,Right Foot,,"[36.0, 61.0]",,Ground Pass,20.59126,,Maya Yoshida,3300.0,,,,,,1,Regular Play,Gaku Shibasaki,5693.0,Left Defensive Midfield,59,Japan,778,"['2e9931fb-6a06-4e54-a51c-3d72ac881a75', 'f2c847c0-7a93-434f-9257-2b5924e8ca86']",1,,,,,,,,,,,,,,,,,,Japan,778,00:33:01.160,Pass,True
,,,,,,,,,,1.093,,,,,,,,,,,,,e69cd6f9-c67d-4ab4-a6e1-6210baf469ba,1449,,"[36.0, 61.0]",7584,33,,,0.9453113,,,Right Foot,,"[49.0, 79.0]",,Ground Pass,22.203604,,Hiroki Sakai,3530.0,,,,,,1,Regular Play,Maya Yoshida,3300.0,Right Center Back,59,Japan,778,['2bdb4fc9-848f-46aa-af0c-3bca029594a0'],3,,,,,,,,,,,,,,,,,,Japan,778,00:33:03.120,Pass,
,,,,,,,,,,1.16,,,,,,,,,,,,,ae0e1152-19b4-4f73-b3dc-31301b400f21,1452,,"[53.0, 79.0]",7584,33,,,-1.0240074,,,Right Foot,,"[67.0, 56.0]",,Ground Pass,26.925823,,Shinji Kagawa,5684.0,,,,,,1,Regular Play,Hiroki Sakai,3530.0,Right Back,59,Japan,778,['dc97b478-318d-4af7-ad5b-9de86d9630e8'],5,,,,,,,,,,,,,,,,,,Japan,778,00:33:05.680,Pass,
,,,,,,,,,,1.253,,,,,,,,,,,,,69e8eac3-454b-4c11-9b94-add4f07797af,1456,,"[65.0, 56.0]",7584,33,,,-0.38050637,,,Right Foot,,"[70.0, 54.0]",,High Pass,5.3851647,,Yūya Ōsako,5679.0,,,,,,1,Regular Play,Shinji Kagawa,5684.0,Center Attacking Midfield,59,Japan,778,"['2ca69442-223b-4a50-ab29-ff202f7df903', '48117226-fc32-4c25-8572-4f68ae81a0a7']",7,,,,,,,,,,,,,,,,,,Japan,778,00:33:07.760,Pass,True
,,,,,,,,,,1.8,,,,,,,,,,,,,09ff09b0-c5bf-4a71-97d2-45e09983aaea,1459,,"[70.0, 68.0]",7584,33,,,2.2142975,,,Left Foot,,"[64.0, 76.0]",,Ground Pass,10.0,,Hiroki Sakai,3530.0,,,,,,1,Regular Play,Yūya Ōsako,5679.0,Center Forward,59,Japan,778,['8d6b24c5-8add-41a0-9b53-9bcd960a6330'],11,,,,,,,,,,,,,,,,,,Japan,778,00:33:11.040,Pass,
,,,,,,,,,,1.8,,,,,,,,,,,,,1949445e-cd1d-4b95-bce5-994e5ba02db9,1462,,"[64.0, 76.0]",7584,33,,,-2.1854594,,,Right Foot,,"[52.0, 59.0]",,Ground Pass,20.808653,,Maya Yoshida,3300.0,,,,,,1,Regular Play,Hiroki Sakai,3530.0,Right Back,59,Japan,778,['dd462db4-44f0-4fdc-8263-842017d759bf'],14,,,,,,,,,,,,,,,,,,Japan,778,00:33:14.400,Pass,
,,,,,,,,,,3.28,,,,,,,,,,,,,7e1499fd-b94a-4e3b-9ec7-9b75556266df,1465,,"[54.0, 56.0]",7584,33,,,-1.1547319,,,Right Foot,,"[73.0, 13.0]",,High Pass,47.010635,Incomplete,Yuto Nagatomo,5690.0,,True,,,,1,Regular Play,Maya Yoshida,3300.0,Right Center Back,59,Japan,778,"['2951cbb5-f5d1-4742-89cd-09307ca03611', 'd939e57b-74e1-4cbf-a579-88d3543500c3']",17,,,,,,,,,,,,,,,,,,Japan,778,00:33:17.160,Pass,
,,,,,,,,,,2.053,,,,,,,,,,,,,d939e57b-74e1-4cbf-a579-88d3543500c3,1468,,"[58.0, 63.0]",7584,33,,True,-0.61072594,,,,,"[68.0, 56.0]",,High Pass,12.206555,Incomplete,,,,,,,Recovery,1,Regular Play,Thomas Meunier,3176.0,Right Wing Back,59,Japan,778,"['4ae16787-5da6-43fe-9d45-ef4f7da7e4e3', '7e1499fd-b94a-4e3b-9ec7-9b75556266df', 'ab7e1feb-d881-4eb8-bc93-04e8e64be08a']",20,,,,,,,,,,,,,,,,,,Belgium,782,00:33:20.440,Pass,True
,,,,,,,,,,1.173,,,,,,,,,,,,,ba55e7e8-caaa-4ebf-a16f-40d08a1adc86,1471,,"[49.0, 31.0]",7584,33,,,-0.28605145,,,Right Foot,,"[66.0, 26.0]",,Ground Pass,17.720045,,Takashi Inui,5687.0,,,,,,1,Regular Play,Gen Shōji,5682.0,Left Center Back,59,Japan,778,['338203c1-1f8f-4e8e-a97e-4e4c513f765e'],26,,,,,,,,,,,,,,,,,,Japan,778,00:33:26.000,Pass,
,,,,,,,,,,1.093,,,,,,,,,,,,,8997e1ae-97f4-473b-997b-d5427ab3719c,1474,,"[61.0, 24.0]",7584,33,,,2.4668517,,,Right Foot,,"[56.0, 28.0]",,Ground Pass,6.4031243,,Shinji Kagawa,5684.0,,,,,,1,Regular Play,Takashi Inui,5687.0,Left Wing,59,Japan,778,['734e10ca-1b91-4cdd-bb1f-9bdbf029bf3d'],28,,,,,,,,,,,,,,,,,,Japan,778,00:33:28.520,Pass,
,,,,,,,,,,1.733,,,,,,,,,,,,,dc539574-182d-4340-8609-b6588b6fd24c,1478,,"[55.0, 28.0]",7584,33,,,2.896614,,,Right Foot,,"[47.0, 30.0]",,Ground Pass,8.246211,,Gen Shōji,5682.0,,,,,,1,Regular Play,Shinji Kagawa,5684.0,Center Attacking Midfield,59,Japan,778,"['2cf0d866-ef73-4205-8da4-ac1e290f1e27', '4c5b75b4-c04a-45c4-aa4e-3b36333939a5']",30,,,,,,,,,,,,,,,,,,Japan,778,00:33:30.520,Pass,True
,,,,,,,,,,1.16,,,,,,,,,,,,,1ad50d9d-f946-4640-bcd7-2bee9e53c991,1480,,"[47.0, 30.0]",7584,33,,,0.27829966,,,Right Foot,,"[54.0, 32.0]",,Ground Pass,7.28011,,Shinji Kagawa,5684.0,,,,,,1,Regular Play,Gen Shōji,5682.0,Left Center Back,59,Japan,778,['0ecca172-9d94-43ac-a0b8-074cd5611519'],32,,,,,,,,,,,,,,,,,,Japan,778,00:33:32.253,Pass,
,,,,,,,,,,3.773,,,,,,,,,,,,,3f1b565e-d0c4-46df-b709-6704993bc560,1483,,"[54.0, 37.0]",7584,33,,,0.41145626,,,Right Foot,,"[109.0, 61.0]",,High Pass,60.00833,Incomplete,Hiroki Sakai,3530.0,,,,,,1,Regular Play,Shinji Kagawa,5684.0,Center Attacking Midfield,59,Japan,778,"['a474d2e2-5fe8-4ae8-9b8d-5c3a9b8071c1', 'bc6ef768-e368-4e0a-a1c8-8df01e5ab6b6']",34,,,,,,,,,,,,,,,,,,Japan,778,00:33:34.920,Pass,
,,,,,,,,,,0.973,,,,,,,,,,,,,c200bb7c-57dd-48c8-9d51-2f57b598d920,1487,,"[12.0, 29.0]",7584,33,,,1.1071488,,,Keeper Arm,,"[13.0, 31.0]",,Low Pass,2.236068,,Vincent Kompany,3101.0,,,,,,1,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,60,Belgium,782,['d5faf5c0-5975-4455-9cac-84621b10eec7'],43,,,,,,,,,,,,,,,,,,Belgium,782,00:33:43.720,Pass,
,,,,,,,,,,1.453,,,,,,,,,,,,,1404a40e-e7ae-4637-8d20-42b7b0985812,1490,,"[18.0, 46.0]",7584,33,,,-0.058755822,,,Right Foot,,"[35.0, 45.0]",,Ground Pass,17.029387,,Axel Witsel,5642.0,,,,,,1,Regular Play,Vincent Kompany,3101.0,Center Back,60,Belgium,782,['ae8bd77d-9645-4b10-adaa-3ffe314b65f8'],46,,,,,,,,,,,,,,,,,,Belgium,782,00:33:46.200,Pass,
,,,,,,,,,,1.92,,,,,,,,,,,,,92636ffa-3612-400c-8ff7-3b7263999412,1493,,"[32.0, 49.0]",7584,33,,,-1.5707964,,,Right Foot,,"[32.0, 18.0]",,Ground Pass,31.0,,Jan Vertonghen,3077.0,,,,,,1,Regular Play,Axel Witsel,5642.0,Left Center Midfield,60,Belgium,782,['b623bac3-99c6-4d8f-ab59-381f34f03f90'],51,,,,,,,,,,,,,,,,,,Belgium,782,00:33:51.160,Pass,
,,,,,,,,,,1.2,,,,,,,,,,,,,19fde157-7728-4507-bfbd-11ed6d08c079,1496,,"[39.0, 10.0]",7584,33,,,-0.5404195,,,Left Foot,,"[54.0, 1.0]",,Ground Pass,17.492855,,Yannick Ferreira Carrasco,5633.0,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,60,Belgium,782,['c06348dd-ea15-45a0-b4c5-c7f212e927a8'],55,,,,,,,,,,,,,,,,,,Belgium,782,00:33:55.040,Pass,
,,,,,,,,,,0.799,,,,,,,,,,,,,0697a9a9-ad86-4a7f-b579-42028b2050ff,1499,,"[54.0, 2.0]",7584,33,,,1.3258177,,,Right Foot,,"[57.0, 14.0]",,Ground Pass,12.369317,,Eden Hazard,3621.0,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Wing Back,60,Belgium,782,['b5747175-1d7b-42b3-9074-f75d97a4779b'],56,,,,,,,,,,,,,,,,,,Belgium,782,00:33:56.853,Pass,
