50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,157d9f76-7df1-4513-9f5c-93a4f809a5f1,15,,,"[38.0, 79.0]",7530,0,,-0.0809041,,,Right Foot,,,"[75.0, 76.0]",High Pass,37.12142,Incomplete,Kylian Mbappé Lottin,3009.0,,,,,,1,From Throw In,Benjamin Pavard,5476.0,Right Back,3,France,771,"['23fdf798-2d57-4a49-99ad-8d1bd00dc6f0', '89a62ea7-7cf6-4bb9-85af-f873276f3701', '984a2b4a-d800-489c-86d3-a01b38055304']",17,,,,,,,,,,,,,,,,,France,771,00:00:17.849,Pass,True
,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,984a2b4a-d800-489c-86d3-a01b38055304,17,,,"[46.0, 5.0]",7530,0,,0.114876606,,,Head,,,"[72.0, 8.0]",High Pass,26.172504,Incomplete,,,,,,,Recovery,1,From Throw In,Aziz Eraltay Behich,5479.0,Left Back,3,France,771,"['157d9f76-7df1-4513-9f5c-93a4f809a5f1', '9fde6cbb-ba65-40ef-b427-7b22bdc7652f']",20,,,,,,,,,,,,,,,,,Australia,792,00:00:20.649,Pass,
,,,,,,,,,,,,2.093,,,,,,,,,,,,,,,313afc26-f719-4a4f-a73d-cda1922862df,21,,,"[48.0, 70.0]",7530,0,,-2.4037776,,,Right Foot,,,"[37.0, 60.0]",High Pass,14.866069,,Raphaël Varane,5485.0,,,,,,1,From Throw In,Corentin Tolisso,5480.0,Right Center Midfield,3,France,771,"['389f550d-f3ce-4e0d-8e62-6014cac5f0cb', 'feec2d75-4e40-4d0e-a49d-0e6b2f4c9334']",22,,,,,,,,,,,,,,,,,France,771,00:00:22.956,Pass,True
,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,5dc01827-7a70-41dd-9f06-f14234340d45,25,,,"[37.0, 59.0]",7530,0,,0.0,,,Left Foot,,,"[53.0, 59.0]",Ground Pass,16.0,Incomplete,Antoine Griezmann,5487.0,,,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,"['17533a2a-792f-4abb-b8b5-d66bf63448f8', '3fb90ec1-e895-46f7-b928-eec2f1354e0a', 'c50d8ec4-db22-4bda-a921-0cfa449bb615']",25,,,,,,,,,,,,,,,,,France,771,00:00:25.089,Pass,True
,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,7f3a1f71-fec9-4e19-894e-66a600efb5fc,29,,,"[69.0, 19.0]",7530,0,,0.11065722,,,Right Foot,,,"[96.0, 22.0]",High Pass,27.166155,Incomplete,Robbie Kruse,5494.0,,,,,,1,From Throw In,Aaron Mooy,3281.0,Left Center Midfield,3,France,771,"['b47a620b-80e2-41e4-8586-c936f81edffc', 'e0802a78-ecf0-49bf-9a11-dc6b09866e77']",27,,,,,,,,,,,,,,,,,Australia,792,00:00:27.049,Pass,
,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,e0802a78-ecf0-49bf-9a11-dc6b09866e77,32,,,"[25.0, 59.0]",7530,0,True,0.34302393,,,,,,"[39.0, 64.0]",High Pass,14.866069,,Corentin Tolisso,5480.0,,,,,Recovery,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,"['41f752d9-12c6-4cfe-974d-4b1c45d9df6c', '7f3a1f71-fec9-4e19-894e-66a600efb5fc', 'a8948e0b-86a5-495d-a384-9b3f8ec3cf5a']",28,,,,,,,,,,,,,,,,,France,771,00:00:28.769,Pass,True
,,,,,,,,,,,,1.039,,,,,,,,,,,,,,,31768866-0e03-40b5-bff5-95624e9d4cb7,35,,,"[39.0, 63.0]",7530,0,,2.8706458,,,Right Foot,,,"[21.0, 68.0]",Ground Pass,18.681541,,Benjamin Pavard,5476.0,,,,,,1,From Throw In,Corentin Tolisso,5480.0,Right Center Midfield,3,France,771,['5f5af201-d495-4579-a10a-e87a6e53ca5e'],30,,,,,,,,,,,,,,,,,France,771,00:00:30.809,Pass,
,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,74898091-6925-4be3-95a1-adf4c13c8cbf,38,,,"[15.0, 71.0]",7530,0,,-1.9809237,,,Left Foot,,,"[5.0, 48.0]",Ground Pass,25.079872,,Hugo Lloris,3099.0,,,,,,1,From Throw In,Benjamin Pavard,5476.0,Right Back,3,France,771,['0a01020f-8532-4ef5-9231-9d8b85af60b6'],33,,,,,,,,,,,,,,,,,France,771,00:00:33.289,Pass,
,,,,,,,,,,,,2.427,,,,,,,,,,,,,,,0c25e866-eefe-41af-9075-9b797cded64a,41,,,"[5.0, 46.0]",7530,0,,0.32175055,,,Left Foot,,,"[35.0, 56.0]",High Pass,31.622776,Incomplete,Paul Pogba,20004.0,,,,,,1,From Throw In,Hugo Lloris,3099.0,Goalkeeper,3,France,771,"['961abbb6-904d-42fa-b540-8dacdc1b6049', 'c94e8f7d-6310-415d-a619-72e95db18cab']",34,,,,,,,,,,,,,,,,,France,771,00:00:34.889,Pass,
,,,,,,,,,,,,4.213,,,,,,,,,,,,,,,961abbb6-904d-42fa-b540-8dacdc1b6049,44,,,"[100.0, 38.0]",7530,0,True,0.8176451,,,,,,"[115.0, 54.0]",High Pass,21.931713,Incomplete,,,,,,,Recovery,1,From Throw In,Mile Jedinak,5489.0,Right Center Midfield,3,France,771,"['0c25e866-eefe-41af-9075-9b797cded64a', 'e9c3a467-8d8c-4e70-aaeb-bca0fc5e6661', 'fb542f1d-c286-4cf8-b4a6-0eb44ae6095b']",37,,,,,,,,,,,,,,,,,Australia,792,00:00:37.316,Pass,True
,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,e98e5d16-93a1-4386-9722-a72085e966e6,47,,,"[12.0, 38.0]",7530,0,,1.0240074,,,Keeper Arm,,,"[26.0, 61.0]",Ground Pass,26.925823,,Raphaël Varane,5485.0,,,,,,1,From Throw In,Hugo Lloris,3099.0,Goalkeeper,3,France,771,['6acd2fa5-498a-4241-b082-9e34a83d7af2'],48,,,,,,,,,,,,,,,,,France,771,00:00:48.529,Pass,
,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,9a867c65-de61-4aba-b2ba-dc8afa2a312b,50,,,"[34.0, 65.0]",7530,0,,0.87605804,,,Left Foot,,,"[44.0, 77.0]",Ground Pass,15.6205,,Benjamin Pavard,5476.0,,,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,['94438a63-e402-4180-9077-94a44043b8e6'],52,,,,,,,,,,,,,,,,,France,771,00:00:52.329,Pass,
,,,,,,,,,,,,2.96,,,,,,,,,,,,,,,0bb6a538-abae-44f3-9a34-38ea7bbf68c8,53,,,"[41.0, 74.0]",7530,0,,-2.317752,,,Right Foot,,,"[16.0, 47.0]",Ground Pass,36.796738,,Hugo Lloris,3099.0,,,,,,1,From Throw In,Benjamin Pavard,5476.0,Right Back,3,France,771,['2f812bcc-c7e7-4b83-a843-d79c6ea11b26'],55,,,,,,,,,,,,,,,,,France,771,00:00:55.129,Pass,
,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,6c3a6032-7e6d-438e-99a4-3f13b4c61a6a,56,,,"[16.0, 43.0]",7530,0,,-0.9357696,,,Left Foot,,,"[30.0, 24.0]",Ground Pass,23.600847,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Hugo Lloris,3099.0,Goalkeeper,3,France,771,['583a3db5-41bf-4162-a2f7-10e9383c2ece'],59,,,,,,,,,,,,,,,,,France,771,00:00:59.529,Pass,
,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,77ae6c62-7fa0-4889-854e-a4d9be575b84,59,,,"[45.0, 15.0]",7530,1,,-0.69473827,,,Right Foot,,,"[51.0, 10.0]",Ground Pass,7.81025,,Paul Pogba,20004.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,France,771,['5e973f63-369f-4da9-b443-834dd176b0b6'],6,,,,,,,,,,,,,,,,,France,771,00:01:06.448,Pass,
,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,7e51e6c1-3609-40be-b35d-12acdd54b70b,62,,,"[51.0, 10.0]",7530,1,,2.2142975,,,Right Foot,,,"[45.0, 18.0]",Ground Pass,10.0,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Paul Pogba,20004.0,Left Center Midfield,3,France,771,['efff9034-8d1f-49b0-8a8f-d6036596ff3e'],7,,,,,,,,,,,,,,,,,France,771,00:01:07.409,Pass,
,,,,,,,,,,,,2.201,,,,,,,,,,,,,,,ba50c428-27f7-4ab1-942c-f7bab7db99f1,65,,,"[47.0, 21.0]",7530,1,,1.5707964,,,Left Foot,,,"[47.0, 61.0]",Ground Pass,40.0,,Raphaël Varane,5485.0,,True,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,France,771,['a5604dd7-57cc-4c66-973b-9d9b476ef66e'],10,,,,,,,,,,,,,,,,,France,771,00:01:10.088,Pass,
,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,e4c14a99-f965-4658-9784-48243031f828,68,,,"[49.0, 61.0]",7530,1,,0.6287963,,,Right Foot,,,"[71.0, 77.0]",Ground Pass,27.202942,,Benjamin Pavard,5476.0,,,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,3,France,771,['435f1609-d705-4b18-8937-ee318e71afc0'],12,,,,,,,,,,,,,,,,,France,771,00:01:12.929,Pass,
,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,5ccee96c-f1ab-41f1-9b80-7136842d5065,71,,,"[73.0, 78.0]",7530,1,,0.0,,,Right Foot,,,"[78.0, 78.0]",Ground Pass,5.0,,Antoine Griezmann,5487.0,,,,,,1,From Throw In,Benjamin Pavard,5476.0,Right Back,3,France,771,['0f1efe5f-a078-42cf-9b7d-7c85b21d2e97'],15,,,,,,,,,,,,,,,,,France,771,00:01:15.929,Pass,
,,,,,,,,,,,,1.199,,,,,,,,,,,,,,,27873863-88c5-4f08-9fec-015c7b1e911b,75,,,"[77.0, 78.0]",7530,1,,3.1415927,,,Left Foot,,,"[65.0, 78.0]",Ground Pass,12.0,,Benjamin Pavard,5476.0,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Center Forward,3,France,771,"['0b5a898e-4d79-4a3e-b607-7b342a11240a', '5d66ffa9-3a63-4f0f-a3ee-a4abc304135c']",17,,,,,,,,,,,,,,,,,France,771,00:01:17.249,Pass,True
,,,,,,,,,,,,0.759,,,,,,,,,,,,,,,2fac1e45-3ec2-4d19-a6ea-d55287db6f44,78,,,"[66.0, 78.0]",7530,1,,-1.5707964,,,Right Foot,,,"[66.0, 66.0]",Ground Pass,12.0,,Corentin Tolisso,5480.0,,,,,,1,From Throw In,Benjamin Pavard,5476.0,Right Back,3,France,771,['877c57f9-63bc-4808-9110-4a21ff516d26'],18,,,,,,,,,,,,,,,,,France,771,00:01:18.809,Pass,
,,,,,,,,,,,,0.639,,,,,,,,,,,,,,,9481a0cb-1a84-48f5-8e59-4121674a6d3d,81,,,"[52.0, 74.0]",7530,1,,-1.0714496,,,Right Foot,,,"[58.0, 63.0]",Ground Pass,12.529964,,N''Golo Kanté,3961.0,,,,,,1,From Throw In,Corentin Tolisso,5480.0,Right Center Midfield,3,France,771,['627e8aab-ed6e-4271-8037-33a52beac1e6'],23,,,,,,,,,,,,,,,,,France,771,00:01:23.609,Pass,
,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1a419661-03f8-4619-a8ae-b71ccfc63974,84,,,"[65.0, 65.0]",7530,1,,1.076855,,,Right Foot,,,"[72.0, 78.0]",Ground Pass,14.764823,,Benjamin Pavard,5476.0,,,,,,1,From Throw In,N''Golo Kanté,3961.0,Center Defensive Midfield,3,France,771,['5d12f916-ca61-43ab-b64d-1a10e4453d6a'],26,,,,,,,,,,,,,,,,,France,771,00:01:26.329,Pass,
,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,eb5cd18b-a180-4c8c-b9d4-6b29bb1690f8,87,,,"[77.0, 78.0]",7530,1,,-0.5404195,0f13b7ef-71b0-4b2a-becb-33f270e26a03,,Right Foot,,,"[107.0, 60.0]",Ground Pass,34.98571,,Kylian Mbappé Lottin,3009.0,True,,,,,1,From Throw In,Benjamin Pavard,5476.0,Right Back,3,France,771,['686aac97-c2e9-4951-bcee-a1d965c18390'],28,,,,,,,,,,,,,,,,,France,771,00:01:28.249,Pass,
,,,,,,,,,,,,1.213,,,,,,,,,,,,,,,1298100d-6572-4f9d-ac9d-4263736d6d9e,93,,,"[119.0, 80.0]",7530,2,,-1.6313283,,,Left Foot,,,"[117.0, 47.0]",High Pass,33.06055,Incomplete,Kylian Mbappé Lottin,3009.0,,,,,Corner,1,From Corner,Antoine Griezmann,5487.0,Center Forward,4,France,771,"['4845944c-655a-4155-b946-63c0553a3210', '920362c3-ea69-4ed8-a38f-38023f32424b']",1,,,,,,,,,,,,,,,,,France,771,00:02:01.796,Pass,
,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,77fbea7d-58dd-4f11-8bb3-45df0fb31bb1,97,,,"[99.0, 1.0]",7530,2,,0.9600704,,,,,,"[106.0, 11.0]",Low Pass,12.206555,,Paul Pogba,20004.0,,,,,Throw-in,1,From Throw In,Lucas Hernández Pi,5484.0,Left Back,5,France,771,['0be2b8e7-4a92-4e57-8100-ce07873a8bf2'],15,,,,,,,,,,,,,,,,,France,771,00:02:15.076,Pass,
,,,,,,,,,,,,0.733,,,,,,,,,,,,,,,2bf74ecb-fb5a-430e-b31b-6c4aaf360e7b,99,,,"[106.0, 10.0]",7530,2,,-2.3561945,,,Right Foot,,,"[100.0, 4.0]",Ground Pass,8.485281,,Lucas Hernández Pi,5484.0,,,,,,1,From Throw In,Paul Pogba,20004.0,Left Center Midfield,5,France,771,['164025c8-13cb-4532-b948-140bed1edcda'],15,,,,,,,,,,,,,,,,,France,771,00:02:15.796,Pass,
,,,,,,,,,,,,0.893,,,,,,,,,,,,,,,12644ecb-6f2a-40eb-a41b-e2ca0d4c7d39,103,,,"[98.0, 6.0]",7530,2,,-2.782822,,,Left Foot,,,"[90.0, 3.0]",Ground Pass,8.5440035,,Ousmane Dembélé,5477.0,,,,,,1,From Throw In,Lucas Hernández Pi,5484.0,Left Back,5,France,771,['9ac3baf2-d007-43f8-846b-75309922ec38'],18,,,,,,,,,,,,,,,,,France,771,00:02:18.116,Pass,
,,,,,,,,,,,,1.586,,,,,,,,,,,,,,,c0e5f8b8-b933-4677-9596-2d75328c902d,106,,,"[89.0, 3.0]",7530,2,,1.9756881,,,Left Foot,,,"[74.0, 38.0]",High Pass,38.078865,,Raphaël Varane,5485.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Left Wing,5,France,771,['73a3ddff-d14d-401c-9824-c4efc604c20d'],19,,,,,,,,,,,,,,,,,France,771,00:02:19.729,Pass,
,,,,,,,,,,,,1.493,,,,,,,,,,,,,,,2ba9689a-7d0a-4478-8943-c657147982fe,108,,,"[74.0, 38.0]",7530,2,,-1.5707964,,,Head,,,"[74.0, 31.0]",Low Pass,7.0,,Corentin Tolisso,5480.0,,,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,5,France,771,['9e6e88e6-16f5-48dd-91be-4e755fe91ef1'],21,,,,,,,,,,,,,,,,,France,771,00:02:21.436,Pass,
,,,,,,,,,,,,0.973,,,,,,,,,,,,,,,02bb12f1-990c-403f-bb4c-8afb7cf296e8,111,,,"[74.0, 31.0]",7530,2,,-2.0344439,,,Right Foot,,,"[67.0, 17.0]",Ground Pass,15.652476,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Corentin Tolisso,5480.0,Right Center Midfield,5,France,771,['6a1e00cd-c78d-49ac-b8d3-84ef57643a7e'],23,,,,,,,,,,,,,,,,,France,771,00:02:23.076,Pass,
,,,,,,,,,,,,1.519,,,,,,,,,,,,,,,eda90f45-3926-4812-b77f-225f934ce0d1,114,,,"[73.0, 14.0]",7530,2,,0.32175055,,,Left Foot,,,"[97.0, 22.0]",High Pass,25.298222,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,5,France,771,['4a347a18-2b94-4295-88f6-9eb9aa167bc9'],26,,,,,,,,,,,,,,,,,France,771,00:02:26.449,Pass,
,,,,,,,,,,,,0.773,,,,,,,,,,,,,,,9b04b7d1-2a58-4dee-bf9e-237897e79834,117,,,"[97.0, 22.0]",7530,2,,-2.4980915,,,Right Foot,,,"[93.0, 19.0]",Low Pass,5.0,Incomplete,Ousmane Dembélé,5477.0,,,,,,1,From Throw In,Kylian Mbappé Lottin,3009.0,Right Wing,5,France,771,"['4c3f85a4-93da-43d0-ac7e-aa32b995cd87', '79fe1fdf-0863-4366-8ff1-52136aadc68d']",27,,,,,,,,,,,,,,,,,France,771,00:02:27.996,Pass,
,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,e3b8183f-d032-467b-b162-956c575b6313,122,,,"[26.0, 63.0]",7530,2,,1.9974238,,,Right Foot,,,"[21.0, 74.0]",Ground Pass,12.083046,,Josh Risdon,5482.0,,,,,,1,From Throw In,Mile Jedinak,5489.0,Right Center Midfield,5,France,771,"['200e46a6-1571-4bcb-8772-e195bb091637', 'e437a279-be69-43fc-91ed-95a878fe1d0c']",29,,,,,,,,,,,,,,,,,Australia,792,00:02:29.729,Pass,True
,,,,,,,,,,,,3.08,,,,,,,,,,,,,,,e3da0a30-8a3c-4da0-b95f-70a6d5ebccb7,125,,,"[21.0, 76.0]",7530,2,,-0.669043,,,Right Foot,,,"[64.0, 42.0]",High Pass,54.81788,Incomplete,,,,,,,,1,From Throw In,Josh Risdon,5482.0,Right Back,5,France,771,"['25ec1089-ff97-4af1-8b27-c319882f7a67', '85b50ba0-ac62-489e-9c75-88d164b2b5a3']",30,,,,,,,,,,,,,,,,,Australia,792,00:02:30.569,Pass,True
,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,e8417be7-6ded-40ca-8d89-96a69796288a,128,,,"[54.0, 46.0]",7530,2,,0.9048271,,,Right Foot,,,"[76.0, 74.0]",Ground Pass,35.608986,,Benjamin Pavard,5476.0,,,,,,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,5,France,771,['454066ea-3f22-4959-873a-adaff95c1509'],35,,,,,,,,,,,,,,,,,France,771,00:02:35.049,Pass,
