50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,2.252,,,,,,,,,,,,,66a22fc7-4cf0-4170-ae7b-9e35852b390b,1,,,,7542,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5205, 'name': 'Rui Pedro dos Santos Patrício'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5214, 'name': 'William Silva de Carvalho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 4272, 'name': 'João Mário Naval da Costa Eduardo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 4367, 'name': 'Gonçalo Manuel Ganchinho Guedes'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Portugal,780,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,898cdc6a-c001-4594-9b0a-8f7d4d5c10ba,2,,,,7542,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5233, 'name': 'Munir Mohand Mohamedi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5221, 'name': 'Manuel Marouan da Costa Trinidade'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 5236, 'name': 'Karim El Ahmadi Al Aroos'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5232, 'name': 'Mbark Boussoufa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5237, 'name': 'Hakim Ziyech'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Morocco,788,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,7.573,,,,,,,,,,,,,ebcb408b-390b-448d-8a09-086e7b0b8e46,3,,,,7542,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,['6be4604e-e9ac-43b4-8b5f-b994d806c3c0'],0,,,,,,,,,,,,,,,,Portugal,780,00:00:00.000,Half Start,
,,,,,,,,,,,,,,9.12,,,,,,,,,,,,,6be4604e-e9ac-43b4-8b5f-b994d806c3c0,4,,,,7542,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,['ebcb408b-390b-448d-8a09-086e7b0b8e46'],0,,,,,,,,,,,,,,,,Morocco,788,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,,,,,8bb93ba3-f97a-4563-845e-eec1877a8421,1649,,,,7542,45,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Portugal,780,['2e846710-1fad-4766-b3e8-93242555e949'],0,,,,,,,,,,,,,,,,Portugal,780,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2e846710-1fad-4766-b3e8-93242555e949,1650,,,,7542,45,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Portugal,780,['8bb93ba3-f97a-4563-845e-eec1877a8421'],0,,,,,,,,,,,,,,,,Morocco,788,00:00:00.000,Half Start,
,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,8ca2667b-d000-4e29-98c1-a8a0a9c1b950,5,,,"[65.0, 53.0]",7542,0,,,,,,,,,,,,,,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,1,Portugal,780,"['044f936e-cf3b-4c39-9416-0e15fa91f816', '5bbadd15-eacd-4018-b9b5-8f83e5516996', '96095257-2757-47c5-81c8-048ef65fd2b8', 'b2035d3e-5161-43ce-98c4-6565d77b277f', 'b2aa7566-09c3-4af9-a6fd-f72746175398', 'f3181738-c6a9-4430-bb9f-102467a5d387', 'f3efad85-09ec-415e-9487-cdf77246f11e']",0,,,,,,,,,,,,,,,,Portugal,780,00:00:00.100,Pressure,
,,,,,,,,,,,,,,3.746,,,,,,,,,,,,,755ffa6d-b7bc-4fa2-9fbc-09af28251991,16,,,"[94.0, 64.0]",7542,0,,,,,,,,,,,,,,,,,,,1,From Kick Off,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,2,Morocco,788,"['409e0f9e-2fa8-4b70-9c76-2d70291682ce', '5deb4686-5cf4-4208-b2da-121cf59a06f5', '6db5c451-a3b9-4dd5-919f-8eed08df3fcd', 'b07396a4-13f6-4cef-a5ad-d826370b1454', 'e7eeed62-52fb-48cc-a1c0-a978aac133fe']",5,,,,,,,,,,,,,,,,Portugal,780,00:00:05.993,Pressure,
,,,,,,,,,,,,,,0.946,,,,,,,,,,,,,1a960b3a-45e6-48a3-9a07-0bc997d2abcd,23,,,"[94.0, 73.0]",7542,0,,,,,,,,,,,,,,,,,,,1,From Kick Off,Gonçalo Manuel Ganchinho Guedes,4367.0,Right Center Forward,2,Morocco,788,,10,,,,,,,,,,,,,,,,Portugal,780,00:00:10.673,Pressure,
,,,,,,,,,,,,,,0.813,,,,,,,,,,,,,14055f0d-39b9-4ae2-ae6c-4bd4538c7d18,28,,,"[75.0, 62.0]",7542,0,,,,,,,,,,,,,,,,,,,1,From Kick Off,João Filipe Iria Santos Moutinho,3168.0,Right Center Midfield,2,Morocco,788,"['22ecd3c7-7fac-46fc-b958-05a6939606d2', '62373279-f82b-4d0a-9ad4-ac234e35516f', '804903cd-cd0a-42c3-98ad-cd3b21f69a45']",15,,,,,,,,,,,,,,,,Portugal,780,00:00:15.300,Pressure,
,,,,,,,,True,,,,,,0.96,,,,,,,,,,,,,da12676f-aa73-47da-bbf3-03c7bc9e3973,39,,,"[44.0, 55.0]",7542,0,,,,,,,,,,,,,,,,,,,1,From Kick Off,Medhi Amine El Mouttaqi Benatia,5244.0,Right Center Back,2,Morocco,788,"['30930042-8507-48e4-8a15-04710f197246', '54846d49-5304-4ccb-96a0-4c69b91296f3', '63b6aeb3-a9e7-46d6-b485-7efe8f9835ee']",23,,,,,,,,,,,,,,,,Morocco,788,00:00:23.260,Pressure,
,,,,,,,,,,,,,,4.173,,,,,,,,,,,,,e8de0d00-8d63-4b46-bd1e-cb295f9b7a72,48,,,"[44.0, 12.0]",7542,0,,,,,,,,,,,,,,,,,,,1,From Kick Off,William Silva de Carvalho,5214.0,Left Center Midfield,2,Morocco,788,['eb591314-6108-461f-b0e2-b38e6f523465'],28,,,,,,,,,,,,,,,,Portugal,780,00:00:28.540,Pressure,
,,,,,,,,,,,,,,2.28,,,,,,,,,,,,,bc14aa19-9ea6-4b16-a7ec-9d4b38a5cb79,52,,,"[4.0, 72.0]",7542,0,,,,,,,,,,,,,,,,,,,1,From Kick Off,Cédric Ricardo Alves Soares,3329.0,Right Back,2,Morocco,788,"['1d290d5d-c1f9-4f53-8163-57f3bcddcf5e', 'e4f8fdc2-338d-43d1-934d-57a1d3c41742']",38,,,,,,,,,,,,,,,,Portugal,780,00:00:38.060,Pressure,
,,,,,,,,,,,,,,1.093,,,,,,,,,,,,,ac81a160-a417-46f0-b19c-04d0bb02283c,77,,,"[28.0, 76.0]",7542,0,,,,,,,,,,,,,,,,,,,1,From Kick Off,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Right Midfield,2,Morocco,788,"['40479c97-bd3e-47e1-bacd-d8bb30ee9da1', 'b7ec5607-4cd1-43ec-93ec-ae4e3687f80f']",55,,,,,,,,,,,,,,,,Portugal,780,00:00:55.780,Pressure,
,,,,,,,,True,,,,,,1.386,,,,,,,,,,,,,29de5a8b-09a0-4afe-a4cf-022abbd5c313,90,,,"[60.0, 61.0]",7542,1,,,,,,,,,,,,,,,,,,,1,From Kick Off,Karim El Ahmadi Al Aroos,5236.0,Right Defensive Midfield,2,Morocco,788,['4d68a0f3-f33b-489d-afe9-7859c8404dd6'],43,,,,,,,,,,,,,,,,Morocco,788,00:01:43.433,Pressure,
,,,,,,,,True,,,,,,1.6,,,,,,,,,,,,,70240c3f-3d69-41ce-83e7-d55e4e1b5587,91,,,"[58.0, 51.0]",7542,1,,,,,,,,,,,,,,,,,,,1,From Kick Off,Mbark Boussoufa,5232.0,Left Defensive Midfield,2,Morocco,788,,43,,,,,,,,,,,,,,,,Morocco,788,00:01:43.580,Pressure,
,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,705fa672-c54b-4a0a-b8a0-ab6c51f40a09,99,,,"[87.0, 25.0]",7542,1,,,,,,,,,,,,,,,,,,,1,From Kick Off,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Center Forward,2,Morocco,788,"['4e1d48d0-ebd3-4327-b1b4-f7f1bb45e905', '693ebb04-388e-4955-bb39-629538c58b1a']",51,,,,,,,,,,,,,,,,Portugal,780,00:01:51.060,Pressure,
,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,07dcf093-5399-40eb-a6d5-30a7c8993c78,101,,,"[105.0, 32.0]",7542,1,,,,,,,,,,,,,,,,,,,1,From Kick Off,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Center Forward,2,Morocco,788,"['67d42b78-47e4-43ca-96e6-b37168286b13', '8f624d3e-b697-406f-a31e-54c62cb2f92f', '996d8f11-42c9-4f30-9440-e3aab261d11c']",54,,,,,,,,,,,,,,,,Portugal,780,00:01:54.380,Pressure,
,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,f0305ac9-b136-4ec0-a471-659ab682ae2a,109,,,"[94.0, 9.0]",7542,2,,,,,,,,,,,,,,,,,,,1,From Kick Off,João Mário Naval da Costa Eduardo,4272.0,Left Midfield,2,Morocco,788,"['3ea2aefd-3428-41aa-ace9-ca34afcb1775', '7923372b-2e4e-4bd7-a1dd-b2fb453b2ed5', 'f1cd020a-b84e-41d7-ba2e-9044029b2f7c', 'f5c147f1-7df5-4fd3-9b37-228a6a381066']",0,,,,,,,,,,,,,,,,Portugal,780,00:02:00.380,Pressure,
,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,8c47179f-be20-4007-b03c-136da65b5657,113,,,"[97.0, 16.0]",7542,2,,,,,,,,,,,,,,,,,,,1,From Kick Off,Gonçalo Manuel Ganchinho Guedes,4367.0,Right Center Forward,2,Morocco,788,"['2194bdf3-7861-48b2-a19f-106a8254d841', '6b395756-77a3-47c7-a1b6-27dd88366a5d', '80ccb703-344d-473c-864d-b4f8c7935238']",1,,,,,,,,,,,,,,,,Portugal,780,00:02:01.980,Pressure,
