50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.973,,,,,,,,,,,,,,07d3cdd3-7625-4b5a-85e2-18876890862a,2567,,,"[77.0, 71.0]",7531,67,,-1.237552,,,Right Foot,,,,"[86.0, 45.0]",Ground Pass,27.513634,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Eduardo Antonio Salvio,5513.0,Right Back,97,Argentina,779,['c76ac0b6-d986-4fe9-b706-54d949e3d34f'],49,,,,,,,,,,,,,,,,,Argentina,779,00:22:49.600,Pass,
,,,,,,,,,,,,1.213,,,,,,,,,,,,,,36946180-a257-4f5a-a147-c8361518bd13,2571,,,"[91.0, 52.0]",7531,67,,2.145101,,,Right Foot,,,,"[80.0, 69.0]",Ground Pass,20.248457,,Eduardo Antonio Salvio,5513.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,97,Argentina,779,"['16142c0f-5ee7-40b0-a887-fcaa5fede9cb', '7a535e3c-25a5-4688-acd7-91f76e9fef44']",51,,,,,,,,,,,,,,,,,Argentina,779,00:22:51.640,Pass,True
,,,,,,,,,,,,0.84,,,,,,,,,,,,,,c8126632-292e-44b3-ad7a-107b00cc160a,2574,,,"[80.0, 66.0]",7531,67,,-0.8685394,,,Left Foot,,,,"[91.0, 53.0]",Ground Pass,17.029387,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,2,Regular Play,Eduardo Antonio Salvio,5513.0,Right Back,97,Argentina,779,['d52f7748-8775-4559-84ef-7288aaf2bcd2'],53,,,,,,,,,,,,,,,,,Argentina,779,00:22:53.840,Pass,
,,,,,,,,,,,,1.253,,,,,,,,,,,,,,0ac58409-210f-45e7-aeb6-196876094ca7,2578,,,"[93.0, 51.0]",7531,67,,2.7610862,,,Right Foot,,,,"[68.0, 61.0]",Ground Pass,26.925823,,Nicolás Hernán Otamendi,3090.0,,,,,,2,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,97,Argentina,779,"['6b75fcab-802e-4936-800f-c0553286092b', 'dba3511b-4b14-4aa7-ba56-a9c83be735d4']",54,,,,,,,,,,,,,,,,,Argentina,779,00:22:54.720,Pass,True
,,,,,,,,,,,,1.493,,,,,,,,,,,,,,59622495-2286-460b-bf79-2a9b2610ffe8,2581,,,"[67.0, 55.0]",7531,67,,-1.6207547,,,Right Foot,,,,"[66.0, 35.0]",Ground Pass,20.024984,,Faustino Marcos Alberto Rojo,3602.0,,,,,,2,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,97,Argentina,779,['fd60e1bb-d81f-4f46-8fc4-c4b503774b7d'],57,,,,,,,,,,,,,,,,,Argentina,779,00:22:57.280,Pass,
,,,,,,,,,,,,1.133,,,,,,,,,,,,,,0df51bd8-ef9f-43d5-8e50-e6b68e15c4b2,2584,,,"[67.0, 30.0]",7531,67,,-0.5880026,,,Right Foot,,,,"[76.0, 24.0]",Ground Pass,10.816654,,Éver Maximiliano David Banega,5504.0,,,,,,2,Regular Play,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,97,Argentina,779,['bb81f28b-da76-4a91-9259-6e31dd252bb9'],59,,,,,,,,,,,,,,,,,Argentina,779,00:22:59.560,Pass,
,,,,,,,,,,,,0.813,,,,,,,,,,,,,,489ff6e5-0202-4009-9e9c-7c7e37ccbc5e,2587,,,"[87.0, 18.0]",7531,68,,0.24497867,,,Right Foot,,,,"[95.0, 20.0]",Ground Pass,8.246211,,Maximiliano Eduardo Meza,5499.0,,,,,,2,Regular Play,Éver Maximiliano David Banega,5504.0,Left Center Midfield,97,Argentina,779,['814df28c-2678-4a75-978b-f7657a9aa5e5'],3,,,,,,,,,,,,,,,,,Argentina,779,00:23:03.040,Pass,
,,,,,,,,,,,,0.593,,,,,,,,,,,,,,77f97cef-9ddd-4f42-8ff6-1f331e2747ef,2590,,,"[95.0, 20.0]",7531,68,,-2.1112158,,,Right Foot,,,,"[92.0, 15.0]",Ground Pass,5.8309517,,Éver Maximiliano David Banega,5504.0,,,,,,2,Regular Play,Maximiliano Eduardo Meza,5499.0,Right Center Midfield,97,Argentina,779,['24532561-58bb-4cd5-a922-c9bc391b35db'],4,,,,,,,,,,,,,,,,,Argentina,779,00:23:04.440,Pass,
,,,,,,,,,,,,0.933,,,,,,,,,,,,,,23c38dba-9d66-4f46-9cde-79b187f4a778,2593,,,"[89.0, 14.0]",7531,68,,1.3258177,,,Right Foot,,,,"[92.0, 26.0]",Ground Pass,12.369317,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,2,Regular Play,Éver Maximiliano David Banega,5504.0,Left Center Midfield,97,Argentina,779,['03ab9b49-4443-4444-9a1b-0e8d7ac07aaf'],6,,,,,,,,,,,,,,,,,Argentina,779,00:23:06.920,Pass,
,,,,,,,,,,,,0.68,,,,,,,,,,,,,,e0a052eb-2315-48ff-98cb-ce9722efa988,2595,,,"[92.0, 26.0]",7531,68,,-2.2794225,,,Right Foot,,,,"[86.0, 19.0]",Ground Pass,9.219544,,Éver Maximiliano David Banega,5504.0,,,,,,2,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,97,Argentina,779,['598275ea-d2fe-46b3-8c1f-8ea46c912a8a'],7,,,,,,,,,,,,,,,,,Argentina,779,00:23:07.853,Pass,
,,,,,,,,,,,,1.173,,,,,,,,,,,,,,960b47e9-aa0a-42a9-9629-911c0679464b,2599,,,"[80.0, 19.0]",7531,68,,1.7078625,,,Right Foot,,,,"[76.0, 48.0]",Ground Pass,29.274563,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Éver Maximiliano David Banega,5504.0,Left Center Midfield,97,Argentina,779,['1540827b-8c1d-4716-86b9-c1a80bcd4cf6'],9,,,,,,,,,,,,,,,,,Argentina,779,00:23:09.720,Pass,
,,,,,,,,,,,,1.293,,,,,,,,,,,,,,3dbc3ae6-32e3-42cf-962c-c70b4ead8660,2603,,,"[74.0, 48.0]",7531,68,,2.6224465,,,Right Foot,,,,"[67.0, 52.0]",Ground Pass,8.062258,,Nicolás Hernán Otamendi,3090.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,97,Argentina,779,['9cd2aba5-c3cd-4d61-be9c-2dd1857fc460'],13,,,,,,,,,,,,,,,,,Argentina,779,00:23:13.760,Pass,
,,,,,,,,,,,,1.32,,,,,,,,,,,,,,b74d2802-ab68-4d1a-aade-0f56773e9ed4,2605,,,"[67.0, 51.0]",7531,68,,-1.2870022,,,Right Foot,,,,"[74.0, 27.0]",Ground Pass,25.0,,Éver Maximiliano David Banega,5504.0,,,,,,2,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,97,Argentina,779,['4312fe27-35d3-4d4f-a706-baa61caa7228'],15,,,,,,,,,,,,,,,,,Argentina,779,00:23:15.053,Pass,
,,,,,,,,,,,,0.893,,,,,,,,,,,,,,620fc5c8-cd56-414e-b4e0-1156b5b2642e,2608,,,"[69.0, 29.0]",7531,68,,-1.6814536,,,Right Foot,,,,"[68.0, 20.0]",Ground Pass,9.055386,,Faustino Marcos Alberto Rojo,3602.0,,,,,,2,Regular Play,Éver Maximiliano David Banega,5504.0,Left Center Midfield,97,Argentina,779,['e518c76f-d83c-4e14-903e-0d9096037341'],19,,,,,,,,,,,,,,,,,Argentina,779,00:23:19.640,Pass,
,,,,,,,,,,,,1.133,,,,,,,,,,,,,,5c59972d-09ea-4219-b266-e660a5bec76e,2611,,,"[69.0, 19.0]",7531,68,,1.5707964,,,Left Foot,,,,"[69.0, 27.0]",Ground Pass,8.0,,Éver Maximiliano David Banega,5504.0,,,,,,2,Regular Play,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,97,Argentina,779,['8cef2be3-4b4f-42df-bbd3-4659f748658b'],22,,,,,,,,,,,,,,,,,Argentina,779,00:23:22.600,Pass,
,,,,,,,,,,,,0.813,,,,,,,,,,,,,,58410824-e2c8-42ec-9519-7d05ab6926b4,2614,,,"[72.0, 29.0]",7531,68,,0.98279375,,,Right Foot,,,,"[80.0, 41.0]",Ground Pass,14.422205,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Éver Maximiliano David Banega,5504.0,Left Center Midfield,97,Argentina,779,['1a950297-294b-4f2d-84b2-fbce0285c66d'],24,,,,,,,,,,,,,,,,,Argentina,779,00:23:24.480,Pass,
,,,,,,,,,,,,3.04,,,,,,,,,,,,,,657ec585-423a-4248-886e-0888f1054f00,2616,,,"[79.0, 42.0]",7531,68,,-1.7681919,,,Right Foot,,,,"[76.0, 27.0]",Ground Pass,15.297058,Incomplete,Éver Maximiliano David Banega,5504.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,97,Argentina,779,"['10b3e78a-be7c-4eaf-9711-3100ca12268e', '4f66c866-247d-45f8-ab3c-2aef83403b4e']",25,,,,,,,,,,,,,,,,,Argentina,779,00:23:25.293,Pass,
,,,,,,,,,,,,0.773,,,,,,,,,,,,,,bf60a973-a9c2-4730-b0d9-a50be5bda320,2621,,,"[83.0, 14.0]",7531,68,,-1.152572,,,Left Foot,,,,"[87.0, 5.0]",Ground Pass,9.848858,,Éver Maximiliano David Banega,5504.0,,,,,,2,Regular Play,Nicolás Alejandro Tagliafico,5507.0,Left Back,97,Argentina,779,['0d511349-560b-41c3-89f3-37f407c6143b'],30,,,,,,,,,,,,,,,,,Argentina,779,00:23:30.560,Pass,
,,,,,,,,,,,,1.093,,,,,,,,,,,,,,9d0a74c8-b42d-4cbb-9b0c-0ff7b83d2e34,2625,,,"[88.0, 3.0]",7531,68,,2.782822,,,Right Foot,,,,"[80.0, 6.0]",Low Pass,8.5440035,,Nicolás Alejandro Tagliafico,5507.0,,,,,,2,Regular Play,Éver Maximiliano David Banega,5504.0,Left Center Midfield,97,Argentina,779,"['3b8f7bb1-7c63-438c-aa7a-1d1f66837465', 'a34f0222-732d-46b2-a1d8-8c47a7701ac8']",31,,,,,,,,,,,,,,,,,Argentina,779,00:23:31.600,Pass,True
,,,,,,,,,,,,1.013,,,,,,,,,,,,,,28dcf7af-8375-42b3-b008-6c59670081cc,2628,,,"[81.0, 3.0]",7531,68,,2.2455373,,,Right Foot,,,,"[73.0, 13.0]",Ground Pass,12.806249,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Nicolás Alejandro Tagliafico,5507.0,Left Back,97,Argentina,779,['fab3fd80-f7e0-4f00-9380-58444dc223c0'],33,,,,,,,,,,,,,,,,,Argentina,779,00:23:33.960,Pass,
,,,,,,,,,,,,0.933,,,,,,,,,,,,,,02047c98-69fa-4a82-8319-b3c988a5d5a6,2631,,,"[72.0, 22.0]",7531,68,,0.8329813,,,Right Foot,,,,"[82.0, 33.0]",Ground Pass,14.866069,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,97,Argentina,779,['45c8382c-5196-440c-bb96-cc8e56c8b328'],37,,,,,,,,,,,,,,,,,Argentina,779,00:23:37.200,Pass,
,,,,,,,,,,,,0.96,,,,,,,,,,,,,,443f4672-71ac-4651-b82e-f72d2489396a,2634,,,"[83.0, 30.0]",7531,68,,0.36717382,,,Left Foot,,,,"[96.0, 35.0]",High Pass,13.928389,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,97,Argentina,779,['df41641c-6ea2-4255-be45-ba00fdcb96bf'],39,,,,,,,,,,,,,,,,,Argentina,779,00:23:39.920,Pass,
,,,,,,,,,,,,1.133,,,,,,,,,,,,,,2ab281da-617f-4240-80d8-6912eec1401c,2637,,,"[96.0, 34.0]",7531,68,,2.1293957,,,Left Foot,,,,"[91.0, 42.0]",Ground Pass,9.433981,,Maximiliano Eduardo Meza,5499.0,,,,,,2,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,97,Argentina,779,"['366c0d75-024c-49a9-b12e-1970c51ca905', '82a37bc9-b62d-43a6-aa14-34c6ed0f9301']",40,,,,,,,,,,,,,,,,,Argentina,779,00:23:40.880,Pass,True
,,,,,,,,,,,,0.733,,,,,,,,,,,,,,183214a8-beff-44ae-a760-3b82fb9f5025,2640,,,"[88.0, 38.0]",7531,68,,-0.9272952,,,Right Foot,,,,"[94.0, 30.0]",Ground Pass,10.0,,Ángel Fabián Di María Hernández,2995.0,,,,,,2,Regular Play,Maximiliano Eduardo Meza,5499.0,Right Center Midfield,97,Argentina,779,['dcbf5421-b2a7-4662-983b-732ccebd1e61'],44,,,,,,,,,,,,,,,,,Argentina,779,00:23:44.200,Pass,
,,,,,,,,,,,,0.933,,,,,,,,,,,,,,56dfbfe3-1224-45ef-9941-6a1d2b860cc1,2644,,,"[91.0, 29.0]",7531,68,,2.976444,,,Left Foot,,,,"[79.0, 31.0]",Ground Pass,12.165525,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Ángel Fabián Di María Hernández,2995.0,Left Attacking Midfield,97,Argentina,779,['4cde2bed-a23d-4132-862d-fc1a8f04dc23'],45,,,,,,,,,,,,,,,,,Argentina,779,00:23:45.720,Pass,
,,,,,,,,,,,,2.333,,,,,,,,,,,,,,b487c5c2-1b9f-49bf-a433-3421d563a0a4,2647,,,"[74.0, 28.0]",7531,68,,1.1712809,,,Right Foot,,,,"[93.0, 73.0]",High Pass,48.8467,,Eduardo Antonio Salvio,5513.0,,True,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,97,Argentina,779,['2613fe21-1571-4ea6-9914-8e4cb9567197'],47,,,,,,,,,,,,,,,,,Argentina,779,00:23:47.840,Pass,
,,,,,,,,,,,,1.147,,,,,,,,,,,,,,50df33bc-67f3-4fb6-89b3-ac4e481bd035,2651,,,"[109.0, 61.0]",7531,68,,-1.487655,,,Right Foot,True,,,"[111.0, 37.0]",Ground Pass,24.083189,Incomplete,Nicolás Alejandro Tagliafico,5507.0,,,,,,2,Regular Play,Eduardo Antonio Salvio,5513.0,Right Back,97,Argentina,779,"['38abe09a-08e5-40b2-9581-da591afb97f6', '7fa7c879-ff08-4b09-b660-a0af30096b42', 'a7e65eeb-19b2-4a6c-9b43-9f2d9943a6a9']",54,,,,,,,,,,,,,,,,,Argentina,779,00:23:54.533,Pass,True
,,,,,,,,,,,,1.493,,,,,,,,,,,,,,344cb22a-3ef3-449b-9d92-67bc9f80a48e,2660,,,"[74.0, 77.0]",7531,69,,-1.7681919,,,Right Foot,,,,"[71.0, 62.0]",Ground Pass,15.297058,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,97,Argentina,779,['8e3575d5-3cdc-43e4-ab6e-f2ae016dc7cd'],5,,,,,,,,,,,,,,,,,Argentina,779,00:24:05.160,Pass,
,,,,,,,,,,,,1.533,,,,,,,,,,,,,,b428275f-3a71-4dee-8829-104ddc77a105,2663,,,"[73.0, 62.0]",7531,69,,-1.59936,,,Right Foot,,,,"[72.0, 27.0]",Ground Pass,35.014282,,Éver Maximiliano David Banega,5504.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,97,Argentina,779,['f436465f-c5e1-4385-8746-5c183ed8632c'],8,,,,,,,,,,,,,,,,,Argentina,779,00:24:08.080,Pass,
,,,,,,,,,,,,2.133,,,,,,,,,,,,,,b8c092f4-23c1-4450-8752-3b34c46b6511,2667,,,"[70.0, 22.0]",7531,69,,2.2455373,,,Right Foot,,,,"[58.0, 37.0]",Ground Pass,19.209373,,Faustino Marcos Alberto Rojo,3602.0,,,,,,2,Regular Play,Éver Maximiliano David Banega,5504.0,Left Center Midfield,97,Argentina,779,"['75c4adc3-5017-472c-94ad-0a1f2e09130c', 'b46da7d7-fe56-4c8a-84be-41554e11deea']",10,,,,,,,,,,,,,,,,,Argentina,779,00:24:10.800,Pass,True
,,,,,,,,,,,,1.0,,,,,,,,,,,,,,52005ac7-8568-4190-adb6-abc4409b5fc3,2669,,,"[59.0, 34.0]",7531,69,,1.1071488,,,Left Foot,,,,"[64.0, 44.0]",Ground Pass,11.18034,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,97,Argentina,779,['5f9b893f-de42-4e3b-b5c1-f951db52db65'],12,,,,,,,,,,,,,,,,,Argentina,779,00:24:12.933,Pass,
,,,,,,,,,,,,1.24,,,,,,,,,,,,,,d995f8be-f298-46cf-8964-309541e0cbff,2672,,,"[65.0, 42.0]",7531,69,,0.7853982,,,Left Foot,,,,"[70.0, 47.0]",Ground Pass,7.071068,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,97,Argentina,779,['fccda1e2-3142-420b-86b0-68a5d9e60cd6'],14,,,,,,,,,,,,,,,,,Argentina,779,00:24:14.533,Pass,
,,,,,,,,,,,,0.773,,,,,,,,,,,,,,361bbbd3-03e4-40c2-ab76-6760e94e2ac1,2676,,,"[89.0, 49.0]",7531,69,,0.26625204,,,Left Foot,,,,"[100.0, 52.0]",Ground Pass,11.401754,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,97,Argentina,779,['15df0e6c-8520-4a65-9044-050f959a2636'],21,,,,,,,,,,,,,,,,,Argentina,779,00:24:21.160,Pass,
,,,,,,,,,,,,0.84,,,,,,,,,,,,,,b086cc89-be3a-4db9-9767-d65f46060e72,2678,,,"[100.0, 52.0]",7531,69,,1.6421038,,,Right Foot,,,,"[99.0, 66.0]",Ground Pass,14.035668,,Maximiliano Eduardo Meza,5499.0,,,,,,2,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,97,Argentina,779,['41d99fa8-f861-494c-a182-72c8782905fb'],21,,,,,,,,,,,,,,,,,Argentina,779,00:24:21.933,Pass,
,,,,,,,,,,,,0.839,,,,,,,,,,,,,,41533e96-d9f2-4b0f-8ce9-c94f1f90c758,2681,,,"[109.0, 62.0]",7531,69,,-2.9441972,b4a75ca4-4026-48f8-8add-e67c362deafe,,Left Foot,,,,"[104.0, 61.0]",Ground Pass,5.0990195,,Eduardo Antonio Salvio,5513.0,True,,,,,2,Regular Play,Maximiliano Eduardo Meza,5499.0,Right Center Midfield,97,Argentina,779,['79446ccf-eebe-4afb-981a-7239ea359879'],25,,,,,,,,,,,,,,,,,Argentina,779,00:24:25.573,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,,0117c067-a735-446d-ade2-be25090b20d4,2694,,,"[30.0, 28.0]",7531,69,,2.7314653,,,Right Foot,,,,"[7.0, 38.0]",Ground Pass,25.079872,,Hannes Þór Halldórsson,5498.0,,,,,,2,Regular Play,Alfreð Finnbogason,5514.0,Center Forward,97,Argentina,779,"['3433ac04-d8d0-4c0b-848d-cf5ce5b49508', 'db393042-dee5-4360-ae48-1c228e85d434']",33,,,,,,,,,,,,,,,,,Iceland,793,00:24:33.440,Pass,True
,,,,,,,,,,,,3.48,,,,,,,,,,,,,,948b642d-2838-4b02-8f24-8bf80ff29074,2697,,,"[8.0, 38.0]",7531,69,,0.17809294,,,Right Foot,,,,"[58.0, 47.0]",High Pass,50.803543,Incomplete,Rúrik Gíslason,5495.0,,,,,,2,Regular Play,Hannes Þór Halldórsson,5498.0,Goalkeeper,97,Argentina,779,"['34653d83-4090-41a1-b2ee-83299895af7e', 'a3fcf111-9808-425b-82c7-9c310ce813da']",35,,,,,,,,,,,,,,,,,Iceland,793,00:24:35.120,Pass,
,,,,,,,,,,,,3.373,,,,,,,,,,,,,,34653d83-4090-41a1-b2ee-83299895af7e,2700,,,"[63.0, 34.0]",7531,69,True,-0.95360494,,,,,,,"[85.0, 3.0]",High Pass,38.013157,,Ángel Fabián Di María Hernández,2995.0,,,,,Recovery,2,Regular Play,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,97,Argentina,779,"['34a66a6f-957f-48d2-961f-36c8df0d0e3b', '948b642d-2838-4b02-8f24-8bf80ff29074', 'c8f3be9b-4dd2-4681-8ffb-83edf7099f58']",38,,,,,,,,,,,,,,,,,Argentina,779,00:24:38.600,Pass,True
,,,,,,,,,,,,0.88,,,,,,,,,,,,,,5ce8c0ba-7a05-4e0c-9055-a6d1b8657414,2704,,,"[113.0, 13.0]",7531,69,,1.8622531,,,Left Foot,True,,,"[107.0, 33.0]",Ground Pass,20.880613,Incomplete,Sergio Leonel Agüero del Castillo,3237.0,,,,,,2,Regular Play,Ángel Fabián Di María Hernández,2995.0,Left Attacking Midfield,97,Argentina,779,"['a46f8a26-b110-4aa9-ba31-80b693574147', 'accfee16-1e0a-4ed0-bdfa-5d7059708799', 'f9e0b609-8460-4c1b-9f12-4ef7f6cf554a']",46,,,,,,,,,,,,,,,,,Argentina,779,00:24:46.600,Pass,True
,,,,,,,,,,,,3.72,,,,,,,,,,,,,,567fb5d0-0e4f-42a7-845a-761275985ed0,2712,,,"[33.0, 69.0]",7531,70,,-0.4636476,,,Right Foot,,,,"[91.0, 40.0]",High Pass,64.84597,,Alfreð Finnbogason,5514.0,,,,,Free Kick,2,From Free Kick,Hannes Þór Halldórsson,5498.0,Goalkeeper,99,Iceland,793,['f0ab6517-f1f2-454b-b82b-20704c8ce2e9'],25,,,,,,,,,,,,,,,,,Iceland,793,00:25:25.760,Pass,
,,,,,,,,,,,,0.72,,,,,,,,,,,,,,6bc7fdf0-945d-411a-af6b-0e2fea42aa27,2714,,,"[91.0, 40.0]",7531,70,,-0.9600704,,,Head,,,,"[98.0, 30.0]",Low Pass,12.206555,Incomplete,Hörður Björgvin Magnússon,5501.0,,,,,,2,From Free Kick,Alfreð Finnbogason,5514.0,Center Forward,99,Iceland,793,"['6b1b8c89-25a5-4eb1-95c1-c8665aabeb7c', 'fc17a888-f56e-4540-91c8-fdc8207f5c75']",29,,,,,,,,,,,,,,,,,Iceland,793,00:25:29.520,Pass,
,,,,,,,,,,,,1.76,,,,,,,,,,,,,,ba871287-afb9-4c48-9647-f5baca1de845,2719,,,"[32.0, 45.0]",7531,70,,-2.2367656,,,Right Foot,,,,"[21.0, 31.0]",Ground Pass,17.804493,,Faustino Marcos Alberto Rojo,3602.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,100,Argentina,779,['814424eb-fee2-46db-ac07-a8438acea0d8'],32,,,,,,,,,,,,,,,,,Argentina,779,00:25:32.293,Pass,
,,,,,,,,,,,,3.4,,,,,,,,,,,,,,96d6f99e-1906-4cc0-ab78-294b739712b0,2723,,,"[20.0, 27.0]",7531,70,,0.016391974,,,Left Foot,,,,"[81.0, 28.0]",High Pass,61.008198,Incomplete,,,,,,,,2,Regular Play,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,100,Argentina,779,"['022db115-13ff-4ba9-bb8f-297149f8ab1c', '1c5d3427-9586-4089-ae66-1b611ed80a6a']",35,,,,,,,,,,,,,,,,,Argentina,779,00:25:35.040,Pass,True
,,,,,,,,,,,,1.88,,,,,,,,,,,,,,022db115-13ff-4ba9-bb8f-297149f8ab1c,2724,,,"[40.0, 53.0]",7531,70,,-1.2490457,,,Head,,,,"[47.0, 32.0]",High Pass,22.135944,Incomplete,Hörður Björgvin Magnússon,5501.0,,,,,Interception,2,Regular Play,Kári Árnason,5505.0,Right Center Back,100,Argentina,779,"['20dfaf2c-f744-4cf4-9f98-5b065b8baeb9', '21f3ee07-1163-4e58-9b2d-a0644b8887bb', '96d6f99e-1906-4cc0-ab78-294b739712b0']",38,,,,,,,,,,,,,,,,,Iceland,793,00:25:38.440,Pass,
,,,,,,,,,,,,0.813,,,,,,,,,,,,,,8de1c392-e91f-491b-817c-8d5d603509ea,2732,,,"[91.0, 39.0]",7531,70,,-0.94200003,,,Left Foot,,,,"[99.0, 28.0]",Ground Pass,13.601471,,Ángel Fabián Di María Hernández,2995.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,100,Argentina,779,['4664e8f8-5950-4ffb-a1d1-3b9b7216db7a'],49,,,,,,,,,,,,,,,,,Argentina,779,00:25:49.840,Pass,
,,,,,,,,,,,,0.699,,,,,,,,,,,,,,504a548c-0040-4e18-aba7-4000c69acb72,2736,,,"[98.0, 29.0]",7531,70,,-2.3561945,,,Left Foot,,,,"[95.0, 26.0]",Ground Pass,4.2426405,,Nicolás Alejandro Tagliafico,5507.0,,,,,,2,Regular Play,Ángel Fabián Di María Hernández,2995.0,Left Attacking Midfield,100,Argentina,779,['1668d7c1-3896-44dd-ba04-44a521d2ff22'],51,,,,,,,,,,,,,,,,,Argentina,779,00:25:51.253,Pass,
,,,,,,,,,,,,0.853,,,,,,,,,,,,,,0769ff31-5456-4a68-954a-f273e1e34266,2739,,,"[95.0, 25.0]",7531,70,,-1.1071488,581e1ff3-1337-4897-91f7-0a5af9a506f2,,Left Foot,,,,"[98.0, 19.0]",Ground Pass,6.708204,,Éver Maximiliano David Banega,5504.0,True,,,,,2,Regular Play,Nicolás Alejandro Tagliafico,5507.0,Left Back,100,Argentina,779,['cff5d9c1-579d-4663-afd6-461fdc94dd5c'],52,,,,,,,,,,,,,,,,,Argentina,779,00:25:52.520,Pass,
,,,,,,,,,,,,5.933,,,,,,,,,,,,,,b7ce921b-c3e3-4d93-a468-126014d2ba2d,2744,,,"[17.0, 51.0]",7531,71,,-0.13888502,,,Drop Kick,,,,"[110.0, 38.0]",High Pass,93.904205,Incomplete,Alfreð Finnbogason,5514.0,,,,,,2,From Keeper,Hannes Þór Halldórsson,5498.0,Goalkeeper,101,Iceland,793,"['2a57d667-4e13-4cc8-b85c-2a994a41e1e9', '9a884657-ef27-42fb-8558-fa5b67918d31']",11,,,,,,,,,,,,,,,,,Iceland,793,00:26:11.880,Pass,
,,,,,,,,,,,,2.333,,,,,,,,,,,,,,5dc69266-1c8e-4de1-ae25-ef602007bda3,2748,,,"[11.0, 44.0]",7531,71,,-0.9179497,,,Keeper Arm,,,,"[24.0, 27.0]",Ground Pass,21.400934,,Faustino Marcos Alberto Rojo,3602.0,,,,,,2,Regular Play,Wilfredo Daniel Caballero,3659.0,Goalkeeper,102,Argentina,779,['a2390c1a-71af-4b87-8ebb-a65545ff25eb'],20,,,,,,,,,,,,,,,,,Argentina,779,00:26:20.000,Pass,
